회사명,거래소코드,회계년도,[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),[제조]매출액(수익)(*)(IFRS),[제조]부채(*)(IFRS),[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결),[제조]매출액(수익)(*)(IFRS연결),[제조]부채(*)(IFRS연결)
(주)정상제이엘에스,040420,2018/12,13073799,83759118,21928433,13943560,87089272,24495409
(주)정상제이엘에스,040420,2019/12,12716089,89392125,44764100,12920188,93567447,46819162
(주)정원엔시스,045510,2010/12,16018789,230366650,65268512,,,
(주)정원엔시스,045510,2011/12,-2530782,176529553,53284771,,,
(주)정원엔시스,045510,2012/12,6825997,136081071,41646341,,,
(주)정원엔시스,045510,2013/12,9376501,118033830,37756170,,,
(주)정원엔시스,045510,2014/12,-2417979,128542263,53057173,,,
(주)정원엔시스,045510,2015/12,-4046789,133863989,49964286,-2993230,144682817,54554380
(주)정원엔시스,045510,2016/12,7669843,153379619,34631941,8572209,183874054,40828552
(주)정원엔시스,045510,2017/12,-4449847,121977269,28140205,-4224032,159023250,35174893
(주)정원엔시스,045510,2018/12,9876336,110588062,30784215,8275945,147806242,39330379
(주)정원엔시스,045510,2019/12,-5647462,128935978,43925927,-6959195,169191423,52348538
(주)제넥신,095700,2010/12,-4615954,1079297,11242617,-4615954,1079297,11242617
(주)제넥신,095700,2011/12,-4497106,2661323,15353448,-4497106,2661323,15798362
(주)제넥신,095700,2012/12,1668237,6251653,17551912,1668237,6251653,17551912
(주)제넥신,095700,2013/12,-6697761,5754727,17544014,,,
(주)제넥신,095700,2014/12,6467147,16655692,13179209,,,
(주)제넥신,095700,2015/12,-1642634,32519853,16334241,,,
(주)제넥신,095700,2016/12,-3394230,11351915,28467869,,,
(주)제넥신,095700,2017/12,-26104449,28454503,26825053,,,
(주)제넥신,095700,2018/12,-20054235,12881557,54303701,,,
(주)제넥신,095700,2019/12,-41571709,11303045,61267262,,,
(주)제넨바이오,072520,2010/12,-14669071,69134974,42042987,-13036173,77190575,50837979
(주)제넨바이오,072520,2011/12,4477010,143951820,54572216,6590520,159815967,64347399
(주)제넨바이오,072520,2012/12,14650695,204226327,62070584,15983894,226049333,72885756
(주)제넨바이오,072520,2013/12,927051,205549064,55557548,1147986,232366645,70067477
(주)제넨바이오,072520,2014/12,-6402854,102858423,57052445,-5402722,133468551,69665456
(주)제넨바이오,072520,2015/12,-12146922,70020507,44926315,-10973418,104516070,53714714
(주)제넨바이오,072520,2016/12,-12894639,17003992,33157949,-12895268,42363593,34381285
(주)제넨바이오,072520,2017/12,2070456,15891038,33159877,4914621,20194428,33606848
(주)제넨바이오,072520,2018/12,-1716521,7043270,38593205,-1740539,7043270,39490205
(주)제넨바이오,072520,2019/12,-6790745,11646248,58256544,-11386735,21968100,65910352
(주)제노레이,122310,2018/12,7077004,52915039,12522372,6892748,56289419,13467393
(주)제노레이,122310,2019/12,10034084,60797612,18085565,10654987,65105755,18931917
(주)제노포커스,187420,2015/12,2265031,4597225,687133,2854044,6640038,736179
(주)제노포커스,187420,2016/12,876712,5833460,678544,516085,7028777,709872
(주)제노포커스,187420,2017/12,1436948,6002680,440193,1363832,11505972,3589536
(주)제노포커스,187420,2018/12,914976,7406680,3347658,1563614,11517966,8771185
(주)제노포커스,187420,2019/12,564771,13858160,14000890,-167500,14941514,34123364
(주)제닉,123330,2011/12,13199191,105276447,12381851,,,
(주)제닉,123330,2012/12,5470576,85872556,6384813,4309763,85811046,7200935
(주)제닉,123330,2013/12,6147016,63332173,11301913,3678245,62178517,11702751
(주)제닉,123330,2014/12,6906217,61607251,19198587,5804554,63519981,20344998
(주)제닉,123330,2015/12,3768889,62934577,19090409,3763702,73705694,28970219
(주)제닉,123330,2016/12,4582648,61419387,15153235,1925351,89667858,39633141
(주)제닉,123330,2017/12,-4972284,49599697,19773960,-4086666,64690430,39109208
(주)제닉,123330,2018/12,-8366781,50523823,13507566,-8903209,69027048,34371167
(주)제닉,123330,2019/12,5561776,43256345,30126718,1376917,52261355,31009064
(주)제로투세븐,159580,2013/12,-5618185,214710307,34091332,-3046804,240089075,40076315
(주)제로투세븐,159580,2014/12,-12977263,215280432,42186625,-11895584,244579327,49480054
(주)제로투세븐,159580,2015/12,-11821296,238663804,55179368,-13755090,270632773,66220229
(주)제로투세븐,159580,2016/12,227143,199046486,68959528,-764984,229773079,77095956
(주)제로투세븐,159580,2017/12,1473062,164646626,57311146,3625423,184324434,64450176
(주)제로투세븐,159580,2018/12,6044161,156776939,65015321,4208884,175282228,71638845
(주)제로투세븐,159580,2019/12,12142567,215101486,53146149,11220099,213550382,54919405
(주)제우스,079370,2010/12,-10966717,192157909,59198006,-24125799,257952068,95927395
(주)제우스,079370,2011/12,2593454,195297278,46813719,8427082,261692719,84390989
(주)제우스,079370,2012/12,13791935,96709528,24985363,19523961,155737981,61900796
(주)제우스,079370,2013/12,6719336,127543175,45260568,7436746,204945161,100825844
(주)제우스,079370,2014/12,19758758,160061868,56531161,28296695,240977214,103243794
(주)제우스,079370,2015/12,10300922,202817727,58813680,15752342,290133905,98557463
(주)제우스,079370,2016/12,11720592,190515605,64602359,26172534,290847560,119376049
(주)제우스,079370,2017/12,11622701,255485239,96230140,312033,359108584,154196766
(주)제우스,079370,2018/12,1970569,304792159,111023103,-8476076,453591917,187766261
(주)제우스,079370,2019/12,4692137,198658144,81203674,6610870,323487856,152527083
(주)제이브이엠,054950,2010/12,-14569587,56507293,208349109,,,
(주)제이브이엠,054950,2011/12,-24765302,75535345,118160703,,,
(주)제이브이엠,054950,2012/12,13718151,77867014,84969392,,,
(주)제이브이엠,054950,2013/12,22707328,81604938,71656385,,,
(주)제이브이엠,054950,2014/12,18891331,84527022,61517411,21661377,88207498,71147143
(주)제이브이엠,054950,2015/12,12812337,76596754,49339732,13272464,88459262,57428491
(주)제이브이엠,054950,2016/12,13045811,85141661,56158122,14906712,98148858,64454309
(주)제이브이엠,054950,2017/12,19682006,92513964,34751343,17997815,106175851,51278774
(주)제이브이엠,054950,2018/12,17872616,90115376,33624255,19904934,103635370,53569938
(주)제이브이엠,054950,2019/12,13152841,99556067,31487285,18568448,110144570,56503119
(주)제이스텍,090470,2010/12,13686574,51331592,16187363,11049560,62477037,16011557
(주)제이스텍,090470,2011/12,1748202,55422281,12679362,,,
(주)제이스텍,090470,2012/12,2819029,43591642,6831822,,,
(주)제이스텍,090470,2013/12,-2222737,29464450,10228691,,,
(주)제이스텍,090470,2014/12,2630060,50665953,9721538,,,
(주)제이스텍,090470,2015/12,3069071,70009867,29601140,,,
(주)제이스텍,090470,2016/12,48600729,150786216,91164785,48221535,150786216,90957839
(주)제이스텍,090470,2017/12,62535209,570820560,52894132,62741723,570820560,52882812
(주)제이스텍,090470,2018/12,-36620715,126220077,13046879,-37127732,126230077,13354037
(주)제이스텍,090470,2019/12,-8021962,126892960,22887566,-8335193,126892960,23216216
(주)제이시스메디칼,287410,2018/12,,,,,,
(주)제이시스메디칼,287410,2019/12,,,,,,
(주)제이에스코퍼레이션,194370,2016/12,729267,176870431,24107382,-6421926,188518472,43441640
(주)제이에스코퍼레이션,194370,2017/12,3658620,224903296,17519946,-408622,236280602,34032315
(주)제이에스코퍼레이션,194370,2018/12,12926063,195063489,18486659,6596817,205633846,34212882
(주)제이에스코퍼레이션,194370,2019/12,22186597,242832234,20487934,20674834,253067075,44720466
(주)제이에스티나,026040,2010/12,4684796,87338198,41927738,4716649,87339531,42165745
(주)제이에스티나,026040,2011/12,127410,95214984,43336362,202361,95180590,43585870
(주)제이에스티나,026040,2012/12,7361347,122249370,41127827,7046202,122360018,41394328
(주)제이에스티나,026040,2013/12,8064412,139234421,40717059,7814122,139336459,41054449
(주)제이에스티나,026040,2014/12,1405825,158299039,43747756,1702879,158606188,43870476
(주)제이에스티나,026040,2015/12,13031523,154612012,47483163,12400860,155347008,47695069
(주)제이에스티나,026040,2016/12,8515829,169056213,45366051,7747071,170252209,45499041
(주)제이에스티나,026040,2017/12,6441619,138584852,37776168,5246059,139948666,37830037
(주)제이에스티나,026040,2018/12,9429591,126039596,43633876,9341917,127351326,43795253
(주)제이에스티나,026040,2019/12,-1144583,94811398,36623857,-1379300,96140824,36712626
(주)제이엘케이,322510,2019/12,-6250745,229534,2384327,-6422836,229534,2397575
(주)제이와이피엔터테인먼트,035900,2010/06,-730844,10157294,8160448,,,
(주)제이와이피엔터테인먼트,035900,2011/06,574676,10237110,4616669,574676,10237110,4616669
(주)제이와이피엔터테인먼트,035900,2012/12,-3828208,13209075,10174114,-6428224,15067289,10476029
(주)제이와이피엔터테인먼트,035900,2013/12,-1613404,17807586,20940975,-3140252,21324437,22300573
(주)제이와이피엔터테인먼트,035900,2014/12,6833631,44326282,16798184,8409060,48482477,17932265
(주)제이와이피엔터테인먼트,035900,2015/12,5131382,48689501,14331186,4862451,50557051,15273440
(주)제이와이피엔터테인먼트,035900,2016/12,13817470,69510893,17664592,15424673,73645283,19529789
(주)제이와이피엔터테인먼트,035900,2017/12,25976741,96761010,36421128,27110664,102241864,38667611
(주)제이와이피엔터테인먼트,035900,2018/12,19992479,118167060,28243368,22396589,124821138,31373866
(주)제이와이피엔터테인먼트,035900,2019/12,44081550,144613992,38385668,50943043,155435845,45489735
(주)제이웨이,058420,2010/12,3521243,21564313,6241502,3521243,21564313,11351128
(주)제이웨이,058420,2011/12,2117958,17072137,2742335,,,
(주)제이웨이,058420,2012/12,-14459,12426752,4546123,,,
(주)제이웨이,058420,2013/12,760581,10639609,3277676,1598255,12898433,3689113
(주)제이웨이,058420,2014/12,2163208,9479530,1944087,2198832,13840273,2610950
(주)제이웨이,058420,2015/12,2774619,9416571,1210021,2605385,13815789,1800790
(주)제이웨이,058420,2016/12,1490411,8021631,1210591,1386423,7477631,1253931
(주)제이웨이,058420,2017/12,-1312183,6304536,1058044,-1668104,6935809,1186293
(주)제이웨이,058420,2018/12,-1532319,4712513,2758961,-1686452,13099806,11128116
(주)제이웨이,058420,2019/12,434396,4742539,852572,1018158,11406518,8287974
(주)제이티,089790,2010/12,6546181,62606897,23846957,,,
(주)제이티,089790,2011/12,2183937,66026814,24998462,,,
(주)제이티,089790,2012/12,4909318,70349661,9255151,,,
(주)제이티,089790,2013/12,-6940597,21496990,16129888,,,
(주)제이티,089790,2014/12,-3461077,43248371,17153985,-9424309,44435428,22109420
(주)제이티,089790,2015/12,-6705709,34813125,28144093,,,
(주)제이티,089790,2016/12,-1144512,22345653,26815701,,,
(주)제이티,089790,2017/12,2639945,32193108,27224115,,,
(주)제이티,089790,2018/12,1050789,34943401,19869474,,,
(주)제이티,089790,2019/12,8521951,42388224,30331442,8523108,42388224,30331442
(주)제이티씨,950170,2019/02,20951259,493889655,103160460,13138388,518917490,116072270
(주)제일기획,030000,2010/12,23334808,614599358,487913421,-5532551,1449761975,753338648
(주)제일기획,030000,2011/12,82849088,720415932,586173793,144587874,1758178413,1092773740
(주)제일기획,030000,2012/12,4206842,853637925,502108561,91241087,2365019211,1295541955
(주)제일기획,030000,2013/12,7001347,926525014,515644777,-66212477,2709281436,1035970749
(주)제일기획,030000,2014/12,54191192,882392506,477829379,55909774,2666255722,961162282
(주)제일기획,030000,2015/12,41570085,819850042,525614999,102393208,2806713644,1066521926
(주)제일기획,030000,2016/12,26895148,1022947827,563731996,101351736,3232593889,1375147032
(주)제일기획,030000,2017/12,43657399,1062990039,535747979,39090198,3374986899,1382305189
(주)제일기획,030000,2018/12,188210420,1198292622,551711329,224014016,3477880994,1279285333
(주)제일기획,030000,2019/12,107142880,1150057693,532495497,200015099,3421672988,1295951762
(주)제일바이오,052670,2010/12,140351,16659191,2103225,,,
(주)제일바이오,052670,2011/12,-1583059,25596988,3994051,,,
(주)제일바이오,052670,2012/12,297514,36868183,7268003,,,
(주)제일바이오,052670,2013/12,1168103,38365163,7018000,,,
(주)제일바이오,052670,2014/12,180250,39533834,6547961,,,
(주)제일바이오,052670,2015/12,-119829,34979580,5988621,,,
(주)제일바이오,052670,2016/12,2114011,35823756,3970941,,,
(주)제일바이오,052670,2017/12,3352230,27986546,2470097,,,
(주)제일바이오,052670,2018/12,1592948,27809542,2648377,,,
(주)제일바이오,052670,2019/12,5018165,22986005,3030358,,,
(주)제일테크노스,038010,2010/12,3887917,121475592,41175883,4358464,121619067,40914098
(주)제일테크노스,038010,2011/12,5268567,120974847,62850735,5865633,122427564,63127057
(주)제일테크노스,038010,2012/12,8767415,135295059,68165582,5642281,137797662,68606514
(주)제일테크노스,038010,2013/12,5216165,134026579,83161509,5664663,135810178,83745785
(주)제일테크노스,038010,2014/12,3832198,142869285,76323121,5307509,146164435,77175907
(주)제일테크노스,038010,2015/12,7350694,140538488,78477245,7597213,143614275,79620947
(주)제일테크노스,038010,2016/12,1109364,141789546,81135643,1291246,144645727,82085629
(주)제일테크노스,038010,2017/12,-1804172,150826332,85557520,-2475283,153078017,87395149
(주)제일테크노스,038010,2018/12,19529533,156348756,81976508,20163807,160764315,85883477
(주)제일테크노스,038010,2019/12,17461693,162468907,79380429,17905443,167024919,82807346
(주)제주반도체,080220,2010/12,10932363,54214206,9146861,10583845,54229806,9179644
(주)제주반도체,080220,2011/12,17904270,82168560,5323768,17682453,82168560,5602256
(주)제주반도체,080220,2012/12,4296221,28675228,4365385,4138812,28675228,4598037
(주)제주반도체,080220,2013/12,-11916955,13980911,15376308,-11871609,13980911,15820289
(주)제주반도체,080220,2014/12,-7268633,33252748,20924243,-6738352,33252748,21289801
(주)제주반도체,080220,2015/12,-15001185,57711032,40327702,-21403375,57664032,47475643
(주)제주반도체,080220,2016/12,7471766,58177240,42916028,3467988,56630491,49725944
(주)제주반도체,080220,2017/12,-5746781,118773046,34731038,-8813794,117036992,41741418
(주)제주반도체,080220,2018/12,-20915266,144450015,74421268,-50215270,148727537,130842168
(주)제주반도체,080220,2019/12,9559875,109039431,78379778,26678968,162112446,134416699
(주)제주항공,089590,2015/12,72127346,608058585,245922579,,,
(주)제주항공,089590,2016/12,116673464,747613396,328274735,110179181,747613396,328381879
(주)제주항공,089590,2017/12,175831024,996302034,468850804,144580401,996357341,468995987
(주)제주항공,089590,2018/12,142651187,1256645052,642771865,121465168,1259395676,649194617
(주)제주항공,089590,2019/12,79853287,1376135272,1136166461,83897397,1383976262,1142388633
(주)제테마,216080,2019/12,-8107239,13300388,28348568,,,
(주)젬백스&카엘,082270,2010/12,-203325,18005952,15391850,-2960586,19967984,20300933
(주)젬백스&카엘,082270,2011/12,5923468,23808684,38489694,7423450,52118032,57646595
(주)젬백스&카엘,082270,2012/12,3739024,31611786,37114227,-2755337,64496340,71702388
(주)젬백스&카엘,082270,2013/12,990329,30411841,65830147,-11633602,66529832,78431635
(주)젬백스&카엘,082270,2014/12,13655347,24941426,42430699,10635506,101050951,62352587
(주)젬백스&카엘,082270,2015/12,-2463365,36626186,22545543,-7292192,75073727,81056197
(주)젬백스&카엘,082270,2016/12,-4318276,26190569,22884570,-12681109,109127634,89292800
(주)젬백스&카엘,082270,2017/12,-2026317,43955700,92774754,-62617,47875296,93711990
(주)젬백스&카엘,082270,2018/12,669604,45661660,57289544,-255805,47239503,58781846
(주)젬백스&카엘,082270,2019/12,530530,40814302,67108563,-712105,42663508,68226154
(주)젬백스링크,064800,2010/12,-118948,28990612,9643731,-116030,31542371,10142167
(주)젬백스링크,064800,2011/12,-403046,30219584,8450290,1682911,44115451,10735250
(주)젬백스링크,064800,2012/12,1029423,24511378,5331628,937872,35663240,7958297
(주)젬백스링크,064800,2013/12,5641036,20256445,4040177,4469653,28414361,5080232
(주)젬백스링크,064800,2014/12,2296939,17519814,4544855,2033004,20593230,6034757
(주)젬백스링크,064800,2015/12,112071,15932314,13934541,,,
(주)젬백스링크,064800,2016/12,-862959,16425666,32824855,-1574777,33107624,33611795
(주)젬백스링크,064800,2017/12,-4266768,14117475,73011317,21871941,193679771,294273822
(주)젬백스링크,064800,2018/12,-7005714,41963168,74203758,2986346,52906980,77816418
(주)젬백스링크,064800,2019/12,-2627664,95229707,52884327,-4972446,95068907,55097761
(주)조비,001550,2010/12,-2364257,48512954,68647517,,,
(주)조비,001550,2011/12,-1752081,40365449,73456290,,,
(주)조비,001550,2012/12,-4761946,48495287,66310372,,,
(주)조비,001550,2013/12,1946237,61373438,50654325,,,
(주)조비,001550,2014/12,471143,54845963,54820894,,,
(주)조비,001550,2015/12,-192167,58827842,55338632,,,
(주)조비,001550,2016/12,8086650,59058576,51143477,,,
(주)조비,001550,2017/12,6486900,59947613,47051309,,,
(주)조비,001550,2018/12,3896018,60513162,45775103,,,
(주)조비,001550,2019/12,-2472664,70897367,43723281,,,
(주)조이시티,067000,2010/12,6986327,25327131,6885699,6415497,29551960,12230084
(주)조이시티,067000,2011/12,7787201,39269640,9596352,7763806,43753107,13578420
(주)조이시티,067000,2012/12,16355527,60211291,13624121,12171657,62983843,14107157
(주)조이시티,067000,2013/12,-4145356,37463462,14693859,-3796648,37471740,14696464
(주)조이시티,067000,2014/12,8257888,46005531,16389375,8801513,46521003,16370369
(주)조이시티,067000,2015/12,649040,57490657,8662419,534891,57536245,8527649
(주)조이시티,067000,2016/12,5865186,72470487,13619098,6028262,72519303,13519281
(주)조이시티,067000,2017/12,4301717,90618228,16521455,6345484,92183591,16736307
(주)조이시티,067000,2018/12,-8917550,86819413,28754739,-10096267,87222356,28669799
(주)조이시티,067000,2019/12,2817425,102530425,39461403,2781945,103135835,39908902
(주)조흥,002600,2010/12,1757089,66711472,16474309,,,
(주)조흥,002600,2011/12,4862135,99010080,44925222,,,
(주)조흥,002600,2012/12,6458882,96206977,32202360,,,
(주)조흥,002600,2013/12,15502621,99637034,20573885,,,
(주)조흥,002600,2014/12,-870946,112728364,28931239,,,
(주)조흥,002600,2015/12,3573605,113154402,42225329,,,
(주)조흥,002600,2016/12,7135195,129692616,50292310,,,
(주)조흥,002600,2017/12,9042688,162127274,48080771,,,
(주)조흥,002600,2018/12,13201779,168071249,69792797,,,
(주)조흥,002600,2019/12,3107465,195062613,88563688,,,
(주)종근당,185750,2013/12,9959709,86318152,223827500,,,
(주)종근당,185750,2014/12,64590673,544129759,242306416,,,
(주)종근당,185750,2015/12,7271991,592493474,261725637,,,
(주)종근당,185750,2016/12,57786121,831985530,287448489,,,
(주)종근당,185750,2017/12,80233495,884277078,263225573,81672835,884362808,273910363
(주)종근당,185750,2018/12,45232040,955704717,269424307,42627762,956218889,280595304
(주)종근당,185750,2019/12,80837471,1078617770,307215889,77290597,1079337662,326398912
(주)종근당바이오,063160,2010/12,19217447,121568352,67719739,,,
(주)종근당바이오,063160,2011/12,12963471,110527721,79289079,,,
(주)종근당바이오,063160,2012/12,22900061,113759578,61277558,,,
(주)종근당바이오,063160,2013/12,10924090,100370797,51624969,,,
(주)종근당바이오,063160,2014/12,11222959,106389741,43223103,,,
(주)종근당바이오,063160,2015/12,14338942,106690658,43266946,,,
(주)종근당바이오,063160,2016/12,15500001,113013402,45747557,,,
(주)종근당바이오,063160,2017/12,20445525,118187072,37437454,,,
(주)종근당바이오,063160,2018/12,15535534,124510019,36857869,,,
(주)종근당바이오,063160,2019/12,17381444,137184189,74776773,16990277,137184189,74884901
(주)종근당홀딩스,001630,2010/12,75097308,419632736,232587104,79534092,546510279,321436105
(주)종근당홀딩스,001630,2011/12,44918332,442194676,226600480,52764269,569163668,316202327
(주)종근당홀딩스,001630,2012/12,49995956,461246431,232807651,57886788,595433637,323366182
(주)종근당홀딩스,001630,2013/12,21474138,3248846,9430031,50792121,560617589,92222132
(주)종근당홀딩스,001630,2014/12,-3084764,11187945,1249941,3621197,181395445,114190633
(주)종근당홀딩스,001630,2015/12,8959060,14135762,16567175,8228338,221832028,119764248
(주)종근당홀딩스,001630,2016/12,-7087014,13217615,2181414,19403614,335675556,157641018
(주)종근당홀딩스,001630,2017/12,5453294,12665823,4716514,57767653,450735118,178669237
(주)종근당홀딩스,001630,2018/12,9098503,19756209,2748976,37931092,531114470,200656994
(주)종근당홀딩스,001630,2019/12,8822451,16700767,28965654,111279404,720644043,334674174
(주)좋은사람들,033340,2010/12,1138696,119626460,36210795,776791,119972053,35900747
(주)좋은사람들,033340,2011/12,-6172874,128074691,40563423,-7311986,128318142,40206618
(주)좋은사람들,033340,2012/12,21636,136766596,37553646,-428812,137135332,37719958
(주)좋은사람들,033340,2013/12,2656402,145743054,34650146,1829133,146156793,34567755
(주)좋은사람들,033340,2014/12,8444595,134650085,32421652,8754334,135450575,32108651
(주)좋은사람들,033340,2015/12,6557357,123835752,30829348,8233971,123968955,29593740
(주)좋은사람들,033340,2016/12,9621170,126617961,32926822,5358727,126642879,30241980
(주)좋은사람들,033340,2017/12,3574257,119282907,30056031,4183732,119279327,27957115
(주)좋은사람들,033340,2018/12,-1845515,128374456,18816494,-2168815,128374456,15881559
(주)좋은사람들,033340,2019/12,-11786338,126695428,35049856,-11857555,126695428,33203825
(주)주연테크,044380,2010/12,5696617,109478226,6841040,,,
(주)주연테크,044380,2011/12,-4594105,64689191,8551926,,,
(주)주연테크,044380,2012/12,256387,74735493,7085499,,,
(주)주연테크,044380,2013/12,-1923929,60198133,5919080,,,
(주)주연테크,044380,2014/12,-4062715,42813493,5558892,,,
(주)주연테크,044380,2015/12,1078342,52011825,8641300,,,
(주)주연테크,044380,2016/12,-2773612,49666359,17244623,-2891978,49684565,17553791
(주)주연테크,044380,2017/12,-5516966,52069370,5743793,-7899625,60906835,6525779
(주)주연테크,044380,2018/12,-6554642,38573526,14808291,-5627011,44309488,16038393
(주)주연테크,044380,2019/12,-163178,47365721,11557880,809801,70517917,19012440
(주)중앙디앤엠,051980,2010/12,1976073,15398339,6604637,734274,15398339,15654218
(주)중앙디앤엠,051980,2011/12,-6081982,39347354,29542723,-4118777,38845304,33005648
(주)중앙디앤엠,051980,2012/12,-3996715,45388636,16754575,-3996715,45388636,20217500
(주)중앙디앤엠,051980,2013/12,3960594,22718766,17195903,5672211,28924509,18895018
(주)중앙디앤엠,051980,2014/12,8622975,14845399,6226258,8578534,20513360,7971816
(주)중앙디앤엠,051980,2015/12,-5450814,15910515,16375539,-6160022,18838770,18062645
(주)중앙디앤엠,051980,2016/12,-755690,12242064,5916572,636970,17853816,7051064
(주)중앙디앤엠,051980,2017/12,172080,6557971,10910177,-378103,7155718,11239021
(주)중앙디앤엠,051980,2018/12,1017203,9987615,7725672,657296,11235292,8133142
(주)중앙디앤엠,051980,2019/12,-3441713,7056678,8879446,-6562330,9780750,10503656
(주)중앙백신연구소,072020,2010/12,4830434,16096966,1971013,,,
(주)중앙백신연구소,072020,2011/12,4936310,15589293,2325108,,,
(주)중앙백신연구소,072020,2012/12,5159328,19263336,6696428,,,
(주)중앙백신연구소,072020,2013/12,3937721,24349146,8907660,,,
(주)중앙백신연구소,072020,2014/12,6670207,29608594,8609217,,,
(주)중앙백신연구소,072020,2015/12,9930040,34604972,7222244,,,
(주)중앙백신연구소,072020,2016/12,7710363,37899733,13177448,,,
(주)중앙백신연구소,072020,2017/12,7561922,31866534,16947391,,,
(주)중앙백신연구소,072020,2018/12,5709321,33152987,11739637,,,
(주)중앙백신연구소,072020,2019/12,8298646,32902915,10200164,,,
(주)중앙에너비스,000440,2010/09,871161,94992720,17825183,,,
(주)중앙에너비스,000440,2011/09,1672579,113273127,13406536,,,
(주)중앙에너비스,000440,2012/09,1977878,105197883,13797104,,,
(주)중앙에너비스,000440,2013/09,2215425,86441106,13140459,,,
(주)중앙에너비스,000440,2014/09,2406722,84717002,17511599,2637174,101393136,24184864
(주)중앙에너비스,000440,2015/12,2700420,67183039,20121876,4007351,90446910,26672089
(주)중앙에너비스,000440,2016/12,1325068,68790972,20193174,3436997,91628326,26750433
(주)중앙에너비스,000440,2017/12,1838540,70818896,15299436,,,
(주)중앙에너비스,000440,2018/12,2102430,76133494,13480020,,,
(주)중앙에너비스,000440,2019/12,971500,65687919,16450714,983261,65702344,16451398
(주)지노믹트리,228760,2019/12,-7893191,281626,4713886,-8766831,281626,4904387
(주)지누스,013890,2019/12,-20876045,246121950,190029369,-22055447,817137677,380924219
(주)지니뮤직,043610,2010/12,7651419,40149492,10351991,,,
(주)지니뮤직,043610,2011/12,-146443,31431681,7691443,,,
(주)지니뮤직,043610,2012/12,2446162,30238932,25604159,2606879,31392714,33086335
(주)지니뮤직,043610,2013/12,3167866,50827524,48289016,,,
(주)지니뮤직,043610,2014/12,10291043,86339638,27068955,,,
(주)지니뮤직,043610,2015/12,8499090,89179162,30767445,,,
(주)지니뮤직,043610,2016/12,13387465,111286638,41952580,,,
(주)지니뮤직,043610,2017/12,7936700,155641712,48512460,,,
(주)지니뮤직,043610,2018/12,3354052,171232730,76577922,3358773,171232730,76577922
(주)지니뮤직,043610,2019/12,2915566,230468779,81194527,,,
(주)지니틱스,303030,2018/12,,,,,,
(주)지니틱스,303030,2019/12,5706407,54945069,14149155,,,
(주)지란지교시큐리티,208350,2014/12,,,,,,
(주)지란지교시큐리티,208350,2015/12,,,,,,
(주)지란지교시큐리티,208350,2016/12,381910,19863483,7285445,,,
(주)지란지교시큐리티,208350,2017/12,3222745,21596869,14104484,6449546,41763858,20363795
(주)지란지교시큐리티,208350,2018/12,3055732,21070167,7281846,5653139,53775248,15781771
(주)지란지교시큐리티,208350,2019/12,4244128,24522614,12955534,5697744,60829853,22189308
(주)지씨셀,144510,2016/12,-296651,42419467,6416713,,,
(주)지씨셀,144510,2017/12,2861177,45796227,7032093,,,
(주)지씨셀,144510,2018/12,490923,50619838,9546672,,,
(주)지씨셀,144510,2019/12,-101871,55263792,16856648,223042,57895110,20201476
(주)지어소프트,051160,2010/12,3164028,49037556,27059149,3075517,49037556,27059149
(주)지어소프트,051160,2011/12,-1714898,46257264,19629265,-841360,49990510,20685595
(주)지어소프트,051160,2012/12,-1353533,24793210,10515933,-2785690,39669974,11672344
(주)지어소프트,051160,2013/12,-308881,22505646,13878575,-420072,37186808,16522358
(주)지어소프트,051160,2014/12,-2327912,18555098,11792777,-1615867,36164531,14500879
(주)지어소프트,051160,2015/12,-1466788,18100210,9111562,-2112000,38226876,13325146
(주)지어소프트,051160,2016/12,2848909,36425161,14535670,3676127,79594133,21103529
(주)지어소프트,051160,2017/12,-2258592,43691240,11767811,-183046,100467714,19426056
(주)지어소프트,051160,2018/12,1128546,56641520,9932563,3640313,131555043,19135018
(주)지어소프트,051160,2019/12,1868312,50464481,10368941,8867118,159566747,33617282
(주)지에스,078930,2010/12,145697000,213615000,795676000,340944000,6242899000,3038329000
(주)지에스,078930,2011/12,279415000,347939000,740427000,185660000,8493431000,3635551000
(주)지에스,078930,2012/12,73129000,168342000,723700000,775346000,9837819000,5539444000
(주)지에스,078930,2013/12,273070000,330061000,632283000,793721000,9583193000,5211722000
(주)지에스,078930,2014/12,168596000,253556000,1113892000,500351000,10866131000,7854856000
(주)지에스,078930,2015/12,110627000,178162000,1091201000,652985000,12301179000,10925156000
(주)지에스,078930,2016/12,299310000,374216000,1007413000,851682000,13462426000,11420898000
(주)지에스,078930,2017/12,422724000,493029000,1132683000,1306478000,16209942000,12341065000
(주)지에스,078930,2018/12,435257000,506038000,918307000,1269197000,17744385000,12105993000
(주)지에스,078930,2019/12,273903000,365336000,758728000,1586413000,17786063000,13739728000
(주)지에스글로벌,001250,2010/12,-33474700,1400513383,305333987,-70811446,1648525603,525862366
(주)지에스글로벌,001250,2011/12,-31146181,2288493847,390967309,-131002802,2896907396,807889403
(주)지에스글로벌,001250,2012/12,32241037,2685281796,365744491,44290367,3399535682,871082337
(주)지에스글로벌,001250,2013/12,20405181,2111241260,396988586,47194604,2401224376,443643022
(주)지에스글로벌,001250,2014/12,-108041941,2507550945,549725271,-101589430,2769988191,604901681
