회사명,거래소코드,회계년도,[제조]자본(*)(IFRS연결),[제조]당기순이익(손실)(IFRS연결),[제조]자본(*)(IFRS),[제조]당기순이익(손실)(IFRS)
그린케미칼(주),083420,2017/12,,,109741658,2522644
그린케미칼(주),083420,2018/12,,,107239350,2513016
그린케미칼(주),083420,2019/12,,,108493854,5580406
극동유화(주),014530,2010/12,,,83354241,8999864
극동유화(주),014530,2011/12,,,92620361,9175401
극동유화(주),014530,2012/12,,,103313033,11920876
극동유화(주),014530,2013/12,,,113519445,12941370
극동유화(주),014530,2014/12,119668332,9300068,117961627,10417465
극동유화(주),014530,2015/12,130516205,14487630,129767925,14842811
극동유화(주),014530,2016/12,139880976,13985965,140260083,14138293
극동유화(주),014530,2017/12,148390946,15103874,147759692,14513225
극동유화(주),014530,2018/12,159930221,16292225,156832696,14673644
극동유화(주),014530,2019/12,169282719,14202848,164528079,13224032
글로벌에스엠테크리미티드,900070,2010/12,83329247,6359912,,
글로벌에스엠테크리미티드,900070,2011/12,87858721,1388599,,
글로벌에스엠테크리미티드,900070,2012/12,81688766,2367992,,
글로벌에스엠테크리미티드,900070,2013/12,82725582,529517,,
글로벌에스엠테크리미티드,900070,2014/12,79927866,-3738855,,
글로벌에스엠테크리미티드,900070,2015/12,87174538,216528,,
글로벌에스엠테크리미티드,900070,2016/12,92939840,4369863,,
글로벌에스엠테크리미티드,900070,2017/12,91584288,665344,,
글로벌에스엠테크리미티드,900070,2018/12,89479264,348594,,
글로벌에스엠테크리미티드,900070,2019/12,93092820,3381617,,
글로벌텍스프리(주),204620,2014/12,,,,
글로벌텍스프리(주),204620,2015/12,,,,
글로벌텍스프리(주),204620,2016/12,,,,
글로벌텍스프리(주),204620,2017/12,64041953,-2368883,68498334,-1933688
글로벌텍스프리(주),204620,2018/12,73914922,8365701,77000947,6959685
글로벌텍스프리(주),204620,2019/12,72902531,5807872,78399669,5769004
글로본(주),019660,2010/03,,,,
글로본(주),019660,2011/03,,,,
글로본(주),019660,2012/03,,,,
글로본(주),019660,2013/03,,,,
글로본(주),019660,2014/03,,,,
글로본(주),019660,2015/03,,,,
글로본(주),019660,2016/03,,,,
글로본(주),019660,2017/12,,,23949540,-8625817
글로본(주),019660,2018/12,,,28008748,1729641
글로본(주),019660,2019/12,,,20766735,-9327465
금강공업(주),014280,2010/12,194498642,8210115,174803592,3839336
금강공업(주),014280,2011/12,192841072,210436,174333931,2001121
금강공업(주),014280,2012/12,202150447,10715450,183963263,9763684
금강공업(주),014280,2013/12,257339628,18468245,191731043,12835143
금강공업(주),014280,2014/12,274606804,23066991,201691005,13123789
금강공업(주),014280,2015/12,269957869,7634880,210390810,11286978
금강공업(주),014280,2016/12,304798428,35763918,238178561,28164623
금강공업(주),014280,2017/12,331106549,26631679,256707929,21584688
금강공업(주),014280,2018/12,354235315,14872445,265248420,10841802
금강공업(주),014280,2019/12,345941608,-4951774,257126972,-6797021
금강철강(주),053260,2010/12,75372858,6277466,75826924,6731532
금강철강(주),053260,2011/12,82945701,8852117,84030125,9545934
금강철강(주),053260,2012/12,90698417,8455954,90609580,7282693
금강철강(주),053260,2013/12,95973215,7706526,95299892,7122040
금강철강(주),053260,2014/12,99911939,5862980,99415357,6039721
금강철강(주),053260,2015/12,104704227,6772942,103730367,6306700
금강철강(주),053260,2016/12,108918749,5648383,108152968,5856462
금강철강(주),053260,2017/12,107467707,2976051,106739862,3012420
금강철강(주),053260,2018/12,109046913,5256295,107392346,4513450
금강철강(주),053260,2019/12,110072771,4389382,108501637,4472814
금호건설(주),002990,2010/12,322680701,81242306,94972980,155265052
금호건설(주),002990,2011/12,121155781,-49517847,-198515259,-137546357
금호건설(주),002990,2012/12,14520651,-727923205,-18462490,-420973629
금호건설(주),002990,2013/12,153166685,52624235,107894174,12738772
금호건설(주),002990,2014/12,300902829,105802212,199507624,60227747
금호건설(주),002990,2015/12,290170399,-6109525,202630155,-2176050
금호건설(주),002990,2016/12,311258016,36036543,320110028,119375539
금호건설(주),002990,2017/12,392692827,95278014,312011580,8178280
금호건설(주),002990,2018/12,356297250,-470572,347951835,67072310
금호건설(주),002990,2019/12,376492604,11717127,375764590,45875871
금호석유화학(주),011780,2010/12,893129890,345969033,744474571,194384488
금호석유화학(주),011780,2011/12,1557077504,543769089,1206578278,343319757
금호석유화학(주),011780,2012/12,1658351955,126109125,1264491134,96116038
금호석유화학(주),011780,2013/12,1559758926,-42712971,1164995525,-30966632
금호석유화학(주),011780,2014/12,1641582073,88334748,1233428390,83308973
금호석유화학(주),011780,2015/12,1663749145,121866343,1207714988,77469141
금호석유화학(주),011780,2016/12,1727900732,80764817,1236365039,29416871
금호석유화학(주),011780,2017/12,1956803041,217647432,1381515451,135421885
금호석유화학(주),011780,2018/12,2348147098,503082598,1517846913,182630029
금호석유화학(주),011780,2019/12,2629571508,294696728,1764804106,262497365
금호전기(주),001210,2010/12,276214314,6212658,261124468,9148288
금호전기(주),001210,2011/12,270118195,308307,268925968,11093066
금호전기(주),001210,2012/12,216259574,-67108708,227563168,-39994218
금호전기(주),001210,2013/12,185936980,-18056370,196857367,-30366308
금호전기(주),001210,2014/12,194634133,-4626424,195016369,-14473845
금호전기(주),001210,2015/12,181001766,-56359653,176547147,-17975517
금호전기(주),001210,2016/12,160139275,-17415921,157648427,-18848607
금호전기(주),001210,2017/12,138262018,-20183319,135480886,-22247158
금호전기(주),001210,2018/12,34692433,-20930538,39397153,-100302572
금호전기(주),001210,2019/12,16852180,-33237746,9393619,-44109210
금호타이어(주),073240,2010/12,507626170,-51082993,518144686,143744
금호타이어(주),073240,2011/12,569500143,-26854087,694253994,106114927
금호타이어(주),073240,2012/12,930124108,130586237,1062555438,126809690
금호타이어(주),073240,2013/12,1138200532,100958039,1237831370,63878745
금호타이어(주),073240,2014/12,1325992579,131608464,1414869809,122887201
금호타이어(주),073240,2015/12,1260796338,-67465561,1365531765,-46286979
금호타이어(주),073240,2016/12,1214083550,-37895035,1383686546,13073721
금호타이어(주),073240,2017/12,929048662,-112339293,1141919330,-245291016
금호타이어(주),073240,2018/12,1341733408,-191930087,1198117956,-606371442
금호타이어(주),073240,2019/12,1292634167,-43403023,1167998508,-13563637
기신정기(주),092440,2010/03,169771980,15539074,156214348,15963465
기신정기(주),092440,2011/03,186965294,14370127,176377061,16881225
기신정기(주),092440,2012/03,192951140,8545054,187918923,17619347
기신정기(주),092440,2013/03,201766026,16144408,193346138,12476355
기신정기(주),092440,2014/03,216354532,19692368,209440178,20675450
기신정기(주),092440,2015/03,228829934,18078959,222112774,18577833
기신정기(주),092440,2016/03,227924787,3092936,227714561,9563291
기신정기(주),092440,2017/03,222574855,876984,225658407,2995659
기신정기(주),092440,2018/03,228244044,9674785,229862837,8027250
기신정기(주),092440,2019/03,233642729,15063123,238697526,14313262
기아(주),000270,2010/12,10248117000,2698330000,11146930000,1420636000
기아(주),000270,2011/12,13509710000,3519236000,13052330000,1804842000
기아(주),000270,2012/12,16848062000,3864704000,14932983000,2136797000
기아(주),000270,2013/12,20254795000,3817059000,17235062000,2634437000
기아(주),000270,2014/12,22483865000,2993593000,18368703000,2386091000
기아(주),000270,2015/12,24204031000,2630600000,20000727000,2507747000
기아(주),000270,2016/12,26579424000,2754640000,21620121000,2071480000
기아(주),000270,2017/12,26861177000,968018000,22137324000,927052000
기아(주),000270,2018/12,27243464000,1155943000,21997690000,400796000
기아(주),000270,2019/12,28978138000,1826659000,23150218000,1515598000
깨끗한나라(주),004540,2010/12,103372419,4083599,103374650,3841365
깨끗한나라(주),004540,2011/12,104662409,1186614,104598079,1116759
깨끗한나라(주),004540,2012/12,116760874,14372455,116253349,13936508
깨끗한나라(주),004540,2013/12,178356097,16070007,178060479,16279818
깨끗한나라(주),004540,2014/12,180539191,2634568,179973281,2382515
깨끗한나라(주),004540,2015/12,204100093,-1409118,199899130,-2017441
깨끗한나라(주),004540,2016/12,210627629,7627494,207333049,7357907
깨끗한나라(주),004540,2017/12,188121600,-22191343,184526107,-23131214
깨끗한나라(주),004540,2018/12,174667553,-33648698,164739940,-39995608
깨끗한나라(주),004540,2019/12,162444334,-11786430,154173398,-10343164
나노캠텍(주),091970,2010/12,36850872,6988755,36771308,6872531
나노캠텍(주),091970,2011/12,43397301,1068501,43515592,1372436
나노캠텍(주),091970,2012/12,44556932,1554620,44568537,1374556
나노캠텍(주),091970,2013/12,49535828,3818065,49051388,3826113
나노캠텍(주),091970,2014/12,49548348,1690098,51279432,3139077
나노캠텍(주),091970,2015/12,41145397,-9581435,45450279,-5326717
나노캠텍(주),091970,2016/12,63505727,-4574659,61941671,-5576363
나노캠텍(주),091970,2017/12,55220515,-8132254,53654722,-8144344
나노캠텍(주),091970,2018/12,65909070,1121181,65219872,1083523
나노캠텍(주),091970,2019/12,59198235,-16256599,58464275,-16307180
나라엠앤디(주),051490,2010/12,60398391,7797628,57222716,5212834
나라엠앤디(주),051490,2011/12,67253226,10276871,58959367,5834401
나라엠앤디(주),051490,2012/12,71012192,6154236,61620362,4322266
나라엠앤디(주),051490,2013/12,71866350,4896070,61636240,2141542
나라엠앤디(주),051490,2014/12,73833559,4301373,63773865,4631784
나라엠앤디(주),051490,2015/12,76569963,3725634,67691891,4672329
나라엠앤디(주),051490,2016/12,77807215,2114457,70227202,3747756
나라엠앤디(주),051490,2017/12,78410372,1883151,72261780,2681033
나라엠앤디(주),051490,2018/12,79893645,3744173,74122353,3633529
나라엠앤디(주),051490,2019/12,80741037,1119549,73660467,293868
나무기술(주),242040,2016/12,,,,
나무기술(주),242040,2017/12,,,,
나무기술(주),242040,2018/12,13395371,-7299426,13932158,-5283406
나무기술(주),242040,2019/12,18080746,3842143,18036512,2368243
나이스정보통신(주),036800,2010/12,,,38519128,9074618
나이스정보통신(주),036800,2011/12,,,45542874,11529317
나이스정보통신(주),036800,2012/12,,,55018479,10492944
나이스정보통신(주),036800,2013/12,,,76716743,19294235
나이스정보통신(주),036800,2014/12,,,95762588,29975465
나이스정보통신(주),036800,2015/12,,,123961377,30525343
나이스정보통신(주),036800,2016/12,151749034,30314590,152676642,31430598
나이스정보통신(주),036800,2017/12,180643980,36577569,178655345,32469071
나이스정보통신(주),036800,2018/12,206123598,30046504,203258708,30741377
나이스정보통신(주),036800,2019/12,231093265,29474779,222564850,23927709
나이스평가정보(주),030190,2010/12,80892043,1566694,78526467,1227725
나이스평가정보(주),030190,2011/12,91920544,15374206,90066299,15066445
나이스평가정보(주),030190,2012/12,98101082,11158877,97751279,11830576
나이스평가정보(주),030190,2013/12,107589422,15479835,107483302,15094937
나이스평가정보(주),030190,2014/12,117714181,17829748,117047194,16863187
나이스평가정보(주),030190,2015/12,133649664,22227497,132883359,22128769
나이스평가정보(주),030190,2016/12,155324809,28312278,155327190,29095312
나이스평가정보(주),030190,2017/12,171539869,30669953,178481276,31319526
나이스평가정보(주),030190,2018/12,198356572,38305271,204137401,37057257
나이스평가정보(주),030190,2019/12,224181072,40781413,228825269,39601937
남광토건(주),001260,2010/12,95426753,-182966861,88628220,-193510500
남광토건(주),001260,2011/12,-65692576,-159675816,-67167002,-152019936
남광토건(주),001260,2012/12,46934624,-300128210,52054274,-293332842
남광토건(주),001260,2013/12,28117872,-41868136,29205734,-46062636
남광토건(주),001260,2014/12,-65919546,-105988304,-66974806,-107679648
남광토건(주),001260,2015/12,39440516,-77030132,39440516,-75424314
남광토건(주),001260,2016/12,40652218,-2149173,40652218,-2149173
남광토건(주),001260,2017/12,43309990,1700256,43309990,1700256
남광토건(주),001260,2018/12,49112604,5715675,49112604,5715675
남광토건(주),001260,2019/12,52872926,3863897,52872926,3863897
남양유업(주),003920,2010/12,779365156,89974749,773614724,84664759
남양유업(주),003920,2011/12,818970287,47976490,818222238,52977276
남양유업(주),003920,2012/12,870835574,61072044,865844586,56829763
남양유업(주),003920,2013/12,826492143,-45539806,822711561,-44326685
남양유업(주),003920,2014/12,823933554,164295,821663349,1678250
남양유업(주),003920,2015/12,849148223,26656983,845155911,24937024
남양유업(주),003920,2016/12,889290582,37176242,881276553,33142679
남양유업(주),003920,2017/12,894973258,5020771,886533827,4595370
남양유업(주),003920,2018/12,888822844,2015324,887494571,9126481
남양유업(주),003920,2019/12,912238537,29231216,900007758,18114643
남해화학(주),025860,2010/12,,,379283135,19966119
남해화학(주),025860,2011/12,,,367170340,-8360894
남해화학(주),025860,2012/12,,,341335180,-24915249
남해화학(주),025860,2013/12,,,354303169,12947114
남해화학(주),025860,2014/12,,,368224414,18164519
남해화학(주),025860,2015/12,,,385615597,20453621
남해화학(주),025860,2016/12,397981503,14402619,397641692,14502063
남해화학(주),025860,2017/12,421392460,26703742,421201076,26852169
남해화학(주),025860,2018/12,,,424691070,8350364
남해화학(주),025860,2019/12,,,433960161,16040768
남화산업(주),111710,2018/12,,,132661895,4214585
남화산업(주),111710,2019/12,,,134972279,3080123
남화토건(주),091590,2012/12,111520348,7239180,95956884,4675966
남화토건(주),091590,2013/12,116098578,6090583,97341161,3131567
남화토건(주),091590,2014/12,120907982,5926965,99751911,3545435
남화토건(주),091590,2015/12,122174301,2237321,98656300,-6251
남화토건(주),091590,2016/12,127274742,5951006,101189542,3346870
남화토건(주),091590,2017/12,134562763,8152391,105033179,4832941
남화토건(주),091590,2018/12,134256591,447974,106059981,2200802
남화토건(주),091590,2019/12,138678864,5122991,109350880,4112699
네이버(주),035420,2010/12,1321987248,468877259,1326087110,473658360
네이버(주),035420,2011/12,1577862030,452128293,1595744861,471702987
네이버(주),035420,2012/12,1903568275,544428552,1984916192,536116221
네이버(주),035420,2013/12,1475309016,1895289315,1614627474,1960643768
네이버(주),035420,2014/12,1797418215,451763103,1911346446,460655993
네이버(주),035420,2015/12,2269578519,516986279,2375716335,642595653
네이버(주),035420,2016/12,4129598863,759072951,2709415904,651815939
네이버(주),035420,2017/12,5305186235,770101670,3933860625,849412353
네이버(주),035420,2018/12,5949140513,627901873,4556881844,900422760
네이버(주),035420,2019/12,6503926069,396821062,5529546873,1092524543
넥센타이어(주),002350,2010/12,483345046,107189831,485318881,104788198
넥센타이어(주),002350,2011/12,565043169,87765441,559902867,90798830
넥센타이어(주),002350,2012/12,677794569,133395135,674903060,127182943
넥센타이어(주),002350,2013/12,797000806,123967608,778080175,111929478
넥센타이어(주),002350,2014/12,933364908,129837531,896286736,115184722
넥센타이어(주),002350,2015/12,1034045126,127120026,991227031,124765857
넥센타이어(주),002350,2016/12,1202749981,175961705,1133184744,145435113
넥센타이어(주),002350,2017/12,1338933844,125401984,1279121778,117313465
넥센타이어(주),002350,2018/12,1428184674,103543311,1402933292,140477014
넥센타이어(주),002350,2019/12,1557904774,118452091,1543099308,139190135
넷마블(주),251270,2017/12,4465268998,360883596,4384994870,85386831
넷마블(주),251270,2018/12,4551535691,214932108,4269128183,42944131
넷마블(주),251270,2019/12,4648340955,169769227,4187609529,28066555
농업회사법인(주)농우바이오,054050,2010/10,105315122,10828215,105315122,10828215
농업회사법인(주)농우바이오,054050,2011/10,127136808,14171649,125225646,12048807
농업회사법인(주)농우바이오,054050,2013/09,155188642,11465724,154210065,12975067
농업회사법인(주)농우바이오,054050,2014/09,164833941,14259109,164373902,13738836
농업회사법인(주)농우바이오,054050,2015/09,180592234,16177278,174725046,13926144
농업회사법인(주)농우바이오,054050,2016/12,167880871,-7547888,163106969,-9087576
농업회사법인(주)농우바이오,054050,2017/12,174668820,9229015,171365493,8258524
농업회사법인(주)농우바이오,054050,2018/12,228654362,28648917,224151482,26863154
농업회사법인(주)농우바이오,054050,2019/12,231754792,6985733,224121627,5163784
농업회사법인아시아종묘(주),154030,2018/09,18773558,-2196173,18773893,-2381760
농업회사법인아시아종묘(주),154030,2019/09,14685021,-4126452,14600884,-4173009
뉴지랩파마(주),214870,2015/12,,,35192972,3368750
뉴지랩파마(주),214870,2016/12,,,33809930,-1089110
뉴지랩파마(주),214870,2017/12,37841680,-9115400,37841680,-9115400
뉴지랩파마(주),214870,2018/12,31793619,-7362296,31782797,-8369645
뉴지랩파마(주),214870,2019/12,67149587,-2690266,69081814,198387
다믈멀티미디어(주),093640,2010/12,,,6403824,595611
다믈멀티미디어(주),093640,2011/12,,,4250733,-2234140
다믈멀티미디어(주),093640,2012/12,,,5117930,528053
다믈멀티미디어(주),093640,2013/12,,,5606624,295436
다믈멀티미디어(주),093640,2014/12,,,6315468,511377
다믈멀티미디어(주),093640,2015/12,,,7395180,-1388875
다믈멀티미디어(주),093640,2016/12,,,8062717,82420
다믈멀티미디어(주),093640,2017/12,,,4068935,-4149205
다믈멀티미디어(주),093640,2018/12,,,8481247,-3613121
다믈멀티미디어(주),093640,2019/12,,,21173072,535961
다스코(주),058730,2010/12,53721824,603849,53721824,603849
다스코(주),058730,2011/12,58809124,3228018,56357674,3276567
다스코(주),058730,2012/12,,,63365888,7202623
다스코(주),058730,2013/12,,,70732343,7553390
다스코(주),058730,2014/12,,,76870712,6340531
다스코(주),058730,2015/12,84524194,8435624,84424194,8435624
다스코(주),058730,2016/12,104009493,12311539,104009492,12321719
다스코(주),058730,2017/12,120824154,18648663,120807415,18631925
다스코(주),058730,2018/12,126705922,18160285,126578939,18050041
다스코(주),058730,2019/12,123317721,1888514,123781508,2482284
대동금속(주),020400,2010/12,,,16391225,931719
대동금속(주),020400,2011/12,,,17352176,1310907
대동금속(주),020400,2012/12,,,17416772,224676
대동금속(주),020400,2013/12,,,17689589,392641
대동금속(주),020400,2014/12,,,17735879,321113
대동금속(주),020400,2015/12,,,26960623,752432
대동금속(주),020400,2016/12,,,26350012,-253459
대동금속(주),020400,2017/12,,,27610560,836993
대동금속(주),020400,2018/12,,,33095977,860501
대동금속(주),020400,2019/12,,,34608874,762
대동기어(주),008830,2010/12,,,49445031,1244577
대동기어(주),008830,2011/12,,,54152002,1159798
대동기어(주),008830,2012/12,,,51086945,-2884165
대동기어(주),008830,2013/12,,,50608365,74707
대동기어(주),008830,2014/12,,,50394516,141006
대동기어(주),008830,2015/12,,,63948658,887151
대동기어(주),008830,2016/12,,,59833169,-3068230
대동기어(주),008830,2017/12,,,60329171,71532
대동기어(주),008830,2018/12,,,58945645,210445
대동기어(주),008830,2019/12,,,57370819,-557474
대동전자(주),008110,2010/03,109407274,3608815,99015565,3400100
대동전자(주),008110,2011/03,111050074,1585112,105404495,3693912
대동전자(주),008110,2012/03,109599925,-3087760,96642603,-8444159
대동전자(주),008110,2013/03,116476106,13293914,94627901,689527
대동전자(주),008110,2014/03,110390894,6557338,92110046,2783098
대동전자(주),008110,2015/03,131606595,284950,116099592,4729613
대동전자(주),008110,2016/03,128847900,-2092540,111002399,-3132796
대동전자(주),008110,2017/03,128789189,2196872,114602311,3463123
대동전자(주),008110,2018/03,129503798,680178,113234771,-1171726
대동전자(주),008110,2019/03,137903976,3456273,113821922,732554
대림비앤코(주),005750,2010/12,150135805,1469304,149342097,675596
대림비앤코(주),005750,2011/12,148723457,1165489,147956468,1192208
대림비앤코(주),005750,2012/12,141898863,-4612562,141913794,-3872148
대림비앤코(주),005750,2013/12,138461056,-2959087,143125711,1645171
대림비앤코(주),005750,2014/12,139760827,3256538,149930596,8647754
대림비앤코(주),005750,2015/12,145824599,7896701,145980595,8218584
대림비앤코(주),005750,2016/12,154364210,7358482,156003485,8841760
대림비앤코(주),005750,2017/12,159230289,6735859,161181017,7037660
대림비앤코(주),005750,2018/12,160091365,3922309,160427352,4704080
대림비앤코(주),005750,2019/12,159409462,2026520,160171264,3179175
대림통상(주),006570,2010/12,153246017,2001024,151653314,314509
대림통상(주),006570,2011/12,147739569,-2034063,147866864,-188335
대림통상(주),006570,2012/12,138639389,-7422315,140122571,-5932232
대림통상(주),006570,2013/12,131623087,-7270814,140564506,993274
대림통상(주),006570,2014/12,126348912,-1588604,139174688,2203636
대림통상(주),006570,2015/12,118564327,-3720601,130465688,-5838658
대림통상(주),006570,2016/12,116566666,339196,129986215,1616797
대림통상(주),006570,2017/12,110736976,-4306828,123530433,-3828692
대림통상(주),006570,2018/12,106726740,-1219551,119632094,-1526378
대림통상(주),006570,2019/12,91716203,-11708649,104317515,-12491584
대모엔지니어링(주),317850,2019/12,43398153,1730843,43374619,1734914
대보마그네틱(주),290670,2018/12,,,29709729,3405285
대보마그네틱(주),290670,2019/12,,,35155232,3825058
대봉엘에스(주),078140,2010/12,29510456,3557617,29005728,3052888
대봉엘에스(주),078140,2011/12,36556867,3183942,35110766,2375979
대봉엘에스(주),078140,2012/12,39542698,3493148,37186910,2580461
대봉엘에스(주),078140,2013/12,44245244,5256875,40021078,3388497
대봉엘에스(주),078140,2014/12,49357375,5666460,43323504,3856755
대봉엘에스(주),078140,2015/12,56332748,7529702,48148117,5378942
대봉엘에스(주),078140,2016/12,64626325,8847906,54475533,6881745
대봉엘에스(주),078140,2017/12,70312271,7766068,57895807,3974603
대봉엘에스(주),078140,2018/12,76058249,6600685,60367132,3025654
대봉엘에스(주),078140,2019/12,84906471,6238777,61614420,1801617
대상(주),001680,2010/12,484243695,31365751,463220739,26936291
대상(주),001680,2011/12,547080322,54255802,514371257,55363902
대상(주),001680,2012/12,626192218,87971592,580053801,73782489
대상(주),001680,2013/12,712967658,105760975,659495199,86093640
대상(주),001680,2014/12,784483201,90020443,715338399,73483165
대상(주),001680,2015/12,818540764,47195418,773639591,72919045
대상(주),001680,2016/12,867270458,60063308,838655845,71969374
대상(주),001680,2017/12,884441103,51771864,862863401,54779760
대상(주),001680,2018/12,928715159,65398472,919845129,77362714
대상(주),001680,2019/12,1022187729,108874639,1005237852,114753404
대상홀딩스(주),084690,2010/12,397298795,18902142,359522200,7650726
대상홀딩스(주),084690,2011/12,415120197,27267237,364341007,9989668
대상홀딩스(주),084690,2012/12,440238583,37999272,367197734,5848318
대상홀딩스(주),084690,2013/12,896205761,84689485,367650821,4735765
대상홀딩스(주),084690,2014/12,968957717,93074179,379741011,17778080
대상홀딩스(주),084690,2015/12,998043059,52988790,380555716,9809661
대상홀딩스(주),084690,2016/12,1050229459,67217401,381777034,7461698
대상홀딩스(주),084690,2017/12,1073261266,59380602,387142565,11299694
대상홀딩스(주),084690,2018/12,1094779716,45638481,390856625,12136696
대상홀딩스(주),084690,2019/12,1209302820,138230329,384939020,1339599
대성산업(주),128820,2010/12,665848510,11288271,658775401,10237040
대성산업(주),128820,2011/12,706028070,-58456438,700572085,-58210698
대성산업(주),128820,2012/12,613476744,-85405187,603013951,-94664687
대성산업(주),128820,2013/12,442949566,-307238606,447512739,-292421593
대성산업(주),128820,2014/12,14644570,-412725670,15799771,-416790227
대성산업(주),128820,2015/12,116615040,-126000606,122444649,-122081922
대성산업(주),128820,2016/12,69796088,-134051518,48781616,-148998513
대성산업(주),128820,2017/12,403600453,223143992,374899358,201139479
대성산업(주),128820,2018/12,451369589,-6828313,428504333,5676963
대성산업(주),128820,2019/12,387310100,-63092818,368418514,-60925376
대성에너지(주),117580,2010/12,,,256882908,22487728
대성에너지(주),117580,2011/12,,,264499586,16288958
대성에너지(주),117580,2012/12,,,268485713,12794599
대성에너지(주),117580,2013/12,,,274333617,12482522
대성에너지(주),117580,2014/12,,,278764533,12680828
대성에너지(주),117580,2015/12,,,285188287,13726684
대성에너지(주),117580,2016/12,,,292297527,13982482
대성에너지(주),117580,2017/12,,,300180590,14849797
대성에너지(주),117580,2018/12,301990605,12895039,302264681,13169115
대성에너지(주),117580,2019/12,306476682,13033218,307308048,13590508
대성홀딩스(주),016710,2010/12,419299793,27376336,236200812,3573480
대성홀딩스(주),016710,2011/12,458621821,39054246,231842018,5715233
대성홀딩스(주),016710,2012/12,474974867,32970985,232697296,6492958
대성홀딩스(주),016710,2013/12,495571819,28341414,231451832,2470619
대성홀딩스(주),016710,2014/12,518538139,26975107,230847885,3572183
대성홀딩스(주),016710,2015/12,535097440,27663013,229165266,2629501
대성홀딩스(주),016710,2016/12,544265027,23359911,230712521,7225742
대성홀딩스(주),016710,2017/12,521121922,32183555,232254410,6176783
대성홀딩스(주),016710,2018/12,532614436,23779129,234144535,6379148
대성홀딩스(주),016710,2019/12,539809803,17926751,233174746,3800902
대신정보통신(주),020180,2010/03,,,17665773,777470
대신정보통신(주),020180,2011/03,,,19054001,1013111
대신정보통신(주),020180,2012/03,,,19970908,916907
대신정보통신(주),020180,2013/03,,,21013000,1042092
대신정보통신(주),020180,2014/03,,,20626384,-386616
대신정보통신(주),020180,2015/03,,,21798919,1172535
대신정보통신(주),020180,2016/03,,,22594563,1372078
대신정보통신(주),020180,2017/03,,,23684236,1654423
대신정보통신(주),020180,2018/03,,,23954828,851239
대신정보통신(주),020180,2019/03,,,24923953,1563148
대아티아이(주),045390,2010/12,50162154,5907787,49544156,6131429
대아티아이(주),045390,2011/12,53025572,2763458,52697529,3161892
대아티아이(주),045390,2012/12,58580658,2827417,57172715,2216453
대아티아이(주),045390,2013/12,61568716,2834500,60473928,3078870
대아티아이(주),045390,2014/12,66330828,4941384,65211406,4240474
대아티아이(주),045390,2015/12,71800798,5178917,68588092,3810649
대아티아이(주),045390,2016/12,82953771,10846993,78701086,9945537
대아티아이(주),045390,2017/12,89946257,6683577,86836093,7805363
대아티아이(주),045390,2018/12,93539432,6292359,90801454,6788005
대아티아이(주),045390,2019/12,96647881,2334929,93871900,2804275
대양전기공업(주),108380,2011/12,,,95550274,10233881
대양전기공업(주),108380,2012/12,108715449,13455658,107343919,12015784
대양전기공업(주),108380,2013/12,124017994,15041181,120093159,12492390
대양전기공업(주),108380,2014/12,139177218,14189511,132304092,11232435
대양전기공업(주),108380,2015/12,155617068,17119155,144992407,13273155
대양전기공업(주),108380,2016/12,171702867,16378077,157303697,12815903
대양전기공업(주),108380,2017/12,183732928,11832661,166208365,8666932
대양전기공업(주),108380,2018/12,195546334,12687781,176531187,11087064
대양전기공업(주),108380,2019/12,207996287,12498665,187483864,10740597
대양제지공업(주),006580,2010/12,95256932,5996004,70108193,4472724
대양제지공업(주),006580,2011/12,97493922,3226495,73272191,4322839
대양제지공업(주),006580,2012/12,106524686,11702389,80769744,8836324
대양제지공업(주),006580,2013/12,109395070,4108182,81614458,1870599
대양제지공업(주),006580,2014/12,113613959,6102732,86602435,5815477
대양제지공업(주),006580,2015/12,94696027,-17912925,71356233,-14534414
대양제지공업(주),006580,2016/12,99270434,2768148,75490284,4355230
대양제지공업(주),006580,2017/12,95349673,-2605603,80946469,6049014
대양제지공업(주),006580,2018/12,123416871,30515500,113309077,31602550
대양제지공업(주),006580,2019/12,147173825,25691597,131024487,19263640
대영포장(주),014160,2010/12,,,101626973,3800013
대영포장(주),014160,2011/12,,,99654744,-1748309
대영포장(주),014160,2012/12,,,111946443,12341883
대영포장(주),014160,2013/12,,,119977527,6670871
대영포장(주),014160,2014/12,,,125628256,6044478
대영포장(주),014160,2015/12,,,124761501,-7023127
대영포장(주),014160,2016/12,,,138124747,10718164
대영포장(주),014160,2017/12,,,129246985,-2965668
대영포장(주),014160,2018/12,,,140344692,10623082
대영포장(주),014160,2019/12,,,150536781,10790536
대우전자부품(주),009320,2010/12,20165220,-5582486,19513302,-4282490
대우전자부품(주),009320,2011/12,20188758,-5595582,17249662,-7805698
대우전자부품(주),009320,2012/12,17202184,-3291496,16493991,-577938
대우전자부품(주),009320,2013/12,14979903,-3234934,15373145,-1972162
대우전자부품(주),009320,2014/12,24284585,331085,23800459,27667
대우전자부품(주),009320,2015/12,29009021,1127999,28908146,1559330
대우전자부품(주),009320,2016/12,35406272,2462001,35193723,2235063
대우전자부품(주),009320,2017/12,38121880,2908884,38196288,3019847
대우전자부품(주),009320,2018/12,,,39300410,1154780
대우전자부품(주),009320,2019/12,,,36935332,-2477990
대우조선해양(주),042660,2010/12,3874668309,1110760516,3825079976,1078356560
대우조선해양(주),042660,2011/12,4268375913,559293211,4293362981,654214978
