회사명,거래소코드,회계년도,[제조]   금융비용(IFRS연결),[제조]매출액(수익)(*)(IFRS연결),[제조]   금융비용(IFRS),[제조]매출액(수익)(*)(IFRS)
(주)씨에스에이코스믹,083660,2015/12,,,0,19997860
(주)씨에스에이코스믹,083660,2016/12,,,0,34487398
(주)씨에스에이코스믹,083660,2017/12,0,31466024,0,30497697
(주)씨에스에이코스믹,083660,2018/12,0,63526515,0,62457277
(주)씨에스에이코스믹,083660,2019/12,0,64289801,0,57196967
(주)씨엔플러스,115530,2011/12,0,55411190,0,53829146
(주)씨엔플러스,115530,2012/12,0,54986598,0,54245288
(주)씨엔플러스,115530,2013/12,0,42719560,0,41561984
(주)씨엔플러스,115530,2014/12,0,34233267,0,32944973
(주)씨엔플러스,115530,2015/12,0,27882191,0,27332897
(주)씨엔플러스,115530,2016/12,0,24797770,0,24036246
(주)씨엔플러스,115530,2017/12,0,28849965,0,26853889
(주)씨엔플러스,115530,2018/12,0,25398180,0,23878976
(주)씨엔플러스,115530,2019/12,0,19619973,0,16364900
(주)씨유메디칼시스템,115480,2011/12,,,0,23013298
(주)씨유메디칼시스템,115480,2012/12,0,21643920,0,20823413
(주)씨유메디칼시스템,115480,2013/12,0,23672604,0,19153077
(주)씨유메디칼시스템,115480,2014/12,0,24699804,0,21086395
(주)씨유메디칼시스템,115480,2015/12,0,25680606,0,22410080
(주)씨유메디칼시스템,115480,2016/12,0,54576580,0,50583903
(주)씨유메디칼시스템,115480,2017/12,0,58347211,0,55088654
(주)씨유메디칼시스템,115480,2018/12,0,76304066,0,68753333
(주)씨유메디칼시스템,115480,2019/12,0,81794149,0,68976185
(주)씨제이이엔엠,035760,2011/12,0,1597814866,0,894723604
(주)씨제이이엔엠,035760,2012/12,0,1991958555,0,1077330427
(주)씨제이이엔엠,035760,2013/12,0,2513495630,0,1260652344
(주)씨제이이엔엠,035760,2014/12,0,2604907441,0,1277323863
(주)씨제이이엔엠,035760,2015/12,0,2308605390,0,1119374858
(주)씨제이이엔엠,035760,2016/12,0,2208596188,0,1095911240
(주)씨제이이엔엠,035760,2017/12,0,2260006796,0,1136458706
(주)씨제이이엔엠,035760,2018/12,0,3426817049,0,2017373340
(주)씨제이이엔엠,035760,2019/12,0,3789723950,0,3157133395
(주)씨젠,096530,2011/12,,,0,39399418
(주)씨젠,096530,2012/12,,,0,51712797
(주)씨젠,096530,2013/12,,,0,58992832
(주)씨젠,096530,2014/12,0,64410877,0,52530013
(주)씨젠,096530,2015/12,0,65136597,0,53864051
(주)씨젠,096530,2016/12,0,73693589,0,58186498
(주)씨젠,096530,2017/12,0,87662545,0,70031261
(주)씨젠,096530,2018/12,0,102264773,0,83937581
(주)씨젠,096530,2019/12,0,121953287,0,97156071
(주)씨티씨바이오,060590,2011/12,0,93963627,0,72356867
(주)씨티씨바이오,060590,2012/12,0,129783288,0,100244333
(주)씨티씨바이오,060590,2013/12,0,123386850,0,92879887
(주)씨티씨바이오,060590,2014/12,0,121854804,0,94535062
(주)씨티씨바이오,060590,2015/12,0,118990587,0,94474409
(주)씨티씨바이오,060590,2016/12,0,123145793,0,93553652
(주)씨티씨바이오,060590,2017/12,0,130558989,0,91354880
(주)씨티씨바이오,060590,2018/12,0,138400059,0,101513825
(주)씨티씨바이오,060590,2019/12,0,136123660,0,104824069
(주)씨티케이,260930,2017/12,0,112990498,0,112990498
(주)씨티케이,260930,2018/12,0,110467178,0,109723276
(주)씨티케이,260930,2019/12,0,116328076,0,108931323
(주)아가방앤컴퍼니,013990,2011/12,0,204696072,0,197088008
(주)아가방앤컴퍼니,013990,2012/12,0,203038104,0,191827908
(주)아가방앤컴퍼니,013990,2013/12,0,194571961,0,183714039
(주)아가방앤컴퍼니,013990,2014/12,0,160143023,0,154233511
(주)아가방앤컴퍼니,013990,2015/12,0,157317306,0,150273083
(주)아가방앤컴퍼니,013990,2016/12,0,150255367,0,142243066
(주)아가방앤컴퍼니,013990,2017/12,0,140860568,0,134128796
(주)아가방앤컴퍼니,013990,2018/12,0,112860687,0,107135895
(주)아가방앤컴퍼니,013990,2019/12,0,134236271,0,129047307
(주)아나패스,123860,2011/12,,,0,100722799
(주)아나패스,123860,2012/12,,,0,98186736
(주)아나패스,123860,2013/12,,,0,91143025
(주)아나패스,123860,2014/12,,,0,134040808
(주)아나패스,123860,2015/12,,,0,99424411
(주)아나패스,123860,2016/12,,,0,99299891
(주)아나패스,123860,2017/12,,,0,87058623
(주)아나패스,123860,2018/12,,,0,51496711
(주)아나패스,123860,2019/12,,,0,60833182
(주)아난티,025980,2011/12,,,0,20976519
(주)아난티,025980,2012/12,0,27485841,0,27485841
(주)아난티,025980,2013/12,0,20759915,0,20759915
(주)아난티,025980,2014/12,0,47198563,0,47960493
(주)아난티,025980,2015/12,0,125224022,0,89829837
(주)아난티,025980,2016/12,0,134925438,0,40949167
(주)아난티,025980,2017/12,0,150455721,0,39910347
(주)아난티,025980,2018/12,0,162183239,0,64116852
(주)아난티,025980,2019/12,0,142703754,0,71418465
(주)아리온테크놀로지,058220,2011/12,,,0,66584608
(주)아리온테크놀로지,058220,2012/12,,,0,100491257
(주)아리온테크놀로지,058220,2013/12,,,0,60113309
(주)아리온테크놀로지,058220,2014/12,,,0,88502296
(주)아리온테크놀로지,058220,2015/12,,,0,88748885
(주)아리온테크놀로지,058220,2016/12,0,46037493,0,42631874
(주)아리온테크놀로지,058220,2017/12,0,51742898,0,40595527
(주)아리온테크놀로지,058220,2018/12,0,45886089,0,33380297
(주)아리온테크놀로지,058220,2019/12,0,33038989,0,23341145
(주)아모그린텍,125210,2015/12,,,,
(주)아모그린텍,125210,2016/12,,,,
(주)아모그린텍,125210,2017/12,,,,
(주)아모그린텍,125210,2019/12,,,0,93385523
(주)아모레퍼시픽,090430,2011/12,0,2554722780,0,2293407081
(주)아모레퍼시픽,090430,2012/12,0,2849462499,0,2510394369
(주)아모레퍼시픽,090430,2013/12,0,3100413236,0,2667649502
(주)아모레퍼시픽,090430,2014/12,0,3874007758,0,3182316594
(주)아모레퍼시픽,090430,2015/12,0,4766627213,0,3757959212
(주)아모레퍼시픽,090430,2016/12,0,5645440161,0,4270867000
(주)아모레퍼시픽,090430,2017/12,0,5123825882,0,3627543045
(주)아모레퍼시픽,090430,2018/12,0,5277844562,0,3670704957
(주)아모레퍼시픽,090430,2019/12,0,5580142193,0,3913830166
(주)아모레퍼시픽그룹,002790,2011/12,0,3058512976,0,28495362
(주)아모레퍼시픽그룹,002790,2012/12,0,3431733414,0,37521115
(주)아모레퍼시픽그룹,002790,2013/12,0,3895390626,0,48608561
(주)아모레퍼시픽그룹,002790,2014/12,0,4711946901,0,81552739
(주)아모레퍼시픽그룹,002790,2015/12,0,5661205541,0,68570023
(주)아모레퍼시픽그룹,002790,2016/12,0,6697560670,0,83127891
(주)아모레퍼시픽그룹,002790,2017/12,0,6029063927,0,100241557
(주)아모레퍼시픽그룹,002790,2018/12,0,6078179209,0,73339514
(주)아모레퍼시픽그룹,002790,2019/12,0,6284255176,0,153702106
(주)아모텍,052710,2011/12,0,97857109,0,93252621
(주)아모텍,052710,2012/12,0,187424447,0,180030067
(주)아모텍,052710,2013/12,0,247996982,0,236161988
(주)아모텍,052710,2014/12,0,178526173,0,163592533
(주)아모텍,052710,2015/12,0,314002602,0,279226777
(주)아모텍,052710,2016/12,0,295988037,0,266596340
(주)아모텍,052710,2017/12,0,315448056,0,288584654
(주)아모텍,052710,2018/12,0,253421810,0,232516206
(주)아모텍,052710,2019/12,0,248551605,0,232205689
(주)아미노로직스,074430,2011/12,0,19436159,0,4028760
(주)아미노로직스,074430,2012/12,0,9124919,0,3440869
(주)아미노로직스,074430,2013/12,0,3275784,0,3275784
(주)아미노로직스,074430,2014/12,0,3541054,0,3541054
(주)아미노로직스,074430,2015/12,0,10996731,0,10996731
(주)아미노로직스,074430,2016/12,0,16365960,0,16365960
(주)아미노로직스,074430,2017/12,0,16835420,0,16835420
(주)아미노로직스,074430,2018/12,0,18449736,0,18449736
(주)아미노로직스,074430,2019/12,0,18980396,0,18980396
(주)아바코,083930,2011/12,0,248709935,0,248709935
(주)아바코,083930,2012/12,0,94732399,0,94725637
(주)아바코,083930,2013/12,0,166890779,0,166864355
(주)아바코,083930,2014/12,0,149373648,0,148969022
(주)아바코,083930,2015/12,0,137697414,0,136646060
(주)아바코,083930,2016/12,0,199678325,0,199612659
(주)아바코,083930,2017/12,0,186078757,0,185505840
(주)아바코,083930,2018/12,0,243484967,0,243240951
(주)아바코,083930,2019/12,0,226084847,0,225139216
(주)아바텍,149950,2012/12,0,86272595,0,82999354
(주)아바텍,149950,2013/12,0,106206649,0,102630269
(주)아바텍,149950,2014/12,0,120928175,0,117572933
(주)아바텍,149950,2015/12,0,76001361,0,75418829
(주)아바텍,149950,2016/12,0,78863764,0,78863764
(주)아바텍,149950,2017/12,0,95628780,0,95628780
(주)아바텍,149950,2018/12,,,0,74333390
(주)아바텍,149950,2019/12,0,75410526,0,75410526
(주)아세아텍,050860,2011/06,0,98016840,0,97629853
(주)아세아텍,050860,2012/06,0,105768142,0,105511065
(주)아세아텍,050860,2013/06,0,115934025,0,115765900
(주)아세아텍,050860,2014/06,0,107632806,0,107347003
(주)아세아텍,050860,2015/06,0,99447048,0,99437507
(주)아세아텍,050860,2016/06,0,103013266,0,102929714
(주)아세아텍,050860,2017/06,0,101708479,0,101623710
(주)아세아텍,050860,2018/06,,,0,100646768
(주)아세아텍,050860,2019/06,,,0,102765788
(주)아센디오,012170,2011/12,,,0,100606197
(주)아센디오,012170,2012/12,0,62071528,0,62071528
(주)아센디오,012170,2013/12,0,18080040,0,14109499
(주)아센디오,012170,2014/12,0,7606517,0,7606517
(주)아센디오,012170,2015/12,0,5677606,0,5677606
(주)아센디오,012170,2016/12,,,0,5787957
(주)아센디오,012170,2017/12,0,35867441,0,34526626
(주)아센디오,012170,2018/12,0,18081555,0,8399543
(주)아센디오,012170,2019/12,0,31358064,0,23296229
(주)아스타,246720,2017/12,0,1033962,0,2073930
(주)아스타,246720,2018/12,0,1742000,0,1099476
(주)아스타,246720,2019/12,0,1250848,0,1817622
(주)아스트,067390,2014/12,,,0,66551246
(주)아스트,067390,2015/12,,,0,80804413
(주)아스트,067390,2016/12,0,87889701,0,90103341
(주)아스트,067390,2017/12,0,97205917,0,92788560
(주)아스트,067390,2018/12,0,117013394,0,116937659
(주)아스트,067390,2019/12,0,144613767,0,145441532
(주)아시아경제,127710,2015/12,0,80516285,0,34475334
(주)아시아경제,127710,2016/12,0,60334065,0,33960861
(주)아시아경제,127710,2017/12,0,54258166,0,35016236
(주)아시아경제,127710,2018/12,0,38402070,0,37279579
(주)아시아경제,127710,2019/12,0,38372830,0,37224621
(주)아우딘퓨쳐스,227610,2017/12,,,0,51015104
(주)아우딘퓨쳐스,227610,2018/12,,,0,89405999
(주)아우딘퓨쳐스,227610,2019/12,0,54122517,0,44450166
(주)아이디스,143160,2011/12,0,64613631,0,65484032
(주)아이디스,143160,2012/12,0,152362966,0,151909812
(주)아이디스,143160,2013/12,0,117594446,0,117079672
(주)아이디스,143160,2014/12,0,117446040,0,117047229
(주)아이디스,143160,2015/12,0,146564371,0,137685525
(주)아이디스,143160,2016/12,0,129510825,0,106710351
(주)아이디스,143160,2017/12,0,95158879,0,93642353
(주)아이디스,143160,2018/12,0,109219202,0,105771036
(주)아이디스,143160,2019/12,0,111875143,0,108050710
(주)아이디스홀딩스,054800,2011/12,0,13585177,0,3811039
(주)아이디스홀딩스,054800,2012/12,0,27824034,0,5412961
(주)아이디스홀딩스,054800,2013/12,0,300028869,0,9051512
(주)아이디스홀딩스,054800,2014/12,0,277848350,0,10135090
(주)아이디스홀딩스,054800,2015/12,0,400014263,0,9759961
(주)아이디스홀딩스,054800,2016/12,0,441398463,0,10135284
(주)아이디스홀딩스,054800,2017/12,0,438219714,0,10190466
(주)아이디스홀딩스,054800,2018/12,0,556267195,0,7916598
(주)아이디스홀딩스,054800,2019/12,0,507776368,0,7863296
(주)아이마켓코리아,122900,2011/12,,,0,1682327249
(주)아이마켓코리아,122900,2012/12,0,2045538123,0,2045239942
(주)아이마켓코리아,122900,2013/12,0,2496830273,0,2451766901
(주)아이마켓코리아,122900,2014/12,0,2733773271,0,2456139078
(주)아이마켓코리아,122900,2015/12,0,3143908415,0,2605008144
(주)아이마켓코리아,122900,2016/12,0,3400004480,0,2682496235
(주)아이마켓코리아,122900,2017/12,0,3080451880,0,2307870564
(주)아이마켓코리아,122900,2018/12,0,2935242220,0,2248879468
(주)아이마켓코리아,122900,2019/12,0,2923787986,0,2226137935
(주)아이비김영,339950,2019/12,,,,
(주)아이센스,099190,2013/12,0,82862590,0,82555007
(주)아이센스,099190,2014/12,0,95608058,0,91974574
(주)아이센스,099190,2015/12,0,101920703,0,101028825
(주)아이센스,099190,2016/12,0,132468197,0,124070742
(주)아이센스,099190,2017/12,0,156963801,0,137479379
(주)아이센스,099190,2018/12,0,172996579,0,149179805
(주)아이센스,099190,2019/12,0,189844257,0,161094187
(주)아이스크림에듀,289010,2019/12,,,0,106436331
(주)아이씨디,040910,2011/09,,,0,143149138
(주)아이씨디,040910,2012/09,,,0,81236542
(주)아이씨디,040910,2013/09,,,0,81040019
(주)아이씨디,040910,2014/09,,,0,7560535
(주)아이씨디,040910,2015/09,,,0,23887023
(주)아이씨디,040910,2016/12,0,230909154,0,230909154
(주)아이씨디,040910,2017/12,0,311847748,0,311847748
(주)아이씨디,040910,2018/12,0,233974937,0,232668163
(주)아이씨디,040910,2019/12,0,121604632,0,110553213
(주)아이앤씨테크놀로지,052860,2011/12,,,0,34833884
(주)아이앤씨테크놀로지,052860,2012/12,0,16659282,0,16124994
(주)아이앤씨테크놀로지,052860,2013/12,0,7257393,0,8079451
(주)아이앤씨테크놀로지,052860,2014/12,0,5324797,0,5751355
(주)아이앤씨테크놀로지,052860,2015/12,0,9618590,0,8508349
(주)아이앤씨테크놀로지,052860,2016/12,0,30300574,0,28428226
(주)아이앤씨테크놀로지,052860,2017/12,0,42928877,0,41339721
(주)아이앤씨테크놀로지,052860,2018/12,0,31303910,0,30338163
(주)아이앤씨테크놀로지,052860,2019/12,0,45567583,0,45148780
(주)아이에스시,095340,2011/12,0,43841089,0,42513336
(주)아이에스시,095340,2012/12,0,53054805,0,51682877
(주)아이에스시,095340,2013/12,0,56824027,0,55305882
(주)아이에스시,095340,2014/12,0,73989286,0,62622051
(주)아이에스시,095340,2015/12,0,99039486,0,77878560
(주)아이에스시,095340,2016/12,0,93636334,0,80255704
(주)아이에스시,095340,2017/12,0,114082893,0,98990640
(주)아이에스시,095340,2018/12,0,115859798,0,101879554
(주)아이에스시,095340,2019/12,0,87678824,0,85874871
(주)아이에스이커머스,069920,2011/12,0,50954164,0,31036486
(주)아이에스이커머스,069920,2012/12,0,48553678,0,31628973
(주)아이에스이커머스,069920,2013/12,0,78425157,0,23762694
(주)아이에스이커머스,069920,2014/12,0,66681397,0,18652409
(주)아이에스이커머스,069920,2015/12,0,56098564,0,18076516
(주)아이에스이커머스,069920,2016/12,0,78625907,0,24598502
(주)아이에스이커머스,069920,2017/12,,,0,36484877
(주)아이에스이커머스,069920,2018/12,,,0,34926974
(주)아이에스이커머스,069920,2019/12,0,36135279,0,28978026
(주)아이에이,038880,2011/12,0,19469438,0,19469438
(주)아이에이,038880,2012/12,0,30989135,0,29039139
(주)아이에이,038880,2013/12,0,46721828,0,43526228
(주)아이에이,038880,2014/12,0,61156935,0,55941935
(주)아이에이,038880,2015/12,0,71088040,0,62715169
(주)아이에이,038880,2016/12,0,75870439,0,55964170
(주)아이에이,038880,2017/12,0,60756810,0,43547754
(주)아이에이,038880,2018/12,0,67262017,0,41805860
(주)아이에이,038880,2019/12,0,67834575,0,58941794
(주)아이에이치큐,003560,2011/12,0,49169803,0,48299840
(주)아이에이치큐,003560,2012/12,0,44910784,0,37680158
(주)아이에이치큐,003560,2013/12,0,61942542,0,37577558
(주)아이에이치큐,003560,2014/12,0,71113677,0,35945675
(주)아이에이치큐,003560,2015/12,0,106178242,0,92862614
(주)아이에이치큐,003560,2016/12,0,109404923,0,97313233
(주)아이에이치큐,003560,2017/12,0,126795065,0,118073079
(주)아이에이치큐,003560,2018/12,0,109447251,0,100747386
(주)아이에이치큐,003560,2019/12,0,99287415,0,93504246
(주)아이엘사이언스,307180,2018/12,,,,
(주)아이엘사이언스,307180,2019/12,,,0,20281482
(주)아이엠,101390,2011/12,0,320074150,0,78299716
(주)아이엠,101390,2012/12,0,334118752,0,107439405
(주)아이엠,101390,2013/12,0,345226432,0,162569427
(주)아이엠,101390,2014/12,0,250220969,0,130079182
(주)아이엠,101390,2015/12,0,240984166,0,161484457
(주)아이엠,101390,2016/12,0,192429817,0,153657473
(주)아이엠,101390,2017/12,0,249371615,0,232605382
(주)아이엠,101390,2018/12,0,191078977,0,86427485
(주)아이엠,101390,2019/12,0,202192400,0,82764059
(주)아이엠비씨,052220,2011/12,,,0,54130784
(주)아이엠비씨,052220,2012/12,,,0,49026026
(주)아이엠비씨,052220,2013/12,,,0,51766008
(주)아이엠비씨,052220,2014/12,0,54747997,0,53062264
(주)아이엠비씨,052220,2015/12,0,64470533,0,58175452
(주)아이엠비씨,052220,2016/12,0,67239151,0,60344209
(주)아이엠비씨,052220,2017/12,0,57402132,0,50649210
(주)아이엠비씨,052220,2018/12,0,58074993,0,51034398
(주)아이엠비씨,052220,2019/12,0,51552466,0,44570903
(주)아이오케이컴퍼니,078860,2011/12,,,0,10562713
(주)아이오케이컴퍼니,078860,2012/12,,,0,16622981
(주)아이오케이컴퍼니,078860,2013/12,0,11879721,0,11716314
(주)아이오케이컴퍼니,078860,2014/12,0,6128115,0,6027850
(주)아이오케이컴퍼니,078860,2015/12,,,0,10899688
(주)아이오케이컴퍼니,078860,2016/12,,,0,13482393
(주)아이오케이컴퍼니,078860,2017/12,0,18379991,0,18156364
(주)아이오케이컴퍼니,078860,2018/12,0,29736551,0,24049995
(주)아이오케이컴퍼니,078860,2019/12,0,48736408,0,27612482
(주)아이윈,090150,2011/12,0,84717074,0,70149269
(주)아이윈,090150,2012/12,0,94303495,0,79422414
(주)아이윈,090150,2013/12,0,92206816,0,78131326
(주)아이윈,090150,2014/12,0,94777884,0,81546300
(주)아이윈,090150,2015/12,0,96998049,0,80774359
(주)아이윈,090150,2016/12,0,105799217,0,87644016
(주)아이윈,090150,2017/12,0,97190531,0,88397474
(주)아이윈,090150,2018/12,0,93786701,0,88537565
(주)아이윈,090150,2019/12,0,95380947,0,88335340
(주)아이윈플러스,123010,2016/12,,,0,28780467
(주)아이윈플러스,123010,2017/12,,,0,14183309
(주)아이윈플러스,123010,2018/12,,,0,9236824
(주)아이윈플러스,123010,2019/12,,,0,5448365
(주)아이즈비전,031310,2011/12,0,149916342,0,84667443
(주)아이즈비전,031310,2012/12,0,144051403,0,63293380
(주)아이즈비전,031310,2013/12,0,166115838,0,61387978
(주)아이즈비전,031310,2014/12,0,127199464,0,47803635
(주)아이즈비전,031310,2015/12,0,136867367,0,44050068
(주)아이즈비전,031310,2016/12,0,159805659,0,38153741
(주)아이즈비전,031310,2017/12,0,167068035,0,27539736
(주)아이즈비전,031310,2018/12,0,160165349,0,24766761
(주)아이즈비전,031310,2019/12,0,131548342,0,18146822
(주)아이컴포넌트,059100,2011/12,,,0,46695346
(주)아이컴포넌트,059100,2012/12,,,0,32281473
(주)아이컴포넌트,059100,2013/12,,,0,27823519
(주)아이컴포넌트,059100,2014/12,,,0,28270028
(주)아이컴포넌트,059100,2015/12,,,0,57253854
(주)아이컴포넌트,059100,2016/12,,,0,53616520
(주)아이컴포넌트,059100,2017/12,,,0,24520294
(주)아이컴포넌트,059100,2018/12,,,0,25711081
(주)아이컴포넌트,059100,2019/12,,,0,29041712
(주)아이톡시,052770,2011/12,,,0,44768478
(주)아이톡시,052770,2012/12,0,36657762,0,33024869
(주)아이톡시,052770,2013/12,0,34541745,0,29173630
(주)아이톡시,052770,2014/12,0,27461546,0,24341101
(주)아이톡시,052770,2015/12,,,0,43949261
(주)아이톡시,052770,2016/12,,,0,37422701
(주)아이톡시,052770,2017/12,,,0,21083673
(주)아이톡시,052770,2018/12,0,14499261,0,14466261
(주)아이톡시,052770,2019/12,0,3774569,0,3774569
(주)아이티센,124500,2015/03,0,239266192,0,170290100
(주)아이티센,124500,2016/12,0,273654423,0,141084763
(주)아이티센,124500,2017/12,0,311549095,0,154028752
(주)아이티센,124500,2018/12,0,697948340,0,117544352
(주)아이티센,124500,2019/12,0,1542384997,0,134543196
(주)아이티엑스에이아이,099520,2011/12,,,0,43188579
(주)아이티엑스에이아이,099520,2012/12,,,0,45167478
(주)아이티엑스에이아이,099520,2013/12,,,0,82584633
(주)아이티엑스에이아이,099520,2014/12,,,0,67453006
(주)아이티엑스에이아이,099520,2015/12,,,0,35491021
(주)아이티엑스에이아이,099520,2016/12,,,0,24517261
(주)아이티엑스에이아이,099520,2017/12,,,0,31094349
(주)아이티엑스에이아이,099520,2018/12,,,0,27666210
(주)아이티엑스에이아이,099520,2019/12,0,31861192,0,30858558
(주)아이티엠반도체,084850,2019/12,0,397697086,0,395351385
(주)아즈텍더블유비이,032080,2011/12,,,0,59150079
(주)아즈텍더블유비이,032080,2012/12,,,0,50466598
(주)아즈텍더블유비이,032080,2013/12,,,0,49026276
(주)아즈텍더블유비이,032080,2014/12,,,0,47574966
(주)아즈텍더블유비이,032080,2015/12,,,0,52180744
(주)아즈텍더블유비이,032080,2016/12,,,0,52568059
(주)아즈텍더블유비이,032080,2017/12,,,0,34436524
(주)아즈텍더블유비이,032080,2018/12,,,0,47006133
(주)아즈텍더블유비이,032080,2019/12,,,0,44574103
(주)아진엑스텍,059120,2014/12,,,0,20118213
(주)아진엑스텍,059120,2015/12,,,0,18034376
(주)아진엑스텍,059120,2016/12,,,0,17565366
(주)아진엑스텍,059120,2017/12,,,0,30704497
(주)아진엑스텍,059120,2018/12,,,0,26576021
(주)아진엑스텍,059120,2019/12,,,0,20619941
(주)아톤,158430,2019/12,0,32525173,0,28938772
(주)아프리카티비,067160,2011/12,0,47877174,0,45872374
(주)아프리카티비,067160,2012/12,,,0,49094598
(주)아프리카티비,067160,2013/12,0,48101419,0,47373552
(주)아프리카티비,067160,2014/12,0,50455001,0,49919902
(주)아프리카티비,067160,2015/12,0,62867913,0,62368597
(주)아프리카티비,067160,2016/12,0,79830292,0,78984486
(주)아프리카티비,067160,2017/12,0,94552465,0,94003216
(주)아프리카티비,067160,2018/12,0,126627786,0,120649540
(주)아프리카티비,067160,2019/12,0,167868522,0,154983900
(주)안랩,053800,2011/12,0,103168895,0,98789234
(주)안랩,053800,2012/12,0,131665371,0,126756869
(주)안랩,053800,2013/12,0,137329001,0,133413813
(주)안랩,053800,2014/12,0,135422446,0,132879812
(주)안랩,053800,2015/12,0,134452685,0,132314221
(주)안랩,053800,2016/12,0,142879622,0,140810131
(주)안랩,053800,2017/12,0,150259297,0,147618546
(주)안랩,053800,2018/12,0,159815065,0,156550808
(주)안랩,053800,2019/12,0,166992214,0,163005453
(주)안트로젠,065660,2016/12,,,0,4896068
(주)안트로젠,065660,2017/12,,,0,5357319
(주)안트로젠,065660,2018/12,,,0,3607167
(주)안트로젠,065660,2019/12,,,0,4147568
(주)알로이스,297570,2018/12,,,,
(주)알로이스,297570,2019/12,,,0,30188225
(주)알루코,001780,2011/12,0,372925440,0,239732553
(주)알루코,001780,2012/12,0,349549374,0,220020514
(주)알루코,001780,2013/12,0,376198466,0,256476559
(주)알루코,001780,2014/12,0,382033178,0,246303198
(주)알루코,001780,2015/12,0,433853367,0,274375467
(주)알루코,001780,2016/12,0,428583721,0,284837755
(주)알루코,001780,2017/12,0,461688892,0,228950568
(주)알루코,001780,2018/12,0,506772982,0,230339170
(주)알루코,001780,2019/12,0,454372346,0,223429536
(주)알에프세미,096610,2011/12,0,37082561,0,37067699
(주)알에프세미,096610,2012/12,0,42461674,0,42588985
(주)알에프세미,096610,2013/12,0,52500596,0,52293976
(주)알에프세미,096610,2014/12,0,55409738,0,55823356
(주)알에프세미,096610,2015/12,0,57248130,0,57217251
(주)알에프세미,096610,2016/12,0,64179251,0,60033005
(주)알에프세미,096610,2017/12,0,62185137,0,60373884
(주)알에프세미,096610,2018/12,0,51873304,0,52083203
(주)알에프세미,096610,2019/12,0,42446601,0,41430968
(주)알에프텍,061040,2011/12,0,276923588,0,142082576
(주)알에프텍,061040,2012/12,0,499364258,0,275375590
(주)알에프텍,061040,2013/12,0,500173065,0,239263269
(주)알에프텍,061040,2014/12,0,406630607,0,212502533
(주)알에프텍,061040,2015/12,0,397125105,0,206223584
(주)알에프텍,061040,2016/12,0,321992443,0,159514610
(주)알에프텍,061040,2017/12,0,287143154,0,133329132
(주)알에프텍,061040,2018/12,0,240344983,0,115379924
(주)알에프텍,061040,2019/12,0,284492015,0,130548771
(주)알엔투테크놀로지,148250,2016/12,,,0,12040103
(주)알엔투테크놀로지,148250,2017/12,,,0,14390958
(주)알엔투테크놀로지,148250,2018/12,,,0,17281800
(주)알엔투테크놀로지,148250,2019/12,,,0,20964927
(주)알테오젠,196170,2014/12,0,7042578,0,6892300
(주)알테오젠,196170,2015/12,0,4726609,0,4628878
(주)알테오젠,196170,2016/12,0,6843720,0,2334238
(주)알테오젠,196170,2017/12,0,12104356,0,2469485
(주)알테오젠,196170,2018/12,0,13703079,0,1298358
(주)알테오젠,196170,2019/12,0,29229182,0,13322561
(주)알톤스포츠,123750,2011/12,0,70386414,0,40945418
(주)알톤스포츠,123750,2012/12,0,65973565,0,53691948
(주)알톤스포츠,123750,2013/12,0,61493639,0,51414187
(주)알톤스포츠,123750,2014/12,0,68386922,0,58599042
(주)알톤스포츠,123750,2015/12,0,62283136,0,55232820
(주)알톤스포츠,123750,2016/12,0,52560248,0,52367346
(주)알톤스포츠,123750,2017/12,0,43446206,0,42617058
(주)알톤스포츠,123750,2018/12,0,49080045,0,46501941
(주)알톤스포츠,123750,2019/12,0,31187516,0,29226026
(주)알티캐스트,085810,2013/12,0,73675699,0,73675699
(주)알티캐스트,085810,2014/12,0,77137145,0,77137145
(주)알티캐스트,085810,2015/12,0,62727442,0,62392713
(주)알티캐스트,085810,2016/12,0,65415904,0,59423299
(주)알티캐스트,085810,2017/12,0,70643136,0,62148556
(주)알티캐스트,085810,2018/12,0,76200156,0,64731260
(주)알티캐스트,085810,2019/12,0,53178375,0,39938134
(주)알파홀딩스,117670,2011/12,,,0,22201991
(주)알파홀딩스,117670,2012/12,0,32223368,0,32223368
(주)알파홀딩스,117670,2013/12,,,0,31734810
(주)알파홀딩스,117670,2014/12,0,39384206,0,38137646
(주)알파홀딩스,117670,2015/12,,,0,50827475
(주)알파홀딩스,117670,2016/12,0,56639827,0,56641148
(주)알파홀딩스,117670,2017/12,0,69995825,0,69674265
(주)알파홀딩스,117670,2018/12,0,85086013,0,83041188
(주)알파홀딩스,117670,2019/12,0,73164302,0,70084692
(주)애니플러스,310200,2018/12,,,,
(주)애니플러스,310200,2019/12,,,,
(주)애드바이오텍,179530,2019/12,,,,
(주)액션스퀘어,205500,2014/12,,,,
(주)액션스퀘어,205500,2015/12,,,0,6663082
(주)액션스퀘어,205500,2016/12,,,0,3958085
(주)액션스퀘어,205500,2017/12,0,9402123,0,9402123
(주)액션스퀘어,205500,2018/12,0,7471298,0,7471298
(주)액션스퀘어,205500,2019/12,0,5838397,0,7200905
(주)액토즈소프트,052790,2011/12,0,99270630,0,98798904
(주)액토즈소프트,052790,2012/12,0,82978009,0,82359263
(주)액토즈소프트,052790,2013/12,0,139365154,0,113863410
(주)액토즈소프트,052790,2014/12,0,102829670,0,78950049
(주)액토즈소프트,052790,2015/12,0,100752238,0,48873964
