회사명,거래소코드,회계년도,당기순이익(IFRS연결),전기순이익(IFRS연결),당기순이익(IFRS개별),전기순이익(IFRS개별)
(주)이수페타시스,7660,Dec-13,33402676,33402676,26635930,26635930
(주)이수페타시스,7660,Dec-14,2557285,2557285,27638140,27638140
(주)이수페타시스,7660,Dec-15,6476400,6476400,22743480,22743480
(주)이수페타시스,7660,Dec-16,236506,236506,19871636,2349442
(주)이수페타시스,7660,Dec-17,-14879126,-14879126,-14602362,-14602362
(주)이수페타시스,7660,Dec-18,-7371813,-7371813,-7297412,-7297412
(주)이수페타시스,7660,Dec-19,-91099124,-91099124,-69903126,-69903126
(주)이수화학,5950,Dec-11,19277900,19277900,5166554,5166554
(주)이수화학,5950,Dec-12,19620271,14996745,34149768,34149768
(주)이수화학,5950,Dec-13,-60453589,-60453589,18689832,18689832
(주)이수화학,5950,Dec-14,-86425816,-86425816,-1423007,-1423007
(주)이수화학,5950,Dec-15,-54617454,-54617454,-15259520,-15259520
(주)이수화학,5950,Dec-16,7863436,7863436,24293350,20220471
(주)이수화학,5950,Dec-17,-926817,-926817,3271192,3271192
(주)이수화학,5950,Dec-18,-1610850,-1610850,28334323,28334323
(주)이수화학,5950,Dec-19,-18913644,-21989834,-4431369,-5751604
(주)이스타코,15020,Dec-11,,-2661347,-2661347,-2661347
(주)이스타코,15020,Dec-12,-5654376,-5654376,-4935375,-4935375
(주)이스타코,15020,Dec-13,18260011,18260011,19802551,19802551
(주)이스타코,15020,Dec-14,-3117001,-3117001,-2735727,-2735727
(주)이스타코,15020,Dec-15,1215599,1215599,1456331,1456331
(주)이스타코,15020,Dec-16,-9546544,-9546544,-8132299,-8132299
(주)이스타코,15020,Dec-17,-2982263,-2982263,-388879,-388879
(주)이스타코,15020,Dec-18,-5224269,,-7330422,-5224269
(주)이스타코,15020,Dec-19,,,10952190,10952190
(주)이스트소프트,47560,Dec-11,6678194,6678194,12457476,12457476
(주)이스트소프트,47560,Dec-12,-7825437,-7825437,-984004,-984004
(주)이스트소프트,47560,Dec-13,-4325453,-4325453,-3494452,-3494452
(주)이스트소프트,47560,Dec-14,-2029375,-2029375,170185,170185
(주)이스트소프트,47560,Dec-15,-2148470,-2148470,-272793,-272793
(주)이스트소프트,47560,Dec-16,-2328515,-2328515,-5271488,-5271488
(주)이스트소프트,47560,Dec-17,-2936874,-2936874,-1170368,-1170368
(주)이스트소프트,47560,Dec-18,1986017,1986017,-657459,-657459
(주)이스트소프트,47560,Dec-19,-16092359,-16092359,-3326298,-3326298
(주)이씨에스텔레콤,67010,Mar-11,,,2580680,2580680
(주)이씨에스텔레콤,67010,Mar-12,,,2961578,2961578
(주)이씨에스텔레콤,67010,Mar-13,,,3461566,3461566
(주)이씨에스텔레콤,67010,Mar-14,,,4380888,4380888
(주)이씨에스텔레콤,67010,Mar-15,,,4649798,4649798
(주)이씨에스텔레콤,67010,Mar-16,,,5000936,5000936
(주)이씨에스텔레콤,67010,Mar-17,,,2689779,2689779
(주)이씨에스텔레콤,67010,Mar-18,,,2947962,2947962
(주)이씨에스텔레콤,67010,Mar-19,,,1882181,1882181
(주)이아이디,93230,Dec-11,-26808806,-26808806,-25749230,-25749230
(주)이아이디,93230,Dec-12,-27257277,,-31510757,-27257277
(주)이아이디,93230,Dec-13,,-15870286,-15870286,-15306722
(주)이아이디,93230,Dec-14,-22742387,-22742387,-21897222,-21897222
(주)이아이디,93230,Dec-15,-2519297,-2519297,-2681317,-2681317
(주)이아이디,93230,Dec-16,-14084702,-14084702,-14308759,-14308759
(주)이아이디,93230,Dec-17,709365,709365,959318,959318
(주)이아이디,93230,Dec-18,-6706484,-6706484,-10050104,-10050104
(주)이아이디,93230,Dec-19,465759,465759,-916976,-916976
(주)이엔에프테크놀로지,102710,Dec-11,12544901,12544901,14537750,14537750
(주)이엔에프테크놀로지,102710,Dec-12,13260372,13260372,17909050,17909050
(주)이엔에프테크놀로지,102710,Dec-13,6724168,6724168,10572320,10572320
(주)이엔에프테크놀로지,102710,Dec-14,7804117,7804117,14099141,14099141
(주)이엔에프테크놀로지,102710,Dec-15,29047931,29047931,21624729,21624729
(주)이엔에프테크놀로지,102710,Dec-16,21631581,21631581,19427560,19427560
(주)이엔에프테크놀로지,102710,Dec-17,26009441,26009441,23503449,23503449
(주)이엔에프테크놀로지,102710,Dec-18,29013501,29013501,26711180,26711180
(주)이엔에프테크놀로지,102710,Dec-19,46731624,46731624,40366337,40366337
(주)이엔코퍼레이션,66980,Dec-11,-7089307,-2876132,-7004222,-7004222
(주)이엔코퍼레이션,66980,Dec-12,-7643076,-7643076,-9911827,-9911827
(주)이엔코퍼레이션,66980,Dec-13,2643437,2643437,-3619581,-3619581
(주)이엔코퍼레이션,66980,Dec-14,-25582640,-25582640,-25648506,-25648506
(주)이엔코퍼레이션,66980,Dec-15,-8422717,2137400,-9531695,2137400
(주)이엔코퍼레이션,66980,Dec-16,1627149,1627149,510661,510661
(주)이엔코퍼레이션,66980,Dec-17,-5335707,-5335707,694226,694226
(주)이엔코퍼레이션,66980,Dec-18,-8604080,-8604080,-12549688,-12549688
(주)이엔코퍼레이션,66980,Dec-19,4032272,4032272,4295549,4295549
(주)이엔플러스,74610,Dec-11,-5283544,-5283544,-5049557,-5049557
(주)이엔플러스,74610,Dec-12,-3691216,-3691216,-4497924,-4497924
(주)이엔플러스,74610,Dec-13,-1310082,-1310082,-1751094,-1751094
(주)이엔플러스,74610,Dec-14,752802,752802,514726,514726
(주)이엔플러스,74610,Dec-15,685834,685834,622114,622114
(주)이엔플러스,74610,Dec-16,2070551,2070551,2156132,2156132
(주)이엔플러스,74610,Dec-17,-11769596,-11769596,-9255967,-9255967
(주)이엔플러스,74610,Dec-18,-8337195,-8337195,-1232766,-1232766
(주)이엔플러스,74610,Dec-19,-34347929,-34347929,-39106141,-39106141
(주)이엘피,63760,Dec-17,16079545,16079545,16256839,16256839
(주)이엘피,63760,Dec-18,14827685,14827685,14642103,14642103
(주)이엘피,63760,Dec-19,4073790,4073790,4105582,4105582
(주)이엠넷,123570,Dec-11,4396229,4396229,4483159,4483159
(주)이엠넷,123570,Dec-12,5182072,5182072,4923716,4923716
(주)이엠넷,123570,Dec-13,2463144,2463144,2626592,2626592
(주)이엠넷,123570,Dec-14,2198433,2198433,1338413,1338413
(주)이엠넷,123570,Dec-15,2665803,2665803,2037917,2037917
(주)이엠넷,123570,Dec-16,2244611,2244611,882225,882225
(주)이엠넷,123570,Dec-17,3848912,3848912,2692632,2692632
(주)이엠넷,123570,Dec-18,4500362,4500362,7159978,7159978
(주)이엠넷,123570,Dec-19,8095508,8095508,6027278,6027278
(주)이엠앤아이,83470,Dec-11,-7934377,-7934377,-9605219,-9605219
(주)이엠앤아이,83470,Dec-12,2803864,2803864,1710554,1710554
(주)이엠앤아이,83470,Dec-13,434685,434685,6381790,6381790
(주)이엠앤아이,83470,Dec-14,8521711,8521711,6233705,6233705
(주)이엠앤아이,83470,Dec-15,4747455,4747455,5067788,5067788
(주)이엠앤아이,83470,Dec-16,-3129844,-3129844,3378668,3378668
(주)이엠앤아이,83470,Dec-17,-33747717,-33747717,-26735808,-26735808
(주)이엠앤아이,83470,Dec-18,-48766767,-48766767,-69866100,-69866100
(주)이엠앤아이,83470,Dec-19,27249810,27249810,29969603,29969603
(주)이엠텍,91120,Dec-11,2456147,2456147,-1450743,-1450743
(주)이엠텍,91120,Dec-12,19573701,19573701,13159065,13159065
(주)이엠텍,91120,Dec-13,23124496,23124496,20823384,20823384
(주)이엠텍,91120,Dec-14,10287268,10287268,13506724,13506724
(주)이엠텍,91120,Dec-15,12340157,12340157,15506523,15506523
(주)이엠텍,91120,Dec-16,12289325,12289325,7396423,7396423
(주)이엠텍,91120,Dec-17,5935049,5935049,3919552,3919552
(주)이엠텍,91120,Dec-18,23678220,23678220,31747919,31747919
(주)이엠텍,91120,Dec-19,-440765,-440765,-8488768,-8488768
(주)이오테크닉스,39030,Dec-11,17717068,17717068,14839814,14839814
(주)이오테크닉스,39030,Dec-12,27640354,27640354,26482514,26482514
(주)이오테크닉스,39030,Dec-13,34507111,34507111,27538506,27538506
(주)이오테크닉스,39030,Dec-14,42322875,42322875,44055342,44055342
(주)이오테크닉스,39030,Dec-15,24700891,24700891,23087578,23087578
(주)이오테크닉스,39030,Dec-16,19443122,19443122,7037909,7037909
(주)이오테크닉스,39030,Dec-17,42991245,42991245,18364193,18364193
(주)이오테크닉스,39030,Dec-18,21883396,21883396,5477796,5477796
(주)이오테크닉스,39030,Dec-19,11846028,11846028,7255388,7255388
(주)이원,17940,Dec-11,72965002,72965002,63718908,63718908
(주)이원,17940,Dec-12,90460964,90460964,71659530,71659530
(주)이원,17940,Dec-13,33847406,33847406,58935462,58935462
(주)이원,17940,Dec-14,40879737,40879737,43679769,43679769
(주)이원,17940,Dec-15,103521,103521,77688185,77688185
(주)이원,17940,Dec-16,-37939686,-37939686,52856110,52856110
(주)이원,17940,Dec-17,86762513,86762513,63939714,63939714
(주)이원,17940,Dec-18,79242176,79242176,63905827,63905827
(주)이원,17940,Dec-19,-52402497,-52402497,16232362,16232362
(주)이월드,84680,Dec-11,-6463271,-6463271,-6463271,-6463271
(주)이월드,84680,Dec-12,-18336581,-18336581,-6792503,-6792503
(주)이월드,84680,Dec-13,-18080580,,-12199658,-18080580
(주)이월드,84680,Dec-14,,,3967999,3967999
(주)이월드,84680,Dec-15,,,-2436193,-2436193
(주)이월드,84680,Dec-16,,,2076548,2076548
(주)이월드,84680,Dec-17,,,3758538,3758538
(주)이월드,84680,Dec-18,,,9294040,9294040
(주)이월드,84680,Dec-19,,,12866243,12866243
(주)이즈미디어,181340,Dec-17,329277,329277,-909529,-909529
(주)이즈미디어,181340,Dec-18,3505668,3505668,3105980,3105980
(주)이즈미디어,181340,Dec-19,-1767689,-1767689,-1489261,-1489261
(주)이지,37370,Dec-11,462512,462512,3419716,3419716
(주)이지,37370,Dec-12,-1171803,-1171803,5275971,5275971
(주)이지,37370,Dec-13,4749380,4749380,4961250,4961250
(주)이지,37370,Dec-14,3155134,3155134,2705688,2705688
(주)이지,37370,Dec-15,-4934115,-4934115,2723137,2723137
(주)이지,37370,Dec-16,-120962,-300962,320568,-667400
(주)이지,37370,Dec-17,-1001606,-1001606,-1344581,-1344581
(주)이지,37370,Dec-18,-17149382,-17149382,-16437847,-16437847
(주)이지,37370,Dec-19,-649697,-649697,1478688,1478688
(주)이지홀딩스,35810,Dec-11,6986651,6986651,4775814,4775814
(주)이지홀딩스,35810,Dec-12,22599098,8776150,14416628,14416628
(주)이지홀딩스,35810,Dec-13,10796697,10796697,15130854,15130854
(주)이지홀딩스,35810,Dec-14,17420750,17420750,17403058,17403058
(주)이지홀딩스,35810,Dec-15,15463934,15463934,16178432,16178432
(주)이지홀딩스,35810,Dec-16,33128129,33128129,20067617,20067617
(주)이지홀딩스,35810,Dec-17,50878005,50878005,16268299,16268299
(주)이지홀딩스,35810,Dec-18,41687392,41687392,5954153,5954153
(주)이지홀딩스,35810,Dec-19,-13028829,-13028829,15135572,15135572
(주)이큐셀,160600,Dec-15,6305711,6305711,6373334,6373334
(주)이큐셀,160600,Dec-16,561770,561770,806038,806038
(주)이큐셀,160600,Dec-17,684905,684905,1782749,1782749
(주)이큐셀,160600,Dec-18,5192627,5192627,5819397,5819397
(주)이큐셀,160600,Dec-19,-39730980,-38394365,-39569186,-40192444
(주)이크레더블,92130,Sep-11,5669127,5669127,5669127,5669127
(주)이크레더블,92130,Sep-12,5620143,5620143,5420506,5420506
(주)이크레더블,92130,Dec-13,5959282,5959282,5333092,5333092
(주)이크레더블,92130,Dec-14,6471624,6471624,5743038,5743038
(주)이크레더블,92130,Dec-15,7793160,7793160,7028238,7028238
(주)이크레더블,92130,Dec-16,9844628,9844628,9252659,9252659
(주)이크레더블,92130,Dec-17,10905313,10905313,10272309,10272309
(주)이크레더블,92130,Dec-18,12524753,12524753,11806614,11806614
(주)이크레더블,92130,Dec-19,13651537,13651537,12957448,12957448
(주)이퓨쳐,134060,Dec-11,,,-108376,-108376
(주)이퓨쳐,134060,Dec-12,,,41547,41547
(주)이퓨쳐,134060,Dec-13,,,770337,770337
(주)이퓨쳐,134060,Dec-14,,,622496,622496
(주)이퓨쳐,134060,Dec-15,,,-357618,-357618
(주)이퓨쳐,134060,Dec-16,,,188200,188200
(주)이퓨쳐,134060,Dec-17,,,-579692,-579692
(주)이퓨쳐,134060,Dec-18,,,333234,333234
(주)이퓨쳐,134060,Dec-19,,,1713288,1713288
(주)인디에프,14990,Dec-11,-25372384,-25372384,-25896253,-25896253
(주)인디에프,14990,Dec-12,-8850116,,-9159812,-9159812
(주)인디에프,14990,Dec-13,-6149214,-6149214,-5787449,-5787449
(주)인디에프,14990,Dec-14,-8124874,-8124874,-8266528,-8266528
(주)인디에프,14990,Dec-15,-5882153,-5882153,-5873378,-5873378
(주)인디에프,14990,Dec-16,-9566490,-9566490,-9568848,-9568848
(주)인디에프,14990,Dec-17,763944,763944,710163,710163
(주)인디에프,14990,Dec-18,226040,226040,200208,200208
(주)인디에프,14990,Dec-19,-3238304,-3238304,-3269905,-3269905
(주)인바디,41830,Dec-11,5648248,5648248,5303605,5303605
(주)인바디,41830,Dec-12,5642752,5642752,4325870,4325870
(주)인바디,41830,Dec-13,6194380,6194380,5566824,5566824
(주)인바디,41830,Dec-14,8879320,8879320,8745881,8745881
(주)인바디,41830,Dec-15,17315248,17315248,15540392,15540392
(주)인바디,41830,Dec-16,16989037,16989037,16020006,16020006
(주)인바디,41830,Dec-17,19330782,19330782,17971479,17971479
(주)인바디,41830,Dec-18,19551398,19551398,20032242,20032242
(주)인바디,41830,Dec-19,20405993,20405993,21726507,21726507
(주)인바이오젠,101140,Dec-11,,,794544,794544
(주)인바이오젠,101140,Dec-12,,,-1368782,-1368782
(주)인바이오젠,101140,Dec-13,,,-1380321,-1380321
(주)인바이오젠,101140,Dec-14,,,-1612376,-1612376
(주)인바이오젠,101140,Dec-15,,,-5686229,-5686229
(주)인바이오젠,101140,Dec-16,,,-2255875,-2255875
(주)인바이오젠,101140,Dec-17,,,-1210953,-1210953
(주)인바이오젠,101140,Dec-18,,,1664029,1664029
(주)인바이오젠,101140,Dec-19,,,13123922,13123922
(주)인산가,277410,Dec-17,,,,
(주)인산가,277410,Dec-18,-930229,-930229,-1036418,-1036418
(주)인산가,277410,Dec-19,3154940,3154940,2879825,2879825
(주)인성정보,33230,Dec-11,3973173,3973173,823172,823172
(주)인성정보,33230,Dec-12,2513015,2513015,1848191,1848191
(주)인성정보,33230,Dec-13,7232539,7232539,4929068,4929068
(주)인성정보,33230,Dec-14,-3350749,-3350749,-5225456,-5225456
(주)인성정보,33230,Dec-15,-10695602,-10695602,-5488465,-10867972
(주)인성정보,33230,Dec-16,1167676,1167676,1101308,1101308
(주)인성정보,33230,Dec-17,-3737487,-3737487,-3541643,-3541643
(주)인성정보,33230,Dec-18,-376954,-376954,-69384,-69384
(주)인성정보,33230,Dec-19,-351863,-351863,-399991,-399991
(주)인스코비,6490,Dec-11,,,-3529425,-3529425
(주)인스코비,6490,Dec-12,,,-8718764,-8718764
(주)인스코비,6490,Dec-13,-7114930,-7114930,-6901096,-6901096
(주)인스코비,6490,Dec-14,-7957420,-7957420,-7757949,-7757949
(주)인스코비,6490,Dec-15,-24542798,-24542798,-22014186,-22014186
(주)인스코비,6490,Dec-16,-6852479,-6852479,-6909975,-6909975
(주)인스코비,6490,Dec-17,-371685,-455167,-3259796,-3259796
(주)인스코비,6490,Dec-18,-8105264,-8105264,-7830805,-7830805
(주)인스코비,6490,Dec-19,-24905320,-24195257,-23784371,-23074308
(주)인지디스플레이,37330,Dec-11,29464695,29464695,13796151,13796151
(주)인지디스플레이,37330,Dec-12,21317305,21317305,14068883,14068883
(주)인지디스플레이,37330,Dec-13,-9006153,-9006153,1752455,1752455
(주)인지디스플레이,37330,Dec-14,2881140,2881140,2694586,2694586
(주)인지디스플레이,37330,Dec-15,3948889,3948889,-5167585,-5167585
(주)인지디스플레이,37330,Dec-16,8488567,8488567,4860665,4860665
(주)인지디스플레이,37330,Dec-17,1324456,1324456,4430028,4430028
(주)인지디스플레이,37330,Dec-18,12152017,12152017,3816601,3816601
(주)인지디스플레이,37330,Dec-19,8555191,8555191,12363662,12363662
(주)인콘,83640,Dec-11,2579345,2579345,1920038,1920038
(주)인콘,83640,Dec-12,1468691,1468691,3227528,3227528
(주)인콘,83640,Dec-13,3256353,,3256353,3256353
(주)인콘,83640,Dec-14,,2374364,2374364,2374364
(주)인콘,83640,Dec-15,2181498,2181498,2229271,2229271
(주)인콘,83640,Dec-16,-993892,-993892,-881216,-881216
(주)인콘,83640,Dec-17,951802,951802,860022,860022
(주)인콘,83640,Dec-18,-1210887,-1210887,-1874563,-1874563
(주)인콘,83640,Dec-19,-19706708,-19706708,-11279998,-11279998
(주)인터로조,119610,Dec-11,,,6837900,6837900
(주)인터로조,119610,Dec-12,,,8659144,8659144
(주)인터로조,119610,Dec-13,,,9032514,9032514
(주)인터로조,119610,Dec-14,,,7363219,7363219
(주)인터로조,119610,Dec-15,,12593351,12593351,12593351
(주)인터로조,119610,Dec-16,19347512,19347512,19623035,19623035
(주)인터로조,119610,Dec-17,19274418,19274418,19593544,19593544
(주)인터로조,119610,Dec-18,14598097,14598097,14769548,14769548
(주)인터로조,119610,Dec-19,17555492,17555492,18080487,18080487
(주)인터엠,17250,Sep-11,759756,759756,1158809,1158809
(주)인터엠,17250,Sep-12,1112550,1112550,1153778,1153778
(주)인터엠,17250,Sep-13,1195577,1195577,1301635,1301635
(주)인터엠,17250,Sep-14,3321267,3321267,3392312,3392312
(주)인터엠,17250,Sep-15,2594409,2594409,2380986,2380986
(주)인터엠,17250,Sep-16,195114,195114,938251,938251
(주)인터엠,17250,Sep-17,1964617,1964617,2014666,2014666
(주)인터엠,17250,Sep-18,-5686281,-5686281,-5195776,-5195776
(주)인터엠,17250,Sep-19,-7470836,-7458927,-8274996,-8263087
(주)인터플렉스,51370,Dec-11,,,31081347,31081347
(주)인터플렉스,51370,Dec-12,,,54438492,54438492
(주)인터플렉스,51370,Dec-13,,,-740432,-740432
(주)인터플렉스,51370,Dec-14,,-58777621,-58777621,-58777621
(주)인터플렉스,51370,Dec-15,-82684170,-82684170,-89516396,-89516396
(주)인터플렉스,51370,Dec-16,-55726778,-55726778,-59947178,-59947178
(주)인터플렉스,51370,Dec-17,41649245,41649245,35999774,35999774
(주)인터플렉스,51370,Dec-18,-79426987,-79426987,-81865403,-81865403
(주)인터플렉스,51370,Dec-19,-28269350,-28269350,-27790885,-27790885
(주)인텍플러스,64290,Dec-11,,,4890307,4890307
(주)인텍플러스,64290,Dec-12,,,3083581,3083581
(주)인텍플러스,64290,Dec-13,,,-6824999,-6824999
(주)인텍플러스,64290,Dec-14,,,-5638646,-5638646
(주)인텍플러스,64290,Dec-15,,,452263,452263
(주)인텍플러스,64290,Dec-16,,-3552563,-3552563,-3552563
(주)인텍플러스,64290,Dec-17,-267286,-267286,227513,227513
(주)인텍플러스,64290,Dec-18,-6511370,-6511370,-6774266,-6774266
(주)인텍플러스,64290,Dec-19,5422364,5422364,5455916,5455916
(주)인텔리안테크놀로지스,189300,Dec-16,6176313,6176313,6993746,6993746
(주)인텔리안테크놀로지스,189300,Dec-17,3415922,3415922,3771615,3771615
(주)인텔리안테크놀로지스,189300,Dec-18,9254308,7701978,9793545,8241214
(주)인텔리안테크놀로지스,189300,Dec-19,7167343,7167343,5449931,5449931
(주)인트로메딕,150840,Dec-13,2353601,2353601,2233639,2233639
(주)인트로메딕,150840,Dec-14,1225817,1225817,1167031,1167031
(주)인트로메딕,150840,Dec-15,-874413,-874413,-882048,-882048
(주)인트로메딕,150840,Dec-16,-7038554,,-5581632,-7038554
(주)인트로메딕,150840,Dec-17,,-4191332,-4191332,-3966379
(주)인트로메딕,150840,Dec-18,-5065661,-5065661,-5105384,-5105384
(주)인트로메딕,150840,Dec-19,-19320114,-19320114,-17028032,-17028032
(주)인트론바이오테크놀로지,48530,Dec-11,,,323771,323771
(주)인트론바이오테크놀로지,48530,Dec-12,,,-1184208,-1184208
(주)인트론바이오테크놀로지,48530,Dec-13,,,353675,353675
(주)인트론바이오테크놀로지,48530,Dec-14,,,20531,20531
(주)인트론바이오테크놀로지,48530,Dec-15,,1557912,1557912,1557912
(주)인트론바이오테크놀로지,48530,Dec-16,-610377,-2251866,-584394,-2225883
(주)인트론바이오테크놀로지,48530,Dec-17,-8734807,-8734807,-8641039,-8641039
(주)인트론바이오테크놀로지,48530,Dec-18,8708965,8708965,8774377,8774377
(주)인트론바이오테크놀로지,48530,Dec-19,-3187562,-3187562,-3086521,-3086521
(주)인팩,23810,Dec-11,11284855,11284855,7656381,7656381
(주)인팩,23810,Dec-12,9192174,9192174,4042125,4042125
(주)인팩,23810,Dec-13,17289221,17289221,15503329,15503329
(주)인팩,23810,Dec-14,14320879,14320879,12225675,12225675
(주)인팩,23810,Dec-15,10628525,10628525,6030979,6030979
(주)인팩,23810,Dec-16,9269167,9269167,7273851,7273851
(주)인팩,23810,Dec-17,-2038662,-2038662,4188712,4188712
(주)인팩,23810,Dec-18,2280497,2280497,1786818,1786818
(주)인팩,23810,Dec-19,-4856788,-4856788,-720928,-720928
(주)인포마크,175140,Dec-15,,,-678172,-678172
(주)인포마크,175140,Dec-16,,1082969,1082969,1082969
(주)인포마크,175140,Dec-17,-7394955,-7394955,-6983528,-6983528
(주)인포마크,175140,Dec-18,-505765,-505765,1915432,1249598
(주)인포마크,175140,Dec-19,-10918860,,-11700367,-10918860
(주)인포바인,115310,Dec-11,,,9388143,9388143
(주)인포바인,115310,Dec-12,,,9984560,9984560
(주)인포바인,115310,Dec-13,,11736514,11736514,11736514
(주)인포바인,115310,Dec-14,12202428,12202428,12405455,12405455
(주)인포바인,115310,Dec-15,9635985,9635985,10036966,10036966
(주)인포바인,115310,Dec-16,10854330,10854330,11945879,11945879
(주)인포바인,115310,Dec-17,10603956,10603956,11291454,11291454
(주)인포바인,115310,Dec-18,9648205,9648205,7240777,7240777
(주)인포바인,115310,Dec-19,8994313,8994313,9028113,9028113
(주)인피니트헬스케어,71200,Dec-11,-3074002,-3074002,-1838858,-1838858
(주)인피니트헬스케어,71200,Dec-12,-7070095,-7070095,-5492087,-5492087
(주)인피니트헬스케어,71200,Dec-13,8516173,8516173,8182948,8182948
(주)인피니트헬스케어,71200,Dec-14,1802529,1802529,1566834,1566834
(주)인피니트헬스케어,71200,Dec-15,5635160,5635160,3352385,5422071
(주)인피니트헬스케어,71200,Dec-16,7174766,7174766,7351125,7351125
(주)인피니트헬스케어,71200,Dec-17,1495849,1495849,1792829,1792829
(주)인피니트헬스케어,71200,Dec-18,4837012,4837012,4678175,4678175
(주)인피니트헬스케어,71200,Dec-19,7268999,7268999,7000986,7000986
(주)일승,333430,Dec-19,,,,
(주)일신바이오베이스,68330,Dec-11,,,819011,819011
(주)일신바이오베이스,68330,Dec-12,,1483745,1546461,1579738
(주)일신바이오베이스,68330,Dec-13,1023383,1023383,976157,976157
(주)일신바이오베이스,68330,Dec-14,1879753,1879753,1856746,1856746
(주)일신바이오베이스,68330,Dec-15,2437136,2437136,2391390,2391390
(주)일신바이오베이스,68330,Dec-16,2689141,2689141,2554970,2554970
(주)일신바이오베이스,68330,Dec-17,1809813,1809813,1886607,1886607
(주)일신바이오베이스,68330,Dec-18,2714064,2714064,3133630,3133630
(주)일신바이오베이스,68330,Dec-19,4748918,,4269018,4748918
(주)일신석재,7110,Dec-11,,,679001,802786
(주)일신석재,7110,Dec-12,,,816346,816346
(주)일신석재,7110,Dec-13,,,326717,326717
(주)일신석재,7110,Dec-14,,,-568366,-568366
(주)일신석재,7110,Dec-15,,,-2587787,-2587787
(주)일신석재,7110,Dec-16,,,-2242721,-2242721
(주)일신석재,7110,Dec-17,,,169046,169046
(주)일신석재,7110,Dec-18,,,413277,413277
(주)일신석재,7110,Dec-19,,,909320,909320
(주)일야,58450,Dec-11,-3627071,-3627071,-4076260,-4076260
(주)일야,58450,Dec-12,-8617495,,-6729886,-8617495
(주)일야,58450,Dec-13,,,1472011,1472011
(주)일야,58450,Dec-14,,,3253584,3253584
(주)일야,58450,Dec-15,,,2843897,2843897
(주)일야,58450,Dec-16,,,2078887,2078887
(주)일야,58450,Dec-17,,,-4782793,-4782793
(주)일야,58450,Dec-18,,-11625465,-11625465,-11625465
(주)일야,58450,Dec-19,-3345564,-3345564,-3416597,-3416597
(주)일지테크,19540,Dec-11,4605337,4605337,5172500,5172500
(주)일지테크,19540,Dec-12,7668841,7668841,19468478,19468478
(주)일지테크,19540,Dec-13,11441874,11441874,13992590,13992590
(주)일지테크,19540,Dec-14,27894338,27894338,17741070,17741070
(주)일지테크,19540,Dec-15,8577330,8577330,10902973,10902973
(주)일지테크,19540,Dec-16,18929658,18929658,9794770,9794770
(주)일지테크,19540,Dec-17,8168307,8168307,11245785,11245785
(주)일지테크,19540,Dec-18,-3448334,-3448334,7533275,7533275
(주)일지테크,19540,Dec-19,-4279362,-4279362,3180074,3180074
(주)일진파워,94820,Dec-11,,,4746732,4746732
(주)일진파워,94820,Dec-12,,,526365,526365
(주)일진파워,94820,Dec-13,,4438682,4438682,4438682
(주)일진파워,94820,Dec-14,5251545,5251545,4658564,4658564
(주)일진파워,94820,Dec-15,2925579,2925579,3252595,3252595
(주)일진파워,94820,Dec-16,6662440,6662440,6906893,6906893
(주)일진파워,94820,Dec-17,14599266,14599266,14579108,14579108
(주)일진파워,94820,Dec-18,15837894,15837894,15837894,15837894
(주)일진파워,94820,Dec-19,11769340,11769340,11769340,11769340
(주)잇츠한불,226320,Dec-15,83670056,83670056,83736160,83736160
(주)잇츠한불,226320,Dec-16,58347858,66666738,58386785,35514041
(주)잇츠한불,226320,Dec-17,42011737,42011737,27499575,27499575
(주)잇츠한불,226320,Dec-18,18555764,18555764,8802619,8802619
(주)잇츠한불,226320,Dec-19,7436709,7436709,-3099622,-3099622
(주)잉크테크,49550,Dec-11,-9315928,-9315928,-9690954,-9690954
(주)잉크테크,49550,Dec-12,1805372,1805372,1916370,1916370
(주)잉크테크,49550,Dec-13,485692,485692,131372,131372
(주)잉크테크,49550,Dec-14,-12297456,-12297456,-12560556,-12560556
(주)잉크테크,49550,Dec-15,-19543967,-19543967,-19999973,-19999973
(주)잉크테크,49550,Dec-16,-5547215,-5547215,-5538645,-5538645
(주)잉크테크,49550,Dec-17,-22036238,-22036238,-21692155,-21692155
(주)잉크테크,49550,Dec-18,-4250079,-4250079,-3631735,-3631735
(주)잉크테크,49550,Dec-19,-2834245,-2834245,-3433631,-3433631
(주)자비스,254120,Dec-16,,,,
(주)자비스,254120,Dec-17,,,,
(주)자비스,254120,Dec-18,,,,
(주)자비스,254120,Dec-19,-7321879,-7321879,-6763495,-6763495
(주)자연과환경,43910,Dec-11,-21172939,-21172939,-21350927,-21350927
(주)자연과환경,43910,Dec-12,-6839421,-6839421,-6517815,-6517815
(주)자연과환경,43910,Dec-13,-6852437,-6852437,-6841387,-6841387
(주)자연과환경,43910,Dec-14,-25305551,-25305551,-25209836,-25209836
(주)자연과환경,43910,Dec-15,313975,313975,227339,227339
(주)자연과환경,43910,Dec-16,-9707512,-9707512,-9281661,-9281661
(주)자연과환경,43910,Dec-17,-6765333,-6765333,-5674524,-5674524
(주)자연과환경,43910,Dec-18,610712,610712,1107576,1107576
(주)자연과환경,43910,Dec-19,-2682157,-2622452,-2055938,-2055938
(주)장원테크,174880,Dec-16,3310397,3310397,-2853202,-2853202
(주)장원테크,174880,Dec-17,-3135563,-3135563,-3493073,-3493073
(주)장원테크,174880,Dec-18,9187435,9187435,7669537,7669537
