회사명,거래소코드,회계년도,매출액(IFRS연결),매출채권(IFRS연결),매출액(IFRS개별),매출채권(IFRS개별)
(주)코디엠,224060,Dec-19,11785340,5684928,10994170,5648628
(주)코렌텍,104540,Dec-13,28262583,11939609,26816847,12370251
(주)코렌텍,104540,Dec-14,26582778,13214798,25057681,13899204
(주)코렌텍,104540,Dec-15,30346648,16103500,28022669,17242123
(주)코렌텍,104540,Dec-16,35974058,17574108,33128629,19120005
(주)코렌텍,104540,Dec-17,37848863,16970369,34489999,18761337
(주)코렌텍,104540,Dec-18,33405771,16494133,33162333,14400672
(주)코렌텍,104540,Dec-19,40189165,18148306,40160881,17019296
(주)코리아나화장품,27050,Dec-11,105626347,15425666,98241147,16164906
(주)코리아나화장품,27050,Dec-12,97725699,11574247,91874297,12599143
(주)코리아나화장품,27050,Dec-13,95705637,12154859,90802891,12752553
(주)코리아나화장품,27050,Dec-14,101113985,12865788,95875695,14200059
(주)코리아나화장품,27050,Dec-15,136517442,15443111,132265577,16197463
(주)코리아나화장품,27050,Dec-16,124019612,14170447,117715807,15224186
(주)코리아나화장품,27050,Dec-17,111708970,14094512,104418987,14934972
(주)코리아나화장품,27050,Dec-18,115727727,15239498,103382174,15871408
(주)코리아나화장품,27050,Dec-19,117202282,9884133,104498899,11105438
(주)코리아센터,290510,Dec-19,251498425,26484194,60654091,6619927
(주)코리아써키트,7810,Dec-11,402015466,81139288,348086886,76766535
(주)코리아써키트,7810,Dec-12,519497206,64856894,439777883,55200774
(주)코리아써키트,7810,Dec-13,547056321,50745333,461211813,36140839
(주)코리아써키트,7810,Dec-14,553161676,63750084,446627051,45724508
(주)코리아써키트,7810,Dec-15,564337230,68477177,479113668,53989633
(주)코리아써키트,7810,Dec-16,545300471,92245121,473115281,77035159
(주)코리아써키트,7810,Dec-17,591598882,83561442,520449531,72455898
(주)코리아써키트,7810,Dec-18,535824715,79930704,470282408,64795918
(주)코리아써키트,7810,Dec-19,543423599,91226761,464928460,77874821
(주)코리아에스이,101670,Dec-11,,,17043512,6731094
(주)코리아에스이,101670,Dec-12,,,15021697,5592673
(주)코리아에스이,101670,Dec-13,,,15303457,4293892
(주)코리아에스이,101670,Dec-14,,,10057353,3128449
(주)코리아에스이,101670,Dec-15,,,13625089,4651746
(주)코리아에스이,101670,Dec-16,,,14685102,3667569
(주)코리아에스이,101670,Dec-17,15575053,3602320,13030513,3170594
(주)코리아에스이,101670,Dec-18,14292442,3410912,11525626,2898263
(주)코리아에스이,101670,Dec-19,13269092,2414763,11770769,2063880
(주)코맥스,36690,Dec-11,97232046,30598449,92576852,25533852
(주)코맥스,36690,Dec-12,88535834,30641952,88318606,30659719
(주)코맥스,36690,Dec-13,101190432,37839506,100650673,37828082
(주)코맥스,36690,Dec-14,109601468,32302342,108511513,32880497
(주)코맥스,36690,Dec-15,114259254,34709523,114588992,34583284
(주)코맥스,36690,Dec-16,131799755,35820600,130828797,36378757
(주)코맥스,36690,Dec-17,140191670,42376277,140251626,41823553
(주)코맥스,36690,Dec-18,144404504,43398541,143251522,43236396
(주)코맥스,36690,Dec-19,143101259,45927113,141560724,45582554
(주)코메론,49430,Dec-11,71184833,9363734,41509338,7871125
(주)코메론,49430,Dec-12,64721357,9140914,40747857,8926189
(주)코메론,49430,Dec-13,57260368,9294859,44168185,10168910
(주)코메론,49430,Dec-14,62019224,10061968,49206110,12764536
(주)코메론,49430,Dec-15,67912627,9921566,51961667,11439290
(주)코메론,49430,Dec-16,68905533,9598872,57587894,14165789
(주)코메론,49430,Dec-17,68450794,8053001,57281934,11817381
(주)코메론,49430,Dec-18,68746431,9373686,56263805,15744121
(주)코메론,49430,Dec-19,66630535,8467712,53170157,13732389
(주)코미코,183300,Dec-17,125056374,15618941,67620643,5716868
(주)코미코,183300,Dec-18,166567372,20575816,92016326,6541830
(주)코미코,183300,Dec-19,173461446,22960041,86295619,4786249
(주)코미팜,41960,Dec-11,20300520,8297124,18579560,8297124
(주)코미팜,41960,Dec-12,22110189,10902076,20984014,10902075
(주)코미팜,41960,Dec-13,26464655,12097760,25848107,12097759
(주)코미팜,41960,Dec-14,34454104,15043335,34454104,15043335
(주)코미팜,41960,Dec-15,36405104,13591627,36405104,13591627
(주)코미팜,41960,Dec-16,37636362,13705395,37636362,13705395
(주)코미팜,41960,Dec-17,36641053,14337436,35612736,13523573
(주)코미팜,41960,Dec-18,34994051,13841162,34994051,13841162
(주)코미팜,41960,Dec-19,35489960,13315298,36290780,13315298
(주)코세스,89890,Dec-11,,,73348583,12215051
(주)코세스,89890,Dec-12,,,76703224,6835052
(주)코세스,89890,Dec-13,,,33924903,6364639
(주)코세스,89890,Dec-14,,,36893090,5045175
(주)코세스,89890,Dec-15,,,43068850,9904812
(주)코세스,89890,Dec-16,,,27874008,4587713
(주)코세스,89890,Dec-17,,,40922185,9313847
(주)코세스,89890,Dec-18,,,65510151,12770744
(주)코세스,89890,Dec-19,,,65578193,13718786
(주)코센,9730,Dec-11,,,71831910,18311494
(주)코센,9730,Dec-12,,,57546398,12438791
(주)코센,9730,Dec-13,,,54813931,14442769
(주)코센,9730,Dec-14,60619827,15707925,60619827,15707925
(주)코센,9730,Dec-15,57840688,12210678,57840688,12210678
(주)코센,9730,Dec-16,53942891,17233978,53942891,17233978
(주)코센,9730,Dec-17,57272647,13833755,57272647,13833755
(주)코센,9730,Dec-18,54690486,11563458,54690486,11563458
(주)코센,9730,Dec-19,58286145,12455698,54358101,11047301
(주)코스나인,82660,Dec-11,41948955,2590647,24317774,2009581
(주)코스나인,82660,Dec-12,144642730,22397467,57825065,11473875
(주)코스나인,82660,Dec-13,329560818,36813147,135510618,35465001
(주)코스나인,82660,Dec-14,340181128,23860958,116237160,24385372
(주)코스나인,82660,Dec-15,263647344,28396236,60230474,22115955
(주)코스나인,82660,Dec-16,207265945,32666336,64929568,22323404
(주)코스나인,82660,Dec-17,184419003,44116005,29633121,14740231
(주)코스나인,82660,Dec-18,87007413,11272049,7869161,15399476
(주)코스나인,82660,Dec-19,,,18356749,5644870
(주)코스메카코리아,241710,Dec-16,165176125,31647992,152174095,27737840
(주)코스메카코리아,241710,Dec-17,182327850,32124387,158226664,26926741
(주)코스메카코리아,241710,Dec-18,303292618,52888604,206522830,24184091
(주)코스메카코리아,241710,Dec-19,347017988,57535726,194650606,26078362
(주)코스온,69110,Dec-11,,,12706404,3425199
(주)코스온,69110,Dec-12,,,19572843,661336
(주)코스온,69110,Dec-13,,,10590781,4070387
(주)코스온,69110,Dec-14,,,26482611,11364496
(주)코스온,69110,Dec-15,,,61919904,23241182
(주)코스온,69110,Dec-16,83065519,31706962,77287333,30119290
(주)코스온,69110,Dec-17,100485580,28548603,85620455,24614010
(주)코스온,69110,Dec-18,110339643,41198838,83677255,35799950
(주)코스온,69110,Dec-19,109273819,23560116,87425534,18973302
(주)코썬바이오,204990,Dec-16,,,28617962,15094454
(주)코썬바이오,204990,Dec-17,25656055,44911040,21885626,35824799
(주)코썬바이오,204990,Dec-18,9538711,44428889,8109348,40280247
(주)코썬바이오,204990,Dec-19,2695516,43568729,4971604,43164157
(주)코아스,71950,Dec-11,,,85674154,48343619
(주)코아스,71950,Dec-12,76689973,51584415,76689973,51584415
(주)코아스,71950,Dec-13,88205985,42697461,86235377,42496492
(주)코아스,71950,Dec-14,98865609,37395738,96549996,36921029
(주)코아스,71950,Dec-15,96543277,25699789,95420564,25304583
(주)코아스,71950,Dec-16,97114676,24377509,95622309,24212106
(주)코아스,71950,Dec-17,114066385,28121218,111953910,27704945
(주)코아스,71950,Dec-18,108592320,27162357,105463463,25916091
(주)코아스,71950,Dec-19,112874041,23637796,111573398,23619937
(주)코아시아,45970,Dec-11,225605229,49660958,2237657,739510
(주)코아시아,45970,Dec-12,232726081,44197323,2446883,943741
(주)코아시아,45970,Dec-13,287641466,40275259,1045729,2186548
(주)코아시아,45970,Dec-14,256190480,36458927,1197948,2917842
(주)코아시아,45970,Dec-15,277561320,43289637,1768437,876525
(주)코아시아,45970,Dec-16,396061922,32416619,9429026,722016
(주)코아시아,45970,Dec-17,424250341,44451618,4759216,1055327
(주)코아시아,45970,Dec-18,378373276,31079449,5486096,1178492
(주)코아시아,45970,Dec-19,438868162,38709725,92228286,18723204
(주)코아시아옵틱스,196450,Dec-14,34003314,14332465,34372397,14271264
(주)코아시아옵틱스,196450,Dec-15,55771549,22260761,54078161,17392384
(주)코아시아옵틱스,196450,Dec-16,39695061,10115516,27291639,9416328
(주)코아시아옵틱스,196450,Dec-17,14231304,10871473,11299145,10796473
(주)코아시아옵틱스,196450,Dec-18,9054296,11551290,8332433,11550290
(주)코아시아옵틱스,196450,Dec-19,86156042,13370630,68698817,16446890
(주)코엔텍,29960,Dec-11,32481918,4965827,26576187,4326021
(주)코엔텍,29960,Dec-12,37954321,4470653,31823757,3851432
(주)코엔텍,29960,Dec-13,38761496,5647774,31718394,4750087
(주)코엔텍,29960,Dec-14,41597450,5537989,34502273,4769074
(주)코엔텍,29960,Dec-15,42298254,6398168,33913775,5384573
(주)코엔텍,29960,Dec-16,55095779,9180146,48583970,7273409
(주)코엔텍,29960,Dec-17,61255105,9246928,53606953,7669492
(주)코엔텍,29960,Dec-18,72239031,8128556,64252487,8157486
(주)코엔텍,29960,Dec-19,,,71114061,8554939
(주)코오롱,2020,Dec-11,592073843,507477249,54420816,705192
(주)코오롱,2020,Dec-12,4713474822,417494035,58723557,1685584
(주)코오롱,2020,Dec-13,4427687063,457004287,62686234,1240727
(주)코오롱,2020,Dec-14,4139649552,430848953,59152501,724460
(주)코오롱,2020,Dec-15,3820812376,298148294,54932379,165000
(주)코오롱,2020,Dec-16,3936858959,278597003,52652827,405561
(주)코오롱,2020,Dec-17,4392955166,258732906,60369419,219357
(주)코오롱,2020,Dec-18,4324491258,225809213,58173002,181868
(주)코오롱,2020,Dec-19,4405957744,212084139,60462265,116560
(주)코원플레이,56000,Dec-11,73923620,14062880,53965470,9972080
(주)코원플레이,56000,Dec-12,32576529,5408004,30108280,6298322
(주)코원플레이,56000,Dec-13,29535151,4758841,21845946,5642184
(주)코원플레이,56000,Dec-14,31463462,6450005,23755138,5678210
(주)코원플레이,56000,Dec-15,14986884,3464700,14315823,2582529
(주)코원플레이,56000,Dec-16,,,29984912,4506623
(주)코원플레이,56000,Dec-17,30676039,3398133,28767652,1592849
(주)코원플레이,56000,Dec-18,25727901,2091765,19715433,1188048
(주)코원플레이,56000,Dec-19,19805335,1978024,14925981,1148371
(주)코윈테크,282880,Dec-19,91102339,34991330,91102339,34991330
(주)코이즈,121850,Dec-12,35504279,6033702,35081512,6838285
(주)코이즈,121850,Dec-13,24137513,6394126,23850267,8273961
(주)코이즈,121850,Dec-14,27864355,7187708,27672251,14196368
(주)코이즈,121850,Dec-15,26005034,5381158,22911803,6640032
(주)코이즈,121850,Dec-16,31440808,7414707,28975469,8740543
(주)코이즈,121850,Dec-17,26389826,2392275,21082535,2352965
(주)코이즈,121850,Dec-18,19147494,2371922,17016870,1541304
(주)코이즈,121850,Dec-19,35464086,4037592,32361376,4061768
(주)코콤,15710,Dec-11,80976405,30930469,80976405,30930469
(주)코콤,15710,Dec-12,83325226,27543546,83264613,27543546
(주)코콤,15710,Dec-13,95237687,34929006,95215396,34929006
(주)코콤,15710,Dec-14,103538393,27344967,103538393,27344967
(주)코콤,15710,Dec-15,110754965,27828753,110754965,27828753
(주)코콤,15710,Dec-16,113892164,33439738,113892164,33439738
(주)코콤,15710,Dec-17,143089164,36166945,143089164,36166945
(주)코콤,15710,Dec-18,163612643,42390602,163612643,42390602
(주)코콤,15710,Dec-19,133903684,36642724,133903684,36642724
(주)코텍,52330,Dec-11,,,160410463,50764237
(주)코텍,52330,Dec-12,,,162916100,40773549
(주)코텍,52330,Dec-13,,,169811475,26241542
(주)코텍,52330,Dec-14,,,148845717,36648835
(주)코텍,52330,Dec-15,,,242012570,50991727
(주)코텍,52330,Dec-16,,,297954883,75175564
(주)코텍,52330,Dec-17,,,327482316,82719649
(주)코텍,52330,Dec-18,,,346599584,75158619
(주)코텍,52330,Dec-19,285258696,48670025,285254264,48677222
(주)코퍼스코리아,322780,Dec-19,,,,
(주)코프라,126600,Dec-11,,,84182929,19872239
(주)코프라,126600,Dec-12,,,88396764,20526164
(주)코프라,126600,Dec-13,91297124,21447414,91297124,21447414
(주)코프라,126600,Dec-14,105294129,22344060,106408968,23655403
(주)코프라,126600,Dec-15,115810321,27056561,111032727,29494935
(주)코프라,126600,Dec-16,130126018,34960676,119147770,39064532
(주)코프라,126600,Dec-17,134792885,39765856,121749156,40707908
(주)코프라,126600,Dec-18,161369458,59739627,141443988,55135628
(주)코프라,126600,Dec-19,182893389,48473237,132583682,46600881
(주)콘텐트리중앙,36420,Dec-19,554208374,68206221,73377032,12238649
(주)콤텍시스템,31820,Dec-11,180706217,58496671,178626024,58017615
(주)콤텍시스템,31820,Dec-12,160422329,51043236,159020939,50738311
(주)콤텍시스템,31820,Dec-13,181677649,57715732,180253440,57540227
(주)콤텍시스템,31820,Dec-14,186113130,49229340,184931656,49031031
(주)콤텍시스템,31820,Dec-15,146291127,37048765,145313732,36982349
(주)콤텍시스템,31820,Dec-16,166860474,56197129,165814378,55983376
(주)콤텍시스템,31820,Dec-17,143622951,31038544,142500270,30919673
(주)콤텍시스템,31820,Dec-18,,,125165448,29179425
(주)콤텍시스템,31820,Dec-19,,,238820532,80713491
(주)큐로,15590,Dec-11,252763353,55072258,243654611,57394676
(주)큐로,15590,Dec-12,282943904,44208341,263752234,46258997
(주)큐로,15590,Dec-13,239973517,61682204,220549121,62927013
(주)큐로,15590,Dec-14,297335288,56845385,273526804,54195622
(주)큐로,15590,Dec-15,,,223716709,75525054
(주)큐로,15590,Dec-16,,,191355119,31966335
(주)큐로,15590,Dec-17,,,156189124,35770890
(주)큐로,15590,Dec-18,,,90218430,32330723
(주)큐로,15590,Dec-19,147117472,34997584,147117472,34491644
(주)큐로컴,40350,Dec-11,9772527,4580278,9880127,4645838
(주)큐로컴,40350,Dec-12,8382819,1799623,8541652,1863615
(주)큐로컴,40350,Dec-13,22244467,2310024,13142280,2052947
(주)큐로컴,40350,Dec-14,21349457,2742673,10903410,1933741
(주)큐로컴,40350,Dec-15,22428307,1229553,12666448,878196
(주)큐로컴,40350,Dec-16,18985337,2741600,12319856,924034
(주)큐로컴,40350,Dec-17,12683664,1890901,11295570,1535602
(주)큐로컴,40350,Dec-18,13915367,714492,10311666,395616
(주)큐로컴,40350,Dec-19,15051780,929850,10211913,538240
(주)큐로홀딩스,51780,Dec-11,13412815,3261565,12907240,3261565
(주)큐로홀딩스,51780,Dec-12,16976025,3436922,12442391,2568251
(주)큐로홀딩스,51780,Dec-13,15744162,2908956,11421749,1979467
(주)큐로홀딩스,51780,Dec-14,13124034,2582373,10418215,2067105
(주)큐로홀딩스,51780,Dec-15,14844731,2876248,9090041,2352578
(주)큐로홀딩스,51780,Dec-16,14592405,1697925,8187689,1537858
(주)큐로홀딩스,51780,Dec-17,15357486,2200309,12621098,1854347
(주)큐로홀딩스,51780,Dec-18,25216642,3911207,23127655,3641065
(주)큐로홀딩스,51780,Dec-19,25752114,3733869,22842965,3404595
(주)큐리언트,115180,Dec-16,,,0,0
(주)큐리언트,115180,Dec-17,,,0,0
(주)큐리언트,115180,Dec-18,,,0,0
(주)큐리언트,115180,Dec-19,,,0,0
(주)큐브엔터테인먼트,182360,Dec-13,,,,
(주)큐브엔터테인먼트,182360,Dec-14,,,,
(주)큐브엔터테인먼트,182360,Dec-15,22398853,3440798,22397556,3438757
(주)큐브엔터테인먼트,182360,Dec-16,19465306,4250470,19026988,4251938
(주)큐브엔터테인먼트,182360,Dec-17,24416090,3119372,23463431,3035099
(주)큐브엔터테인먼트,182360,Dec-18,34459464,3306959,32091553,3239257
(주)큐브엔터테인먼트,182360,Dec-19,29829672,3316095,28850936,3529023
(주)큐에스아이,66310,Dec-11,,,27156007,5630189
(주)큐에스아이,66310,Dec-12,26704126,5358025,26704126,5358025
(주)큐에스아이,66310,Dec-13,25635539,5093724,25635539,5845470
(주)큐에스아이,66310,Dec-14,24217429,4752283,24217429,5082968
(주)큐에스아이,66310,Dec-15,25495219,4963560,25495219,5192215
(주)큐에스아이,66310,Dec-16,22020600,4395503,22020600,4591209
(주)큐에스아이,66310,Dec-17,22628424,4917157,22628380,5064449
(주)큐에스아이,66310,Dec-18,18823761,3967100,18823761,4264885
(주)큐에스아이,66310,Dec-19,22679509,4987580,22679509,4666972
(주)크라운제과,264900,Dec-17,,,344292781,75899744
(주)크라운제과,264900,Dec-18,,,388532243,69662346
(주)크라운제과,264900,Dec-19,,,386613876,67998511
(주)크라운해태홀딩스,5740,Dec-11,1113353731,184448292,400481779,65342093
(주)크라운해태홀딩스,5740,Dec-12,1134459198,186552783,418237574,65969348
(주)크라운해태홀딩스,5740,Dec-13,1118298354,191378967,428762601,64457654
(주)크라운해태홀딩스,5740,Dec-14,1084125414,184653304,420759939,63741942
(주)크라운해태홀딩스,5740,Dec-15,1204012618,174327842,430980191,62649726
(주)크라운해태홀딩스,5740,Dec-16,1188834513,197148114,418060902,63431030
(주)크라운해태홀딩스,5740,Dec-17,1002111628,221102239,12955223,1179510
(주)크라운해태홀딩스,5740,Dec-18,1092084364,188149734,18172594,1063264
(주)크라운해태홀딩스,5740,Dec-19,1055213955,163051293,17119663,1320717
(주)크레버스,96240,Dec-11,103348845,13620883,95923480,13495365
(주)크레버스,96240,Dec-12,112980537,18660167,89607117,17700602
(주)크레버스,96240,Dec-13,125262571,23064312,84756055,21973261
(주)크레버스,96240,Dec-14,130461470,22886214,80162154,24148067
(주)크레버스,96240,Dec-15,135508996,22662797,75049006,23060797
(주)크레버스,96240,Dec-16,138574465,25601851,71583840,25418184
(주)크레버스,96240,Dec-17,147363632,24773388,73090572,23051702
(주)크레버스,96240,Dec-18,152690562,15901010,75944381,22028594
(주)크레버스,96240,Dec-19,174974828,16051714,87349230,21773365
(주)크리스에프앤씨,110790,Dec-18,257887299,13449693,255540733,14201964
(주)크리스에프앤씨,110790,Dec-19,259452905,14068450,257477444,14567332
(주)크린앤사이언스,45520,Dec-11,44703043,10668141,44770109,10723938
(주)크린앤사이언스,45520,Dec-12,47068217,11256529,46929232,11487972
(주)크린앤사이언스,45520,Dec-13,54208174,12179232,53948570,12775031
(주)크린앤사이언스,45520,Dec-14,56226928,12933168,55630258,12964313
(주)크린앤사이언스,45520,Dec-15,59520256,12923531,58855232,12707699
(주)크린앤사이언스,45520,Dec-16,59971176,16335721,59675152,16381781
(주)크린앤사이언스,45520,Dec-17,77107947,17679379,76754464,18043229
(주)크린앤사이언스,45520,Dec-18,95238575,24121212,94801718,25060578
(주)크린앤사이언스,45520,Dec-19,118318802,29267496,117760212,30579857
(주)클라우드에어,36170,Dec-11,,,20387077,4299757
(주)클라우드에어,36170,Dec-12,65804705,16133941,63933030,15791744
(주)클라우드에어,36170,Dec-13,75783205,15826743,75788423,15672614
(주)클라우드에어,36170,Dec-14,73979284,15464386,73979284,15303903
(주)클라우드에어,36170,Dec-15,20574075,5873519,20574075,5873519
(주)클라우드에어,36170,Dec-16,17665255,3859648,16757319,3821814
(주)클라우드에어,36170,Dec-17,16593462,3601369,15570249,3540731
(주)클라우드에어,36170,Dec-18,14413626,2495117,14190606,2495117
(주)클라우드에어,36170,Dec-19,13489259,2515289,13489259,2514405
(주)클래시스,214150,Dec-15,,,,
(주)클래시스,214150,Dec-16,,,,
(주)클래시스,214150,Dec-17,34868166,2439659,34629233,2611257
(주)클래시스,214150,Dec-18,47481790,2473974,46944935,2536674
(주)클래시스,214150,Dec-19,81133257,3006467,80095778,3033624
(주)클리오,237880,Dec-16,193589949,19815329,196437347,23196593
(주)클리오,237880,Dec-17,193680144,19999896,190599980,25130609
(주)클리오,237880,Dec-18,187378290,22218595,184440131,27195372
(주)클리오,237880,Dec-19,250382613,30444214,247598026,37248450
(주)키다리스튜디오,20120,Dec-11,,,4188072,3952622
(주)키다리스튜디오,20120,Dec-12,,,9215652,6216072
(주)키다리스튜디오,20120,Dec-13,,,22200002,7565561
(주)키다리스튜디오,20120,Dec-14,22362585,9719811,20010522,9093476
(주)키다리스튜디오,20120,Dec-15,28305620,10689910,23289240,10497258
(주)키다리스튜디오,20120,Dec-16,,,25254650,3329901
(주)키다리스튜디오,20120,Dec-17,14286729,1079030,11903649,733590
(주)키다리스튜디오,20120,Dec-18,,,19622961,1034336
(주)키다리스튜디오,20120,Dec-19,26737870,1801528,25189266,1827011
(주)키이스트,54780,Dec-11,,,26141294,4402145
(주)키이스트,54780,Dec-12,33060667,9415552,23894934,2005547
(주)키이스트,54780,Dec-13,69465294,7352921,24170573,3225457
(주)키이스트,54780,Dec-14,88851356,7742021,42979186,3228374
(주)키이스트,54780,Dec-15,106170757,8802393,38041616,2831257
(주)키이스트,54780,Dec-16,93247807,8112576,25549279,499302
(주)키이스트,54780,Dec-17,106170053,6442029,21429057,843891
(주)키이스트,54780,Dec-18,103736090,5275921,15148220,650892
(주)키이스트,54780,Dec-19,100245744,6028643,29066328,880957
(주)타이거일렉,219130,Dec-15,26923156,6440326,26115950,6258485
(주)타이거일렉,219130,Dec-16,,,28000475,7234708
(주)타이거일렉,219130,Dec-17,,,33444169,8041852
(주)타이거일렉,219130,Dec-18,,,33746373,7353145
(주)타이거일렉,219130,Dec-19,,,35062583,7715528
(주)탑엔지니어링,65130,Dec-11,153516747,59266668,143262276,58264521
(주)탑엔지니어링,65130,Dec-12,64130411,61513172,63572185,48996460
(주)탑엔지니어링,65130,Dec-13,75998674,25431827,71940348,14497006
(주)탑엔지니어링,65130,Dec-14,103819901,33757143,95273334,23174536
(주)탑엔지니어링,65130,Dec-15,137506883,42051998,128253671,35926623
(주)탑엔지니어링,65130,Dec-16,161030823,42134517,150212268,37874599
(주)탑엔지니어링,65130,Dec-17,176055995,111699466,151177787,48880428
(주)탑엔지니어링,65130,Dec-18,917583139,141122008,194208042,74226358
(주)탑엔지니어링,65130,Dec-19,1305900598,155067274,216906563,94475022
(주)탑코미디어,134580,Dec-13,70893414,18289209,70893414,18289209
(주)탑코미디어,134580,Dec-14,92581017,35074966,92578489,34794054
(주)탑코미디어,134580,Dec-15,107808603,21291259,107808603,21291259
(주)탑코미디어,134580,Dec-16,77354544,24327660,77287004,24327660
(주)탑코미디어,134580,Dec-17,47048592,10370190,47048592,10370191
(주)탑코미디어,134580,Dec-18,44502968,21057039,44502968,21057039
(주)탑코미디어,134580,Dec-19,,,32429047,14326194
(주)태경비케이,14580,Dec-11,,,128036408,30538379
(주)태경비케이,14580,Dec-12,,,126234142,24667597
(주)태경비케이,14580,Dec-13,,,125226073,30313392
(주)태경비케이,14580,Dec-14,,,121842345,25560993
(주)태경비케이,14580,Dec-15,,,113506581,25324266
(주)태경비케이,14580,Dec-16,171527282,43993564,132974930,32452946
(주)태경비케이,14580,Dec-17,212161978,39162377,163437678,27286017
(주)태경비케이,14580,Dec-18,212616333,39796785,165264531,28017017
(주)태경비케이,14580,Dec-19,186439233,34617493,144614854,24512553
(주)태광,23160,Dec-11,,,258887936,105848054
(주)태광,23160,Dec-12,,,356879823,123151445
(주)태광,23160,Dec-13,,,310840198,88501385
(주)태광,23160,Dec-14,,,271572719,102447509
(주)태광,23160,Dec-15,,,274492535,112610572
(주)태광,23160,Dec-16,,,244778890,97488128
(주)태광,23160,Dec-17,,,184151389,77455588
(주)태광,23160,Dec-18,158648382,72330139,158648382,72330139
(주)태광,23160,Dec-19,189754435,78819690,189754435,78819690
(주)태성,323280,Dec-19,,,,
(주)태양,53620,Dec-11,169613205,21068003,168655995,20692214
(주)태양,53620,Dec-12,187372286,23738107,187087106,23995761
(주)태양,53620,Dec-13,207194713,24881022,205807347,24604958
(주)태양,53620,Dec-14,207070717,23177022,206269770,22829987
(주)태양,53620,Dec-15,145514369,19428918,144594329,19757543
(주)태양,53620,Dec-16,148160527,18449979,147772079,18150433
(주)태양,53620,Dec-17,157569823,18055611,157274649,17757646
(주)태양,53620,Dec-18,136715540,16801453,136498964,16399673
(주)태양,53620,Dec-19,141821714,14107527,141559128,13997975
(주)태영건설,9410,Dec-11,2276265894,86949539,1656258525,0
(주)태영건설,9410,Dec-12,2281618316,79928359,1639160744,0
(주)태영건설,9410,Dec-13,2180379230,131362304,1493197330,0
(주)태영건설,9410,Dec-14,1875043214,155302898,1109445110,0
(주)태영건설,9410,Dec-15,1883518737,175878234,1002428220,0
(주)태영건설,9410,Dec-16,2059304924,155909721,984553805,0
(주)태영건설,9410,Dec-17,3266415746,149979652,1490902224,0
(주)태영건설,9410,Dec-18,3850546030,147318311,1996049484,0
(주)태영건설,9410,Dec-19,3924370755,136272363,2175685521,0
(주)태웅,44490,Dec-11,,,480665365,105242923
(주)태웅,44490,Dec-12,,,421515758,80184420
(주)태웅,44490,Dec-13,,,410132757,115463190
(주)태웅,44490,Dec-14,,,411545446,115335541
(주)태웅,44490,Dec-15,,,365346871,106052505
(주)태웅,44490,Dec-16,,,321984454,72411879
(주)태웅,44490,Dec-17,,,304366834,89591227
(주)태웅,44490,Dec-18,,,289546470,97543061
(주)태웅,44490,Dec-19,,,374030762,125966231
(주)태웅로직스,124560,Dec-19,286073126,33962731,273971524,32251051
(주)테라젠이텍스,66700,Dec-11,96247357,40210394,65757218,23555881
(주)테라젠이텍스,66700,Dec-12,79322908,40426695,48684609,24518878
(주)테라젠이텍스,66700,Dec-13,90730510,44596283,56398910,24812139
(주)테라젠이텍스,66700,Dec-14,106580791,52008069,52243893,27995651
(주)테라젠이텍스,66700,Dec-15,98884314,49542065,59878782,35092177
(주)테라젠이텍스,66700,Dec-16,101283309,52804191,60237425,38029187
(주)테라젠이텍스,66700,Dec-17,107591869,52638264,66010923,38782982
(주)테라젠이텍스,66700,Dec-18,117474508,62066173,62724135,36049046
(주)테라젠이텍스,66700,Dec-19,138083445,64698308,65804560,36296073
(주)테스,95610,Dec-11,,,71144866,9549606
(주)테스,95610,Dec-12,,,70350019,2048161
(주)테스,95610,Dec-13,67053692,10393735,67053692,10393735
(주)테스,95610,Dec-14,109677283,6539407,109632247,6519420
(주)테스,95610,Dec-15,100346778,8921199,99853137,8918482
(주)테스,95610,Dec-16,178907934,30395527,178135030,30374297
(주)테스,95610,Dec-17,275790382,14298697,275184465,14296617
(주)테스,95610,Dec-18,287069351,16489579,286535044,16489579
(주)테스,95610,Dec-19,178374964,19031125,177545547,18986067
(주)테이팩스,55490,Dec-17,105852233,13378634,105026830,14379252
(주)테이팩스,55490,Dec-18,108498548,14198885,107459615,15932127
(주)테이팩스,55490,Dec-19,112605437,14128571,111638116,15494119
(주)테크윙,89030,Dec-11,,,101978946,31851421
(주)테크윙,89030,Dec-12,,,91076776,30862898
(주)테크윙,89030,Dec-13,91818794,24322734,84670825,22589539
(주)테크윙,89030,Dec-14,112442521,34088688,103648366,31932730
(주)테크윙,89030,Dec-15,136031630,39103100,134503654,37740658
(주)테크윙,89030,Dec-16,141979322,58539054,133889168,55182978
(주)테크윙,89030,Dec-17,222772282,86744444,185196624,80273795
(주)테크윙,89030,Dec-18,193710297,52414398,183949929,48573524
(주)테크윙,89030,Dec-19,186865006,66745607,160383059,58100344
(주)텔레칩스,54450,Dec-11,,,72005501,7825577
(주)텔레칩스,54450,Dec-12,,,74031432,0
(주)텔레칩스,54450,Dec-13,,,74010712,4949566
(주)텔레칩스,54450,Dec-14,,,75272434,6458884
(주)텔레칩스,54450,Dec-15,,,82105894,7384207
(주)텔레칩스,54450,Dec-16,100969671,10692269,100889973,10665365
(주)텔레칩스,54450,Dec-17,122666738,14448866,122345980,14411715
(주)텔레칩스,54450,Dec-18,126098776,12737183,126084822,12737222
