회사명,거래소코드,회계년도,매출액(IFRS연결),매출원가(IFRS연결),판관비(IFRS연결),매출액(IFRS개별),매출원가(IFRS개별),판관비(IFRS개별)
(주)텔레칩스,54450,Dec-12,,,,74031432,56124983,19790885
(주)텔레칩스,54450,Dec-13,,,,74010712,60583610,21345568
(주)텔레칩스,54450,Dec-14,,,,75272434,56557728,17008056
(주)텔레칩스,54450,Dec-15,,,,82105894,51956930,25580074
(주)텔레칩스,54450,Dec-16,100969671,57934055,36395185,100889973,57934055,36270033
(주)텔레칩스,54450,Dec-17,122666738,83163112,33169570,122345980,83163112,32981991
(주)텔레칩스,54450,Dec-18,126098776,75751755,42192128,126084822,75751755,42024995
(주)텔레칩스,54450,Dec-19,132195565,73313924,51235280,132011261,73313924,50660102
(주)텔레필드,91440,Dec-11,,,,26495411,17724799,7618109
(주)텔레필드,91440,Dec-12,,,,26986073,18383519,6948593
(주)텔레필드,91440,Dec-13,,,,28038005,18776339,8659724
(주)텔레필드,91440,Dec-14,,,,43608157,29201845,11514514
(주)텔레필드,91440,Dec-15,,,,37423910,25383034,11149919
(주)텔레필드,91440,Dec-16,43098885,33011035,11776823,43098885,33011035,11776823
(주)텔레필드,91440,Dec-17,37433073,24476651,12061133,32656208,21902696,10341678
(주)텔레필드,91440,Dec-18,30225785,28824558,12269343,26571807,26003217,10604609
(주)텔레필드,91440,Dec-19,56538905,38289667,12560703,32548572,20143231,10236566
(주)텔콘알에프제약,200230,Dec-14,58756395,46363194,4325903,58617722,45957723,4002914
(주)텔콘알에프제약,200230,Dec-15,28542711,23960399,4868375,27576675,22831375,4489000
(주)텔콘알에프제약,200230,Dec-16,29840249,26765610,11173649,22065967,19345790,7202991
(주)텔콘알에프제약,200230,Dec-17,41774342,36611463,17244032,29704739,26692319,10898320
(주)텔콘알에프제약,200230,Dec-18,57708456,48198040,17384864,47959827,41138544,12746950
(주)텔콘알에프제약,200230,Dec-19,56590831,41440534,12155141,51215126,37517820,10748255
(주)토니모리,214420,Dec-15,219924760,100820863,101665910,219969833,100760631,101074078
(주)토니모리,214420,Dec-16,233120694,108813598,106667970,236453729,112378889,99887615
(주)토니모리,214420,Dec-17,205732328,82603291,125041983,202696680,79446016,111698656
(주)토니모리,214420,Dec-18,180974833,77532818,108478343,169051236,61902809,97233430
(주)토니모리,214420,Dec-19,172026783,71433495,100868281,160995709,61573656,93694966
(주)토박스코리아,215480,Dec-15,,,,,,
(주)토박스코리아,215480,Dec-16,,,,,,
(주)토박스코리아,215480,Dec-17,,,,30535280,12322094,13678328
(주)토박스코리아,215480,Dec-18,,,,24371645,12794511,13992150
(주)토박스코리아,215480,Dec-19,,,,28366406,13059998,14182721
(주)토비스,51360,Dec-11,320084132,279136357,24213718,316238628,276165147,22351351
(주)토비스,51360,Dec-12,359367228,323865753,26689539,353091356,319785695,23860544
(주)토비스,51360,Dec-13,481225127,428421859,36616642,472790800,423808157,31798920
(주)토비스,51360,Dec-14,609521052,515929811,40293299,606232602,514826249,36992199
(주)토비스,51360,Dec-15,462830228,382748905,48870025,463196078,387093262,42674461
(주)토비스,51360,Dec-16,454454017,377312812,53679425,455566497,383897744,48281346
(주)토비스,51360,Dec-17,522718329,450493316,51604483,523988615,459906816,44715702
(주)토비스,51360,Dec-18,430178783,352194610,49477210,430991035,362424707,42983594
(주)토비스,51360,Dec-19,418881870,336438891,51785213,418056153,345476426,44380119
(주)토탈소프트뱅크,45340,Dec-11,,,,10471414,7761726,4673099
(주)토탈소프트뱅크,45340,Dec-12,,,,10058151,7601885,4368518
(주)토탈소프트뱅크,45340,Dec-13,,,,7784424,5057595,5121305
(주)토탈소프트뱅크,45340,Dec-14,,,,7563215,3114695,3928040
(주)토탈소프트뱅크,45340,Dec-15,,,,6376186,3615712,4173593
(주)토탈소프트뱅크,45340,Dec-16,,,,9419277,5197370,3405545
(주)토탈소프트뱅크,45340,Dec-17,,,,9746423,6117237,3215462
(주)토탈소프트뱅크,45340,Dec-18,,,,11629588,6927398,2749339
(주)토탈소프트뱅크,45340,Dec-19,,,,11817222,6249781,3137933
(주)톱텍,108230,Dec-11,,,,200897503,166513601,9731593
(주)톱텍,108230,Dec-12,148319631,125142191,13041118,148319631,124839385,12897574
(주)톱텍,108230,Dec-13,227094225,192581301,15017022,234597779,197245673,14020918
(주)톱텍,108230,Dec-14,164711685,142087814,8387887,171669358,144642389,6844529
(주)톱텍,108230,Dec-15,230553626,197531869,13550268,228833299,191971665,11953382
(주)톱텍,108230,Dec-16,392662456,340280581,10369075,387475224,332593092,8509122
(주)톱텍,108230,Dec-17,1138438650,907370288,19369905,1136587156,915333723,15990943
(주)톱텍,108230,Dec-18,308791516,281499726,19064725,286184621,261617126,15553354
(주)톱텍,108230,Dec-19,167160373,146075850,27648895,165493724,142789328,19910690
(주)투비소프트,79970,Dec-11,,,,22763586,10982313,9686775
(주)투비소프트,79970,Dec-12,28815346,12930448,12803810,28414902,12940354,12401032
(주)투비소프트,79970,Dec-13,29101197,11936563,13615583,28473623,11661544,13273626
(주)투비소프트,79970,Dec-14,31509878,12745515,16471060,25984496,11030015,13236631
(주)투비소프트,79970,Dec-15,31922860,13017626,17821328,27488534,11520588,14312425
(주)투비소프트,79970,Dec-16,39181813,20594993,16023175,34807407,19121317,13077818
(주)투비소프트,79970,Dec-17,39454565,23443936,26017303,30895429,16343898,20441274
(주)투비소프트,79970,Dec-18,53924737,36505329,26838716,33622689,20624100,17557718
(주)투비소프트,79970,Dec-19,40782024,23416751,28167573,35972724,21078226,19198989
(주)트루윈,105550,Dec-14,,,,36178841,26307183,6892115
(주)트루윈,105550,Dec-15,,,,32165136,28586542,6691446
(주)트루윈,105550,Dec-16,,,,33228923,32335962,15751962
(주)트루윈,105550,Dec-17,,,,35388139,31342005,6530867
(주)트루윈,105550,Dec-18,,,,33647588,26942586,4892022
(주)트루윈,105550,Dec-19,,,,29558743,26949701,5839173
(주)특수건설,26150,Dec-11,,,,113324551,107198451,10310454
(주)특수건설,26150,Dec-12,,,,145122030,134241491,10352399
(주)특수건설,26150,Dec-13,,,,167277059,160835358,11249062
(주)특수건설,26150,Dec-14,,,,153537574,154593356,11982321
(주)특수건설,26150,Dec-15,,,,149042834,136622346,11007151
(주)특수건설,26150,Dec-16,,,,138116060,130406552,7050058
(주)특수건설,26150,Dec-17,131132091,119870278,8594994,128027954,116789723,8560406
(주)특수건설,26150,Dec-18,186200582,174987118,10093742,168210145,157359062,10001741
(주)특수건설,26150,Dec-19,193202917,180634873,11673585,182821495,170253836,11428482
(주)티라유텍,322180,Dec-19,,,,28539531,21625384,4693284
(주)티로보틱스,117730,Dec-18,66524525,50570321,10312391,67518871,51391423,10237216
(주)티로보틱스,117730,Dec-19,51553281,42333098,13217754,52360467,42528097,13202476
(주)티비씨,33830,Dec-11,37600065,24183841,9416189,37073824,23988266,9122377
(주)티비씨,33830,Dec-12,36927962,25325419,8991511,36264741,25060675,8651462
(주)티비씨,33830,Dec-13,33499370,22564383,8966106,33499370,22575240,8968737
(주)티비씨,33830,Dec-14,35232833,24409065,8732012,35232833,24409065,8726805
(주)티비씨,33830,Dec-15,41125286,30046586,9078197,40871385,29941729,8876264
(주)티비씨,33830,Dec-16,38827003,28855500,8145021,38513717,28790649,7867188
(주)티비씨,33830,Dec-17,42211580,31007132,8526664,41921451,30941354,8258510
(주)티비씨,33830,Dec-18,40608939,30435982,7601329,40359498,30409965,7385734
(주)티비씨,33830,Dec-19,49281263,36176910,7856394,49031092,36182935,7621116
(주)티비에이치글로벌,84870,Dec-11,471634836,192722780,247814178,181462213,104238894,74132155
(주)티비에이치글로벌,84870,Dec-12,521060092,209828352,283237850,173470827,101182577,72533496
(주)티비에이치글로벌,84870,Dec-13,555207099,200731085,302116663,166970170,86519535,74267182
(주)티비에이치글로벌,84870,Dec-14,549843829,194886805,326950969,146244923,81348948,80048623
(주)티비에이치글로벌,84870,Dec-15,632110049,218256028,419162010,128501368,76439863,81108639
(주)티비에이치글로벌,84870,Dec-16,722249786,243024512,466829870,158895899,70506830,100893682
(주)티비에이치글로벌,84870,Dec-17,694474511,229465724,444632551,180047261,72421252,106323299
(주)티비에이치글로벌,84870,Dec-18,,,,208807277,92225131,117754048
(주)티비에이치글로벌,84870,Dec-19,,,,210778625,86850472,119495857
(주)티사이언티픽,57680,Dec-11,,,,10719098,8531578,3077952
(주)티사이언티픽,57680,Dec-12,,,,9688822,9167575,3869321
(주)티사이언티픽,57680,Dec-13,8662180,8243642,4022938,8662180,8243642,4022938
(주)티사이언티픽,57680,Dec-14,,,,25144567,20622539,3212546
(주)티사이언티픽,57680,Dec-15,37020529,33418017,5708358,37020529,33418017,5705059
(주)티사이언티픽,57680,Dec-16,29775243,28328328,8471796,29775243,28328328,7988419
(주)티사이언티픽,57680,Dec-17,,,,44382402,41713121,5970369
(주)티사이언티픽,57680,Dec-18,,,,5213668,2485041,4140007
(주)티사이언티픽,57680,Dec-19,,,,7690404,3583443,2075569
(주)티씨케이,64760,Dec-11,,,,59442486,36823957,6669542
(주)티씨케이,64760,Dec-12,,,,48811038,33440177,7382489
(주)티씨케이,64760,Dec-13,,,,35055732,24976524,6600785
(주)티씨케이,64760,Dec-14,,,,45221490,31113200,7058236
(주)티씨케이,64760,Dec-15,,,,61929728,37394542,8445532
(주)티씨케이,64760,Dec-16,,,,89446645,51017419,10999259
(주)티씨케이,64760,Dec-17,,,,130310060,69090382,13489185
(주)티씨케이,64760,Dec-18,,,,170518830,89405974,22037088
(주)티씨케이,64760,Dec-19,,,,171378814,96725034,15482565
(주)티앤알바이오팹,246710,Dec-18,,,,974315,692859,5215336
(주)티앤알바이오팹,246710,Dec-19,,,,1287126,678304,7468483
(주)티에스넥스젠,43220,Dec-11,,,,25509487,23519018,4032668
(주)티에스넥스젠,43220,Dec-12,,,,3513154,3598299,3919930
(주)티에스넥스젠,43220,Dec-13,,,,15274093,12898367,3044808
(주)티에스넥스젠,43220,Dec-14,17706854,15383004,2259243,17731354,15383004,2100956
(주)티에스넥스젠,43220,Dec-15,18479203,20292331,8083597,14425574,14819741,7307885
(주)티에스넥스젠,43220,Dec-16,32850567,30254777,10559156,18536385,16536346,6780918
(주)티에스넥스젠,43220,Dec-17,37440454,35728087,11868372,23192844,25485346,6713599
(주)티에스넥스젠,43220,Dec-18,39527527,41812384,10203851,27959282,33059145,5858442
(주)티에스넥스젠,43220,Dec-19,42661536,32007063,7265802,32394970,24953605,4221961
(주)티에스이,131290,Dec-11,132771090,93764683,16908796,100975654,72116377,11614755
(주)티에스이,131290,Dec-12,99437986,79163594,15392228,62746280,50175713,10256659
(주)티에스이,131290,Dec-13,110666845,91669769,15846004,74874934,62152135,11471601
(주)티에스이,131290,Dec-14,145648441,118512747,17828881,105755004,87818037,12577539
(주)티에스이,131290,Dec-15,132224417,111684395,20023514,81413248,70136697,13343231
(주)티에스이,131290,Dec-16,126712203,115310462,24055516,61654193,58618675,15293566
(주)티에스이,131290,Dec-17,185749435,138060076,24870961,101235629,72403071,14181679
(주)티에스이,131290,Dec-18,184431173,139254359,30342807,107150369,72265112,20785288
(주)티에스이,131290,Dec-19,191490314,139360310,31465641,114955821,76627685,20041987
(주)티에스트릴리온,317240,Dec-19,,,,,,
(주)티에이치엔,19180,Dec-11,146087670,130008136,12527220,138565321,125563212,9208523
(주)티에이치엔,19180,Dec-12,162925090,159140938,16131286,166347384,149816031,10599964
(주)티에이치엔,19180,Dec-13,225496090,219817036,26243273,190518114,170795300,12365222
(주)티에이치엔,19180,Dec-14,229346898,203321476,25374567,179696159,161983794,11010251
(주)티에이치엔,19180,Dec-15,276197806,242087315,28073836,240960633,209854283,19389462
(주)티에이치엔,19180,Dec-16,293815684,253022306,30340360,258025320,229289919,16341088
(주)티에이치엔,19180,Dec-17,312716520,268359924,34670203,263401715,237060558,17239409
(주)티에이치엔,19180,Dec-18,372768605,321795594,39755910,331053733,295809633,22994862
(주)티에이치엔,19180,Dec-19,402190764,342428139,38255183,356789121,316401439,22056196
(주)티엘아이,62860,Dec-11,117886986,93605497,21950502,52328977,41152966,16468531
(주)티엘아이,62860,Dec-12,129817683,102409115,15889112,64400824,46757487,11208234
(주)티엘아이,62860,Dec-13,115998945,99501733,21468170,67278651,46701668,16253817
(주)티엘아이,62860,Dec-14,133379534,101921542,24375959,85727352,58491971,19561341
(주)티엘아이,62860,Dec-15,132750768,105173059,24708105,88281306,63617982,18508274
(주)티엘아이,62860,Dec-16,77429304,55013340,23450230,72365334,54219010,20231761
(주)티엘아이,62860,Dec-17,67241628,49631114,21579704,63190870,48890070,18740192
(주)티엘아이,62860,Dec-18,48492103,45794214,21694180,45356294,45194470,18868829
(주)티엘아이,62860,Dec-19,41981841,31053374,10675065,38672133,30487993,6718666
(주)티움바이오,321550,Dec-19,,,,1113000,0,9132654
(주)티웨이항공,91810,Dec-18,731788991,621250146,62734177,731917177,621022506,64014413
(주)티웨이항공,91810,Dec-19,810449906,755366251,74326338,810637178,755401925,75833985
(주)티웨이홀딩스,4870,Dec-11,,,,8879012,8931527,2961397
(주)티웨이홀딩스,4870,Dec-12,,,,7273315,6470676,2575399
(주)티웨이홀딩스,4870,Dec-13,132566061,113083721,16527538,6709514,5226452,2015392
(주)티웨이홀딩스,4870,Dec-14,236206014,203977456,24255522,17752275,14802248,2391870
(주)티웨이홀딩스,4870,Dec-15,288870360,254242147,30556677,21988238,18205155,2501532
(주)티웨이홀딩스,4870,Dec-16,411870541,358757988,38882141,29114533,24428678,2630489
(주)티웨이홀딩스,4870,Dec-17,612787407,512431345,54825956,28755176,26627982,3008136
(주)티웨이홀딩스,4870,Dec-18,737489328,628822466,65390285,5700337,7572320,2262206
(주)티웨이홀딩스,4870,Dec-19,817530537,764496130,76812924,7080631,9129879,2092685
(주)티케이케미칼,104480,Dec-11,1007351548,940433270,35676672,1000564178,930317082,34261084
(주)티케이케미칼,104480,Dec-12,,,,852763702,830228534,36223990
(주)티케이케미칼,104480,Dec-13,,,,848025474,819435008,28268646
(주)티케이케미칼,104480,Dec-14,,,,808487120,773394335,30786049
(주)티케이케미칼,104480,Dec-15,,,,658977656,622579748,27368135
(주)티케이케미칼,104480,Dec-16,,,,612392890,579103509,26404784
(주)티케이케미칼,104480,Dec-17,,,,714390502,673993296,30917806
(주)티케이케미칼,104480,Dec-18,,,,789034201,710805424,23684378
(주)티케이케미칼,104480,Dec-19,620804114,583585001,27583494,612702078,575641214,26828475
(주)티플랙스,81150,Dec-11,138460771,126408765,3079602,138191727,126277056,3019043
(주)티플랙스,81150,Dec-12,121333472,112976850,3199427,118863955,111477476,2583062
(주)티플랙스,81150,Dec-13,109769137,102025726,3657385,108475891,101448837,2951559
(주)티플랙스,81150,Dec-14,102754411,93447459,4859203,100664742,92453691,3772436
(주)티플랙스,81150,Dec-15,93233989,84744508,5582245,92088256,84479584,3441187
(주)티플랙스,81150,Dec-16,,,,100401651,91681706,4948342
(주)티플랙스,81150,Dec-17,,,,117694298,108856057,5011317
(주)티플랙스,81150,Dec-18,,,,121665673,112945135,5209347
(주)티플랙스,81150,Dec-19,,,,131217033,122051620,5223935
(주)티피씨,130740,Dec-11,,,,43591439,35893527,4247654
(주)티피씨,130740,Dec-12,,,,44568189,37651078,4252644
(주)티피씨,130740,Dec-13,,,,44500080,38824078,4091379
(주)티피씨,130740,Dec-14,,,,49314279,42618624,4680268
(주)티피씨,130740,Dec-15,,,,50815110,42681988,4884433
(주)티피씨,130740,Dec-16,54390115,45110705,5424412,50731367,41669627,5178431
(주)티피씨,130740,Dec-17,51592715,44521056,5771078,45175625,38497196,5125766
(주)티피씨,130740,Dec-18,78436414,64237883,13077835,46243067,39612387,5373384
(주)티피씨,130740,Dec-19,84685070,68712385,15436820,41688505,35676126,4543309
(주)티피씨메카트로닉스,48770,Jun-11,85580776,61483627,14684239,73093769,54632874,10060309
(주)티피씨메카트로닉스,48770,Jun-12,76882299,57232268,16919240,63842912,49010818,11558175
(주)티피씨메카트로닉스,48770,Jun-13,79376433,60952201,15737981,64891281,50909049,10984096
(주)티피씨메카트로닉스,48770,Dec-14,78617990,61053940,16612557,64539548,51125578,12681052
(주)티피씨메카트로닉스,48770,Dec-15,86740197,67987711,17079150,74243663,59989371,12878024
(주)티피씨메카트로닉스,48770,Dec-16,92337671,77874385,16413734,74444535,64364885,13020458
(주)티피씨메카트로닉스,48770,Dec-17,101897097,81001649,15476910,86574975,69667993,12323355
(주)티피씨메카트로닉스,48770,Dec-18,104628102,85856135,15620949,80418607,65256344,12613496
(주)티피씨메카트로닉스,48770,Dec-19,101092281,84861701,16056569,79264294,66070779,13152725
(주)파나진,46210,Dec-11,41453442,38802938,4385987,40731377,36319632,4122131
(주)파나진,46210,Dec-12,,,,28641189,27854204,5046843
(주)파나진,46210,Dec-13,,,,4216038,1789218,5983008
(주)파나진,46210,Dec-14,,,,5011385,2121316,3832946
(주)파나진,46210,Dec-15,,,,5920043,1848459,3914237
(주)파나진,46210,Dec-16,,,,6961089,2531914,5178021
(주)파나진,46210,Dec-17,,,,7394731,3073814,6967649
(주)파나진,46210,Dec-18,,,,7703747,3296731,5747764
(주)파나진,46210,Dec-19,,,,7950193,2847734,5710358
(주)파라다이스,34230,Dec-11,373999219,275205385,47914464,358251746,268500297,40522776
(주)파라다이스,34230,Dec-12,518513911,382913822,45829445,401798843,304690778,34011830
(주)파라다이스,34230,Dec-13,639358241,450556267,54355858,491178874,347377529,37567227
(주)파라다이스,34230,Dec-14,676154687,532082624,65024224,490022427,388033732,51275227
(주)파라다이스,34230,Dec-15,615357061,492742474,64292858,444511022,359718261,50455756
(주)파라다이스,34230,Dec-16,694856269,556420449,72649976,520751140,415120707,51173118
(주)파라다이스,34230,Dec-17,668041930,597720294,100273931,391971788,351647278,42719670
(주)파라다이스,34230,Dec-18,787616484,708978983,76229719,403766411,349450025,38878071
(주)파라다이스,34230,Dec-19,979432909,839893380,87671195,424588401,368967703,36887732
(주)파라텍,33540,Dec-11,114115645,102291567,4532414,112402216,101805461,4039829
(주)파라텍,33540,Dec-12,91358660,82328576,8265441,89929255,82452110,7380485
(주)파라텍,33540,Dec-13,108660143,95879336,6735447,106588578,95734314,5787472
(주)파라텍,33540,Dec-14,132087754,118941364,6114463,130527979,119120756,5352045
(주)파라텍,33540,Dec-15,148169203,135799047,7811136,147846422,135843278,7443546
(주)파라텍,33540,Dec-16,226852268,209917635,11464982,226669028,209976120,11021662
(주)파라텍,33540,Dec-17,259716264,238280813,11845820,259209218,238173295,11452563
(주)파라텍,33540,Dec-18,191164238,179892069,11410815,190819847,179835040,11091892
(주)파라텍,33540,Dec-19,126614043,152227892,11433569,126217108,152032831,10917096
(주)파루,43200,Dec-11,20631050,23196887,11631323,20276203,23232855,11464466
(주)파루,43200,Dec-12,38873420,34383293,8340636,38477097,34383293,8175012
(주)파루,43200,Dec-13,37406974,29411150,6873057,36973596,29411150,6716326
(주)파루,43200,Dec-14,57908344,40068232,14040717,57640974,40139082,13880983
(주)파루,43200,Dec-15,126615552,84490560,32302592,126605756,85070520,31774711
(주)파루,43200,Dec-16,105658078,69372681,31266763,102105486,66151443,27777612
(주)파루,43200,Dec-17,28869599,30404859,21547787,24726561,24241603,17453427
(주)파루,43200,Dec-18,36352018,44523776,17397918,34394062,42695997,15855070
(주)파루,43200,Dec-19,53144288,41205160,11780775,52213153,40534466,10678561
(주)파마리서치,214450,Dec-15,,,,37454867,11687167,9673369
(주)파마리서치,214450,Dec-16,45953115,15116236,16731755,45566681,14916517,16241936
(주)파마리서치,214450,Dec-17,54469758,18404890,21221277,53554110,17874170,19094150
(주)파마리서치,214450,Dec-18,64280682,26063677,29512564,63065183,25850968,19797329
(주)파마리서치,214450,Dec-19,83871642,33766129,31043153,81113704,35011955,22695268
(주)파멥신,208340,Dec-18,1975,1697,6913802,1975,1697,6913802
(주)파멥신,208340,Dec-19,0,0,10104255,0,0,9636110
(주)파버나인,177830,Dec-14,,,,85023877,74457343,5315522
(주)파버나인,177830,Dec-15,51726109,50650726,5702387,51726109,50650726,5701107
(주)파버나인,177830,Dec-16,76984704,67345022,6342759,77543415,67783002,6077098
(주)파버나인,177830,Dec-17,106136238,94340991,8647336,104275909,93794105,7360366
(주)파버나인,177830,Dec-18,112395079,97502956,9176315,101453855,90696859,9821916
(주)파버나인,177830,Dec-19,103613096,97132465,11404899,86811706,81631004,9840824
(주)파세코,37070,Dec-11,,,,99549336,83016887,13575094
(주)파세코,37070,Dec-12,,,,104932698,86006597,13866232
(주)파세코,37070,Dec-13,,,,127114199,100290411,16496530
(주)파세코,37070,Dec-14,,,,138113542,112081959,17682447
(주)파세코,37070,Dec-15,,,,121416454,96260846,17693161
(주)파세코,37070,Dec-16,,,,101953271,80118599,18880166
(주)파세코,37070,Dec-17,,,,121285465,97235179,20118509
(주)파세코,37070,Dec-18,,,,149411990,123316836,20784368
(주)파세코,37070,Dec-19,,,,180409668,145674719,23953352
(주)파수,150900,Dec-13,21358791,8661020,11272798,21297551,8661020,11018927
(주)파수,150900,Dec-14,23124986,8056934,13440362,23118772,8056934,12943093
(주)파수,150900,Dec-15,25287013,11725108,13299130,24614819,11725108,12361639
(주)파수,150900,Dec-16,21443571,13717126,15540883,21164807,13666146,14205808
(주)파수,150900,Dec-17,29288075,11147424,16840904,29207523,11185937,14703847
(주)파수,150900,Dec-18,32243433,11786794,18923529,25818216,9964400,14897489
(주)파수,150900,Dec-19,35364081,17931693,21053662,27164793,14515308,14597924
(주)파워넷,37030,Dec-18,116872861,101368299,12730762,116872861,102087783,11754315
(주)파워넷,37030,Dec-19,128553806,109641343,13755722,128553806,110718445,12717715
(주)파워로직스,47310,Dec-11,495181720,489909545,22661451,396866201,387098009,20437473
(주)파워로직스,47310,Dec-12,511675647,478700055,23416140,353321736,336003472,10856843
(주)파워로직스,47310,Dec-13,535821950,509496920,24549133,484664485,480269017,13560509
(주)파워로직스,47310,Dec-14,552312821,515801330,24896981,496962180,462541095,21170235
(주)파워로직스,47310,Dec-15,581430662,537224364,34790302,503242870,476343440,23897819
(주)파워로직스,47310,Dec-16,545479982,499222442,33555376,454209210,430635001,21427251
(주)파워로직스,47310,Dec-17,705665350,651926766,34255731,685227802,650612813,23432468
(주)파워로직스,47310,Dec-18,753902613,681015034,46671062,711098734,658890056,34997528
(주)파워로직스,47310,Dec-19,1107914323,999788404,57551406,1092201856,1010360935,45733599
(주)파이오링크,170790,Dec-13,23096372,8199902,10629848,23122190,8215759,9894912
(주)파이오링크,170790,Dec-14,23681124,9216523,12754797,22288843,8532537,11247898
(주)파이오링크,170790,Dec-15,22729935,9255933,15805840,21258393,8496486,14391486
(주)파이오링크,170790,Dec-16,35813842,18983258,16132489,28675652,13508089,13628622
(주)파이오링크,170790,Dec-17,29431876,17339426,15127403,18643859,8034474,12281773
(주)파이오링크,170790,Dec-18,,,,27358728,13304834,12928664
(주)파이오링크,170790,Dec-19,,,,35120293,18379248,12588180
(주)파인디앤씨,49120,Dec-11,196588750,191904589,9971068,116903740,116893206,8777975
(주)파인디앤씨,49120,Dec-12,147128571,141400704,7658312,57968864,56838147,5930459
(주)파인디앤씨,49120,Dec-13,160481103,155535965,7330300,42518029,41242356,5224639
(주)파인디앤씨,49120,Dec-14,207192017,189405507,8765976,49952921,42027837,5201005
(주)파인디앤씨,49120,Dec-15,168495877,153734194,13132898,55477255,38492805,11493603
(주)파인디앤씨,49120,Dec-16,177666099,164639805,11862271,57180845,44427004,8930373
(주)파인디앤씨,49120,Dec-17,159356867,152495556,12758790,60306603,49121841,9486712
(주)파인디앤씨,49120,Dec-18,77325563,65114344,10185449,58500272,50732311,6837123
(주)파인디앤씨,49120,Dec-19,77522237,69508742,8435071,72339944,64375493,6325426
(주)파인디지털,38950,Dec-11,79399701,50809423,26073437,64351871,46975698,16281024
(주)파인디지털,38950,Dec-12,99801657,59592291,29625488,88067714,57328953,20616756
(주)파인디지털,38950,Dec-13,98255109,56780138,33441539,84672537,53806562,23995448
(주)파인디지털,38950,Dec-14,95823579,54835020,33987164,83869744,54448147,22892425
(주)파인디지털,38950,Dec-15,83117417,50963364,33512798,68974651,48530294,22615440
(주)파인디지털,38950,Dec-16,78001533,49983040,31712252,62721692,46411534,20728098
(주)파인디지털,38950,Dec-17,76035318,49622126,30092501,57353157,43019675,19222851
(주)파인디지털,38950,Dec-18,86035533,57339600,27266963,66328453,47835435,18281499
(주)파인디지털,38950,Dec-19,96058312,65601532,30673671,78834895,56725293,20522392
(주)파인테크닉스,106240,Dec-11,324634350,267664665,45635656,71834677,56085176,16818227
(주)파인테크닉스,106240,Dec-12,428847003,341167228,61139247,94801998,69921603,21161754
(주)파인테크닉스,106240,Dec-13,314348642,274383820,50650310,80685787,73080950,24500727
(주)파인테크닉스,106240,Dec-14,365261308,303404132,43793292,152474183,113117470,24778081
(주)파인테크닉스,106240,Dec-15,374729719,317953552,46625706,143807926,115254621,24124571
(주)파인테크닉스,106240,Dec-16,216325021,186491662,29206811,189787081,164392150,24862529
(주)파인테크닉스,106240,Dec-17,174995498,169829964,32073703,149753568,149130505,27071938
(주)파인테크닉스,106240,Dec-18,129688348,104139759,44333565,108532638,88588224,40428521
(주)파인테크닉스,106240,Dec-19,134292076,117543118,9831277,95839531,80698084,6205937
(주)파인텍,131760,Dec-15,205426462,177496116,16492782,117868921,98582630,9321430
(주)파인텍,131760,Dec-16,153717014,144683545,17247242,40940978,39585430,9230845
(주)파인텍,131760,Dec-17,122257345,102942141,11371282,85675115,71373211,9583529
(주)파인텍,131760,Dec-18,65851189,55152244,10343981,53786007,47589115,9018144
(주)파인텍,131760,Dec-19,77881195,61915230,12411283,63468160,53020012,10065375
(주)파커스,65690,Dec-11,82210399,70771477,7917111,71852248,62245718,7049910
(주)파커스,65690,Dec-12,89038818,77419803,8466468,77822497,65917247,7417741
(주)파커스,65690,Dec-13,75289331,67469500,7453813,63184302,53463439,6452343
(주)파커스,65690,Dec-14,65862150,57516348,7032535,54008463,46373317,6060709
(주)파커스,65690,Dec-15,69895109,58914144,8211713,58585059,48503244,7204269
(주)파커스,65690,Dec-16,63854994,52122292,7537550,54150205,42455699,6681942
(주)파커스,65690,Dec-17,64532486,54336425,11017315,56470890,46324350,9932281
(주)파커스,65690,Dec-18,100153884,88528750,9418838,48217682,38922353,7193874
(주)파커스,65690,Dec-19,100770338,95165576,9734101,43703575,38782929,9930987
(주)파크시스템스,140860,Dec-15,19991699,7940178,9686770,17138177,7546597,6812916
(주)파크시스템스,140860,Dec-16,24452140,8808021,12181024,20843230,8579832,8996989
(주)파크시스템스,140860,Dec-17,32882240,10547827,16303087,28149184,10399626,11686150
(주)파크시스템스,140860,Dec-18,41810164,15442755,20682297,36455567,15022745,15413721
(주)파크시스템스,140860,Dec-19,51973742,17774532,26163497,43960180,17684674,17899530
(주)파트론,91700,Dec-11,425918000,353696000,41951000,359906000,291189000,31480000
(주)파트론,91700,Dec-12,873081344,726084840,55845634,781473933,652057058,42879283
(주)파트론,91700,Dec-13,1099543376,885941743,78693778,1012592567,833876310,58005962
(주)파트론,91700,Dec-14,769815864,631864236,71718014,731555791,605809985,53444991
(주)파트론,91700,Dec-15,805803652,678891230,68123060,775978610,671753524,46027392
(주)파트론,91700,Dec-16,791415721,685231149,67960823,763823136,697703020,46014608
(주)파트론,91700,Dec-17,791339853,711943742,68349625,756897567,700003732,45980381
(주)파트론,91700,Dec-18,796482853,697592973,68681852,745601470,662399410,47229959
(주)파트론,91700,Dec-19,1254596912,1066585012,82839854,1203638773,1044982299,60624812
(주)판타지오,32800,Dec-11,,,,8536925,5833643,2461033
(주)판타지오,32800,Dec-12,9836516,7877088,2657681,8256898,6036419,2392468
(주)판타지오,32800,Dec-13,10149545,9503449,2836422,7830331,6511180,2503737
