회사명,거래소코드,회계년도,매출액(IFRS연결),자산(IFRS연결),매출액(IFRS개별),자산(IFRS개별)
(주)한국특강,7280,Dec-14,,,433240152,500722556
(주)한국특강,7280,Dec-15,,,280303244,380263447
(주)한국특강,7280,Dec-16,,,247193160,355618047
(주)한국특강,7280,Dec-17,,,346266581,344112520
(주)한국특강,7280,Dec-18,,,364964702,341713076
(주)한국특강,7280,Dec-19,,,390966862,313533369
(주)한국팩키지,37230,Dec-11,,,59734863,56222086
(주)한국팩키지,37230,Dec-12,,,51424697,49578775
(주)한국팩키지,37230,Dec-13,,,49224173,50149163
(주)한국팩키지,37230,Dec-14,,,48879439,47414559
(주)한국팩키지,37230,Dec-15,,,55937917,49821858
(주)한국팩키지,37230,Dec-16,,,59078483,53512294
(주)한국팩키지,37230,Dec-17,,,56972317,53835080
(주)한국팩키지,37230,Dec-18,,,56852305,52896709
(주)한국팩키지,37230,Dec-19,,,58376992,70585402
(주)한국화장품제조,3350,Dec-11,,,26026970,43611977
(주)한국화장품제조,3350,Dec-12,,,31270181,37743205
(주)한국화장품제조,3350,Dec-13,,,31112773,40396297
(주)한국화장품제조,3350,Dec-14,,,35457341,46884011
(주)한국화장품제조,3350,Dec-15,,,45478447,50200633
(주)한국화장품제조,3350,Dec-16,,,64948683,66626328
(주)한국화장품제조,3350,Dec-17,,,67175473,69855872
(주)한국화장품제조,3350,Dec-18,,,88233207,71774144
(주)한국화장품제조,3350,Dec-19,,,76491978,84182717
(주)한글과컴퓨터,30520,Dec-11,56981223,122999854,57315868,126417082
(주)한글과컴퓨터,30520,Dec-12,65609745,138603381,65928157,141261743
(주)한글과컴퓨터,30520,Dec-13,71797881,153001522,68845615,153290539
(주)한글과컴퓨터,30520,Dec-14,75836690,173103155,76170162,176553709
(주)한글과컴퓨터,30520,Dec-15,84941460,214140498,84539303,190491572
(주)한글과컴퓨터,30520,Dec-16,101244103,228641799,89920951,204127391
(주)한글과컴퓨터,30520,Dec-17,134111283,531777968,94824117,281884103
(주)한글과컴퓨터,30520,Dec-18,215760750,646813823,96670831,284911574
(주)한글과컴퓨터,30520,Dec-19,319255505,651671869,100395826,288440116
(주)한네트,52600,Dec-11,,,31027773,49828808
(주)한네트,52600,Dec-12,,,27130214,46215846
(주)한네트,52600,Dec-13,,,28296872,56221784
(주)한네트,52600,Dec-14,,,27716217,62355343
(주)한네트,52600,Dec-15,,,28229484,71078453
(주)한네트,52600,Dec-16,,,28849127,69699832
(주)한네트,52600,Dec-17,,,27605285,77423733
(주)한네트,52600,Dec-18,,,27170017,67247749
(주)한네트,52600,Dec-19,,,25948122,63761022
(주)한농화성,11500,Dec-11,,,206450036,120129408
(주)한농화성,11500,Dec-12,,,211200074,128886580
(주)한농화성,11500,Dec-13,,,224375279,130914512
(주)한농화성,11500,Dec-14,,,217779954,148960256
(주)한농화성,11500,Dec-15,,,200994244,140477980
(주)한농화성,11500,Dec-16,,,204984259,157059360
(주)한농화성,11500,Dec-17,,,236295858,165277180
(주)한농화성,11500,Dec-18,,,223214119,162494687
(주)한농화성,11500,Dec-19,,,204694663,163356458
(주)한독,2390,Dec-11,333172636,408212956,332903154,408095578
(주)한독,2390,Dec-12,314647673,436393122,314646329,436390308
(주)한독,2390,Dec-13,327936251,473529212,327935993,477195322
(주)한독,2390,Dec-14,,,348310911,515487015
(주)한독,2390,Dec-15,358447724,530587277,358476926,538312396
(주)한독,2390,Dec-16,396134014,622848956,396252889,633470018
(주)한독,2390,Dec-17,417970014,639346109,413449630,663641903
(주)한독,2390,Dec-18,446731041,652616127,440098077,689408569
(주)한독,2390,Dec-19,473000100,748667226,466401406,755766927
(주)한독크린텍,256150,Dec-19,,,48359058,41463932
(주)한라,14790,Dec-11,1728538634,2827317386,1685994382,2276543570
(주)한라,14790,Dec-12,1986349612,3149695355,1873504639,2326060158
(주)한라,14790,Dec-13,2002724809,2623391099,1465457395,1904678751
(주)한라,14790,Dec-14,1903285090,2084759758,1407803255,1514163966
(주)한라,14790,Dec-15,1855269348,2285444643,1353398558,1467982801
(주)한라,14790,Dec-16,1831824054,2073883264,1358236270,1172033283
(주)한라,14790,Dec-17,1920605105,2214101549,1454675129,1117966320
(주)한라,14790,Dec-18,1320997313,1793753461,1165275545,1144647056
(주)한라,14790,Dec-19,1304889862,1588187042,1198490841,1178167352
(주)한라홀딩스,60980,Dec-11,4560126715,3435382396,2823879385,2512925618
(주)한라홀딩스,60980,Dec-12,5059281113,4034737026,3140669328,2840941896
(주)한라홀딩스,60980,Dec-13,5633845230,5077131602,3197984100,3604180872
(주)한라홀딩스,60980,Dec-14,918655690,1679435649,9653630,1247554064
(주)한라홀딩스,60980,Dec-15,892102731,1606041152,268757423,1383890350
(주)한라홀딩스,60980,Dec-16,1001167189,1914036710,618047873,1448926686
(주)한라홀딩스,60980,Dec-17,922195940,1852322927,657849448,1547610246
(주)한라홀딩스,60980,Dec-18,886548283,1724148921,676634635,1404592442
(주)한라홀딩스,60980,Dec-19,798365159,1760403391,620603274,1423885150
(주)한미글로벌건축사사무소,53690,Dec-11,182945775,138361177,130157970,112502234
(주)한미글로벌건축사사무소,53690,Dec-12,207246374,140808581,161993619,108753852
(주)한미글로벌건축사사무소,53690,Dec-13,182533119,141362454,108717082,107662310
(주)한미글로벌건축사사무소,53690,Dec-14,165403995,153681052,91869475,97504629
(주)한미글로벌건축사사무소,53690,Dec-15,166822814,124677883,106927745,107938226
(주)한미글로벌건축사사무소,53690,Dec-16,169053494,149271717,104558383,131942620
(주)한미글로벌건축사사무소,53690,Dec-17,200835862,168106149,110345097,134726362
(주)한미글로벌건축사사무소,53690,Dec-18,207721612,209712007,126301947,134796670
(주)한미글로벌건축사사무소,53690,Dec-19,294657922,203595486,101759309,127742597
(주)한빛소프트,47080,Dec-11,43458546,53946389,32219889,46733754
(주)한빛소프트,47080,Dec-12,40166122,43674650,28715359,41189676
(주)한빛소프트,47080,Dec-13,29506704,34747003,23470147,34235270
(주)한빛소프트,47080,Dec-14,26289454,29508766,21445617,29688441
(주)한빛소프트,47080,Dec-15,22137281,40796086,19229210,42983867
(주)한빛소프트,47080,Dec-16,30726796,39771554,27092790,38488052
(주)한빛소프트,47080,Dec-17,39295854,36387097,32845297,36795479
(주)한빛소프트,47080,Dec-18,39835691,43790121,30659088,41179558
(주)한빛소프트,47080,Dec-19,43542409,43119214,32988265,40000614
(주)한샘,9240,Dec-11,709337324,394729625,676890921,377582852
(주)한샘,9240,Dec-12,783239874,376768030,733566771,354694726
(주)한샘,9240,Dec-13,1006945858,506202072,955957542,477459892
(주)한샘,9240,Dec-14,1325043301,544027391,1265508559,496021628
(주)한샘,9240,Dec-15,1710544310,768849170,1631046866,708545758
(주)한샘,9240,Dec-16,1934547149,899418181,1855003163,835599032
(주)한샘,9240,Dec-17,2062514512,975706063,1973868806,935683265
(주)한샘,9240,Dec-18,1928463279,940149892,1847989367,885411929
(주)한샘,9240,Dec-19,1698372285,1202637977,1605551061,1024229197
(주)한섬,20000,Dec-11,508799634,794253533,501007869,696095953
(주)한섬,20000,Dec-12,496351481,873763192,489550165,742069846
(주)한섬,20000,Dec-13,470811788,1002393310,462603717,795055425
(주)한섬,20000,Dec-14,524898580,1048239684,509179833,849745281
(주)한섬,20000,Dec-15,616755898,957470937,615393890,951234990
(주)한섬,20000,Dec-16,711998209,1038024262,710321856,1031896636
(주)한섬,20000,Dec-17,1228675786,1252267494,765914995,1169590763
(주)한섬,20000,Dec-18,1299209402,1219779752,766644345,1151895016
(주)한섬,20000,Dec-19,1259801685,1323644545,994560576,1322203768
(주)한솔케미칼,14680,Dec-11,297031934,321824251,278623403,304880910
(주)한솔케미칼,14680,Dec-12,318850692,358680526,293809915,329487454
(주)한솔케미칼,14680,Dec-13,317046839,427996740,286157035,344585590
(주)한솔케미칼,14680,Dec-14,336115038,474362300,277931459,371589223
(주)한솔케미칼,14680,Dec-15,368026063,521035797,290202958,413287590
(주)한솔케미칼,14680,Dec-16,460400870,699716322,315815438,456451669
(주)한솔케미칼,14680,Dec-17,521574392,723320120,341858961,497325653
(주)한솔케미칼,14680,Dec-18,581947486,791727785,409357852,584197934
(주)한솔케미칼,14680,Dec-19,587561120,939194151,401866639,744955631
(주)한솔홈데코,25750,Dec-11,172508366,262213173,172508366,262787416
(주)한솔홈데코,25750,Dec-12,189199921,266804784,189199921,267890768
(주)한솔홈데코,25750,Dec-13,233952458,280380827,233952458,280681000
(주)한솔홈데코,25750,Dec-14,235256768,292076005,235256768,291507411
(주)한솔홈데코,25750,Dec-15,241490721,291209034,239246344,295589527
(주)한솔홈데코,25750,Dec-16,235363284,289305376,234363347,293218942
(주)한솔홈데코,25750,Dec-17,254330113,307634474,253915092,311097846
(주)한솔홈데코,25750,Dec-18,296884850,308077735,290916765,301029401
(주)한솔홈데코,25750,Dec-19,263886367,295749540,256728513,287050367
(주)한송네오텍,226440,Dec-15,,,,
(주)한송네오텍,226440,Dec-16,,,,
(주)한송네오텍,226440,Dec-17,,,,
(주)한송네오텍,226440,Dec-18,,,38337462,25502435
(주)한송네오텍,226440,Dec-19,,,21519923,38668165
(주)한익스프레스,14130,Dec-11,242880518,83431553,235054445,82647733
(주)한익스프레스,14130,Dec-12,263452874,77986093,251733998,76144867
(주)한익스프레스,14130,Dec-13,321653147,85379983,308693089,83970338
(주)한익스프레스,14130,Dec-14,358675119,94846279,346462220,92691075
(주)한익스프레스,14130,Dec-15,436704030,131657889,421853267,128088281
(주)한익스프레스,14130,Dec-16,467922261,146825373,451168903,143803396
(주)한익스프레스,14130,Dec-17,527872746,188215330,509003081,186368540
(주)한익스프레스,14130,Dec-18,565826800,199582549,543385385,197714857
(주)한익스프레스,14130,Dec-19,577355359,266468435,548988971,261436168
(주)한일진공,123840,Dec-11,,,,
(주)한일진공,123840,Dec-12,,,,
(주)한일진공,123840,Dec-13,42014889,59554422,42013925,59638162
(주)한일진공,123840,Dec-14,12661254,51510013,12681331,51654447
(주)한일진공,123840,Dec-15,26128455,59529751,26123443,59716515
(주)한일진공,123840,Dec-16,19941437,109850608,19867070,108027124
(주)한일진공,123840,Dec-17,22873827,161579285,21692056,158460578
(주)한일진공,123840,Dec-18,51064090,158533589,47511529,156037064
(주)한일진공,123840,Dec-19,26220461,122792471,20434927,115939680
(주)한진,2320,Dec-11,1390687502,1793121990,1191850513,1706460504
(주)한진,2320,Dec-12,1437380000,1858651008,1209784533,1755866339
(주)한진,2320,Dec-13,1499623169,1807382069,1255118807,1704060471
(주)한진,2320,Dec-14,1532812219,1955921456,1306361161,1904062421
(주)한진,2320,Dec-15,1641702370,2503676698,1542211179,1747514183
(주)한진,2320,Dec-16,1764803679,2537558489,1583942390,1842277717
(주)한진,2320,Dec-17,1812603434,2453809753,1611776815,1921771772
(주)한진,2320,Dec-18,1950771934,2661425067,1716217907,2149511801
(주)한진,2320,Dec-19,2062344427,3548368717,1811710880,2474897669
(주)한진중공업홀딩스,3480,Dec-11,1056129000,1980735000,13705000,1064136000
(주)한진중공업홀딩스,3480,Dec-12,1139471000,2315289000,13727000,1063579000
(주)한진중공업홀딩스,3480,Dec-13,1198416000,2531518000,16522000,1066350000
(주)한진중공업홀딩스,3480,Dec-14,1520058000,2722203000,15091000,1124296000
(주)한진중공업홀딩스,3480,Dec-15,1292145000,2646968000,15233000,880781000
(주)한진중공업홀딩스,3480,Dec-16,299984000,2109958000,11484000,437757000
(주)한진중공업홀딩스,3480,Dec-17,906723000,1918648000,10984000,426045000
(주)한진중공업홀딩스,3480,Dec-18,946003000,1873603000,4192000,423068000
(주)한진중공업홀딩스,3480,Dec-19,877642000,1860663000,8533000,358978000
(주)한진칼,180640,Dec-13,241375290,1425205737,14710852,831328591
(주)한진칼,180640,Dec-14,624969749,2416821444,41815085,1531083832
(주)한진칼,180640,Dec-15,722309232,2315048939,41638210,1633721778
(주)한진칼,180640,Dec-16,991024369,2062032036,60147377,1618403521
(주)한진칼,180640,Dec-17,1149657255,2775783760,58767782,1923442122
(주)한진칼,180640,Dec-18,1304892515,2850066743,61814665,2007816384
(주)한진칼,180640,Dec-19,1203497717,2693659191,65099543,1907568534
(주)한창,5110,Dec-11,13654402,32875105,12796477,31144218
(주)한창,5110,Dec-12,16789740,34879179,14785925,31432243
(주)한창,5110,Dec-13,22515364,37693959,18149866,31211717
(주)한창,5110,Dec-14,19164151,44038164,12877101,37380246
(주)한창,5110,Dec-15,17167065,67607184,10225337,46165041
(주)한창,5110,Dec-16,50460142,82275229,9542988,44894299
(주)한창,5110,Dec-17,112028726,103882929,9052935,44974883
(주)한창,5110,Dec-18,99100978,106233878,9692139,35719612
(주)한창,5110,Dec-19,69033371,91847934,6249010,28511256
(주)한창바이오텍,43090,Dec-11,19545311,37962361,19318106,37774361
(주)한창바이오텍,43090,Dec-12,22544497,23374638,22548847,23132927
(주)한창바이오텍,43090,Dec-13,21432712,20326924,21435592,20292904
(주)한창바이오텍,43090,Dec-14,20672073,22244929,20672073,22275876
(주)한창바이오텍,43090,Dec-15,,,18873841,22942570
(주)한창바이오텍,43090,Dec-16,,,15718627,19642892
(주)한창바이오텍,43090,Dec-17,,,19592676,29034818
(주)한창바이오텍,43090,Dec-18,,,11244635,24817943
(주)한창바이오텍,43090,Dec-19,,,7378379,28349718
(주)한창제지,9460,Dec-11,,,162586332,154596738
(주)한창제지,9460,Dec-12,,,163264437,152931232
(주)한창제지,9460,Dec-13,,,181296219,158442545
(주)한창제지,9460,Dec-14,,,174241539,145953791
(주)한창제지,9460,Dec-15,,,176897274,144766140
(주)한창제지,9460,Dec-16,,,194532816,152620392
(주)한창제지,9460,Dec-17,,,200923606,150932868
(주)한창제지,9460,Dec-18,,,200018844,154683756
(주)한창제지,9460,Dec-19,,,181407722,171963792
(주)한컴위드,54920,Dec-11,23596784,57385303,23452687,54786611
(주)한컴위드,54920,Dec-12,20106396,90325217,19656396,85920597
(주)한컴위드,54920,Dec-13,,,21379278,89894567
(주)한컴위드,54920,Dec-14,,,18139491,90883878
(주)한컴위드,54920,Dec-15,,,14530244,85759103
(주)한컴위드,54920,Dec-16,,,14475417,81449990
(주)한컴위드,54920,Dec-17,,,16388738,87201813
(주)한컴위드,54920,Dec-18,15712618,93077271,15703527,92793365
(주)한컴위드,54920,Dec-19,15828868,174213420,15493868,170224187
(주)한탑,2680,Dec-11,99068570,139319048,97011930,138064080
(주)한탑,2680,Dec-12,105499019,153791702,96579193,150512605
(주)한탑,2680,Dec-13,108200234,128351977,89488847,127150889
(주)한탑,2680,Dec-14,110436355,134980716,74376922,132046706
(주)한탑,2680,Dec-15,125204546,129476112,83887984,124971989
(주)한탑,2680,Dec-16,128079970,122419456,86762394,118199434
(주)한탑,2680,Dec-17,125094326,122885640,82297638,116973154
(주)한탑,2680,Dec-18,109877404,137149274,74388800,130630487
(주)한탑,2680,Dec-19,92248979,129107318,64344067,125834352
(주)한화,880,Dec-11,12185910706,15029730755,5426938737,6160599908
(주)한화,880,Dec-12,11503205580,15865391957,5242016462,5947456857
(주)한화,880,Dec-13,38724968314,1.13323E+11,5340878642,6276925506
(주)한화,880,Dec-14,37456840937,1.23684E+11,5057047290,6588237592
(주)한화,880,Dec-15,41376287959,1.45622E+11,5098918832,7588298851
(주)한화,880,Dec-16,47120215000,1.54871E+11,5101851157,7769210424
(주)한화,880,Dec-17,50404436000,1.60195E+11,4639964555,7479345461
(주)한화,880,Dec-18,48740153000,1.69549E+11,5224247719,7778276877
(주)한화,880,Dec-19,50412399000,1.82286E+11,4433163051,7931295046
(주)핸디소프트,220180,Dec-16,36873136,51722042,36883856,50257053
(주)핸디소프트,220180,Dec-17,40148155,67833290,40261885,67783464
(주)핸디소프트,220180,Dec-18,42044475,54749301,41549624,54640551
(주)핸디소프트,220180,Dec-19,34759649,65954614,34655270,65910032
(주)헥토이노베이션,214180,Dec-15,,,26624895,50850064
(주)헥토이노베이션,214180,Dec-16,40689675,160768832,35128632,86023394
(주)헥토이노베이션,214180,Dec-17,80478876,213398338,40834832,97575233
(주)헥토이노베이션,214180,Dec-18,107326162,232913361,49486600,108050014
(주)헥토이노베이션,214180,Dec-19,123737897,300992779,57206898,122239160
(주)헥토파이낸셜,234340,Dec-19,,,65559474,169235827
(주)헬릭스미스,84990,Dec-11,3805288,60135643,3805288,60127437
(주)헬릭스미스,84990,Dec-12,3888131,67991729,3888131,67980292
(주)헬릭스미스,84990,Dec-13,5745712,69624871,5745712,69610470
(주)헬릭스미스,84990,Dec-14,,,6138023,70368895
(주)헬릭스미스,84990,Dec-15,,,7695186,70610001
(주)헬릭스미스,84990,Dec-16,,,6844032,227540018
(주)헬릭스미스,84990,Dec-17,,,3157909,179383001
(주)헬릭스미스,84990,Dec-18,5280860,284235779,3187119,269313074
(주)헬릭스미스,84990,Dec-19,4454516,371438506,4454516,353302235
(주)현대공업,170030,Dec-13,153895745,84934544,98615293,62499915
(주)현대공업,170030,Dec-14,180410314,109800323,116832667,82915298
(주)현대공업,170030,Dec-15,197997561,127187956,132754413,90399389
(주)현대공업,170030,Dec-16,213171116,146903560,138134928,107507321
(주)현대공업,170030,Dec-17,176625545,146606166,129582299,114773136
(주)현대공업,170030,Dec-18,158585743,138084051,129000735,119727460
(주)현대공업,170030,Dec-19,166710367,141735192,147107628,130872759
(주)현대그린푸드,5440,Dec-11,1336962474,1682601199,795547334,1472213548
(주)현대그린푸드,5440,Dec-12,1556583114,1797550408,1168077989,1510433824
(주)현대그린푸드,5440,Dec-13,1762796387,1922094478,1276037993,1590519746
(주)현대그린푸드,5440,Dec-14,1965858753,1882969346,1364599706,1457238106
(주)현대그린푸드,5440,Dec-15,2112759665,1954105123,1476015810,1508920344
(주)현대그린푸드,5440,Dec-16,2521747634,2181726915,1554226963,1510318898
(주)현대그린푸드,5440,Dec-17,2533968139,2796884943,1477451922,1619121356
(주)현대그린푸드,5440,Dec-18,3251741146,2837374829,1514615128,1642342150
(주)현대그린푸드,5440,Dec-19,3124339158,2966575687,1542730568,1695521102
(주)현대리바트,79430,Dec-11,521164775,343030326,493195013,336936495
(주)현대리바트,79430,Dec-12,504927936,326931020,485168241,319275745
(주)현대리바트,79430,Dec-13,554574292,332663051,525828071,324095302
(주)현대리바트,79430,Dec-14,642865784,345197898,631152776,339983275
(주)현대리바트,79430,Dec-15,694209637,379216031,695731542,375774201
(주)현대리바트,79430,Dec-16,735644905,419856718,731440764,420143373
(주)현대리바트,79430,Dec-17,888417178,682759227,883174999,677910642
(주)현대리바트,79430,Dec-18,1351703360,678896575,1321083185,670249779
(주)현대리바트,79430,Dec-19,1237572971,752808372,1217035684,743057105
(주)현대미포조선,10620,Dec-11,4623857520,7824563657,4173777473,5520988909
(주)현대미포조선,10620,Dec-12,4415350944,7722829117,4003284825,5032466338
(주)현대미포조선,10620,Dec-13,3985834602,10227698199,3487039719,5502458251
(주)현대미포조선,10620,Dec-14,3967477475,10063720316,3365276976,4987681263
(주)현대미포조선,10620,Dec-15,4652431643,9438010980,3701784128,4621284378
(주)현대미포조선,10620,Dec-16,4219552229,9226316948,3442178901,4708979668
(주)현대미포조선,10620,Dec-17,2453432922,8319438717,2441346314,3758029548
(주)현대미포조선,10620,Dec-18,2403016269,3463733941,2405066642,3524887824
(주)현대미포조선,10620,Dec-19,2994100904,3380628394,2999488385,3392554837
(주)현대바이오랜드,52260,Dec-11,68437166,128856588,67958150,128572765
(주)현대바이오랜드,52260,Dec-12,73026078,147064069,72843574,147161006
(주)현대바이오랜드,52260,Dec-13,71029779,142530900,70687908,143199824
(주)현대바이오랜드,52260,Dec-14,76987846,143161483,76738272,143294587
(주)현대바이오랜드,52260,Dec-15,80902059,153363230,80417579,153516911
(주)현대바이오랜드,52260,Dec-16,97808342,167667443,95716334,167412828
(주)현대바이오랜드,52260,Dec-17,102557180,176369786,98467385,174290341
(주)현대바이오랜드,52260,Dec-18,100589346,193163241,94215056,181220355
(주)현대바이오랜드,52260,Dec-19,106310862,209051968,100673588,184908036
(주)현대백화점,69960,Dec-11,1439148214,4720062645,959778417,3522921492
(주)현대백화점,69960,Dec-12,1519972872,5400075749,1026100820,3891127052
(주)현대백화점,69960,Dec-13,1533735006,5600706253,1126786722,4124105321
(주)현대백화점,69960,Dec-14,1551860911,5683921344,1121049622,4068306401
(주)현대백화점,69960,Dec-15,1656960042,6160846844,1216059039,4585422226
(주)현대백화점,69960,Dec-16,1831801786,6587262226,1370588692,4919581474
(주)현대백화점,69960,Dec-17,1848140316,6777281518,1376510551,4941793010
(주)현대백화점,69960,Dec-18,1862205782,6988562089,1376063517,5313725929
(주)현대백화점,69960,Dec-19,2198949660,7623094297,1385243797,5795560155
(주)현대에버다임,41440,Dec-11,186833618,196590976,186168618,193339369
(주)현대에버다임,41440,Dec-12,229272081,227883930,237630416,217900360
(주)현대에버다임,41440,Dec-13,297668268,269566288,270750792,254684441
(주)현대에버다임,41440,Dec-14,316121026,311323451,291612069,288972698
(주)현대에버다임,41440,Dec-15,327817239,285417033,298961204,263518628
(주)현대에버다임,41440,Dec-16,337351568,262385473,299199052,236837780
(주)현대에버다임,41440,Dec-17,340266775,273598043,315435868,246444496
(주)현대에버다임,41440,Dec-18,311160553,269379041,287298836,247681088
(주)현대에버다임,41440,Dec-19,248611599,280365328,225779535,260503509
(주)현대이지웰,90850,Dec-13,,,32569357,41485113
(주)현대이지웰,90850,Dec-14,,,33957243,49284990
(주)현대이지웰,90850,Dec-15,40925678,59516464,40902955,60053874
(주)현대이지웰,90850,Dec-16,52319004,58520750,50564901,60164676
(주)현대이지웰,90850,Dec-17,58370401,80265436,54172708,82904755
(주)현대이지웰,90850,Dec-18,73064827,82686191,67875815,85303086
(주)현대이지웰,90850,Dec-19,82316730,90207539,76432271,90779475
(주)현대퓨처넷,126560,Dec-11,248696679,595815689,38149071,422654054
(주)현대퓨처넷,126560,Dec-12,275384725,584124356,41574611,392278121
(주)현대퓨처넷,126560,Dec-13,302442595,611082113,41372898,409955677
(주)현대퓨처넷,126560,Dec-14,306221305,641188873,41820334,415880887
(주)현대퓨처넷,126560,Dec-15,291198623,652175416,41995340,419294684
(주)현대퓨처넷,126560,Dec-16,292115551,691077957,94396710,682235639
(주)현대퓨처넷,126560,Dec-17,290236289,734968548,271860829,725309544
(주)현대퓨처넷,126560,Dec-18,289738546,780480291,271329817,761931333
(주)현대퓨처넷,126560,Dec-19,292866372,813483891,269753683,797218878
(주)현대홈쇼핑,57050,Dec-11,711600730,1139831172,711443009,1101569989
(주)현대홈쇼핑,57050,Dec-12,,,760488596,1306359201
(주)현대홈쇼핑,57050,Dec-13,,,799862373,1429041784
(주)현대홈쇼핑,57050,Dec-14,,,867891756,1550254232
(주)현대홈쇼핑,57050,Dec-15,895978566,1666364862,890760608,1527657111
(주)현대홈쇼핑,57050,Dec-16,969434288,1902995406,961339683,1729784204
(주)현대홈쇼핑,57050,Dec-17,1043130143,1875426918,1021841020,1671130951
(주)현대홈쇼핑,57050,Dec-18,1017719940,2547695055,973453833,1742871717
(주)현대홈쇼핑,57050,Dec-19,2060366927,2503844834,1030416793,1697081648
(주)협진,138360,Dec-13,,,15018176,38564866
(주)협진,138360,Dec-14,18547550,44857220,17990388,44488054
(주)협진,138360,Dec-15,20004038,44576597,17556142,43383402
(주)협진,138360,Dec-16,25074100,46222019,22548709,45278890
(주)협진,138360,Dec-17,24052602,50706212,20298942,49600159
(주)협진,138360,Dec-18,19297586,66740935,19254450,66557948
(주)협진,138360,Dec-19,18776214,50464697,18776214,50457965
(주)형지아이앤씨,11080,Dec-11,,,62927254,47018513
(주)형지아이앤씨,11080,Dec-12,,,61290088,38200111
(주)형지아이앤씨,11080,Dec-13,,,64353928,52991916
(주)형지아이앤씨,11080,Dec-14,92887564,97653381,92818105,96870939
(주)형지아이앤씨,11080,Dec-15,117825653,110029095,117524543,111737677
(주)형지아이앤씨,11080,Dec-16,128649103,107520781,128267673,109090989
(주)형지아이앤씨,11080,Dec-17,113532672,75970033,113532672,75935100
(주)형지아이앤씨,11080,Dec-18,,,108756500,68095416
(주)형지아이앤씨,11080,Dec-19,102100436,63722359,102100436,63722359
(주)혜인,3010,Dec-11,195601940,199424354,190879267,194623986
(주)혜인,3010,Dec-12,199134115,249947805,196298127,241533365
(주)혜인,3010,Dec-13,228762032,228890084,210991995,216756464
(주)혜인,3010,Dec-14,259887585,257110072,214272200,242402373
(주)혜인,3010,Dec-15,266800606,236639585,202117905,223443728
(주)혜인,3010,Dec-16,210994515,234552458,209664336,227870575
(주)혜인,3010,Dec-17,237529860,227953372,234656751,223416189
(주)혜인,3010,Dec-18,216727129,228402133,215382110,224623631
(주)혜인,3010,Dec-19,260857962,218339707,259980919,217627544
(주)호텔신라,8770,Dec-11,1798370572,1385303349,1764353262,1375610699
(주)호텔신라,8770,Dec-12,2219638551,1547612290,2189737806,1542215711
(주)호텔신라,8770,Dec-13,2296998373,1712070637,2275089386,1709733793
(주)호텔신라,8770,Dec-14,2908977192,1907452204,2795388800,1882407485
(주)호텔신라,8770,Dec-15,3251679551,2176705187,2782230572,2213549595
(주)호텔신라,8770,Dec-16,3715311074,2040955003,3155127701,2034192137
(주)호텔신라,8770,Dec-17,4011499999,2249913439,3362980926,2261641205
(주)호텔신라,8770,Dec-18,4713673210,2303742128,3643940422,2244199124
(주)호텔신라,8770,Dec-19,5717306417,3527280624,4567737437,3071696462
(주)홈센타홀딩스,60560,Dec-11,93090233,114245773,78105858,106486190
(주)홈센타홀딩스,60560,Dec-12,98940652,138437982,71757552,125476245
(주)홈센타홀딩스,60560,Dec-13,110062069,139096842,70524655,123991788
(주)홈센타홀딩스,60560,Dec-14,117060557,138292289,59255192,124782968
(주)홈센타홀딩스,60560,Dec-15,119503143,145260432,53961351,128823117
(주)홈센타홀딩스,60560,Dec-16,95729699,387264680,40823629,248040981
(주)홈센타홀딩스,60560,Dec-17,234365787,358129507,32636895,221820065
(주)홈센타홀딩스,60560,Dec-18,239013119,323876954,26210719,178995338
(주)홈센타홀딩스,60560,Dec-19,265646362,328954147,22649988,170219215
(주)홈캐스트,64240,Dec-11,163835667,100615493,161444197,98278112
(주)홈캐스트,64240,Dec-12,98534739,72617557,96501955,73726802
(주)홈캐스트,64240,Dec-13,75893130,67343439,74714223,67072464
(주)홈캐스트,64240,Dec-14,71513463,114414653,71744806,112178377
(주)홈캐스트,64240,Dec-15,97172426,123030385,97925426,125328583
(주)홈캐스트,64240,Dec-16,122054084,145814350,122054084,151891026
(주)홈캐스트,64240,Dec-17,40919825,110199580,40919825,110523618
(주)홈캐스트,64240,Dec-18,34279159,117339741,27258830,87401233
(주)홈캐스트,64240,Dec-19,52827379,96544366,20459480,74828599
(주)화승엔터프라이즈,241590,Dec-16,640234068,436691157,35967806,192875847
(주)화승엔터프라이즈,241590,Dec-17,768224190,626784093,43827092,270034797
(주)화승엔터프라이즈,241590,Dec-18,879226467,760455511,4746450,225504884
(주)화승엔터프라이즈,241590,Dec-19,1201591251,978863218,8160827,240826504
(주)화승인더스트리,6060,Dec-11,603044874,476497529,262241111,300500290
(주)화승인더스트리,6060,Dec-12,559896533,457260643,233361961,286050845
(주)화승인더스트리,6060,Dec-13,598379118,472663786,217365820,291108892
(주)화승인더스트리,6060,Dec-14,598508953,533010981,226708651,333165230
(주)화승인더스트리,6060,Dec-15,746832143,561114858,631209987,351335003
(주)화승인더스트리,6060,Dec-16,1011154973,803885741,829327416,504400245
(주)화승인더스트리,6060,Dec-17,1151943445,875729560,972307181,514052979
(주)화승인더스트리,6060,Dec-18,1111909652,991258651,809021819,381682583
(주)화승인더스트리,6060,Dec-19,1425876463,1270683674,1045321026,409995776
(주)화승코퍼레이션,13520,Dec-11,1348514844,969243331,630817333,565629568
(주)화승코퍼레이션,13520,Dec-12,1433575144,956450234,661175019,574764890
