회사명,거래소코드,회계년도,[제조]CASH FLOW 대 차입금비율(IFRS연결),[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결),[제조]      장기차입금(*)(IFRS연결),[제조]      단기차입금(*)(IFRS연결),[제조]         유동성장기차입금(IFRS연결),[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),[제조]      장기차입금(*)(IFRS),[제조]      단기차입금(*)(IFRS),[제조]         유동성장기차입금(IFRS)
(주)케이티아이에스,058860,2014/12,,,,,,-13063432,0,0,0
(주)케이티아이에스,058860,2015/12,,,,,,6527254,0,0,0
(주)케이티아이에스,058860,2016/12,,,,,,19259606,0,0,0
(주)케이티아이에스,058860,2017/12,,,,,,15207479,0,0,0
(주)케이티아이에스,058860,2018/12,,,,,,5330173,0,0,0
(주)케이티아이에스,058860,2019/12,,,,,,36631752,0,0,0
(주)케이티알파,036030,2011/12,0,1543583,0,0,0,-5256277,0,0,0
(주)케이티알파,036030,2012/12,0,-14954470,0,0,0,-8311532,0,0,0
(주)케이티알파,036030,2013/12,0,11107514,0,0,0,10345131,0,0,0
(주)케이티알파,036030,2014/12,,,,,,47915875,0,0,0
(주)케이티알파,036030,2015/12,,,,,,22562308,0,0,0
(주)케이티알파,036030,2016/12,,,,,,28987149,0,0,0
(주)케이티알파,036030,2017/12,,,,,,28319937,0,0,0
(주)케이티알파,036030,2018/12,,,,,,50837055,0,0,0
(주)케이티알파,036030,2019/12,,,,,,49870561,0,0,0
(주)케이티앤지,033780,2011/12,741.03,756854136,25415847,79549103,3125862,661887908,0,6974600,0
(주)케이티앤지,033780,2012/12,393.86,765575840,98489005,91868232,2911700,803281611,0,5477187,0
(주)케이티앤지,033780,2013/12,324.38,594616223,20279000,96239578,4424217,628671470,0,4920090,0
(주)케이티앤지,033780,2014/12,249.14,760920773,34728000,141860806,1218047,750865094,0,5551464,0
(주)케이티앤지,033780,2015/12,308.11,1258912454,30290528,206372613,19159105,1318304582,0,5030716,0
(주)케이티앤지,033780,2016/12,542.67,1488813404,62850586,136598681,616767,1352796920,0,3850620,0
(주)케이티앤지,033780,2017/12,471.47,1141485071,100588590,174656638,3702326,1103557806,0,1958662,0
(주)케이티앤지,033780,2018/12,429.85,822057209,93475334,129924101,4999760,658309047,0,1246100,0
(주)케이티앤지,033780,2019/12,559.55,1042489387,90954077,27066109,5284509,770157457,0,1006814,0
(주)케이프,064820,2011/12,,,,,,4536332,16927800,14000000,10550800
(주)케이프,064820,2012/12,5.73,4210134,18006121,31000000,10550800,5063978,18006121,31000000,10550800
(주)케이프,064820,2013/12,0.63,-2955531,29218274,53000000,10550800,-1681133,29218274,45500000,10550800
(주)케이프,064820,2014/12,-2.94,-698439,275400,39000000,10550800,1918105,275400,39000000,22816226
(주)케이프,064820,2015/12,-0.52,52188,0,39000000,10275400,1697736,0,39000000,10275400
(주)케이프,064820,2016/12,10.67,30121343,66840000,41700000,10000000,2672337,0,41700000,10000000
(주)케이프,064820,2017/12,-21.88,-88266499,75701008,43025000,2000000,-1148841,8000000,41700000,2000000
(주)케이프,064820,2018/12,-205.29,-447103671,20000000,32000000,68168459,-1123028,20000000,32000000,0
(주)케이프,064820,2019/12,-71.71,251121264,103015220,16000000,8000000,7927813,23000000,16000000,8000000
(주)케이피에스,256940,2017/12,,,,,,6480062,920000,0,609960
(주)케이피에스,256940,2018/12,257.98,2373370,460000,0,460000,2414304,460000,0,460000
(주)케이피에스,256940,2019/12,14.67,-731241,0,5000000,460000,-729572,0,5000000,460000
(주)케이피에프,024880,2011/12,-19.1,-21301518,25906134,43827907,5520890,-14922087,23454030,37360576,5520890
(주)케이피에프,024880,2012/12,-10.48,-8385930,48195685,71326131,8647091,8054710,45895441,53552585,8647091
(주)케이피에프,024880,2013/12,-2.9,-1732785,57247279,76208273,35406822,11163286,57247279,55678646,33146762
(주)케이피에프,024880,2014/12,0.1,2120233,48317999,97199288,45683347,15760744,37534201,57304429,45677801
(주)케이피에프,024880,2015/12,1.63,4341233,60909822,99946294,34753633,10351958,48243310,62189055,34746796
(주)케이피에프,024880,2016/12,5.56,17815535,41444755,95782377,45844653,18016256,15999990,60967953,45833320
(주)케이피에프,024880,2017/12,3.36,-3125509,51832453,134039828,15333933,-1044401,12666560,100039596,15333430
(주)케이피에프,024880,2018/12,4.79,22727920,55477979,127738838,11339350,13919122,6333280,103054300,11333280
(주)케이피에프,024880,2019/12,14.3,35477037,25509825,124281040,31411152,21469208,0,98117111,12333280
(주)케이피엠테크,042040,2011/12,-8.59,-2412419,215720,46155640,0,-5083641,0,40984725,0
(주)케이피엠테크,042040,2012/12,5.02,8465009,3169280,52143113,0,6072471,240000,43895089,0
(주)케이피엠테크,042040,2013/12,10.59,-3153222,19598529,6250361,0,-3272737,18310239,5879226,0
(주)케이피엠테크,042040,2014/12,19.18,10979919,0,2131764,18276131,10888230,0,1865919,18276131
(주)케이피엠테크,042040,2015/12,13.2,-5714211,0,1450542,18493200,-5441633,0,1450542,18493200
(주)케이피엠테크,042040,2016/12,-21.38,-5640136,14687346,132173,0,-5728077,14687346,132173,0
(주)케이피엠테크,042040,2017/12,-12.08,-3975874,14516972,4631881,0,-4002421,14083724,4631881,0
(주)케이피엠테크,042040,2018/12,-7.6,-3199902,7965002,21526520,4713658,1401704,7965002,1766520,3413658
(주)케이피엠테크,042040,2019/12,-17.11,-13568641,8009804,17072581,2632398,-7706322,8009804,2842582,2632398
(주)케이피티유,054410,2011/12,17.15,2664812,3749551,11000000,393000,2664812,3749551,11000000,393000
(주)케이피티유,054410,2012/12,-0.77,-157202,1040000,16819999,2442350,-157202,1040000,16819999,2442350
(주)케이피티유,054410,2013/12,,,,,,1147288,3734800,19101226,982351
(주)케이피티유,054410,2014/12,,,,,,762765,8201950,18520000,84600
(주)케이피티유,054410,2015/12,,,,,,120580,975,15020000,8201950
(주)케이피티유,054410,2016/12,,,,,,3912818,5700975,15150000,1950
(주)케이피티유,054410,2017/12,6.52,1583737,7328366,16500000,463595,1967315,5700000,16500000,0
(주)케이피티유,054410,2018/12,6.41,481635,0,16100000,0,-71806,0,16100000,0
(주)케이피티유,054410,2019/12,,,,,,2484600,0,13000000,0
(주)케일럼,258610,2017/12,,,,,,-7179522,7050000,5856472,560000
(주)케일럼,258610,2018/12,13.26,2500124,7398333,5780000,851667,2652441,7398333,5780000,851667
(주)케일럼,258610,2019/12,9.2,-92568,8130000,4513600,0,79466,8130000,4513600,0
(주)켐온,217600,2015/12,,,,,,,,,
(주)켐온,217600,2016/12,,,,,,,,,
(주)켐온,217600,2017/12,,,,,,-1043113,0,0,0
(주)켐온,217600,2018/12,,,,,,4969791,0,0,0
(주)켐온,217600,2019/12,,,,,,4528301,0,0,0
(주)켐트로닉스,089010,2011/12,18.07,20400595,35699911,32583294,0,18724254,30809911,22708353,0
(주)켐트로닉스,089010,2012/12,19.79,11748707,28612057,40114647,206000,15075944,24178057,28335808,0
(주)켐트로닉스,089010,2013/12,18.58,22163524,11866214,59714417,114000,21003847,7988214,42585076,0
(주)켐트로닉스,089010,2014/12,12.77,6380986,14896529,75488768,594700,4401203,11474529,58333164,366700
(주)켐트로닉스,089010,2015/12,1.76,-1710340,37275493,80566547,1997370,-381116,28429163,58512065,1883370
(주)켐트로닉스,089010,2016/12,10.5,26502291,40006904,67219342,0,19046984,27183310,47622978,4933320
(주)켐트로닉스,089010,2017/12,17.91,13042953,22935199,64330830,16311020,7522388,17783290,48149579,15600020
(주)켐트로닉스,089010,2018/12,5.98,1243458,15345664,87508866,6626640,154034,12279980,65867926,6626640
(주)켐트로닉스,089010,2019/12,20.99,54453022,38368483,84004912,5693320,24091574,32299844,56708950,5693320
(주)켐트로스,220260,2015/12,,,,,,,,,
(주)켐트로스,220260,2016/12,,,,,,,,,
(주)켐트로스,220260,2017/12,,,,,,4175451,12812580,184642,1887420
(주)켐트로스,220260,2018/12,,,,,,4595864,8815340,199380,1947240
(주)켐트로스,220260,2019/12,,,,,,4515914,4868100,0,3447240
(주)코다코,046070,2011/12,,,,,,-4170212,15815713,57964851,9094189
(주)코다코,046070,2012/12,,,,,,10811610,8943001,60737592,8616039
(주)코다코,046070,2013/12,20.18,31425287,27440485,75681964,9475336,29885458,27240485,64586964,9475336
(주)코다코,046070,2014/12,12.09,10945023,36508810,91216904,8168172,11285689,35558810,79216444,7918172
(주)코다코,046070,2015/12,7.6,18991613,55426137,79157394,23127443,17974130,55176137,71179424,22427443
(주)코다코,046070,2016/12,12.21,35931582,75289314,100516468,29523358,32905988,37641778,92742514,28873358
(주)코다코,046070,2017/12,6.12,-3942758,99235260,119622459,25752890,6069578,61350770,115788015,25352890
(주)코다코,046070,2018/12,2.47,17382457,97190361,127103377,28480633,8018308,58997361,120779681,27180633
(주)코다코,046070,2019/12,5.83,11032448,192708696,32392160,0,26256610,175341696,900000,0
(주)코데즈컴바인,047770,2011/12,-17.01,-17887311,5608792,38049391,0,-18950991,5608792,38049391,0
(주)코데즈컴바인,047770,2012/12,-23.97,-8023146,5000000,39053647,0,-4334120,5000000,39053647,0
(주)코데즈컴바인,047770,2013/12,-8.83,-250500,0,42329143,0,884340,0,42329143,0
(주)코데즈컴바인,047770,2014/12,-9.66,-3938648,0,18075678,0,-3921328,0,17877180,0
(주)코데즈컴바인,047770,2015/12,-814.35,-20491869,0,1500000,0,-19964610,0,1500000,0
(주)코데즈컴바인,047770,2016/12,0,1920067,0,0,0,1920001,0,0,0
(주)코데즈컴바인,047770,2017/12,0,2600159,0,0,0,2605676,0,0,0
(주)코데즈컴바인,047770,2018/12,28.34,2773997,0,0,9480000,2761914,0,0,0
(주)코데즈컴바인,047770,2019/12,37.47,5249132,0,0,9360000,5009692,0,0,0
(주)코디,080530,2011/12,,,,,,934523,0,9000000,0
(주)코디,080530,2012/12,-2.83,-866025,969800,15540056,0,-1354900,0,12076500,0
(주)코디,080530,2013/12,0.44,1163256,483000,21125927,0,3266669,0,13076500,0
(주)코디,080530,2014/12,5.96,1509464,999400,17256948,0,1206781,880000,9000000,0
(주)코디,080530,2015/12,4.09,65700,1008312,13730895,0,-2189454,760000,9000000,0
(주)코디,080530,2016/12,-11.31,-7477787,1770600,6411200,0,-4892606,1388800,6000000,0
(주)코디,080530,2017/12,-42.33,-6762997,506000,6280100,0,-7014381,0,6000000,0
(주)코디,080530,2018/12,-16.38,-4757769,3134970,6664569,3327738,-5337895,2874970,6000000,3327738
(주)코디,080530,2019/12,-6.42,143087,10500000,2879569,0,4011793,10500000,0,0
(주)코디엠,224060,2015/12,,,,,,2213052,0,4611495,119400
(주)코디엠,224060,2016/12,-19.31,-7912553,50000,2490114,0,-7536510,0,2000000,0
(주)코디엠,224060,2017/12,-278.32,-715519,38889,1000000,11111,2519788,0,1000000,0
(주)코디엠,224060,2018/12,1.15,1376342,27778,0,11111,-2861650,0,0,0
(주)코디엠,224060,2019/12,-1.3,-2311185,15000,4277059,7404,1840723,15000,1500000,7404
(주)코렌텍,104540,2013/12,-7.03,1043940,0,20147,0,826036,0,20147,0
(주)코렌텍,104540,2014/12,5.39,450702,0,87049,0,592276,0,87049,0
(주)코렌텍,104540,2015/12,23.86,2544610,0,232769,0,2975622,0,232769,0
(주)코렌텍,104540,2016/12,11.13,2846527,90000,317265,0,3346639,90000,317265,0
(주)코렌텍,104540,2017/12,14.63,6327666,4890000,224710,0,6306699,4890000,224710,0
(주)코렌텍,104540,2018/12,22.76,5258965,4890000,579705,0,5991208,4890000,579705,0
(주)코렌텍,104540,2019/12,25.37,3855231,63000,10055875,4818000,4055125,63000,10055875,4818000
(주)코리아나화장품,027050,2011/12,116.59,16584697,0,14224234,0,16262085,0,12000000,0
(주)코리아나화장품,027050,2012/12,1.9,39541,0,2077017,0,1220169,0,0,0
(주)코리아나화장품,027050,2013/12,1.98,607777,5839000,10547449,0,1476398,5839000,8000000,0
(주)코리아나화장품,027050,2014/12,6.92,2424339,8166667,13071131,666667,1596875,8166667,12000000,666667
(주)코리아나화장품,027050,2015/12,19.41,3075295,6498800,6000000,1667867,2697015,6498800,6000000,1667867
(주)코리아나화장품,027050,2016/12,41.66,6375479,4999000,4843952,1499800,5339069,4999000,4843952,1499800
(주)코리아나화장품,027050,2017/12,46.4,7446052,3999200,9894153,999800,7056520,3999200,9894153,999800
(주)코리아나화장품,027050,2018/12,39.1,5087949,5899400,9129083,999800,2604931,5899400,9129083,999800
(주)코리아나화장품,027050,2019/12,33.61,6518828,4795454,7000000,1083117,4387890,4795454,7000000,1083117
(주)코리아센터,290510,2019/12,11.31,25540870,26889415,32495000,6712051,9372574,24500000,32495000,4150000
(주)코리아써키트,007810,2011/12,14.88,5079399,0,91978485,0,2293393,0,74522940,0
(주)코리아써키트,007810,2012/12,61.84,88815883,32000000,43917029,0,75600063,32000000,32040903,0
(주)코리아써키트,007810,2013/12,157.6,63726524,0,48396587,0,54548526,0,39862930,0
(주)코리아써키트,007810,2014/12,188.1,69547386,0,35425695,0,52153968,0,26465075,0
(주)코리아써키트,007810,2015/12,184.28,61607416,0,35586038,0,48000058,0,34810391,0
(주)코리아써키트,007810,2016/12,100.79,14797334,0,37904719,0,12556882,0,36591504,0
(주)코리아써키트,007810,2017/12,59.4,34764902,0,41721979,0,26628957,0,41721979,0
(주)코리아써키트,007810,2018/12,71.06,10030345,0,31521441,0,11579904,0,31521441,0
(주)코리아써키트,007810,2019/12,6555.43,47211164,0,0,0,44869825,0,0,0
(주)코리아에스이,101670,2011/12,,,,,,3073582,0,0,0
(주)코리아에스이,101670,2012/12,,,,,,-1977716,0,0,0
(주)코리아에스이,101670,2013/12,,,,,,2967661,0,0,0
(주)코리아에스이,101670,2014/12,,,,,,725048,0,0,0
(주)코리아에스이,101670,2015/12,,,,,,168015,0,0,0
(주)코리아에스이,101670,2016/12,,,,,,1471548,0,0,0
(주)코리아에스이,101670,2017/12,0,3727039,0,0,0,3790952,0,0,0
(주)코리아에스이,101670,2018/12,0,-130544,0,0,0,453871,0,0,0
(주)코리아에스이,101670,2019/12,0,-799576,0,0,0,664130,0,0,0
(주)코맥스,036690,2011/12,21.36,12693298,26350000,11535610,0,12233728,26350000,11535610,0
(주)코맥스,036690,2012/12,45.5,11698881,0,26803086,0,11489283,0,26803086,0
(주)코맥스,036690,2013/12,50.58,7873997,7700000,11650021,0,10485973,7700000,9386851,0
(주)코맥스,036690,2014/12,73.03,11075032,3612500,9360385,0,9513321,3612500,9360385,0
(주)코맥스,036690,2015/12,93.32,7028362,312500,9387118,0,6564032,312500,9387118,0
(주)코맥스,036690,2016/12,107.38,11756695,0,8746953,0,11433458,0,8746953,0
(주)코맥스,036690,2017/12,128.87,5874281,0,6840558,0,5317878,0,6840558,0
(주)코맥스,036690,2018/12,55.99,1173858,0,6294601,0,902937,0,6294601,0
(주)코맥스,036690,2019/12,33.45,3185250,0,6396737,0,3062480,0,6396737,0
(주)코메론,049430,2011/12,145.2,9308874,0,5897077,0,7736916,0,5889692,0
(주)코메론,049430,2012/12,100.06,7601053,0,8449680,0,5621608,0,5898246,0
(주)코메론,049430,2013/12,87.99,7675022,2013993,6460421,205734,5490303,0,6438178,0
(주)코메론,049430,2014/12,68.81,7836313,1387191,9717751,165898,3477784,0,9698904,0
(주)코메론,049430,2015/12,296.37,13920912,1205676,2464977,0,9879213,0,2443743,0
(주)코메론,049430,2016/12,134.02,17271406,1020106,10616926,0,13596165,0,10602512,0
(주)코메론,049430,2017/12,153.54,11667634,831617,8592084,0,14883271,0,8564424,0
(주)코메론,049430,2018/12,398.28,12700817,2498446,310490,250303,8843197,0,291944,0
(주)코메론,049430,2019/12,539.41,15639604,2302777,62465,261758,11882984,0,47626,0
(주)코미코,183300,2017/12,111.86,26976922,1761858,8860550,8267413,21878734,0,2700000,7696000
(주)코미코,183300,2018/12,34.28,29807865,37494014,21683094,959643,18708252,19000000,10396000,0
(주)코미코,183300,2019/12,26.35,38892285,69006912,29240408,389909,16969770,19000000,15396000,0
(주)코미팜,041960,2011/12,-9.24,-3007577,12564196,8500000,0,-2988838,12564196,8500000,0
(주)코미팜,041960,2012/12,-13.65,-5659864,10400000,8500000,0,-5727907,10400000,8500000,0
(주)코미팜,041960,2013/12,-1.6,3934214,21049146,13449709,1000000,5262054,21000000,13449709,10253171
(주)코미팜,041960,2014/12,1.09,-2535196,21600552,15066635,6696720,-2496362,21560780,15066635,6696720
(주)코미팜,041960,2015/12,-5.61,-2920340,21877640,11664853,6634140,-2639703,21584640,11664853,6634140
(주)코미팜,041960,2016/12,-1.89,1208529,13613725,14220000,8946640,1351368,13311600,14220000,8946640
(주)코미팜,041960,2017/12,1.94,235635,5857379,13620000,7722071,1610977,5589529,13620000,7722071
(주)코미팜,041960,2018/12,-2.47,-2017715,3980850,19400000,1223770,5029,3980850,19400000,1223770
(주)코미팜,041960,2019/12,-1.3,950793,7049760,15590000,731090,6398539,7049760,15590000,731090
(주)코세스,089890,2011/12,,,,,,5697160,4020000,4192427,0
(주)코세스,089890,2012/12,,,,,,1322427,1569934,3500000,3720394
(주)코세스,089890,2013/12,,,,,,-7925937,5598510,6800000,6471424
(주)코세스,089890,2014/12,,,,,,4145734,7500000,6920000,1978510
(주)코세스,089890,2015/12,,,,,,372122,0,14720000,0
(주)코세스,089890,2016/12,,,,,,-1673050,436364,4610000,6084091
(주)코세스,089890,2017/12,,,,,,11201413,0,0,0
(주)코세스,089890,2018/12,,,,,,-1007293,18633333,0,5083333
(주)코세스,089890,2019/12,,,,,,7681131,10633333,3500000,2000000
(주)코센,009730,2011/12,,,,,,-448533,338400,11190143,338400
(주)코센,009730,2012/12,,,,,,-349802,0,11022225,338400
(주)코센,009730,2013/12,,,,,,655026,0,12073654,1050000
(주)코센,009730,2014/12,-29.47,-6447106,480000,13500037,0,-5145710,480000,13466070,0
(주)코센,009730,2015/12,19.67,4789304,980000,15573316,0,385329,980000,14843209,0
(주)코센,009730,2016/12,18.05,2885900,890000,9877735,90000,2886019,9151163,9472635,90000
(주)코센,009730,2017/12,2.5,-2091728,603280,7494545,7787400,-2491721,603280,7492445,7787400
(주)코센,009730,2018/12,-10.83,-3176246,10520411,11477423,286640,-3176245,10520411,11475323,286640
(주)코센,009730,2019/12,-6.2,-4745084,554760,12209208,811880,-4407677,442440,11199208,424200
(주)코스나인,082660,2011/12,-0.27,-4027756,2250000,0,24574611,-2338043,2250000,0,23300000
(주)코스나인,082660,2012/12,-12.37,-9067479,1350000,0,43896183,-13014824,1350000,0,31300000
(주)코스나인,082660,2013/12,-11.76,-9103776,7977312,56879482,3109247,-9219703,7550000,35667773,1400000
(주)코스나인,082660,2014/12,10.01,23152837,6250000,52132253,1735019,9422369,6250000,34427612,1300000
(주)코스나인,082660,2015/12,19.99,8098429,5211820,53360825,1804836,1979902,5045160,34635398,1704840
(주)코스나인,082660,2016/12,11.55,8034687,4057347,42623714,4454480,2805599,4057347,29439096,4454480
(주)코스나인,082660,2017/12,4.22,-3906235,10136200,27873908,1471147,-1818191,10136200,19640000,1471147
(주)코스나인,082660,2018/12,-5.24,-946144,9081720,22392839,1318100,-4151501,9081720,18554000,1318100
(주)코스나인,082660,2019/12,,,,,,-1133306,527240,8205332,9218760
(주)코스메카코리아,241710,2016/12,148.02,4401326,0,2399852,0,5523973,0,0,0
(주)코스메카코리아,241710,2017/12,347.01,10441457,0,2138644,0,10870058,0,0,0
(주)코스메카코리아,241710,2018/12,13.3,10836558,37555110,29418093,0,15696793,21500000,14200000,0
(주)코스메카코리아,241710,2019/12,13.46,19352656,34609034,36786936,16104082,6457135,25000000,27000000,0
(주)코스온,069110,2011/12,,,,,,-3362591,0,600000,0
(주)코스온,069110,2012/12,,,,,,1879025,0,140000,0
(주)코스온,069110,2013/12,,,,,,-3732195,0,1000000,0
(주)코스온,069110,2014/12,,,,,,-2501198,4200000,1000000,0
(주)코스온,069110,2015/12,,,,,,-1015320,5700000,865419,0
(주)코스온,069110,2016/12,-54.84,-13637926,7799990,9396387,0,-10925693,7799990,5916668,2650010
(주)코스온,069110,2017/12,-12.6,1187370,4899994,15631921,2899996,1736020,4899994,12345207,2899996
(주)코스온,069110,2018/12,-3.22,-6835136,8768998,38194181,4649996,-4267107,249998,25432039,4649996
(주)코스온,069110,2019/12,10.54,28152037,14373425,22934777,1358573,24149167,2000000,11687254,249998
(주)코썬바이오,204990,2016/12,,,,,,-75652,0,0,0
(주)코썬바이오,204990,2017/12,-324.27,-15629668,0,4820000,0,-16656435,0,0,0
(주)코썬바이오,204990,2018/12,-222.89,-3984714,0,4400000,0,-6285413,0,2400000,0
(주)코썬바이오,204990,2019/12,-79.62,-4885725,0,4980000,0,-3083125,0,2600000,0
(주)코아스,071950,2011/12,,,,,,1296686,889139,28600369,1256570
(주)코아스,071950,2012/12,1.2,391811,805241,28337247,439658,387996,805241,28337247,439658
(주)코아스,071950,2013/12,11.62,5872888,391820,23245829,412581,5989979,391820,23245829,412581
(주)코아스,071950,2014/12,34.28,9685993,2249340,20303512,142480,9575164,2249340,20303512,142480
(주)코아스,071950,2015/12,47,10855928,2466860,18284329,1102480,11119781,2466860,18284329,1102480
(주)코아스,071950,2016/12,26.62,-453473,3927537,14810420,804020,-300172,3927537,14807838,804020
(주)코아스,071950,2017/12,-4.33,-1283359,3687557,16353995,0,-1479697,3687557,16353995,0
(주)코아스,071950,2018/12,3.95,2855391,187557,16221932,3500000,2924315,187557,16221932,3500000
(주)코아스,071950,2019/12,18.76,4926108,187557,19017838,0,4198192,187557,19017838,0
(주)코아시아,045970,2011/12,16.58,21023158,5720314,62828015,2266210,477119,0,0,0
(주)코아시아,045970,2012/12,13.06,3152366,8537000,84053088,0,660975,0,0,0
(주)코아시아,045970,2013/12,-6.03,-17738917,10847950,105800072,4352250,-566081,0,2400000,0
(주)코아시아,045970,2014/12,-7.5,-444050,10746350,103276062,7164960,270683,0,0,0
(주)코아시아,045970,2015/12,12.83,41815677,9839684,113503671,3452302,735778,0,0,0
(주)코아시아,045970,2016/12,32.27,39065822,34920980,63207303,6517418,1238959,0,10000000,0
(주)코아시아,045970,2017/12,24,20270279,39044058,70089543,8335504,223136,0,5000000,6000000
(주)코아시아,045970,2018/12,13.7,19392131,41924425,68982883,11662792,-196857,6000000,5000000,0
(주)코아시아,045970,2019/12,23.73,31417320,28527209,58904315,16109151,-1615015,14672600,16100000,10672640
(주)코아시아옵틱스,196450,2014/12,,8035180,0,0,0,5729825,0,0,0
(주)코아시아옵틱스,196450,2015/12,183.71,7405479,4031102,0,0,3764870,4000000,0,0
(주)코아시아옵틱스,196450,2016/12,-40.28,-25920895,3142810,4621189,857190,-27367561,3142810,2857430,857190
(주)코아시아옵틱스,196450,2017/12,-88.47,-7466161,1999970,4919579,1428550,-6995787,1999970,3228002,1428550
(주)코아시아옵틱스,196450,2018/12,-48.26,-5718250,857130,1761019,1142840,-4868581,857130,1761019,1142840
(주)코아시아옵틱스,196450,2019/12,23.56,17339106,2239568,17393066,1539728,-5882155,1053000,3000000,90000
(주)코엔텍,029960,2011/12,6292.29,12265469,0,0,145400,10628190,0,0,145400
(주)코엔텍,029960,2012/12,0,16252938,0,0,0,14555170,0,0,0
(주)코엔텍,029960,2013/12,0,11323353,0,0,0,9897287,0,0,0
(주)코엔텍,029960,2014/12,0,14881460,0,0,0,13455222,0,0,0
(주)코엔텍,029960,2015/12,92.28,12803227,15000000,0,0,10915818,15000000,0,0
(주)코엔텍,029960,2016/12,64.32,21771597,26877000,0,0,21792277,26877000,0,0
(주)코엔텍,029960,2017/12,95.21,29406677,25805200,0,1071800,27471764,25805200,0,1071800
(주)코엔텍,029960,2018/12,128.17,36741522,22389650,0,3415550,48763693,22389650,0,3415550
(주)코엔텍,029960,2019/12,,,,,,34254811,18550170,0,3839480
(주)코오롱,002020,2011/12,0.54,17830371,131604144,785933440,49183968,14176742,30000000,265000000,0
(주)코오롱,002020,2012/12,6.16,168896752,97948657,687851272,44295553,12033576,50000000,240000000,0
(주)코오롱,002020,2013/12,5.83,13423900,216208409,702171146,58178752,15355233,92000000,259500000,50000000
(주)코오롱,002020,2014/12,-0.44,-25715801,253352057,642691353,60689563,17121480,142000000,245000000,20000000
(주)코오롱,002020,2015/12,8.09,225932860,239366284,522566915,150721794,8253655,148000000,240000000,72000000
(주)코오롱,002020,2016/12,14.7,136976939,152044817,580816206,142155048,-2182044,84900000,284000000,81100000
(주)코오롱,002020,2017/12,6.84,56209880,86965237,755498269,169120160,-1423525,84700000,398000000,80200000
(주)코오롱,002020,2018/12,2.73,27279318,207450158,772708920,95802070,-5460560,150000000,393000000,44700000
(주)코오롱,002020,2019/12,5.61,167278173,124262586,762816021,188926572,2172441,100132676,411000000,80190171
(주)코원플레이,056000,2011/12,11.66,4786723,14000000,17529141,0,5883809,10000000,6866360,0
(주)코원플레이,056000,2012/12,10.6,2672186,10000000,21192324,4000000,356096,10000000,11622474,0
(주)코원플레이,056000,2013/12,1.66,-1557746,0,19651549,14000000,-3044260,0,11919559,10000000
(주)코원플레이,056000,2014/12,-6.21,-3375089,6100000,30660188,0,3790949,0,21862753,0
(주)코원플레이,056000,2015/12,-15.97,-1925131,0,16598575,0,-2154180,0,15160000,0
(주)코원플레이,056000,2016/12,,,,,,-247173,0,16034480,0
(주)코원플레이,056000,2017/12,0,-3711396,0,0,0,-3261410,0,0,0
(주)코원플레이,056000,2018/12,0,-1038452,0,0,0,-640401,0,0,0
(주)코원플레이,056000,2019/12,24.42,1788234,0,0,0,2296344,0,0,0
(주)코윈테크,282880,2019/12,13774.79,8393947,0,0,0,8473753,0,0,0
(주)코이즈,121850,2012/12,92.33,8544229,2801200,2235877,1212250,9170030,2801200,500000,1212250
(주)코이즈,121850,2013/12,21.09,-6446,8560200,4516836,741000,-399050,8560200,2800000,741000
(주)코이즈,121850,2014/12,-1.19,-485798,8621325,5029959,1047400,-2829188,8621325,3300000,1047400
(주)코이즈,121850,2015/12,7.1,4189178,8778500,12474010,4830538,4309056,8778500,10727712,4830538
(주)코이즈,121850,2016/12,25.03,5717032,3102600,13994225,2694400,7876503,3102600,12299000,2694400
(주)코이즈,121850,2017/12,17.26,1031629,1000000,16400198,2152600,948771,1000000,14799000,2152600
(주)코이즈,121850,2018/12,-4.95,-3428313,2600000,16397170,1000000,-1737394,0,14511000,1000000
(주)코이즈,121850,2019/12,-18.47,-2225132,4087000,10675697,0,907454,0,8642500,0
(주)코콤,015710,2011/12,37.04,-1324898,0,4975738,0,-808320,0,4975738,0
(주)코콤,015710,2012/12,27.77,9110540,3427520,8878394,0,8805332,3427520,8878394,0
(주)코콤,015710,2013/12,63.85,6334550,1688480,8718000,0,6334192,1688480,8718000,0
(주)코콤,015710,2014/12,54.25,5600331,11000000,0,0,5601158,11000000,0,0
(주)코콤,015710,2015/12,0,6134548,0,0,0,6135568,0,0,0
(주)코콤,015710,2016/12,2302.8,4948273,0,240638,0,4949247,0,240638,0
(주)코콤,015710,2017/12,0,14898480,0,0,0,14899258,0,0,0
(주)코콤,015710,2018/12,0,14854290,0,0,0,14854549,0,0,0
(주)코콤,015710,2019/12,0,15143317,0,0,0,15143439,0,0,0
(주)코텍,052330,2011/12,,,,,,20748245,0,7714531,0
(주)코텍,052330,2012/12,,,,,,17676744,0,2247038,0
(주)코텍,052330,2013/12,,,,,,11605506,0,1145876,0
(주)코텍,052330,2014/12,,,,,,-2981369,0,0,0
(주)코텍,052330,2015/12,,,,,,15215637,0,0,0
(주)코텍,052330,2016/12,,,,,,20012772,0,0,0
(주)코텍,052330,2017/12,,,,,,23586591,0,0,0
(주)코텍,052330,2018/12,,,,,,26917835,0,0,0
(주)코텍,052330,2019/12,0,74411400,0,0,0,73180633,0,0,0
(주)코퍼스코리아,322780,2019/12,,,,,,,,,
(주)코프라,126600,2011/12,,,,,,-5249092,0,10207575,0
