회사명,거래소코드,회계년도,매출채권(IFRS연결)(천원),매입채무(IFRS연결)(천원),매출채권(IFRS)(천원),매입채무(IFRS)(천원)
(주)드림어스컴퍼니,060570,2014/12,15676015,5622277,35409209,7495841
(주)드림어스컴퍼니,060570,2015/12,16548039,3728102,38131171,6425245
(주)드림어스컴퍼니,060570,2016/12,10003345,2988586,14023097,4936425
(주)드림어스컴퍼니,060570,2017/12,12276235,4565218,13983777,5371886
(주)드림어스컴퍼니,060570,2018/12,24410890,17024341,22399906,13193804
(주)드림어스컴퍼니,060570,2019/12,27709995,27341941,25963455,26889566
(주)드림텍,192650,2019/12,48574776,38092708,46880034,28941463
(주)디딤,217620,2015/12,,,,
(주)디딤,217620,2016/12,,,,
(주)디딤,217620,2017/12,3382884,1549191,3404505,1489118
(주)디딤,217620,2018/12,4458493,2030249,4722842,1917523
(주)디딤,217620,2019/12,4608929,3710454,5018694,3537617
(주)디모아,016670,2011/12,,,7118128,9536312
(주)디모아,016670,2012/12,28292248,21835588,10734933,11143750
(주)디모아,016670,2013/12,26913649,24456380,11160067,13760536
(주)디모아,016670,2014/12,27094874,23671249,11397636,14687479
(주)디모아,016670,2015/12,27524537,31405507,10801536,10037347
(주)디모아,016670,2016/12,24880723,20441371,9888980,6767324
(주)디모아,016670,2017/12,27535797,22562442,14595945,10350575
(주)디모아,016670,2018/12,32952495,24326156,10623748,4842109
(주)디모아,016670,2019/12,44928090,33156333,15606522,7143270
(주)디바이스이엔지,187870,2017/12,,,7631350,9839809
(주)디바이스이엔지,187870,2018/12,,,12214779,4094777
(주)디바이스이엔지,187870,2019/12,,,8441171,16866839
(주)디비아이엔씨,012030,2011/12,87872242,70687262,91846324,70436580
(주)디비아이엔씨,012030,2012/12,106225208,92814193,112824696,95090751
(주)디비아이엔씨,012030,2013/12,132587317,102350903,137309093,102407241
(주)디비아이엔씨,012030,2014/12,54082745,44864634,54966080,44795890
(주)디비아이엔씨,012030,2015/12,33495369,29235219,33495369,29235219
(주)디비아이엔씨,012030,2016/12,33493645,20881411,33493645,20881411
(주)디비아이엔씨,012030,2017/12,35844352,16311586,35844352,16311586
(주)디비아이엔씨,012030,2018/12,32582300,13110997,28997929,11966689
(주)디비아이엔씨,012030,2019/12,33345907,11632011,29394234,10377540
(주)디스플레이테크,066670,2011/12,,,43105734,26899825
(주)디스플레이테크,066670,2012/12,,,55158419,44239426
(주)디스플레이테크,066670,2013/12,,,164064927,99071225
(주)디스플레이테크,066670,2014/12,,,101022042,75686704
(주)디스플레이테크,066670,2015/12,,,32971550,22134978
(주)디스플레이테크,066670,2016/12,,,23669834,14019798
(주)디스플레이테크,066670,2017/12,,,16461034,6764944
(주)디스플레이테크,066670,2018/12,,,20132054,18317307
(주)디스플레이테크,066670,2019/12,,,18076897,9979640
(주)디아이,003160,2011/12,15996710,13769892,4344510,3885964
(주)디아이,003160,2012/12,17091740,7501653,2531283,1647295
(주)디아이,003160,2013/12,15869236,9677906,5073953,5465031
(주)디아이,003160,2014/12,12376047,9279854,5455875,6440462
(주)디아이,003160,2015/12,13101774,5620879,4969099,3335068
(주)디아이,003160,2016/12,9087577,6080718,3457493,3844603
(주)디아이,003160,2017/12,12389441,12813221,5588896,3754220
(주)디아이,003160,2018/12,10405817,6555946,2183781,3774226
(주)디아이,003160,2019/12,13047179,4210889,7883846,2321040
(주)디아이씨,092200,2011/12,84103486,70470629,75936651,51579452
(주)디아이씨,092200,2012/12,90317795,60650533,75615079,39372695
(주)디아이씨,092200,2013/12,75134844,56800677,60034219,55379478
(주)디아이씨,092200,2014/12,78056507,48348592,52895456,40349979
(주)디아이씨,092200,2015/12,83553589,49269314,49317296,39338944
(주)디아이씨,092200,2016/12,106679203,78181017,56822140,52664361
(주)디아이씨,092200,2017/12,122321750,70384085,56260621,57880520
(주)디아이씨,092200,2018/12,91572393,56489894,49387993,58529459
(주)디아이씨,092200,2019/12,78454582,88925933,45751127,74669301
(주)디아크,078590,2011/12,,,3603936,3710121
(주)디아크,078590,2012/12,,,3441094,3085899
(주)디아크,078590,2013/12,,,3457508,3013617
(주)디아크,078590,2014/12,,,4118252,3540198
(주)디아크,078590,2015/12,,,3898098,3805725
(주)디아크,078590,2016/12,,,4260691,4078118
(주)디아크,078590,2017/12,,,2453323,2364399
(주)디아크,078590,2018/12,3866499,5115634,3222511,3018419
(주)디아크,078590,2019/12,7826063,4349412,6588202,2106022
(주)디알비동일,004840,2011/12,114935481,49382296,92512736,44272662
(주)디알비동일,004840,2012/12,75859340,51457345,40934829,28176714
(주)디알비동일,004840,2013/12,127098546,52936034,28743556,16569530
(주)디알비동일,004840,2014/12,130761548,38927424,30126188,18501905
(주)디알비동일,004840,2015/12,118777405,30576266,25940618,11759041
(주)디알비동일,004840,2016/12,118904216,47984592,31928578,13571671
(주)디알비동일,004840,2017/12,109205541,33871669,26468000,10595587
(주)디알비동일,004840,2018/12,113715860,31376727,24880367,9990074
(주)디알비동일,004840,2019/12,115470883,32607533,23053464,7575470
(주)디알젬,263690,2018/12,9629911,8570333,9686323,8571920
(주)디알젬,263690,2019/12,12529071,15475502,12726542,15336623
(주)디알텍,214680,2015/12,,,,
(주)디알텍,214680,2016/12,15347801,269441,16998135,269441
(주)디알텍,214680,2017/12,17545966,416348,18367101,416348
(주)디알텍,214680,2018/12,20037337,1972209,22493204,1979721
(주)디알텍,214680,2019/12,18688571,3769043,22710262,3858163
(주)디앤씨미디어,263720,2017/12,,,2716967,343519
(주)디앤씨미디어,263720,2018/12,3447919,270086,3263248,270086
(주)디앤씨미디어,263720,2019/12,5752334,216469,5505879,216469
(주)디에스앤엘,141020,2013/12,8186806,1613640,8186806,400931
(주)디에스앤엘,141020,2014/12,6101023,1580743,6474759,301746
(주)디에스앤엘,141020,2015/12,10091441,10367130,10296352,10294667
(주)디에스앤엘,141020,2016/12,9031257,5516873,8935011,5479203
(주)디에스앤엘,141020,2017/12,7559684,1570341,7560564,1570341
(주)디에스앤엘,141020,2018/12,5513883,3226756,4357408,1505615
(주)디에스앤엘,141020,2019/12,16109622,391354,1131417,254275
(주)디에스케이,109740,2011/12,15969324,5920887,15778309,5882219
(주)디에스케이,109740,2012/12,17546141,5005462,17488062,4992261
(주)디에스케이,109740,2013/12,8137720,2423124,8022798,2383691
(주)디에스케이,109740,2014/12,12301477,8430214,12280884,8412559
(주)디에스케이,109740,2015/12,21332094,3329841,21287851,3313715
(주)디에스케이,109740,2016/12,16125661,6475762,10806009,4900350
(주)디에스케이,109740,2017/12,24786014,27140007,24740176,27818901
(주)디에스케이,109740,2018/12,18086456,5121226,18044047,5216178
(주)디에스케이,109740,2019/12,19020873,2602779,18933133,2660331
(주)디에이테크놀로지,196490,2014/12,8401037,3488144,8422393,3482622
(주)디에이테크놀로지,196490,2015/12,15168145,8874315,15177598,8869988
(주)디에이테크놀로지,196490,2016/12,30271939,5531789,30465872,5537105
(주)디에이테크놀로지,196490,2017/12,42214603,12872773,42419256,12865305
(주)디에이테크놀로지,196490,2018/12,38886530,8324390,38250793,8336783
(주)디에이테크놀로지,196490,2019/12,22278273,5414807,22171984,5422154
(주)디에이피,066900,2011/12,,,22345675,28555670
(주)디에이피,066900,2012/12,,,26149553,37434152
(주)디에이피,066900,2013/12,,,26710037,22006106
(주)디에이피,066900,2014/12,,,15113225,6175391
(주)디에이피,066900,2015/12,,,19499826,13628012
(주)디에이피,066900,2016/12,,,26703248,11877928
(주)디에이피,066900,2017/12,,,22625730,15916469
(주)디에이피,066900,2018/12,,,22739796,15109050
(주)디에이피,066900,2019/12,,,20879471,15753454
(주)디엔에이링크,127120,2011/12,,,4725452,322343
(주)디엔에이링크,127120,2012/12,,,5798964,536363
(주)디엔에이링크,127120,2013/12,,,2279006,407800
(주)디엔에이링크,127120,2014/12,,,3862434,1632638
(주)디엔에이링크,127120,2015/12,3299948,702686,3211501,621718
(주)디엔에이링크,127120,2016/12,3075590,1371912,2835076,1303163
(주)디엔에이링크,127120,2017/12,5377671,483418,5414960,572812
(주)디엔에이링크,127120,2018/12,6618524,1236333,6381627,1169207
(주)디엔에이링크,127120,2019/12,4894164,1453199,4193098,1125670
(주)디엔에프,092070,2011/12,,,2566837,1764564
(주)디엔에프,092070,2012/12,,,1895477,659439
(주)디엔에프,092070,2013/12,,,2320271,572334
(주)디엔에프,092070,2014/12,,,4478049,1985183
(주)디엔에프,092070,2015/12,,,2584136,3211964
(주)디엔에프,092070,2016/12,,,2675616,2003907
(주)디엔에프,092070,2017/12,,,3709750,2432783
(주)디엔에프,092070,2018/12,,,4300778,3897864
(주)디엔에프,092070,2019/12,,,3684303,890726
(주)디엔오토모티브,007340,2011/12,104880575,38545833,73141739,24041845
(주)디엔오토모티브,007340,2012/12,131134467,56762835,85262069,35907142
(주)디엔오토모티브,007340,2013/12,123853902,59174644,86979742,40583339
(주)디엔오토모티브,007340,2014/12,186560119,92714563,96815177,37268346
(주)디엔오토모티브,007340,2015/12,193228260,101490784,77482298,37070871
(주)디엔오토모티브,007340,2016/12,186267686,106172532,70562593,44723444
(주)디엔오토모티브,007340,2017/12,156833725,121632114,15447415,8435444
(주)디엔오토모티브,007340,2018/12,139625718,112820466,18800285,9454778
(주)디엔오토모티브,007340,2019/12,144635574,100671820,23149748,8676296
(주)디엠에스,068790,2011/12,0,9023996,0,10359251
(주)디엠에스,068790,2012/12,0,15202019,0,17226074
(주)디엠에스,068790,2013/12,0,27353365,0,25957355
(주)디엠에스,068790,2014/12,0,14482020,0,12201941
(주)디엠에스,068790,2015/12,0,36862063,0,58779175
(주)디엠에스,068790,2016/12,0,46109549,0,64152058
(주)디엠에스,068790,2017/12,0,61987121,0,53954290
(주)디엠에스,068790,2018/12,0,29483577,0,23615302
(주)디엠에스,068790,2019/12,0,22613224,0,15880361
(주)디오,039840,2011/12,48613535,5065919,55106804,4855605
(주)디오,039840,2012/12,31196256,5166488,30320355,5166489
(주)디오,039840,2013/12,49095327,8345340,47307146,7412544
(주)디오,039840,2014/12,46445381,7546501,48744506,5690607
(주)디오,039840,2015/12,54904812,6339284,56790773,5789867
(주)디오,039840,2016/12,61512793,4109420,71067624,2988307
(주)디오,039840,2017/12,69451457,4952003,83683943,2696445
(주)디오,039840,2018/12,72379042,6260546,103557601,3006160
(주)디오,039840,2019/12,92868419,4576075,116045375,3379574
(주)디와이디,219550,2015/12,,,,
(주)디와이디,219550,2016/12,,,,
(주)디와이디,219550,2017/12,,,6440459,209670
(주)디와이디,219550,2018/12,,,2912469,866463
(주)디와이디,219550,2019/12,7323453,434322,7323458,445569
(주)디이엔티,079810,2011/12,,,6769657,2055281
(주)디이엔티,079810,2012/12,,,3573154,3139631
(주)디이엔티,079810,2013/12,,,2829380,2528445
(주)디이엔티,079810,2014/12,2825420,1126827,2825420,1126827
(주)디이엔티,079810,2015/12,8953281,5123346,8938300,5123346
(주)디이엔티,079810,2016/12,20787653,13422317,18508587,11670208
(주)디이엔티,079810,2017/12,17681529,11199395,17417244,10904444
(주)디이엔티,079810,2018/12,6234785,4783818,6227265,4779405
(주)디이엔티,079810,2019/12,3659935,2986298,3665885,2985025
(주)디지아이,043360,2011/12,,,7837623,1862542
(주)디지아이,043360,2012/12,,,8590610,2460246
(주)디지아이,043360,2013/12,,,7923096,2515413
(주)디지아이,043360,2014/12,10506684,1332696,10506684,1256062
(주)디지아이,043360,2015/12,,,11537400,1886343
(주)디지아이,043360,2016/12,,,10915814,1164127
(주)디지아이,043360,2017/12,,,10576468,1061310
(주)디지아이,043360,2018/12,,,9467379,890252
(주)디지아이,043360,2019/12,,,6508859,843234
(주)디지캡,197140,2018/12,,,4212244,2410950
(주)디지캡,197140,2019/12,6020289,1862704,2763390,1604378
(주)디지털대성,068930,2011/12,,,4747162,404829
(주)디지털대성,068930,2012/12,,,4559750,384369
(주)디지털대성,068930,2013/12,,,4115333,341227
(주)디지털대성,068930,2014/12,,,3877719,346055
(주)디지털대성,068930,2015/12,3190639,4112659,2958744,393158
(주)디지털대성,068930,2016/12,3429107,4387036,3124222,388568
(주)디지털대성,068930,2017/12,4049428,4016191,3923520,497697
(주)디지털대성,068930,2018/12,6749260,2490341,6624484,471958
(주)디지털대성,068930,2019/12,5552487,2095725,4762193,373816
(주)디지틀조선일보,033130,2011/12,25564184,4621137,25017554,4502505
(주)디지틀조선일보,033130,2012/12,21156481,1354549,20754164,1307118
(주)디지틀조선일보,033130,2013/12,21006604,1572604,20666622,1534670
(주)디지틀조선일보,033130,2014/12,20519896,1248501,20233202,1229074
(주)디지틀조선일보,033130,2015/12,21897092,2357002,21626501,2331367
(주)디지틀조선일보,033130,2016/12,20637449,2026052,20325689,2011527
(주)디지틀조선일보,033130,2017/12,20827075,1377311,20562419,1268159
(주)디지틀조선일보,033130,2018/12,20855779,1301677,20670744,1264896
(주)디지틀조선일보,033130,2019/12,20369687,1814664,20520296,1786025
(주)디케이앤디,263020,2018/12,5926927,3998950,7182127,2776694
(주)디케이앤디,263020,2019/12,8468551,5757488,10648201,2692079
(주)디케이티,290550,2018/12,14371500,16885387,9627341,5502000
(주)디케이티,290550,2019/12,36235933,47069172,20247906,12427233
(주)디티앤씨,187220,2014/12,,,6804991,0
(주)디티앤씨,187220,2015/12,8847873,0,8195385,0
(주)디티앤씨,187220,2016/12,13440135,86382,12125343,0
(주)디티앤씨,187220,2017/12,16383612,82447,14340460,0
(주)디티앤씨,187220,2018/12,21637806,961671,19410210,0
(주)디티앤씨,187220,2019/12,23869821,1689802,19573751,0
(주)딜리,131180,2011/12,4083146,1150057,4407649,1150057
(주)딜리,131180,2012/12,5870066,1434443,5886585,1432465
(주)딜리,131180,2013/12,5600367,1124921,6003588,1124921
(주)딜리,131180,2014/12,6671298,1167717,9840822,1167717
(주)딜리,131180,2015/12,7247236,1433312,11071759,1433312
(주)딜리,131180,2016/12,7416911,1248187,10414046,1248187
(주)딜리,131180,2017/12,7610311,2630777,9630822,2630777
(주)딜리,131180,2018/12,8491514,1890423,8835442,1890424
(주)딜리,131180,2019/12,5422796,1257806,5298148,1257805
(주)라닉스,317120,2019/12,,,2219813,382137
(주)라온테크,232680,2015/12,,,,
(주)라온테크,232680,2016/12,,,,
(주)라온테크,232680,2017/12,,,,
(주)라온테크,232680,2018/12,,,4418861,4115802
(주)라온테크,232680,2019/12,,,2112044,1456202
(주)라이온켐텍,171120,2013/12,,,16957986,2438490
(주)라이온켐텍,171120,2014/12,,,23540777,1901429
(주)라이온켐텍,171120,2015/12,,,19611594,3244182
(주)라이온켐텍,171120,2016/12,,,21113411,2248446
(주)라이온켐텍,171120,2017/12,,,20386791,2565641
(주)라이온켐텍,171120,2018/12,,,21534169,3329807
(주)라이온켐텍,171120,2019/12,,,25865372,2832096
(주)라이트론,069540,2011/12,7028750,4052417,6898256,6817682
(주)라이트론,069540,2012/12,9747904,5688603,9616412,8789310
(주)라이트론,069540,2013/12,13021145,5514388,12654353,8924268
(주)라이트론,069540,2014/12,3868732,3390312,3620223,7016487
(주)라이트론,069540,2015/12,5100049,751407,4555391,4627285
(주)라이트론,069540,2016/12,14067737,4382834,13755920,7683130
(주)라이트론,069540,2017/12,14392693,3434205,12568186,6710068
(주)라이트론,069540,2018/12,15625466,4634583,13854251,8167200
(주)라이트론,069540,2019/12,14124761,1195266,12485511,4890933
(주)라파스,214260,2019/12,3091805,266295,5227048,266295
(주)락앤락,115390,2011/12,79445808,16108780,18471082,6452506
(주)락앤락,115390,2012/12,75416688,17548573,16616826,5588931
(주)락앤락,115390,2013/12,110190149,27399852,22666192,14869962
(주)락앤락,115390,2014/12,69276519,21161940,18109901,9936006
(주)락앤락,115390,2015/12,55684092,15407538,14784619,9538054
(주)락앤락,115390,2016/12,64574127,19115707,22180742,12371399
(주)락앤락,115390,2017/12,63730922,19842393,15645745,4982256
(주)락앤락,115390,2018/12,65745789,16936471,12855600,7407992
(주)락앤락,115390,2019/12,76660549,25422751,21798159,21716379
(주)랩지노믹스,084650,2014/12,,,11802075,3559032
(주)랩지노믹스,084650,2015/12,,,13463989,4319025
(주)랩지노믹스,084650,2016/12,,,12954007,3647882
(주)랩지노믹스,084650,2017/12,,,15692693,3823784
(주)랩지노믹스,084650,2018/12,,,16041468,3869703
(주)랩지노믹스,084650,2019/12,,,20224690,4214444
(주)러셀,217500,2015/12,,,,
(주)러셀,217500,2016/12,,,,
(주)러셀,217500,2017/12,,,,
(주)러셀,217500,2018/12,,,4766609,466526
(주)러셀,217500,2019/12,,,4071556,1881631
(주)레고켐바이오사이언스,141080,2013/12,,,550000,0
(주)레고켐바이오사이언스,141080,2014/12,,,74444,0
(주)레고켐바이오사이언스,141080,2015/12,9281403,6059890,9281403,6059890
(주)레고켐바이오사이언스,141080,2016/12,12686054,7569575,12283389,7459739
(주)레고켐바이오사이언스,141080,2017/12,15681355,9117137,14661700,8575631
(주)레고켐바이오사이언스,141080,2018/12,17878997,8178122,17467375,8158559
(주)레고켐바이오사이언스,141080,2019/12,13276706,7691811,12551019,7212986
(주)레드로버,060300,2011/12,,,24175508,427789
(주)레드로버,060300,2012/12,,,23858042,276029
(주)레드로버,060300,2013/12,,,15142094,402687
(주)레드로버,060300,2014/12,,,23348719,335773
(주)레드로버,060300,2015/12,25769874,49652,25769874,49653
(주)레드로버,060300,2016/12,43953760,49890,43953760,49890
(주)레드로버,060300,2017/12,53092407,69349,53092407,69349
(주)레드로버,060300,2018/12,55028382,49828,55028382,49828
(주)레드로버,060300,2019/12,55007982,10000,55007982,10000
(주)레드캡투어,038390,2011/12,9386019,11366892,8817793,11189225
(주)레드캡투어,038390,2012/12,9514381,12620124,8709310,12207683
(주)레드캡투어,038390,2013/12,10248830,13898398,9686389,13579299
(주)레드캡투어,038390,2014/12,12022314,11032736,11325059,10753704
(주)레드캡투어,038390,2015/12,13341024,1824107,12626061,1582687
(주)레드캡투어,038390,2016/12,17164331,6007819,16434105,5763860
(주)레드캡투어,038390,2017/12,16390485,5113238,16070263,5062615
(주)레드캡투어,038390,2018/12,14511412,279883,13905413,0
(주)레드캡투어,038390,2019/12,11457167,6927866,9162089,6993112
(주)레이,228670,2019/12,19900172,5374920,23653726,4226299
(주)레이언스,228850,2016/12,21968357,7986349,23619483,6872329
(주)레이언스,228850,2017/12,18441995,6539741,23234397,5175490
(주)레이언스,228850,2018/12,26222050,5935472,34537809,3600211
(주)레이언스,228850,2019/12,47494809,6645742,57123823,4045794
(주)레이크머티리얼즈,281740,2017/12,,,,
(주)레이크머티리얼즈,281740,2018/12,,,,
(주)레이크머티리얼즈,281740,2019/12,,,,
(주)로보로보,215100,2015/12,,,,
(주)로보로보,215100,2016/12,,,,
(주)로보로보,215100,2017/12,2668852,926724,2614532,806965
(주)로보로보,215100,2018/12,2378144,694911,2308201,543461
(주)로보로보,215100,2019/12,2317806,1291996,2377817,1237715
(주)로보스타,090360,2011/12,20078435,18292354,19058055,18047636
(주)로보스타,090360,2012/12,15726377,18597242,15997147,18919587
(주)로보스타,090360,2013/12,22966737,29983004,22369946,29004559
(주)로보스타,090360,2014/12,19805123,25779556,19417991,25331172
(주)로보스타,090360,2015/12,33140310,34133023,33495739,33393567
(주)로보스타,090360,2016/12,61361415,62627664,63063758,62608158
(주)로보스타,090360,2017/12,49371031,57779162,50585814,57740132
(주)로보스타,090360,2018/12,53885981,55078609,53893746,55031000
(주)로보스타,090360,2019/12,71828458,57382129,71943848,56752350
(주)로보티즈,108490,2018/12,1702034,183674,4160221,183674
(주)로보티즈,108490,2019/12,1315734,82160,2761469,82160
(주)로지시스,067730,2015/12,,,2758182,47628
(주)로지시스,067730,2016/12,,,4889856,2532312
(주)로지시스,067730,2017/12,,,7266724,2319292
(주)로지시스,067730,2018/12,,,4374170,2370034
(주)로지시스,067730,2019/12,,,4281730,1024993
(주)루멘스,038060,2011/12,41443588,47869668,40984459,67852523
(주)루멘스,038060,2012/12,61830472,48230186,59937631,76071249
(주)루멘스,038060,2013/12,62027519,59363504,58944611,75180249
(주)루멘스,038060,2014/12,57731821,59481909,54209621,66472285
(주)루멘스,038060,2015/12,37213693,56406524,55013400,68893437
(주)루멘스,038060,2016/12,27343227,58835042,47944102,70918789
(주)루멘스,038060,2017/12,20231479,35938789,37830937,52980583
(주)루멘스,038060,2018/12,50003360,45122177,25093296,39859055
(주)루멘스,038060,2019/12,48803279,58384948,24565880,35429140
(주)루트로닉,085370,2011/12,6958226,1712565,8836065,1498817
(주)루트로닉,085370,2012/12,6499060,1539334,8538380,1367174
(주)루트로닉,085370,2013/12,7395951,2628198,9164957,1954339
(주)루트로닉,085370,2014/12,9959844,2503357,11843593,1996878
(주)루트로닉,085370,2015/12,15232395,4168607,17133944,3336500
(주)루트로닉,085370,2016/12,11257206,3342976,17607858,2608596
(주)루트로닉,085370,2017/12,12759815,4101972,23386267,3643804
(주)루트로닉,085370,2018/12,13917019,5845944,36587935,4592504
(주)루트로닉,085370,2019/12,18054302,5425999,52969086,4278431
(주)룽투코리아,060240,2011/12,834155,0,734442,0
(주)룽투코리아,060240,2012/12,814882,0,744211,0
(주)룽투코리아,060240,2013/12,443950,0,437169,0
(주)룽투코리아,060240,2014/12,722233,0,580785,0
(주)룽투코리아,060240,2015/12,4712154,262027,1889448,0
(주)룽투코리아,060240,2016/12,7019845,0,3281908,0
(주)룽투코리아,060240,2017/12,14019496,0,12624278,0
(주)룽투코리아,060240,2018/12,7552927,0,7190994,0
(주)룽투코리아,060240,2019/12,5371162,0,5508744,0
(주)리노스,039980,2011/12,,,4444114,10054726
(주)리노스,039980,2012/12,,,6971747,26321660
(주)리노스,039980,2013/12,,,8036848,7162187
(주)리노스,039980,2014/12,15345572,2359971,8066344,2359971
(주)리노스,039980,2015/12,,,7274171,4565526
(주)리노스,039980,2016/12,7927152,11213662,7369928,10570493
(주)리노스,039980,2017/12,8688447,9195687,7740674,8241105
(주)리노스,039980,2018/12,4062809,9405044,4062809,9405044
(주)리노스,039980,2019/12,3874549,12350995,3874114,12350995
(주)리더스코스메틱,016100,2011/12,,,8999480,3540282
(주)리더스코스메틱,016100,2012/12,,,7441650,2606970
(주)리더스코스메틱,016100,2013/12,11266301,4723250,10697570,4684070
(주)리더스코스메틱,016100,2014/12,16056541,6781784,16766716,6759307
(주)리더스코스메틱,016100,2015/12,19823638,5241675,27944805,4458724
(주)리더스코스메틱,016100,2016/12,22526042,6013771,19118999,1920315
(주)리더스코스메틱,016100,2017/12,18213126,11096428,13958283,5578145
(주)리더스코스메틱,016100,2018/12,23763989,4121253,20229042,1462178
(주)리더스코스메틱,016100,2019/12,23202859,3006582,19716848,636796
(주)리드,197210,2015/12,17052902,5210805,17052902,5210805
(주)리드,197210,2016/12,33655027,19319689,33655027,19319689
(주)리드,197210,2017/12,16786385,6831060,16786385,6831060
(주)리드,197210,2018/12,17512788,5683894,17371640,5238413
(주)리드,197210,2019/12,14271245,6932393,14247371,6801098
(주)리드코프,012700,2011/12,4044999,1763452,4044999,1763452
(주)리드코프,012700,2012/12,5925466,189524,5925466,189524
(주)리드코프,012700,2013/12,7645276,192085,7645276,192085
(주)리드코프,012700,2014/12,6644006,1103300,6644006,1103300
(주)리드코프,012700,2015/12,6764228,266898,6764228,266898
(주)리드코프,012700,2016/12,8102929,300209,8102929,300209
(주)리드코프,012700,2017/12,8373279,310321,8099436,310321
(주)리드코프,012700,2018/12,4211185,373707,4035601,373707
(주)리드코프,012700,2019/12,3861618,370834,3596634,370834
(주)리메드,302550,2019/12,,,2287936,603063
(주)링네트,042500,2011/12,21778466,18856426,21580126,18625562
(주)링네트,042500,2012/12,19845186,18315299,19786843,18279824
(주)링네트,042500,2013/12,31830410,25535985,31671680,25356906
(주)링네트,042500,2014/12,35393722,26116299,35469055,25875132
(주)링네트,042500,2015/12,23124651,29255726,23254696,28687451
(주)링네트,042500,2016/12,35797081,32032483,35312443,31843228
(주)링네트,042500,2017/12,26730834,24942175,26815889,24442111
(주)링네트,042500,2018/12,20279316,34848218,20988988,33581222
(주)링네트,042500,2019/12,30563426,21419172,30306387,20906621
(주)링크제니시스,219420,2018/12,1734854,90525,1616030,90382
(주)링크제니시스,219420,2019/12,2031467,22649,1871337,28149
(주)마니커,027740,2011/12,62421993,39497288,53105552,32675598
(주)마니커,027740,2012/12,47448695,32698358,33778844,25244874
(주)마니커,027740,2013/12,44317095,42432162,30948815,35898989
(주)마니커,027740,2014/12,33532904,16707508,33745283,17020385
(주)마니커,027740,2015/12,26567865,19699245,26645430,19572006
(주)마니커,027740,2016/12,25258343,13561983,23655636,13266060
(주)마니커,027740,2017/12,27700700,12276858,27621996,13149667
(주)마니커,027740,2018/12,19865934,10283367,20036088,10521701
(주)마니커,027740,2019/12,17482531,9100107,17505251,9042209
(주)마니커에프앤지,195500,2019/12,,,11619974,7792393
(주)마이크로디지탈,305090,2019/12,,,1494008,138141
(주)마이크로컨텍솔루션,098120,2011/12,,,3324207,1375020
(주)마이크로컨텍솔루션,098120,2012/12,2962375,1496161,2938443,1496161
(주)마이크로컨텍솔루션,098120,2013/12,3148370,1164092,2781557,1151873
(주)마이크로컨텍솔루션,098120,2014/12,6948870,2923662,6534492,2857083
(주)마이크로컨텍솔루션,098120,2015/12,4502045,1980057,4153054,1904677
(주)마이크로컨텍솔루션,098120,2016/12,4245424,1023881,3935506,983280
(주)마이크로컨텍솔루션,098120,2017/12,3356694,1125663,3031215,1271301
(주)마이크로컨텍솔루션,098120,2018/12,3530005,687105,3492441,865000
(주)마이크로컨텍솔루션,098120,2019/12,6221014,1096995,6132210,1184314
(주)마이크로프랜드,147760,2016/12,,,1190146,2924016
(주)마이크로프랜드,147760,2017/12,,,1484194,1766104
(주)마이크로프랜드,147760,2018/12,,,2841654,1938632
(주)마이크로프랜드,147760,2019/12,,,4179333,1642491
(주)마크로젠,038290,2011/12,8968538,2079411,8717097,2085122
(주)마크로젠,038290,2012/12,9729196,2139537,9473365,2111023
(주)마크로젠,038290,2013/12,12778968,1826891,12521280,1956111
(주)마크로젠,038290,2014/12,19306210,4264513,18255090,3265538
(주)마크로젠,038290,2015/12,25267500,4875163,27756724,2900188
(주)마크로젠,038290,2016/12,22934499,6310339,21844858,5387473
(주)마크로젠,038290,2017/12,26092155,6274661,21317215,3859014
(주)마크로젠,038290,2018/12,24199933,7387258,22298432,6181435
(주)마크로젠,038290,2019/12,34554358,8559567,25501844,3580199
(주)만도,204320,2014/12,1001234333,891223432,547015244,475427185
(주)만도,204320,2015/12,1244127768,963002008,538500075,442587574
(주)만도,204320,2016/12,1405334959,1051175129,592371116,455779960
(주)만도,204320,2017/12,1418479806,1036455050,467751669,347084633
(주)만도,204320,2018/12,1350397438,960200258,504177750,384679364
(주)만도,204320,2019/12,1352619571,995131915,537893060,405561691
(주)매직마이크로,127160,2015/12,14109578,10845446,14797801,8793983
(주)매직마이크로,127160,2016/12,12084120,10186101,12109343,8393607
(주)매직마이크로,127160,2017/12,8588167,12183037,7779983,2278969
(주)매직마이크로,127160,2018/12,15987082,12937077,33225760,9071517
(주)매직마이크로,127160,2019/12,16671644,16574832,30993558,14080032
(주)매커스,093520,2011/12,3569480,7418867,3569480,7418867
(주)매커스,093520,2012/12,3192134,10313852,3192134,10313852
(주)매커스,093520,2013/12,5952485,23851066,5952485,23455996
(주)매커스,093520,2014/12,9020873,14618696,9020873,14305615
(주)매커스,093520,2015/12,11953743,35247658,10843953,33686238
(주)매커스,093520,2016/12,13812980,34316916,13521080,34137705
(주)매커스,093520,2017/12,13755019,31887212,13391404,31815052
(주)매커스,093520,2018/12,11131074,27288150,10239613,26548180
(주)매커스,093520,2019/12,6956299,44823475,6816807,44805303
(주)머큐리,100590,2018/12,,,8338650,4102843
(주)머큐리,100590,2019/12,,,9286306,3098522
(주)멀티캠퍼스,067280,2011/12,,,8647875,2896948
