회사명,거래소코드,회계년도,당기재고자산(IFRS연결),전기재고자산(IFRS연결),당기재고자산(IFRS개별),전기재고자산(IFRS개별)
(주)종근당홀딩스,1630,Dec-18,96412289,96412289,0,0
(주)종근당홀딩스,1630,Dec-19,117152900,117152900,68623,68623
(주)좋은사람들,33340,Dec-11,40014084,40014084,39948598,39948598
(주)좋은사람들,33340,Dec-12,45503636,45503636,45202088,45202088
(주)좋은사람들,33340,Dec-13,45370826,45370826,45268949,45268949
(주)좋은사람들,33340,Dec-14,40227429,40227429,40062938,40062938
(주)좋은사람들,33340,Dec-15,40630800,40630800,40552627,40552627
(주)좋은사람들,33340,Dec-16,36767595,36767595,36767595,36767595
(주)좋은사람들,33340,Dec-17,33615927,33615927,33615927,33615927
(주)좋은사람들,33340,Dec-18,44118827,44118827,44118827,44118827
(주)좋은사람들,33340,Dec-19,45943875,45943875,45943875,45943875
(주)주연테크,44380,Dec-11,,,5347606,5347606
(주)주연테크,44380,Dec-12,,,5797641,5797641
(주)주연테크,44380,Dec-13,,,5555398,5555398
(주)주연테크,44380,Dec-14,,,5280762,5280762
(주)주연테크,44380,Dec-15,,5591058,5591058,5591058
(주)주연테크,44380,Dec-16,6419091,6419091,6208439,6208439
(주)주연테크,44380,Dec-17,6616294,6616294,6166291,6166291
(주)주연테크,44380,Dec-18,7403997,7403997,7319375,7319375
(주)주연테크,44380,Dec-19,11597126,11597126,9745075,9745075
(주)중앙디앤엠,51980,Dec-11,11342634,11342634,11342634,11342634
(주)중앙디앤엠,51980,Dec-12,13739063,13739063,13739063,13739063
(주)중앙디앤엠,51980,Dec-13,7456907,7456907,7456907,7456907
(주)중앙디앤엠,51980,Dec-14,5436138,5436138,5167748,5167748
(주)중앙디앤엠,51980,Dec-15,4401123,4401123,3910328,3910328
(주)중앙디앤엠,51980,Dec-16,131000,131000,131000,131000
(주)중앙디앤엠,51980,Dec-17,2949285,2949285,2949285,2949285
(주)중앙디앤엠,51980,Dec-18,4614184,4614184,4614184,4614184
(주)중앙디앤엠,51980,Dec-19,3880109,3880109,3070566,3070566
(주)중앙백신연구소,72020,Dec-11,,,4502720,4502720
(주)중앙백신연구소,72020,Dec-12,,,6303322,6303322
(주)중앙백신연구소,72020,Dec-13,,,13037304,13037304
(주)중앙백신연구소,72020,Dec-14,,,14035003,14035003
(주)중앙백신연구소,72020,Dec-15,,,13257391,13257391
(주)중앙백신연구소,72020,Dec-16,,,14027418,14027418
(주)중앙백신연구소,72020,Dec-17,,,16676229,16676229
(주)중앙백신연구소,72020,Dec-18,,,16144919,16144919
(주)중앙백신연구소,72020,Dec-19,,,15471473,15471473
(주)중앙에너비스,440,Sep-11,,,1295601,1295601
(주)중앙에너비스,440,Sep-12,,,2048761,2048761
(주)중앙에너비스,440,Sep-13,,1227405,1227405,1227405
(주)중앙에너비스,440,Sep-14,4954379,4954379,1920170,1920170
(주)중앙에너비스,440,Dec-15,4569753,4569753,1482501,1482501
(주)중앙에너비스,440,Dec-16,5015882,,2532956,2532956
(주)중앙에너비스,440,Dec-17,,,1588215,1588215
(주)중앙에너비스,440,Dec-18,,934203,934203,934203
(주)중앙에너비스,440,Dec-19,1958165,1958165,1958165,1958165
(주)지노믹트리,228760,Dec-19,266531,266531,266531,266531
(주)지누스,13890,Dec-19,142529570,142529570,448914,448914
(주)지니뮤직,43610,Dec-11,,8767,8767,8767
(주)지니뮤직,43610,Dec-12,3248,,3248,3248
(주)지니뮤직,43610,Dec-13,,,1947,1947
(주)지니뮤직,43610,Dec-14,,,1841,1841
(주)지니뮤직,43610,Dec-15,,,66223,66223
(주)지니뮤직,43610,Dec-16,,,83768,83768
(주)지니뮤직,43610,Dec-17,,303790,303790,303790
(주)지니뮤직,43610,Dec-18,336229,,336229,336229
(주)지니뮤직,43610,Dec-19,,,314592,314592
(주)지니틱스,303030,Dec-18,,,,
(주)지니틱스,303030,Dec-19,,,5058380,5058380
(주)지란지교시큐리티,208350,Dec-14,,,,
(주)지란지교시큐리티,208350,Dec-15,,,,
(주)지란지교시큐리티,208350,Dec-16,,491433,491433,491433
(주)지란지교시큐리티,208350,Dec-17,0,0,0,0
(주)지란지교시큐리티,208350,Dec-18,0,0,0,0
(주)지란지교시큐리티,208350,Dec-19,0,0,0,0
(주)지씨셀,144510,Dec-16,,,0,0
(주)지씨셀,144510,Dec-17,,,89711,89711
(주)지씨셀,144510,Dec-18,,683208,683208,683208
(주)지씨셀,144510,Dec-19,1117954,1117954,1117954,1117954
(주)지어소프트,51160,Dec-11,0,0,0,0
(주)지어소프트,51160,Dec-12,643225,643225,0,0
(주)지어소프트,51160,Dec-13,307810,307810,0,0
(주)지어소프트,51160,Dec-14,785782,785782,0,0
(주)지어소프트,51160,Dec-15,2499389,2499389,0,0
(주)지어소프트,51160,Dec-16,2739568,2739568,163724,163724
(주)지어소프트,51160,Dec-17,2944638,2944638,265281,265281
(주)지어소프트,51160,Dec-18,2982336,2982336,333424,333424
(주)지어소프트,51160,Dec-19,3425683,3425683,351695,351695
(주)지에스,78930,Dec-11,271952000,271952000,0,0
(주)지에스,78930,Dec-12,289432000,289432000,0,0
(주)지에스,78930,Dec-13,280387000,280387000,0,0
(주)지에스,78930,Dec-14,321947000,321947000,0,0
(주)지에스,78930,Dec-15,282659000,282659000,0,0
(주)지에스,78930,Dec-16,335373000,335373000,0,0
(주)지에스,78930,Dec-17,532893000,532893000,0,0
(주)지에스,78930,Dec-18,502910000,502910000,0,0
(주)지에스,78930,Dec-19,461987000,461987000,0,0
(주)지에스글로벌,1250,Dec-11,118471541,118471541,50699301,50699301
(주)지에스글로벌,1250,Dec-12,114097819,,63412692,63412692
(주)지에스글로벌,1250,Dec-13,95428891,95428891,58543790,58543790
(주)지에스글로벌,1250,Dec-14,147128589,147128589,76718775,76718775
(주)지에스글로벌,1250,Dec-15,115511921,115511921,68115620,68115620
(주)지에스글로벌,1250,Dec-16,146270981,146270981,90735717,90735717
(주)지에스글로벌,1250,Dec-17,209411521,209411521,129941802,129941802
(주)지에스글로벌,1250,Dec-18,183088045,183088045,94952504,94952504
(주)지에스글로벌,1250,Dec-19,164876055,164876055,74145066,74145066
(주)지에스리테일,7070,Dec-11,132715001,132715001,132487127,132487127
(주)지에스리테일,7070,Dec-12,149312576,149312576,149068231,149068231
(주)지에스리테일,7070,Dec-13,152887274,152887274,152641041,152641041
(주)지에스리테일,7070,Dec-14,121833041,121833041,121564621,121564621
(주)지에스리테일,7070,Dec-15,116300422,116300422,114970381,114970381
(주)지에스리테일,7070,Dec-16,154453165,154453165,152605305,152605305
(주)지에스리테일,7070,Dec-17,230609662,230609662,228130736,228130736
(주)지에스리테일,7070,Dec-18,224587647,224587647,219532011,219532011
(주)지에스리테일,7070,Dec-19,183353603,183353603,175779703,175779703
(주)지에스이,53050,Dec-11,,,217132,217132
(주)지에스이,53050,Dec-12,,,229606,229606
(주)지에스이,53050,Dec-13,,,248466,248466
(주)지에스이,53050,Dec-14,,,243928,243928
(주)지에스이,53050,Dec-15,,,215316,215316
(주)지에스이,53050,Dec-16,,,227386,227386
(주)지에스이,53050,Dec-17,,,196357,196357
(주)지에스이,53050,Dec-18,,,233862,233862
(주)지에스이,53050,Dec-19,,,189714,189714
(주)지엔씨에너지,119850,Dec-13,6838009,,6639658,6838009
(주)지엔씨에너지,119850,Dec-14,,,9578747,9578747
(주)지엔씨에너지,119850,Dec-15,,,13941617,13941617
(주)지엔씨에너지,119850,Dec-16,,8112573,8112573,8112573
(주)지엔씨에너지,119850,Dec-17,10909453,10909453,10909453,10909453
(주)지엔씨에너지,119850,Dec-18,10914548,10914548,10644643,10644643
(주)지엔씨에너지,119850,Dec-19,18088980,18088980,17600529,17600529
(주)지엔코,65060,Dec-11,25179083,25179083,20964931,20964931
(주)지엔코,65060,Dec-12,26285186,26285186,21790840,21790840
(주)지엔코,65060,Dec-13,32988704,32988704,27677654,27677654
(주)지엔코,65060,Dec-14,39423706,39423706,33146931,33146931
(주)지엔코,65060,Dec-15,38689750,38689750,32240754,32240754
(주)지엔코,65060,Dec-16,41160507,41160507,33355912,33355912
(주)지엔코,65060,Dec-17,45619442,45619442,32960173,32960173
(주)지엔코,65060,Dec-18,47425425,47425425,30104280,30104280
(주)지엔코,65060,Dec-19,43816219,43816219,29097077,29097077
(주)지투알,35000,Dec-11,0,0,0,0
(주)지투알,35000,Dec-12,0,0,0,0
(주)지투알,35000,Dec-13,0,0,0,0
(주)지투알,35000,Dec-14,0,0,0,0
(주)지투알,35000,Dec-15,0,0,0,0
(주)지투알,35000,Dec-16,0,0,0,0
(주)지투알,35000,Dec-17,0,0,0,0
(주)지투알,35000,Dec-18,0,0,0,0
(주)지투알,35000,Dec-19,0,0,0,0
(주)지티지웰니스,219750,Dec-18,9651296,9651296,8484198,8484198
(주)지티지웰니스,219750,Dec-19,10611779,10611779,8713466,8713466
(주)진도,88790,Dec-11,74983454,74983454,74179488,74179488
(주)진도,88790,Dec-12,86069844,86069844,85312704,85312704
(주)진도,88790,Dec-13,76489869,76489869,76489869,76489869
(주)진도,88790,Dec-14,61220272,61220272,61220272,61220272
(주)진도,88790,Dec-15,61269658,61269658,61125222,61125222
(주)진도,88790,Dec-16,58680053,58680053,58422782,58422782
(주)진도,88790,Dec-17,61460451,61460451,61262866,61262866
(주)진도,88790,Dec-18,73368374,73368374,73195611,73195611
(주)진도,88790,Dec-19,68483489,68483489,68310944,68310944
(주)진로발효,18120,Dec-11,,,11842106,11842106
(주)진로발효,18120,Dec-12,,,9843180,9843180
(주)진로발효,18120,Dec-13,,,13618104,13618104
(주)진로발효,18120,Dec-14,,,9700035,9700035
(주)진로발효,18120,Dec-15,,6133344,6133344,6133344
(주)진로발효,18120,Dec-16,9426266,9426266,8801738,8801738
(주)진로발효,18120,Dec-17,9002518,9002518,8725351,8725351
(주)진로발효,18120,Dec-18,12124732,12124732,11576255,11576255
(주)진로발효,18120,Dec-19,12257460,12257460,11671249,11671249
(주)진매트릭스,109820,Dec-11,1339327,1339327,219938,219938
(주)진매트릭스,109820,Dec-12,1284147,1284147,126784,126784
(주)진매트릭스,109820,Dec-13,1467522,1467522,268825,268825
(주)진매트릭스,109820,Dec-14,1633622,1633622,218067,218067
(주)진매트릭스,109820,Dec-15,1096693,1096693,67952,67952
(주)진매트릭스,109820,Dec-16,837819,837819,51865,51865
(주)진매트릭스,109820,Dec-17,941604,941604,346433,346433
(주)진매트릭스,109820,Dec-18,1087017,,283168,1087017
(주)진매트릭스,109820,Dec-19,,,1461906,1461906
(주)진바이오텍,86060,Dec-11,5640089,5640089,1581764,1581764
(주)진바이오텍,86060,Dec-12,7318025,7318025,2071287,2071287
(주)진바이오텍,86060,Dec-13,5706764,5706764,1814421,1814421
(주)진바이오텍,86060,Dec-14,6099053,6099053,1972514,1972514
(주)진바이오텍,86060,Dec-15,5445303,5445303,1427611,1427611
(주)진바이오텍,86060,Dec-16,5915682,5915682,1627400,1627400
(주)진바이오텍,86060,Dec-17,7540841,7540841,1610454,1610454
(주)진바이오텍,86060,Dec-18,8344803,8344803,2768039,2768039
(주)진바이오텍,86060,Dec-19,10739057,10739057,3314248,3314248
(주)진성티이씨,36890,Dec-11,19090536,19090536,15720672,15720672
(주)진성티이씨,36890,Dec-12,21365494,21365494,15728012,15728012
(주)진성티이씨,36890,Dec-13,24603479,24603479,16931575,16931575
(주)진성티이씨,36890,Dec-14,29359804,29359804,16551366,16551366
(주)진성티이씨,36890,Dec-15,35169454,35169454,9263146,9263146
(주)진성티이씨,36890,Dec-16,33767759,33767759,8876765,8876765
(주)진성티이씨,36890,Dec-17,42928697,42928697,12475261,12475261
(주)진성티이씨,36890,Dec-18,57290248,57290248,15051223,15051223
(주)진성티이씨,36890,Dec-19,64904957,64904957,13310644,13310644
(주)진양홀딩스,100250,Dec-11,11555998,11555998,0,0
(주)진양홀딩스,100250,Dec-12,11715394,11715394,0,0
(주)진양홀딩스,100250,Dec-13,12353270,12353270,158295,158295
(주)진양홀딩스,100250,Dec-14,13592620,13592620,0,0
(주)진양홀딩스,100250,Dec-15,11258517,11258517,0,0
(주)진양홀딩스,100250,Dec-16,11493449,11493449,0,0
(주)진양홀딩스,100250,Dec-17,10479670,10479670,0,0
(주)진양홀딩스,100250,Dec-18,10955893,10955893,0,0
(주)진양홀딩스,100250,Dec-19,10106633,10106633,0,0
(주)진에어,272450,Dec-17,,389213,389213,389213
(주)진에어,272450,Dec-18,1404269,,1404269,1404269
(주)진에어,272450,Dec-19,,,1631434,1631434
(주)차바이오텍,85660,Dec-11,17356013,17356013,11334460,11334460
(주)차바이오텍,85660,Dec-12,15405039,15594203,8603769,8603769
(주)차바이오텍,85660,Dec-13,15476457,15476457,6391383,6391383
(주)차바이오텍,85660,Dec-14,7614834,7614834,86883,86883
(주)차바이오텍,85660,Dec-15,9089668,9089668,120541,120541
(주)차바이오텍,85660,Dec-16,11456320,11456320,151885,151885
(주)차바이오텍,85660,Dec-17,14658701,14658701,162606,162606
(주)차바이오텍,85660,Dec-18,13306982,13306982,266270,266270
(주)차바이오텍,85660,Dec-19,17798846,17798846,150291,150291
(주)창해에탄올,4650,Dec-14,60866160,60866160,6743097,6743097
(주)창해에탄올,4650,Dec-15,62084312,62084312,8500535,8500535
(주)창해에탄올,4650,Dec-16,68999440,53957073,11614455,11614455
(주)창해에탄올,4650,Dec-17,41873854,41873854,10181582,10181582
(주)창해에탄올,4650,Dec-18,46127201,46127201,12657007,12657007
(주)창해에탄올,4650,Dec-19,12759318,12759318,10456126,10456126
(주)천보,278280,Dec-19,28300133,28300133,21400085,21400085
(주)천일고속,650,Dec-11,,,416173,416173
(주)천일고속,650,Dec-12,,,323155,323155
(주)천일고속,650,Dec-13,,,363058,363058
(주)천일고속,650,Dec-14,,,333618,333618
(주)천일고속,650,Dec-15,,,383668,383668
(주)천일고속,650,Dec-16,,,313451,313451
(주)천일고속,650,Dec-17,,,276148,276148
(주)천일고속,650,Dec-18,,,333643,333643
(주)천일고속,650,Dec-19,,,336200,336200
(주)체리부로,66360,Dec-17,21770695,21770695,20925184,20925184
(주)체리부로,66360,Dec-18,25321104,25321104,22512859,22512859
(주)체리부로,66360,Dec-19,26332445,26332445,22805897,22805897
(주)체시스,33250,Jun-11,7647804,7647804,5303440,5303440
(주)체시스,33250,Jun-12,8166791,8166791,5603200,5603200
(주)체시스,33250,Jun-13,7207925,7207925,4839251,4839251
(주)체시스,33250,Jun-14,5471405,5471405,4464854,4464854
(주)체시스,33250,Jun-15,5106796,5106796,4125817,4125817
(주)체시스,33250,Jun-16,6103727,6103727,3671036,3671036
(주)체시스,33250,Jun-17,10332541,10332541,9892502,9892502
(주)체시스,33250,Jun-18,8019131,8019131,3955821,3955821
(주)체시스,33250,Jun-19,7625804,7625804,3821795,3821795
(주)초록뱀미디어,47820,Dec-11,2188,2188,0,0
(주)초록뱀미디어,47820,Dec-12,1901,1901,0,0
(주)초록뱀미디어,47820,Dec-13,0,0,0,0
(주)초록뱀미디어,47820,Dec-14,0,0,0,0
(주)초록뱀미디어,47820,Dec-15,0,0,0,0
(주)초록뱀미디어,47820,Dec-16,0,0,0,0
(주)초록뱀미디어,47820,Dec-17,57366,57366,0,0
(주)초록뱀미디어,47820,Dec-18,0,0,0,0
(주)초록뱀미디어,47820,Dec-19,0,0,0,0
(주)초록뱀이앤엠,131100,Dec-11,,8383740,8383740,8383740
(주)초록뱀이앤엠,131100,Dec-12,6187688,6187688,5602660,5602660
(주)초록뱀이앤엠,131100,Dec-13,8551687,8551687,6588116,6588116
(주)초록뱀이앤엠,131100,Dec-14,10904821,10904821,5565504,5565504
(주)초록뱀이앤엠,131100,Dec-15,5581179,5581179,4009504,4009504
(주)초록뱀이앤엠,131100,Dec-16,2133623,2133623,2133623,2133623
(주)초록뱀이앤엠,131100,Dec-17,2713571,2713571,2713571,2713571
(주)초록뱀이앤엠,131100,Dec-18,6283484,6283484,6283484,6283484
(주)초록뱀컴퍼니,52300,Dec-11,2396581,2396581,0,0
(주)초록뱀컴퍼니,52300,Dec-12,15799,15799,0,0
(주)초록뱀컴퍼니,52300,Dec-13,49415,49415,36472,36472
(주)초록뱀컴퍼니,52300,Dec-14,32947,32947,32947,32947
(주)초록뱀컴퍼니,52300,Dec-15,6130,6130,6130,6130
(주)초록뱀컴퍼니,52300,Dec-16,5461,5461,5461,5461
(주)초록뱀컴퍼니,52300,Dec-17,58203,58203,58203,58203
(주)초록뱀컴퍼니,52300,Dec-18,74080,74080,74080,74080
(주)초록뱀컴퍼니,52300,Dec-19,45252,45252,45252,45252
(주)초록뱀헬스케어,118000,Dec-11,,,3121218,3121218
(주)초록뱀헬스케어,118000,Dec-12,,0,1584418,1584418
(주)초록뱀헬스케어,118000,Dec-13,1774908,1774908,1774908,1774908
(주)초록뱀헬스케어,118000,Dec-14,1110102,1110102,1110102,1110102
(주)초록뱀헬스케어,118000,Dec-15,2029961,2029961,2029961,2029961
(주)초록뱀헬스케어,118000,Dec-16,1245285,1245285,1245285,1245285
(주)초록뱀헬스케어,118000,Dec-17,4001810,4001810,1830281,1830281
(주)초록뱀헬스케어,118000,Dec-18,5591751,5591751,1238414,1238414
(주)초록뱀헬스케어,118000,Dec-19,3902206,3902206,1494433,1494433
(주)칩스앤미디어,94360,Dec-13,0,0,0,0
(주)칩스앤미디어,94360,Dec-14,0,0,0,0
(주)칩스앤미디어,94360,Dec-15,0,0,0,0
(주)칩스앤미디어,94360,Dec-16,0,0,0,0
(주)칩스앤미디어,94360,Dec-17,0,0,0,0
(주)칩스앤미디어,94360,Dec-18,0,0,0,0
(주)칩스앤미디어,94360,Dec-19,0,0,0,0
(주)카나리아바이오,16790,Dec-18,,,12418409,12418409
(주)카나리아바이오,16790,Dec-19,,,16222592,16222592
(주)카스,16920,Dec-11,26392849,26392849,16014975,16014975
(주)카스,16920,Dec-12,25119888,25119888,16839942,16839942
(주)카스,16920,Dec-13,28235969,28235969,17968799,17968799
(주)카스,16920,Dec-14,24969887,24969887,16521325,16521325
(주)카스,16920,Dec-15,23880211,23880211,16215265,16215265
(주)카스,16920,Dec-16,20559364,20559364,14323076,14323076
(주)카스,16920,Dec-17,17991871,17991871,11169337,11169337
(주)카스,16920,Dec-18,19707306,19707306,12793396,12793396
(주)카스,16920,Dec-19,22204846,22204846,14839472,14839472
(주)카이노스메드,284620,Dec-18,,,,
(주)카이노스메드,284620,Dec-19,,,,
(주)카카오,35720,Dec-17,21560064,21560064,5507670,5507670
(주)카카오,35720,Dec-18,35836146,35836146,2639639,2639639
(주)카카오,35720,Dec-19,49449771,49449771,3989089,3989089
(주)카프로,6380,Dec-11,,,63010204,63010204
(주)카프로,6380,Dec-12,,,70589572,70589572
(주)카프로,6380,Dec-13,,,47714404,47714404
(주)카프로,6380,Dec-14,,,50573051,50573051
(주)카프로,6380,Dec-15,,,50597642,50597642
(주)카프로,6380,Dec-16,,,68931584,68931584
(주)카프로,6380,Dec-17,,,64816918,64816918
(주)카프로,6380,Dec-18,,,69157789,69157789
(주)카프로,6380,Dec-19,,,43954236,43954236
(주)캐리소프트,317530,Dec-19,882680,882680,651202,651202
(주)캐스텍코리아,71850,Dec-14,34806452,34806452,15634166,15634166
(주)캐스텍코리아,71850,Dec-15,36051054,36051054,15504102,15504102
(주)캐스텍코리아,71850,Dec-16,35372304,35372304,17753580,17753580
(주)캐스텍코리아,71850,Dec-17,35266301,35266301,17747064,17747064
(주)캐스텍코리아,71850,Dec-18,43856596,43856596,20171199,20171199
(주)캐스텍코리아,71850,Dec-19,38800398,38800398,16408640,16408640
(주)캠시스,50110,Dec-11,22716237,22716237,7617986,7617986
(주)캠시스,50110,Dec-12,14086543,14414833,4267588,4267588
(주)캠시스,50110,Dec-13,47022156,47022156,7982950,7982950
(주)캠시스,50110,Dec-14,32264745,32264745,6450335,6450335
(주)캠시스,50110,Dec-15,53756500,53756500,4717200,4717200
(주)캠시스,50110,Dec-16,49595037,49595037,4279792,4279792
(주)캠시스,50110,Dec-17,68825513,68825513,5248587,5248587
(주)캠시스,50110,Dec-18,65739553,65739553,3966941,3966941
(주)캠시스,50110,Dec-19,121038165,121038165,32281905,32281905
(주)컴투스,78340,Dec-11,0,0,0,0
(주)컴투스,78340,Dec-12,0,0,0,0
(주)컴투스,78340,Dec-13,0,0,0,0
(주)컴투스,78340,Dec-14,0,0,0,0
(주)컴투스,78340,Dec-15,0,0,0,0
(주)컴투스,78340,Dec-16,0,0,0,0
(주)컴투스,78340,Dec-17,0,0,0,0
(주)컴투스,78340,Dec-18,0,0,0,0
(주)컴투스,78340,Dec-19,0,0,0,0
(주)컴투스홀딩스,63080,Dec-11,0,0,0,0
(주)컴투스홀딩스,63080,Dec-12,0,0,0,0
(주)컴투스홀딩스,63080,Dec-13,0,0,0,0
(주)컴투스홀딩스,63080,Dec-14,0,0,0,0
(주)컴투스홀딩스,63080,Dec-15,0,0,0,0
(주)컴투스홀딩스,63080,Dec-16,0,0,0,0
(주)컴투스홀딩스,63080,Dec-17,0,0,0,0
(주)컴투스홀딩스,63080,Dec-18,0,0,0,0
(주)컴투스홀딩스,63080,Dec-19,0,0,0,0
(주)케스피온,79190,Dec-11,4091561,4091561,4091561,4091561
(주)케스피온,79190,Dec-12,9096486,,8980586,9096486
(주)케스피온,79190,Dec-13,,16075419,16075419,16075419
(주)케스피온,79190,Dec-14,16541025,16541025,15818572,15818572
(주)케스피온,79190,Dec-15,16202492,16202492,13881075,13881075
(주)케스피온,79190,Dec-16,14140253,14140253,11679545,11679545
(주)케스피온,79190,Dec-17,15605608,8256166,11495234,5225397
(주)케스피온,79190,Dec-18,4428777,4428777,987835,987835
(주)케스피온,79190,Dec-19,3302187,3302187,1594466,1594466
(주)케어랩스,263700,Dec-18,171050,171050,0,0
(주)케어랩스,263700,Dec-19,609299,609299,240528,240528
(주)케어젠,214370,Dec-15,,2411858,2411858,2411858
(주)케어젠,214370,Dec-16,3518185,3518185,3501818,3501818
(주)케어젠,214370,Dec-17,3687051,3687051,3687051,3687051
(주)케어젠,214370,Dec-18,5557518,5557518,5516033,5516033
(주)케어젠,214370,Dec-19,5446307,5446307,5446307,5446307
(주)케이비지,318000,Dec-19,,,3802545,3802545
(주)케이사인,192250,Dec-14,0,0,0,0
(주)케이사인,192250,Dec-15,676092,676092,676092,676092
(주)케이사인,192250,Dec-16,0,0,0,0
(주)케이사인,192250,Dec-17,0,0,0,0
(주)케이사인,192250,Dec-18,60396,60396,0,0
(주)케이사인,192250,Dec-19,125480,125480,0,0
(주)케이씨,29460,Dec-11,16751829,16751829,15956473,15956473
(주)케이씨,29460,Dec-12,16627118,16627118,14383796,14383796
(주)케이씨,29460,Dec-13,17498585,17498585,14747254,14747254
(주)케이씨,29460,Dec-14,24504904,24504904,19915155,19915155
(주)케이씨,29460,Dec-15,20441833,20441833,16768415,16768415
(주)케이씨,29460,Dec-16,33429280,33429280,22417290,22417290
(주)케이씨,29460,Dec-17,25324821,25324821,17541994,17541994
(주)케이씨,29460,Dec-18,24387737,24387737,16737628,16737628
(주)케이씨,29460,Dec-19,11043798,11043798,4407027,4407027
(주)케이씨씨,2380,Dec-11,588200315,588200315,480058536,480058536
(주)케이씨씨,2380,Dec-12,502478151,,416749126,416749126
(주)케이씨씨,2380,Dec-13,476704002,476704002,394059246,394059246
(주)케이씨씨,2380,Dec-14,512563471,512563471,418400594,418400594
(주)케이씨씨,2380,Dec-15,526678989,526678989,446985370,446985370
(주)케이씨씨,2380,Dec-16,525662278,525662278,427419517,427419517
(주)케이씨씨,2380,Dec-17,549494719,549494719,434539139,434539139
(주)케이씨씨,2380,Dec-18,592569704,592569704,491879692,491879692
(주)케이씨씨,2380,Dec-19,481101854,481101854,374852058,374852058
(주)케이씨씨건설,21320,Dec-11,145016334,145016334,139292150,139292150
(주)케이씨씨건설,21320,Dec-12,167101269,167101269,167033895,167033895
(주)케이씨씨건설,21320,Dec-13,154029237,154029237,154019252,154019252
(주)케이씨씨건설,21320,Dec-14,139343279,139343279,139343279,139343279
(주)케이씨씨건설,21320,Dec-15,99479692,99479692,99479692,99479692
(주)케이씨씨건설,21320,Dec-16,143838057,143838057,143838057,143838057
(주)케이씨씨건설,21320,Dec-17,127912149,127912149,127912149,127912149
(주)케이씨씨건설,21320,Dec-18,198467510,,198467510,198467510
(주)케이씨씨건설,21320,Dec-19,,,88202163,88202163
(주)케이씨아이,36670,Dec-11,,,8786467,8786467
(주)케이씨아이,36670,Dec-12,,,8885064,8885064
(주)케이씨아이,36670,Dec-13,,,9335264,9335264
(주)케이씨아이,36670,Dec-14,,,10323427,10323427
(주)케이씨아이,36670,Dec-15,,,9605464,9605464
(주)케이씨아이,36670,Dec-16,,,15766970,15766970
(주)케이씨아이,36670,Dec-17,,,12635568,12635568
(주)케이씨아이,36670,Dec-18,,,16080168,16156462
(주)케이씨아이,36670,Dec-19,,,17440142,17440142
(주)케이씨에스,115500,Dec-11,,,471026,471026
(주)케이씨에스,115500,Dec-12,,,0,0
(주)케이씨에스,115500,Dec-13,,,2320877,2320877
(주)케이씨에스,115500,Dec-14,,,519393,519393
(주)케이씨에스,115500,Dec-15,,,278647,278647
(주)케이씨에스,115500,Dec-16,,,1255864,1255864
(주)케이씨에스,115500,Dec-17,,,1494134,1494134
(주)케이씨에스,115500,Dec-18,,,1178178,1178178
(주)케이씨에스,115500,Dec-19,,,2897592,2897592
(주)케이씨텍,281820,Dec-17,,,23556660,23556660
(주)케이씨텍,281820,Dec-18,,,28936223,28936223
(주)케이씨텍,281820,Dec-19,,,35486731,35486731
(주)케이씨티,89150,Dec-11,,,3449268,3449268
(주)케이씨티,89150,Dec-12,,,3094616,3094616
(주)케이씨티,89150,Dec-13,,,3346988,3346988
(주)케이씨티,89150,Dec-14,,,3325172,3325172
(주)케이씨티,89150,Dec-15,,,2777278,2777278
(주)케이씨티,89150,Dec-16,,,1646539,1646539
(주)케이씨티,89150,Dec-17,,,1441127,1441127
(주)케이씨티,89150,Dec-18,,,5401487,5401487
(주)케이씨티,89150,Dec-19,,,1796258,1796258
(주)케이씨티시,9070,Dec-11,987304,987304,958210,958210
(주)케이씨티시,9070,Dec-12,922872,,816929,816929
(주)케이씨티시,9070,Dec-13,1124831,1124831,976977,976977
(주)케이씨티시,9070,Dec-14,887824,887824,771793,771793
(주)케이씨티시,9070,Dec-15,540618,540618,443410,443410
(주)케이씨티시,9070,Dec-16,525559,525559,453265,453265
(주)케이씨티시,9070,Dec-17,649439,649439,408263,408263
(주)케이씨티시,9070,Dec-18,538421,538421,355510,355510
(주)케이씨티시,9070,Dec-19,662960,662960,349641,349641
(주)케이씨피드,25880,Dec-11,17211003,17211003,17211003,17211003
(주)케이씨피드,25880,Dec-12,19669297,19669297,19824785,19824785
(주)케이씨피드,25880,Dec-13,10376205,10376205,10123795,10123795
(주)케이씨피드,25880,Dec-14,17218510,17218510,16689071,16689071
(주)케이씨피드,25880,Dec-15,10322536,10322536,9801562,9801562
(주)케이씨피드,25880,Dec-16,7455280,7455280,7200828,7200828
(주)케이씨피드,25880,Dec-17,7389693,7389693,7246825,7246825
(주)케이씨피드,25880,Dec-18,10941920,10941920,10941920,10941920
(주)케이씨피드,25880,Dec-19,11846734,12053530,11827918,11827918
(주)케이아이엔엑스,93320,Dec-11,0,0,0,0
(주)케이아이엔엑스,93320,Dec-12,0,0,0,0
(주)케이아이엔엑스,93320,Dec-13,0,0,0,0
(주)케이아이엔엑스,93320,Dec-14,0,0,0,0
(주)케이아이엔엑스,93320,Dec-15,0,0,0,0
(주)케이아이엔엑스,93320,Dec-16,0,0,0,0
(주)케이아이엔엑스,93320,Dec-17,0,0,0,0
(주)케이아이엔엑스,93320,Dec-18,0,0,0,0
(주)케이아이엔엑스,93320,Dec-19,0,0,0,0
