회사명,거래소코드,회계년도,매출액(IFRS연결),유형자산(IFRS연결),매출액(IFRS개별),유형자산(IFRS개별)
KISCO홀딩스(주),1940,Dec-13,1327639493,597862222,13771329,1283
KISCO홀딩스(주),1940,Dec-14,1159414128,581106755,13544883,23216
KISCO홀딩스(주),1940,Dec-15,1087462735,564567430,13789695,17025
KISCO홀딩스(주),1940,Dec-16,1058058473,543104836,14428669,25624
KISCO홀딩스(주),1940,Dec-17,1221253735,400638440,13553599,15736
KISCO홀딩스(주),1940,Dec-18,1314754935,392827778,13299529,7398
KISCO홀딩스(주),1940,Dec-19,1182987794,405691892,14194673,3700
LG이노텍(주),11070,Dec-11,4553009462,2305466364,4310661065,2064180122
LG이노텍(주),11070,Dec-12,5315958099,2374701867,5071753125,2069869547
LG이노텍(주),11070,Dec-13,6211515631,2104905157,5504037545,1817363388
LG이노텍(주),11070,Dec-14,6466119296,1897603590,5840222889,1624503946
LG이노텍(주),11070,Dec-15,6138128791,1647287354,5691346073,1440611579
LG이노텍(주),11070,Dec-16,5754565529,1729369263,5321757789,1537051713
LG이노텍(주),11070,Dec-17,7641360524,2599645896,7149756338,2283733558
LG이노텍(주),11070,Dec-18,7982103643,2927265198,7607397531,2257970278
LG이노텍(주),11070,Dec-19,8302068231,2707627522,8042527935,2027726700
LS일렉트릭(주),10120,Dec-11,2070928963,657963481,1402034913,495191545
LS일렉트릭(주),10120,Dec-12,2232430239,668341213,1651122711,504665283
LS일렉트릭(주),10120,Dec-13,2351886671,663821485,1765837122,505139060
LS일렉트릭(주),10120,Dec-14,2293984269,678146734,1827656625,528960060
LS일렉트릭(주),10120,Dec-15,2201675838,643710478,1753118434,517277738
LS일렉트릭(주),10120,Dec-16,2213616051,610481379,1712375142,493000537
LS일렉트릭(주),10120,Dec-17,2343745307,577369621,1807454521,467398211
LS일렉트릭(주),10120,Dec-18,2484978337,553698951,1905119904,445961233
LS일렉트릭(주),10120,Dec-19,2346848549,553762225,1810062924,432517243
OCI(주),10060,Dec-11,4275871267,4807238694,3406976864,3499086140
OCI(주),10060,Dec-12,3218459512,4818196255,2409028464,3371425437
OCI(주),10060,Dec-13,2955507111,4779269932,2195112715,3022291381
OCI(주),10060,Dec-14,3139651588,4869033913,2307837273,2703491591
OCI(주),10060,Dec-15,2301520602,4258759955,2174598430,2438586516
OCI(주),10060,Dec-16,2739362364,3463078860,2245311185,2094667475
OCI(주),10060,Dec-17,3631633189,3290787630,2494394059,1952457661
OCI(주),10060,Dec-18,3112143978,3257068413,2276329802,1818522705
OCI(주),10060,Dec-19,2605142204,2041856747,1766574982,913375358
SK이노베이션(주),96770,Dec-11,68371154904,11376913626,1526206664,1217271897
SK이노베이션(주),96770,Dec-12,73330011478,12204160378,2349804656,1489896718
SK이노베이션(주),96770,Dec-13,66669522040,14334886085,1493807904,1609060254
SK이노베이션(주),96770,Dec-14,65865269122,15126240023,1589720863,1593384342
SK이노베이션(주),96770,Dec-15,48356320414,13914156195,1667199695,1374510710
SK이노베이션(주),96770,Dec-16,39520538747,13603485936,1199714934,1269498354
SK이노베이션(주),96770,Dec-17,46260932050,13587205047,3103342788,1603607160
SK이노베이션(주),96770,Dec-18,54510898386,13798178396,3679762542,1765972767
SK이노베이션(주),96770,Dec-19,49876534172,15462371776,3006128697,1399077577
SNT모티브(주),64960,Dec-11,910484643,424277256,763471183,332101272
SNT모티브(주),64960,Dec-12,905113613,427862373,758167160,341016109
SNT모티브(주),64960,Dec-13,960297250,545314602,746022972,337603245
SNT모티브(주),64960,Dec-14,1099294316,499087672,781588273,342301491
SNT모티브(주),64960,Dec-15,1210524500,499189720,874269406,338789974
SNT모티브(주),64960,Dec-16,1153810828,495387638,812228736,335055573
SNT모티브(주),64960,Dec-17,1137470938,485625121,852121935,332789203
SNT모티브(주),64960,Dec-18,1058426414,484051652,822007269,336721934
SNT모티브(주),64960,Dec-19,976273915,376307574,889996132,349440179
SNT중공업(주),3570,Dec-11,744220700,558886547,611097270,421998105
SNT중공업(주),3570,Dec-12,807783351,550686565,581403685,415774060
SNT중공업(주),3570,Dec-13,584031728,434168623,538416046,419954984
SNT중공업(주),3570,Dec-14,558453346,425930805,504532590,408424738
SNT중공업(주),3570,Dec-15,504444993,419185972,443175886,402301910
SNT중공업(주),3570,Dec-16,468007770,404366513,398982563,388763697
SNT중공업(주),3570,Dec-17,436273550,387097565,370450189,375042790
SNT중공업(주),3570,Dec-18,396259118,377499806,331676568,366155963
SNT중공업(주),3570,Dec-19,375115531,371107279,295847915,358498603
STX엔진(주),77970,Dec-11,2089291831,1411507650,1295460490,356496605
STX엔진(주),77970,Dec-12,1213228474,890973055,1075021065,326057650
STX엔진(주),77970,Dec-13,705046931,315257491,705046931,315257491
STX엔진(주),77970,Dec-14,710985612,274263467,710738188,274263467
STX엔진(주),77970,Dec-15,,,633302756,265541266
STX엔진(주),77970,Dec-16,529846126,283816208,529846126,282562895
STX엔진(주),77970,Dec-17,470149443,285014446,456725746,284182968
STX엔진(주),77970,Dec-18,577328443,279819057,566487468,279051155
STX엔진(주),77970,Dec-19,610607873,273270775,577489943,271800166
STX중공업(주),71970,Dec-11,1134046763,426811998,1113236285,421844994
STX중공업(주),71970,Dec-12,907549686,427614490,888656566,422903143
STX중공업(주),71970,Dec-13,1099448292,757333490,1084749456,753136384
STX중공업(주),71970,Dec-14,1012751283,668173518,1002438548,664794663
STX중공업(주),71970,Dec-15,1057213056,679460680,1048429670,676185829
STX중공업(주),71970,Dec-16,416489347,427532059,408131794,424342298
STX중공업(주),71970,Dec-17,252436194,388409136,246721178,388409136
STX중공업(주),71970,Dec-18,214807699,230764529,214807699,230764529
STX중공업(주),71970,Dec-19,253982739,214685373,253982739,214685373
가온미디어(주),78890,Dec-11,127281713,14409745,123165491,14361671
가온미디어(주),78890,Dec-12,191938249,13930970,193908918,13888303
가온미디어(주),78890,Dec-13,289290419,14066349,283111680,13981218
가온미디어(주),78890,Dec-14,343405943,13349065,341027660,13239285
가온미디어(주),78890,Dec-15,375795398,17600135,356107104,17190382
가온미디어(주),78890,Dec-16,436903297,18211092,427119276,17834683
가온미디어(주),78890,Dec-17,528373716,21052902,519360954,20222268
가온미디어(주),78890,Dec-18,609809065,22064798,589729513,20708161
가온미디어(주),78890,Dec-19,601042248,21719475,591488593,20337864
가온전선(주),500,Dec-11,1032656535,204092465,1032644771,201288875
가온전선(주),500,Dec-12,1005948717,200984282,1005948717,198698976
가온전선(주),500,Dec-13,897424992,225902131,881767699,196966856
가온전선(주),500,Dec-14,888691318,216718501,827172307,188669786
가온전선(주),500,Dec-15,780951401,212853657,716430935,186384297
가온전선(주),500,Dec-16,749444963,211226290,693341856,185502816
가온전선(주),500,Dec-17,836979323,210015519,753750274,185099898
가온전선(주),500,Dec-18,840654318,208426127,752555194,184291836
가온전선(주),500,Dec-19,830264392,213176791,757146962,189636317
감성코퍼레이션(주),36620,Dec-11,,,16595642,2715
감성코퍼레이션(주),36620,Dec-12,,,8454882,24258
감성코퍼레이션(주),36620,Dec-13,,,8359834,16511
감성코퍼레이션(주),36620,Dec-14,,,11502751,6719673
감성코퍼레이션(주),36620,Dec-15,,,17022556,6439502
감성코퍼레이션(주),36620,Dec-16,,,12002092,6080202
감성코퍼레이션(주),36620,Dec-17,,,14828772,65981
감성코퍼레이션(주),36620,Dec-18,8920928,1189953,9122696,528002
감성코퍼레이션(주),36620,Dec-19,7392646,1841073,7479508,491940
강남제비스코(주),860,Dec-11,306769066,104534558,303206146,102937555
강남제비스코(주),860,Dec-12,331265952,105484767,323851369,100157151
강남제비스코(주),860,Dec-13,345011553,104354538,320478309,98572299
강남제비스코(주),860,Dec-14,336965180,109289284,312174275,103666955
강남제비스코(주),860,Dec-15,293873095,110596530,269973985,105281249
강남제비스코(주),860,Dec-16,290286261,129612805,263219921,121126787
강남제비스코(주),860,Dec-17,300025162,172853566,272342779,165067211
강남제비스코(주),860,Dec-18,307020826,259686643,259115677,210762646
강남제비스코(주),860,Dec-19,332539413,268082541,254948075,219566729
갤럭시아머니트리(주),94480,Dec-11,193528992,43379678,38999294,1442183
갤럭시아머니트리(주),94480,Dec-12,121099497,32495320,37136912,1141964
갤럭시아머니트리(주),94480,Dec-13,125745777,13479121,35827862,1656663
갤럭시아머니트리(주),94480,Dec-14,98315242,1607683,31853595,1344044
갤럭시아머니트리(주),94480,Dec-15,39584971,1523200,37575033,1491766
갤럭시아머니트리(주),94480,Dec-16,53853719,1286814,53240652,1247219
갤럭시아머니트리(주),94480,Dec-17,69129594,877832,69122271,833167
갤럭시아머니트리(주),94480,Dec-18,81383391,1505599,81383391,1505599
갤럭시아머니트리(주),94480,Dec-19,85556494,3319447,85556494,3319447
경남스틸(주),39240,Dec-11,,,337880729,30633160
경남스틸(주),39240,Dec-12,,,313154420,33830176
경남스틸(주),39240,Dec-13,,,305658636,32425997
경남스틸(주),39240,Dec-14,,,289477648,30840122
경남스틸(주),39240,Dec-15,,,291240518,34742629
경남스틸(주),39240,Dec-16,,,265518715,33093953
경남스틸(주),39240,Dec-17,,,286980520,36343925
경남스틸(주),39240,Dec-18,,,274946877,42153069
경남스틸(주),39240,Dec-19,,,318211303,40723718
경남제약(주),53950,Dec-11,,,44412124,31160486
경남제약(주),53950,Dec-12,,,40303473,32743034
경남제약(주),53950,Dec-13,,,32757109,18948507
경남제약(주),53950,Dec-14,,,36013812,18364954
경남제약(주),53950,Dec-15,,,39087217,18041536
경남제약(주),53950,Dec-16,,,39758131,15269180
경남제약(주),53950,Dec-17,,,40171227,17509909
경남제약(주),53950,Dec-18,41432746,15874834,41467662,15872943
경남제약(주),53950,Dec-19,44806055,15827466,44954173,15826223
경동제약(주),11040,Dec-11,127314231,44768916,127481498,44760298
경동제약(주),11040,Dec-12,124672636,47369850,122700571,45677595
경동제약(주),11040,Dec-13,133074494,49989346,132437151,47661437
경동제약(주),11040,Dec-14,153259968,68411445,152237086,65308381
경동제약(주),11040,Dec-15,151893327,73800657,149325681,70344589
경동제약(주),11040,Dec-16,158599151,71250054,157010995,71106757
경동제약(주),11040,Dec-17,177772468,70828547,175565925,70729472
경동제약(주),11040,Dec-18,179316262,67969699,175237279,67913614
경동제약(주),11040,Dec-19,176500195,64443581,175990627,64441079
경인전자(주),9140,Dec-11,32915330,5116664,12924385,1074913
경인전자(주),9140,Dec-12,44190721,5314101,21442651,1627855
경인전자(주),9140,Dec-13,46578830,5657061,22395266,1593526
경인전자(주),9140,Dec-14,34027801,5712155,20488117,1771021
경인전자(주),9140,Dec-15,28337543,5421924,15664232,1705027
경인전자(주),9140,Dec-16,26574422,5023861,15215858,1624126
경인전자(주),9140,Dec-17,22018252,4391592,8741249,1565001
경인전자(주),9140,Dec-18,18467479,4238245,7834328,1486635
경인전자(주),9140,Dec-19,13310900,3707022,5215908,1463248
경창산업(주),24910,Dec-11,399835323,234567484,383335870,231787698
경창산업(주),24910,Dec-12,423087010,239572395,402047686,236903457
경창산업(주),24910,Dec-13,526639874,274986287,499111497,271626594
경창산업(주),24910,Dec-14,552775088,282894019,520926896,277910696
경창산업(주),24910,Dec-15,598967028,316320772,513547198,268226428
경창산업(주),24910,Dec-16,645787378,342436109,538331209,292747151
경창산업(주),24910,Dec-17,550283024,452144355,468698520,381375850
경창산업(주),24910,Dec-18,596493776,442421811,500886487,364970839
경창산업(주),24910,Dec-19,531349032,359244387,450785699,302965119
계룡건설산업(주),13580,Dec-11,1742432951,159820451,1278547084,39699711
계룡건설산업(주),13580,Dec-12,1544875888,160123674,1056681591,42744915
계룡건설산업(주),13580,Dec-13,1584999771,184534188,1050639848,68094198
계룡건설산업(주),13580,Dec-14,1633254734,146772118,1074601305,34532575
계룡건설산업(주),13580,Dec-15,1522160321,144466833,1124406620,33629528
계룡건설산업(주),13580,Dec-16,1958513609,145960906,1418298386,32693542
계룡건설산업(주),13580,Dec-17,2240832538,201064677,1481463089,34054641
계룡건설산업(주),13580,Dec-18,2292657938,200747548,1533433178,33265499
계룡건설산업(주),13580,Dec-19,2275710115,225437418,1649389656,32574319
계양전기(주),12200,Dec-11,234655339,52087300,220092997,48250438
계양전기(주),12200,Dec-12,247421110,52806551,230796675,49680745
계양전기(주),12200,Dec-13,260877192,55783157,242463549,52570176
계양전기(주),12200,Dec-14,286533015,63904061,271730762,60983721
계양전기(주),12200,Dec-15,293584375,83474741,281439707,80667542
계양전기(주),12200,Dec-16,339878931,99858094,317306131,92726424
계양전기(주),12200,Dec-17,339922486,97434839,323602676,94083960
계양전기(주),12200,Dec-18,365071318,106976055,353546149,92173403
계양전기(주),12200,Dec-19,375025412,105026194,365594740,80999175
고려산업(주),2140,Dec-11,176877638,37461151,176725355,37384524
고려산업(주),2140,Dec-12,191116449,37597987,186853034,37521360
고려산업(주),2140,Dec-13,202395094,38591723,198975686,38515095
고려산업(주),2140,Dec-14,185090600,40235360,180738229,40158732
고려산업(주),2140,Dec-15,185420059,45740495,181565997,41227450
고려산업(주),2140,Dec-16,172279708,47633513,165242167,41475210
고려산업(주),2140,Dec-17,174524412,49953240,167855863,43655201
고려산업(주),2140,Dec-18,158429984,61324206,151001858,54914997
고려산업(주),2140,Dec-19,192457071,62247530,186152585,54403677
고려신용정보(주),49720,Dec-11,,,80609515,2771399
고려신용정보(주),49720,Dec-12,83357918,2419619,82050410,2410365
고려신용정보(주),49720,Dec-13,82423369,2414230,79191124,2262986
고려신용정보(주),49720,Dec-14,81646668,1830560,80535701,1711463
고려신용정보(주),49720,Dec-15,82837483,1559956,82347863,1477220
고려신용정보(주),49720,Dec-16,84869062,1367376,84493481,1323455
고려신용정보(주),49720,Dec-17,,,87786993,1785817
고려신용정보(주),49720,Dec-18,,,103511313,1837457
고려신용정보(주),49720,Dec-19,116456558,8380826,116259222,8227021
고려아연(주),10130,Dec-11,5556409360,1552892936,4857562193,1134195981
고려아연(주),10130,Dec-12,5497530087,1705819135,4926649428,1301488922
고려아연(주),10130,Dec-13,4817733929,1852319801,4232415605,1473311917
고려아연(주),10130,Dec-14,4938531768,2111747816,4214904855,1740552796
고려아연(주),10130,Dec-15,4771442958,2428123830,4087039959,2053011068
고려아연(주),10130,Dec-16,5847513112,2484331995,5044841798,2014091229
고려아연(주),10130,Dec-17,6596671357,2702530847,5452393303,2139711028
고려아연(주),10130,Dec-18,6883323140,2785130783,5527738464,2112147861
고려아연(주),10130,Dec-19,6694810890,2900677493,5218822665,2072336647
고려제강(주),2240,Dec-11,1120070235,593181826,525491432,281339031
고려제강(주),2240,Dec-12,1118626320,659169048,547093272,323741899
고려제강(주),2240,Dec-13,1080621027,656358155,543415683,317436530
고려제강(주),2240,Dec-14,1341239003,1040942078,557169324,298534099
고려제강(주),2240,Dec-15,1473202477,1091844202,509762637,282732357
고려제강(주),2240,Dec-16,1417444526,1074046998,449611059,256193477
고려제강(주),2240,Dec-17,1550456863,1017617388,459185339,236404725
고려제강(주),2240,Dec-18,1577235683,982224612,467174937,222796136
고려제강(주),2240,Dec-19,1639715935,1004455635,495658416,208292466
고려제약(주),14570,Dec-11,,,46545751,16399141
고려제약(주),14570,Dec-12,,,43900158,16144383
고려제약(주),14570,Dec-13,,,41554805,15580146
고려제약(주),14570,Dec-14,,,45392248,15222932
고려제약(주),14570,Dec-15,,,47390586,14918604
고려제약(주),14570,Dec-16,,,55308133,14564993
고려제약(주),14570,Dec-17,,,55402563,14878391
고려제약(주),14570,Dec-18,,,52027667,12630175
고려제약(주),14570,Dec-19,,,55529402,14770290
광동제약(주),9290,Dec-11,313986323,115469580,313293097,108501081
광동제약(주),9290,Dec-12,332641298,139301350,331814544,133360607
광동제약(주),9290,Dec-13,468384620,138640145,467417083,133471990
광동제약(주),9290,Dec-14,522274345,147765359,520972514,143462798
광동제약(주),9290,Dec-15,955453632,167045621,572260618,159158221
광동제약(주),9290,Dec-16,1056428809,173394734,636317841,166531290
광동제약(주),9290,Dec-17,1141565921,174352748,688537398,167845793
광동제약(주),9290,Dec-18,1180219947,170068549,697077550,161806342
광동제약(주),9290,Dec-19,1238254696,137815445,748889470,126951978
광전자(주),17900,Dec-11,389845571,176388654,323121838,164619557
광전자(주),17900,Dec-12,318555624,126752892,247425915,132474987
광전자(주),17900,Dec-13,307661696,76367497,243823179,74729874
광전자(주),17900,Dec-14,235622682,95617264,169793272,90051363
광전자(주),17900,Dec-15,206228996,86025588,178084378,80810895
광전자(주),17900,Dec-16,170928368,74794371,167087928,70151065
광전자(주),17900,Dec-17,177386000,74029289,175514146,69667081
광전자(주),17900,Dec-18,176929800,80517546,172091905,77222560
광전자(주),17900,Dec-19,166182499,77271044,159105643,74846309
광진실업(주),26910,Dec-11,,,77397539,20776457
광진실업(주),26910,Dec-12,,,73294427,19113136
광진실업(주),26910,Dec-13,,,56242214,17359528
광진실업(주),26910,Dec-14,,,46726213,17195792
광진실업(주),26910,Dec-15,,,42106391,18862520
광진실업(주),26910,Dec-16,,,38235287,17774779
광진실업(주),26910,Dec-17,,,42494221,16967489
광진실업(주),26910,Dec-18,,,43646396,15953789
광진실업(주),26910,Dec-19,,,42982094,15618718
국도화학(주),7690,Dec-11,874826284,204691128,647898271,112672743
국도화학(주),7690,Dec-12,841385314,210786759,620364704,110258389
국도화학(주),7690,Dec-13,911946964,222241092,655660067,117290964
국도화학(주),7690,Dec-14,977957815,234864223,668499923,132706722
국도화학(주),7690,Dec-15,1011877773,246327338,705926474,144109707
국도화학(주),7690,Dec-16,952633436,275628166,628092178,171485427
국도화학(주),7690,Dec-17,1075981117,300507367,701100095,187271270
국도화학(주),7690,Dec-18,1280615690,332871279,834411310,200004016
국도화학(주),7690,Dec-19,1121448683,379111871,854061501,200682392
국일신동(주),60480,Dec-14,,,33676665,28793508
국일신동(주),60480,Dec-15,,,30074323,28862203
국일신동(주),60480,Dec-16,,,27699446,28531918
국일신동(주),60480,Dec-17,,,33305118,28920910
국일신동(주),60480,Dec-18,,,29257233,28957185
국일신동(주),60480,Dec-19,,,28614669,29653246
국일제지(주),78130,Dec-11,229898811,122306755,57244830,11152911
국일제지(주),78130,Dec-12,140597175,63826304,56469045,20140622
국일제지(주),78130,Dec-13,107403122,61744614,52618557,20450184
국일제지(주),78130,Dec-14,96901970,58722596,48690355,19688673
국일제지(주),78130,Dec-15,,,41456781,18782720
국일제지(주),78130,Dec-16,,,40446022,19125079
국일제지(주),78130,Dec-17,,,43992705,18965215
국일제지(주),78130,Dec-18,,,48707045,26035161
국일제지(주),78130,Dec-19,83852676,57994431,83852676,56028882
국제약품(주),2720,Mar-11,132045610,44501336,131308308,44436449
국제약품(주),2720,Dec-12,126768061,39994615,122228356,39525366
국제약품(주),2720,Dec-13,120461297,37312872,117282673,36998909
국제약품(주),2720,Dec-14,122426377,36057349,117519247,35631261
국제약품(주),2720,Dec-15,117636992,61944479,111651493,60949344
국제약품(주),2720,Dec-16,120684006,60129888,114992377,60003561
국제약품(주),2720,Dec-17,123310224,60644615,122290581,60502977
국제약품(주),2720,Dec-18,107681163,61277407,106305203,61144981
국제약품(주),2720,Dec-19,111121601,64359978,108709297,64214202
그랜드코리아레저(주),114090,Dec-11,,,524911870,35386845
그랜드코리아레저(주),114090,Dec-12,,,502404460,36948198
그랜드코리아레저(주),114090,Dec-13,,,561327447,35476473
그랜드코리아레저(주),114090,Dec-14,,,540680448,38205300
그랜드코리아레저(주),114090,Dec-15,,,505663483,77987872
그랜드코리아레저(주),114090,Dec-16,,,548230023,98643013
그랜드코리아레저(주),114090,Dec-17,,,501295524,92958458
그랜드코리아레저(주),114090,Dec-18,480339214,85663880,480339214,85479888
그랜드코리아레저(주),114090,Dec-19,490752464,80708091,490752464,80485994
그린케미칼(주),83420,Dec-11,,,177400003,69673586
그린케미칼(주),83420,Dec-12,,,217154053,82005897
그린케미칼(주),83420,Dec-13,,,242992607,81799384
그린케미칼(주),83420,Dec-14,,,251617414,124177152
그린케미칼(주),83420,Dec-15,,,219885612,140634442
그린케미칼(주),83420,Dec-16,,,243610800,126700523
그린케미칼(주),83420,Dec-17,,,253655651,113275270
그린케미칼(주),83420,Dec-18,,,254122105,104802666
그린케미칼(주),83420,Dec-19,,,231874453,97026812
극동유화(주),14530,Dec-11,,,315587653,34530269
극동유화(주),14530,Dec-12,,,333186945,37617886
극동유화(주),14530,Dec-13,,,306046653,38133595
극동유화(주),14530,Dec-14,291576813,38059969,286401863,38059472
극동유화(주),14530,Dec-15,262018391,38328229,256079390,38327940
극동유화(주),14530,Dec-16,239781642,41424950,234721664,41424881
극동유화(주),14530,Dec-17,490067711,54858883,361599601,54858072
극동유화(주),14530,Dec-18,830880010,64781960,829436733,64781438
극동유화(주),14530,Dec-19,795562281,76216655,792464465,71024611
글로벌에스엠테크리미티드,900070,Dec-11,89400565,32003274,,
글로벌에스엠테크리미티드,900070,Dec-12,82825379,30868354,,
글로벌에스엠테크리미티드,900070,Dec-13,80729012,31996848,,
글로벌에스엠테크리미티드,900070,Dec-14,69100639,27130693,,
글로벌에스엠테크리미티드,900070,Dec-15,80988541,43432880,,
글로벌에스엠테크리미티드,900070,Dec-16,109514967,39638365,,
글로벌에스엠테크리미티드,900070,Dec-17,104699595,35531880,,
글로벌에스엠테크리미티드,900070,Dec-18,103471394,34802349,,
글로벌에스엠테크리미티드,900070,Dec-19,109293207,34145031,,
글로벌텍스프리(주),204620,Dec-14,,,,
글로벌텍스프리(주),204620,Dec-15,,,,
글로벌텍스프리(주),204620,Dec-16,,,,
글로벌텍스프리(주),204620,Dec-17,32962878,3544052,28128565,2528862
글로벌텍스프리(주),204620,Dec-18,41536412,3125798,33387350,1972090
글로벌텍스프리(주),204620,Dec-19,59766505,7860559,48398852,6575593
글로본(주),19660,Mar-11,,,,
글로본(주),19660,Mar-12,,,,
글로본(주),19660,Mar-13,,,,
글로본(주),19660,Mar-14,,,,
글로본(주),19660,Mar-15,,,,
글로본(주),19660,Mar-16,,,,
글로본(주),19660,Dec-17,,,7109864,1279600
글로본(주),19660,Dec-18,,,29814829,791096
글로본(주),19660,Dec-19,,,10307315,3696760
금강공업(주),14280,Dec-11,305228403,204498178,289006169,180985433
금강공업(주),14280,Dec-12,393382320,249235465,376902952,229142049
금강공업(주),14280,Dec-13,694265027,345158641,424978193,268164960
금강공업(주),14280,Dec-14,711602081,387687777,452489664,298555819
금강공업(주),14280,Dec-15,565957188,320109589,353371950,263824897
금강공업(주),14280,Dec-16,603160426,355011950,414980534,296478057
금강공업(주),14280,Dec-17,613247470,361859038,436404458,295936015
금강공업(주),14280,Dec-18,567908394,390817646,392478465,272047029
금강공업(주),14280,Dec-19,549727642,375256921,321519066,238705372
금강철강(주),53260,Dec-11,289722760,18135541,289118925,14216846
금강철강(주),53260,Dec-12,256428227,17711410,256209766,13848710
금강철강(주),53260,Dec-13,246772112,17549648,246531187,13702819
금강철강(주),53260,Dec-14,200571035,17297418,200136589,13352248
금강철강(주),53260,Dec-15,159498224,16136991,158952119,12369020
금강철강(주),53260,Dec-16,162710392,15495896,162071107,12025299
금강철강(주),53260,Dec-17,197209289,15169679,196478390,11965461
금강철강(주),53260,Dec-18,195048267,16487912,193985799,13394760
금강철강(주),53260,Dec-19,171338156,15962837,170313296,13138539
금호건설(주),2990,Dec-11,1739467052,91517015,1687757193,28032085
금호건설(주),2990,Dec-12,1499864342,19130133,1499639378,19130133
금호건설(주),2990,Dec-13,1434495416,18494439,1433682096,18494439
금호건설(주),2990,Dec-14,1523544063,9028162,1522759522,9028162
금호건설(주),2990,Dec-15,1530988130,9024676,1530257353,9024676
금호건설(주),2990,Dec-16,1353709568,9440057,1352983409,9440057
금호건설(주),2990,Dec-17,1297945639,9173496,1297393428,9173496
금호건설(주),2990,Dec-18,1376712465,9602194,1376234626,9602194
금호건설(주),2990,Dec-19,1597734215,39492715,1597271636,39492715
금호석유화학(주),11780,Dec-11,6457354166,1922407326,5292118911,1473147321
금호석유화학(주),11780,Dec-12,5883690067,2129599374,4872724692,1556331323
금호석유화학(주),11780,Dec-13,5132132486,2221670473,4193220007,1593709717
금호석유화학(주),11780,Dec-14,4765671058,2266417519,3766992357,1633245346
금호석유화학(주),11780,Dec-15,3934509038,2505694028,3159552412,1760931788
금호석유화학(주),11780,Dec-16,3970435497,2564778156,3138617263,1786488159
금호석유화학(주),11780,Dec-17,5064779318,2440253946,3926050763,1684228764
금호석유화학(주),11780,Dec-18,5584910609,2365586882,3899573264,1578993765
금호석유화학(주),11780,Dec-19,4977931638,2296049524,3699122524,1509273456
금호전기(주),1210,Dec-11,315293392,251082486,252556751,127012132
금호전기(주),1210,Dec-12,379789500,212522624,201236199,121931341
금호전기(주),1210,Dec-13,386720348,193238119,163017831,101812281
금호전기(주),1210,Dec-14,447530899,214917463,160014373,121585914
금호전기(주),1210,Dec-15,396261336,191216764,94204691,99804824
금호전기(주),1210,Dec-16,415189782,198801642,80856420,89016605
금호전기(주),1210,Dec-17,338670380,189706748,73309553,84768539
금호전기(주),1210,Dec-18,77296233,37388059,64766878,15768169
금호전기(주),1210,Dec-19,62937827,28269170,53797109,13768897
금호타이어(주),73240,Dec-11,3915875747,2431043382,3247967259,1013662836
금호타이어(주),73240,Dec-12,4070643978,2336398102,3342328372,1048967974
금호타이어(주),73240,Dec-13,3698541596,2394752861,2914256623,1118077532
금호타이어(주),73240,Dec-14,3437868862,2509670201,2755119349,1166065743
금호타이어(주),73240,Dec-15,3040406690,2997568947,2396367413,1211448842
금호타이어(주),73240,Dec-16,2947227755,2951767538,2353871598,1198411207
금호타이어(주),73240,Dec-17,2876420253,2776571900,2177799855,1178850534
금호타이어(주),73240,Dec-18,2558681155,2579912362,1881271577,1110400191
금호타이어(주),73240,Dec-19,2369198864,2468048943,1820850830,1050423594
기아(주),270,Dec-11,43190942000,9184385000,27742277000,6762952000
기아(주),270,Dec-12,47242933000,9721198000,28007913000,7315103000
기아(주),270,Dec-13,47597897000,9777005000,28332572000,7455145000
기아(주),270,Dec-14,47097049000,10114317000,29850115000,7852849000
기아(주),270,Dec-15,49521447000,13042121000,32699936000,10134746000
기아(주),270,Dec-16,52712906000,13493203000,31641854000,10258100000
기아(주),270,Dec-17,53535680000,13652902000,32109883000,10652139000
기아(주),270,Dec-18,54169813000,14803300000,31912189000,10977484000
기아(주),270,Dec-19,58145959000,15746675000,33857781000,11365702000
깨끗한나라(주),4540,Dec-11,587818671,306430569,587779700,306420101
깨끗한나라(주),4540,Dec-12,633378794,295991318,633378794,295986994
깨끗한나라(주),4540,Dec-13,647438803,317272498,647438803,317272498
깨끗한나라(주),4540,Dec-14,656459355,327772474,656459355,327772474
깨끗한나라(주),4540,Dec-15,678615391,361671790,677213575,357969720
깨끗한나라(주),4540,Dec-16,706033015,360499071,700578128,354804686
깨끗한나라(주),4540,Dec-17,659937159,383935100,660597309,377627669
깨끗한나라(주),4540,Dec-18,626328188,404330732,623437069,398226649
깨끗한나라(주),4540,Dec-19,594158567,342918163,593789315,337046794
나노캠텍(주),91970,Dec-11,67447067,29428312,46718285,27239852
나노캠텍(주),91970,Dec-12,76139455,35196714,53774777,32736443
나노캠텍(주),91970,Dec-13,88299473,39715995,60425768,33385798
나노캠텍(주),91970,Dec-14,74863882,43529398,48299035,31306925
나노캠텍(주),91970,Dec-15,61969343,38456801,38201509,29848844
나노캠텍(주),91970,Dec-16,53086259,30058374,34747904,25939384
나노캠텍(주),91970,Dec-17,64733832,28168685,46304365,24090063
나노캠텍(주),91970,Dec-18,60743211,26836659,38669690,23171951
나노캠텍(주),91970,Dec-19,47464649,24234793,20831129,21784415
나라엠앤디(주),51490,Dec-11,132391876,48430149,87185372,29705472
나라엠앤디(주),51490,Dec-12,132190567,52786246,96123069,30754517
나라엠앤디(주),51490,Dec-13,125150941,60075481,94980427,34737752
