회사명,거래소코드,회계년도,당기유형자산(IFRS연결),전기유형자산(IFRS연결),당기유형자산(IFRS개별),전기유형자산(IFRS개별)
(주)키이스트,54780,Dec-14,2066908,2066908,1678453,1678453
(주)키이스트,54780,Dec-15,2488759,2488759,2013357,2013357
(주)키이스트,54780,Dec-16,3427897,3427897,3070083,3070083
(주)키이스트,54780,Dec-17,3786798,3786798,2567366,2567366
(주)키이스트,54780,Dec-18,3205042,3205042,2221403,2221403
(주)키이스트,54780,Dec-19,3298086,3298086,2287240,2287240
(주)타이거일렉,219130,Dec-15,17022264,,14313365,17022264
(주)타이거일렉,219130,Dec-16,,,17968076,17968076
(주)타이거일렉,219130,Dec-17,,,19675179,19675179
(주)타이거일렉,219130,Dec-18,,,22688848,22688848
(주)타이거일렉,219130,Dec-19,,,26731211,26731211
(주)탑엔지니어링,65130,Dec-11,31736165,31736165,29391741,29391741
(주)탑엔지니어링,65130,Dec-12,41795931,41795931,34120718,34120718
(주)탑엔지니어링,65130,Dec-13,47076251,47076251,44844123,44844123
(주)탑엔지니어링,65130,Dec-14,37244516,37244516,35096246,35096246
(주)탑엔지니어링,65130,Dec-15,38543220,38543220,36305791,36305791
(주)탑엔지니어링,65130,Dec-16,42804533,42804533,36406788,36406788
(주)탑엔지니어링,65130,Dec-17,145393985,145393985,37303399,37303399
(주)탑엔지니어링,65130,Dec-18,176131316,176131316,39403163,39403163
(주)탑엔지니어링,65130,Dec-19,191473085,191473085,39247944,39247944
(주)탑코미디어,134580,Dec-13,416105,416105,406393,406393
(주)탑코미디어,134580,Dec-14,524130,524130,505841,505841
(주)탑코미디어,134580,Dec-15,4430241,4430241,4422019,4422019
(주)탑코미디어,134580,Dec-16,4630657,4630657,4612131,4612131
(주)탑코미디어,134580,Dec-17,4144144,4144144,4142674,4142674
(주)탑코미디어,134580,Dec-18,64975,,64160,64975
(주)탑코미디어,134580,Dec-19,,,25925,25925
(주)태경비케이,14580,Dec-11,,,51047858,51047858
(주)태경비케이,14580,Dec-12,,,55774108,55774108
(주)태경비케이,14580,Dec-13,,,62334413,62334413
(주)태경비케이,14580,Dec-14,,,63943391,63943391
(주)태경비케이,14580,Dec-15,,69550802,69550802,69550802
(주)태경비케이,14580,Dec-16,120961435,120961435,72967015,72967015
(주)태경비케이,14580,Dec-17,115851241,115851241,68887265,68887265
(주)태경비케이,14580,Dec-18,130047601,130047601,74296686,74296686
(주)태경비케이,14580,Dec-19,110062449,110062449,74426254,74426254
(주)태광,23160,Dec-11,,,119427982,119427982
(주)태광,23160,Dec-12,,,129380904,129380904
(주)태광,23160,Dec-13,,,146283267,146283267
(주)태광,23160,Dec-14,,,144026348,144026348
(주)태광,23160,Dec-15,,,143159205,143159205
(주)태광,23160,Dec-16,,,139342193,139342193
(주)태광,23160,Dec-17,,137521578,137521578,137521578
(주)태광,23160,Dec-18,158280552,158280552,134373119,134373119
(주)태광,23160,Dec-19,167732605,167732605,141286072,141286072
(주)태성,323280,Dec-19,,,,
(주)태양,53620,Dec-11,65982093,65982093,65965067,65965067
(주)태양,53620,Dec-12,70232552,70232552,70220404,70220404
(주)태양,53620,Dec-13,69756860,69756860,69748501,69748501
(주)태양,53620,Dec-14,67873490,67873490,67868545,67868545
(주)태양,53620,Dec-15,112054388,112054388,112047672,112047672
(주)태양,53620,Dec-16,108029480,108029480,108022555,108022555
(주)태양,53620,Dec-17,98993536,98993536,98987396,98987396
(주)태양,53620,Dec-18,104786574,104786574,104780166,104780166
(주)태양,53620,Dec-19,100834917,73776005,100828282,73769371
(주)태영건설,9410,Dec-11,802359290,802359290,431044215,431044215
(주)태영건설,9410,Dec-12,914817475,914817475,425778107,425778107
(주)태영건설,9410,Dec-13,920487217,920487217,423250612,423250612
(주)태영건설,9410,Dec-14,952724886,952724886,115672441,115672441
(주)태영건설,9410,Dec-15,973198058,973198058,116989893,116989893
(주)태영건설,9410,Dec-16,968853279,968853279,128288999,128288999
(주)태영건설,9410,Dec-17,1125314730,1125314730,152639597,152639597
(주)태영건설,9410,Dec-18,1034947708,1034947708,168865371,168865371
(주)태영건설,9410,Dec-19,1064464437,1064464437,196448737,196448737
(주)태웅,44490,Dec-11,,,236155809,236155809
(주)태웅,44490,Dec-12,,,226153764,226153764
(주)태웅,44490,Dec-13,,,224428590,224428590
(주)태웅,44490,Dec-14,,,353204473,353204473
(주)태웅,44490,Dec-15,,,498292808,498292808
(주)태웅,44490,Dec-16,,,612763728,612763728
(주)태웅,44490,Dec-17,,,593288424,593288424
(주)태웅,44490,Dec-18,,,585801402,585801402
(주)태웅,44490,Dec-19,,,560798132,573698278
(주)태웅로직스,124560,Dec-19,5398781,5398781,4526426,4526426
(주)테라젠이텍스,66700,Dec-11,27961114,27961114,26934013,26934013
(주)테라젠이텍스,66700,Dec-12,30426371,30426371,29417304,29417304
(주)테라젠이텍스,66700,Dec-13,31429270,31429270,29368376,29368376
(주)테라젠이텍스,66700,Dec-14,31294883,31294883,29063502,29063502
(주)테라젠이텍스,66700,Dec-15,37172598,37172598,31125534,31125534
(주)테라젠이텍스,66700,Dec-16,45046221,45046221,39015843,39015843
(주)테라젠이텍스,66700,Dec-17,44727455,44727455,38789093,38789093
(주)테라젠이텍스,66700,Dec-18,45839301,45839301,39682080,39682080
(주)테라젠이텍스,66700,Dec-19,47186992,47186992,41790536,41790536
(주)테스,95610,Dec-11,,,17818215,17818215
(주)테스,95610,Dec-12,,20739782,20739782,20739782
(주)테스,95610,Dec-13,20276932,20276932,20223472,20223472
(주)테스,95610,Dec-14,21101901,21101901,20241889,20241889
(주)테스,95610,Dec-15,22348290,22348290,21571258,21571258
(주)테스,95610,Dec-16,33481722,33481722,32837787,32837787
(주)테스,95610,Dec-17,36198445,36198445,35231484,35231484
(주)테스,95610,Dec-18,33126806,33126806,32585663,32585663
(주)테스,95610,Dec-19,30325801,30325801,29894925,29894925
(주)테이팩스,55490,Dec-17,59431356,59431356,54381825,54381825
(주)테이팩스,55490,Dec-18,57207948,57207948,52588048,52588048
(주)테이팩스,55490,Dec-19,29525703,29525703,27691526,27691526
(주)테크윙,89030,Dec-11,,,32945828,32945828
(주)테크윙,89030,Dec-12,,43737341,43737341,43737341
(주)테크윙,89030,Dec-13,69625062,69625062,65212542,65212542
(주)테크윙,89030,Dec-14,69378502,69378502,58895989,58895989
(주)테크윙,89030,Dec-15,84570398,84570398,76426145,76426145
(주)테크윙,89030,Dec-16,119573702,119573702,103471337,103471337
(주)테크윙,89030,Dec-17,135021807,135021807,127233957,127233957
(주)테크윙,89030,Dec-18,164838792,164838792,135288100,135288100
(주)테크윙,89030,Dec-19,185996660,185996660,133037443,133037443
(주)텔레칩스,54450,Dec-11,,,4681603,4681603
(주)텔레칩스,54450,Dec-12,,,4210750,4210750
(주)텔레칩스,54450,Dec-13,,,3815429,3815429
(주)텔레칩스,54450,Dec-14,,,3741262,3741262
(주)텔레칩스,54450,Dec-15,,3699642,3699642,3699642
(주)텔레칩스,54450,Dec-16,4120229,4120229,4114525,4114525
(주)텔레칩스,54450,Dec-17,3895368,3895368,3887825,3887825
(주)텔레칩스,54450,Dec-18,18522768,18522768,18506356,18506356
(주)텔레칩스,54450,Dec-19,20800882,20800882,19247637,19247637
(주)텔레필드,91440,Dec-11,,,4537676,4537676
(주)텔레필드,91440,Dec-12,,,4205792,4205792
(주)텔레필드,91440,Dec-13,,,3986535,3986535
(주)텔레필드,91440,Dec-14,,,4167860,4167860
(주)텔레필드,91440,Dec-15,,3980280,3980280,3980280
(주)텔레필드,91440,Dec-16,3735329,3735329,3668411,3668411
(주)텔레필드,91440,Dec-17,3569490,3569490,3524633,3524633
(주)텔레필드,91440,Dec-18,3504802,3504802,3484288,3484288
(주)텔레필드,91440,Dec-19,3311604,3311604,3149451,3149451
(주)텔콘알에프제약,200230,Dec-14,1689334,1689334,1270376,1270376
(주)텔콘알에프제약,200230,Dec-15,1501421,1501421,1145722,1145722
(주)텔콘알에프제약,200230,Dec-16,7156918,7156918,985931,985931
(주)텔콘알에프제약,200230,Dec-17,16117015,16117015,1000746,1000746
(주)텔콘알에프제약,200230,Dec-18,6640869,6640869,5520946,5520946
(주)텔콘알에프제약,200230,Dec-19,5953235,5953235,5334541,5334541
(주)토니모리,214420,Dec-15,27895165,27895165,27826206,27826206
(주)토니모리,214420,Dec-16,36755591,36755591,30195010,30195010
(주)토니모리,214420,Dec-17,56136639,56136639,19998903,19998903
(주)토니모리,214420,Dec-18,66902257,66902257,27139530,27139530
(주)토니모리,214420,Dec-19,75020110,75020110,32867314,32867314
(주)토박스코리아,215480,Dec-15,,,,
(주)토박스코리아,215480,Dec-16,,,,
(주)토박스코리아,215480,Dec-17,,,1219280,1219280
(주)토박스코리아,215480,Dec-18,,,1050014,1050014
(주)토박스코리아,215480,Dec-19,,,992401,992401
(주)토비스,51360,Dec-11,23571281,23571281,23114694,23114694
(주)토비스,51360,Dec-12,24705399,24705399,24056054,24056054
(주)토비스,51360,Dec-13,37332581,37332581,35730015,35730015
(주)토비스,51360,Dec-14,42149820,42149820,41017252,41017252
(주)토비스,51360,Dec-15,69782320,69782320,46623360,46623360
(주)토비스,51360,Dec-16,77366827,77366827,56118715,56118715
(주)토비스,51360,Dec-17,75109867,75109867,50202939,50202939
(주)토비스,51360,Dec-18,79877440,79877440,53242494,53242494
(주)토비스,51360,Dec-19,72597784,72597784,50375581,50375581
(주)토탈소프트뱅크,45340,Dec-11,,,833708,833708
(주)토탈소프트뱅크,45340,Dec-12,,,2282333,2282333
(주)토탈소프트뱅크,45340,Dec-13,,,3951930,3951930
(주)토탈소프트뱅크,45340,Dec-14,,,7113353,7113353
(주)토탈소프트뱅크,45340,Dec-15,,,7519188,7519188
(주)토탈소프트뱅크,45340,Dec-16,,,9293736,9293736
(주)토탈소프트뱅크,45340,Dec-17,,,9241095,9241095
(주)토탈소프트뱅크,45340,Dec-18,,,9229928,9229928
(주)토탈소프트뱅크,45340,Dec-19,,,9174137,9174137
(주)톱텍,108230,Dec-11,,41055203,41055203,41055203
(주)톱텍,108230,Dec-12,44245673,44245673,44148099,44148099
(주)톱텍,108230,Dec-13,53347453,53347453,46164653,46164653
(주)톱텍,108230,Dec-14,68318551,68318551,54044463,54044463
(주)톱텍,108230,Dec-15,66723636,66723636,53923523,53923523
(주)톱텍,108230,Dec-16,85025016,85025016,75783642,75783642
(주)톱텍,108230,Dec-17,81899684,81899684,76202113,76202113
(주)톱텍,108230,Dec-18,94260710,94260710,71545969,71545969
(주)톱텍,108230,Dec-19,149541334,149541334,82583439,82583439
(주)투비소프트,79970,Dec-11,,644937,644937,644937
(주)투비소프트,79970,Dec-12,682450,682450,677536,677536
(주)투비소프트,79970,Dec-13,630341,630341,628143,628143
(주)투비소프트,79970,Dec-14,734641,734641,614837,614837
(주)투비소프트,79970,Dec-15,700216,700216,598561,598561
(주)투비소프트,79970,Dec-16,887298,887298,627103,627103
(주)투비소프트,79970,Dec-17,4869173,4869173,2539460,2539460
(주)투비소프트,79970,Dec-18,2628972,2628972,425613,425613
(주)투비소프트,79970,Dec-19,2572981,2572981,895451,895451
(주)트루윈,105550,Dec-14,,,23420480,23420480
(주)트루윈,105550,Dec-15,,,51176782,51176782
(주)트루윈,105550,Dec-16,,,37917110,37917110
(주)트루윈,105550,Dec-17,,,34862558,34862558
(주)트루윈,105550,Dec-18,,,31715067,31715067
(주)트루윈,105550,Dec-19,,24955911,24955911,24955911
(주)특수건설,26150,Dec-11,,,32072801,32072801
(주)특수건설,26150,Dec-12,,,33339399,33339399
(주)특수건설,26150,Dec-13,,,29994875,29994875
(주)특수건설,26150,Dec-14,,,27230601,27230601
(주)특수건설,26150,Dec-15,,,24380546,24380546
(주)특수건설,26150,Dec-16,,11800522,11800522,11800522
(주)특수건설,26150,Dec-17,8608503,8608503,8180145,8180145
(주)특수건설,26150,Dec-18,19783607,19783607,19484217,19484217
(주)특수건설,26150,Dec-19,27729894,27729894,27513805,27513805
(주)티라유텍,322180,Dec-19,,,3730978,3730978
(주)티로보틱스,117730,Dec-18,14760793,14760793,14760793,14760793
(주)티로보틱스,117730,Dec-19,23817315,23817315,21976828,21976828
(주)티비씨,33830,Dec-11,24284934,24284934,24168207,24168207
(주)티비씨,33830,Dec-12,21968040,21968040,21866134,21866134
(주)티비씨,33830,Dec-13,23092014,23092014,23092014,23092014
(주)티비씨,33830,Dec-14,21724325,21724325,21724325,21724325
(주)티비씨,33830,Dec-15,20166992,20166992,20122916,20122916
(주)티비씨,33830,Dec-16,21369297,21369297,21347578,21347578
(주)티비씨,33830,Dec-17,25321563,25321563,25309640,25309640
(주)티비씨,33830,Dec-18,24225627,24225627,24212407,24212407
(주)티비씨,33830,Dec-19,24032118,24032118,24024860,24024860
(주)티비에이치글로벌,84870,Dec-11,122528710,122528710,54098397,54098397
(주)티비에이치글로벌,84870,Dec-12,109647551,109647551,79558330,79558330
(주)티비에이치글로벌,84870,Dec-13,103898637,103898637,78240102,78240102
(주)티비에이치글로벌,84870,Dec-14,122497975,122497975,78276236,78276236
(주)티비에이치글로벌,84870,Dec-15,125808450,125808450,66285915,66285915
(주)티비에이치글로벌,84870,Dec-16,117514224,117514224,61792094,61792094
(주)티비에이치글로벌,84870,Dec-17,119056548,,60572162,119056548
(주)티비에이치글로벌,84870,Dec-18,,,59400555,59400555
(주)티비에이치글로벌,84870,Dec-19,,,33457277,33457277
(주)티사이언티픽,57680,Dec-11,,,2231690,2231690
(주)티사이언티픽,57680,Dec-12,,2156733,2156733,2156733
(주)티사이언티픽,57680,Dec-13,2361992,,2269587,2361992
(주)티사이언티픽,57680,Dec-14,,2198279,2198279,2198279
(주)티사이언티픽,57680,Dec-15,2113587,2113587,2113587,2113587
(주)티사이언티픽,57680,Dec-16,3628672,,3606003,3606003
(주)티사이언티픽,57680,Dec-17,,,304742,304742
(주)티사이언티픽,57680,Dec-18,,,244897,244897
(주)티사이언티픽,57680,Dec-19,,,242357,242357
(주)티씨케이,64760,Dec-11,,,50700897,50700897
(주)티씨케이,64760,Dec-12,,,50821203,50821203
(주)티씨케이,64760,Dec-13,,,46793797,46793797
(주)티씨케이,64760,Dec-14,,,39282356,39282356
(주)티씨케이,64760,Dec-15,,,45060483,45060483
(주)티씨케이,64760,Dec-16,,,63834994,63834994
(주)티씨케이,64760,Dec-17,,,66560175,66560175
(주)티씨케이,64760,Dec-18,,,67814435,67814435
(주)티씨케이,64760,Dec-19,,,93305908,93305908
(주)티앤알바이오팹,246710,Dec-18,,,533387,533387
(주)티앤알바이오팹,246710,Dec-19,,,579500,579500
(주)티에스넥스젠,43220,Dec-11,,,224208,224208
(주)티에스넥스젠,43220,Dec-12,,,79653,79653
(주)티에스넥스젠,43220,Dec-13,,170889,170889,170889
(주)티에스넥스젠,43220,Dec-14,679589,679589,148167,148167
(주)티에스넥스젠,43220,Dec-15,529090,529090,379615,379615
(주)티에스넥스젠,43220,Dec-16,17602522,17602522,521253,521253
(주)티에스넥스젠,43220,Dec-17,24300811,24300811,17314314,17314314
(주)티에스넥스젠,43220,Dec-18,23275685,23275685,17083265,17083265
(주)티에스넥스젠,43220,Dec-19,24288026,21281018,18662751,15823574
(주)티에스이,131290,Dec-11,66029237,66029237,29869809,29869809
(주)티에스이,131290,Dec-12,72734570,72734570,34429744,34429744
(주)티에스이,131290,Dec-13,67240581,67240581,28789398,28789398
(주)티에스이,131290,Dec-14,63580069,63580069,25501766,25501766
(주)티에스이,131290,Dec-15,60708507,60708507,24242318,24242318
(주)티에스이,131290,Dec-16,66993639,66993639,26020132,26020132
(주)티에스이,131290,Dec-17,79545208,79545208,28238398,28238398
(주)티에스이,131290,Dec-18,85153616,85153616,33826104,33826104
(주)티에스이,131290,Dec-19,94425907,94425907,35231188,35231188
(주)티에스트릴리온,317240,Dec-19,,,,
(주)티에이치엔,19180,Dec-11,43626590,43626590,26717528,26717528
(주)티에이치엔,19180,Dec-12,52176074,52176074,27529589,27529589
(주)티에이치엔,19180,Dec-13,62804337,62804337,27973403,27973403
(주)티에이치엔,19180,Dec-14,63075935,63075935,28138727,28138727
(주)티에이치엔,19180,Dec-15,69731804,69731804,40365220,40365220
(주)티에이치엔,19180,Dec-16,76552594,76552594,44330634,44330634
(주)티에이치엔,19180,Dec-17,77715413,77715413,45979408,45979408
(주)티에이치엔,19180,Dec-18,72543220,72543220,43960573,43960573
(주)티에이치엔,19180,Dec-19,99416383,99416383,60289532,60289532
(주)티엘아이,62860,Dec-11,85538987,88383520,14671508,14671508
(주)티엘아이,62860,Dec-12,104681666,104681666,28242106,28242106
(주)티엘아이,62860,Dec-13,102269636,102269636,29065252,29065252
(주)티엘아이,62860,Dec-14,104460198,104460198,29667107,29667107
(주)티엘아이,62860,Dec-15,95137427,95137427,30237322,30237322
(주)티엘아이,62860,Dec-16,30916600,30916600,30697403,30697403
(주)티엘아이,62860,Dec-17,32808556,32808556,32618697,32618697
(주)티엘아이,62860,Dec-18,30232155,30232155,29984848,29984848
(주)티엘아이,62860,Dec-19,28720528,28720528,28510789,28510789
(주)티움바이오,321550,Dec-19,,859398,859398,859398
(주)티웨이항공,91810,Dec-18,50925467,50925467,50785668,50785668
(주)티웨이항공,91810,Dec-19,57231943,57231943,57077218,57077218
(주)티웨이홀딩스,4870,Dec-11,,,15097472,15097472
(주)티웨이홀딩스,4870,Dec-12,,14655316,14655316,14655316
(주)티웨이홀딩스,4870,Dec-13,20019037,20019037,12939600,12939600
(주)티웨이홀딩스,4870,Dec-14,28277844,28277844,12954605,12954605
(주)티웨이홀딩스,4870,Dec-15,33907895,33907895,12860704,12860704
(주)티웨이홀딩스,4870,Dec-16,34326007,34326007,14454817,14454817
(주)티웨이홀딩스,4870,Dec-17,48191853,48191853,16737566,16737566
(주)티웨이홀딩스,4870,Dec-18,68927933,68927933,18002467,18002467
(주)티웨이홀딩스,4870,Dec-19,74830608,74830608,17598665,17598665
(주)티케이케미칼,104480,Dec-11,244489555,,243092604,244489555
(주)티케이케미칼,104480,Dec-12,,,222073192,222073192
(주)티케이케미칼,104480,Dec-13,,,214366565,214366565
(주)티케이케미칼,104480,Dec-14,,,192982570,192982570
(주)티케이케미칼,104480,Dec-15,,,153237844,153237844
(주)티케이케미칼,104480,Dec-16,,,201121836,201121836
(주)티케이케미칼,104480,Dec-17,,,172048193,172048193
(주)티케이케미칼,104480,Dec-18,,152556893,152556893,152556893
(주)티케이케미칼,104480,Dec-19,158127855,158127855,148848668,148848668
(주)티플랙스,81150,Dec-11,34995904,34995904,34988259,34988259
(주)티플랙스,81150,Dec-12,61286748,61286748,61247573,61247573
(주)티플랙스,81150,Dec-13,61997284,61997284,61963214,61963214
(주)티플랙스,81150,Dec-14,50213171,50213171,50182280,50182280
(주)티플랙스,81150,Dec-15,65766367,,65748375,65766367
(주)티플랙스,81150,Dec-16,,,64873320,64873320
(주)티플랙스,81150,Dec-17,,,64662283,64662283
(주)티플랙스,81150,Dec-18,,,64390103,64390103
(주)티플랙스,81150,Dec-19,,,79181579,79181579
(주)티피씨,130740,Dec-11,,,18257288,18257288
(주)티피씨,130740,Dec-12,,,18031599,18031599
(주)티피씨,130740,Dec-13,,,18668309,18668309
(주)티피씨,130740,Dec-14,,,18314162,18314162
(주)티피씨,130740,Dec-15,,18727337,18727337,18727337
(주)티피씨,130740,Dec-16,29752516,29752516,18184293,18184293
(주)티피씨,130740,Dec-17,29593909,29593909,18053236,18053236
(주)티피씨,130740,Dec-18,60810971,60810971,17531231,17531231
(주)티피씨,130740,Dec-19,59050927,59050927,19233392,19233392
(주)티피씨메카트로닉스,48770,Jun-11,14040956,14040956,5937830,5937830
(주)티피씨메카트로닉스,48770,Jun-12,18361252,18361252,8834918,8834918
(주)티피씨메카트로닉스,48770,Jun-13,24821419,24821419,15900353,15900353
(주)티피씨메카트로닉스,48770,Dec-14,28112128,28112128,20611757,20611757
(주)티피씨메카트로닉스,48770,Dec-15,27354473,27354473,20099982,20099982
(주)티피씨메카트로닉스,48770,Dec-16,25744126,25744126,19042445,19042445
(주)티피씨메카트로닉스,48770,Dec-17,33463976,33463976,27477742,27477742
(주)티피씨메카트로닉스,48770,Dec-18,32084965,32084965,26492094,26492094
(주)티피씨메카트로닉스,48770,Dec-19,31311593,31311593,25893433,25893433
(주)파나진,46210,Dec-11,10051058,,9381698,10051058
(주)파나진,46210,Dec-12,,,8412660,8412660
(주)파나진,46210,Dec-13,,,4250431,4250431
(주)파나진,46210,Dec-14,,,4174448,4174448
(주)파나진,46210,Dec-15,,,4131470,4131470
(주)파나진,46210,Dec-16,,,5076072,5076072
(주)파나진,46210,Dec-17,,,9039760,9039760
(주)파나진,46210,Dec-18,,,8711260,8711260
(주)파나진,46210,Dec-19,,,8413865,8413865
(주)파라다이스,34230,Dec-11,198779773,198779773,184718878,184718878
(주)파라다이스,34230,Dec-12,483478789,483478789,190157092,190157092
(주)파라다이스,34230,Dec-13,483621267,483621267,187992808,187992808
(주)파라다이스,34230,Dec-14,550134350,550134350,211256400,211256400
(주)파라다이스,34230,Dec-15,830878168,830878168,262693231,262693231
(주)파라다이스,34230,Dec-16,1336963637,1336963637,312420163,312420163
(주)파라다이스,34230,Dec-17,1624157701,1624157701,348923094,348923094
(주)파라다이스,34230,Dec-18,2262556568,2262556568,490904076,490904076
(주)파라다이스,34230,Dec-19,2196950145,2196950145,483683838,483683838
(주)파라텍,33540,Dec-11,33402950,33402950,31176173,31176173
(주)파라텍,33540,Dec-12,33179757,33179757,30947237,30947237
(주)파라텍,33540,Dec-13,32519178,32519178,30379290,30379290
(주)파라텍,33540,Dec-14,26383308,26383308,24451697,24451697
(주)파라텍,33540,Dec-15,16323718,16323718,16323718,16323718
(주)파라텍,33540,Dec-16,17404682,17404682,17404682,17404682
(주)파라텍,33540,Dec-17,4298141,4298141,4298141,4298141
(주)파라텍,33540,Dec-18,16230216,16230216,16230216,16230216
(주)파라텍,33540,Dec-19,24967975,24967975,24967975,24967975
(주)파루,43200,Dec-11,23759015,23759015,20262778,20262778
(주)파루,43200,Dec-12,22089721,22089721,18733158,18733158
(주)파루,43200,Dec-13,24671881,24671881,21454991,21454991
(주)파루,43200,Dec-14,25282369,25282369,22205152,22205152
(주)파루,43200,Dec-15,25917013,25917013,22945382,22945382
(주)파루,43200,Dec-16,29011970,29011970,22471910,22471910
(주)파루,43200,Dec-17,27303311,27303311,23510884,23510884
(주)파루,43200,Dec-18,24783999,24783999,22723884,22723884
(주)파루,43200,Dec-19,26693173,24735242,25073098,23115168
(주)파마리서치,214450,Dec-15,,20395718,20395718,20395718
(주)파마리서치,214450,Dec-16,20771422,20771422,20708906,20708906
(주)파마리서치,214450,Dec-17,27179366,27179366,26833270,26833270
(주)파마리서치,214450,Dec-18,66064121,66064121,54664263,54664263
(주)파마리서치,214450,Dec-19,73886028,73886028,61622500,61622500
(주)파멥신,208340,Dec-18,1000036,1000036,1000036,1000036
(주)파멥신,208340,Dec-19,3200561,3200561,3200561,3200561
(주)파버나인,177830,Dec-14,,51143288,51143288,51143288
(주)파버나인,177830,Dec-15,61785274,61785274,61785274,61785274
(주)파버나인,177830,Dec-16,71800076,71800076,61857149,61857149
(주)파버나인,177830,Dec-17,78507761,78507761,61000956,61000956
(주)파버나인,177830,Dec-18,79824445,79824445,58364376,58364376
(주)파버나인,177830,Dec-19,80073221,80073221,55840919,55840919
(주)파세코,37070,Dec-11,,,58562940,58562940
(주)파세코,37070,Dec-12,,,59144158,59144158
(주)파세코,37070,Dec-13,,,56941611,56941611
(주)파세코,37070,Dec-14,,,58174218,58174218
(주)파세코,37070,Dec-15,,,57472755,57472755
(주)파세코,37070,Dec-16,,,55826683,55826683
(주)파세코,37070,Dec-17,,,54009417,54009417
(주)파세코,37070,Dec-18,,,54665179,54665179
(주)파세코,37070,Dec-19,,,55414057,55414057
(주)파수,150900,Dec-13,770611,770611,770343,770343
(주)파수,150900,Dec-14,1092284,1092284,1084316,1084316
(주)파수,150900,Dec-15,1504744,1504744,1463549,1463549
(주)파수,150900,Dec-16,1202985,1202985,1146640,1146640
(주)파수,150900,Dec-17,861979,861979,807238,807238
(주)파수,150900,Dec-18,818414,818414,638565,638565
(주)파수,150900,Dec-19,1422236,1422236,1249936,1249936
(주)파워넷,37030,Dec-18,9248698,9248698,6270997,6270997
(주)파워넷,37030,Dec-19,11511311,11511311,6955906,6955906
(주)파워로직스,47310,Dec-11,103519765,103519765,50398091,50398091
(주)파워로직스,47310,Dec-12,91036700,91036700,46412638,46412638
(주)파워로직스,47310,Dec-13,106341346,106341346,70360572,70360572
(주)파워로직스,47310,Dec-14,109220750,109220750,74238244,74238244
(주)파워로직스,47310,Dec-15,120908938,120908938,62013843,62013843
(주)파워로직스,47310,Dec-16,111855904,111855904,55863186,55863186
(주)파워로직스,47310,Dec-17,101439603,101439603,46506032,46506032
(주)파워로직스,47310,Dec-18,134269993,134269993,41656416,41656416
(주)파워로직스,47310,Dec-19,172578376,172578376,50800950,50800950
(주)파이오링크,170790,Dec-13,2366966,2366966,2317367,2317367
(주)파이오링크,170790,Dec-14,2994420,2994420,2918365,2918365
(주)파이오링크,170790,Dec-15,3270605,3270605,3067327,3067327
(주)파이오링크,170790,Dec-16,3014027,3014027,2780267,2780267
(주)파이오링크,170790,Dec-17,3980241,,3779198,3980241
(주)파이오링크,170790,Dec-18,,,3555429,3555429
(주)파이오링크,170790,Dec-19,,,5074300,5074300
(주)파인디앤씨,49120,Dec-11,42320141,42320141,33373815,33373815
(주)파인디앤씨,49120,Dec-12,40482076,40482076,30828938,30828938
(주)파인디앤씨,49120,Dec-13,30462081,30462081,18956517,18956517
(주)파인디앤씨,49120,Dec-14,27974675,27974675,18326019,18326019
(주)파인디앤씨,49120,Dec-15,30095894,30095894,18740627,18740627
(주)파인디앤씨,49120,Dec-16,43933564,43933564,26744603,26744603
(주)파인디앤씨,49120,Dec-17,38294732,38294732,30849723,30849723
(주)파인디앤씨,49120,Dec-18,35952090,35952090,28135986,28135986
(주)파인디앤씨,49120,Dec-19,33771878,33771878,26132793,26132793
(주)파인디지털,38950,Dec-11,4430384,4430384,4201367,4201367
(주)파인디지털,38950,Dec-12,4351987,4351987,4096950,4096950
(주)파인디지털,38950,Dec-13,4603255,4603255,4378262,4378262
(주)파인디지털,38950,Dec-14,4605810,4605810,4247740,4247740
(주)파인디지털,38950,Dec-15,4642095,4642095,4142518,4142518
(주)파인디지털,38950,Dec-16,4501889,4501889,3911460,3911460
(주)파인디지털,38950,Dec-17,4680708,4680708,3902038,3902038
(주)파인디지털,38950,Dec-18,4349558,4349558,3704462,3704462
(주)파인디지털,38950,Dec-19,4181872,4181872,3572152,3572152
(주)파인테크닉스,106240,Dec-11,132171038,132171038,19404278,19404278
(주)파인테크닉스,106240,Dec-12,115082662,115082662,21952527,21952527
(주)파인테크닉스,106240,Dec-13,138464526,138464526,28716059,28716059
(주)파인테크닉스,106240,Dec-14,131215088,131215088,30029436,30029436
(주)파인테크닉스,106240,Dec-15,121689835,121689835,28010937,28010937
(주)파인테크닉스,106240,Dec-16,73659931,73659931,36204722,36204722
(주)파인테크닉스,106240,Dec-17,55611496,55611496,32495843,32495843
(주)파인테크닉스,106240,Dec-18,36678584,36678584,20429453,20429453
(주)파인테크닉스,106240,Dec-19,34257171,34257171,13117848,13117848
(주)파인텍,131760,Dec-15,36519103,36519103,12166343,12166343
(주)파인텍,131760,Dec-16,53076670,53076670,11267111,11267111
(주)파인텍,131760,Dec-17,35320784,35320784,21802268,21802268
(주)파인텍,131760,Dec-18,31492443,31492443,18961007,18961007
(주)파인텍,131760,Dec-19,31803712,31803712,17617258,17617258
(주)파커스,65690,Dec-11,41212157,41212157,37423613,37423613
(주)파커스,65690,Dec-12,39805332,39805332,33011006,33011006
