회사명,거래소코드,회계년도,부가가치(IFRS연결),기계장치(IFRS연결),부가가치(IFRS개별),기계장치(IFRS개별)
(주)이마트,139480,Dec-13,2288373.69,0,1841943.18,0
(주)이마트,139480,Dec-14,2305849.55,0,1778560.64,0
(주)이마트,139480,Dec-15,2689097.28,0,2111670.22,0
(주)이마트,139480,Dec-16,2670064.93,0,1943304.01,0
(주)이마트,139480,Dec-17,3097289.82,0,2257465.74,0
(주)이마트,139480,Dec-18,3048540.35,0,2112068.37,0
(주)이마트,139480,Dec-19,3161805.6,0,1983852.32,0
(주)이미지스테크놀로지,115610,Dec-11,,,3973.48,35379
(주)이미지스테크놀로지,115610,Dec-12,,,3234.35,51629
(주)이미지스테크놀로지,115610,Dec-13,5650.49,870858,4510.49,870858
(주)이미지스테크놀로지,115610,Dec-14,6065.34,904323,5081.62,904323
(주)이미지스테크놀로지,115610,Dec-15,5732.27,915562,5203.85,915562
(주)이미지스테크놀로지,115610,Dec-16,3781.35,948696,3966.57,948696
(주)이미지스테크놀로지,115610,Dec-17,-980.57,948697,-3459.05,948697
(주)이미지스테크놀로지,115610,Dec-18,-1705.34,948697,-5473.12,948697
(주)이미지스테크놀로지,115610,Dec-19,-2954.87,948697,-5222.02,948697
(주)이브이수성,84180,Dec-11,,,9254.17,1696421
(주)이브이수성,84180,Dec-12,,,6191.7,1711023
(주)이브이수성,84180,Dec-13,,,7085.88,269706
(주)이브이수성,84180,Dec-14,,,7149.84,130346
(주)이브이수성,84180,Dec-15,,,7045.38,1866276
(주)이브이수성,84180,Dec-16,,,6756.55,1866276
(주)이브이수성,84180,Dec-17,-17406.18,1866276,-17400.21,1866276
(주)이브이수성,84180,Dec-18,-4486.75,1866276,-6700.26,1866276
(주)이브이수성,84180,Dec-19,2249.97,1183255,-14.56,1183255
(주)이브이첨단소재,131400,Dec-11,20212.15,7973386,19285.75,4379106
(주)이브이첨단소재,131400,Dec-12,12614.7,22660875,11504.2,17804159
(주)이브이첨단소재,131400,Dec-13,16364.91,26142784,13460.08,22157458
(주)이브이첨단소재,131400,Dec-14,9428.7,27637163,7813.3,23331052
(주)이브이첨단소재,131400,Dec-15,1695.35,30348744,-498.51,23367936
(주)이브이첨단소재,131400,Dec-16,9041.82,33005197,6360.04,26030933
(주)이브이첨단소재,131400,Dec-17,17300.21,31848401,13694.76,25229878
(주)이브이첨단소재,131400,Dec-18,17695.48,33868175,14191.65,27241911
(주)이브이첨단소재,131400,Dec-19,14552.71,36358967,10313.43,26389439
(주)이상네트웍스,80010,Dec-11,7647.61,0,7693.08,0
(주)이상네트웍스,80010,Dec-12,8486.98,0,6643.36,0
(주)이상네트웍스,80010,Dec-13,7606.83,259000,7270.52,259000
(주)이상네트웍스,80010,Dec-14,8404.15,259000,8375.94,259000
(주)이상네트웍스,80010,Dec-15,9752.38,259000,7589.66,259000
(주)이상네트웍스,80010,Dec-16,16344.11,338000,11640.63,338000
(주)이상네트웍스,80010,Dec-17,21915.43,338000,14635.3,204888
(주)이상네트웍스,80010,Dec-18,22082.88,338000,13792.26,171088
(주)이상네트웍스,80010,Dec-19,30055.69,338000,6731.53,137288
(주)이수앱지스,86890,Dec-11,,,-1948.48,1504713
(주)이수앱지스,86890,Dec-12,,,61.94,2491863
(주)이수앱지스,86890,Dec-13,,,264.02,2344433
(주)이수앱지스,86890,Dec-14,,,-1549.06,3969086
(주)이수앱지스,86890,Dec-15,,,-1156.34,3610685
(주)이수앱지스,86890,Dec-16,,,3152.71,4211064
(주)이수앱지스,86890,Dec-17,,,707.66,3999176
(주)이수앱지스,86890,Dec-18,,,-3266.45,3857510
(주)이수앱지스,86890,Dec-19,,,-4603.53,3849010
(주)이수페타시스,7660,Dec-11,103233.44,146829355,71372.53,91950162
(주)이수페타시스,7660,Dec-12,122719.56,152220848,75393.97,95142705
(주)이수페타시스,7660,Dec-13,148304.19,211177167,95237.46,94829203
(주)이수페타시스,7660,Dec-14,152809.89,226285161,103044.66,100456570
(주)이수페타시스,7660,Dec-15,149718.05,245925876,109335.43,105730515
(주)이수페타시스,7660,Dec-16,153865.49,257345416,109796.57,109643941
(주)이수페타시스,7660,Dec-17,134085.2,250421773,72743.13,112479015
(주)이수페타시스,7660,Dec-18,171065.02,270173729,95847.32,103488039
(주)이수페타시스,7660,Dec-19,103404.19,281990367,44026.64,108181830
(주)이수화학,5950,Dec-11,143742.05,196120087,83620.39,162352728
(주)이수화학,5950,Dec-12,124320.41,195586458,97176.25,162366876
(주)이수화학,5950,Dec-13,50537.24,204479204,80649.51,174727155
(주)이수화학,5950,Dec-14,19697.32,214118183,56445.67,184672515
(주)이수화학,5950,Dec-15,56815.32,216681126,56672.52,186293676
(주)이수화학,5950,Dec-16,119677.41,213728475,79118.84,187130564
(주)이수화학,5950,Dec-17,112594.18,223869916,66910.35,198425772
(주)이수화학,5950,Dec-18,118183.05,220806866,102147.03,205309256
(주)이수화학,5950,Dec-19,111906.72,233999857,75721.99,218371573
(주)이스타코,15020,Dec-11,,,933.85,0
(주)이스타코,15020,Dec-12,1443.28,0,969.02,0
(주)이스타코,15020,Dec-13,27489.98,0,27966.02,0
(주)이스타코,15020,Dec-14,4630.08,0,1513.38,0
(주)이스타코,15020,Dec-15,9570.41,0,5992.85,0
(주)이스타코,15020,Dec-16,-8.77,0,-2375.61,0
(주)이스타코,15020,Dec-17,7473.87,0,5536.42,0
(주)이스타코,15020,Dec-18,5741.6,0,-1101.56,0
(주)이스타코,15020,Dec-19,,,14780.87,0
(주)이스트소프트,47560,Dec-11,29992.04,0,31672.69,0
(주)이스트소프트,47560,Dec-12,18084.1,0,17822.01,0
(주)이스트소프트,47560,Dec-13,24005.74,0,15551.06,0
(주)이스트소프트,47560,Dec-14,26819.92,0,17278.78,0
(주)이스트소프트,47560,Dec-15,28745.25,0,15379.15,0
(주)이스트소프트,47560,Dec-16,33948.68,0,10552.81,0
(주)이스트소프트,47560,Dec-17,29188.32,0,10028.19,0
(주)이스트소프트,47560,Dec-18,42041.09,0,10817.47,0
(주)이스트소프트,47560,Dec-19,28743.65,0,9278.8,0
(주)이아이디,93230,Dec-11,-10726.22,18316390,-15671.85,10009436
(주)이아이디,93230,Dec-12,-8185.43,7689898,-25170.59,7689898
(주)이아이디,93230,Dec-13,,,-11821.91,639400
(주)이아이디,93230,Dec-14,-17305.88,1234046,-16701.54,1121046
(주)이아이디,93230,Dec-15,3369.11,379301,-41.51,113000
(주)이아이디,93230,Dec-16,-8475.54,113000,-11815.39,113000
(주)이아이디,93230,Dec-17,3784.26,113000,3992.22,113000
(주)이아이디,93230,Dec-18,-1321.79,113000,-4751.21,113000
(주)이아이디,93230,Dec-19,10987.93,1654927,3202.74,113000
(주)이엔에프테크놀로지,102710,Dec-11,30664.48,16100188,32752.03,15206456
(주)이엔에프테크놀로지,102710,Dec-12,39119.44,18602661,42409.76,16155447
(주)이엔에프테크놀로지,102710,Dec-13,37582.85,35872892,35162.1,20480136
(주)이엔에프테크놀로지,102710,Dec-14,45479.08,39614932,43992.46,20868273
(주)이엔에프테크놀로지,102710,Dec-15,78888.59,40299023,58674.22,20759109
(주)이엔에프테크놀로지,102710,Dec-16,76190.89,36678398,58514.77,24498567
(주)이엔에프테크놀로지,102710,Dec-17,86109.08,28473669,65088.87,21393410
(주)이엔에프테크놀로지,102710,Dec-18,81736.48,41936014,71559.06,33397394
(주)이엔에프테크놀로지,102710,Dec-19,118672.1,44699299,101089.41,39072648
(주)이엔코퍼레이션,66980,Dec-11,-1430.2,2974441,-1341.11,2974441
(주)이엔코퍼레이션,66980,Dec-12,-1345.12,6272020,-3613.79,5684778
(주)이엔코퍼레이션,66980,Dec-13,14172.31,8860140,6836.48,8343349
(주)이엔코퍼레이션,66980,Dec-14,-7018.01,11066283,-10733.57,6879785
(주)이엔코퍼레이션,66980,Dec-15,5960.88,9038987,-3576.11,2904563
(주)이엔코퍼레이션,66980,Dec-16,5641.97,4218224,4228.8,0
(주)이엔코퍼레이션,66980,Dec-17,22515.23,3595863,9352.89,0
(주)이엔코퍼레이션,66980,Dec-18,47082.86,0,-3844.49,0
(주)이엔코퍼레이션,66980,Dec-19,44445.23,0,12448.45,0
(주)이엔플러스,74610,Dec-11,-454.98,1783812,-2021.87,64024
(주)이엔플러스,74610,Dec-12,-606.3,961240,-3153.42,64024
(주)이엔플러스,74610,Dec-13,888.91,762085,-772.14,64024
(주)이엔플러스,74610,Dec-14,2815.63,785112,1617.53,64024
(주)이엔플러스,74610,Dec-15,2219.32,758163,1219.35,64024
(주)이엔플러스,74610,Dec-16,5969.34,71831,5893.96,64024
(주)이엔플러스,74610,Dec-17,-6500.95,857831,-4529.14,99999
(주)이엔플러스,74610,Dec-18,3932.62,2270258,8556.97,99999
(주)이엔플러스,74610,Dec-19,-18028.59,2576202,-27311.5,111129
(주)이엘피,63760,Dec-17,24081.85,570055,23982.05,382657
(주)이엘피,63760,Dec-18,24109.45,625816,23122.54,410659
(주)이엘피,63760,Dec-19,12895.19,714909,13735.88,479849
(주)이엠넷,123570,Dec-11,5967.74,0,6054.78,0
(주)이엠넷,123570,Dec-12,6953.34,0,6695.35,0
(주)이엠넷,123570,Dec-13,24674.76,0,24055.47,0
(주)이엠넷,123570,Dec-14,23345.48,0,16488.99,0
(주)이엠넷,123570,Dec-15,21755.48,0,15605.93,0
(주)이엠넷,123570,Dec-16,23411.4,0,14870.68,0
(주)이엠넷,123570,Dec-17,24711.98,0,17119.2,0
(주)이엠넷,123570,Dec-18,6265.1,0,9124.63,0
(주)이엠넷,123570,Dec-19,33334.96,0,22276.06,0
(주)이엠앤아이,83470,Dec-11,13532.66,29144627,460.33,8934541
(주)이엠앤아이,83470,Dec-12,22771.11,13978758,9664.11,3265484
(주)이엠앤아이,83470,Dec-13,17596.4,31210901,11101.56,8495423
(주)이엠앤아이,83470,Dec-14,32036.78,33988729,14562.83,9697065
(주)이엠앤아이,83470,Dec-15,31051.79,38746094,15336.27,10066332
(주)이엠앤아이,83470,Dec-16,20992.37,38460780,12452.25,9088249
(주)이엠앤아이,83470,Dec-17,-11685.69,38208675,-18372.22,9118774
(주)이엠앤아이,83470,Dec-18,-30650.43,37847672,-61513.82,8651745
(주)이엠앤아이,83470,Dec-19,38638.15,400024,31960.82,0
(주)이엠텍,91120,Dec-11,36240.17,17459137,5169.75,2579892
(주)이엠텍,91120,Dec-12,77207.09,23007663,30390.72,3784358
(주)이엠텍,91120,Dec-13,74333.73,31221682,36554.05,5769531
(주)이엠텍,91120,Dec-14,62703.04,49173839,30570.71,6845483
(주)이엠텍,91120,Dec-15,74387.87,60705379,27246.18,7380912
(주)이엠텍,91120,Dec-16,81793.29,69776868,24323.06,8168361
(주)이엠텍,91120,Dec-17,70753.46,73878154,18546.8,9716351
(주)이엠텍,91120,Dec-18,100482.87,88500418,55179.56,12090671
(주)이엠텍,91120,Dec-19,82385.74,103812870,20236.95,14057113
(주)이오테크닉스,39030,Dec-11,40877.8,54259843,27971.88,4255682
(주)이오테크닉스,39030,Dec-12,65357.74,55818307,45566.86,829157
(주)이오테크닉스,39030,Dec-13,85952.05,111701422,53157.86,4269417
(주)이오테크닉스,39030,Dec-14,90758.55,114381109,68952.06,3917597
(주)이오테크닉스,39030,Dec-15,79670.39,117233069,52989.42,3917597
(주)이오테크닉스,39030,Dec-16,68495.48,120403749,31981.63,5660987
(주)이오테크닉스,39030,Dec-17,97809.52,124309412,49693.32,9891636
(주)이오테크닉스,39030,Dec-18,81797.35,121290203,34798.28,19782677
(주)이오테크닉스,39030,Dec-19,67337.83,103288398,38451.9,19793677
(주)이원,17940,Dec-11,285757.28,109549964,194432.33,100626361
(주)이원,17940,Dec-12,323828.96,111292865,205376.31,103268961
(주)이원,17940,Dec-13,250865.56,115185423,184208.64,107036729
(주)이원,17940,Dec-14,249400.71,118588068,154751.55,110378654
(주)이원,17940,Dec-15,214386.37,123839927,205729.41,115067156
(주)이원,17940,Dec-16,163002.36,126377234,164993.13,117602798
(주)이원,17940,Dec-17,301518.23,127895272,191105.25,120104594
(주)이원,17940,Dec-18,294963.15,145091071,204844.12,135900642
(주)이원,17940,Dec-19,233140.22,154977439,238843.22,145644405
(주)이월드,84680,Dec-11,10752.51,724750,10752.51,724750
(주)이월드,84680,Dec-12,8604.19,724750,10308.66,724750
(주)이월드,84680,Dec-13,10962.6,724750,6212.24,724750
(주)이월드,84680,Dec-14,,,13575.94,724750
(주)이월드,84680,Dec-15,,,16249.22,789750
(주)이월드,84680,Dec-16,,,20836.98,724750
(주)이월드,84680,Dec-17,,,23258.19,768117
(주)이월드,84680,Dec-18,,,22904.86,768118
(주)이월드,84680,Dec-19,,,39368.03,768118
(주)이즈미디어,181340,Dec-17,12829.14,710529,10235.41,710529
(주)이즈미디어,181340,Dec-18,16990.97,710529,15101.41,710529
(주)이즈미디어,181340,Dec-19,15928.78,1678229,13762.93,1678229
(주)이지,37370,Dec-11,20271.97,22942890,8270.34,10657867
(주)이지,37370,Dec-12,21601,22185961,12611.27,9342938
(주)이지,37370,Dec-13,30227.96,22687423,13403.07,9387038
(주)이지,37370,Dec-14,26222.59,23452193,10857.93,9536426
(주)이지,37370,Dec-15,20054.07,24068708,9695.17,10096541
(주)이지,37370,Dec-16,25015.57,21703989,7622.94,7301159
(주)이지,37370,Dec-17,24060.61,22088362,6964.66,8116050
(주)이지,37370,Dec-18,-1250.26,18555537,-10327.39,4615175
(주)이지,37370,Dec-19,17042.74,18733237,9910.09,4792875
(주)이지홀딩스,35810,Dec-11,112760.24,95569688,26207.36,13806386
(주)이지홀딩스,35810,Dec-12,157539.43,116331791,33578.55,11903381
(주)이지홀딩스,35810,Dec-13,194850.71,185965348,32420.05,15137500
(주)이지홀딩스,35810,Dec-14,213740.31,197838641,36538.15,15515538
(주)이지홀딩스,35810,Dec-15,220488.88,225312739,36341.97,17902125
(주)이지홀딩스,35810,Dec-16,259847.51,242665751,42256.15,21133555
(주)이지홀딩스,35810,Dec-17,288063.55,255086906,37517.82,24379855
(주)이지홀딩스,35810,Dec-18,277753.05,286633443,26829.85,27494918
(주)이지홀딩스,35810,Dec-19,258591.48,309533443,43327.84,29606418
(주)이큐셀,160600,Dec-15,15608.38,1229272,15496.76,1229272
(주)이큐셀,160600,Dec-16,8833.94,1314272,8986.73,1314272
(주)이큐셀,160600,Dec-17,10158.46,1606172,10271.36,1606172
(주)이큐셀,160600,Dec-18,21955.75,1993162,19970.42,1652072
(주)이큐셀,160600,Dec-19,-20115.98,2005172,-21184.89,1656872
(주)이크레더블,92130,Sep-11,6411.58,0,6411.58,0
(주)이크레더블,92130,Sep-12,6395.95,0,6173.87,0
(주)이크레더블,92130,Dec-13,16535.57,0,14337.09,0
(주)이크레더블,92130,Dec-14,17837.43,0,15476.99,0
(주)이크레더블,92130,Dec-15,22172.14,0,19954.87,0
(주)이크레더블,92130,Dec-16,27890.56,0,25997.55,0
(주)이크레더블,92130,Dec-17,30058.25,0,28352.85,0
(주)이크레더블,92130,Dec-18,33032.01,0,31378.43,0
(주)이크레더블,92130,Dec-19,36202.25,0,34489.05,0
(주)이퓨쳐,134060,Dec-11,,,2396.61,240581
(주)이퓨쳐,134060,Dec-12,,,3232.85,28018
(주)이퓨쳐,134060,Dec-13,,,3377.91,28018
(주)이퓨쳐,134060,Dec-14,,,3138.1,25482
(주)이퓨쳐,134060,Dec-15,,,3040.24,25482
(주)이퓨쳐,134060,Dec-16,,,3573.43,24212
(주)이퓨쳐,134060,Dec-17,,,3346.03,23712
(주)이퓨쳐,134060,Dec-18,,,4333.1,23712
(주)이퓨쳐,134060,Dec-19,,,5182.58,15729
(주)인디에프,14990,Dec-11,20032.24,114862,18964.28,114862
(주)인디에프,14990,Dec-12,23057.11,147685,22206.41,147685
(주)인디에프,14990,Dec-13,23045.53,134585,22879.21,134585
(주)인디에프,14990,Dec-14,16799.59,308309,16364.81,308309
(주)인디에프,14990,Dec-15,17239.75,387909,16949.67,387909
(주)인디에프,14990,Dec-16,11428.65,387909,11120.3,387909
(주)인디에프,14990,Dec-17,21123.38,387909,20741.6,387909
(주)인디에프,14990,Dec-18,19870.68,387909,19477.12,387909
(주)인디에프,14990,Dec-19,22899.19,374971,22466.9,374971
(주)인바디,41830,Dec-11,15195.45,941703,9960.12,380137
(주)인바디,41830,Dec-12,15971.39,1067277,9713.07,522508
(주)인바디,41830,Dec-13,17278.85,1067277,12236.79,522507
(주)인바디,41830,Dec-14,23736.66,1165417,16715.73,615668
(주)인바디,41830,Dec-15,36921.04,1182141,26193.78,654680
(주)인바디,41830,Dec-16,44060.07,1743141,31343.42,694681
(주)인바디,41830,Dec-17,49477.06,1957247,33482.27,827537
(주)인바디,41830,Dec-18,56803.88,2042090,37900.55,902050
(주)인바디,41830,Dec-19,69050.55,2100351,43752.13,930811
(주)인바이오젠,101140,Dec-11,,,2686.04,0
(주)인바이오젠,101140,Dec-12,,,18.01,0
(주)인바이오젠,101140,Dec-13,,,21.03,0
(주)인바이오젠,101140,Dec-14,,,-127.41,0
(주)인바이오젠,101140,Dec-15,,,-4769.78,0
(주)인바이오젠,101140,Dec-16,,,-690.8,0
(주)인바이오젠,101140,Dec-17,,,-577.99,0
(주)인바이오젠,101140,Dec-18,,,2090.68,0
(주)인바이오젠,101140,Dec-19,,,18080.29,0
(주)인산가,277410,Dec-17,,,,
(주)인산가,277410,Dec-18,8544.06,1777480,7550.34,1589217
(주)인산가,277410,Dec-19,14696.53,1953289,13301.86,1750395
(주)인성정보,33230,Dec-11,27507.84,0,12494.42,0
(주)인성정보,33230,Dec-12,26639.15,0,11966.23,0
(주)인성정보,33230,Dec-13,29201.37,0,14612.05,0
(주)인성정보,33230,Dec-14,24551.7,0,12669.93,0
(주)인성정보,33230,Dec-15,17594.28,0,8456.86,0
(주)인성정보,33230,Dec-16,27422.38,0,15828.74,0
(주)인성정보,33230,Dec-17,24359.92,0,11555.64,0
(주)인성정보,33230,Dec-18,28851.95,0,17078.57,0
(주)인성정보,33230,Dec-19,28453.58,0,15651.54,0
(주)인스코비,6490,Dec-11,,,-1755.03,0
(주)인스코비,6490,Dec-12,,,-5505.56,43667
(주)인스코비,6490,Dec-13,-2609.38,105958,-2395.56,105958
(주)인스코비,6490,Dec-14,-4372.86,717540,-4173.58,717540
(주)인스코비,6490,Dec-15,-18488.77,114113,-17557.71,114113
(주)인스코비,6490,Dec-16,2657.51,85145,-1564.75,85145
(주)인스코비,6490,Dec-17,8283.48,200222,888.21,200222
(주)인스코비,6490,Dec-18,2242.54,112232,-4670.02,112232
(주)인스코비,6490,Dec-19,-14343.29,212232,-19088.08,112232
(주)인지디스플레이,37330,Dec-11,88460.74,100347668,45047.91,50172683
(주)인지디스플레이,37330,Dec-12,72550.46,80309671,36539.61,29862082
(주)인지디스플레이,37330,Dec-13,35322.47,90555293,18597.67,36159096
(주)인지디스플레이,37330,Dec-14,61001.8,94087059,23028.47,37725583
(주)인지디스플레이,37330,Dec-15,55922.01,89651508,12339.39,38154633
(주)인지디스플레이,37330,Dec-16,60312.72,97532824,13905.62,28097400
(주)인지디스플레이,37330,Dec-17,51055.83,102758703,12723.63,24508290
(주)인지디스플레이,37330,Dec-18,66088.78,106881144,18738.68,19340491
(주)인지디스플레이,37330,Dec-19,87971.31,220407502,27930.6,140206090
(주)인콘,83640,Dec-11,8083.56,233353,5882.52,154510
(주)인콘,83640,Dec-12,8292.94,290062,9458.38,290062
(주)인콘,83640,Dec-13,11071.71,321861,11071.71,321861
(주)인콘,83640,Dec-14,,,8756.63,328661
(주)인콘,83640,Dec-15,7945.45,324300,7974.97,324300
(주)인콘,83640,Dec-16,4979.26,324300,5046.33,324300
(주)인콘,83640,Dec-17,6764.93,324300,6513.35,324300
(주)인콘,83640,Dec-18,5814.02,324300,4642.99,324300
(주)인콘,83640,Dec-19,-9149.88,195000,-1200.02,195000
(주)인터로조,119610,Dec-11,,,14720.76,12566055
(주)인터로조,119610,Dec-12,,,18768.79,20688315
(주)인터로조,119610,Dec-13,,,25307.68,23561305
(주)인터로조,119610,Dec-14,,,25452.44,25898084
(주)인터로조,119610,Dec-15,,,35279.42,29444145
(주)인터로조,119610,Dec-16,47581.44,33345965,47590.23,33345965
(주)인터로조,119610,Dec-17,51678.89,36155705,51242.74,36155705
(주)인터로조,119610,Dec-18,47953.7,41219418,47369.91,41219419
(주)인터로조,119610,Dec-19,56569.27,54777099,55881.77,54777099
(주)인터플렉스,51370,Dec-11,,,87306.95,130306337
(주)인터플렉스,51370,Dec-12,,,145326.02,239156721
(주)인터플렉스,51370,Dec-13,,,129186.18,329154629
(주)인터플렉스,51370,Dec-14,,,49775.22,333423461
(주)인터플렉스,51370,Dec-15,14827.14,415534865,530.3,330526503
(주)인터플렉스,51370,Dec-16,34683.15,400971688,4465.09,313445724
(주)인터플렉스,51370,Dec-17,142053.64,388749889,96015.23,301982371
(주)인터플렉스,51370,Dec-18,8912.27,311897804,-22546.1,302879437
(주)인터플렉스,51370,Dec-19,40382.76,313154423,26595.02,303889670
(주)인텍플러스,64290,Dec-11,,,12871.76,1036475
(주)인텍플러스,64290,Dec-12,,,12530.68,1036475
(주)인텍플러스,64290,Dec-13,,,3024.49,1036475
(주)인텍플러스,64290,Dec-14,,,4762.4,728395
(주)인텍플러스,64290,Dec-15,,,9189.22,1065595
(주)인텍플러스,64290,Dec-16,,,5513.22,1065595
(주)인텍플러스,64290,Dec-17,9402.77,1192091,9607.76,1192091
(주)인텍플러스,64290,Dec-18,4668.1,1192092,4094.46,1192091
(주)인텍플러스,64290,Dec-19,17189.02,1192092,17071.81,1192091
(주)인텔리안테크놀로지스,189300,Dec-16,28183.16,330617,22075.69,330617
(주)인텔리안테크놀로지스,189300,Dec-17,27011.09,900870,19541.71,898763
(주)인텔리안테크놀로지스,189300,Dec-18,40600.91,1433989,31669.33,912263
(주)인텔리안테크놀로지스,189300,Dec-19,44022.78,5191471,27646.92,3625451
(주)인트로메딕,150840,Dec-13,4757.51,0,4351.51,0
(주)인트로메딕,150840,Dec-14,3960.66,0,3515.44,0
(주)인트로메딕,150840,Dec-15,1756.76,0,1474.36,0
(주)인트로메딕,150840,Dec-16,-2930.47,0,-2105.05,0
(주)인트로메딕,150840,Dec-17,,,21.21,0
(주)인트로메딕,150840,Dec-18,805.01,0,817.52,0
(주)인트로메딕,150840,Dec-19,-13394.9,0,-11443.5,0
(주)인트론바이오테크놀로지,48530,Dec-11,,,3701.35,395654
(주)인트론바이오테크놀로지,48530,Dec-12,,,3600.2,385331
(주)인트론바이오테크놀로지,48530,Dec-13,,,4809.58,310701
(주)인트론바이오테크놀로지,48530,Dec-14,,,4983.82,195346
(주)인트론바이오테크놀로지,48530,Dec-15,,,7265.69,119769
(주)인트론바이오테크놀로지,48530,Dec-16,5519.31,277930,5545.23,277930
(주)인트론바이오테크놀로지,48530,Dec-17,-2740.66,436348,-2646.28,436347
(주)인트론바이오테크놀로지,48530,Dec-18,14473.83,497544,14538.39,497542
(주)인트론바이오테크놀로지,48530,Dec-19,5345.76,358132,5329.31,358132
(주)인팩,23810,Dec-11,38345.27,27675127,24242.61,17086546
(주)인팩,23810,Dec-12,35869.79,34644542,22298.81,23738690
(주)인팩,23810,Dec-13,50306.43,36627640,35244.89,25701191
(주)인팩,23810,Dec-14,46487.29,39480780,33491.59,27582234
(주)인팩,23810,Dec-15,45025.62,44426193,25427.75,31030003
(주)인팩,23810,Dec-16,46426.94,49870044,29375.18,34613811
(주)인팩,23810,Dec-17,34746.65,91057914,29112.61,38131131
(주)인팩,23810,Dec-18,65917.19,100194956,25808.51,43759062
(주)인팩,23810,Dec-19,50269.67,109808634,21509.67,47884193
(주)인포마크,175140,Dec-15,,,5310.37,0
(주)인포마크,175140,Dec-16,,,11148.19,0
(주)인포마크,175140,Dec-17,3568.78,0,3449.71,0
(주)인포마크,175140,Dec-18,12245.3,0,13320.3,0
(주)인포마크,175140,Dec-19,3421.37,0,1714.66,0
(주)인포바인,115310,Dec-11,,,13646.38,899681
(주)인포바인,115310,Dec-12,,,14349.36,897049
(주)인포바인,115310,Dec-13,,,17291.04,913549
(주)인포바인,115310,Dec-14,18571.68,913549,18678.49,913549
(주)인포바인,115310,Dec-15,15446.3,482731,15575.88,482731
(주)인포바인,115310,Dec-16,18082.2,491731,18323.17,491731
(주)인포바인,115310,Dec-17,18883.12,536731,17839.58,536731
(주)인포바인,115310,Dec-18,17408.25,593574,13572.56,593575
(주)인포바인,115310,Dec-19,16598.73,583106,15399.33,583106
(주)인피니트헬스케어,71200,Dec-11,32299.25,0,15259.47,0
(주)인피니트헬스케어,71200,Dec-12,28382,0,11224.36,0
(주)인피니트헬스케어,71200,Dec-13,33864.1,0,22685.17,0
(주)인피니트헬스케어,71200,Dec-14,28310.16,0,16600.39,0
(주)인피니트헬스케어,71200,Dec-15,30758.31,0,18405.86,0
(주)인피니트헬스케어,71200,Dec-16,31691.41,0,21309.13,0
(주)인피니트헬스케어,71200,Dec-17,27011.8,0,16256.58,0
(주)인피니트헬스케어,71200,Dec-18,30291.79,0,19215.7,0
(주)인피니트헬스케어,71200,Dec-19,33792.33,0,21029.27,0
(주)일승,333430,Dec-19,,,,
(주)일신바이오베이스,68330,Dec-11,,,3601.06,1851315
(주)일신바이오베이스,68330,Dec-12,,,4377.29,2017165
(주)일신바이오베이스,68330,Dec-13,3605.17,2231486,3394.02,2231486
(주)일신바이오베이스,68330,Dec-14,4620,2263286,4415.78,2263286
(주)일신바이오베이스,68330,Dec-15,5249.14,2002836,5656.16,2002836
(주)일신바이오베이스,68330,Dec-16,6003.6,703262,5682.63,703262
(주)일신바이오베이스,68330,Dec-17,4865.4,871499,4784.12,871499
(주)일신바이오베이스,68330,Dec-18,5639.83,921062,6432.05,921062
(주)일신바이오베이스,68330,Dec-19,8095,1047758,7984.87,1047758
(주)일신석재,7110,Dec-11,,,5791.73,433866
(주)일신석재,7110,Dec-12,,,5845.85,3870595
(주)일신석재,7110,Dec-13,,,5672.91,3832768
(주)일신석재,7110,Dec-14,,,4751.96,3813680
(주)일신석재,7110,Dec-15,,,-2154.31,3993486
(주)일신석재,7110,Dec-16,,,2097.13,4107731
(주)일신석재,7110,Dec-17,,,12974.1,3559660
(주)일신석재,7110,Dec-18,,,13004.72,3701410
(주)일신석재,7110,Dec-19,,,16093.55,3777668
(주)일야,58450,Dec-11,5213.05,5576824,3463.16,11487706
(주)일야,58450,Dec-12,226,4400364,625.39,11945806
(주)일야,58450,Dec-13,,,8839.27,7197724
(주)일야,58450,Dec-14,,,12737.05,7553270
(주)일야,58450,Dec-15,,,10290.38,4752779
(주)일야,58450,Dec-16,,,9920.7,5994163
(주)일야,58450,Dec-17,,,4376.94,4112616
(주)일야,58450,Dec-18,,,-1260.78,3545344
(주)일야,58450,Dec-19,3388.37,1861407,2644.04,1861407
(주)일지테크,19540,Dec-11,22724.85,17525002,23205.62,17525002
(주)일지테크,19540,Dec-12,41381.84,67376569,47891.61,19564399
(주)일지테크,19540,Dec-13,64039.24,157306551,47983.46,90100387
(주)일지테크,19540,Dec-14,82591.33,156797714,50390.17,83288531
(주)일지테크,19540,Dec-15,81271.47,254849914,49733.88,100791500
(주)일지테크,19540,Dec-16,110616.81,293273075,51095.4,128980923
(주)일지테크,19540,Dec-17,91611.19,295682182,52615.5,123007355
(주)일지테크,19540,Dec-18,81642.62,317302201,55625.15,146611905
(주)일지테크,19540,Dec-19,75389.92,330873254,53009.82,152445005
(주)일진파워,94820,Dec-11,,,33950.69,4818866
(주)일진파워,94820,Dec-12,,,32007.91,5837990
(주)일진파워,94820,Dec-13,,,35084.93,7136165
(주)일진파워,94820,Dec-14,41131.87,7396627,30553.36,1361104
(주)일진파워,94820,Dec-15,43432.18,7890365,35664.65,1361104
