회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(IFRS연결),부채(IFRS연결),영업활동으로 인한 현금흐름(IFRS개별),부채(IFRS개별)
(주)코리아나화장품,27050,Dec-12,39541,24777163,1220169,21076645
(주)코리아나화장품,27050,Dec-13,607777,40731514,1476398,36596495
(주)코리아나화장품,27050,Dec-14,2424339,48495767,1596875,45137659
(주)코리아나화장품,27050,Dec-15,3075295,42526552,2697015,40791101
(주)코리아나화장품,27050,Dec-16,6375479,37551792,5339069,35332189
(주)코리아나화장품,27050,Dec-17,7446052,43685013,7056520,40494278
(주)코리아나화장품,27050,Dec-18,5087949,44979585,2604931,41535557
(주)코리아나화장품,27050,Dec-19,6518828,44749774,4387890,40597940
(주)코리아센터,290510,Dec-19,25540870,146722499,9372574,102386540
(주)코리아써키트,7810,Dec-11,5079399,171324419,2293393,150839707
(주)코리아써키트,7810,Dec-12,88815883,175570963,75600063,147159553
(주)코리아써키트,7810,Dec-13,63726524,155149498,54548526,126560554
(주)코리아써키트,7810,Dec-14,69547386,145144841,52153968,112588316
(주)코리아써키트,7810,Dec-15,61607416,128220379,48000058,109799806
(주)코리아써키트,7810,Dec-16,14797334,129598504,12556882,119401157
(주)코리아써키트,7810,Dec-17,34764902,141131955,26628957,128773773
(주)코리아써키트,7810,Dec-18,10030345,112712773,11579904,97782120
(주)코리아써키트,7810,Dec-19,47211164,87628192,44869825,75360629
(주)코리아에스이,101670,Dec-11,,,3073582,3679075
(주)코리아에스이,101670,Dec-12,,,-1977716,3501649
(주)코리아에스이,101670,Dec-13,,,2967661,3201583
(주)코리아에스이,101670,Dec-14,,,725048,2742370
(주)코리아에스이,101670,Dec-15,,,168015,2799415
(주)코리아에스이,101670,Dec-16,,,1471548,2443804
(주)코리아에스이,101670,Dec-17,3727039,3524269,3790952,3208450
(주)코리아에스이,101670,Dec-18,-130544,4067281,453871,3774608
(주)코리아에스이,101670,Dec-19,-799576,2976413,664130,2665093
(주)코맥스,36690,Dec-11,12693298,54511830,12233728,52148853
(주)코맥스,36690,Dec-12,11698881,42647951,11489283,42130297
(주)코맥스,36690,Dec-13,7873997,42523010,10485973,41830519
(주)코맥스,36690,Dec-14,11075032,41537341,9513321,43112856
(주)코맥스,36690,Dec-15,7028362,39870836,6564032,42926839
(주)코맥스,36690,Dec-16,11756695,39501174,11433458,43632738
(주)코맥스,36690,Dec-17,5874281,41159175,5317878,41651472
(주)코맥스,36690,Dec-18,1173858,39156977,902937,38611553
(주)코맥스,36690,Dec-19,3185250,40563571,3062480,40934694
(주)코메론,49430,Dec-11,9308874,19592708,7736916,11627050
(주)코메론,49430,Dec-12,7601053,18042938,5621608,11912633
(주)코메론,49430,Dec-13,7675022,19761152,5490303,13657862
(주)코메론,49430,Dec-14,7836313,21317128,3477784,14868806
(주)코메론,49430,Dec-15,13920912,15921311,9879213,8609500
(주)코메론,49430,Dec-16,17271406,24206126,13596165,18492972
(주)코메론,49430,Dec-17,11667634,19797151,14883271,14604499
(주)코메론,49430,Dec-18,12700817,14120773,8843197,8567639
(주)코메론,49430,Dec-19,15639604,13299002,11882984,7453395
(주)코미코,183300,Dec-17,26976922,49106751,21878734,37650694
(주)코미코,183300,Dec-18,29807865,133038229,18708252,86794250
(주)코미코,183300,Dec-19,38892285,169946006,16969770,91229448
(주)코미팜,41960,Dec-11,-3007577,24881315,-2988838,24830777
(주)코미팜,41960,Dec-12,-5659864,36412446,-5727907,35911688
(주)코미팜,41960,Dec-13,3934214,64076821,5262054,64083396
(주)코미팜,41960,Dec-14,-2535196,71238938,-2496362,71063288
(주)코미팜,41960,Dec-15,-2920340,57259368,-2639703,57076631
(주)코미팜,41960,Dec-16,1208529,50542294,1351368,50233734
(주)코미팜,41960,Dec-17,235635,41964048,1610977,41458196
(주)코미팜,41960,Dec-18,-2017715,41916874,5029,41696512
(주)코미팜,41960,Dec-19,950793,49478644,6398539,48913450
(주)코세스,89890,Dec-11,,,5697160,33510566
(주)코세스,89890,Dec-12,,,1322427,20931574
(주)코세스,89890,Dec-13,,,-7925937,30836650
(주)코세스,89890,Dec-14,,,4145734,36960269
(주)코세스,89890,Dec-15,,,372122,32442333
(주)코세스,89890,Dec-16,,,-1673050,23054282
(주)코세스,89890,Dec-17,,,11201413,18599261
(주)코세스,89890,Dec-18,,,-1007293,37245641
(주)코세스,89890,Dec-19,,,7681131,26911910
(주)코센,9730,Dec-11,,,-448533,32521930
(주)코센,9730,Dec-12,,,-349802,35320938
(주)코센,9730,Dec-13,,,655026,35508025
(주)코센,9730,Dec-14,-6447106,40391105,-5145710,40598022
(주)코센,9730,Dec-15,4789304,34404035,385329,33436861
(주)코센,9730,Dec-16,2885900,36250225,2886019,35845118
(주)코센,9730,Dec-17,-2091728,27901939,-2491721,27896772
(주)코센,9730,Dec-18,-3176246,33432157,-3176245,33426980
(주)코센,9730,Dec-19,-4745084,80999697,-4407677,76680760
(주)코스나인,82660,Dec-11,-4027756,34581812,-2338043,29914255
(주)코스나인,82660,Dec-12,-9067479,81571774,-13014824,52504098
(주)코스나인,82660,Dec-13,-9103776,141205005,-9219703,76184675
(주)코스나인,82660,Dec-14,23152837,126606606,9422369,69607020
(주)코스나인,82660,Dec-15,8098429,133611861,1979902,75719830
(주)코스나인,82660,Dec-16,8034687,127953172,2805599,73476035
(주)코스나인,82660,Dec-17,-3906235,120050621,-1818191,47584458
(주)코스나인,82660,Dec-18,-946144,65781709,-4151501,45240984
(주)코스나인,82660,Dec-19,,,-1133306,38289373
(주)코스메카코리아,241710,Dec-16,4401326,38206844,5523973,31047037
(주)코스메카코리아,241710,Dec-17,10441457,37590746,10870058,31372252
(주)코스메카코리아,241710,Dec-18,10836558,143418585,15696793,83315135
(주)코스메카코리아,241710,Dec-19,19352656,178499752,6457135,104354081
(주)코스온,69110,Dec-11,,,-3362591,1921471
(주)코스온,69110,Dec-12,,,1879025,4843261
(주)코스온,69110,Dec-13,,,-3732195,12924009
(주)코스온,69110,Dec-14,,,-2501198,16955851
(주)코스온,69110,Dec-15,,,-1015320,23318692
(주)코스온,69110,Dec-16,-13637926,40522966,-10925693,36297939
(주)코스온,69110,Dec-17,1187370,67319852,1736020,58852056
(주)코스온,69110,Dec-18,-6835136,109046004,-4267107,79703991
(주)코스온,69110,Dec-19,28152037,132029492,24149167,90779199
(주)코썬바이오,204990,Dec-16,,,-75652,5766400
(주)코썬바이오,204990,Dec-17,-15629668,13902964,-16656435,4342552
(주)코썬바이오,204990,Dec-18,-3984714,11235358,-6285413,5716063
(주)코썬바이오,204990,Dec-19,-4885725,9892003,-3083125,5712326
(주)코아스,71950,Dec-11,,,1296686,66096021
(주)코아스,71950,Dec-12,391811,61193525,387996,61047955
(주)코아스,71950,Dec-13,5872888,60691689,5989979,59661993
(주)코아스,71950,Dec-14,9685993,60348294,9575164,59522113
(주)코아스,71950,Dec-15,10855928,58640073,11119781,57823553
(주)코아스,71950,Dec-16,-453473,52292499,-300172,52412403
(주)코아스,71950,Dec-17,-1283359,55405915,-1479697,55203255
(주)코아스,71950,Dec-18,2855391,55088039,2924315,54109256
(주)코아스,71950,Dec-19,4926108,51994120,4198192,51292837
(주)코아시아,45970,Dec-11,21023158,129935833,477119,824386
(주)코아시아,45970,Dec-12,3152366,135874449,660975,857214
(주)코아시아,45970,Dec-13,-17738917,172588606,-566081,3540210
(주)코아시아,45970,Dec-14,-444050,155937546,270683,3019827
(주)코아시아,45970,Dec-15,41815677,225508143,735778,33701018
(주)코아시아,45970,Dec-16,39065822,182837079,1238959,33041114
(주)코아시아,45970,Dec-17,20270279,180299818,223136,19989337
(주)코아시아,45970,Dec-18,19392131,188909381,-196857,16025064
(주)코아시아,45970,Dec-19,31417320,183950915,-1615015,64898579
(주)코아시아옵틱스,196450,Dec-14,8035180,8552314,5729825,10244439
(주)코아시아옵틱스,196450,Dec-15,7405479,24884899,3764870,21327846
(주)코아시아옵틱스,196450,Dec-16,-25920895,34705103,-27367561,30788152
(주)코아시아옵틱스,196450,Dec-17,-7466161,22553168,-6995787,20517178
(주)코아시아옵틱스,196450,Dec-18,-5718250,18298041,-4868581,18237749
(주)코아시아옵틱스,196450,Dec-19,17339106,38714885,-5882155,24132774
(주)코엔텍,29960,Dec-11,12265469,9643932,10628190,8822496
(주)코엔텍,29960,Dec-12,16252938,10884860,14555170,10186146
(주)코엔텍,29960,Dec-13,11323353,11096502,9897287,10309652
(주)코엔텍,29960,Dec-14,14881460,14379638,13455222,13715613
(주)코엔텍,29960,Dec-15,12803227,33331853,10915818,32451263
(주)코엔텍,29960,Dec-16,21771597,43293380,21792277,42286292
(주)코엔텍,29960,Dec-17,29406677,47189829,27471764,46454879
(주)코엔텍,29960,Dec-18,36741522,47657071,48763693,46575693
(주)코엔텍,29960,Dec-19,,,34254811,45423219
(주)코오롱,2020,Dec-11,17830371,2813981326,14176742,387257237
(주)코오롱,2020,Dec-12,168896752,2906665468,12033576,439092075
(주)코오롱,2020,Dec-13,13423900,2948117794,15355233,509102919
(주)코오롱,2020,Dec-14,-25715801,2657647172,17121480,550474148
(주)코오롱,2020,Dec-15,225932860,2486323367,8253655,572271860
(주)코오롱,2020,Dec-16,136976939,2502328965,-2182044,604881945
(주)코오롱,2020,Dec-17,56209880,2785427604,-1423525,735010859
(주)코오롱,2020,Dec-18,27279318,2644984811,-5460560,778662246
(주)코오롱,2020,Dec-19,167278173,2896670991,2172441,772185761
(주)코원플레이,56000,Dec-11,4786723,37280788,5883809,21230876
(주)코원플레이,56000,Dec-12,2672186,38044978,356096,23867924
(주)코원플레이,56000,Dec-13,-1557746,38935148,-3044260,23797828
(주)코원플레이,56000,Dec-14,-3375089,42785811,3790949,24264058
(주)코원플레이,56000,Dec-15,-1925131,19960355,-2154180,19858865
(주)코원플레이,56000,Dec-16,,,-247173,23781303
(주)코원플레이,56000,Dec-17,-3711396,2411625,-3261410,2438097
(주)코원플레이,56000,Dec-18,-1038452,2120139,-640401,2280973
(주)코원플레이,56000,Dec-19,1788234,3788867,2296344,2411855
(주)코윈테크,282880,Dec-19,8393947,11811539,8473753,11718174
(주)코이즈,121850,Dec-12,8544229,13814414,9170030,11949733
(주)코이즈,121850,Dec-13,-6446,28847783,-399050,26451516
(주)코이즈,121850,Dec-14,-485798,27819407,-2829188,26002734
(주)코이즈,121850,Dec-15,4189178,30666649,4309056,28610222
(주)코이즈,121850,Dec-16,5717032,25121188,7876503,23311988
(주)코이즈,121850,Dec-17,1031629,23135847,948771,21400397
(주)코이즈,121850,Dec-18,-3428313,30934907,-1737394,25750332
(주)코이즈,121850,Dec-19,-2225132,22865531,907454,15979259
(주)코콤,15710,Dec-11,-1324898,25071899,-808320,25071899
(주)코콤,15710,Dec-12,9110540,33643069,8805332,33615772
(주)코콤,15710,Dec-13,6334550,40855591,6334192,40828140
(주)코콤,15710,Dec-14,5600331,30298584,5601158,30271133
(주)코콤,15710,Dec-15,6134548,21212386,6135568,21184935
(주)코콤,15710,Dec-16,4948273,23737356,4949247,23709355
(주)코콤,15710,Dec-17,14898480,26611502,14899258,26584215
(주)코콤,15710,Dec-18,14854290,34536321,14854549,34509035
(주)코콤,15710,Dec-19,15143317,29542034,15143439,29514748
(주)코텍,52330,Dec-11,,,20748245,30513408
(주)코텍,52330,Dec-12,,,17676744,21359516
(주)코텍,52330,Dec-13,,,11605506,19453656
(주)코텍,52330,Dec-14,,,-2981369,17240562
(주)코텍,52330,Dec-15,,,15215637,22622912
(주)코텍,52330,Dec-16,,,20012772,32777068
(주)코텍,52330,Dec-17,,,23586591,40534667
(주)코텍,52330,Dec-18,,,26917835,35498770
(주)코텍,52330,Dec-19,74411400,35150978,73180633,31386242
(주)코퍼스코리아,322780,Dec-19,,,,
(주)코프라,126600,Dec-11,,,-5249092,17455565
(주)코프라,126600,Dec-12,,,5204612,14679705
(주)코프라,126600,Dec-13,10833916,19518472,10855298,19518472
(주)코프라,126600,Dec-14,10038770,28455252,10527618,20280661
(주)코프라,126600,Dec-15,10538143,30594107,11046795,21302625
(주)코프라,126600,Dec-16,6591842,36905262,3826177,24223413
(주)코프라,126600,Dec-17,4169976,44151304,3725129,28534021
(주)코프라,126600,Dec-18,-9176552,65677814,-16286445,30669350
(주)코프라,126600,Dec-19,17944259,47298145,15949169,21368906
(주)콘텐트리중앙,36420,Dec-19,39804795,741057776,-33685985,49767980
(주)콤텍시스템,31820,Dec-11,4713247,66382177,5293117,66082964
(주)콤텍시스템,31820,Dec-12,1874152,64581846,1688646,64294387
(주)콤텍시스템,31820,Dec-13,-6034073,64044810,-5580110,63816588
(주)콤텍시스템,31820,Dec-14,12280899,65832787,10097768,65465754
(주)콤텍시스템,31820,Dec-15,-5092105,53780835,-5435257,53432805
(주)콤텍시스템,31820,Dec-16,11300985,73173077,11390509,72756206
(주)콤텍시스템,31820,Dec-17,3131615,48331147,3013098,47918314
(주)콤텍시스템,31820,Dec-18,,,4060659,36551160
(주)콤텍시스템,31820,Dec-19,,,-21866625,66611013
(주)큐로,15590,Dec-11,-20890498,218187824,-22843986,211877617
(주)큐로,15590,Dec-12,7985774,192300693,8692966,182760226
(주)큐로,15590,Dec-13,17702425,182881374,16837224,177419928
(주)큐로,15590,Dec-14,-7403753,217680814,-7747198,206304908
(주)큐로,15590,Dec-15,,,-18451404,212173073
(주)큐로,15590,Dec-16,,,28721118,179288854
(주)큐로,15590,Dec-17,,,-16924155,128869892
(주)큐로,15590,Dec-18,,,3140948,127664955
(주)큐로,15590,Dec-19,10900675,119240657,10900675,115140154
(주)큐로컴,40350,Dec-11,-3030337,18942698,84243,12631161
(주)큐로컴,40350,Dec-12,-3396624,16711238,788970,7259389
(주)큐로컴,40350,Dec-13,-5404850,10467178,1876180,6921924
(주)큐로컴,40350,Dec-14,-4352513,11225588,1554493,5899358
(주)큐로컴,40350,Dec-15,-5510344,10924293,1422595,5344010
(주)큐로컴,40350,Dec-16,-3433980,35323975,-937057,30014713
(주)큐로컴,40350,Dec-17,-4739326,42110816,826618,37716741
(주)큐로컴,40350,Dec-18,-7745740,33350250,1265476,23525216
(주)큐로컴,40350,Dec-19,-9819756,59007499,-214575,38853699
(주)큐로홀딩스,51780,Dec-11,-3108158,52193453,-418642,40169228
(주)큐로홀딩스,51780,Dec-12,-3575248,65099713,-1159069,46572965
(주)큐로홀딩스,51780,Dec-13,-1592967,58036402,-2999995,39724052
(주)큐로홀딩스,51780,Dec-14,698454,44591661,328896,40931751
(주)큐로홀딩스,51780,Dec-15,-5262211,28459731,-3953230,23185141
(주)큐로홀딩스,51780,Dec-16,-5572607,19889130,-1694356,15564035
(주)큐로홀딩스,51780,Dec-17,-7402914,25315827,-5440995,21944987
(주)큐로홀딩스,51780,Dec-18,969747,28918637,2003280,28286753
(주)큐로홀딩스,51780,Dec-19,-2534691,24006378,-2899171,19265243
(주)큐리언트,115180,Dec-16,,,-9895947,1890590
(주)큐리언트,115180,Dec-17,,,-12586898,1145659
(주)큐리언트,115180,Dec-18,,,-13804377,3790822
(주)큐리언트,115180,Dec-19,,,-24000732,3135071
(주)큐브엔터테인먼트,182360,Dec-13,,,,
(주)큐브엔터테인먼트,182360,Dec-14,,,,
(주)큐브엔터테인먼트,182360,Dec-15,654400,6792291,771996,6780723
(주)큐브엔터테인먼트,182360,Dec-16,-6632646,4247533,-5727130,4141070
(주)큐브엔터테인먼트,182360,Dec-17,2010511,6348137,2661673,6262846
(주)큐브엔터테인먼트,182360,Dec-18,7403121,12104726,7235948,11892011
(주)큐브엔터테인먼트,182360,Dec-19,-404487,14387028,-581521,14155758
(주)큐에스아이,66310,Dec-11,,,3889940,3806269
(주)큐에스아이,66310,Dec-12,3691256,4934041,3686481,4792580
(주)큐에스아이,66310,Dec-13,6185364,5346698,5463907,5787040
(주)큐에스아이,66310,Dec-14,4343368,5881036,5001084,6269548
(주)큐에스아이,66310,Dec-15,3623098,3531627,2973732,3959291
(주)큐에스아이,66310,Dec-16,2471193,2751051,2163208,3135928
(주)큐에스아이,66310,Dec-17,3123895,2459392,3177256,2967389
(주)큐에스아이,66310,Dec-18,3775907,2535979,3613899,2838209
(주)큐에스아이,66310,Dec-19,2625115,3970668,1800093,4289073
(주)크라운제과,264900,Dec-17,,,43410608,207888295
(주)크라운제과,264900,Dec-18,,,25947462,204574219
(주)크라운제과,264900,Dec-19,,,34505074,190854657
(주)크라운해태홀딩스,5740,Dec-11,67723289,890339947,40538094,290703082
(주)크라운해태홀딩스,5740,Dec-12,101701772,852364545,35386653,304222848
(주)크라운해태홀딩스,5740,Dec-13,99194812,851012637,46358044,279820601
(주)크라운해태홀딩스,5740,Dec-14,88261462,825080353,33770256,255597672
(주)크라운해태홀딩스,5740,Dec-15,112594406,818119255,45783145,233209275
(주)크라운해태홀딩스,5740,Dec-16,82091916,772938941,44686511,264032786
(주)크라운해태홀딩스,5740,Dec-17,43171044,818364713,-23770859,61544382
(주)크라운해태홀딩스,5740,Dec-18,81092622,792811177,7816860,59427557
(주)크라운해태홀딩스,5740,Dec-19,98713175,778259312,3444975,61805882
(주)크레버스,96240,Dec-11,20109395,14617231,17828263,14521369
(주)크레버스,96240,Dec-12,15442499,28758902,9788097,13079146
(주)크레버스,96240,Dec-13,9857659,54549801,8490896,34480203
(주)크레버스,96240,Dec-14,15290180,62124054,12215200,33492519
(주)크레버스,96240,Dec-15,16332638,69668575,10890044,36883345
(주)크레버스,96240,Dec-16,14933280,72796978,6282581,42192905
(주)크레버스,96240,Dec-17,21442230,61948501,14431576,32152961
(주)크레버스,96240,Dec-18,26996889,77062158,18368167,25965224
(주)크레버스,96240,Dec-19,47062715,105865953,27248696,40821764
(주)크리스에프앤씨,110790,Dec-18,23481872,67222248,22914661,66334400
(주)크리스에프앤씨,110790,Dec-19,25828799,60276298,27848347,59419244
(주)크린앤사이언스,45520,Dec-11,1756109,24460631,2161040,24041565
(주)크린앤사이언스,45520,Dec-12,2221914,21153560,2438390,20827234
(주)크린앤사이언스,45520,Dec-13,835895,20484695,819858,20164112
(주)크린앤사이언스,45520,Dec-14,1681845,17809655,2175513,17327929
(주)크린앤사이언스,45520,Dec-15,5606432,20120928,5641287,19576624
(주)크린앤사이언스,45520,Dec-16,6309946,23833033,6400675,23459550
(주)크린앤사이언스,45520,Dec-17,3657363,33885861,3676694,33768750
(주)크린앤사이언스,45520,Dec-18,4282335,44623005,3788687,44522504
(주)크린앤사이언스,45520,Dec-19,8267288,73718453,8277887,73643755
(주)클라우드에어,36170,Dec-11,,,6182547,14726078
(주)클라우드에어,36170,Dec-12,3403401,39513836,3253888,38451618
(주)클라우드에어,36170,Dec-13,4541140,38601700,4981236,37856089
(주)클라우드에어,36170,Dec-14,5567635,38412618,4867921,37566097
(주)클라우드에어,36170,Dec-15,552018,13173445,580152,13026558
(주)클라우드에어,36170,Dec-16,4368178,5390723,5809627,5241221
(주)클라우드에어,36170,Dec-17,3275937,26218408,4324677,26134922
(주)클라우드에어,36170,Dec-18,1744608,35670215,1875014,35670215
(주)클라우드에어,36170,Dec-19,1686508,13931582,1497115,13648752
(주)클래시스,214150,Dec-15,,,,
(주)클래시스,214150,Dec-16,,,,
(주)클래시스,214150,Dec-17,8595241,28069163,8629428,28048935
(주)클래시스,214150,Dec-18,15992273,24634180,15989087,24616268
(주)클래시스,214150,Dec-19,39033740,25740866,38975078,25720681
(주)클리오,237880,Dec-16,4757424,100012521,5486674,98457409
(주)클리오,237880,Dec-17,-1587517,88291884,-10362,86900945
(주)클리오,237880,Dec-18,62213866,47424853,69122969,46893006
(주)클리오,237880,Dec-19,39818679,91353625,42555895,90269464
(주)키다리스튜디오,20120,Dec-11,,,-2342274,4739047
(주)키다리스튜디오,20120,Dec-12,,,147357,12730372
(주)키다리스튜디오,20120,Dec-13,,,18993,12938817
(주)키다리스튜디오,20120,Dec-14,2364819,15087302,2187917,14354106
(주)키다리스튜디오,20120,Dec-15,-1452896,11951148,-1574806,11350695
(주)키다리스튜디오,20120,Dec-16,,,-2836358,4639002
(주)키다리스튜디오,20120,Dec-17,-63763,6208915,958775,2176283
(주)키다리스튜디오,20120,Dec-18,,,-1805220,2133610
(주)키다리스튜디오,20120,Dec-19,775974,21005110,857522,18697507
(주)키이스트,54780,Dec-11,,,1906776,7721358
(주)키이스트,54780,Dec-12,4369840,27271053,5975777,11335347
(주)키이스트,54780,Dec-13,8454042,18843808,4991887,14557791
(주)키이스트,54780,Dec-14,6390999,23857000,1960066,12354964
(주)키이스트,54780,Dec-15,12858855,24577772,3322724,12788163
(주)키이스트,54780,Dec-16,9254326,28851650,2031166,11940316
(주)키이스트,54780,Dec-17,34507708,27801955,-1498850,7563249
(주)키이스트,54780,Dec-18,21417658,25751705,-656278,5746551
(주)키이스트,54780,Dec-19,23313285,40347363,2727110,26554285
(주)타이거일렉,219130,Dec-15,2542045,7413426,2711379,4622421
(주)타이거일렉,219130,Dec-16,,,1614323,4340549
(주)타이거일렉,219130,Dec-17,,,5631007,5367709
(주)타이거일렉,219130,Dec-18,,,4181465,5091684
(주)타이거일렉,219130,Dec-19,,,3409248,16819523
(주)탑엔지니어링,65130,Dec-11,13349842,78823792,12118003,70755776
(주)탑엔지니어링,65130,Dec-12,3960746,76527923,9236675,59649215
(주)탑엔지니어링,65130,Dec-13,29074848,66183279,24348508,49907114
(주)탑엔지니어링,65130,Dec-14,6052926,60951704,4121358,47911160
(주)탑엔지니어링,65130,Dec-15,24812797,79209992,24786079,70929011
(주)탑엔지니어링,65130,Dec-16,-1108705,67075421,-554679,60907324
(주)탑엔지니어링,65130,Dec-17,19411971,188086107,12468959,67440558
(주)탑엔지니어링,65130,Dec-18,46846534,253080715,-24299370,100197325
(주)탑엔지니어링,65130,Dec-19,48321064,222587091,6274000,78334148
(주)탑코미디어,134580,Dec-13,2301235,11183013,2356245,11343821
(주)탑코미디어,134580,Dec-14,-13090167,22368605,-12538487,22282201
(주)탑코미디어,134580,Dec-15,18369571,11425066,17819135,11517020
(주)탑코미디어,134580,Dec-16,-6645789,15025861,-5662498,15132596
(주)탑코미디어,134580,Dec-17,-4733515,9785710,-4493452,9860204
(주)탑코미디어,134580,Dec-18,-6560240,9732776,-6336357,9767173
(주)탑코미디어,134580,Dec-19,,,-30246,5024013
(주)태경비케이,14580,Dec-11,,,7801966,67276272
(주)태경비케이,14580,Dec-12,,,14218439,66466602
(주)태경비케이,14580,Dec-13,,,13676068,66799403
(주)태경비케이,14580,Dec-14,,,12229593,64049287
(주)태경비케이,14580,Dec-15,,,10431287,67318726
(주)태경비케이,14580,Dec-16,4734176,112354948,1013144,95623513
(주)태경비케이,14580,Dec-17,27339751,92580077,20999171,79844649
(주)태경비케이,14580,Dec-18,4895455,100876666,887739,85306585
(주)태경비케이,14580,Dec-19,47751848,98531829,15362869,80214462
(주)태광,23160,Dec-11,,,16153198,70135305
(주)태광,23160,Dec-12,,,40639868,62459954
(주)태광,23160,Dec-13,,,50592406,54293316
(주)태광,23160,Dec-14,,,-17799299,53640610
(주)태광,23160,Dec-15,,,19350765,50659933
(주)태광,23160,Dec-16,,,42297006,39437237
(주)태광,23160,Dec-17,,,17133763,34838916
(주)태광,23160,Dec-18,5591106,32988062,5878039,32885658
(주)태광,23160,Dec-19,-30409014,44667107,-29983653,44728824
(주)태성,323280,Dec-19,,,,
(주)태양,53620,Dec-11,9288257,36325001,9490918,34980129
(주)태양,53620,Dec-12,12241881,41667497,12080255,40215084
(주)태양,53620,Dec-13,5554291,40065589,5627973,38364711
(주)태양,53620,Dec-14,6627281,35677411,6712112,33887479
(주)태양,53620,Dec-15,23039057,59239737,22789503,57648780
(주)태양,53620,Dec-16,10784483,47392630,11074889,45148116
(주)태양,53620,Dec-17,11584204,37461646,11584850,35341981
(주)태양,53620,Dec-18,5397176,32446544,5433901,30244574
(주)태양,53620,Dec-19,19418044,29138149,19442321,27712195
(주)태영건설,9410,Dec-11,212777424,1784234024,163352640,1356342409
(주)태영건설,9410,Dec-12,214701117,1781281572,172249552,1356807299
(주)태영건설,9410,Dec-13,65198669,1731269070,-1556656,1266612287
(주)태영건설,9410,Dec-14,4018267,1645796449,-102395736,825186680
(주)태영건설,9410,Dec-15,58846366,1747197124,56157255,791389620
(주)태영건설,9410,Dec-16,-105481691,2227957149,22640230,828690747
(주)태영건설,9410,Dec-17,26985801,3316650418,-72442237,1052637909
(주)태영건설,9410,Dec-18,114992214,3476283552,105389313,1373409020
(주)태영건설,9410,Dec-19,35913747,4344689190,-25792955,1828794198
(주)태웅,44490,Dec-11,,,29647503,300131532
(주)태웅,44490,Dec-12,,,74432264,200382422
(주)태웅,44490,Dec-13,,,6059323,147023776
(주)태웅,44490,Dec-14,,,31118331,189126634
(주)태웅,44490,Dec-15,,,33354026,278174870
(주)태웅,44490,Dec-16,,,52201781,342597497
(주)태웅,44490,Dec-17,,,1098049,372871406
(주)태웅,44490,Dec-18,,,-66187233,427681971
(주)태웅,44490,Dec-19,,,-2335623,425068411
(주)태웅로직스,124560,Dec-19,9270743,46233977,10449967,45144516
(주)테라젠이텍스,66700,Dec-11,-1420769,44006308,-3087206,30118118
(주)테라젠이텍스,66700,Dec-12,-5740489,42052158,-5994344,30279005
(주)테라젠이텍스,66700,Dec-13,-742552,41294525,-1247092,23386067
(주)테라젠이텍스,66700,Dec-14,39953,43694756,1856374,22976608
(주)테라젠이텍스,66700,Dec-15,44913,62025969,678274,36545526
(주)테라젠이텍스,66700,Dec-16,-8380180,61935642,-9505725,44519890
(주)테라젠이텍스,66700,Dec-17,1776702,51771865,742223,34104294
(주)테라젠이텍스,66700,Dec-18,-18575028,84891291,-2240629,49559590
(주)테라젠이텍스,66700,Dec-19,23627,96171780,2514356,65982748
(주)테스,95610,Dec-11,,,6055281,23975180
(주)테스,95610,Dec-12,,,17061436,42446489
(주)테스,95610,Dec-13,-7064822,27347439,-6994863,27342482
(주)테스,95610,Dec-14,26265686,26623176,28000406,26469233
(주)테스,95610,Dec-15,-3026495,26455122,-2165848,26292187
(주)테스,95610,Dec-16,22488473,36683546,23308914,36493624
(주)테스,95610,Dec-17,36660872,52898263,37139083,52727108
(주)테스,95610,Dec-18,36003158,29387225,36607518,29280716
(주)테스,95610,Dec-19,34057046,32982192,34161132,32931090
(주)테이팩스,55490,Dec-17,12207320,71749754,12370085,65601265
(주)테이팩스,55490,Dec-18,4485270,67098857,4109102,61223257
(주)테이팩스,55490,Dec-19,13121993,44310890,13175686,38383651
(주)테크윙,89030,Dec-11,,,15182981,65561748
(주)테크윙,89030,Dec-12,,,5137565,61836408
(주)테크윙,89030,Dec-13,13053762,85072802,11875712,76533503
(주)테크윙,89030,Dec-14,9313202,98658989,10923999,91332113
(주)테크윙,89030,Dec-15,3490117,114904460,5710227,110714359
(주)테크윙,89030,Dec-16,6865345,160230212,3304794,142070690
(주)테크윙,89030,Dec-17,26155615,189753640,23105224,185288982
(주)테크윙,89030,Dec-18,39549127,172249818,40202614,165620611
(주)테크윙,89030,Dec-19,20527117,190755480,21147847,169787882
(주)텔레칩스,54450,Dec-11,,,6101342,20478949
(주)텔레칩스,54450,Dec-12,,,2218881,22717352
(주)텔레칩스,54450,Dec-13,,,2784006,22113722
(주)텔레칩스,54450,Dec-14,,,8442133,26370795
(주)텔레칩스,54450,Dec-15,,,6465321,29382527
(주)텔레칩스,54450,Dec-16,12896477,33663520,13005486,33678035
(주)텔레칩스,54450,Dec-17,11797910,41205019,11866726,41229539
(주)텔레칩스,54450,Dec-18,18705489,40938576,18750940,40856952
(주)텔레칩스,54450,Dec-19,24812372,52766471,25008583,52528674
(주)텔레필드,91440,Dec-11,,,4007591,16355845
(주)텔레필드,91440,Dec-12,,,7635902,14410627
(주)텔레필드,91440,Dec-13,,,-1570905,17760975
(주)텔레필드,91440,Dec-14,,,-5314699,19291774
