회사명,거래소코드,회계년도,부채(IFRS연결),자본(IFRS연결),부채(IFRS개별),자본(IFRS개별)
(주)하츠,66130,Dec-18,,,13778131,80689770
(주)하츠,66130,Dec-19,,,14620864,82830770
(주)한국가구,4590,Dec-11,22662841,58619002,17185364,55568482
(주)한국가구,4590,Dec-12,20514576,65327891,15069724,59594047
(주)한국가구,4590,Dec-13,15442992,67315634,9780055,59121168
(주)한국가구,4590,Dec-14,15078800,72073147,9007063,59798755
(주)한국가구,4590,Dec-15,15047729,77440139,8766267,61225918
(주)한국가구,4590,Dec-16,17824068,81909957,9079013,61168783
(주)한국가구,4590,Dec-17,17778557,93047240,10584297,66427094
(주)한국가구,4590,Dec-18,35138719,99369886,11324970,70960546
(주)한국가구,4590,Dec-19,34677574,103784484,11647276,71854209
(주)한국경제티브이,39340,Dec-11,12390057,60859591,11898340,61388057
(주)한국경제티브이,39340,Dec-12,9844085,64253649,10073028,65600128
(주)한국경제티브이,39340,Dec-13,9962253,63214176,9986887,65127187
(주)한국경제티브이,39340,Dec-14,15460745,64051296,15229000,68625350
(주)한국경제티브이,39340,Dec-15,22574377,73204432,21079850,79019156
(주)한국경제티브이,39340,Dec-16,15346248,83246560,13913032,88418231
(주)한국경제티브이,39340,Dec-17,24677080,94557381,23188719,96933207
(주)한국경제티브이,39340,Dec-18,19550972,108944860,19090945,109852743
(주)한국경제티브이,39340,Dec-19,24541672,121899744,23906978,119967467
(주)한국비엔씨,256840,Dec-16,,,,
(주)한국비엔씨,256840,Dec-17,,,,
(주)한국비엔씨,256840,Dec-18,,,,
(주)한국비엔씨,256840,Dec-19,,,22021680,27577244
(주)한국전자홀딩스,6200,Dec-11,114940685,162815101,12124240,177324467
(주)한국전자홀딩스,6200,Dec-12,111811619,131770252,21412091,174886875
(주)한국전자홀딩스,6200,Dec-13,113293248,121562672,21414219,176900283
(주)한국전자홀딩스,6200,Dec-14,77637154,120636892,3525014,177727873
(주)한국전자홀딩스,6200,Dec-15,97655665,119570467,7637791,188318454
(주)한국전자홀딩스,6200,Dec-16,62021126,117346167,10126088,135334924
(주)한국전자홀딩스,6200,Dec-17,142256257,262543367,3722278,129556512
(주)한국전자홀딩스,6200,Dec-18,126722818,264125658,2319528,128036406
(주)한국전자홀딩스,6200,Dec-19,147646969,242286372,3412620,123804588
(주)한국종합기술,23350,Dec-11,,,68647232,117377724
(주)한국종합기술,23350,Dec-12,,,66461830,119144315
(주)한국종합기술,23350,Dec-13,,,84810031,123004282
(주)한국종합기술,23350,Dec-14,,,102872089,122737275
(주)한국종합기술,23350,Dec-15,,,104250606,121396487
(주)한국종합기술,23350,Dec-16,,,120039870,122403967
(주)한국종합기술,23350,Dec-17,,,116415301,114383390
(주)한국종합기술,23350,Dec-18,,,126272780,101635340
(주)한국종합기술,23350,Dec-19,,,180342219,95527660
(주)한국카본,17960,Dec-11,90978114,185553661,79763143,184734111
(주)한국카본,17960,Dec-12,66365839,224162533,57292010,227454960
(주)한국카본,17960,Dec-13,62881567,233996535,53123162,247985419
(주)한국카본,17960,Dec-14,61052472,282235233,49968195,297706111
(주)한국카본,17960,Dec-15,65546320,281885782,52142289,293461418
(주)한국카본,17960,Dec-16,73444558,316040818,58777028,326955767
(주)한국카본,17960,Dec-17,56119221,310322185,41658397,322371046
(주)한국카본,17960,Dec-18,56411443,303701655,42305460,315744564
(주)한국카본,17960,Dec-19,84870941,312718544,69871550,328703213
(주)한국코퍼레이션,50540,Dec-11,26941373,49714813,26521877,48215533
(주)한국코퍼레이션,50540,Dec-12,,,25645183,52623315
(주)한국코퍼레이션,50540,Dec-13,45552213,39864326,45248965,40242557
(주)한국코퍼레이션,50540,Dec-14,42685902,40049340,42134304,40305699
(주)한국코퍼레이션,50540,Dec-15,55628939,32588245,54554590,39315641
(주)한국코퍼레이션,50540,Dec-16,37325697,13399352,34777122,13259847
(주)한국코퍼레이션,50540,Dec-17,41037374,39217342,39542681,39809965
(주)한국코퍼레이션,50540,Dec-18,40222196,42317830,38529478,42702818
(주)한국코퍼레이션,50540,Dec-19,74321802,38577991,67899488,36979758
(주)한국큐빅,21650,Dec-11,54339902,33258864,4435420,41401741
(주)한국큐빅,21650,Dec-12,56351432,35134655,2488885,43984166
(주)한국큐빅,21650,Dec-13,52483941,35765238,3177748,47117374
(주)한국큐빅,21650,Dec-14,58436335,36431851,2249829,49531089
(주)한국큐빅,21650,Dec-15,58918376,37946990,2336541,50061865
(주)한국큐빅,21650,Dec-16,66213442,39142926,3519591,50104158
(주)한국큐빅,21650,Dec-17,94309894,49608897,13119035,62265487
(주)한국큐빅,21650,Dec-18,86211926,54575601,9037401,68657190
(주)한국큐빅,21650,Dec-19,73890403,57216178,3942680,72465428
(주)한국테크놀로지,53590,Dec-11,4070963,33585790,4070040,33377825
(주)한국테크놀로지,53590,Dec-12,,,16891873,30737944
(주)한국테크놀로지,53590,Dec-13,,,12137848,21570443
(주)한국테크놀로지,53590,Dec-14,,,11769189,25040054
(주)한국테크놀로지,53590,Dec-15,,,23421256,14086694
(주)한국테크놀로지,53590,Dec-16,,,13140309,25823652
(주)한국테크놀로지,53590,Dec-17,,,35162166,30063906
(주)한국테크놀로지,53590,Dec-18,,,13409162,21352942
(주)한국테크놀로지,53590,Dec-19,132362475,34817761,45408401,18746396
(주)한국특강,7280,Dec-11,,,464254408,117183415
(주)한국특강,7280,Dec-12,,,433731360,120087900
(주)한국특강,7280,Dec-13,,,425787516,107124642
(주)한국특강,7280,Dec-14,,,412229695,88492860
(주)한국특강,7280,Dec-15,,,341206425,39057022
(주)한국특강,7280,Dec-16,,,296766912,58851135
(주)한국특강,7280,Dec-17,,,282308021,61804500
(주)한국특강,7280,Dec-18,,,247042183,94670893
(주)한국특강,7280,Dec-19,,,246071397,67461972
(주)한국팩키지,37230,Dec-11,,,16290830,39931256
(주)한국팩키지,37230,Dec-12,,,10069617,39509158
(주)한국팩키지,37230,Dec-13,,,12739965,37409199
(주)한국팩키지,37230,Dec-14,,,10512095,36902463
(주)한국팩키지,37230,Dec-15,,,12553391,37268466
(주)한국팩키지,37230,Dec-16,,,13663332,39848962
(주)한국팩키지,37230,Dec-17,,,12117428,41717652
(주)한국팩키지,37230,Dec-18,,,10118319,42778389
(주)한국팩키지,37230,Dec-19,,,30806358,39779044
(주)한국화장품제조,3350,Dec-11,,,9657726,33954252
(주)한국화장품제조,3350,Dec-12,,,10078561,27664644
(주)한국화장품제조,3350,Dec-13,,,14950705,25445592
(주)한국화장품제조,3350,Dec-14,,,13749375,33134636
(주)한국화장품제조,3350,Dec-15,,,15463880,34736753
(주)한국화장품제조,3350,Dec-16,,,22616030,44010298
(주)한국화장품제조,3350,Dec-17,,,22358046,47497826
(주)한국화장품제조,3350,Dec-18,,,21489063,50285081
(주)한국화장품제조,3350,Dec-19,,,36155654,48027063
(주)한글과컴퓨터,30520,Dec-11,13089428,109910426,11956580,114460502
(주)한글과컴퓨터,30520,Dec-12,13264513,125338868,12364465,128897278
(주)한글과컴퓨터,30520,Dec-13,13108520,139893002,11618043,141672497
(주)한글과컴퓨터,30520,Dec-14,23381324,149721832,22000498,154553211
(주)한글과컴퓨터,30520,Dec-15,36140309,178000190,22136968,168354604
(주)한글과컴퓨터,30520,Dec-16,42477655,186164144,25229477,178897913
(주)한글과컴퓨터,30520,Dec-17,306895463,224882505,82105416,199778688
(주)한글과컴퓨터,30520,Dec-18,343537235,303276589,87342169,197569405
(주)한글과컴퓨터,30520,Dec-19,318008571,333663298,58615450,229824666
(주)한네트,52600,Dec-11,,,16355076,33473732
(주)한네트,52600,Dec-12,,,13914439,32301407
(주)한네트,52600,Dec-13,,,21655564,34566220
(주)한네트,52600,Dec-14,,,26959434,35395909
(주)한네트,52600,Dec-15,,,35106215,35972238
(주)한네트,52600,Dec-16,,,32670464,37029368
(주)한네트,52600,Dec-17,,,40399137,37024596
(주)한네트,52600,Dec-18,,,31428820,35818929
(주)한네트,52600,Dec-19,,,28684265,35076757
(주)한농화성,11500,Dec-11,,,52666987,67462421
(주)한농화성,11500,Dec-12,,,54908137,73978443
(주)한농화성,11500,Dec-13,,,50134800,80779712
(주)한농화성,11500,Dec-14,,,62050711,86909545
(주)한농화성,11500,Dec-15,,,46448812,94029168
(주)한농화성,11500,Dec-16,,,55545405,101513955
(주)한농화성,11500,Dec-17,,,56836719,108440461
(주)한농화성,11500,Dec-18,,,50073308,112421379
(주)한농화성,11500,Dec-19,,,43082691,120273767
(주)한독,2390,Dec-11,129876434,278336522,129759056,278336522
(주)한독,2390,Dec-12,149141042,287252080,149138227,287252080
(주)한독,2390,Dec-13,179252807,294276404,179252807,297942514
(주)한독,2390,Dec-14,,,207712898,307774117
(주)한독,2390,Dec-15,226881695,303705583,221888548,316423848
(주)한독,2390,Dec-16,333598608,289250347,315146099,318323919
(주)한독,2390,Dec-17,348634727,290711381,329031143,334610760
(주)한독,2390,Dec-18,339240243,313375884,322256915,367151654
(주)한독,2390,Dec-19,404672385,343994841,384668612,371098315
(주)한독크린텍,256150,Dec-19,,,10288409,31175523
(주)한라,14790,Dec-11,2110383391,716933996,1781558240,494985330
(주)한라,14790,Dec-12,2472551313,677144041,1973364447,352695711
(주)한라,14790,Dec-13,2018324539,605066560,1621554524,283124227
(주)한라,14790,Dec-14,1636936942,447822815,1183439287,330724679
(주)한라,14790,Dec-15,1962182508,323262136,1182560265,285422536
(주)한라,14790,Dec-16,1722096338,351786926,852858581,319174702
(주)한라,14790,Dec-17,1821470362,392631187,749866481,368099839
(주)한라,14790,Dec-18,1528092997,265660464,822936452,321710604
(주)한라,14790,Dec-19,1327117098,261069944,871001480,307165872
(주)한라홀딩스,60980,Dec-11,2024586098,1410796298,1330136603,1182789015
(주)한라홀딩스,60980,Dec-12,2467381664,1567355362,1511016611,1329925286
(주)한라홀딩스,60980,Dec-13,3358388268,1718743334,2203778033,1400402838
(주)한라홀딩스,60980,Dec-14,734254424,945181224,408622272,838931793
(주)한라홀딩스,60980,Dec-15,663345138,942696014,562492092,821398258
(주)한라홀딩스,60980,Dec-16,957540781,956495930,614833582,834093104
(주)한라홀딩스,60980,Dec-17,918584906,933738021,638083368,909526877
(주)한라홀딩스,60980,Dec-18,858901127,865247794,569775065,834817378
(주)한라홀딩스,60980,Dec-19,874308075,886095316,574986690,848898460
(주)한미글로벌건축사사무소,53690,Dec-11,89087248,49273929,61546480,50955754
(주)한미글로벌건축사사무소,53690,Dec-12,91712138,49096443,55414863,53338989
(주)한미글로벌건축사사무소,53690,Dec-13,87694471,53667983,50139157,57523153
(주)한미글로벌건축사사무소,53690,Dec-14,93549458,60131594,36124405,61380225
(주)한미글로벌건축사사무소,53690,Dec-15,42316818,82361064,26264655,81673571
(주)한미글로벌건축사사무소,53690,Dec-16,50755365,98516351,35191544,96751075
(주)한미글로벌건축사사무소,53690,Dec-17,63809345,104296804,35157902,99568460
(주)한미글로벌건축사사무소,53690,Dec-18,106375731,103336277,33525566,101271104
(주)한미글로벌건축사사무소,53690,Dec-19,79469843,124125643,25511972,102230624
(주)한빛소프트,47080,Dec-11,38392518,15553871,33941101,12792653
(주)한빛소프트,47080,Dec-12,24732984,18941666,24181905,17007771
(주)한빛소프트,47080,Dec-13,17137974,17609029,17304076,16931193
(주)한빛소프트,47080,Dec-14,11221315,18287451,11093484,18594957
(주)한빛소프트,47080,Dec-15,23334395,17461691,22298439,20685428
(주)한빛소프트,47080,Dec-16,19414628,20356926,17867360,20620692
(주)한빛소프트,47080,Dec-17,14859640,21527457,13588583,23206897
(주)한빛소프트,47080,Dec-18,31547265,12242856,21058754,20120804
(주)한빛소프트,47080,Dec-19,26826722,16292491,24769848,15230766
(주)한샘,9240,Dec-11,192302352,202427274,174863367,202719485
(주)한샘,9240,Dec-12,161906390,214861640,142648265,212046461
(주)한샘,9240,Dec-13,241923059,264279013,220637115,256822778
(주)한샘,9240,Dec-14,205981149,338046242,175533889,320487740
(주)한샘,9240,Dec-15,333655167,435194003,298427252,410118506
(주)한샘,9240,Dec-16,357885198,541532982,321489718,514109314
(주)한샘,9240,Dec-17,468089700,507616363,417843627,517839638
(주)한샘,9240,Dec-18,365682789,574467103,322946515,562465415
(주)한샘,9240,Dec-19,589338707,613299269,439174776,585054421
(주)한섬,20000,Dec-11,90093961,704159573,81780496,614315457
(주)한섬,20000,Dec-12,114360689,759402503,71275523,670794323
(주)한섬,20000,Dec-13,207074565,795318746,80314318,714741107
(주)한섬,20000,Dec-14,223573590,824666094,93266367,756478915
(주)한섬,20000,Dec-15,126102700,831368237,125725702,825509287
(주)한섬,20000,Dec-16,157680487,880343775,157254987,874641650
(주)한섬,20000,Dec-17,326797067,925470427,249060579,920530184
(주)한섬,20000,Dec-18,225463162,994316590,166037925,985857091
(주)한섬,20000,Dec-19,278090262,1045554282,275480469,1046723299
(주)한솔케미칼,14680,Dec-11,169571366,152252884,159372009,145508901
(주)한솔케미칼,14680,Dec-12,177084903,181595623,159759534,169727919
(주)한솔케미칼,14680,Dec-13,229519400,198477340,156818515,187767075
(주)한솔케미칼,14680,Dec-14,261121484,213240816,168338193,203251031
(주)한솔케미칼,14680,Dec-15,274266949,246768848,181322622,231964969
(주)한솔케미칼,14680,Dec-16,358592061,341124260,188264786,268186883
(주)한솔케미칼,14680,Dec-17,332458107,390862013,198180258,299145394
(주)한솔케미칼,14680,Dec-18,344490922,447236863,229938254,354259680
(주)한솔케미칼,14680,Dec-19,418640473,520553678,335866727,409088905
(주)한솔홈데코,25750,Dec-11,161865308,100347865,161821852,100965564
(주)한솔홈데코,25750,Dec-12,155275338,111529446,155216468,112674300
(주)한솔홈데코,25750,Dec-13,156077993,124302834,156023481,124657519
(주)한솔홈데코,25750,Dec-14,158570140,133505865,158057042,133450368
(주)한솔홈데코,25750,Dec-15,157326945,133882089,156064468,139525059
(주)한솔홈데코,25750,Dec-16,146568717,142736659,145335743,147883199
(주)한솔홈데코,25750,Dec-17,153556529,154077945,150316421,160781425
(주)한솔홈데코,25750,Dec-18,146434082,161643653,139843005,161186396
(주)한솔홈데코,25750,Dec-19,141583076,154166464,131390570,155659797
(주)한송네오텍,226440,Dec-15,,,,
(주)한송네오텍,226440,Dec-16,,,,
(주)한송네오텍,226440,Dec-17,,,,
(주)한송네오텍,226440,Dec-18,,,8828174,16674261
(주)한송네오텍,226440,Dec-19,,,19455994,19212171
(주)한익스프레스,14130,Dec-11,66423581,17007972,65799158,16848575
(주)한익스프레스,14130,Dec-12,56061180,21924913,54640023,21504844
(주)한익스프레스,14130,Dec-13,57524402,27855581,56962794,27007544
(주)한익스프레스,14130,Dec-14,49249565,45596714,48231163,44459911
(주)한익스프레스,14130,Dec-15,78292140,53365749,76524713,51563568
(주)한익스프레스,14130,Dec-16,89547260,57278113,87321725,56481671
(주)한익스프레스,14130,Dec-17,125181382,63033947,123157615,63210925
(주)한익스프레스,14130,Dec-18,132610533,66972017,129876373,67838484
(주)한익스프레스,14130,Dec-19,194356414,72112021,191977474,69458694
(주)한일진공,123840,Dec-11,,,,
(주)한일진공,123840,Dec-12,,,,
(주)한일진공,123840,Dec-13,14539903,45014519,14544639,45093522
(주)한일진공,123840,Dec-14,7652620,43857393,7645678,44008769
(주)한일진공,123840,Dec-15,8190545,51339206,8186842,51529673
(주)한일진공,123840,Dec-16,39036595,70814013,36466212,71560912
(주)한일진공,123840,Dec-17,58199854,103379431,48557220,109903358
(주)한일진공,123840,Dec-18,29378884,129154705,20662448,135374616
(주)한일진공,123840,Dec-19,24832010,97960461,15681762,100257918
(주)한진,2320,Dec-11,1025955768,767166222,942224233,764236271
(주)한진,2320,Dec-12,1091375700,767275309,986077621,769788718
(주)한진,2320,Dec-13,1103290799,704091270,1003594245,700466226
(주)한진,2320,Dec-14,1170042533,785878924,1111577524,792484897
(주)한진,2320,Dec-15,1769185965,734490733,1023414280,724099903
(주)한진,2320,Dec-16,1767294291,770264198,1030840949,811436768
(주)한진,2320,Dec-17,1584586386,869223367,1088458337,833313435
(주)한진,2320,Dec-18,1594297340,1067127727,1108153486,1041358315
(주)한진,2320,Dec-19,2494469955,1053898762,1439947423,1034950245
(주)한진중공업홀딩스,3480,Dec-11,679460000,1301275000,18144000,1045992000
(주)한진중공업홀딩스,3480,Dec-12,1029833000,1285456000,14488000,1049091000
(주)한진중공업홀딩스,3480,Dec-13,1342276000,1189242000,12645000,1053705000
(주)한진중공업홀딩스,3480,Dec-14,1614895000,1107308000,65418000,1058878000
(주)한진중공업홀딩스,3480,Dec-15,1648675000,998293000,66912000,813869000
(주)한진중공업홀딩스,3480,Dec-16,1621542000,488416000,40629000,397128000
(주)한진중공업홀딩스,3480,Dec-17,1489671000,428977000,15864000,410181000
(주)한진중공업홀딩스,3480,Dec-18,1506557000,367046000,87359000,335709000
(주)한진중공업홀딩스,3480,Dec-19,1500188000,360475000,71601000,287377000
(주)한진칼,180640,Dec-13,668056960,757148777,291773406,539555184
(주)한진칼,180640,Dec-14,791565564,1625255880,300823286,1230260547
(주)한진칼,180640,Dec-15,846537513,1468511426,310800846,1322920932
(주)한진칼,180640,Dec-16,955546724,1106485311,367891261,1250512260
(주)한진칼,180640,Dec-17,1062253607,1713530153,429108794,1494333328
(주)한진칼,180640,Dec-18,1126137598,1723929145,490288211,1517528173
(주)한진칼,180640,Dec-19,1272981765,1420677426,377318453,1530250081
(주)한창,5110,Dec-11,12475146,20399959,10281290,20862928
(주)한창,5110,Dec-12,13465238,21413940,7886755,23545488
(주)한창,5110,Dec-13,15396883,22297076,7223115,23988602
(주)한창,5110,Dec-14,19667696,24370467,11465294,25914951
(주)한창,5110,Dec-15,33626447,33980737,3354513,42810528
(주)한창,5110,Dec-16,43592552,38682677,4514188,40380111
(주)한창,5110,Dec-17,62917483,40965446,10004771,34970112
(주)한창,5110,Dec-18,73614002,32619875,10068621,25650991
(주)한창,5110,Dec-19,65108889,26739045,9312208,19199048
(주)한창바이오텍,43090,Dec-11,22637651,15324711,22564312,15210050
(주)한창바이오텍,43090,Dec-12,14143853,9230785,14136756,8996172
(주)한창바이오텍,43090,Dec-13,10943957,9382967,10940875,9352029
(주)한창바이오텍,43090,Dec-14,12971783,9273146,12968700,9307176
(주)한창바이오텍,43090,Dec-15,,,14336527,8606043
(주)한창바이오텍,43090,Dec-16,,,9831662,9811230
(주)한창바이오텍,43090,Dec-17,,,11778954,17255864
(주)한창바이오텍,43090,Dec-18,,,6655182,18162760
(주)한창바이오텍,43090,Dec-19,,,6371939,21977779
(주)한창제지,9460,Dec-11,,,111168845,43427893
(주)한창제지,9460,Dec-12,,,104209430,48721802
(주)한창제지,9460,Dec-13,,,121320630,37121915
(주)한창제지,9460,Dec-14,,,106621551,39332240
(주)한창제지,9460,Dec-15,,,102123335,42642805
(주)한창제지,9460,Dec-16,,,93909286,58711106
(주)한창제지,9460,Dec-17,,,80692885,70239982
(주)한창제지,9460,Dec-18,,,77630551,77053205
(주)한창제지,9460,Dec-19,,,86019807,85943985
(주)한컴위드,54920,Dec-11,8887204,48498099,8774458,46012153
(주)한컴위드,54920,Dec-12,39784887,50540330,39652227,46268370
(주)한컴위드,54920,Dec-13,,,35378287,54516280
(주)한컴위드,54920,Dec-14,,,37554641,53329238
(주)한컴위드,54920,Dec-15,,,37279134,48479970
(주)한컴위드,54920,Dec-16,,,31277634,50172356
(주)한컴위드,54920,Dec-17,,,34007379,53194434
(주)한컴위드,54920,Dec-18,32648663,60428608,32640456,60152909
(주)한컴위드,54920,Dec-19,48010348,126203072,46476803,123747385
(주)한탑,2680,Dec-11,91240082,48078966,89644321,48419759
(주)한탑,2680,Dec-12,102165160,51626542,99034572,51478033
(주)한탑,2680,Dec-13,80566539,47785438,78469093,48681796
(주)한탑,2680,Dec-14,86665467,48315249,83485978,48560727
(주)한탑,2680,Dec-15,82890868,46585243,78238575,46733414
(주)한탑,2680,Dec-16,74984105,47435351,70621055,47578379
(주)한탑,2680,Dec-17,76873640,46012001,70473413,46499740
(주)한탑,2680,Dec-18,94490595,42658679,87721871,42908616
(주)한탑,2680,Dec-19,93218593,35888725,88330894,37503458
(주)한화,880,Dec-11,9970895877,5058834878,3586396194,2574203714
(주)한화,880,Dec-12,10505042577,5360349380,3343315277,2604141580
(주)한화,880,Dec-13,1.02547E+11,10775956137,3642694962,2634230543
(주)한화,880,Dec-14,1.11569E+11,12115238443,3907360492,2680877100
(주)한화,880,Dec-15,1.31976E+11,13645666382,4918097884,2670200968
(주)한화,880,Dec-16,1.40643E+11,14227936000,4659493261,3109717162
(주)한화,880,Dec-17,1.4423E+11,15964746000,4264962155,3214383306
(주)한화,880,Dec-18,1.52596E+11,16953035000,4385331648,3392945229
(주)한화,880,Dec-19,1.64022E+11,18263971000,4507346761,3423948285
(주)핸디소프트,220180,Dec-16,15600877,36121166,15625030,34632023
(주)핸디소프트,220180,Dec-17,35666713,32166578,35093647,32689817
(주)핸디소프트,220180,Dec-18,25340827,29408475,24701820,29938730
(주)핸디소프트,220180,Dec-19,10306159,55648455,10325110,55584922
(주)헥토이노베이션,214180,Dec-15,,,3896637,46953427
(주)헥토이노베이션,214180,Dec-16,43568019,117200813,8948026,77075367
(주)헥토이노베이션,214180,Dec-17,76082436,137315902,5240325,92334908
(주)헥토이노베이션,214180,Dec-18,79516290,153397071,10577866,97472148
(주)헥토이노베이션,214180,Dec-19,86231824,214760955,18744149,103495010
(주)헥토파이낸셜,234340,Dec-19,,,58598434,110637393
(주)헬릭스미스,84990,Dec-11,10354354,49781289,10354354,49773083
(주)헬릭스미스,84990,Dec-12,3540104,64451625,3540104,64440187
(주)헬릭스미스,84990,Dec-13,2656700,66968171,2656700,66953769
(주)헬릭스미스,84990,Dec-14,,,3304507,67064388
(주)헬릭스미스,84990,Dec-15,,,3413436,67196564
(주)헬릭스미스,84990,Dec-16,,,7108335,220431683
(주)헬릭스미스,84990,Dec-17,,,14928078,164454923
(주)헬릭스미스,84990,Dec-18,146241026,137994753,132319149,136993925
(주)헬릭스미스,84990,Dec-19,172372700,199065807,154615123,198687112
(주)현대공업,170030,Dec-13,28320150,56614394,19332594,43167321
(주)현대공업,170030,Dec-14,42301425,67498898,25512698,57402600
(주)현대공업,170030,Dec-15,44477710,82710246,26547085,63852304
(주)현대공업,170030,Dec-16,51597835,95305725,32182275,75325046
(주)현대공업,170030,Dec-17,49131272,97474894,31002086,83771049
(주)현대공업,170030,Dec-18,40195131,97888921,29908013,89819447
(주)현대공업,170030,Dec-19,39840614,101894578,31480758,99392001
(주)현대그린푸드,5440,Dec-11,436293474,1246307725,329259982,1142953566
(주)현대그린푸드,5440,Dec-12,474945309,1322605099,326578967,1183854857
(주)현대그린푸드,5440,Dec-13,499639379,1422455099,335660564,1254859182
(주)현대그린푸드,5440,Dec-14,501237740,1381731606,286779375,1170458731
(주)현대그린푸드,5440,Dec-15,486230313,1467874810,293193133,1215727211
(주)현대그린푸드,5440,Dec-16,574659267,1607067648,284146296,1226172602
(주)현대그린푸드,5440,Dec-17,753525056,2043359887,300501051,1318620305
(주)현대그린푸드,5440,Dec-18,726281977,2111092852,300481759,1341860391
(주)현대그린푸드,5440,Dec-19,850199506,2116376181,329450608,1366070494
(주)현대리바트,79430,Dec-11,154786672,188243654,146692701,190243794
(주)현대리바트,79430,Dec-12,138564404,188366616,127642880,191632865
(주)현대리바트,79430,Dec-13,139721785,192941266,129348246,194747056
(주)현대리바트,79430,Dec-14,126290889,218907009,123282558,216700718
(주)현대리바트,79430,Dec-15,133465273,245750758,129347491,246426710
(주)현대리바트,79430,Dec-16,142446713,277410005,139858987,280284386
(주)현대리바트,79430,Dec-17,269113059,413646168,262738719,415171923
(주)현대리바트,79430,Dec-18,231521677,447374899,223188926,447060853
(주)현대리바트,79430,Dec-19,294855425,457952947,285539060,457518045
(주)현대미포조선,10620,Dec-11,4415983098,3408580559,2309118423,3211870486
(주)현대미포조선,10620,Dec-12,4330084543,3392744574,1838035863,3194430475
(주)현대미포조선,10620,Dec-13,6986660092,3241038107,2353143482,3149314770
(주)현대미포조선,10620,Dec-14,8137122082,1926598234,3176027267,1811653996
(주)현대미포조선,10620,Dec-15,7641204403,1796806577,2932058101,1689226277
(주)현대미포조선,10620,Dec-16,6967927605,2258389343,2547872694,2161106974
(주)현대미포조선,10620,Dec-17,5980297708,2339141009,1532929345,2225100203
(주)현대미포조선,10620,Dec-18,1146560216,2317173725,1221226615,2303661209
(주)현대미포조선,10620,Dec-19,1026666920,2353961474,1071240665,2321314172
(주)현대바이오랜드,52260,Dec-11,35564887,93291701,35424416,93148349
(주)현대바이오랜드,52260,Dec-12,46410036,100654033,46329804,100831202
(주)현대바이오랜드,52260,Dec-13,35129932,107400968,35307336,107892488
(주)현대바이오랜드,52260,Dec-14,28678859,114482625,28253315,115041272
(주)현대바이오랜드,52260,Dec-15,31547290,121815940,31335800,122181111
(주)현대바이오랜드,52260,Dec-16,37135344,130532099,36849934,130562894
(주)현대바이오랜드,52260,Dec-17,38553635,137816151,35815488,138474854
(주)현대바이오랜드,52260,Dec-18,44257277,148905964,32989921,148230434
(주)현대바이오랜드,52260,Dec-19,53328419,155723549,31564119,153343917
(주)현대백화점,69960,Dec-11,1827669772,2892392873,1347814776,2175106716
(주)현대백화점,69960,Dec-12,2163539803,3236535946,1510388483,2380738569
(주)현대백화점,69960,Dec-13,2054604439,3546101814,1456845442,2667259879
(주)현대백화점,69960,Dec-14,1894949129,3788972215,1209710223,2858596178
(주)현대백화점,69960,Dec-15,2129966969,4030879875,1575262979,3010159247
(주)현대백화점,69960,Dec-16,2276668481,4310593745,1715224128,3204357346
(주)현대백화점,69960,Dec-17,2159552233,4617729285,1541493291,3400299719
(주)현대백화점,69960,Dec-18,2159469660,4829092429,1598937255,3714788674
(주)현대백화점,69960,Dec-19,2643807874,4979286423,1963854413,3831705742
(주)현대에버다임,41440,Dec-11,109524439,87066537,106849875,86489494
(주)현대에버다임,41440,Dec-12,110136433,117747497,99409224,118491136
(주)현대에버다임,41440,Dec-13,134948760,134617528,118893583,135790858
(주)현대에버다임,41440,Dec-14,171443936,139879515,144546010,144426688
(주)현대에버다임,41440,Dec-15,134488308,150928724,106316464,157202164
(주)현대에버다임,41440,Dec-16,95088379,167297094,68621568,168216212
(주)현대에버다임,41440,Dec-17,90082817,183515226,67417283,179027213
(주)현대에버다임,41440,Dec-18,77431679,191947363,61321742,186359346
(주)현대에버다임,41440,Dec-19,90466820,189898509,76466279,184037230
(주)현대이지웰,90850,Dec-13,,,17899730,23585382
(주)현대이지웰,90850,Dec-14,,,27640575,21644415
(주)현대이지웰,90850,Dec-15,34082846,25433618,34007640,26046234
(주)현대이지웰,90850,Dec-16,35654234,22866516,35216603,24948073
(주)현대이지웰,90850,Dec-17,55289979,24975458,54849510,28055246
(주)현대이지웰,90850,Dec-18,54607884,28078307,53357830,31945256
(주)현대이지웰,90850,Dec-19,53832923,36374616,51517983,39261492
(주)현대퓨처넷,126560,Dec-11,158659191,437156498,72130293,350523760
(주)현대퓨처넷,126560,Dec-12,92506893,491617463,16889278,375388843
(주)현대퓨처넷,126560,Dec-13,77728082,533354031,13757025,396198652
(주)현대퓨처넷,126560,Dec-14,67953946,573234926,10931595,404949292
(주)현대퓨처넷,126560,Dec-15,55613906,596561510,8357304,410937380
(주)현대퓨처넷,126560,Dec-16,62688754,628389203,60482817,621752822
(주)현대퓨처넷,126560,Dec-17,65831407,669137141,64061649,661247895
(주)현대퓨처넷,126560,Dec-18,66437344,714042947,60254239,701677094
(주)현대퓨처넷,126560,Dec-19,72002590,741481301,68775689,728443190
(주)현대홈쇼핑,57050,Dec-11,270580224,869250948,269085758,832484232
(주)현대홈쇼핑,57050,Dec-12,,,331676444,974682757
(주)현대홈쇼핑,57050,Dec-13,,,273850675,1155191109
