회사명,거래소코드,회계년도,유동자산(IFRS연결),유동부채(IFRS연결),자산(IFRS연결),유동자산(IFRS개별),유동부채(IFRS개별),자산(IFRS개별)
LS일렉트릭(주),10120,Dec-12,1156968374,604173409,2020324063,874500527,501196527,1885861070
LS일렉트릭(주),10120,Dec-13,1237405837,521551282,2101280444,948360722,416583932,1961236234
LS일렉트릭(주),10120,Dec-14,1402954586,737436652,2294355146,1117159537,636130983,2151083199
LS일렉트릭(주),10120,Dec-15,1394335061,618075404,2251673935,1096544683,518885396,2107925177
LS일렉트릭(주),10120,Dec-16,1417503432,680589631,2261805558,1092398270,579425747,2095351107
LS일렉트릭(주),10120,Dec-17,1416121088,649817776,2255821411,1105512826,551779579,2086912499
LS일렉트릭(주),10120,Dec-18,1536084083,700173004,2405835525,1188556589,588574874,2211787822
LS일렉트릭(주),10120,Dec-19,1666899982,753778847,2538144407,1326666713,626906482,2328541203
OCI(주),10060,Dec-11,1985701838,1452468849,7205013146,1571751477,706352253,5663590062
OCI(주),10060,Dec-12,1977427652,948823679,7283049629,1461200380,394197245,5939458718
OCI(주),10060,Dec-13,1844868527,1580117384,7302290651,1320279809,914811546,5716069793
OCI(주),10060,Dec-14,1886070902,1822502115,7418713804,1256972584,1001397758,5472100247
OCI(주),10060,Dec-15,2399834131,1585448631,7298775478,1264217114,755351223,5229793782
OCI(주),10060,Dec-16,1981389629,1437938519,6248555403,1302893841,1038940845,5159099465
OCI(주),10060,Dec-17,2098427000,1214344006,6077824637,1427326118,988759846,5268314789
OCI(주),10060,Dec-18,2018703322,1092898742,5659590446,1329564971,773866893,4757819272
OCI(주),10060,Dec-19,2160672177,845845775,4811211712,1020694352,645108280,3796677716
SK이노베이션(주),96770,Dec-11,19886931642,14305452178,35026880858,1930410275,430796669,14885809811
SK이노베이션(주),96770,Dec-12,17885165635,12024817510,33831080372,2081152030,668740382,15303734943
SK이노베이션(주),96770,Dec-13,16997439560,11665349893,35288869208,971188086,187202957,14486694282
SK이노베이션(주),96770,Dec-14,14888371134,11403361285,35101313814,649084122,180806853,14508603389
SK이노베이션(주),96770,Dec-15,12842183353,7494013739,31359835736,1348655958,244395064,14474189652
SK이노베이션(주),96770,Dec-16,14987716062,8736546528,32581330983,861116049,208608312,13561837741
SK이노베이션(주),96770,Dec-17,16219198623,9954797442,34243603274,1588906972,879937784,14795190020
SK이노베이션(주),96770,Dec-18,16752415052,8940623415,36085384070,1500027432,418939327,15846830095
SK이노베이션(주),96770,Dec-19,17352776869,10456380735,39526056607,1360416534,817468460,16355886773
SNT모티브(주),64960,Dec-11,455992508,326924302,899406231,377235277,271683448,793147491
SNT모티브(주),64960,Dec-12,454072273,310059609,895055890,392286091,267137996,810948117
SNT모티브(주),64960,Dec-13,639221031,436069652,1206018423,370766765,277587702,855126771
SNT모티브(주),64960,Dec-14,588020026,346840747,1115027090,396032361,255677192,874061412
SNT모티브(주),64960,Dec-15,645403557,303642392,1172763190,446274878,225450013,912895157
SNT모티브(주),64960,Dec-16,716324278,368581136,1248155630,478964034,243566180,945873236
SNT모티브(주),64960,Dec-17,707755426,304754255,1226311096,478854776,219513417,953781276
SNT모티브(주),64960,Dec-18,680052043,281482350,1196519724,467185179,221157339,950075631
SNT모티브(주),64960,Dec-19,625855314,241124000,1038905998,586208940,226522810,1020642968
SNT중공업(주),3570,Dec-11,542977795,295360007,1182293020,392231245,194656295,927780346
SNT중공업(주),3570,Dec-12,520914376,248817945,1156625435,366106327,160568634,923730965
SNT중공업(주),3570,Dec-13,421758329,175157177,935742233,404635979,154575980,909582822
SNT중공업(주),3570,Dec-14,395314600,170715794,914416684,380060994,150932070,886803688
SNT중공업(주),3570,Dec-15,425095624,152652312,921662680,404789103,129318491,889873771
SNT중공업(주),3570,Dec-16,421580737,150625432,890522084,401077123,127145172,860133260
SNT중공업(주),3570,Dec-17,399108316,164030236,838427549,379882313,141921739,813215285
SNT중공업(주),3570,Dec-18,413712117,118004884,845671572,389835239,98428219,819413362
SNT중공업(주),3570,Dec-19,411352646,106326931,841373802,380544365,89934717,820998787
STX엔진(주),77970,Dec-11,1782966129,1925789038,3513992968,932754043,1190984913,2086714065
STX엔진(주),77970,Dec-12,2099349733,1690499071,3213865730,1128424982,995732389,2027727458
STX엔진(주),77970,Dec-13,788158993,899456984,1232540949,755889957,868519436,1200268912
STX엔진(주),77970,Dec-14,626533311,547142525,994049394,625788942,546903054,993727127
STX엔진(주),77970,Dec-15,,,,569624885,404764524,933607603
STX엔진(주),77970,Dec-16,449827298,636876448,830228814,441049077,626211094,821375702
STX엔진(주),77970,Dec-17,435290833,631483192,817766542,437943312,627319310,820067933
STX엔진(주),77970,Dec-18,493818832,349865608,864147954,496990577,349275963,867032188
STX엔진(주),77970,Dec-19,438989323,355269966,828375562,428798783,345387041,817081809
STX중공업(주),71970,Dec-11,671913360,688160294,1137453340,662432632,685332355,1130451424
STX중공업(주),71970,Dec-12,578788737,608469690,1049278969,568164682,602790800,1042187712
STX중공업(주),71970,Dec-13,737781685,770451076,1679370786,734371301,767643728,1684881803
STX중공업(주),71970,Dec-14,641882165,645291262,1486441146,637445734,642068352,1482857528
STX중공업(주),71970,Dec-15,574417416,548834238,1419848489,569760080,548085720,1416330345
STX중공업(주),71970,Dec-16,290025206,1423080113,849906703,285231182,1420327697,846362315
STX중공업(주),71970,Dec-17,223745907,316223525,744314393,223764758,315388937,744332662
STX중공업(주),71970,Dec-18,321067604,294786020,567197923,320908067,294807005,567037791
STX중공업(주),71970,Dec-19,221287501,198542367,447548959,220985016,198533047,447396474
가온미디어(주),78890,Dec-11,77510486,53877018,111123276,76155374,53599050,111641334
가온미디어(주),78890,Dec-12,121039313,86366255,151904186,122537013,86225048,153263314
가온미디어(주),78890,Dec-13,101391939,58283019,132534576,101741491,58226269,132829305
가온미디어(주),78890,Dec-14,159997292,100005118,188725721,150731655,94639026,186419611
가온미디어(주),78890,Dec-15,192573748,116008503,221714093,189456948,114585671,222880424
가온미디어(주),78890,Dec-16,210502933,101887980,239295207,202781156,99189870,239313265
가온미디어(주),78890,Dec-17,237726343,127574295,266959847,229504212,124061804,267598875
가온미디어(주),78890,Dec-18,295984058,184225163,325750423,289955765,182003598,325081118
가온미디어(주),78890,Dec-19,276600026,113294044,307629967,272834470,111606149,306839004
가온전선(주),500,Dec-11,293854380,159110802,509900791,291946496,158285343,510404190
가온전선(주),500,Dec-12,301511647,162653661,517141282,300062590,161555420,519993633
가온전선(주),500,Dec-13,297979985,147475729,539789322,286749389,132528237,513647072
가온전선(주),500,Dec-14,271297105,147699806,511258653,259363344,121494520,486088759
가온전선(주),500,Dec-15,282044125,157617251,520474259,268208582,147522723,489897296
가온전선(주),500,Dec-16,285489442,182515205,519225689,268669933,171872349,486618623
가온전선(주),500,Dec-17,291490986,193132989,538955918,272686710,166808677,505917314
가온전선(주),500,Dec-18,277829165,147498229,526494275,259163599,137204454,494369790
가온전선(주),500,Dec-19,264775008,168070024,512573535,249187047,161383351,485428366
감성코퍼레이션(주),36620,Dec-11,,,,7020936,11689132,47818535
감성코퍼레이션(주),36620,Dec-12,,,,6757275,9944871,46143043
감성코퍼레이션(주),36620,Dec-13,,,,5509305,9224068,39759911
감성코퍼레이션(주),36620,Dec-14,,,,7305542,13102125,55808633
감성코퍼레이션(주),36620,Dec-15,,,,6794043,15840258,40636905
감성코퍼레이션(주),36620,Dec-16,,,,7138369,15315014,33978649
감성코퍼레이션(주),36620,Dec-17,,,,11121293,9578184,20440706
감성코퍼레이션(주),36620,Dec-18,8036454,4226725,16450114,8054336,4214846,16291428
감성코퍼레이션(주),36620,Dec-19,24457937,22513222,39221444,26560032,22339692,40412370
강남제비스코(주),860,Dec-11,155025423,50170099,382288039,148233164,47833081,286325042
강남제비스코(주),860,Dec-12,178308701,54079070,416128544,167316728,47516770,306197123
강남제비스코(주),860,Dec-13,204633072,56487899,460559150,191000168,48433321,330201735
강남제비스코(주),860,Dec-14,216632161,54687173,490785440,201574663,45796695,347627353
강남제비스코(주),860,Dec-15,232732626,50679603,522260145,214329447,43396250,363868620
강남제비스코(주),860,Dec-16,241277537,57221747,560934377,221834089,49593715,387165023
강남제비스코(주),860,Dec-17,212085301,60317070,584684282,194534020,55319515,406632324
강남제비스코(주),860,Dec-18,187924543,60379469,657866050,143360831,48445523,401452063
강남제비스코(주),860,Dec-19,178788070,59914686,672270313,129428124,47662141,396593056
갤럭시아머니트리(주),94480,Dec-11,117078631,146133801,193470119,64284745,48541865,90083820
갤럭시아머니트리(주),94480,Dec-12,108584958,130345968,170244342,59447636,43543416,85631042
갤럭시아머니트리(주),94480,Dec-13,111497569,141402582,169018358,69798048,54641261,97234615
갤럭시아머니트리(주),94480,Dec-14,79799473,60057464,105194915,59330772,51392552,94719729
갤럭시아머니트리(주),94480,Dec-15,94157479,77016835,124025960,91319602,75467770,122222416
갤럭시아머니트리(주),94480,Dec-16,113217833,90045327,143345214,111296540,89457514,142134327
갤럭시아머니트리(주),94480,Dec-17,154852571,110155341,183457161,154849075,109165240,183407717
갤럭시아머니트리(주),94480,Dec-18,191872489,142455990,229962293,191871957,141483880,229961761
갤럭시아머니트리(주),94480,Dec-19,192857151,125117016,240358046,191702335,124145170,240366929
경남스틸(주),39240,Dec-11,,,,84325519,64913129,122103002
경남스틸(주),39240,Dec-12,,,,79821835,54820099,117823647
경남스틸(주),39240,Dec-13,,,,77995566,38768928,114814004
경남스틸(주),39240,Dec-14,,,,99064035,55539167,137170495
경남스틸(주),39240,Dec-15,,,,104042698,67990733,146327097
경남스틸(주),39240,Dec-16,,,,90191603,53421576,130501358
경남스틸(주),39240,Dec-17,,,,103353717,60760496,148087552
경남스틸(주),39240,Dec-18,,,,91540658,44081664,141729071
경남스틸(주),39240,Dec-19,,,,90436331,51273832,141926691
경남제약(주),53950,Dec-11,,,,46694504,38744724,82192619
경남제약(주),53950,Dec-12,,,,40796184,51575492,78921985
경남제약(주),53950,Dec-13,,,,24003015,36137916,52634683
경남제약(주),53950,Dec-14,,,,20815652,32271709,47896460
경남제약(주),53950,Dec-15,,,,21523794,28134440,47037092
경남제약(주),53950,Dec-16,,,,23739704,21577205,45175775
경남제약(주),53950,Dec-17,,,,29145696,31928066,53756663
경남제약(주),53950,Dec-18,32592511,22740182,53157002,32608110,22736342,53322421
경남제약(주),53950,Dec-19,52105273,10676026,74460268,52255868,10638183,74761331
경동제약(주),11040,Dec-11,99007261,29956997,185721629,98108203,29956974,185585287
경동제약(주),11040,Dec-12,99281943,29433548,189234624,96624943,25657150,185621031
경동제약(주),11040,Dec-13,105758592,26609027,200386087,103300774,22706560,196693747
경동제약(주),11040,Dec-14,102740736,32003903,227679294,99222873,27829255,223515359
경동제약(주),11040,Dec-15,85607304,20500653,233410410,83557566,16183864,229329310
경동제약(주),11040,Dec-16,112480393,27194063,238488083,107773739,23725377,235095901
경동제약(주),11040,Dec-17,110127126,29908482,251427545,106211953,27146628,249085399
경동제약(주),11040,Dec-18,126151982,39415220,257792241,122060916,38353077,249277620
경동제약(주),11040,Dec-19,142312197,23148224,287589289,140715153,23116723,277175622
경인전자(주),9140,Dec-11,40876787,6645238,63394446,25884369,4222206,58503866
경인전자(주),9140,Dec-12,38942180,5718470,63740263,24736038,4544815,58812637
경인전자(주),9140,Dec-13,42220623,7139260,66000530,24779950,4129000,58269577
경인전자(주),9140,Dec-14,36612195,3542918,61733225,19852734,3088929,57142142
경인전자(주),9140,Dec-15,39256977,3848505,64239944,19772437,2123617,57157206
경인전자(주),9140,Dec-16,46586631,4269426,64297759,26719154,2374307,56184686
경인전자(주),9140,Dec-17,46772541,3189371,59851412,30342434,1361283,55800565
경인전자(주),9140,Dec-18,43780372,2187324,57418578,28447428,949459,54456065
경인전자(주),9140,Dec-19,44909127,1921698,56871284,29287176,1291775,54260449
경창산업(주),24910,Dec-11,129329294,222402061,380989102,119827514,218976259,368414785
경창산업(주),24910,Dec-12,135027339,165590032,393499127,122944747,161532249,378147721
경창산업(주),24910,Dec-13,138136192,209481864,433768423,121774524,204318358,413981315
경창산업(주),24910,Dec-14,164329616,250427627,475258491,144040283,243728927,449931505
경창산업(주),24910,Dec-15,187504354,279059212,579875469,123686616,215301121,461849484
경창산업(주),24910,Dec-16,199982614,321562763,614039328,133324252,256660948,500213206
경창산업(주),24910,Dec-17,179914082,320148931,667099775,121857979,272793511,555301171
경창산업(주),24910,Dec-18,176041605,294964070,638157624,117289965,250357612,506725016
경창산업(주),24910,Dec-19,181047291,314523207,564865660,118692776,268759279,452015739
계룡건설산업(주),13580,Dec-11,1138533568,650763021,1561234850,967488989,588444637,1372691739
계룡건설산업(주),13580,Dec-12,1168877370,850654487,1619835867,904495669,683623503,1329508773
계룡건설산업(주),13580,Dec-13,996304844,835219747,1481928439,732880238,634962702,1195615003
계룡건설산업(주),13580,Dec-14,773782689,808888215,1238256092,547913329,673785637,994976139
계룡건설산업(주),13580,Dec-15,742035243,788778595,1224683471,536501445,625990270,983648373
계룡건설산업(주),13580,Dec-16,1006807749,1072113131,1513435499,671944643,779997774,1147929298
계룡건설산업(주),13580,Dec-17,1014509743,965869031,1582918161,683431892,714728319,1215806878
계룡건설산업(주),13580,Dec-18,1078438581,1005435469,1726211682,726631998,745060838,1320126167
계룡건설산업(주),13580,Dec-19,1277206886,1153160037,2006740305,921813057,877749916,1534677300
계양전기(주),12200,Dec-11,113330257,26352978,170610595,100455861,22812358,165706645
계양전기(주),12200,Dec-12,117501174,24496742,174553310,109430212,22498962,175236447
계양전기(주),12200,Dec-13,122137533,26443953,180806076,114229437,23092353,181843772
계양전기(주),12200,Dec-14,115991986,45285783,204236124,107559135,40654036,202218613
계양전기(주),12200,Dec-15,100136207,42913403,211584625,92903548,39376408,207971019
계양전기(주),12200,Dec-16,120473201,53792010,243982899,108188898,48200668,232513279
계양전기(주),12200,Dec-17,129672489,66454036,253948487,116074541,60730594,248233750
계양전기(주),12200,Dec-18,135072512,58894671,273358875,120145081,51437677,260405484
계양전기(주),12200,Dec-19,144362928,72865183,281736766,129727002,59143817,265634755
고려산업(주),2140,Dec-11,61101602,53628875,124894379,61039724,53628875,123414609
고려산업(주),2140,Dec-12,81541442,59273555,148320365,81124281,58939655,143910173
고려산업(주),2140,Dec-13,79047123,65863219,148377505,78736211,65662505,142727158
고려산업(주),2140,Dec-14,82283635,73989658,156033056,81978914,73804948,148009044
고려산업(주),2140,Dec-15,83060118,72606828,159959339,75619797,68682359,145460494
고려산업(주),2140,Dec-16,86126900,73873006,167843756,76796142,66906857,146939216
고려산업(주),2140,Dec-17,98886628,85722377,183124063,90074912,79875829,169236176
고려산업(주),2140,Dec-18,116104316,103540646,213622767,105586785,96867349,198356340
고려산업(주),2140,Dec-19,109391248,95162935,206489850,99657678,88941055,191884060
고려신용정보(주),49720,Dec-11,,,,9897267,6224770,19006602
고려신용정보(주),49720,Dec-12,12465360,7118360,20051534,10156681,5607378,18490040
고려신용정보(주),49720,Dec-13,10840808,7539928,20619089,10084446,7479779,20877923
고려신용정보(주),49720,Dec-14,12281177,9192757,23046577,11689011,9141114,23511755
고려신용정보(주),49720,Dec-15,15055983,9405522,25217577,14499401,9389027,25076210
고려신용정보(주),49720,Dec-16,15982147,10318972,27431309,15465103,10301890,27368295
고려신용정보(주),49720,Dec-17,,,,15072716,9794427,27167648
고려신용정보(주),49720,Dec-18,,,,18671999,12549482,32970957
고려신용정보(주),49720,Dec-19,19953010,18366836,48729768,17664236,18164056,45764350
고려아연(주),10130,Dec-11,2438545202,686319192,4606179546,1933734194,353070774,3901068009
고려아연(주),10130,Dec-12,2523323061,625939278,4940542141,2197976604,485986259,4486814791
고려아연(주),10130,Dec-13,2523849164,483370911,5120964733,2177698784,364156299,4690739690
고려아연(주),10130,Dec-14,2674108069,551181947,5642418565,2277118487,417008280,5138172323
고려아연(주),10130,Dec-15,2537906166,390034948,5907933007,2148288030,321292365,5423762309
고려아연(주),10130,Dec-16,2894550312,536772601,6482637892,2399095959,411098642,5879657815
고려아연(주),10130,Dec-17,3669853352,606533185,7038142273,3148167179,408245888,6304117204
고려아연(주),10130,Dec-18,3965909726,538439986,7225894144,3303665349,369025268,6454453449
고려아연(주),10130,Dec-19,4597942700,704279138,7840561222,3764016044,494119578,6942417554
고려제강(주),2240,Dec-11,617572955,381603503,1823262406,265520380,222069171,1209355861
고려제강(주),2240,Dec-12,556988963,366035702,1813977723,243110232,221120072,1303152096
고려제강(주),2240,Dec-13,567026342,360792805,1823962847,278751515,242646322,1355729605
고려제강(주),2240,Dec-14,1061913124,828885201,2524438036,282384062,291083302,1407270945
고려제강(주),2240,Dec-15,899828894,725053821,2425786817,246740902,249666935,1354595929
고려제강(주),2240,Dec-16,904239911,733876297,2453092338,254167707,265239403,1401983391
고려제강(주),2240,Dec-17,913745074,714478663,2400558034,239864955,228067222,1381863487
고려제강(주),2240,Dec-18,949368314,690066631,2387466225,247208463,207938344,1374719467
고려제강(주),2240,Dec-19,916181572,640459454,2353652421,254776503,233193197,1403851194
고려제약(주),14570,Dec-11,,,,47803689,14880162,66682383
고려제약(주),14570,Dec-12,,,,47523726,14614255,65942813
고려제약(주),14570,Dec-13,,,,44591074,10909277,63542138
고려제약(주),14570,Dec-14,,,,43947002,9306577,62174510
고려제약(주),14570,Dec-15,,,,40437367,7307599,59197379
고려제약(주),14570,Dec-16,,,,44921547,8033623,63411164
고려제약(주),14570,Dec-17,,,,48730385,8602423,66794035
고려제약(주),14570,Dec-18,,,,50934707,6561257,72962058
고려제약(주),14570,Dec-19,,,,51534642,6523079,75849501
광동제약(주),9290,Dec-11,171368715,60228674,321682097,161860164,56833095,313871405
광동제약(주),9290,Dec-12,202817922,72666702,389433837,191453696,71106984,382069331
광동제약(주),9290,Dec-13,238516240,103864981,425675174,225622127,101253661,416785331
광동제약(주),9290,Dec-14,247347521,110687742,442528217,228971529,107348560,431945180
광동제약(주),9290,Dec-15,396634577,222995502,663786481,231874388,111784061,511611731
광동제약(주),9290,Dec-16,412786776,237097539,679780115,258075283,141249456,545597886
광동제약(주),9290,Dec-17,449406138,280544798,722699738,286125171,178584881,584095470
광동제약(주),9290,Dec-18,459081838,271353254,732056804,293835581,163782103,589159068
광동제약(주),9290,Dec-19,525962736,308362267,792776013,367790752,202049289,656040076
광전자(주),17900,Dec-11,133899089,92766991,350230397,120860650,78502324,338082356
광전자(주),17900,Dec-12,118273906,52863762,282485538,90421492,32843046,268245635
광전자(주),17900,Dec-13,139916575,54486660,269369303,118118649,31980419,248434979
광전자(주),17900,Dec-14,160895595,41540034,278247542,141832692,18665466,253872419
광전자(주),17900,Dec-15,134689220,23014758,240272144,137147910,18414094,235663842
광전자(주),17900,Dec-16,148800628,24478590,242283949,145863597,20478175,238192323
광전자(주),17900,Dec-17,145679377,21010459,238229947,144141110,19034545,235532492
광전자(주),17900,Dec-18,130835460,23242869,262117704,128240508,21338691,259675091
광전자(주),17900,Dec-19,127493673,22636931,260279875,122545598,19451683,254266728
광진실업(주),26910,Dec-11,,,,35199621,22029418,58463219
광진실업(주),26910,Dec-12,,,,31005175,16900529,53523073
광진실업(주),26910,Dec-13,,,,25141112,10556879,45454432
광진실업(주),26910,Dec-14,,,,24333573,12214564,43513960
광진실업(주),26910,Dec-15,,,,22067476,9086141,42529115
광진실업(주),26910,Dec-16,,,,21164259,8567758,40534776
광진실업(주),26910,Dec-17,,,,20392854,9841572,38836372
광진실업(주),26910,Dec-18,,,,18863055,5479661,36242698
광진실업(주),26910,Dec-19,,,,18506317,6434090,36126776
국도화학(주),7690,Dec-11,353244848,178086016,567444580,259002506,118225355,466990359
국도화학(주),7690,Dec-12,331272263,165492197,547775296,255889699,120325293,464358947
국도화학(주),7690,Dec-13,343366639,145893841,590442007,253922828,95869373,488596159
국도화학(주),7690,Dec-14,372562073,184262304,637431455,265215682,120931496,520694820
국도화학(주),7690,Dec-15,396244635,209134204,681283306,290566267,145203008,566483934
국도화학(주),7690,Dec-16,390514992,165992881,682784695,286237515,102070365,567679558
국도화학(주),7690,Dec-17,431007146,232707821,788549500,298222843,159535665,651933266
국도화학(주),7690,Dec-18,451232453,269570535,854418441,325576432,201426309,709428899
국도화학(주),7690,Dec-19,438749361,230929403,905420095,332891105,182473374,747581703
국일신동(주),60480,Dec-14,,,,24618739,9221193,53599347
국일신동(주),60480,Dec-15,,,,18837141,4552038,47883444
국일신동(주),60480,Dec-16,,,,16432542,2123659,45148560
국일신동(주),60480,Dec-17,,,,18532603,2985597,47608413
국일신동(주),60480,Dec-18,,,,18244670,2692793,47313454
국일신동(주),60480,Dec-19,,,,19576283,2185349,53370196
국일제지(주),78130,Dec-11,130935612,164779524,259336270,33231398,46348938,86310097
국일제지(주),78130,Dec-12,149100392,151371183,220027962,54454983,51465932,89230354
국일제지(주),78130,Dec-13,57344538,61745742,125124563,29376120,34095483,72049453
국일제지(주),78130,Dec-14,51468516,76339958,115399598,26093432,31636776,67550206
국일제지(주),78130,Dec-15,,,,39475966,47105143,100913988
국일제지(주),78130,Dec-16,,,,41300967,44815329,101989432
국일제지(주),78130,Dec-17,,,,46483660,47064189,106712308
국일제지(주),78130,Dec-18,,,,46699653,55623899,113718999
국일제지(주),78130,Dec-19,51403515,75575312,125508720,48251084,75555016,125482390
국제약품(주),2720,Mar-11,90450987,53732180,142910369,89802022,53685835,142506217
국제약품(주),2720,Dec-12,66706488,54077401,114924400,65805957,53726806,114118482
국제약품(주),2720,Dec-13,70312423,31086590,117430860,69724278,30438998,117324062
국제약품(주),2720,Dec-14,71913309,55559601,117508309,71282459,54693182,116584067
국제약품(주),2720,Dec-15,66557405,32036508,136643778,62730587,28017294,132177555
국제약품(주),2720,Dec-16,60437696,49931516,129455413,59807593,49532858,128809637
국제약품(주),2720,Dec-17,59537269,50577481,131646346,58966762,50483528,131023233
국제약품(주),2720,Dec-18,54559369,48199752,126234896,53591580,48116429,125109732
국제약품(주),2720,Dec-19,61135036,59250772,134593614,60161879,59080611,133102192
그랜드코리아레저(주),114090,Dec-11,,,,274909521,146218387,376356788
그랜드코리아레저(주),114090,Dec-12,,,,346040946,148967639,488541049
그랜드코리아레저(주),114090,Dec-13,,,,435239322,159606328,562914254
그랜드코리아레저(주),114090,Dec-14,,,,529154441,204997195,651013158
그랜드코리아레저(주),114090,Dec-15,,,,494009242,168823977,650518244
그랜드코리아레저(주),114090,Dec-16,,,,557605411,185942766,730177649
그랜드코리아레저(주),114090,Dec-17,,,,566196748,169546689,731904311
그랜드코리아레저(주),114090,Dec-18,455583241,168569817,765759332,455109823,168797612,765845304
그랜드코리아레저(주),114090,Dec-19,457057708,211761095,909430532,453913555,210084490,906069881
그린케미칼(주),83420,Dec-11,,,,58068127,33549374,129851420
그린케미칼(주),83420,Dec-12,,,,69342061,49698063,158667057
그린케미칼(주),83420,Dec-13,,,,67938828,48161182,162058008
그린케미칼(주),83420,Dec-14,,,,62330090,59575838,196396573
그린케미칼(주),83420,Dec-15,,,,67273379,94520441,218566708
그린케미칼(주),83420,Dec-16,,,,72384952,80685289,206368678
그린케미칼(주),83420,Dec-17,,,,74440532,75584223,195270243
그린케미칼(주),83420,Dec-18,,,,77428204,71468710,189074022
그린케미칼(주),83420,Dec-19,,,,81457098,66102446,186816236
극동유화(주),14530,Dec-11,,,,115412443,78022755,195932757
극동유화(주),14530,Dec-12,,,,116932335,69665070,197891858
극동유화(주),14530,Dec-13,,,,109836599,70752761,195573225
극동유화(주),14530,Dec-14,111319947,61602516,188576260,109728958,60245709,185129607
극동유화(주),14530,Dec-15,96019952,46174583,187471506,94581274,45399687,179862275
극동유화(주),14530,Dec-16,110011699,39879310,191718877,103091721,39068736,185279009
극동유화(주),14530,Dec-17,134844002,61804689,268503821,127855722,60888401,261352253
극동유화(주),14530,Dec-18,126806827,68911775,280142460,119854969,68917949,271487530
극동유화(주),14530,Dec-19,118470813,80661972,289929212,115261819,80550135,280636684
글로벌에스엠테크리미티드,900070,Dec-11,70983693,16739386,105638054,,,
글로벌에스엠테크리미티드,900070,Dec-12,69970715,19428975,103837701,,,
글로벌에스엠테크리미티드,900070,Dec-13,70812479,18609212,105895567,,,
글로벌에스엠테크리미티드,900070,Dec-14,68009871,20598676,105604612,,,
글로벌에스엠테크리미티드,900070,Dec-15,90284776,35925672,146503560,,,
글로벌에스엠테크리미티드,900070,Dec-16,94845169,30960249,145926656,,,
글로벌에스엠테크리미티드,900070,Dec-17,89686115,24713122,134638858,,,
글로벌에스엠테크리미티드,900070,Dec-18,82239521,25307060,130722918,,,
글로벌에스엠테크리미티드,900070,Dec-19,83907547,24358019,131445124,,,
글로벌텍스프리(주),204620,Dec-14,,,,,,
글로벌텍스프리(주),204620,Dec-15,,,,,,
글로벌텍스프리(주),204620,Dec-16,,,,,,
글로벌텍스프리(주),204620,Dec-17,60824952,7686387,75947981,53145811,5532456,75617960
글로벌텍스프리(주),204620,Dec-18,99375715,9950195,112165202,86845447,8143525,111326849
글로벌텍스프리(주),204620,Dec-19,101718783,20542653,126536404,86508682,15021547,121858457
글로본(주),19660,Mar-11,,,,,,
글로본(주),19660,Mar-12,,,,,,
글로본(주),19660,Mar-13,,,,,,
글로본(주),19660,Mar-14,,,,,,
글로본(주),19660,Mar-15,,,,,,
글로본(주),19660,Mar-16,,,,,,
글로본(주),19660,Dec-17,,,,7482951,1565749,28697292
글로본(주),19660,Dec-18,,,,25614423,19146838,47555586
글로본(주),19660,Dec-19,,,,12727833,11315073,33229332
금강공업(주),14280,Dec-11,159695097,185171607,431242593,149442009,163161838,390653178
금강공업(주),14280,Dec-12,178251932,212898231,499093977,172154977,194451424,462007030
금강공업(주),14280,Dec-13,283660099,355303080,675454670,171132901,262719890,489779880
금강공업(주),14280,Dec-14,288007752,329599052,723147129,169877190,226014282,521016169
금강공업(주),14280,Dec-15,273478266,363345112,678340605,186275205,281886640,525737329
금강공업(주),14280,Dec-16,268322640,338435353,710805610,177636403,255912596,551875790
금강공업(주),14280,Dec-17,306730316,389645499,756422311,206556291,294024600,579579384
금강공업(주),14280,Dec-18,362894311,422318183,852848677,236990311,297983054,618603502
금강공업(주),14280,Dec-19,388610900,444240534,834006206,277153878,312741016,592457771
금강철강(주),53260,Dec-11,99523108,38411302,125756658,99370151,36029770,122669550
금강철강(주),53260,Dec-12,100113533,34756387,128350997,100520769,33329004,126557029
금강철강(주),53260,Dec-13,105026918,31406478,130946263,105642275,29931412,128596873
금강철강(주),53260,Dec-14,102357846,24816192,127849883,103165965,23660869,125689698
금강철강(주),53260,Dec-15,102415333,24222419,131914340,98053583,23057074,129095915
금강철강(주),53260,Dec-16,105353918,23888340,134873993,102472237,22239536,132280164
금강철강(주),53260,Dec-17,98369831,20836138,129983802,94568107,19208239,127517778
금강철강(주),53260,Dec-18,92558251,22365946,133399433,88585745,20490117,129772388
금강철강(주),53260,Dec-19,99538456,24595078,136604950,95215964,23261247,133621542
금호건설(주),2990,Dec-11,2806837004,1877168222,3681191103,2287923037,1697307782,2938284415
금호건설(주),2990,Dec-12,1064537877,1357038966,1932235236,918030002,1167869520,1702645914
금호건설(주),2990,Dec-13,955140605,1340030427,1766377953,976129884,1339186058,1708573364
금호건설(주),2990,Dec-14,799237440,773324049,1504368052,797254115,772454199,1391118504
금호건설(주),2990,Dec-15,674454378,773535869,1310031833,672362664,772646480,1211353415
금호건설(주),2990,Dec-16,737819812,697422198,1274602780,735569515,696476057,1273032509
금호건설(주),2990,Dec-17,654395336,673008878,1284875517,651936057,671950217,1194576602
금호건설(주),2990,Dec-18,618877917,639735609,1182209922,616384598,638734249,1165207197
금호건설(주),2990,Dec-19,1014258294,763084518,1337430597,1006562898,761978427,1328869611
금호석유화학(주),11780,Dec-11,2058130837,2713203948,4714232584,1684909493,2405337414,3941902990
