회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),투자활동으로 인한 현금흐름(*)(IFRS)(천원),재무활동으로 인한 현금흐름(*)(IFRS)(천원),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),투자활동으로 인한 현금흐름(*)(IFRS연결)(천원),재무활동으로 인한 현금흐름(*)(IFRS연결)(천원)
감성코퍼레이션(주),036620,2019/12,-1599239,-24972472,28515424,-3144391,-23079843,28229965
강남제비스코(주),000860,2011/12,20640655,-6052284,-10726884,19089729,-1806415,-10815186
강남제비스코(주),000860,2012/12,19312566,-3233548,-1004950,13361337,-2104652,3387222
강남제비스코(주),000860,2013/12,34384793,-2271496,-6453628,35598285,-3209903,-7090700
강남제비스코(주),000860,2014/12,34155187,-44722815,-2769140,34825999,-45036435,-2665415
강남제비스코(주),000860,2015/12,26776539,-29409395,-3106783,28745823,-27333533,-4436079
강남제비스코(주),000860,2016/12,23192455,-14592657,-3350029,25595811,-18606368,-2533780
강남제비스코(주),000860,2017/12,22756780,-48435940,-3331547,25389707,-48728673,-5388153
강남제비스코(주),000860,2018/12,6003607,-21088625,-3643157,10276336,-18988283,-2502833
강남제비스코(주),000860,2019/12,9033038,4038671,-4068491,11189248,12605027,-5520319
갤럭시아머니트리(주),094480,2011/12,-11743024,-2043337,20355186,-27978370,7497324,26066464
갤럭시아머니트리(주),094480,2012/12,-6222265,1813648,913920,-14176981,11962913,-3806705
갤럭시아머니트리(주),094480,2013/12,11350111,-1420316,-145710,5373536,2785197,2979966
갤럭시아머니트리(주),094480,2014/12,12263592,-11685041,-7364451,341663,4764604,-15800503
갤럭시아머니트리(주),094480,2015/12,4135553,-1422610,3878771,928525,-1309752,4107824
갤럭시아머니트리(주),094480,2016/12,-11298029,-2567776,17156770,-11884433,-2932660,17647959
갤럭시아머니트리(주),094480,2017/12,-43693836,268004,36433035,-44034879,449425,36595535
갤럭시아머니트리(주),094480,2018/12,-6883004,-3646776,21476123,-6886950,-3446776,21276123
갤럭시아머니트리(주),094480,2019/12,-30053723,-3251940,14844280,-30055692,-2086740,14844280
경남스틸(주),039240,2011/12,-11798603,-6706897,18440504,,,
경남스틸(주),039240,2012/12,19379824,-4351052,-15418860,,,
경남스틸(주),039240,2013/12,1605709,1522148,-3064044,,,
경남스틸(주),039240,2014/12,-1167978,-3598961,4798704,,,
경남스틸(주),039240,2015/12,-8622988,-5967257,14689422,,,
경남스틸(주),039240,2016/12,18934423,928578,-19140265,,,
경남스틸(주),039240,2017/12,-758436,-5337581,9326838,,,
경남스틸(주),039240,2018/12,22829981,-8735501,-12547094,,,
경남스틸(주),039240,2019/12,10915652,-3102962,-8447488,,,
경남제약(주),053950,2011/12,7609982,-8253938,-7363772,,,
경남제약(주),053950,2012/12,4081729,-2813455,-776901,,,
경남제약(주),053950,2013/12,-259181,7308661,-7042243,,,
경남제약(주),053950,2014/12,3805802,-41196,-4558418,,,
경남제약(주),053950,2015/12,4799478,-510654,-3652842,,,
경남제약(주),053950,2016/12,4888551,-1209197,-1592342,,,
경남제약(주),053950,2017/12,1717973,356173,2700000,,,
경남제약(주),053950,2018/12,-1639664,-3444402,4924999,-1754360,-3295067,4924999
경남제약(주),053950,2019/12,-6452062,808609,21134361,-6425022,808609,21134361
경동제약(주),011040,2011/12,26057978,-13526626,-6822200,26077585,-13526626,-6822200
경동제약(주),011040,2012/12,20085155,-15096388,-13487960,19960815,-14822897,-13385611
경동제약(주),011040,2013/12,15641665,-6432550,-3569909,16423252,-6878047,-3217622
경동제약(주),011040,2014/12,23787213,-21349439,-5078113,22729610,-21420018,-4333554
경동제약(주),011040,2015/12,17797865,-14212068,-4430084,18257173,-14590070,-4609179
경동제약(주),011040,2016/12,25467107,-11924854,-8811726,25627598,-11924380,-8882559
경동제약(주),011040,2017/12,15911942,-7894392,-5692835,14787782,-7888194,-4635949
경동제약(주),011040,2018/12,37086278,-24434440,-8020963,33268263,-22660438,-11507989
경동제약(주),011040,2019/12,-3247168,13888398,22442473,-2780700,14065152,21533114
경인전자(주),009140,2011/12,3026935,-3059976,-401449,3236038,-3596889,-401449
경인전자(주),009140,2012/12,2951697,-2056922,-662042,1884430,-2477494,-284309
경인전자(주),009140,2013/12,177378,1745054,-480090,2005521,950093,-480090
경인전자(주),009140,2014/12,2289335,1492570,-480090,6545738,1071493,-480090
경인전자(주),009140,2015/12,615906,962892,-480090,2167997,884829,-480090
경인전자(주),009140,2016/12,234139,3396664,-480090,1334890,3276190,-480090
경인전자(주),009140,2017/12,1324419,2174887,-342922,-2422940,1467044,-342922
경인전자(주),009140,2018/12,109059,1416950,-1122978,-181839,1128846,-1122978
경인전자(주),009140,2019/12,860549,3359765,-482769,395539,4852687,-482769
경창산업(주),024910,2011/12,32868623,-77037048,41698540,35128605,-77983282,40639518
경창산업(주),024910,2012/12,74510466,-48899007,-13188995,75996484,-49326883,-13314357
경창산업(주),024910,2013/12,105087639,-80404151,-31914967,108816640,-81533866,-32076394
경창산업(주),024910,2014/12,60055144,-81805677,19345133,62387308,-83753688,19172141
경창산업(주),024910,2015/12,62739163,-59834912,-2351553,79339850,-88060640,5199236
경창산업(주),024910,2016/12,85543779,-64653438,-13238909,111255729,-80811003,-20337507
경창산업(주),024910,2017/12,1094460,-42382281,29771119,4475158,-42160964,17543148
경창산업(주),024910,2018/12,72767368,-58139625,-10886460,78134037,-70364189,-3699113
경창산업(주),024910,2019/12,29215468,-7707748,-13760636,37498578,-12541221,-17716316
계룡건설산업(주),013580,2011/12,159875363,-57865680,1988668,142809481,-37773312,-14850206
계룡건설산업(주),013580,2012/12,-27016553,-25819897,-1880635,-66762128,-42656439,52739594
계룡건설산업(주),013580,2013/12,39379844,-30221370,-86166336,102779770,-30322221,-109358526
계룡건설산업(주),013580,2014/12,9026808,44499248,-66491527,-949450,41165843,-95325392
계룡건설산업(주),013580,2015/12,66518610,-8364196,-51262776,139557172,-23676536,-63907875
계룡건설산업(주),013580,2016/12,88725027,-19664121,11816638,125964883,-35808030,-146983
계룡건설산업(주),013580,2017/12,-27648506,-63400407,48792059,-58392279,-51822692,41441103
계룡건설산업(주),013580,2018/12,138741053,-7011706,-23702209,104065314,-9758211,1309840
계룡건설산업(주),013580,2019/12,-80695150,-37822329,125191559,13591200,-95980368,171695307
계양전기(주),012200,2011/12,5025772,14252622,-1487538,2739193,15160551,-1487538
계양전기(주),012200,2012/12,14997955,-11672411,2323949,13913115,-11708717,2323949
계양전기(주),012200,2013/12,12974282,-10052656,-5096698,11949203,-10128692,-4574428
계양전기(주),012200,2014/12,9822174,-20506839,-1719656,8861212,-20572149,-824086
계양전기(주),012200,2015/12,17554932,-21213189,-1608162,19205122,-22118771,-1581602
계양전기(주),012200,2016/12,16411203,-15618502,-1876637,18734059,-15080598,-3770344
계양전기(주),012200,2017/12,20761419,-11284795,-2221648,19779381,-10547452,-2886268
계양전기(주),012200,2018/12,-1933298,-20119156,15622950,-2972426,-16584916,15622950
계양전기(주),012200,2019/12,-1539288,-10823809,9452958,-2662074,-13068505,10994340
고려산업(주),002140,2011/12,4447020,-1210667,-2279930,4450090,-1217294,-2279930
고려산업(주),002140,2012/12,-8341558,-6968457,17528914,-8456112,-6978457,17658914
고려산업(주),002140,2013/12,4380171,-185158,-7089529,4484188,-315158,-7089529
고려산업(주),002140,2014/12,16915213,-12495659,-4242770,16939311,-12495659,-4242770
고려산업(주),002140,2015/12,8483940,-7792947,-580394,9550784,-7447897,-1616706
고려산업(주),002140,2016/12,18606619,-12575158,-6123622,15777188,-11878233,-3521733
고려산업(주),002140,2017/12,3319686,-16939050,15426354,1003574,-10727607,11511964
고려산업(주),002140,2018/12,-8369491,-15616865,25297006,-5720631,-18464222,26168959
고려산업(주),002140,2019/12,9745722,14423237,-21151155,10447484,14343762,-21902965
고려신용정보(주),049720,2011/12,2507157,-2934884,-420673,,,
고려신용정보(주),049720,2012/12,733916,221051,-688881,443662,967918,-488881
고려신용정보(주),049720,2013/12,4421055,-3064444,-767233,3825697,-3033609,-767233
고려신용정보(주),049720,2014/12,3480210,-357264,-828680,3344497,-153264,-828680
고려신용정보(주),049720,2015/12,4451824,-1696546,-1457689,4473583,-1695323,-1457689
고려신용정보(주),049720,2016/12,5299118,-254215,-2292737,5274752,-254215,-2292737
고려신용정보(주),049720,2017/12,3616482,-2803378,-2432722,,,
고려신용정보(주),049720,2018/12,8296893,-736782,-2780253,,,
고려신용정보(주),049720,2019/12,13451792,-9431312,-6722918,7375997,-4534380,-3754754
고려아연(주),010130,2011/12,771038770,-317858502,-132500781,909319544,-326134988,-134301973
고려아연(주),010130,2012/12,500919467,-615052148,-30514756,498585129,-593794821,-223986151
고려아연(주),010130,2013/12,699198509,-508801905,-231630645,728854802,-530391349,-251512862
고려아연(주),010130,2014/12,323115818,-500752870,-78463500,403850642,-563587743,-86544453
고려아연(주),010130,2015/12,886833201,-642074900,-230169764,944860095,-650784624,-236269636
고려아연(주),010130,2016/12,649825707,-437771186,-154934562,680703745,-458973219,-156539766
고려아연(주),010130,2017/12,676572778,-167723387,-163320590,796812343,-323708943,-172517182
고려아연(주),010130,2018/12,716599429,-604778468,-180042738,888331258,-649742278,-182943823
고려아연(주),010130,2019/12,636838138,-344354954,-206911878,692660279,-473864321,-190911553
고려제강(주),002240,2011/12,59326254,-79699957,23008245,102296236,-115807784,20541662
고려제강(주),002240,2012/12,48400092,-73792425,22458981,120244754,-157513021,30532178
고려제강(주),002240,2013/12,43977538,-50778701,5414881,85039125,-86780997,7593047
고려제강(주),002240,2014/12,40918943,-87205035,46435441,74570423,-64397892,128994998
고려제강(주),002240,2015/12,61507627,-12451456,-49372620,200742674,-155414804,-66789789
고려제강(주),002240,2016/12,74388155,-64341381,7006434,116475436,-157014391,-11426971
고려제강(주),002240,2017/12,38365492,-21808063,-30440896,114006979,-93578564,-17963119
고려제강(주),002240,2018/12,34292353,-14037478,-21343997,124047823,-52641139,-38497732
고려제강(주),002240,2019/12,20408081,-37204153,14196901,81755681,-73753121,-38638006
고려제약(주),014570,2011/12,3853648,-958473,-2394158,,,
고려제약(주),014570,2012/12,3050367,-940675,-1870000,,,
고려제약(주),014570,2013/12,4121026,-763264,-2440432,,,
고려제약(주),014570,2014/12,4463281,-295058,-4156820,,,
고려제약(주),014570,2015/12,6132818,-1831950,-4348894,,,
고려제약(주),014570,2016/12,3962969,-1170156,-2869530,,,
고려제약(주),014570,2017/12,447202,-114061,-1081976,,,
고려제약(주),014570,2018/12,5787823,-660821,-2047011,,,
고려제약(주),014570,2019/12,6208535,-4179385,-1254196,,,
광동제약(주),009290,2011/12,26293819,-32911147,-9426928,27678909,-33844239,-10198678
광동제약(주),009290,2012/12,22976237,-40461707,33434407,23738269,-40598678,33550561
광동제약(주),009290,2013/12,32935144,-20037629,-14076883,34394125,-20360778,-13377478
광동제약(주),009290,2014/12,31903224,-20166744,-7258638,32750105,-23016015,-7274889
광동제약(주),009290,2015/12,23774980,-73767816,32175790,41143925,-68335007,24918619
광동제약(주),009290,2016/12,31072077,-19613489,-3262575,28799301,-18936546,-4308574
광동제약(주),009290,2017/12,21873640,-26203746,6929634,23464846,-24133597,6658186
광동제약(주),009290,2018/12,27007175,-13368532,-13916131,53096472,-20360072,-13084554
광동제약(주),009290,2019/12,25854536,-14606452,-1033679,29285288,-17789909,-3205470
광전자(주),017900,2011/12,14679586,-15129676,-10905986,19749357,-19638698,-11715603
광전자(주),017900,2012/12,43322663,-9893103,-43652650,43732085,-7696068,-46706885
광전자(주),017900,2013/12,26094289,-1314284,-9447795,24914760,-480422,-9665171
광전자(주),017900,2014/12,18650611,-52317586,18235753,23344808,-57479572,18235753
광전자(주),017900,2015/12,16875421,5887910,-12952064,16000844,5258153,-12952064
광전자(주),017900,2016/12,12082035,-12009000,7120,12364430,-12031383,7120
광전자(주),017900,2017/12,4380538,-7579904,-33260,4693722,-7863922,-33260
광전자(주),017900,2018/12,12577341,-12542577,412912,12554255,-11525488,369259
광전자(주),017900,2019/12,9872757,4468713,-5184423,10048255,4298694,-5774251
광진실업(주),026910,2011/12,561658,-3448978,4842511,,,
광진실업(주),026910,2012/12,5630092,-1035875,-5888202,,,
광진실업(주),026910,2013/12,9169029,-505236,-6826780,,,
광진실업(주),026910,2014/12,3593194,-397177,-2067563,,,
광진실업(주),026910,2015/12,3577916,-3006254,-2060098,,,
광진실업(주),026910,2016/12,4527895,-350308,-2742405,,,
광진실업(주),026910,2017/12,2482841,-520360,-2555387,,,
광진실업(주),026910,2018/12,772860,-413544,-1158815,,,
광진실업(주),026910,2019/12,512448,-593322,-105743,,,
국도화학(주),007690,2011/12,51779204,-61279322,-28180629,76466136,-81870819,-19517282
국도화학(주),007690,2012/12,60440655,-21997892,-41828430,61816689,-35236946,-44810712
국도화학(주),007690,2013/12,36064751,-22417775,-11386673,32044052,-32242969,4926864
국도화학(주),007690,2014/12,10766426,-30386142,17095489,15854506,-34642763,16648268
국도화학(주),007690,2015/12,49398149,-12128956,-18359030,67352563,-18290519,-26596064
국도화학(주),007690,2016/12,38399210,-20421164,473543,56399537,-29351981,-11291102
국도화학(주),007690,2017/12,26943482,-67900602,10021031,30128856,-76905904,21857635
국도화학(주),007690,2018/12,-26570982,9102531,29191684,-12148325,-11222752,34932416
국도화학(주),007690,2019/12,56905864,-56686655,-10383578,87933879,-101983913,-2145260
국일신동(주),060480,2014/12,-909315,-375543,5607079,,,
국일신동(주),060480,2015/12,2936569,-488847,-5901600,,,
국일신동(주),060480,2016/12,4395456,-174996,-3370100,,,
국일신동(주),060480,2017/12,2045775,-1160515,-1506500,,,
국일신동(주),060480,2018/12,-448595,-587096,240250,,,
국일신동(주),060480,2019/12,938744,-6485291,6390701,,,
국일제지(주),078130,2011/12,3924381,1645983,-5739119,21528690,-7221489,-15057980
국일제지(주),078130,2012/12,521442,-1311298,1682369,6294009,16924746,-21866219
국일제지(주),078130,2013/12,3145157,3667893,-7639828,3949977,21100879,-25834737
국일제지(주),078130,2014/12,6077912,-2473119,-3120828,5508872,-1458335,-3838733
국일제지(주),078130,2015/12,-10424168,-6812792,23234290,,,
국일제지(주),078130,2016/12,-731624,-6766111,2573573,,,
국일제지(주),078130,2017/12,-3286356,-224707,5757570,,,
국일제지(주),078130,2018/12,-5127833,-805405,4283869,,,
국일제지(주),078130,2019/12,-1224471,-4900995,5416746,-1753091,-1974935,5416746
국제약품(주),002720,2011/03,-1477183,-2722509,5081916,-1729211,-2209604,5154916
국제약품(주),002720,2012/12,1930420,-2758841,-1440201,1579979,-2249176,-1493499
국제약품(주),002720,2013/12,-3969636,-4120128,-5296,-4595893,-3420610,24704
국제약품(주),002720,2014/12,-206693,-277507,371938,-61110,-633786,400821
국제약품(주),002720,2015/12,-4599361,616189,3629088,-5080184,-1745716,6707179
국제약품(주),002720,2016/12,14892131,-3495734,-5281041,16098589,-4944565,-5294417
국제약품(주),002720,2017/12,1245835,-6503842,982591,786104,-5541624,892793
국제약품(주),002720,2018/12,13368476,-6442839,-5682532,13248711,-6432264,-5682532
국제약품(주),002720,2019/12,3631538,-5148153,5412327,3603683,-5127068,5333606
그랜드코리아레저(주),114090,2011/12,116345926,-131119805,-52989248,,,
그랜드코리아레저(주),114090,2012/12,138777947,-144717652,-37968214,,,
그랜드코리아레저(주),114090,2013/12,170478423,-93168805,-78392301,,,
그랜드코리아레저(주),114090,2014/12,159042777,-1057823,-73261168,,,
그랜드코리아레저(주),114090,2015/12,86475897,-17888573,-62312715,,,
그랜드코리아레저(주),114090,2016/12,137752539,-89783429,-51568728,,,
그랜드코리아레저(주),114090,2017/12,78449269,-82601311,-61494559,,,
그랜드코리아레저(주),114090,2018/12,93044304,-42537344,-45321306,92846437,-41866059,-45321306
그랜드코리아레저(주),114090,2019/12,114683855,-51463117,-64856923,117589909,-51566916,-64988443
그레이트리치과기유한공사,900290,2016/06,,,,44103258,-68179253,39661393
그레이트리치과기유한공사,900290,2017/06,,,,7796831,-44202635,61288444
그레이트리치과기유한공사,900290,2018/06,,,,61053548,-15764498,-22802557
그레이트리치과기유한공사,900290,2019/06,,,,64504198,-128373829,192520513
그린케미칼(주),083420,2011/12,21682413,-22737581,2172020,,,
그린케미칼(주),083420,2012/12,19303420,-25849537,9828000,,,
그린케미칼(주),083420,2013/12,30409601,-21809949,-12000000,,,
그린케미칼(주),083420,2014/12,34517595,-49100713,14230000,,,
그린케미칼(주),083420,2015/12,15396342,-34401969,20050097,,,
그린케미칼(주),083420,2016/12,15456653,-8784559,-4089981,,,
그린케미칼(주),083420,2017/12,13657591,9201496,-12409509,,,
그린케미칼(주),083420,2018/12,14938789,-18679259,-7332856,,,
그린케미칼(주),083420,2019/12,22132360,-7524450,-11292874,,,
극동유화(주),014530,2011/12,-8203961,-1282084,9312523,,,
극동유화(주),014530,2012/12,31734406,71370,-14641062,,,
극동유화(주),014530,2013/12,12047026,-6704402,-12503171,,,
극동유화(주),014530,2014/12,18933848,-1625359,-14697893,17824910,-1476152,-13280053
극동유화(주),014530,2015/12,16503260,-9024938,-15974051,17524455,-9024938,-16694291
극동유화(주),014530,2016/12,29748717,-2231431,-7336696,29597281,-2231431,-7336696
극동유화(주),014530,2017/12,3499597,-47040099,35617906,4141150,-48231686,37540584
극동유화(주),014530,2018/12,12439783,-13317556,-11155769,12418597,-13257556,-10822900
극동유화(주),014530,2019/12,3957262,-8712581,-5192370,2977964,-12173784,-432370
글로벌에스엠테크리미티드,900070,2011/12,,,,7927397,-4331371,-2694966
글로벌에스엠테크리미티드,900070,2012/12,,,,9671977,-2374653,-2334318
글로벌에스엠테크리미티드,900070,2013/12,,,,6158329,-5943146,806469
글로벌에스엠테크리미티드,900070,2014/12,,,,3344317,-5596184,368344
글로벌에스엠테크리미티드,900070,2015/12,,,,4499368,-8273835,7703654
글로벌에스엠테크리미티드,900070,2016/12,,,,8100436,-13636721,2924182
글로벌에스엠테크리미티드,900070,2017/12,,,,2702364,-758871,-3024784
글로벌에스엠테크리미티드,900070,2018/12,,,,7930224,-5121148,-4594925
글로벌에스엠테크리미티드,900070,2019/12,,,,5540487,-2353562,-4824627
글로벌텍스프리(주),204620,2014/12,,,,,,
글로벌텍스프리(주),204620,2015/12,,,,,,
글로벌텍스프리(주),204620,2016/12,,,,,,
글로벌텍스프리(주),204620,2017/12,5039247,818176,-10426150,2073692,2498012,-7781804
글로벌텍스프리(주),204620,2018/12,2545057,-4361604,30231752,588134,2910976,30231752
글로벌텍스프리(주),204620,2019/12,7004196,-8550830,-5573222,9323561,-8926609,-5911289
글로본(주),019660,2011/03,,,,,,
글로본(주),019660,2012/03,,,,,,
글로본(주),019660,2013/03,,,,,,
글로본(주),019660,2014/03,,,,,,
글로본(주),019660,2015/03,,,,,,
글로본(주),019660,2016/03,,,,,,
글로본(주),019660,2017/12,-6609509,1451702,5000000,,,
글로본(주),019660,2018/12,102217,1045186,14730872,,,
글로본(주),019660,2019/12,-491397,-15499,-7118191,,,
금강공업(주),014280,2011/12,32627376,-31251708,10763277,35745306,-38203563,14947275
금강공업(주),014280,2012/12,81537633,-83340156,-6844356,86031020,-84244428,-10013152
금강공업(주),014280,2013/12,63403658,-86319421,23908720,68817501,-95319059,18498032
금강공업(주),014280,2014/12,82568039,-122957519,38415581,103846876,-148889945,43844790
금강공업(주),014280,2015/12,4935596,-12877147,6343983,18783690,-36707597,6765567
금강공업(주),014280,2016/12,22940518,-7462292,-13675163,46574669,-25721848,-17168211
금강공업(주),014280,2017/12,7069683,-11266699,9972697,9781059,-15875775,18967182
금강공업(주),014280,2018/12,13167899,-35045877,33339060,21919460,-39470625,31912534
금강공업(주),014280,2019/12,17960814,781827,-20808327,27873200,455851,-27705570
금강철강(주),053260,2011/12,7150681,-2977264,-459095,7034980,-3026380,-380095
금강철강(주),053260,2012/12,9758574,-11104873,-991837,9752237,-8790143,-3317087
금강철강(주),053260,2013/12,12272833,-2587130,-1977816,12348039,-2586147,-2051564
금강철강(주),053260,2014/12,16869580,-10584890,-1801281,17008188,-10725479,-1789281
금강철강(주),053260,2015/12,6365371,-8944422,-1802698,5386660,-6825147,-1746496
금강철강(주),053260,2016/12,7971029,-8813010,-1114952,8171671,-9897285,-1145814
금강철강(주),053260,2017/12,-6999852,3127893,-3393157,-7321577,3566184,-3438756
금강철강(주),053260,2018/12,15825621,-16420246,-3581935,15230573,-15891592,-3659994
금강철강(주),053260,2019/12,5508699,1862675,-1996243,4950039,2752891,-2217652
금호건설(주),002990,2011/12,148796690,154289718,-358775376,187981545,208513609,-395651321
금호건설(주),002990,2012/12,-102444967,797150273,-660388125,-14286782,724107035,-710510123
금호건설(주),002990,2013/12,122313200,206408554,-125935342,123634829,163913150,-127180783
금호건설(주),002990,2014/12,-190146796,119605660,-40342212,-188818198,120711108,-41580146
금호건설(주),002990,2015/12,16896050,44593373,-117397528,18208001,44594301,-118635130
금호건설(주),002990,2016/12,17731857,22193715,-86283027,19088939,22194727,-87520481
금호건설(주),002990,2017/12,74638527,-10321213,-81415184,75882926,-10320072,-82558695
금호건설(주),002990,2018/12,54573170,-17781045,-49570865,55707440,-17779761,-50703109
금호건설(주),002990,2019/12,60983966,3190867,-28153056,62289687,3192189,-29284924
금호석유화학(주),011780,2011/12,512790625,-164824176,-40174050,669512788,-246015684,-68963175
금호석유화학(주),011780,2012/12,239538333,-209585790,-246279704,245480652,-373775200,-131876916
금호석유화학(주),011780,2013/12,292044922,-189676893,-266810016,287678995,-339262103,-111195463
금호석유화학(주),011780,2014/12,214120709,-152914845,64731668,319979858,-231254736,41507624
금호석유화학(주),011780,2015/12,357638375,-250586960,-263559235,483191768,-391346979,-258402443
금호석유화학(주),011780,2016/12,232755306,-181154947,111839035,296755289,-250676354,103588279
금호석유화학(주),011780,2017/12,319066432,-50364395,-230401817,421047042,-106022782,-276676119
금호석유화학(주),011780,2018/12,235785351,-64352762,-306758282,484649992,-190681547,-426406370
금호석유화학(주),011780,2019/12,448341192,-101698513,-344395921,557680551,-135971509,-395739082
금호전기(주),001210,2011/12,-8860953,-27893019,9423719,-15043637,-47137523,30356545
금호전기(주),001210,2012/12,13010955,-20610465,11698526,10730906,-21427437,18484621
금호전기(주),001210,2013/12,-25826403,-22179263,33440577,-21000767,-16086154,21918112
금호전기(주),001210,2014/12,-889833,-5006219,-5328227,-7166911,-9448656,-8968426
금호전기(주),001210,2015/12,-25430714,39476384,-13188000,-16556361,-12277451,27542018
금호전기(주),001210,2016/12,889680,16305790,-18575000,23833276,-8128900,-12681664
금호전기(주),001210,2017/12,819731,-7005087,4970100,14249521,-1498272,-11629923
금호전기(주),001210,2018/12,8038125,63895331,-63229517,-2178327,59096347,-26680988
금호전기(주),001210,2019/12,-3748361,52921081,-50795283,-8548859,64430918,-58216800
금호타이어(주),073240,2011/12,103103242,-224560821,59682046,46995893,-119281597,-72283128
금호타이어(주),073240,2012/12,80066215,-167010593,91815657,163380098,-207804976,50500132
금호타이어(주),073240,2013/12,394788768,-258923998,-129285024,473529780,-334931446,-126288098
금호타이어(주),073240,2014/12,358313433,-272854256,-98988505,499839845,-292612989,-173167324
금호타이어(주),073240,2015/12,62922085,-16806584,-38783672,225039855,-581729910,390677517
금호타이어(주),073240,2016/12,258322864,-235540245,-29336200,188347713,-264899233,5608867
금호타이어(주),073240,2017/12,-7264342,8065369,32334417,51448464,-83675464,24728208
금호타이어(주),073240,2018/12,120353966,-416500327,371100264,93245123,-167173497,192404408
금호타이어(주),073240,2019/12,99881977,-151526228,-61763612,146511450,-98171864,-213553155
기신정기(주),092440,2011/03,18912333,-13732246,-4417664,20433681,-16071576,-6298864
기신정기(주),092440,2012/03,18292550,-26379023,-5840000,17496547,-25898763,-3741040
기신정기(주),092440,2013/03,27608705,-34858512,-840000,26401995,-35558789,-1123200
기신정기(주),092440,2014/03,25992407,-8326843,-10840000,26241799,-9112271,-10840000
기신정기(주),092440,2015/03,18155345,-12614797,-5840000,17926403,-12799467,-5840000
기신정기(주),092440,2016/03,21947010,-4290913,-5840000,16951346,4354547,-5840000
기신정기(주),092440,2017/03,24326308,-26516859,-4380000,17772885,-19218105,-4380000
기신정기(주),092440,2018/03,8050250,-6927756,-4380000,7326064,-3198449,-3880000
기신정기(주),092440,2019/03,7804691,-3334242,1437000,9646722,-1799143,-7963685
기아(주),000270,2011/12,2964575000,-2091799000,-830878000,4745189000,-2630548000,-1440956000
기아(주),000270,2012/12,2756165000,-2175661000,-816855000,4345425000,-2842577000,-1810114000
기아(주),000270,2013/12,3790262000,-3163239000,-487407000,4776593000,-3513940000,-791207000
기아(주),000270,2014/12,1811760000,-2862835000,962262000,2363825000,-2983406000,986491000
기아(주),000270,2015/12,3707799000,-3824521000,152316000,3375248000,-5613823000,906397000
기아(주),000270,2016/12,3034395000,-3652868000,500821000,3275882000,-2312301000,945401000
기아(주),000270,2017/12,3016336000,-3919051000,711606000,2594190000,-4794566000,731888000
기아(주),000270,2018/12,2637688000,-813869000,-1775289000,4470764000,-1155444000,-2542999000
기아(주),000270,2019/12,2731991000,-523523000,-1048567000,3610658000,-1104190000,-726303000
깨끗한나라(주),004540,2011/12,33862716,-23196335,-10073125,33874614,-23202617,-10245782
깨끗한나라(주),004540,2012/12,40503572,-14069931,-26557836,40817846,-14040837,-26802242
깨끗한나라(주),004540,2013/12,24240098,-23276442,-2592314,24480681,-23276442,-2970580
깨끗한나라(주),004540,2014/12,16994634,-37448285,21553668,17687188,-38815204,22236452
깨끗한나라(주),004540,2015/12,17417252,-56152635,38970203,16344309,-58654727,43364927
깨끗한나라(주),004540,2016/12,50512376,-26621928,-20122369,50061041,-25103708,-21682335
깨끗한나라(주),004540,2017/12,-4317460,-23240721,26436059,-2879385,-23229696,25776710
깨끗한나라(주),004540,2018/12,-21917926,-14148777,35397985,-22458641,-14227568,37011106
깨끗한나라(주),004540,2019/12,25043211,-6635051,-17294078,25519295,-7024228,-17903862
나노캠텍(주),091970,2011/12,2355938,-9961168,8850724,2874954,-10267842,8252420
나노캠텍(주),091970,2012/12,-146640,-8692766,7478390,-1159403,-8112987,7656477
나노캠텍(주),091970,2013/12,5692053,-3754471,1277050,5035561,-3705588,2873007
나노캠텍(주),091970,2014/12,5923564,-4651558,-2020972,6069619,-2867390,-1724496
나노캠텍(주),091970,2015/12,1646498,-3807099,-106364,458775,-4088530,679018
나노캠텍(주),091970,2016/12,750588,-11832091,24575205,1803161,-10185965,22620497
나노캠텍(주),091970,2017/12,-7628295,-6528279,2200000,-5550435,1724722,287667
나노캠텍(주),091970,2018/12,-6179223,-11428518,26160587,2251984,-20284075,26645687
나노캠텍(주),091970,2019/12,6251533,4497443,-14685623,9806843,7623188,-14585623
나라엠앤디(주),051490,2011/12,15793653,-14354790,-541720,19178493,-15888957,3024135
나라엠앤디(주),051490,2012/12,-1859241,-4150540,5435095,-2485465,-9460506,9239837
나라엠앤디(주),051490,2013/12,7822519,-6833006,-384929,11888262,-13187555,79383
나라엠앤디(주),051490,2014/12,820426,-8894904,6239369,919680,-8741734,7041392
나라엠앤디(주),051490,2015/12,2524877,-9042821,6283384,3564574,-7713608,6445884
나라엠앤디(주),051490,2016/12,15009947,-6208321,-6136325,18389910,-8145636,-10010191
나라엠앤디(주),051490,2017/12,6532990,-13265233,10343568,8526161,-11199378,7343315
나라엠앤디(주),051490,2018/12,2608852,-18284267,11481253,895147,-15774633,9279676
나라엠앤디(주),051490,2019/12,6909864,-3680748,-1725870,6699118,-11858101,8209625
나무기술(주),242040,2016/12,,,,,,
나무기술(주),242040,2017/12,,,,,,
나무기술(주),242040,2018/12,-4871292,4633034,1217920,-6381857,6521050,1082556
나무기술(주),242040,2019/12,-468126,-11175593,11555122,-1632442,-8341787,11522158
