회사명,거래소코드,회계년도,* (정상)영업손익(보고서기재)(IFRS연결)(천원),계속영업이익(손실)(IFRS연결)(천원)
(주)리노스,039980,2018/12,1617419,2090860
(주)리노스,039980,2019/12,-320792,-442556
(주)리더스코스메틱,016100,2011/12,,
(주)리더스코스메틱,016100,2012/12,,
(주)리더스코스메틱,016100,2013/12,2207982,-2181617
(주)리더스코스메틱,016100,2014/12,22147754,17080071
(주)리더스코스메틱,016100,2015/12,34435499,8900792
(주)리더스코스메틱,016100,2016/12,19441286,7723802
(주)리더스코스메틱,016100,2017/12,-256037,-7918235
(주)리더스코스메틱,016100,2018/12,-13630276,-13738957
(주)리더스코스메틱,016100,2019/12,-27824270,-57757716
(주)리드,197210,2015/12,1670449,1526145
(주)리드,197210,2016/12,644548,362667
(주)리드,197210,2017/12,-10388490,-22499932
(주)리드,197210,2018/12,-954092,-14489733
(주)리드,197210,2019/12,-6612441,-49236982
(주)리드코프,012700,2011/12,31800995,23656740
(주)리드코프,012700,2012/12,36877888,26059321
(주)리드코프,012700,2013/12,45280593,34870001
(주)리드코프,012700,2014/12,49916159,38984077
(주)리드코프,012700,2015/12,53062308,40838326
(주)리드코프,012700,2016/12,51092878,32986732
(주)리드코프,012700,2017/12,47314284,36218497
(주)리드코프,012700,2018/12,44888465,31992581
(주)리드코프,012700,2019/12,53883905,40586229
(주)리메드,302550,2019/12,,
(주)링네트,042500,2011/12,3853010,2155388
(주)링네트,042500,2012/12,4097252,4134959
(주)링네트,042500,2013/12,5673382,5638569
(주)링네트,042500,2014/12,6098268,5100607
(주)링네트,042500,2015/12,4075783,3946454
(주)링네트,042500,2016/12,4683172,3274605
(주)링네트,042500,2017/12,5202413,4706149
(주)링네트,042500,2018/12,4069975,3490102
(주)링네트,042500,2019/12,7023527,7022815
(주)링크제니시스,219420,2018/12,2346693,2196294
(주)링크제니시스,219420,2019/12,1030927,571790
(주)마니커,027740,2011/12,4897767,-1853585
(주)마니커,027740,2012/12,-13544908,-21091877
(주)마니커,027740,2013/12,-190791,-2496187
(주)마니커,027740,2014/12,-8991384,-18487178
(주)마니커,027740,2015/12,-9723894,-13911049
(주)마니커,027740,2016/12,-3494772,1147289
(주)마니커,027740,2017/12,6942654,-10326698
(주)마니커,027740,2018/12,460032,-11226394
(주)마니커,027740,2019/12,-15030597,-17510236
(주)마니커에프앤지,195500,2019/12,,
(주)마이크로디지탈,305090,2019/12,,
(주)마이크로컨텍솔루션,098120,2011/12,,
(주)마이크로컨텍솔루션,098120,2012/12,5753652,5355107
(주)마이크로컨텍솔루션,098120,2013/12,5944040,5427369
(주)마이크로컨텍솔루션,098120,2014/12,10445107,8300078
(주)마이크로컨텍솔루션,098120,2015/12,4060177,3319138
(주)마이크로컨텍솔루션,098120,2016/12,-647163,-249973
(주)마이크로컨텍솔루션,098120,2017/12,-1785617,-3856013
(주)마이크로컨텍솔루션,098120,2018/12,-3535073,-4497585
(주)마이크로컨텍솔루션,098120,2019/12,671642,831947
(주)마이크로프랜드,147760,2016/12,,
(주)마이크로프랜드,147760,2017/12,,
(주)마이크로프랜드,147760,2018/12,,
(주)마이크로프랜드,147760,2019/12,,
(주)마크로젠,038290,2011/12,4364447,3139405
(주)마크로젠,038290,2012/12,5187527,3423726
(주)마크로젠,038290,2013/12,3567625,6453015
(주)마크로젠,038290,2014/12,2600560,3033254
(주)마크로젠,038290,2015/12,4166608,10082586
(주)마크로젠,038290,2016/12,3141294,4427339
(주)마크로젠,038290,2017/12,3019234,9275218
(주)마크로젠,038290,2018/12,2102736,2623162
(주)마크로젠,038290,2019/12,719925,-13383141
(주)만도,204320,2014/12,79261382,47893248
(주)만도,204320,2015/12,265644608,129573846
(주)만도,204320,2016/12,305005412,210079642
(주)만도,204320,2017/12,83526493,18250869
(주)만도,204320,2018/12,197410787,112927633
(주)만도,204320,2019/12,218566073,118239649
(주)매직마이크로,127160,2015/12,-1177541,-2371499
(주)매직마이크로,127160,2016/12,-6109976,-6505969
(주)매직마이크로,127160,2017/12,-3384794,-4593098
(주)매직마이크로,127160,2018/12,398036,-4127270
(주)매직마이크로,127160,2019/12,-8471761,-15717101
(주)매커스,093520,2011/12,3547440,2430639
(주)매커스,093520,2012/12,4199618,4205737
(주)매커스,093520,2013/12,5884968,4505956
(주)매커스,093520,2014/12,7212114,5101809
(주)매커스,093520,2015/12,6730889,4767075
(주)매커스,093520,2016/12,3489840,1565743
(주)매커스,093520,2017/12,10986360,9067458
(주)매커스,093520,2018/12,12947921,9306838
(주)매커스,093520,2019/12,5948930,4801714
(주)머큐리,100590,2018/12,,
(주)머큐리,100590,2019/12,,
(주)멀티캠퍼스,067280,2011/12,,
(주)멀티캠퍼스,067280,2012/12,4660787,9024094
(주)멀티캠퍼스,067280,2013/12,6061501,6302290
(주)멀티캠퍼스,067280,2014/12,11729238,10397582
(주)멀티캠퍼스,067280,2015/12,11941341,10492708
(주)멀티캠퍼스,067280,2016/12,17830239,12902319
(주)멀티캠퍼스,067280,2017/12,15107677,12434563
(주)멀티캠퍼스,067280,2018/12,21830440,17552175
(주)멀티캠퍼스,067280,2019/12,24178088,18906590
(주)메드팩토,235980,2019/12,,
(주)메디아나,041920,2014/12,4276428,3629242
(주)메디아나,041920,2015/12,7923780,7083466
(주)메디아나,041920,2016/12,8574930,7954662
(주)메디아나,041920,2017/12,6181919,4004511
(주)메디아나,041920,2018/12,3474699,3240775
(주)메디아나,041920,2019/12,7701724,6745157
(주)메디콕스,054180,2011/06,,
(주)메디콕스,054180,2012/06,,
(주)메디콕스,054180,2013/06,,
(주)메디콕스,054180,2014/06,,
(주)메디콕스,054180,2015/06,,
(주)메디콕스,054180,2016/06,,
(주)메디콕스,054180,2017/06,,
(주)메디콕스,054180,2018/06,,
(주)메디콕스,054180,2019/06,-488876,-2640021
(주)메디톡스,086900,2011/12,,
(주)메디톡스,086900,2012/12,,
(주)메디톡스,086900,2013/12,16755930,14303536
(주)메디톡스,086900,2014/12,49957666,43627868
(주)메디톡스,086900,2015/12,51662322,42292785
(주)메디톡스,086900,2016/12,75171895,59231020
(주)메디톡스,086900,2017/12,90159568,73166705
(주)메디톡스,086900,2018/12,85485442,69765654
(주)메디톡스,086900,2019/12,25688754,25563083
(주)메디프론디비티,065650,2011/12,,
(주)메디프론디비티,065650,2012/12,,
(주)메디프론디비티,065650,2013/12,,
(주)메디프론디비티,065650,2014/12,,
(주)메디프론디비티,065650,2015/12,,
(주)메디프론디비티,065650,2016/12,,
(주)메디프론디비티,065650,2017/12,,
(주)메디프론디비티,065650,2018/12,,
(주)메디프론디비티,065650,2019/12,,
(주)메지온,140410,2012/12,,
(주)메지온,140410,2013/12,,
(주)메지온,140410,2014/12,,
(주)메지온,140410,2015/12,,
(주)메지온,140410,2016/12,-7220098,-12984661
(주)메지온,140410,2017/12,-16846232,-14881752
(주)메지온,140410,2018/12,-21925916,-18876288
(주)메지온,140410,2019/12,-24658887,-23251204
(주)메카로,241770,2017/12,,
(주)메카로,241770,2018/12,33825845,28794613
(주)메카로,241770,2019/12,8560966,7849939
(주)메타랩스,090370,2011/12,5066242,478478
(주)메타랩스,090370,2012/12,-8224874,-20862660
(주)메타랩스,090370,2013/12,3207055,-3627556
(주)메타랩스,090370,2014/12,2182727,-4037119
(주)메타랩스,090370,2015/12,-24548368,-36710092
(주)메타랩스,090370,2016/12,-32499667,-39219757
(주)메타랩스,090370,2017/12,-15937902,-34710537
(주)메타랩스,090370,2018/12,-8756238,-14015782
(주)메타랩스,090370,2019/12,-2017585,-25362334
(주)메타바이오메드,059210,2011/12,3002297,1099969
(주)메타바이오메드,059210,2012/12,4510532,2217688
(주)메타바이오메드,059210,2013/12,4501191,1985309
(주)메타바이오메드,059210,2014/12,-155149,-4773573
(주)메타바이오메드,059210,2015/12,7150647,969742
(주)메타바이오메드,059210,2016/12,4021036,748745
(주)메타바이오메드,059210,2017/12,2333382,-3972464
(주)메타바이오메드,059210,2018/12,-2300293,-1111087
(주)메타바이오메드,059210,2019/12,5752793,5753974
(주)멕아이씨에스,058110,2015/12,,
(주)멕아이씨에스,058110,2016/12,-1478944,-1812222
(주)멕아이씨에스,058110,2017/12,-1023022,-1959008
(주)멕아이씨에스,058110,2018/12,-1826902,-2756481
(주)멕아이씨에스,058110,2019/12,-211336,-1689299
(주)멜파스,096640,2011/12,,
(주)멜파스,096640,2012/12,,
(주)멜파스,096640,2013/12,,
(주)멜파스,096640,2014/12,,
(주)멜파스,096640,2015/12,,
(주)멜파스,096640,2016/12,,
(주)멜파스,096640,2017/12,,
(주)멜파스,096640,2018/12,,
(주)멜파스,096640,2019/12,4013528,-11767230
(주)모나리자,012690,2011/12,,
(주)모나리자,012690,2012/12,,
(주)모나리자,012690,2013/12,,
(주)모나리자,012690,2014/12,,
(주)모나리자,012690,2015/12,,
(주)모나리자,012690,2016/12,,
(주)모나리자,012690,2017/12,,
(주)모나리자,012690,2018/12,,
(주)모나리자,012690,2019/12,,
(주)모나미,005360,2011/12,12798899,2176418
(주)모나미,005360,2012/12,9450224,-2458405
(주)모나미,005360,2013/12,-1180609,-4761933
(주)모나미,005360,2014/12,9333714,3175055
(주)모나미,005360,2015/12,9661948,5148545
(주)모나미,005360,2016/12,10087228,5724118
(주)모나미,005360,2017/12,7600060,2881752
(주)모나미,005360,2018/12,6921983,757845
(주)모나미,005360,2019/12,1831472,-1681078
(주)모다이노칩,080420,2011/12,17999694,17656853
(주)모다이노칩,080420,2012/12,18655066,14313685
(주)모다이노칩,080420,2013/12,21241857,18579507
(주)모다이노칩,080420,2014/12,20872914,18387491
(주)모다이노칩,080420,2015/12,11664837,11213032
(주)모다이노칩,080420,2016/12,24793328,21706164
(주)모다이노칩,080420,2017/12,50899099,38919365
(주)모다이노칩,080420,2018/12,43209856,25660025
(주)모다이노칩,080420,2019/12,30507778,6174404
(주)모두투어네트워크,080160,2011/12,16747238,13797682
(주)모두투어네트워크,080160,2012/12,21265192,17643867
(주)모두투어네트워크,080160,2013/12,15792612,15273383
(주)모두투어네트워크,080160,2014/12,16613040,14037993
(주)모두투어네트워크,080160,2015/12,16456722,11322803
(주)모두투어네트워크,080160,2016/12,20129902,15880159
(주)모두투어네트워크,080160,2017/12,32123894,24195955
(주)모두투어네트워크,080160,2018/12,16610715,10157249
(주)모두투어네트워크,080160,2019/12,3198026,4146570
(주)모바일리더,100030,2011/12,,
(주)모바일리더,100030,2012/12,1369847,1946135
(주)모바일리더,100030,2013/12,3094157,3897249
(주)모바일리더,100030,2014/12,99367,1248330
(주)모바일리더,100030,2015/12,-890492,70291
(주)모바일리더,100030,2016/12,826320,144128
(주)모바일리더,100030,2017/12,582066,976912
(주)모바일리더,100030,2018/12,3439916,4405464
(주)모바일리더,100030,2019/12,4967887,-1522744
(주)모베이스,101330,2011/12,6421352,3835195
(주)모베이스,101330,2012/12,21079821,18469048
(주)모베이스,101330,2013/12,31943689,24341927
(주)모베이스,101330,2014/12,42395680,34572457
(주)모베이스,101330,2015/12,20056725,30977412
(주)모베이스,101330,2016/12,33658828,31674278
(주)모베이스,101330,2017/12,23402084,15500000
(주)모베이스,101330,2018/12,23060415,21368368
(주)모베이스,101330,2019/12,31961813,46211795
(주)모베이스전자,012860,2011/12,25284659,12971003
(주)모베이스전자,012860,2012/12,11859482,4079782
(주)모베이스전자,012860,2013/12,32165962,21281105
(주)모베이스전자,012860,2014/12,38053035,32527883
(주)모베이스전자,012860,2015/12,25379019,21304968
(주)모베이스전자,012860,2016/12,16216985,17375868
(주)모베이스전자,012860,2017/12,-14264784,-43560750
(주)모베이스전자,012860,2018/12,1669564,-16905613
(주)모베이스전자,012860,2019/12,10866621,-9949414
(주)모비스,250060,2016/12,,
(주)모비스,250060,2017/12,,
(주)모비스,250060,2018/12,-1473148,-353742
(주)모비스,250060,2019/12,-1726109,-559611
(주)모토닉,009680,2011/12,26430500,27031835
(주)모토닉,009680,2012/12,26096824,27881129
(주)모토닉,009680,2013/12,19320671,20171554
(주)모토닉,009680,2014/12,13545659,17503076
(주)모토닉,009680,2015/12,6273746,9220392
(주)모토닉,009680,2016/12,2368561,21748574
(주)모토닉,009680,2017/12,12753297,12696962
(주)모토닉,009680,2018/12,7242337,9786976
(주)모토닉,009680,2019/12,9695919,11354808
(주)모헨즈,006920,2011/12,1775464,1029863
(주)모헨즈,006920,2012/12,2437052,2065116
(주)모헨즈,006920,2013/12,3802691,2845435
(주)모헨즈,006920,2014/12,4924866,3900502
(주)모헨즈,006920,2015/12,4478756,3608137
(주)모헨즈,006920,2016/12,3718944,1837792
(주)모헨즈,006920,2017/12,2687904,2444685
(주)모헨즈,006920,2018/12,1672574,1539959
(주)모헨즈,006920,2019/12,735328,638930
(주)무학,033920,2011/12,54435839,41409899
(주)무학,033920,2012/12,46287084,34483992
(주)무학,033920,2013/12,59803380,54961086
(주)무학,033920,2014/12,81449850,82871966
(주)무학,033920,2015/12,65660641,28812839
(주)무학,033920,2016/12,51958900,61482858
(주)무학,033920,2017/12,28706395,51507253
(주)무학,033920,2018/12,-10040269,-20262911
(주)무학,033920,2019/12,-13412290,23699586
(주)미래생명자원,218150,2015/12,,
(주)미래생명자원,218150,2016/12,,
(주)미래생명자원,218150,2017/12,1516210,-2000528
(주)미래생명자원,218150,2018/12,1981143,1776467
(주)미래생명자원,218150,2019/12,1464908,1029761
(주)미래아이앤지,007120,2011/12,2273677,1581408
(주)미래아이앤지,007120,2012/12,1369454,418691
(주)미래아이앤지,007120,2013/12,-4432119,-12193462
(주)미래아이앤지,007120,2014/12,-5989113,-18683618
(주)미래아이앤지,007120,2015/12,-1461589,1178478
(주)미래아이앤지,007120,2016/12,-1644589,-2343831
(주)미래아이앤지,007120,2017/12,-2937282,-2696717
(주)미래아이앤지,007120,2018/12,-1423529,-10844132
(주)미래아이앤지,007120,2019/12,137383,14020545
(주)미래컴퍼니,049950,2011/12,12096411,13618100
(주)미래컴퍼니,049950,2012/12,15660948,12809570
(주)미래컴퍼니,049950,2013/12,-2746315,-1151107
(주)미래컴퍼니,049950,2014/12,-6557217,-7323706
(주)미래컴퍼니,049950,2015/12,3398393,3316368
(주)미래컴퍼니,049950,2016/12,5708178,7319794
(주)미래컴퍼니,049950,2017/12,37237849,28167918
(주)미래컴퍼니,049950,2018/12,26268472,19750203
(주)미래컴퍼니,049950,2019/12,3657082,11959900
(주)미코,059090,2011/12,4659888,-3693670
(주)미코,059090,2012/12,10441038,4142620
(주)미코,059090,2013/12,-14064204,-26961826
(주)미코,059090,2014/12,5300294,386233
(주)미코,059090,2015/12,11535736,6595194
(주)미코,059090,2016/12,18637404,5614080
(주)미코,059090,2017/12,29109559,19070364
(주)미코,059090,2018/12,45362716,32320310
(주)미코,059090,2019/12,38238425,21975621
(주)미투온,201490,2016/12,3034513,3096444
(주)미투온,201490,2017/12,2916012,3057265
(주)미투온,201490,2018/12,29485704,23340811
(주)미투온,201490,2019/12,40455051,27868398
(주)바른손,018700,2011/03,-1121034,-670725
(주)바른손,018700,2012/03,-12133396,-12656433
(주)바른손,018700,2013/03,-12916617,-15832977
(주)바른손,018700,2014/03,-8748546,-11335728
(주)바른손,018700,2015/03,-10330458,-19209743
(주)바른손,018700,2016/03,-1791807,7542139
(주)바른손,018700,2017/03,-2308306,-333680
(주)바른손,018700,2018/03,-2863868,-5722897
(주)바른손,018700,2019/03,-7176269,-10710695
(주)바른손이앤에이,035620,2011/12,2321801,-562152
(주)바른손이앤에이,035620,2012/12,-2693148,6411847
(주)바른손이앤에이,035620,2013/12,-5705066,-8150797
(주)바른손이앤에이,035620,2014/12,-6845532,-24018285
(주)바른손이앤에이,035620,2015/12,3802762,-451564
(주)바른손이앤에이,035620,2016/12,14976131,33427711
(주)바른손이앤에이,035620,2017/12,-1266548,-31397625
(주)바른손이앤에이,035620,2018/12,-22979774,80874969
(주)바른손이앤에이,035620,2019/12,-17734441,-24053158
(주)바른전자,064520,2011/12,-25650121,-31842090
(주)바른전자,064520,2012/12,10093838,-7267938
(주)바른전자,064520,2013/12,7497000,2997184
(주)바른전자,064520,2014/12,,
(주)바른전자,064520,2015/12,5608609,3750168
(주)바른전자,064520,2016/12,2412200,1662834
(주)바른전자,064520,2017/12,-19549677,-23760208
(주)바른전자,064520,2018/12,-22867359,-28831043
(주)바른전자,064520,2019/12,-14761520,-12929169
(주)바이넥스,053030,2011/12,4093872,3340885
(주)바이넥스,053030,2012/12,196240,-7762103
(주)바이넥스,053030,2013/12,-6001626,-4184806
(주)바이넥스,053030,2014/12,,
(주)바이넥스,053030,2015/12,,
(주)바이넥스,053030,2016/12,-1835926,-2942340
(주)바이넥스,053030,2017/12,-7547184,-11021268
(주)바이넥스,053030,2018/12,6879448,6190915
(주)바이넥스,053030,2019/12,11276389,8378233
(주)바이오니아,064550,2011/12,-4701788,-5628812
(주)바이오니아,064550,2012/12,-4347243,-8022354
(주)바이오니아,064550,2013/12,-3646554,-7152484
(주)바이오니아,064550,2014/12,-8640504,-13559180
(주)바이오니아,064550,2015/12,-3651366,-5372140
(주)바이오니아,064550,2016/12,-12049065,-14418909
(주)바이오니아,064550,2017/12,-6329851,-9941286
(주)바이오니아,064550,2018/12,-11578870,-8776083
(주)바이오니아,064550,2019/12,-8520877,-7419713
(주)바이오로그디바이스,208710,2014/12,,
(주)바이오로그디바이스,208710,2015/12,5733833,3543568
(주)바이오로그디바이스,208710,2016/12,7826782,6505455
(주)바이오로그디바이스,208710,2017/12,6655824,3438424
(주)바이오로그디바이스,208710,2018/12,7987320,5844963
(주)바이오로그디바이스,208710,2019/12,7047268,6135021
(주)바이오솔루션,086820,2018/12,,
(주)바이오솔루션,086820,2019/12,,
(주)바이오스마트,038460,2011/12,3855673,-74294
(주)바이오스마트,038460,2012/12,7840382,2210186
(주)바이오스마트,038460,2013/12,2525423,3318853
(주)바이오스마트,038460,2014/12,1563318,207190
(주)바이오스마트,038460,2015/12,1799766,2268583
(주)바이오스마트,038460,2016/12,1028629,-505202
(주)바이오스마트,038460,2017/12,4344942,4106166
(주)바이오스마트,038460,2018/12,9572476,4790078
(주)바이오스마트,038460,2019/12,3133545,19891299
(주)바이오톡스텍,086040,2011/12,5097299,3082839
(주)바이오톡스텍,086040,2012/12,255004,1146286
(주)바이오톡스텍,086040,2013/12,-1831130,-555299
(주)바이오톡스텍,086040,2014/12,-4647334,-4893957
(주)바이오톡스텍,086040,2015/12,-3700247,-3710945
(주)바이오톡스텍,086040,2016/12,2202347,1160090
(주)바이오톡스텍,086040,2017/12,2185545,1175854
(주)바이오톡스텍,086040,2018/12,1653623,3486982
(주)바이오톡스텍,086040,2019/12,-130820,-1605278
(주)바텍,043150,2011/12,1087556,1646758
(주)바텍,043150,2012/12,12044315,5288906
(주)바텍,043150,2013/12,15308717,1833648
(주)바텍,043150,2014/12,31644169,11616917
(주)바텍,043150,2015/12,40993861,28720952
(주)바텍,043150,2016/12,45320858,33325930
(주)바텍,043150,2017/12,39074841,24865013
(주)바텍,043150,2018/12,39354567,29152011
(주)바텍,043150,2019/12,42868726,35589934
(주)배럴,267790,2018/12,6674070,4393257
(주)배럴,267790,2019/12,8451979,6877842
(주)백금티앤에이,046310,2011/12,465798,-328176
(주)백금티앤에이,046310,2012/12,2168330,2094914
(주)백금티앤에이,046310,2013/12,-4061355,-5331038
(주)백금티앤에이,046310,2014/12,668035,251275
(주)백금티앤에이,046310,2015/12,1128950,70225
(주)백금티앤에이,046310,2016/12,-2241492,-1953387
(주)백금티앤에이,046310,2017/12,5749521,3163668
(주)백금티앤에이,046310,2018/12,6538127,6028052
(주)백금티앤에이,046310,2019/12,18452585,8812841
(주)백산,035150,2011/12,13647429,5616001
(주)백산,035150,2012/12,22445810,11710217
(주)백산,035150,2013/12,13203064,7736701
(주)백산,035150,2014/12,11176814,-2568375
(주)백산,035150,2015/12,17815651,15434818
(주)백산,035150,2016/12,27636961,21610611
(주)백산,035150,2017/12,23679225,8718449
(주)백산,035150,2018/12,21527314,14947471
(주)백산,035150,2019/12,32038346,6247667
(주)버킷스튜디오,066410,2011/12,,
(주)버킷스튜디오,066410,2012/12,,
(주)버킷스튜디오,066410,2013/12,,
(주)버킷스튜디오,066410,2014/12,,
(주)버킷스튜디오,066410,2015/12,,
(주)버킷스튜디오,066410,2016/12,,
(주)버킷스튜디오,066410,2017/12,,
(주)버킷스튜디오,066410,2018/12,,
(주)버킷스튜디오,066410,2019/12,,
(주)베노홀딩스,206400,2014/12,,
(주)베노홀딩스,206400,2015/12,-637344,-8584372
(주)베노홀딩스,206400,2016/12,-4054722,-6724355
(주)베노홀딩스,206400,2017/12,-10000856,-12243001
(주)베노홀딩스,206400,2018/12,-10985689,-14322231
(주)베노홀딩스,206400,2019/12,2729571,1876863
(주)베셀,177350,2015/12,7944399,7182452
(주)베셀,177350,2016/12,2177551,4187187
(주)베셀,177350,2017/12,10314694,5012832
(주)베셀,177350,2018/12,2628817,1281373
(주)베셀,177350,2019/12,-7349573,-11046724
(주)베스파,299910,2018/12,28225447,-106472185
(주)베스파,299910,2019/12,-8700075,-8127695
(주)벽산,007210,2011/12,22351512,16145019
(주)벽산,007210,2012/12,15012546,4873082
(주)벽산,007210,2013/12,20436617,10359799
(주)벽산,007210,2014/12,31561131,21358725
(주)벽산,007210,2015/12,39908753,30281211
(주)벽산,007210,2016/12,35151310,24403528
(주)벽산,007210,2017/12,21635658,13356681
(주)벽산,007210,2018/12,9882861,8429356
(주)벽산,007210,2019/12,-3811390,-1719686
(주)보광산업,225530,2015/12,,
(주)보광산업,225530,2016/12,,
(주)보광산업,225530,2017/12,,
(주)보광산업,225530,2018/12,,
(주)보광산업,225530,2019/12,,
(주)보라티알,250000,2017/12,9165557,7626579
(주)보라티알,250000,2018/12,5065568,4803738
(주)보라티알,250000,2019/12,3208938,3327724
(주)보락,002760,2011/12,,
(주)보락,002760,2012/12,,
(주)보락,002760,2013/12,,
(주)보락,002760,2014/12,,
(주)보락,002760,2015/12,,
(주)보락,002760,2016/12,,
(주)보락,002760,2017/12,,
(주)보락,002760,2018/12,,
(주)보락,002760,2019/12,,
(주)보령,003850,2011/12,,
(주)보령,003850,2012/12,,
(주)보령,003850,2013/12,,
(주)보령,003850,2014/12,,
(주)보령,003850,2015/12,,
(주)보령,003850,2016/12,,
(주)보령,003850,2017/12,1020087,56478219
(주)보령,003850,2018/12,24955682,20306902
(주)보령,003850,2019/12,39063789,32221803
(주)본느,226340,2015/12,,
(주)본느,226340,2016/12,,
(주)본느,226340,2017/12,,
(주)본느,226340,2018/12,3432076,313437
(주)본느,226340,2019/12,5581769,5033953
(주)부-스타,008470,2011/12,,
(주)부-스타,008470,2012/12,,
(주)부-스타,008470,2013/12,,
(주)부-스타,008470,2014/12,,
(주)부-스타,008470,2015/12,,
(주)부-스타,008470,2016/12,,
(주)부-스타,008470,2017/12,,
(주)부-스타,008470,2018/12,,
(주)부-스타,008470,2019/12,,
(주)부방,014470,2011/12,9457052,6935268
(주)부방,014470,2012/12,11877283,10693112
(주)부방,014470,2013/12,20016304,18035410
(주)부방,014470,2014/12,17461834,15023315
(주)부방,014470,2015/12,2984776,6726255
(주)부방,014470,2016/12,11636656,9988648
(주)부방,014470,2017/12,-3847541,-1811262
(주)부방,014470,2018/12,3982787,1802913
(주)부방,014470,2019/12,-4220138,-9421837
(주)뷰웍스,100120,2011/12,7268754,6599769
(주)뷰웍스,100120,2012/12,7506155,5502318
(주)뷰웍스,100120,2013/12,12820596,9413724
(주)뷰웍스,100120,2014/12,13256808,10587112
(주)뷰웍스,100120,2015/12,18374748,15776699
(주)뷰웍스,100120,2016/12,30465391,26871455
(주)뷰웍스,100120,2017/12,28634930,19616141
(주)뷰웍스,100120,2018/12,22559421,20801653
(주)뷰웍스,100120,2019/12,26425918,24320047
(주)브리지텍,064480,2011/12,,
(주)브리지텍,064480,2012/12,,
(주)브리지텍,064480,2013/12,,
(주)브리지텍,064480,2014/12,,
(주)브리지텍,064480,2015/12,,
(주)브리지텍,064480,2016/12,,
(주)브리지텍,064480,2017/12,,
(주)브리지텍,064480,2018/12,,
(주)브리지텍,064480,2019/12,,
(주)브이원텍,251630,2017/12,15421033,10997728
(주)브이원텍,251630,2018/12,15665040,15285849
(주)브이원텍,251630,2019/12,4813533,6642301
(주)브이티지엠피,018290,2011/12,,
(주)브이티지엠피,018290,2012/12,,
(주)브이티지엠피,018290,2013/12,,
(주)브이티지엠피,018290,2014/12,,
(주)브이티지엠피,018290,2015/12,,
(주)브이티지엠피,018290,2016/12,,
(주)브이티지엠피,018290,2017/12,-6678288,-13007380
(주)브이티지엠피,018290,2018/12,13404018,10707739
(주)브이티지엠피,018290,2019/12,10263495,3411551
(주)블루베리엔에프티,044480,2011/12,-1927220,-2846234
(주)블루베리엔에프티,044480,2012/12,1221370,1399581
(주)블루베리엔에프티,044480,2013/12,845857,78599
(주)블루베리엔에프티,044480,2014/12,-1055176,-897284
(주)블루베리엔에프티,044480,2015/12,-1538364,-1574176
(주)블루베리엔에프티,044480,2016/12,-1058903,-1062790
(주)블루베리엔에프티,044480,2017/12,-1542153,-1421184
(주)블루베리엔에프티,044480,2018/12,-751235,-7181197
(주)블루베리엔에프티,044480,2019/12,-3673856,-3604285
(주)블루콤,033560,2011/12,127086,1113693
(주)블루콤,033560,2012/12,6289265,3718123
(주)블루콤,033560,2013/12,13566289,12327480
(주)블루콤,033560,2014/12,33536987,28516728
(주)블루콤,033560,2015/12,32341535,30999348
(주)블루콤,033560,2016/12,27001366,23365071
(주)블루콤,033560,2017/12,11613925,3140855
(주)블루콤,033560,2018/12,82675,1920238
(주)블루콤,033560,2019/12,-12101384,1818654
(주)비덴트,121800,2012/06,,
(주)비덴트,121800,2013/12,,
(주)비덴트,121800,2014/12,791369,1058838
(주)비덴트,121800,2015/12,-2158029,-4155030
(주)비덴트,121800,2016/12,-5779620,-21880913
(주)비덴트,121800,2017/12,-6446263,65783781
(주)비덴트,121800,2018/12,1159144,63840828
(주)비덴트,121800,2019/12,-1826418,-7421102
(주)비보존헬스케어,082800,2011/12,,
(주)비보존헬스케어,082800,2012/12,,
(주)비보존헬스케어,082800,2013/12,,
(주)비보존헬스케어,082800,2014/12,,
(주)비보존헬스케어,082800,2015/12,,
(주)비보존헬스케어,082800,2016/12,,
(주)비보존헬스케어,082800,2017/12,,
(주)비보존헬스케어,082800,2018/12,,
(주)비보존헬스케어,082800,2019/12,-1972225,-22638573
(주)비비안,002070,2011/12,8025167,5316588
(주)비비안,002070,2012/12,-1406062,-1279831
(주)비비안,002070,2013/12,-6902200,-6014689
(주)비비안,002070,2014/12,-15236844,-177454
(주)비비안,002070,2015/12,-7593009,6659556
(주)비비안,002070,2016/12,-1968859,-2289535
(주)비비안,002070,2017/12,-1513102,-1666159
(주)비비안,002070,2018/12,-4518302,-5760916
(주)비비안,002070,2019/12,-465052,-2433112
(주)비상교육,100220,2011/12,15382089,13114079
(주)비상교육,100220,2012/12,21438149,16872544
(주)비상교육,100220,2013/12,18974693,13439923
(주)비상교육,100220,2014/12,16696472,10488934
(주)비상교육,100220,2015/12,28441265,16872546
(주)비상교육,100220,2016/12,35459499,25618214
(주)비상교육,100220,2017/12,25757796,18059171
(주)비상교육,100220,2018/12,10331870,2327869
(주)비상교육,100220,2019/12,21937198,11156442
(주)비씨월드제약,200780,2014/12,,
(주)비씨월드제약,200780,2015/12,,
(주)비씨월드제약,200780,2016/12,,
(주)비씨월드제약,200780,2017/12,8874016,8065198
(주)비씨월드제약,200780,2018/12,5600614,4967077
(주)비씨월드제약,200780,2019/12,-1004654,-1738976
(주)비아트론,141000,2012/12,,
(주)비아트론,141000,2013/12,,
(주)비아트론,141000,2014/12,,
(주)비아트론,141000,2015/12,,
(주)비아트론,141000,2016/12,14020478,13211432
