회사명,거래소코드,회계년도,투자활동으로 인한 현금흐름(*)(IFRS)(천원),투자활동으로 인한 현금흐름(*)(IFRS연결)(천원)
(주)에스에이티,060540,2019/12,-5169837,-9769582
(주)에스에프에이,056190,2011/12,-96323855,-98123215
(주)에스에프에이,056190,2012/12,-39274101,-51377385
(주)에스에프에이,056190,2013/12,-47657669,-38401933
(주)에스에프에이,056190,2014/12,235242412,238373257
(주)에스에프에이,056190,2015/12,-219375383,-100567340
(주)에스에프에이,056190,2016/12,-87813340,-76961577
(주)에스에프에이,056190,2017/12,33113089,-52867692
(주)에스에프에이,056190,2018/12,-107678696,-162564055
(주)에스에프에이,056190,2019/12,-31659312,-77951033
(주)에스에프에이반도체,036540,2011/12,-132064241,-172903835
(주)에스에프에이반도체,036540,2012/12,-91126319,-127879592
(주)에스에프에이반도체,036540,2013/12,-67414720,-77314351
(주)에스에프에이반도체,036540,2014/12,-111920115,-131521968
(주)에스에프에이반도체,036540,2015/12,-72992287,-65320807
(주)에스에프에이반도체,036540,2016/12,-15056739,-5203278
(주)에스에프에이반도체,036540,2017/12,-42732553,-88611223
(주)에스에프에이반도체,036540,2018/12,-68084796,-39056746
(주)에스에프에이반도체,036540,2019/12,-34813129,-44473475
(주)에스엘바이오닉스,214310,2015/12,-16924599,-16924599
(주)에스엘바이오닉스,214310,2016/12,-28181524,-20934591
(주)에스엘바이오닉스,214310,2017/12,-4424422,-14384953
(주)에스엘바이오닉스,214310,2018/12,-20550275,-11653542
(주)에스엘바이오닉스,214310,2019/12,-11476137,-13342360
(주)에스엠라이프디자인그룹,063440,2011/12,-2843774,
(주)에스엠라이프디자인그룹,063440,2012/12,-477024,
(주)에스엠라이프디자인그룹,063440,2013/12,-8188484,-4542176
(주)에스엠라이프디자인그룹,063440,2014/12,5540051,10115904
(주)에스엠라이프디자인그룹,063440,2015/12,-5600708,-341953
(주)에스엠라이프디자인그룹,063440,2016/12,-18463355,-19191444
(주)에스엠라이프디자인그룹,063440,2017/12,-2795870,-661236
(주)에스엠라이프디자인그룹,063440,2018/12,-13827296,-14337955
(주)에스엠라이프디자인그룹,063440,2019/12,-1971987,-325433
(주)에스엠벡셀,010580,2011/12,-2956716,
(주)에스엠벡셀,010580,2012/12,5041259,
(주)에스엠벡셀,010580,2013/12,-6579787,
(주)에스엠벡셀,010580,2014/12,-5694212,
(주)에스엠벡셀,010580,2015/12,754591,
(주)에스엠벡셀,010580,2016/12,-274480,
(주)에스엠벡셀,010580,2017/12,-1206356,
(주)에스엠벡셀,010580,2018/12,-11495071,
(주)에스엠벡셀,010580,2019/12,-12530378,
(주)에스엠엔터테인먼트,041510,2011/12,-20485608,-16991655
(주)에스엠엔터테인먼트,041510,2012/12,-73440955,-49931985
(주)에스엠엔터테인먼트,041510,2013/12,-9330288,-22265265
(주)에스엠엔터테인먼트,041510,2014/12,4730418,-7594989
(주)에스엠엔터테인먼트,041510,2015/12,-67221385,-68153392
(주)에스엠엔터테인먼트,041510,2016/12,-23147841,-38403590
(주)에스엠엔터테인먼트,041510,2017/12,-77286731,-110556517
(주)에스엠엔터테인먼트,041510,2018/12,-106899484,-127020718
(주)에스엠엔터테인먼트,041510,2019/12,-15044443,-52933785
(주)에스엠컬처앤콘텐츠,048550,2011/12,2314068,710970
(주)에스엠컬처앤콘텐츠,048550,2012/12,-14754872,-14382485
(주)에스엠컬처앤콘텐츠,048550,2013/12,-4267575,-3339790
(주)에스엠컬처앤콘텐츠,048550,2014/12,-9300136,-8804807
(주)에스엠컬처앤콘텐츠,048550,2015/12,-1120054,-819269
(주)에스엠컬처앤콘텐츠,048550,2016/12,6158080,5381252
(주)에스엠컬처앤콘텐츠,048550,2017/12,-25216650,-72281227
(주)에스엠컬처앤콘텐츠,048550,2018/12,-29655512,-29854641
(주)에스엠컬처앤콘텐츠,048550,2019/12,-9146072,-9141072
(주)에스엠코어,007820,2011/12,-8333844,-8373355
(주)에스엠코어,007820,2012/12,-3348410,-3357610
(주)에스엠코어,007820,2013/12,-3935259,-3919465
(주)에스엠코어,007820,2014/12,-869279,-866943
(주)에스엠코어,007820,2015/12,-1365733,-1035191
(주)에스엠코어,007820,2016/12,-157711,-2766
(주)에스엠코어,007820,2017/12,-11227902,-10926201
(주)에스엠코어,007820,2018/12,2913854,2298311
(주)에스엠코어,007820,2019/12,-4410084,-4410084
(주)에스원,012750,2011/12,-165390814,-172255513
(주)에스원,012750,2012/12,-95583508,-112388313
(주)에스원,012750,2013/12,-97154501,-106667051
(주)에스원,012750,2014/12,-436912403,-454554214
(주)에스원,012750,2015/12,-23649451,-32410144
(주)에스원,012750,2016/12,-212019248,-213542767
(주)에스원,012750,2017/12,-225720474,-224714172
(주)에스원,012750,2018/12,-174570152,-176158462
(주)에스원,012750,2019/12,-127061903,-123591645
(주)에스제이그룹,306040,2019/12,-17098998,-16359284
(주)에스제이엠,123700,2011/12,-997827,-2646191
(주)에스제이엠,123700,2012/12,-2156446,-8457718
(주)에스제이엠,123700,2013/12,-11170345,-17314255
(주)에스제이엠,123700,2014/12,1007929,-1613911
(주)에스제이엠,123700,2015/12,3300711,-7965536
(주)에스제이엠,123700,2016/12,-11412336,-15547193
(주)에스제이엠,123700,2017/12,211710,226258
(주)에스제이엠,123700,2018/12,-2885705,-10075705
(주)에스제이엠,123700,2019/12,-11736047,-16893734
(주)에스제이엠홀딩스,025530,2011/12,-11429887,-4715660
(주)에스제이엠홀딩스,025530,2012/12,-1269863,-3758197
(주)에스제이엠홀딩스,025530,2013/12,-500610,-26237329
(주)에스제이엠홀딩스,025530,2014/12,-6454463,-6970037
(주)에스제이엠홀딩스,025530,2015/12,-12330612,-18561363
(주)에스제이엠홀딩스,025530,2016/12,225656,-19382412
(주)에스제이엠홀딩스,025530,2017/12,2601720,2329253
(주)에스제이엠홀딩스,025530,2018/12,-296377,-11006155
(주)에스제이엠홀딩스,025530,2019/12,2447991,-13804917
(주)에스지글로벌,001380,2011/12,-763372,-3179131
(주)에스지글로벌,001380,2012/12,-1073528,-396243
(주)에스지글로벌,001380,2013/12,1266805,-999295
(주)에스지글로벌,001380,2014/12,-1633237,-2075177
(주)에스지글로벌,001380,2015/12,-1264388,-4477383
(주)에스지글로벌,001380,2016/12,662805,501647
(주)에스지글로벌,001380,2017/12,5984576,8772851
(주)에스지글로벌,001380,2018/12,-2386527,-386872
(주)에스지글로벌,001380,2019/12,-3558612,-6142354
(주)에스지세계물산,004060,2011/12,8397306,4795498
(주)에스지세계물산,004060,2012/12,-7233062,-5136679
(주)에스지세계물산,004060,2013/12,1792500,4682815
(주)에스지세계물산,004060,2014/12,-4408484,-6117564
(주)에스지세계물산,004060,2015/12,-11875428,-12869183
(주)에스지세계물산,004060,2016/12,-5439080,-5881332
(주)에스지세계물산,004060,2017/12,-38682544,-17792251
(주)에스지세계물산,004060,2018/12,1467996,1000464
(주)에스지세계물산,004060,2019/12,28926572,36161565
(주)에스지엔지,040610,2011/12,-1610831,-32624125
(주)에스지엔지,040610,2012/12,-476863,-39235522
(주)에스지엔지,040610,2013/12,-5954988,-31851038
(주)에스지엔지,040610,2014/12,-11145684,-16349041
(주)에스지엔지,040610,2015/12,-5258536,-55753018
(주)에스지엔지,040610,2016/12,-1737640,-28219035
(주)에스지엔지,040610,2017/12,-3425270,-68544413
(주)에스지엔지,040610,2018/12,-7052779,-489329
(주)에스지엔지,040610,2019/12,-10630127,-11143710
(주)에스코넥,096630,2011/12,-2443045,-6063369
(주)에스코넥,096630,2012/12,2584477,-1854347
(주)에스코넥,096630,2013/12,-14800917,-18369643
(주)에스코넥,096630,2014/12,-6047320,-8188938
(주)에스코넥,096630,2015/12,-16951857,-22193589
(주)에스코넥,096630,2016/12,-3244329,-3845799
(주)에스코넥,096630,2017/12,-17437856,-29703647
(주)에스코넥,096630,2018/12,-22396126,-15823087
(주)에스코넥,096630,2019/12,-6846075,-14312459
(주)에스텍파마,041910,2011/12,-6625571,
(주)에스텍파마,041910,2012/12,-22978260,
(주)에스텍파마,041910,2013/12,-3346300,-2913290
(주)에스텍파마,041910,2014/12,-8500714,-8669771
(주)에스텍파마,041910,2015/12,10012531,10009525
(주)에스텍파마,041910,2016/12,69680,67535
(주)에스텍파마,041910,2017/12,1386761,1385658
(주)에스텍파마,041910,2018/12,932690,932690
(주)에스텍파마,041910,2019/12,11689554,11689554
(주)에스티아이,039440,2011/12,-1691511,-2848695
(주)에스티아이,039440,2012/12,-6106079,-5936209
(주)에스티아이,039440,2013/12,-5928447,-6219262
(주)에스티아이,039440,2014/12,-10737030,-10537834
(주)에스티아이,039440,2015/12,12415544,11866208
(주)에스티아이,039440,2016/12,-6709757,-7913882
(주)에스티아이,039440,2017/12,-4079989,-3669196
(주)에스티아이,039440,2018/12,-17506356,-17402726
(주)에스티아이,039440,2019/12,-76969114,-77428980
(주)에스티오,098660,2011/12,-10233330,-10425336
(주)에스티오,098660,2012/12,-4052616,-707379
(주)에스티오,098660,2013/12,-2518312,-145484
(주)에스티오,098660,2014/12,-6326987,-4566628
(주)에스티오,098660,2015/12,512475,1675048
(주)에스티오,098660,2016/12,-878976,-382809
(주)에스티오,098660,2017/12,-1874495,-795233
(주)에스티오,098660,2018/12,-1195398,-324475
(주)에스티오,098660,2019/12,-1064212,-1049374
(주)에스티큐브,052020,2011/12,-1576434,-1191834
(주)에스티큐브,052020,2012/12,-214172,-705605
(주)에스티큐브,052020,2013/12,-16133472,-15318328
(주)에스티큐브,052020,2014/12,2437396,3302540
(주)에스티큐브,052020,2015/12,-5553686,-1702642
(주)에스티큐브,052020,2016/12,-7345836,-6725386
(주)에스티큐브,052020,2017/12,-6512408,-1308144
(주)에스티큐브,052020,2018/12,-25451696,-20383412
(주)에스티큐브,052020,2019/12,-8226302,-4242178
(주)에스폴리텍,050760,2011/12,-4183498,-5665077
(주)에스폴리텍,050760,2012/12,-11585554,-11867268
(주)에스폴리텍,050760,2013/12,-3327456,3483838
(주)에스폴리텍,050760,2014/12,-2926918,-2893187
(주)에스폴리텍,050760,2015/12,-7530142,-5014509
(주)에스폴리텍,050760,2016/12,-2179739,-1410808
(주)에스폴리텍,050760,2017/12,-2884260,-2228998
(주)에스폴리텍,050760,2018/12,-2522837,-1910416
(주)에스폴리텍,050760,2019/12,-2250779,-2636906
(주)에스피시스템스,317830,2019/12,-7440187,-7528405
(주)에스피씨삼립,005610,2011/12,-67407350,-67404912
(주)에스피씨삼립,005610,2012/12,-33116966,-29711838
(주)에스피씨삼립,005610,2013/12,-42850387,-52350175
(주)에스피씨삼립,005610,2014/12,-12996120,-20550984
(주)에스피씨삼립,005610,2015/12,-17989361,-45672656
(주)에스피씨삼립,005610,2016/12,-43299230,-55002615
(주)에스피씨삼립,005610,2017/12,-49014978,-50938581
(주)에스피씨삼립,005610,2018/12,-35854262,-43743343
(주)에스피씨삼립,005610,2019/12,-67004641,-69910841
(주)에스피지,058610,2011/12,-7880944,-7926780
(주)에스피지,058610,2012/12,-4546987,-7557016
(주)에스피지,058610,2013/12,-4269859,-5648371
(주)에스피지,058610,2014/12,-8545186,-7368635
(주)에스피지,058610,2015/12,1456767,702237
(주)에스피지,058610,2016/12,-6523798,-6486568
(주)에스피지,058610,2017/12,-9625364,-11041557
(주)에스피지,058610,2018/12,-6034319,-5656843
(주)에스피지,058610,2019/12,-2327097,-4629152
(주)에쎈테크,043340,2011/12,-1546507,
(주)에쎈테크,043340,2012/12,1572415,
(주)에쎈테크,043340,2013/12,-1639052,
(주)에쎈테크,043340,2014/12,-3285389,
(주)에쎈테크,043340,2015/12,-3672753,
(주)에쎈테크,043340,2016/12,-1706516,
(주)에쎈테크,043340,2017/12,7118679,
(주)에쎈테크,043340,2018/12,-263208,
(주)에쎈테크,043340,2019/12,-252866,
(주)에이디칩스,054630,2011/12,-2907787,-3467120
(주)에이디칩스,054630,2012/12,338248,338302
(주)에이디칩스,054630,2013/12,601052,1696092
(주)에이디칩스,054630,2014/12,644911,988104
(주)에이디칩스,054630,2015/12,1270114,1270114
(주)에이디칩스,054630,2016/12,-3938194,-4040931
(주)에이디칩스,054630,2017/12,-3755081,
(주)에이디칩스,054630,2018/12,-15358935,
(주)에이디칩스,054630,2019/12,-2317945,
(주)에이디테크놀로지,200710,2014/12,-22779909,-22896722
(주)에이디테크놀로지,200710,2015/12,1062249,1044003
(주)에이디테크놀로지,200710,2016/12,99585,136404
(주)에이디테크놀로지,200710,2017/12,-155905,
(주)에이디테크놀로지,200710,2018/12,4901033,5018043
(주)에이디테크놀로지,200710,2019/12,-12969552,-9752312
(주)에이루트,096690,2011/12,-2509366,
(주)에이루트,096690,2012/12,-3484962,-3297277
(주)에이루트,096690,2013/12,-657742,-1039410
(주)에이루트,096690,2014/12,-2669059,
(주)에이루트,096690,2015/12,824316,
(주)에이루트,096690,2016/12,-47156931,-61029324
(주)에이루트,096690,2017/12,-30593828,-29576505
(주)에이루트,096690,2018/12,-6454905,-8484707
(주)에이루트,096690,2019/12,-95490353,-36388190
(주)에이블씨엔씨,078520,2011/12,-30650717,-32859386
(주)에이블씨엔씨,078520,2012/12,-34933224,-36053549
(주)에이블씨엔씨,078520,2013/12,-32262803,-33698767
(주)에이블씨엔씨,078520,2014/12,-4292908,-8050758
(주)에이블씨엔씨,078520,2015/12,-16512120,-14839318
(주)에이블씨엔씨,078520,2016/12,-5788145,-4396150
(주)에이블씨엔씨,078520,2017/12,-107126115,-110339102
(주)에이블씨엔씨,078520,2018/12,27323778,30565438
(주)에이블씨엔씨,078520,2019/12,33892980,45369151
(주)에이비프로바이오,195990,2015/12,-41898159,-41947423
(주)에이비프로바이오,195990,2016/12,-1671610,2555375
(주)에이비프로바이오,195990,2017/12,-4491754,5219841
(주)에이비프로바이오,195990,2018/12,-10972607,-7611630
(주)에이비프로바이오,195990,2019/12,-48804572,-97629267
(주)에이스침대,003800,2011/12,-21674106,-21632896
(주)에이스침대,003800,2012/12,-28069388,-28839569
(주)에이스침대,003800,2013/12,-2343989,-2331576
(주)에이스침대,003800,2014/12,-35295584,-35234758
(주)에이스침대,003800,2015/12,-29968732,-29959550
(주)에이스침대,003800,2016/12,-20851876,-20845227
(주)에이스침대,003800,2017/12,-30913461,-30121556
(주)에이스침대,003800,2018/12,-57978175,
(주)에이스침대,003800,2019/12,-45855498,
(주)에이스테크놀로지,088800,2011/12,-2427387,12217203
(주)에이스테크놀로지,088800,2012/12,-859433,-19104837
(주)에이스테크놀로지,088800,2013/12,-8868306,-9739732
(주)에이스테크놀로지,088800,2014/12,-10152927,-19324329
(주)에이스테크놀로지,088800,2015/12,-27193727,-21644310
(주)에이스테크놀로지,088800,2016/12,-15157431,-24821527
(주)에이스테크놀로지,088800,2017/12,-10812175,-18877190
(주)에이스테크놀로지,088800,2018/12,1489462,-10912392
(주)에이스테크놀로지,088800,2019/12,19512097,1273771
(주)에이스토리,241840,2019/12,-20952639,
(주)에이엔피,015260,2011/12,-4404617,-15034605
(주)에이엔피,015260,2012/12,-1272617,-15676628
(주)에이엔피,015260,2013/12,-5324942,-13315832
(주)에이엔피,015260,2014/12,-7810815,-27752085
(주)에이엔피,015260,2015/12,-9125004,-9124885
(주)에이엔피,015260,2016/12,-5255679,-2449409
(주)에이엔피,015260,2017/12,-27696043,-27278468
(주)에이엔피,015260,2018/12,-20253892,-21205088
(주)에이엔피,015260,2019/12,12858872,12157841
(주)에이치비테크놀러지,078150,2011/12,-5735080,
(주)에이치비테크놀러지,078150,2012/12,-23333033,
(주)에이치비테크놀러지,078150,2013/12,-15093179,
(주)에이치비테크놀러지,078150,2014/12,-2286639,
(주)에이치비테크놀러지,078150,2015/12,-5304602,
(주)에이치비테크놀러지,078150,2016/12,-48574688,
(주)에이치비테크놀러지,078150,2017/12,-37110193,
(주)에이치비테크놀러지,078150,2018/12,14968465,27608129
(주)에이치비테크놀러지,078150,2019/12,-4780682,-10080403
(주)에이치시티,072990,2016/12,-13135759,-13186104
(주)에이치시티,072990,2017/12,-16179362,-15721126
(주)에이치시티,072990,2018/12,-6612707,-6769077
(주)에이치시티,072990,2019/12,-9764426,-8559293
(주)에이치알에스,036640,2011/12,-4148258,-2848809
(주)에이치알에스,036640,2012/12,-2705465,-3110673
(주)에이치알에스,036640,2013/12,-11285578,-11131028
(주)에이치알에스,036640,2014/12,-6011847,-5519429
(주)에이치알에스,036640,2015/12,-3850856,-3789197
(주)에이치알에스,036640,2016/12,-2128192,-2164938
(주)에이치알에스,036640,2017/12,-323650,-409907
(주)에이치알에스,036640,2018/12,-554886,113884
(주)에이치알에스,036640,2019/12,4358545,3883276
(주)에이치앤비디자인,227100,2018/12,-1757098,-1233566
(주)에이치앤비디자인,227100,2019/12,-1001498,-1014752
(주)에이치엘사이언스,239610,2016/12,-30630962,
(주)에이치엘사이언스,239610,2017/12,-8387625,
(주)에이치엘사이언스,239610,2018/12,-7230972,
(주)에이치엘사이언스,239610,2019/12,-14020093,
(주)에이치케이,044780,2011/12,-409263,-330703
(주)에이치케이,044780,2012/12,-994943,-769720
(주)에이치케이,044780,2013/12,-3714860,-3706049
(주)에이치케이,044780,2014/12,-8898785,-8898785
(주)에이치케이,044780,2015/12,-2886143,-2653944
(주)에이치케이,044780,2016/12,-214005,-343412
(주)에이치케이,044780,2017/12,-74464,-131200
(주)에이치케이,044780,2018/12,-3562076,-5609403
(주)에이치케이,044780,2019/12,-109602,-420945
(주)에이텍,045660,2011/12,-9592879,-9592879
(주)에이텍,045660,2012/12,-6688104,
(주)에이텍,045660,2013/12,360634,
(주)에이텍,045660,2014/12,-9465643,
(주)에이텍,045660,2015/12,10813239,
(주)에이텍,045660,2016/12,-936897,
(주)에이텍,045660,2017/12,-18046489,
(주)에이텍,045660,2018/12,-565589,
(주)에이텍,045660,2019/12,-11274874,
(주)에이텍티앤,224110,2015/12,-4832330,
(주)에이텍티앤,224110,2016/12,-52664,
(주)에이텍티앤,224110,2017/12,-20599054,-20992870
(주)에이텍티앤,224110,2018/12,-721034,-5329722
(주)에이텍티앤,224110,2019/12,-1818194,-16194561
(주)에이트원,230980,2016/12,2950403,
(주)에이트원,230980,2017/12,-14867347,-14867347
(주)에이트원,230980,2018/12,-10292453,-8034331
(주)에이트원,230980,2019/12,7443938,359835
(주)에이티세미콘,089530,2011/12,-41408872,
(주)에이티세미콘,089530,2012/12,-32812567,
(주)에이티세미콘,089530,2013/12,-28130665,-28079143
(주)에이티세미콘,089530,2014/12,-7245662,
(주)에이티세미콘,089530,2015/12,-95220,
(주)에이티세미콘,089530,2016/12,9377735,
(주)에이티세미콘,089530,2017/12,1705620,
(주)에이티세미콘,089530,2018/12,-18638240,-18275981
(주)에이티세미콘,089530,2019/12,-49089116,-48388133
(주)에이팩트,200470,2014/12,76583,
(주)에이팩트,200470,2015/12,-16335689,
(주)에이팩트,200470,2016/12,911891,
(주)에이팩트,200470,2017/12,-11418188,
(주)에이팩트,200470,2018/12,-43683015,
(주)에이팩트,200470,2019/12,-39832080,
(주)에이프로젠,007460,2011/12,-10421762,-18738696
(주)에이프로젠,007460,2012/12,-15397149,14952473
(주)에이프로젠,007460,2013/12,-1582561,
(주)에이프로젠,007460,2014/12,9747210,
(주)에이프로젠,007460,2015/12,-28754,
(주)에이프로젠,007460,2016/12,-1336540,
(주)에이프로젠,007460,2017/12,-84678572,-84433785
(주)에이프로젠,007460,2018/12,-210116216,-210047140
(주)에이프로젠,007460,2019/12,-86448537,-151412662
(주)에이프로젠헬스케어앤게임즈,109960,2011/12,1455499,
(주)에이프로젠헬스케어앤게임즈,109960,2012/12,-735607,
(주)에이프로젠헬스케어앤게임즈,109960,2013/12,-939567,-919688
(주)에이프로젠헬스케어앤게임즈,109960,2014/12,349322,
(주)에이프로젠헬스케어앤게임즈,109960,2015/12,-118990,
(주)에이프로젠헬스케어앤게임즈,109960,2016/12,-11618567,-11190254
(주)에이프로젠헬스케어앤게임즈,109960,2017/12,-113828620,-113232065
(주)에이프로젠헬스케어앤게임즈,109960,2018/12,-98635575,-98343865
(주)에이프로젠헬스케어앤게임즈,109960,2019/12,17983575,17964403
(주)에치에프알,230240,2015/12,,
(주)에치에프알,230240,2016/12,,
(주)에치에프알,230240,2017/12,,
(주)에치에프알,230240,2018/12,6632207,4442281
(주)에치에프알,230240,2019/12,-22146698,-13439413
(주)에코마케팅,230360,2016/12,-51336337,-51336337
(주)에코마케팅,230360,2017/12,2428777,4099384
(주)에코마케팅,230360,2018/12,-13186841,-12463458
(주)에코마케팅,230360,2019/12,11150528,26298949
(주)에코프로,086520,2011/12,-23716094,
(주)에코프로,086520,2012/12,-5562789,
(주)에코프로,086520,2013/12,-24229531,
(주)에코프로,086520,2014/12,-17705272,
(주)에코프로,086520,2015/12,-32968361,
(주)에코프로,086520,2016/12,-34062934,-98537366
(주)에코프로,086520,2017/12,-23893184,-102921941
(주)에코프로,086520,2018/12,2210950,-106473863
(주)에코프로,086520,2019/12,-16297769,-215133944
(주)에코프로비엠,247540,2016/12,,
(주)에코프로비엠,247540,2017/12,,
(주)에코프로비엠,247540,2019/12,-182264929,
(주)에프알텍,073540,2011/12,360807,
(주)에프알텍,073540,2012/12,-6961677,
(주)에프알텍,073540,2013/12,-9151105,
(주)에프알텍,073540,2014/12,-7660794,-6257785
(주)에프알텍,073540,2015/12,-1338490,-1145549
(주)에프알텍,073540,2016/12,-3664819,-2150974
(주)에프알텍,073540,2017/12,-4384749,-3492066
(주)에프알텍,073540,2018/12,707927,2234973
(주)에프알텍,073540,2019/12,-4699421,-2963524
(주)에프앤리퍼블릭,064090,2011/12,-6318903,-5591548
(주)에프앤리퍼블릭,064090,2012/12,2484251,2470877
(주)에프앤리퍼블릭,064090,2013/12,-96286,-89672
(주)에프앤리퍼블릭,064090,2014/12,3522643,
(주)에프앤리퍼블릭,064090,2015/12,-3481434,-2483557
(주)에프앤리퍼블릭,064090,2016/12,-1558460,-391451
(주)에프앤리퍼블릭,064090,2017/12,-62966130,-62479845
(주)에프앤리퍼블릭,064090,2018/12,1089647,1976941
(주)에프앤리퍼블릭,064090,2019/12,-1241600,-390072
(주)에프앤에프홀딩스,007700,2011/12,-2829012,-2829012
(주)에프앤에프홀딩스,007700,2012/12,-10878827,-10880184
(주)에프앤에프홀딩스,007700,2013/12,-32331873,-32339175
(주)에프앤에프홀딩스,007700,2014/12,-457354,-453062
(주)에프앤에프홀딩스,007700,2015/12,-4643995,-4649622
(주)에프앤에프홀딩스,007700,2016/12,16657878,16722878
(주)에프앤에프홀딩스,007700,2017/12,-39349483,-38791528
(주)에프앤에프홀딩스,007700,2018/12,-39731050,-33042879
(주)에프앤에프홀딩스,007700,2019/12,-114383545,-109362206
(주)에프에스엔,214270,2015/12,,
(주)에프에스엔,214270,2016/12,73771,665331
(주)에프에스엔,214270,2017/12,-2372578,-642740
(주)에프에스엔,214270,2018/12,-51056490,-30796050
(주)에프에스엔,214270,2019/12,-8317373,-3418482
(주)에프에스티,036810,2011/12,-15763461,
(주)에프에스티,036810,2012/12,-15920282,
(주)에프에스티,036810,2013/12,-620215,-583424
(주)에프에스티,036810,2014/12,-2576121,-2592827
(주)에프에스티,036810,2015/12,-23174337,-23144516
(주)에프에스티,036810,2016/12,-7917841,-7902380
(주)에프에스티,036810,2017/12,-5891902,-5917564
(주)에프에스티,036810,2018/12,-9001788,-9011056
(주)에프에스티,036810,2019/12,-31119826,-23529071
(주)에프엔씨엔터테인먼트,173940,2014/12,-36622007,-31557706
(주)에프엔씨엔터테인먼트,173940,2015/12,9590554,8638753
(주)에프엔씨엔터테인먼트,173940,2016/12,-39070054,-29869282
(주)에프엔씨엔터테인먼트,173940,2017/12,-194918,-4082914
(주)에프엔씨엔터테인먼트,173940,2018/12,7001439,1332836
(주)에프엔씨엔터테인먼트,173940,2019/12,-2997871,-1956171
(주)엑사이엔씨,054940,2011/12,-1715940,-5908422
(주)엑사이엔씨,054940,2012/12,-1569116,-4148201
(주)엑사이엔씨,054940,2013/12,-810218,-4124164
(주)엑사이엔씨,054940,2014/12,-1027118,-7501563
(주)엑사이엔씨,054940,2015/12,-747628,-5796459
(주)엑사이엔씨,054940,2016/12,-12292063,-11960015
(주)엑사이엔씨,054940,2017/12,-3325292,-5506635
(주)엑사이엔씨,054940,2018/12,-4890112,-881998
(주)엑사이엔씨,054940,2019/12,-3288215,-837490
(주)엑세스바이오인코퍼레이션,950130,2013/12,-8451405,-6217475
(주)엑세스바이오인코퍼레이션,950130,2014/12,-14657220,-27083231
(주)엑세스바이오인코퍼레이션,950130,2015/12,-513519,29878
(주)엑세스바이오인코퍼레이션,950130,2016/12,-5374869,-11774847
(주)엑세스바이오인코퍼레이션,950130,2017/12,-16912765,-11642397
(주)엑세스바이오인코퍼레이션,950130,2018/12,-9894674,-4871719
(주)엑세스바이오인코퍼레이션,950130,2019/12,171246,3193486
(주)엑셈,205100,2014/12,,
(주)엑셈,205100,2015/12,2275567,2386206
(주)엑셈,205100,2016/12,-7013835,-8496051
(주)엑셈,205100,2017/12,-9344878,-12158405
(주)엑셈,205100,2018/12,-9431230,-10879117
(주)엑셈,205100,2019/12,3041445,2002806
(주)엑시콘,092870,2015/12,-16068685,-16068685
(주)엑시콘,092870,2016/12,-12311038,-11385506
(주)엑시콘,092870,2017/12,-4747542,-4758361
(주)엑시콘,092870,2018/12,-12844743,-12895161
(주)엑시콘,092870,2019/12,-3423641,-3366566
(주)엔바이오니아,317870,2019/12,-7956053,
(주)엔씨소프트,036570,2011/12,-120264610,-127420320
(주)엔씨소프트,036570,2012/12,-124349468,-146451179
(주)엔씨소프트,036570,2013/12,-205502167,-213641451
(주)엔씨소프트,036570,2014/12,-164266401,-175532315
(주)엔씨소프트,036570,2015/12,-519504677,-516851615
(주)엔씨소프트,036570,2016/12,-119839460,-138664241
(주)엔씨소프트,036570,2017/12,-490329272,-459622828
(주)엔씨소프트,036570,2018/12,-2479997,68346556
(주)엔씨소프트,036570,2019/12,-371515535,-234237266
(주)엔아이스틸,008260,2011/12,-13070727,
(주)엔아이스틸,008260,2012/12,-12487979,
(주)엔아이스틸,008260,2013/12,-23986841,
(주)엔아이스틸,008260,2014/12,-21899863,
(주)엔아이스틸,008260,2015/12,-31265012,
(주)엔아이스틸,008260,2016/12,-41247039,
(주)엔아이스틸,008260,2017/12,-46450977,
(주)엔아이스틸,008260,2018/12,-14971619,
(주)엔아이스틸,008260,2019/12,-16591963,
(주)엔에스,217820,2015/12,-1680921,
(주)엔에스,217820,2016/12,-1805650,-3821582
(주)엔에스,217820,2017/12,-331665,-1094775
(주)엔에스,217820,2018/12,-9535783,-9538319
(주)엔에스,217820,2019/12,-1944551,-2014848
(주)엔에스엔,031860,2011/12,1757319,-580489
(주)엔에스엔,031860,2012/12,2194608,-28697204
(주)엔에스엔,031860,2013/12,2274849,3067138
(주)엔에스엔,031860,2014/12,8646690,8646690
(주)엔에스엔,031860,2015/12,7313750,4956632
(주)엔에스엔,031860,2016/12,-15124853,-15961341
(주)엔에스엔,031860,2017/12,-5244290,3265906
(주)엔에스엔,031860,2018/12,-599632,2604565
(주)엔에스엔,031860,2019/12,-34244806,-29127785
(주)엔에이치엔벅스,104200,2011/12,8557526,8204731
(주)엔에이치엔벅스,104200,2012/12,1315013,1328663
(주)엔에이치엔벅스,104200,2013/12,-5961424,
(주)엔에이치엔벅스,104200,2014/12,-12949240,
(주)엔에이치엔벅스,104200,2015/12,-16317146,
(주)엔에이치엔벅스,104200,2016/12,8947639,16120696
(주)엔에이치엔벅스,104200,2017/12,11508962,8491337
(주)엔에이치엔벅스,104200,2018/12,2414752,4841142
(주)엔에이치엔벅스,104200,2019/12,-5265401,-4063971
(주)엔이능률,053290,2011/12,-2674327,-2815111
(주)엔이능률,053290,2012/12,-11360802,-11360802
