회사명,거래소코드,회계년도,[제조]자본(*)(IFRS연결)
(주)엘에스네트웍스,000680,2013/12,760111358
(주)엘에스네트웍스,000680,2014/12,769353306
(주)엘에스네트웍스,000680,2015/12,689885574
(주)엘에스네트웍스,000680,2016/12,602932773
(주)엘에스네트웍스,000680,2017/12,622851050
(주)엘에스네트웍스,000680,2018/12,638148487
(주)엘에프,093050,2010/12,741627309
(주)엘에프,093050,2011/12,824935983
(주)엘에프,093050,2012/12,874708113
(주)엘에프,093050,2013/12,914947992
(주)엘에프,093050,2014/12,982963474
(주)엘에프,093050,2015/12,1017555480
(주)엘에프,093050,2016/12,1052185230
(주)엘에프,093050,2017/12,1103322258
(주)엘에프,093050,2018/12,1183428503
(주)엘엑스세미콘,108320,2010/12,204741958
(주)엘엑스세미콘,108320,2011/12,220850247
(주)엘엑스세미콘,108320,2012/12,255763080
(주)엘엑스세미콘,108320,2013/12,273931893
(주)엘엑스세미콘,108320,2014/12,298790617
(주)엘엑스세미콘,108320,2015/12,347578477
(주)엘엑스세미콘,108320,2016/12,380678080
(주)엘엑스세미콘,108320,2017/12,412225422
(주)엘엑스세미콘,108320,2018/12,446613568
(주)엘엑스인터내셔널,001120,2010/12,1031467852
(주)엘엑스인터내셔널,001120,2011/12,1354879473
(주)엘엑스인터내셔널,001120,2012/12,1615613063
(주)엘엑스인터내셔널,001120,2013/12,1613497110
(주)엘엑스인터내셔널,001120,2014/12,1565231283
(주)엘엑스인터내셔널,001120,2015/12,1543314623
(주)엘엑스인터내셔널,001120,2016/12,1645358098
(주)엘엑스인터내셔널,001120,2017/12,1585460436
(주)엘엑스인터내셔널,001120,2018/12,1549537633
(주)엘엑스하우시스,108670,2010/12,695915000
(주)엘엑스하우시스,108670,2011/12,722274000
(주)엘엑스하우시스,108670,2012/12,726520000
(주)엘엑스하우시스,108670,2013/12,782940000
(주)엘엑스하우시스,108670,2014/12,830061000
(주)엘엑스하우시스,108670,2015/12,877588000
(주)엘엑스하우시스,108670,2016/12,937363000
(주)엘엑스하우시스,108670,2017/12,985580000
(주)엘엑스하우시스,108670,2018/12,916747000
(주)엘엠에스,073110,2010/12,
(주)엘엠에스,073110,2011/12,74625788
(주)엘엠에스,073110,2012/12,80041375
(주)엘엠에스,073110,2013/12,93298515
(주)엘엠에스,073110,2014/12,117248333
(주)엘엠에스,073110,2015/12,123149827
(주)엘엠에스,073110,2016/12,110725081
(주)엘엠에스,073110,2017/12,113607101
(주)엘엠에스,073110,2018/12,118017568
(주)엘오티베큠,083310,2010/12,47765464
(주)엘오티베큠,083310,2011/12,49854503
(주)엘오티베큠,083310,2012/12,54795040
(주)엘오티베큠,083310,2013/12,60500264
(주)엘오티베큠,083310,2014/12,65031652
(주)엘오티베큠,083310,2015/12,73811026
(주)엘오티베큠,083310,2016/12,82357931
(주)엘오티베큠,083310,2017/12,107671010
(주)엘오티베큠,083310,2018/12,123341506
(주)엘지,003550,2010/12,10232968000
(주)엘지,003550,2011/12,10960447000
(주)엘지,003550,2012/12,11734952000
(주)엘지,003550,2013/12,12105291000
(주)엘지,003550,2014/12,12585835000
(주)엘지,003550,2015/12,13308244000
(주)엘지,003550,2016/12,14220084000
(주)엘지,003550,2017/12,16179511000
(주)엘지,003550,2018/12,18164478000
(주)엘지생활건강,051900,2010/12,844680591
(주)엘지생활건강,051900,2011/12,1060577454
(주)엘지생활건강,051900,2012/12,1271589535
(주)엘지생활건강,051900,2013/12,1475376675
(주)엘지생활건강,051900,2014/12,1708502940
(주)엘지생활건강,051900,2015/12,2115342599
(주)엘지생활건강,051900,2016/12,2620839706
(주)엘지생활건강,051900,2017/12,3082616474
(주)엘지생활건강,051900,2018/12,3594020128
(주)엘지유플러스,032640,2010/12,3948482000
(주)엘지유플러스,032640,2011/12,3859392000
(주)엘지유플러스,032640,2012/12,3748500000
(주)엘지유플러스,032640,2013/12,4022616000
(주)엘지유플러스,032640,2014/12,4177812000
(주)엘지유플러스,032640,2015/12,4448403000
(주)엘지유플러스,032640,2016/12,4826328000
(주)엘지유플러스,032640,2017/12,5232986000
(주)엘지유플러스,032640,2018/12,6853369000
(주)엘지헬로비전,037560,2012/12,724760727
(주)엘지헬로비전,037560,2013/12,884543481
(주)엘지헬로비전,037560,2014/12,903577090
(주)엘지헬로비전,037560,2015/12,
(주)엘지헬로비전,037560,2016/12,
(주)엘지헬로비전,037560,2017/12,
(주)엘지헬로비전,037560,2018/12,1059260074
(주)엘지화학,051910,2010/12,7843835000
(주)엘지화학,051910,2011/12,9707679000
(주)엘지화학,051910,2012/12,10765355000
(주)엘지화학,051910,2013/12,11725662000
(주)엘지화학,051910,2014/12,12265852000
(주)엘지화학,051910,2015/12,13103522000
(주)엘지화학,051910,2016/12,14050967000
(주)엘지화학,051910,2017/12,16338577000
(주)엘지화학,051910,2018/12,17322128000
(주)엠게임,058630,2010/12,66680240
(주)엠게임,058630,2011/12,66017126
(주)엠게임,058630,2012/12,64931614
(주)엠게임,058630,2013/12,7359297
(주)엠게임,058630,2014/12,17554583
(주)엠게임,058630,2015/12,
(주)엠게임,058630,2016/12,
(주)엠게임,058630,2017/12,
(주)엠게임,058630,2018/12,32452874
(주)엠디에스테크,086960,2010/12,54902788
(주)엠디에스테크,086960,2011/12,59408425
(주)엠디에스테크,086960,2012/12,71766787
(주)엠디에스테크,086960,2013/12,79082039
(주)엠디에스테크,086960,2014/12,88466510
(주)엠디에스테크,086960,2015/12,97423745
(주)엠디에스테크,086960,2016/12,98896924
(주)엠디에스테크,086960,2017/12,105006938
(주)엠디에스테크,086960,2018/12,120119454
(주)엠씨넥스,097520,2012/12,54872672
(주)엠씨넥스,097520,2013/12,63124907
(주)엠씨넥스,097520,2014/12,76988177
(주)엠씨넥스,097520,2015/12,91002740
(주)엠씨넥스,097520,2016/12,63603765
(주)엠씨넥스,097520,2017/12,98018387
(주)엠씨넥스,097520,2018/12,129708990
(주)엠아이텍,179290,2018/12,44768134
(주)엠에스씨,009780,2010/12,32997140
(주)엠에스씨,009780,2011/12,34838031
(주)엠에스씨,009780,2012/12,36660845
(주)엠에스씨,009780,2013/12,40218727
(주)엠에스씨,009780,2014/12,44068949
(주)엠에스씨,009780,2015/12,49750256
(주)엠에스씨,009780,2016/12,59748915
(주)엠에스씨,009780,2017/12,70814464
(주)엠에스씨,009780,2018/12,80556582
(주)엠에스오토텍,123040,2010/12,88318017
(주)엠에스오토텍,123040,2011/12,85980047
(주)엠에스오토텍,123040,2012/12,41321977
(주)엠에스오토텍,123040,2013/12,58602557
(주)엠에스오토텍,123040,2014/12,79009750
(주)엠에스오토텍,123040,2015/12,93157163
(주)엠에스오토텍,123040,2016/12,125262788
(주)엠에스오토텍,123040,2017/12,139123601
(주)엠에스오토텍,123040,2018/12,115620146
(주)엠투엔,033310,2010/12,
(주)엠투엔,033310,2011/12,
(주)엠투엔,033310,2012/12,
(주)엠투엔,033310,2013/12,
(주)엠투엔,033310,2014/12,38932088
(주)엠투엔,033310,2015/12,45430072
(주)엠투엔,033310,2016/12,49455460
(주)엠투엔,033310,2017/12,53356406
(주)엠투엔,033310,2018/12,55100800
(주)엠플러스,259630,2017/12,
(주)엠플러스,259630,2018/12,
(주)엠피대산,065150,2010/12,18646667
(주)엠피대산,065150,2011/12,21285166
(주)엠피대산,065150,2012/12,22455976
(주)엠피대산,065150,2013/12,23675093
(주)엠피대산,065150,2014/12,42784467
(주)엠피대산,065150,2015/12,43555431
(주)엠피대산,065150,2016/12,42585134
(주)엠피대산,065150,2017/12,47069930
(주)엠피대산,065150,2018/12,34675813
(주)연우,115960,2015/12,
(주)연우,115960,2016/12,179162526
(주)연우,115960,2017/12,186443871
(주)연우,115960,2018/12,191587871
(주)연이비앤티,090740,2010/12,67222523
(주)연이비앤티,090740,2011/12,71177459
(주)연이비앤티,090740,2012/12,72892822
(주)연이비앤티,090740,2013/12,73589242
(주)연이비앤티,090740,2014/12,75279590
(주)연이비앤티,090740,2015/12,77115446
(주)연이비앤티,090740,2016/12,73823054
(주)연이비앤티,090740,2017/12,52885300
(주)연이비앤티,090740,2018/12,58384871
(주)영우디에스피,143540,2014/12,
(주)영우디에스피,143540,2015/12,
(주)영우디에스피,143540,2016/12,39674749
(주)영우디에스피,143540,2017/12,35086367
(주)영우디에스피,143540,2018/12,7829902
(주)영원무역,111770,2010/12,480433167
(주)영원무역,111770,2011/12,576868727
(주)영원무역,111770,2012/12,680551025
(주)영원무역,111770,2013/12,901992771
(주)영원무역,111770,2014/12,1012269560
(주)영원무역,111770,2015/12,1362431973
(주)영원무역,111770,2016/12,1377534598
(주)영원무역,111770,2017/12,1340742499
(주)영원무역,111770,2018/12,1663125187
(주)영원무역홀딩스,009970,2010/12,737758679
(주)영원무역홀딩스,009970,2011/12,864915034
(주)영원무역홀딩스,009970,2012/12,958867894
(주)영원무역홀딩스,009970,2013/12,1203003053
(주)영원무역홀딩스,009970,2014/12,1340393110
(주)영원무역홀딩스,009970,2015/12,1726335216
(주)영원무역홀딩스,009970,2016/12,1755453111
(주)영원무역홀딩스,009970,2017/12,1753641259
(주)영원무역홀딩스,009970,2018/12,2180170849
(주)영풍,000670,2010/12,1712068870
(주)영풍,000670,2011/12,1918043663
(주)영풍,000670,2012/12,2181236785
(주)영풍,000670,2013/12,2816473689
(주)영풍,000670,2014/12,2912242486
(주)영풍,000670,2015/12,3003441922
(주)영풍,000670,2016/12,3142310136
(주)영풍,000670,2017/12,3469510849
(주)영풍,000670,2018/12,3507370869
(주)영흥,012160,2010/12,167327621
(주)영흥,012160,2011/12,176953550
(주)영흥,012160,2012/12,178747768
(주)영흥,012160,2013/12,170081616
(주)영흥,012160,2014/12,172488351
(주)영흥,012160,2015/12,174161945
(주)영흥,012160,2016/12,172764373
(주)영흥,012160,2017/12,167026819
(주)영흥,012160,2018/12,166380102
(주)예림당,036000,2010/12,52228986
(주)예림당,036000,2011/12,57356294
(주)예림당,036000,2012/12,68967024
(주)예림당,036000,2013/12,86513517
(주)예림당,036000,2014/12,105667440
(주)예림당,036000,2015/12,105585990
(주)예림당,036000,2016/12,114104537
(주)예림당,036000,2017/12,153636666
(주)예림당,036000,2018/12,373286203
(주)예선테크,250930,2016/12,
(주)예선테크,250930,2017/12,
(주)예선테크,250930,2018/12,
(주)예스코홀딩스,015360,2010/12,590681089
(주)예스코홀딩스,015360,2011/12,607713919
(주)예스코홀딩스,015360,2012/12,625734660
(주)예스코홀딩스,015360,2013/12,634325499
(주)예스코홀딩스,015360,2014/12,633783828
(주)예스코홀딩스,015360,2015/12,647346844
(주)예스코홀딩스,015360,2016/12,674662726
(주)예스코홀딩스,015360,2017/12,697419304
(주)예스코홀딩스,015360,2018/12,647035353
(주)예스티,122640,2015/12,
(주)예스티,122640,2016/12,42636161
(주)예스티,122640,2017/12,55078600
(주)예스티,122640,2018/12,47584188
(주)오공,045060,2010/12,42197541
(주)오공,045060,2011/12,44170918
(주)오공,045060,2012/12,46045986
(주)오공,045060,2013/12,48636639
(주)오공,045060,2014/12,51063973
(주)오공,045060,2015/12,52906242
(주)오공,045060,2016/12,55955608
(주)오공,045060,2017/12,60847510
(주)오공,045060,2018/12,74384505
(주)오디텍,080520,2010/12,69512564
(주)오디텍,080520,2011/12,74387895
(주)오디텍,080520,2012/12,82134420
(주)오디텍,080520,2013/12,92204539
(주)오디텍,080520,2014/12,98578928
(주)오디텍,080520,2015/12,105227965
(주)오디텍,080520,2016/12,115736082
(주)오디텍,080520,2017/12,114107236
(주)오디텍,080520,2018/12,117850005
(주)오뚜기,007310,2010/12,532627855
(주)오뚜기,007310,2011/12,593158383
(주)오뚜기,007310,2012/12,658224401
(주)오뚜기,007310,2013/12,741315095
(주)오뚜기,007310,2014/12,823320829
(주)오뚜기,007310,2015/12,949103698
(주)오뚜기,007310,2016/12,1035202422
(주)오뚜기,007310,2017/12,1151580693
(주)오뚜기,007310,2018/12,1275658602
(주)오르비텍,046120,2010/12,
(주)오르비텍,046120,2011/12,
(주)오르비텍,046120,2012/12,26353724
(주)오르비텍,046120,2013/12,17599017
(주)오르비텍,046120,2014/12,
(주)오르비텍,046120,2015/12,
(주)오르비텍,046120,2016/12,
(주)오르비텍,046120,2017/12,59768656
(주)오르비텍,046120,2018/12,68169349
(주)오리엔탈정공,014940,2010/12,132931448
(주)오리엔탈정공,014940,2011/12,32453750
(주)오리엔탈정공,014940,2012/12,-84923683
(주)오리엔탈정공,014940,2013/12,56742479
(주)오리엔탈정공,014940,2014/12,23308045
(주)오리엔탈정공,014940,2015/12,31090085
(주)오리엔탈정공,014940,2016/12,11393223
(주)오리엔탈정공,014940,2017/12,11603650
(주)오리엔탈정공,014940,2018/12,12678129
(주)오리엔트바이오,002630,2010/03,61765208
(주)오리엔트바이오,002630,2011/03,69256113
(주)오리엔트바이오,002630,2012/03,60514842
(주)오리엔트바이오,002630,2013/03,62289543
(주)오리엔트바이오,002630,2014/03,61846031
(주)오리엔트바이오,002630,2015/03,67349822
(주)오리엔트바이오,002630,2016/03,91290168
(주)오리엔트바이오,002630,2017/03,97944964
(주)오리엔트바이오,002630,2018/03,79923477
(주)오리엔트정공,065500,2010/12,
(주)오리엔트정공,065500,2011/12,
(주)오리엔트정공,065500,2012/12,
(주)오리엔트정공,065500,2013/12,
(주)오리엔트정공,065500,2014/12,
(주)오리엔트정공,065500,2015/12,19150996
(주)오리엔트정공,065500,2016/12,40489965
(주)오리엔트정공,065500,2017/12,38098831
(주)오리엔트정공,065500,2018/12,56258327
(주)오리온,271560,2017/12,1344904442
(주)오리온,271560,2018/12,1444542180
(주)오리온홀딩스,001800,2010/12,898209162
(주)오리온홀딩스,001800,2011/12,1009625731
(주)오리온홀딩스,001800,2012/12,1127977936
(주)오리온홀딩스,001800,2013/12,1269276140
(주)오리온홀딩스,001800,2014/12,1402522481
(주)오리온홀딩스,001800,2015/12,1526175939
(주)오리온홀딩스,001800,2016/12,1704895452
(주)오리온홀딩스,001800,2017/12,3117905288
(주)오리온홀딩스,001800,2018/12,3176587954
(주)오리콤,010470,2010/12,41712541
(주)오리콤,010470,2011/12,46204988
(주)오리콤,010470,2012/12,49184565
(주)오리콤,010470,2013/12,61228589
(주)오리콤,010470,2014/12,61351668
(주)오리콤,010470,2015/12,67699940
(주)오리콤,010470,2016/12,70020148
(주)오리콤,010470,2017/12,72742237
(주)오리콤,010470,2018/12,78292483
(주)오스코텍,039200,2010/12,25545130
(주)오스코텍,039200,2011/12,25726831
(주)오스코텍,039200,2012/12,24472827
(주)오스코텍,039200,2013/12,22165350
(주)오스코텍,039200,2014/12,21783203
(주)오스코텍,039200,2015/12,26917977
(주)오스코텍,039200,2016/12,28760988
(주)오스코텍,039200,2017/12,25652879
(주)오스코텍,039200,2018/12,51669237
(주)오스테오닉,226400,2018/12,
(주)오스템,031510,2010/12,77582974
(주)오스템,031510,2011/12,86966731
(주)오스템,031510,2012/12,92497592
(주)오스템,031510,2013/12,101526810
(주)오스템,031510,2014/12,111118300
(주)오스템,031510,2015/12,123573361
(주)오스템,031510,2016/12,134458123
(주)오스템,031510,2017/12,128387402
(주)오스템,031510,2018/12,123678307
(주)오이솔루션,138080,2014/12,48960840
(주)오이솔루션,138080,2015/12,49521752
(주)오이솔루션,138080,2016/12,55294968
(주)오이솔루션,138080,2017/12,66946303
(주)오이솔루션,138080,2018/12,68047028
(주)오킨스전자,080580,2014/12,38142548
(주)오킨스전자,080580,2015/12,32424786
(주)오킨스전자,080580,2016/12,24711023
(주)오킨스전자,080580,2017/12,23860759
(주)오킨스전자,080580,2018/12,23495527
(주)오텍,067170,2010/12,37297500
(주)오텍,067170,2011/12,97108259
(주)오텍,067170,2012/12,100000091
(주)오텍,067170,2013/12,102117813
(주)오텍,067170,2014/12,103996235
(주)오텍,067170,2015/12,105884984
(주)오텍,067170,2016/12,135430210
(주)오텍,067170,2017/12,164671090
(주)오텍,067170,2018/12,182583063
(주)오파스넷,173130,2018/12,
(주)오픈베이스,049480,2010/12,34872473
(주)오픈베이스,049480,2011/12,36177459
(주)오픈베이스,049480,2012/12,41725123
(주)오픈베이스,049480,2013/12,44347730
(주)오픈베이스,049480,2014/12,47352844
(주)오픈베이스,049480,2015/12,50553634
(주)오픈베이스,049480,2016/12,56293421
(주)오픈베이스,049480,2017/12,73397890
(주)오픈베이스,049480,2018/12,71719244
(주)오하임아이엔티,309930,2018/12,
(주)옵투스제약,131030,2010/12,
(주)옵투스제약,131030,2011/12,
(주)옵투스제약,131030,2012/12,
(주)옵투스제약,131030,2013/12,
(주)옵투스제약,131030,2014/12,
(주)옵투스제약,131030,2015/12,
(주)옵투스제약,131030,2016/12,
(주)옵투스제약,131030,2017/12,
(주)옵투스제약,131030,2018/12,
(주)옵트론텍,082210,2010/12,60675742
(주)옵트론텍,082210,2011/12,73894773
(주)옵트론텍,082210,2012/12,87598241
(주)옵트론텍,082210,2013/12,106218966
(주)옵트론텍,082210,2014/12,71355353
(주)옵트론텍,082210,2015/12,73177537
(주)옵트론텍,082210,2016/12,77691799
(주)옵트론텍,082210,2017/12,91968829
(주)옵트론텍,082210,2018/12,91574509
(주)옵티팜,153710,2018/12,
(주)와이비엠넷,057030,2010/12,53099714
(주)와이비엠넷,057030,2011/12,52332576
(주)와이비엠넷,057030,2012/12,63691605
(주)와이비엠넷,057030,2013/12,63463468
(주)와이비엠넷,057030,2014/12,61270070
(주)와이비엠넷,057030,2015/12,58427093
(주)와이비엠넷,057030,2016/12,47200254
(주)와이비엠넷,057030,2017/12,43086102
(주)와이비엠넷,057030,2018/12,42070351
(주)와이솔,122990,2010/12,34987979
(주)와이솔,122990,2011/12,46347421
(주)와이솔,122990,2012/12,54675327
(주)와이솔,122990,2013/12,78545642
(주)와이솔,122990,2014/12,88833852
(주)와이솔,122990,2015/12,132272307
(주)와이솔,122990,2016/12,158188543
(주)와이솔,122990,2017/12,219289457
(주)와이솔,122990,2018/12,259454393
(주)와이어블,065530,2010/12,
(주)와이어블,065530,2011/12,
(주)와이어블,065530,2012/12,
(주)와이어블,065530,2013/12,
(주)와이어블,065530,2014/12,
(주)와이어블,065530,2015/12,
(주)와이어블,065530,2016/12,
(주)와이어블,065530,2017/12,
(주)와이어블,065530,2018/12,
(주)와이엔텍,067900,2010/12,
(주)와이엔텍,067900,2011/12,
(주)와이엔텍,067900,2012/12,
(주)와이엔텍,067900,2013/12,
(주)와이엔텍,067900,2014/12,
(주)와이엔텍,067900,2015/12,
(주)와이엔텍,067900,2016/12,96964649
(주)와이엔텍,067900,2017/12,107554176
(주)와이엔텍,067900,2018/12,116581786
(주)와이오엠,066430,2010/06,24124574
(주)와이오엠,066430,2011/06,
(주)와이오엠,066430,2012/06,
(주)와이오엠,066430,2013/06,
(주)와이오엠,066430,2014/06,
(주)와이오엠,066430,2015/12,14260550
(주)와이오엠,066430,2016/12,9227913
(주)와이오엠,066430,2017/12,
(주)와이오엠,066430,2018/12,
(주)와이제이엠게임즈,193250,2014/12,15479825
(주)와이제이엠게임즈,193250,2015/12,20877199
(주)와이제이엠게임즈,193250,2016/12,87678897
(주)와이제이엠게임즈,193250,2017/12,79899692
(주)와이제이엠게임즈,193250,2018/12,66096508
(주)와이즈버즈,273060,2017/12,
(주)와이즈버즈,273060,2018/12,
(주)와이지-원,019210,2010/12,132592624
(주)와이지-원,019210,2011/12,154196448
(주)와이지-원,019210,2012/12,191119358
(주)와이지-원,019210,2013/12,201115696
(주)와이지-원,019210,2014/12,206191915
(주)와이지-원,019210,2015/12,254411653
(주)와이지-원,019210,2016/12,270704930
(주)와이지-원,019210,2017/12,320909918
(주)와이지-원,019210,2018/12,334849415
(주)와이지엔터테인먼트,122870,2011/12,76387570
(주)와이지엔터테인먼트,122870,2012/12,97394779
(주)와이지엔터테인먼트,122870,2013/12,112291150
(주)와이지엔터테인먼트,122870,2014/12,246173066
(주)와이지엔터테인먼트,122870,2015/12,269276244
(주)와이지엔터테인먼트,122870,2016/12,350370468
(주)와이지엔터테인먼트,122870,2017/12,432104865
(주)와이지엔터테인먼트,122870,2018/12,449444616
(주)와이지플러스,037270,2010/12,33483056
(주)와이지플러스,037270,2011/12,34739382
(주)와이지플러스,037270,2012/12,32193719
(주)와이지플러스,037270,2013/12,29317354
(주)와이지플러스,037270,2014/12,105021402
(주)와이지플러스,037270,2015/12,104046582
(주)와이지플러스,037270,2016/12,107286224
(주)와이지플러스,037270,2017/12,114105802
(주)와이지플러스,037270,2018/12,115504921
(주)와이투솔루션,011690,2010/12,46548978
(주)와이투솔루션,011690,2011/12,39405778
(주)와이투솔루션,011690,2012/12,37696205
(주)와이투솔루션,011690,2013/12,33470783
(주)와이투솔루션,011690,2014/12,37585736
(주)와이투솔루션,011690,2015/12,38815999
(주)와이투솔루션,011690,2016/12,58911684
(주)와이투솔루션,011690,2017/12,126255832
(주)와이투솔루션,011690,2018/12,107450349
(주)와이티엔,040300,2010/12,
(주)와이티엔,040300,2011/12,
(주)와이티엔,040300,2012/12,
(주)와이티엔,040300,2013/12,
(주)와이티엔,040300,2014/12,
(주)와이티엔,040300,2015/12,178246574
(주)와이티엔,040300,2016/12,184284736
(주)와이티엔,040300,2017/12,190524040
(주)와이티엔,040300,2018/12,188115641
(주)용평리조트,070960,2016/12,396442087
(주)용평리조트,070960,2017/12,408181173
(주)용평리조트,070960,2018/12,414170559
(주)우리기술,032820,2010/12,41605609
(주)우리기술,032820,2011/12,46965947
(주)우리기술,032820,2012/12,40452066
(주)우리기술,032820,2013/12,38891218
(주)우리기술,032820,2014/12,32706774
(주)우리기술,032820,2015/12,26275385
(주)우리기술,032820,2016/12,30936597
(주)우리기술,032820,2017/12,37621471
(주)우리기술,032820,2018/12,33066399
(주)우리넷,115440,2010/12,
(주)우리넷,115440,2011/12,
(주)우리넷,115440,2012/12,
(주)우리넷,115440,2013/12,
(주)우리넷,115440,2014/12,
(주)우리넷,115440,2015/12,
(주)우리넷,115440,2016/12,
(주)우리넷,115440,2017/12,
(주)우리넷,115440,2018/12,
(주)우리로,046970,2012/12,
(주)우리로,046970,2013/12,
(주)우리로,046970,2014/12,
(주)우리로,046970,2015/12,30070615
(주)우리로,046970,2016/12,33541303
(주)우리로,046970,2017/12,32585059
(주)우리로,046970,2018/12,34189490
(주)우성,006980,2010/12,153817913
(주)우성,006980,2011/12,165732073
(주)우성,006980,2012/12,169779862
(주)우성,006980,2013/12,171885545
(주)우성,006980,2014/12,174416020
(주)우성,006980,2015/12,166244129
(주)우성,006980,2016/12,165585636
(주)우성,006980,2017/12,165436282
(주)우성,006980,2018/12,159184872
(주)우신시스템,017370,2010/12,64912638
(주)우신시스템,017370,2011/12,72767285
(주)우신시스템,017370,2012/12,76151730
(주)우신시스템,017370,2013/12,79313258
(주)우신시스템,017370,2014/12,92742608
(주)우신시스템,017370,2015/12,110325423
(주)우신시스템,017370,2016/12,121641711
(주)우신시스템,017370,2017/12,118445886
(주)우신시스템,017370,2018/12,110261717
(주)우정바이오,215380,2015/12,
(주)우정바이오,215380,2016/12,
(주)우정바이오,215380,2017/12,
(주)우정바이오,215380,2018/12,
(주)우주일렉트로닉스,065680,2010/12,139184995
(주)우주일렉트로닉스,065680,2011/12,148107575
(주)우주일렉트로닉스,065680,2012/12,154946813
(주)우주일렉트로닉스,065680,2013/12,166276655
(주)우주일렉트로닉스,065680,2014/12,171942276
(주)우주일렉트로닉스,065680,2015/12,171619761
(주)우주일렉트로닉스,065680,2016/12,176061264
(주)우주일렉트로닉스,065680,2017/12,181470667
(주)우주일렉트로닉스,065680,2018/12,180316515
(주)우진,105840,2010/12,82787604
(주)우진,105840,2011/12,97547493
(주)우진,105840,2012/12,108263136
(주)우진,105840,2013/12,116531655
(주)우진,105840,2014/12,117123210
(주)우진,105840,2015/12,128062805
(주)우진,105840,2016/12,123370238
(주)우진,105840,2017/12,136048458
(주)우진,105840,2018/12,131026977
(주)우진아이엔에스,010400,2018/12,109117597
(주)우진플라임,049800,2010/12,58008622
(주)우진플라임,049800,2011/12,67800276
(주)우진플라임,049800,2012/12,76091972
(주)우진플라임,049800,2013/12,83175928
(주)우진플라임,049800,2014/12,82745407
(주)우진플라임,049800,2015/12,65778497
(주)우진플라임,049800,2016/12,79905818
(주)우진플라임,049800,2017/12,81141784
(주)우진플라임,049800,2018/12,66730342
(주)웅진,016880,2010/12,1069450986
(주)웅진,016880,2011/12,867394199
(주)웅진,016880,2012/12,-676018210
(주)웅진,016880,2013/12,450480562
(주)웅진,016880,2014/12,318893175
(주)웅진,016880,2015/12,357464668
(주)웅진,016880,2016/12,356069507
(주)웅진,016880,2017/12,333704164
(주)웅진,016880,2018/12,225639737
(주)웅진씽크빅,095720,2010/12,277927154
(주)웅진씽크빅,095720,2011/12,293630294
(주)웅진씽크빅,095720,2012/12,213806192
(주)웅진씽크빅,095720,2013/12,201638497
(주)웅진씽크빅,095720,2014/12,243677059
(주)웅진씽크빅,095720,2015/12,259258536
(주)웅진씽크빅,095720,2016/12,281096507
(주)웅진씽크빅,095720,2017/12,302975758
(주)웅진씽크빅,095720,2018/12,318996085
(주)원림,005820,2010/12,
(주)원림,005820,2011/12,
(주)원림,005820,2012/12,
(주)원림,005820,2013/12,91776585
(주)원림,005820,2014/12,96835732
(주)원림,005820,2015/12,102052798
(주)원림,005820,2016/12,108736394
(주)원림,005820,2017/12,113254773
(주)원림,005820,2018/12,112589183
(주)원바이오젠,307280,2018/12,
(주)원익,032940,2010/12,38989124
(주)원익,032940,2011/12,35936257
(주)원익,032940,2012/12,28719405
(주)원익,032940,2013/12,35573075
(주)원익,032940,2014/12,38178968
(주)원익,032940,2015/12,44183153
(주)원익,032940,2016/12,110523601
(주)원익,032940,2017/12,125642810
(주)원익,032940,2018/12,67992972
(주)원익머트리얼즈,104830,2011/12,
(주)원익머트리얼즈,104830,2012/12,
(주)원익머트리얼즈,104830,2013/12,154556827
(주)원익머트리얼즈,104830,2014/12,178731573
(주)원익머트리얼즈,104830,2015/12,202492691
(주)원익머트리얼즈,104830,2016/12,221018837
(주)원익머트리얼즈,104830,2017/12,241840617
(주)원익머트리얼즈,104830,2018/12,280970956
(주)원익아이피에스,240810,2016/12,218921762
(주)원익아이피에스,240810,2017/12,313468392
(주)원익아이피에스,240810,2018/12,369216477
(주)원익큐브,014190,2010/12,
(주)원익큐브,014190,2011/12,
(주)원익큐브,014190,2012/12,
(주)원익큐브,014190,2013/12,72219964
(주)원익큐브,014190,2014/12,55341760
(주)원익큐브,014190,2015/12,64214693
(주)원익큐브,014190,2016/12,68704335
(주)원익큐브,014190,2017/12,77916770
(주)원익큐브,014190,2018/12,74953021
(주)원익큐엔씨,074600,2010/12,61677910
(주)원익큐엔씨,074600,2011/12,78383867
(주)원익큐엔씨,074600,2012/12,82262028
(주)원익큐엔씨,074600,2013/12,90196758
(주)원익큐엔씨,074600,2014/12,96607373
(주)원익큐엔씨,074600,2015/12,112424884
(주)원익큐엔씨,074600,2016/12,158496822
(주)원익큐엔씨,074600,2017/12,180985893
(주)원익큐엔씨,074600,2018/12,221137475
(주)원익피앤이,131390,2011/12,
(주)원익피앤이,131390,2012/12,
(주)원익피앤이,131390,2013/12,
(주)원익피앤이,131390,2014/12,38453649
(주)원익피앤이,131390,2015/12,42202310
(주)원익피앤이,131390,2016/12,46577117
(주)원익피앤이,131390,2017/12,54947742
(주)원익피앤이,131390,2018/12,66134401
(주)원익홀딩스,030530,2010/12,186667629
(주)원익홀딩스,030530,2011/12,308949382
(주)원익홀딩스,030530,2012/12,335346942
(주)원익홀딩스,030530,2013/12,403747930
(주)원익홀딩스,030530,2014/12,455690399
(주)원익홀딩스,030530,2015/12,540408243
(주)원익홀딩스,030530,2016/12,722074415
(주)원익홀딩스,030530,2017/12,815520708
(주)원익홀딩스,030530,2018/12,897616608
