회사명,거래소코드,회계년도,총자본증가율(IFRS연결),유형자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),자기자본증가율(IFRS연결),매출액증가율(IFRS연결),순이익증가율(IFRS연결),정상영업이익증가율(IFRS연결),매출액총이익률(IFRS연결),매출액순이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본순이익률(IFRS연결),매출원가 대 매출액비율(IFRS연결),금융비용부담률(IFRS연결),이자부담률(IFRS연결),지급이자율(IFRS연결),차입금평균이자율(IFRS연결),유동자산구성비율(IFRS연결),재고자산 대 유동자산비율(IFRS연결),당좌자산구성비율(IFRS연결),자기자본구성비율(IFRS연결),타인자본구성비율(IFRS연결),자기자본배율(IFRS연결),유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),재고자산 대 순운전자본비율(IFRS연결),매출채권 대 매입채무비율(IFRS연결),부채비율(IFRS연결),유동부채비율(IFRS연결),단기차입금 대 총차입금비율(IFRS연결),순운전자본비율(IFRS연결),차입금비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),CASH FLOW 대 차입금비율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),총자본회전률(IFRS연결),자기자본회전률(IFRS연결),타인자본회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),재고자산회전률(IFRS연결),매출채권회전률(IFRS연결),매출채권회전기간(IFRS연결),유형자산회전율(IFRS연결),순운전자본회전률(IFRS연결),운전자본회전률(IFRS연결),노동장비율(IFRS연결),기계장비율(IFRS연결),자본집약도(IFRS연결),총자본투자효율(IFRS연결),설비투자효율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결)
(주)태양,53620,Dec-17,-2.46,-8.36,7.39,1.88,3.56,6.35,-45.95,-24.23,16.97,4.41,3.64,4.69,83.03,0.11,0.42,2.37,2.17,39.08,11.1,34.75,80.1,19.9,3505.78,332.55,295.65,189.63,15.87,131.63,24.85,14.67,34.32,27.33,6.83,29.86,108.63,7.1,0.83,1.06,3.71,11.38,32.06,2.22,2.5,19.49,8.88,41.1,1.52,1.64,0.06,,,,15.59,31.53,96.03,18.63
(주)태양,53620,Dec-18,-2.11,5.85,-13.6,10.53,0.69,-13.23,-73.47,-110.18,10.18,1.35,0.99,1.22,89.82,-0.05,-0.19,1.65,1.31,34.5,14.19,29.6,82.39,17.61,3529.85,301.07,258.33,116.14,21.25,128.58,21.38,13.91,55.68,23.04,4.46,26.17,125.55,6.21,0.73,0.9,3.91,10.45,34.92,1.99,2.28,15.91,8.03,45.45,1.34,1.52,0.07,,,,13.6,24.07,93.39,18.33
(주)태양,53620,Dec-19,1.87,-3.77,11.8,-21.93,4.45,3.73,299.84,0,15.11,5.19,3.96,4.75,84.89,-0.18,-0.83,4.32,2.96,37.86,9.91,34.11,84.47,15.53,3687.03,345.2,310.98,133.94,13.95,116.45,18.38,12.98,73.27,26.89,2.22,42.58,352.85,8.75,0.76,0.91,4.61,11.58,31.52,2.11,2.39,17.66,9.43,38.7,1.38,1.61,0.06,,,,16.83,31.73,136.23,22.27
(주)태영건설,9410,Dec-11,11.91,27.39,2.58,-34.44,1.42,29.22,52.49,35.76,11.98,2.7,2.21,4.15,88.02,1.01,1.39,5.92,6.6,42.96,10.57,38.42,39.24,60.76,2052.24,134.82,120.57,19.69,40.93,235.54,154.83,81.21,32.79,11.1,60.12,8.68,22.35,6.8,0.82,2.01,1.38,68.66,5.32,1.83,2.11,13.52,31.22,11.69,3.18,1.06,0,,,,13.68,53.94,13391519514,17.65
(주)태영건설,9410,Dec-12,2.65,14.02,-6.79,-7.11,6.56,0.24,82.54,-15.06,12.6,3.83,2.93,7.29,87.4,1.16,1.48,7.39,6.96,39.01,10.53,34.9,40.91,59.09,2186.79,116.43,104.17,20.82,74.65,432.37,144.45,81.91,41.95,5.51,50.03,12,34.64,9.37,0.77,1.91,1.28,89.74,4.07,1.87,2.09,17.74,30.12,12.12,2.66,1.04,0,,,,14.73,51.98,69895.17,19.46
(주)태영건설,9410,Dec-13,-0.67,0.62,-3.25,-20.81,1.1,-4.44,-80.41,-15.29,12.38,1.77,1.28,1.38,87.62,1.04,1.29,5.88,5.88,38,8.62,34.72,42.18,57.82,2210.91,130.25,119.02,27.05,37.12,431.82,137.09,69.17,31.92,8.83,48.92,8.08,22.65,6.42,0.73,1.75,1.24,97.53,3.74,1.88,2.08,19.64,22.58,16.17,2.38,1.04,0,,,,13.23,44.37,55143.66,18.17
(주)태영건설,9410,Dec-14,-3.85,3.5,-6.64,-21.56,-4.79,-14,0,-79.67,10.38,-3.07,-1.96,-8.16,89.62,1.43,1.59,5.79,5.95,36.9,7.24,34.22,42.84,57.16,2105.09,151.49,140.51,40.23,21.32,314.41,133.45,56.86,30.08,12.54,53.07,2.1,5.29,1.85,0.64,1.5,1.11,49.49,7.38,1.7,1.85,21.42,13.8,26.45,2,0.99,0,,,,10.55,33.15,41310.48,16.21
(주)태영건설,9410,Dec-15,4.59,2.15,10.96,59.36,2.05,0.45,0,211.19,11.37,0.88,0.56,0.18,88.63,1.41,1.56,5.62,6.02,39.14,10.4,35.07,41.98,58.02,2148.32,116.5,104.38,31.99,73.47,519.63,138.21,80.04,42.35,5.54,59.82,1.8,4.16,1.67,0.64,1.51,1.11,47.32,7.71,1.68,1.85,18.87,11.89,30.7,1.96,0.95,0,,,,13.28,44.24,71319.65,21.24
(주)태영건설,9410,Dec-16,15.87,-0.45,43.59,320.53,-2.47,9.33,-90.14,70.76,13.01,0.09,0.06,0.02,86.99,0.99,1.03,3.29,3.79,48.5,30.47,33.72,36.15,63.85,2095.34,122.17,84.95,24.46,167.9,460.66,176.63,109.82,46.34,8.8,81.44,-1.05,-2.27,-1.13,0.63,1.63,1.04,63.94,5.71,1.43,1.84,6.45,13.04,27.99,2.12,0.78,0,,,,11.1,41.91,85996.89,18.8
(주)태영건설,9410,Dec-17,36.19,16.15,55.85,123.24,15.68,58.62,59514.41,220.53,16.31,3.77,2.99,10.12,83.69,0.72,0.85,2.38,2.86,55.5,43.65,31.28,30.21,69.79,2423.94,128.02,72.14,18.24,199.41,357.15,231.06,143.53,45.12,12.15,107.55,-1.18,-2.54,-1.2,0.79,2.42,1.18,91.34,4,1.51,2.45,3.92,22.64,16.12,3.12,0.84,0,,,,13.19,62.24,4558.71,19.19
(주)태영건설,9410,Dec-18,4.35,-8.03,5.81,-18.01,6,17.88,109.79,48.98,17.51,6.34,5.03,19.21,82.49,0.53,0.6,2.25,2.38,56.28,33.82,37.25,29.89,70.11,2569.41,147.93,97.9,17.56,104.38,378.67,234.52,127.27,31.57,18.24,116.62,2.04,4.11,1.84,0.79,2.64,1.13,100.76,3.62,1.42,2.31,3.68,27.41,13.31,3.56,0.82,0,,,,16.3,83.03,13717.48,20.99
(주)태영건설,9410,Dec-19,19.31,2.85,26.43,4.41,13.88,1.92,-51.98,-15.6,16.81,2.54,1.83,8.38,83.19,0.65,0.65,1.77,2.03,59.64,27.93,42.98,26.56,73.44,2926.07,133.74,96.39,19.17,110.71,318.1,276.48,167.89,51.83,15.05,147.98,1.74,3.24,1.92,0.72,2.57,1,101.33,3.6,1.24,1.79,4.07,29.2,12.5,3.74,0.72,0,,,,13.8,83.13,482346.38,20.8
(주)태웅,44490,Dec-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)태웅,44490,Dec-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)태웅,44490,Dec-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)태웅,44490,Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)태웅,44490,Dec-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)태웅,44490,Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)태웅,44490,Dec-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)태웅,44490,Dec-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)태웅,44490,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)태웅로직스,124560,Dec-19,31.98,33.83,34.08,0,92.5,17.27,30.35,28.17,13.3,3.34,12.43,30.62,86.7,0.29,1.85,9.38,8.01,84.14,0,84.14,47.16,52.84,2336.9,161.84,161.84,29.62,0,201.97,112.03,110.23,95.06,32.15,23.7,25.13,118.78,4.06,3.72,9.12,6.28,18.25,20,4.45,4.45,0,9.43,38.7,60.65,2.62,0,,,,34.56,577.6,6702.82,10.57
(주)테라젠이텍스,66700,Dec-11,-5.1,5.17,-7.89,-35.05,12.48,19.16,0,0,21.56,-5.25,-4.91,-10.86,78.44,0.99,1.93,7.18,6.6,61.95,18.64,50.4,56.07,43.93,425.69,170.18,138.45,10.66,45.21,250.4,78.36,64.93,83.64,25.55,36.31,-4.26,-9.19,-1.95,0.94,1.81,1.94,5.04,72.48,1.49,1.92,6.55,2.39,152.81,3.53,0.92,0.26,,,,9.5,34.42,244.21,9.89
(주)테라젠이텍스,66700,Dec-12,13.64,8.82,20.29,-5.69,30.4,-17.58,0,0,27.47,-11.33,-8.4,-15.53,72.53,1.33,2.46,6.97,6.88,65.58,14.62,56,63.06,36.94,486.98,218.49,186.55,52.03,26.95,272.06,58.59,47.6,80.01,35.57,27.63,-8.51,-18.06,-4.51,0.74,1.24,1.84,5.13,71.13,1.16,1.39,7.06,1.97,185.52,2.72,0.77,0.26,,,,7.85,29.56,142.23,11.27
(주)테라젠이텍스,66700,Dec-13,6.27,3.3,9.5,45.29,11.54,14.38,0,0,34.6,1.6,1.24,1.89,65.4,0.32,0.7,5.69,4.96,67.57,19.4,54.47,65.86,34.14,533,237.61,191.52,24.11,33.49,250.93,51.83,43.18,78.22,39.13,19.2,-7.85,-21.2,-3.57,0.77,1.2,2.18,5.56,65.64,1.16,1.4,6.78,2.13,171.02,2.93,0.81,0.3,,,,16.55,63.74,274.13,22.07
(주)테라젠이텍스,66700,Dec-14,3.91,-0.43,5.66,-3.24,2.88,17.47,20.45,-32.43,33.89,1.54,1.33,2.13,66.11,0.32,0.81,4.15,4.23,68.71,17.76,56.51,65.24,34.76,548.36,235.54,193.7,9.24,30.87,275.84,53.29,44.72,77.33,39.54,19.35,-0.8,-2.21,-0.33,0.86,1.32,2.51,5.82,62.72,1.27,1.56,6.83,2.21,165.42,3.4,0.89,0.31,,,,18.77,75.54,331.05,22.14
(주)테라젠이텍스,66700,Dec-15,9.73,18.78,4.45,-5.45,-9.62,-7.22,0,54.4,36.56,-8.62,-6.47,-11.27,63.44,0.27,0.51,3.28,3.48,65.4,16.08,54.89,55.03,44.97,494.87,176.39,148.03,10.96,37.13,338.77,81.72,67.38,58.16,28.33,23.5,0.07,0.24,0.04,0.75,1.25,1.87,5.91,61.79,1.12,1.35,6.63,1.95,187.42,2.89,0.75,0.38,,,,14.09,55.72,278.74,19.66
(주)테라젠이텍스,66700,Dec-16,2.2,21.18,-12.13,9.08,4.77,2.43,0,-47.28,30.71,2.01,1.46,3.16,69.29,0.74,1.2,2.65,3.54,56.24,19.96,45.01,56.06,43.94,518.09,171.5,137.27,14.05,47.88,337.23,78.38,58.49,65.23,23.45,45.63,-6.73,-11.56,-4.11,0.73,1.31,1.63,6.69,54.57,1.2,1.46,6.68,1.98,184.42,2.46,0.76,0.51,,,,19.68,61.63,272.38,27.39
(주)테라젠이텍스,66700,Dec-17,3.17,-0.71,1.64,0.3,20.55,6.23,-42.85,-84.29,30.21,1.07,0.8,1.6,69.79,0.72,1.36,3.55,3.1,55.4,19.7,44.49,64.4,35.6,572.72,207.56,166.68,13.62,38.01,339.43,55.28,41.45,61.97,28.71,29.75,-6.38,-11.85,-3.07,0.75,1.25,1.89,6.9,52.87,1.35,1.68,6.79,2.04,178.85,2.4,0.88,0.52,,,,21.26,69.13,298.12,28.74
(주)테라젠이텍스,66700,Dec-18,20.12,2.49,30.34,17.95,-6.91,9.19,-902.18,-2006.17,24.38,-8.47,-6.22,-12.18,75.62,0.78,1.34,2.83,3.47,60.12,17.83,49.4,51.4,48.6,523.48,207.66,170.64,29.33,34.38,375.61,94.55,56.32,44.63,31.17,49.08,-9.89,-19.06,-7.15,0.73,1.28,1.72,7.33,49.76,1.27,1.56,6.79,2.05,178.2,2.59,0.85,0.66,,,,12.16,47.02,190.18,18.09
(주)테라젠이텍스,66700,Dec-19,38.25,2.94,4.84,14.48,67.9,17.54,0,0,27.31,31.84,21.13,40.27,72.69,1.75,2.67,6.33,6.54,45.59,19.46,36.71,60.18,39.82,875.68,152.36,122.7,13.69,56.64,433.07,66.18,49.72,82.97,15.67,32.34,-9.64,-19.73,-6.72,0.66,1.17,1.53,8.78,41.58,1.28,1.58,6.88,2.18,167.54,2.97,0.82,3.57,,,,37.03,190.6,698.87,64.77
(주)테스,95610,Dec-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)테스,95610,Dec-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)테스,95610,Dec-13,0,0,0,0,0,0,0,0,21.66,7.43,5.44,7.76,78.34,0.42,1.03,6.21,6.21,55.34,32.47,37.37,70.14,29.86,1338.25,406.73,274.68,112.57,43.05,102.88,42.57,19.4,0.29,41.73,20.83,-25.83,-52.8,-10.54,0.73,1.04,2.45,6.72,54.31,1.32,1.96,4.07,6.53,55.88,3.31,1.06,0.26,,,,18.23,86.56,293.46,24.89
(주)테스,95610,Dec-14,20.77,4.07,39.01,-16.41,30.57,63.57,195.66,162.53,24.69,13.36,14.5,19.89,75.31,-0.64,-2.6,11.58,9.63,63.7,19.52,51.27,75.93,24.07,1634.22,285.99,230.16,54.53,30.02,69.75,31.7,29.34,0,41.43,11.33,36.06,100.88,8.75,1.08,1.48,4.06,11.45,31.88,1.81,2.41,7.26,13.16,27.74,5.3,1.39,0.11,,,,27.85,152.54,444.95,28.08
(주)테스,95610,Dec-15,9.05,5.91,12.87,55.99,12.17,-8.51,-14.77,-41.98,20.78,12.41,10.78,14.11,79.22,-0.28,-1.05,5.08,5.66,65.93,26.98,48.14,78.07,21.93,1828.9,330.99,241.69,46.6,38.66,106.48,28.1,25.51,91.79,46.01,12.72,43.92,97.05,11.58,0.87,1.13,3.78,11.55,31.59,1.34,1.75,5.7,13.27,27.5,4.62,1.01,0.13,,,,25.01,149.72,452.41,30.06
(주)테스,95610,Dec-16,53.25,49.82,59.83,12.83,57.46,78.29,149.4,283.66,26.88,17.47,20.46,25.85,73.12,-0.13,-0.71,4.91,2.92,68.76,19.05,55.66,80.15,19.85,1526.73,361.62,292.75,80.56,26.33,196.44,24.76,23.72,90.15,49.74,3.42,26.53,191.77,5.44,1.17,1.48,5.67,15.27,23.9,1.73,2.22,7.84,9.25,39.44,6.41,1.35,0.55,,,,30.54,174.12,475.54,31.55
(주)테스,95610,Dec-17,31.18,8.11,35.02,123.96,28,54.15,73.51,74.1,28.07,19.68,25.4,32.17,71.93,-0.51,-3.13,1.17,1.52,70.76,31.59,48.41,78.19,21.81,1918.4,336.13,229.93,14.49,44.97,71.33,27.9,26.93,94.68,49.71,4.96,55.91,314.62,10.72,1.29,1.63,6.16,16.06,22.73,1.85,2.5,7.03,12.66,28.83,7.92,1.43,0.28,,,,38.72,259.68,635.41,34.05
(주)테스,95610,Dec-18,-0.28,-8.49,-0.74,24.7,12.03,4.09,-21.94,-8.68,26.57,14.78,17.52,21.09,73.43,-0.54,-3.75,16.62,1.97,70.44,39.69,42.48,87.85,12.15,2149.22,625.6,377.31,100.05,47.24,194.46,13.83,12.82,15.69,59.18,0.28,123.63,6125.98,12.66,1.19,1.43,6.98,20.89,17.47,1.68,2.61,4.71,19.19,19.02,8.28,1.37,0.33,,,,33.68,246.03,689.7,28.37
(주)테스,95610,Dec-19,2.51,-8.46,7.14,-26.08,1.17,-37.86,-77,-79.68,16.52,5.47,3.98,4.56,83.48,-0.56,-3.23,0.44,0.82,73.62,27.38,53.46,86.7,13.3,2174.39,592.01,429.91,190.26,32.95,149.28,15.35,14.34,99.98,61.18,4.76,106.21,342.59,19.64,0.73,0.83,5.72,16.98,21.5,1.01,1.52,3.03,10.15,35.97,5.62,0.87,0,,,,15.58,129.93,409.82,21.65
(주)테이팩스,55490,Dec-17,-2.84,-3.6,-13.4,5.92,23.3,66.48,1456.56,123.88,23.77,7.23,4.72,9.6,76.23,1.93,2.48,4.89,3.99,16.59,44.1,9.28,55.09,44.91,2333.91,43.5,24.32,1.95,0,119.64,81.51,69.23,99.92,-21.55,48.11,12.24,20.73,8.3,0.65,1.33,1.28,9.53,38.28,3.71,6.15,9.31,7.29,50.07,1.75,1.54,0.14,,,,18.34,49.33,358.08,27.69
(주)테이팩스,55490,Dec-18,0.28,-3.74,14.83,21.83,5.79,2.5,-33.32,-37.02,17.95,4.7,3.19,5.63,82.05,1.05,1.65,3.32,3.16,19,46.78,10.11,58.12,41.88,2468.99,72.15,38.39,2.77,0,126.49,72.05,45.31,62.64,-7.34,41.37,12.44,21.66,7.69,0.68,1.2,1.56,9.77,37.34,3.81,6.99,8.37,7.94,45.96,1.86,1.36,0.15,,,,15.98,45.04,406.58,23.6
(주)테이팩스,55490,Dec-19,-9.48,-48.39,54.82,-22.95,8.15,3.79,49.57,9.94,18.4,6.78,5,7.87,81.6,0.92,1.86,6.69,4.18,32.5,23.28,24.93,69.45,30.55,2670.29,264.23,202.71,16.03,37.46,130.11,43.99,17.71,4.69,20.2,17.4,19.87,50.22,7.82,0.74,1.16,2.02,10.4,35.1,2.9,4.3,8.93,8.11,45.02,2.6,1.64,0.15,,,,20.37,100.06,551.08,26.24
(주)테크윙,89030,Dec-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)테크윙,89030,Dec-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)테크윙,89030,Dec-13,0,0,0,0,0,0,0,0,30.24,9.75,5.97,13.79,69.76,1.29,1.39,2.53,2.53,42.02,44.2,23.45,43.25,56.75,778.96,121.6,67.85,7.65,248.81,145.56,131.23,79.9,48.47,7.47,96.06,15.34,20.96,14.22,0.61,1.42,1.08,5.58,65.38,1.46,2.61,3.3,3.84,95.17,1.32,0.8,0.65,,,,19.77,45.31,1742.73,32.28
(주)테크윙,89030,Dec-14,15.73,-0.35,20.33,20.35,15.7,22.46,-11.5,25.62,29.48,6.55,4.55,11.31,70.52,2.16,2.65,3.87,3.99,43.69,44.21,24.38,43.13,56.87,859.62,98.37,54.88,5.16,0,142.69,131.87,102.98,70.54,-0.72,88.6,11.34,16.87,9.95,0.7,1.61,1.22,5.6,65.21,1.62,2.9,3.67,3.89,93.82,1.62,0.84,0.51,,,,19.4,51.8,1950.29,29.92
(주)테크윙,89030,Dec-15,21.96,21.9,22.28,11.21,29.19,20.98,112.25,95.1,33.44,12.28,8.68,19.53,66.56,1.19,1.52,2.08,2.38,43.81,40.21,26.19,45.69,54.31,1110.57,129.68,77.54,19.69,175.68,294.74,118.87,73.93,53.09,10.03,91.43,5.57,7.24,4.71,0.71,1.59,1.27,7.37,49.54,1.61,2.78,3.84,3.74,97.61,1.77,0.86,4.63,,,,23.31,79.87,3122.99,36.26
(주)테크윙,89030,Dec-16,26.51,41.39,13.65,-8.34,13.29,4.37,-11.77,-0.8,36.28,10.31,6.11,14.33,63.72,1.45,1.5,1.76,2.1,39.36,32.43,26.59,40.13,59.87,1202.64,125.08,84.52,7.75,161.71,528.28,149.17,78.4,43.86,7.89,121.78,3.23,3.96,3.65,0.59,1.39,1.03,11.72,31.14,1.43,2.24,3.98,2.92,124.91,1.39,0.8,0,,,,19.25,43.16,3980.31,36.29
(주)테크윙,89030,Dec-17,27.92,12.92,66.81,48.01,37.83,56.9,157.18,79.78,35.12,17.68,12.91,29.18,64.88,1.81,2.3,3.22,3.23,51.32,28.77,36.55,44.58,55.42,1629.19,116.95,83.3,7.56,198.57,207.92,124.33,98.44,72.51,7.44,85.88,8.7,12.6,7.41,0.73,1.71,1.27,8.47,43.08,1.59,2.27,5.26,3.08,118.53,1.75,0.86,0,,,,27.78,84.27,7749.82,42.7
(주)테크윙,89030,Dec-18,-1.89,22.08,-15.63,21.23,8.35,-13.05,-47.18,-39.56,33.38,9.58,5.47,12.77,66.62,1.92,2.06,3.2,3.24,44.13,41.34,25.89,48.72,51.28,1725.49,122.2,71.68,9.33,227.61,229.92,105.24,74.12,65.31,8.02,82.19,19.07,24.42,16.96,0.57,1.22,1.07,6.03,60.49,1.2,1.83,3.46,2.8,130.47,1.29,0.65,4.4,,,,22.6,46.28,7707.44,39.19
(주)테크윙,89030,Dec-19,12.92,12.84,14.21,-1.22,7.22,-3.53,-45.92,-2.76,34.41,6.06,3.17,6.41,65.59,2.03,2.09,3.46,3.51,44.63,35.76,28.67,49.71,50.29,1803.4,140.91,90.52,12.72,123.16,223.69,101.16,63.72,52.39,12.96,73.47,15.75,21.68,16.07,0.52,1.06,1.03,7.15,51.04,1.18,1.91,3.07,3.16,115.55,1.07,0.67,0,,,,17.65,36.4,7461.73,35.84
(주)텔레칩스,54450,Dec-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)텔레칩스,54450,Dec-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)텔레칩스,54450,Dec-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)텔레칩스,54450,Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)텔레칩스,54450,Dec-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)텔레칩스,54450,Dec-16,0,0,0,0,0,0,0,0,42.62,10.42,9.21,13.07,57.38,-0.64,-1.93,0,0,53.37,26.55,39.2,70.51,29.49,1514,350,257.07,41.09,37.17,129.27,41.83,21.63,0,38.12,0,38.31,0,12.77,0.88,1.25,3,12.21,29.9,1.66,2.26,6.24,9.44,38.65,24.51,1.29,0.29,,,,35.62,986.83,7465.24,40.27
(주)텔레칩스,54450,Dec-17,7.91,-5.46,24.01,52.91,1.84,21.49,-85.34,-4.61,32.2,1.26,1.3,1.9,67.8,-0.48,-1.58,0,0,61.34,32.74,41.26,66.54,33.46,1541.87,314.05,211.24,53.95,48.03,131.05,50.28,29.35,0,41.81,0,29.97,0,10.07,1.03,1.51,3.28,12.72,28.69,1.8,2.57,6,9.76,37.38,30.61,1.38,0.33,,,,30.35,959.63,6064.11,30.47
(주)텔레칩스,54450,Dec-18,11.99,375.51,-2.05,-7.93,18.35,2.8,498.08,28.75,39.93,7.31,7.06,10.3,60.07,-0.55,-1.69,0,0,53.64,30.78,37.13,70.32,29.68,1436.33,318.35,220.38,67.95,44.87,126.96,42.21,23.96,0,36.79,0,37.26,0,12.1,0.97,1.41,3.07,12.02,30.36,1.69,2.47,5.31,9.31,39.2,11.25,1.28,0.38,,,,30.17,1088.32,5226.34,33
(주)텔레칩스,54450,Dec-19,12.91,12.3,8.54,-8.01,6.16,4.83,-9.79,-6.24,44.54,6.29,5.66,8.32,55.46,-0.58,-1.63,5.34,10.68,51.57,26.08,38.12,66.12,33.88,1524.87,264.47,195.49,35.42,41.94,145.79,51.24,29.49,0,32.07,0.68,41.24,3085.46,16.46,0.9,1.32,2.82,13.58,26.88,1.71,2.39,6.05,9.97,36.6,6.72,1.27,0.41,,,,31.26,887.52,4924.69,36.82
(주)텔레필드,91440,Dec-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)텔레필드,91440,Dec-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)텔레필드,91440,Dec-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)텔레필드,91440,Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)텔레필드,91440,Dec-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)텔레필드,91440,Dec-16,0,0,0,0,0,0,0,0,23.41,-6.12,-4.78,-10.76,76.59,0.74,1.06,2.18,2.18,72.03,45.8,39.04,45.13,54.87,704.15,190.97,103.51,27.54,96.14,183.36,121.58,83.58,63.1,34.31,70.13,-1.91,-3.31,-1.34,0.78,1.73,1.42,5.18,70.49,1.08,2,2.37,2.82,129.26,11.54,0.71,69.61,,,,13.71,202.49,3825.51,17.55
(주)텔레필드,91440,Dec-17,-0.6,-4.44,-1.63,8.62,2.23,-13.15,0,0,34.61,1.7,1.16,2.11,65.39,1.61,2.02,3.85,3.83,71.28,50.57,35.24,46.63,53.37,719.86,164.53,81.33,19.18,128.92,182.34,114.43,92.9,71.34,27.96,67.43,2.26,3.84,1.77,0.68,1.48,1.26,4.7,77.69,0.95,1.83,1.97,2.57,142.08,10.25,0.61,0,,,,23.7,364.07,7422.69,34.72
(주)텔레필드,91440,Dec-18,-9.84,-1.81,-11.59,-8.42,-11.12,-19.25,-2463.5,-1313.92,4.64,-42.32,-24.54,-52.2,95.36,3.05,3.27,6.09,5.96,69.9,52.38,33.29,45.19,54.81,489.31,243.75,116.07,42.77,88.82,184.67,121.28,63.45,41.78,41.22,74.06,-4.97,-8.13,-4.45,0.58,1.26,1.07,4.85,75.25,0.82,1.69,1.6,2.65,137.89,8.55,0.54,0,,,,-1.84,-25.93,-277.3,-3.01
(주)텔레필드,91440,Dec-19,17.76,-5.51,25.33,19.9,21.43,87.06,0,0,32.28,8.65,9.08,19.28,67.72,1.87,3.64,6.62,6.8,74.4,50.11,37.12,46.75,53.25,594.17,145.1,72.39,16.46,161.23,252.9,113.91,109.68,96.05,23.12,64.22,-7.91,-14.03,-4.34,1.05,2.28,1.95,10.06,36.29,1.45,2.97,2.84,4.5,81.11,16.59,0.93,0,,,,28.1,494.01,4244.58,28.93
(주)텔콘알에프제약,200230,Dec-14,48.34,42.87,53.51,34.37,91.98,25.98,-14.55,-18.17,21.09,11.47,16.86,20.52,78.91,-0.47,-3.9,5.15,2.66,91.18,9.53,82.49,90.47,9.53,1720.78,1043.92,944.43,505.31,10.54,789.12,10.53,9.65,0,82.45,2.6,154.85,627.66,11.99,1.47,1.79,8.25,23.87,15.29,1.63,1.82,16.23,5.53,65.97,40.92,1.38,0,,,,27.79,785.65,854.2,22.59
