회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS),이자보상배율(이자비용)(IFRS연결),,,,
(주)한솔케미칼,14680,14-Dec,5.21,3.89,,,,
(주)한솔케미칼,14680,15-Dec,8.39,6.63,,,,
(주)한솔케미칼,14680,16-Dec,11.45,8.39,,,,
(주)한솔케미칼,14680,17-Dec,11.7,8.32,,,,
(주)한솔케미칼,14680,18-Dec,18.18,11.78,,,,
(주)한솔케미칼,14680,19-Dec,13.52,11.56,,,,
(주)한솔홈데코,25750,11-Dec,1.31,1.78,,,,
(주)한솔홈데코,25750,12-Dec,0.74,0.71,,,,
(주)한솔홈데코,25750,13-Dec,1.54,1.49,,,,
(주)한솔홈데코,25750,14-Dec,1.04,1,,,,
(주)한솔홈데코,25750,15-Dec,2.35,2.3,,,,
(주)한솔홈데코,25750,16-Dec,3.57,3.63,,,,
(주)한솔홈데코,25750,17-Dec,3.35,3.16,,,,
(주)한솔홈데코,25750,18-Dec,2.81,2.78,,,,
(주)한솔홈데코,25750,19-Dec,-0.4,-0.51,,,,
(주)한송네오텍,226440,15-Dec,X,X,,,,
(주)한송네오텍,226440,16-Dec,X,X,,,,
(주)한송네오텍,226440,17-Dec,X,X,,,,
(주)한송네오텍,226440,18-Dec,8.78,8.78,,,,
(주)한송네오텍,226440,19-Dec,1.06,1.06,,,,
(주)한익스프레스,14130,11-Dec,18.84,19.58,,,,
(주)한익스프레스,14130,12-Dec,11.96,12.64,,,,
(주)한익스프레스,14130,13-Dec,11.01,11.56,,,,
(주)한익스프레스,14130,14-Dec,20.25,21.39,,,,
(주)한익스프레스,14130,15-Dec,16.14,17.31,,,,
(주)한익스프레스,14130,16-Dec,10.69,10.91,,,,
(주)한익스프레스,14130,17-Dec,9.36,9.19,,,,
(주)한익스프레스,14130,18-Dec,5.52,5.53,,,,
(주)한익스프레스,14130,19-Dec,4.93,5.39,,,,
(주)한일진공,123840,11-Dec,-0.93,-0.93,,,,
(주)한일진공,123840,12-Dec,-0.63,-0.63,,,,
(주)한일진공,123840,13-Dec,23.96,23.75,,,,
(주)한일진공,123840,14-Dec,-12.78,-13.32,,,,
(주)한일진공,123840,15-Dec,100.29,80.13,,,,
(주)한일진공,123840,16-Dec,-0.18,-1.35,,,,
(주)한일진공,123840,17-Dec,0.06,-1.8,,,,
(주)한일진공,123840,18-Dec,4.82,0.34,,,,
(주)한일진공,123840,19-Dec,-12.53,-9.81,,,,
(주)한진,2320,11-Dec,0.97,1,,,,
(주)한진,2320,12-Dec,0.98,1.04,,,,
(주)한진,2320,13-Dec,1.14,1.16,,,,
(주)한진,2320,14-Dec,1.37,1.55,,,,
(주)한진,2320,15-Dec,1.03,1.13,,,,
(주)한진,2320,16-Dec,-0.15,-0.23,,,,
(주)한진,2320,17-Dec,0.41,0.35,,,,
(주)한진,2320,18-Dec,0.81,0.77,,,,
(주)한진,2320,19-Dec,1.01,0.82,,,,
(주)한진중공업홀딩스,3480,11-Dec,11.41,11.47,,,,
(주)한진중공업홀딩스,3480,12-Dec,13.48,-0.24,,,,
(주)한진중공업홀딩스,3480,13-Dec,19.43,-3.5,,,,
(주)한진중공업홀딩스,3480,14-Dec,5.46,-1.8,,,,
(주)한진중공업홀딩스,3480,15-Dec,3.42,-1.24,,,,
(주)한진중공업홀딩스,3480,16-Dec,3.84,-21.85,,,,
(주)한진중공업홀딩스,3480,17-Dec,7.38,-1.21,,,,
(주)한진중공업홀딩스,3480,18-Dec,X,0.51,,,,
(주)한진중공업홀딩스,3480,19-Dec,30.63,0.75,,,,
(주)한진칼,180640,13-Dec,2.69,3.91,,,,
(주)한진칼,180640,14-Dec,3.16,4.03,,,,
(주)한진칼,180640,15-Dec,2.71,3.36,,,,
(주)한진칼,180640,16-Dec,3.15,3.95,,,,
(주)한진칼,180640,17-Dec,2.72,3.98,,,,
(주)한진칼,180640,18-Dec,3.65,4.45,,,,
(주)한진칼,180640,19-Dec,3.26,-0.09,,,,
(주)한창,5110,11-Dec,0.13,-2.77,,,,
(주)한창,5110,12-Dec,22.68,8.19,,,,
(주)한창,5110,13-Dec,21.02,7.94,,,,
(주)한창,5110,14-Dec,3.14,6.61,,,,
(주)한창,5110,15-Dec,-8.64,-8.53,,,,
(주)한창,5110,16-Dec,-6289.85,5.84,,,,
(주)한창,5110,17-Dec,-31.09,8.79,,,,
(주)한창,5110,18-Dec,-17.35,4.74,,,,
(주)한창,5110,19-Dec,-11.07,4.12,,,,
(주)한창바이오텍,43090,11-Dec,0.03,-0.32,,,,
(주)한창바이오텍,43090,12-Dec,1.82,1.61,,,,
(주)한창바이오텍,43090,13-Dec,1.94,1.6,,,,
(주)한창바이오텍,43090,14-Dec,-3.26,-3.28,,,,
(주)한창바이오텍,43090,15-Dec,0.1,0.1,,,,
(주)한창바이오텍,43090,16-Dec,-3.32,-3.32,,,,
(주)한창바이오텍,43090,17-Dec,1.08,1.08,,,,
(주)한창바이오텍,43090,18-Dec,-5.62,-5.62,,,,
(주)한창바이오텍,43090,19-Dec,-5.47,-5.47,,,,
(주)한창제지,9460,11-Dec,1.02,1.02,,,,
(주)한창제지,9460,12-Dec,0.82,0.82,,,,
(주)한창제지,9460,13-Dec,1.87,1.87,,,,
(주)한창제지,9460,14-Dec,2.38,2.38,,,,
(주)한창제지,9460,15-Dec,2.81,2.81,,,,
(주)한창제지,9460,16-Dec,5.73,5.73,,,,
(주)한창제지,9460,17-Dec,8.66,8.66,,,,
(주)한창제지,9460,18-Dec,6.56,6.56,,,,
(주)한창제지,9460,19-Dec,7.22,7.22,,,,
(주)한컴위드,54920,11-Dec,8.11,7.9,,,,
(주)한컴위드,54920,12-Dec,48.16,47.5,,,,
(주)한컴위드,54920,13-Dec,0.61,0.61,,,,
(주)한컴위드,54920,14-Dec,0.03,0.03,,,,
(주)한컴위드,54920,15-Dec,-0.61,-0.61,,,,
(주)한컴위드,54920,16-Dec,0.41,0.41,,,,
(주)한컴위드,54920,17-Dec,0.09,0.09,,,,
(주)한컴위드,54920,18-Dec,0.54,0.28,,,,
(주)한컴위드,54920,19-Dec,-0.54,-0.51,,,,
(주)한탑,2680,11-Dec,0.14,0,,,,
(주)한탑,2680,12-Dec,2.38,2.35,,,,
(주)한탑,2680,13-Dec,-0.17,-0.05,,,,
(주)한탑,2680,14-Dec,-1.11,-1.01,,,,
(주)한탑,2680,15-Dec,0.75,0.62,,,,
(주)한탑,2680,16-Dec,1.38,0.98,,,,
(주)한탑,2680,17-Dec,0.2,0.03,,,,
(주)한탑,2680,18-Dec,0.14,0.01,,,,
(주)한탑,2680,19-Dec,-1.42,-1.51,,,,
(주)한화,880,11-Dec,1.3,1.08,,,,
(주)한화,880,12-Dec,1.23,1.35,,,,
(주)한화,880,13-Dec,1.4,1.85,,,,
(주)한화,880,14-Dec,2,1.1,,,,
(주)한화,880,15-Dec,1.78,1.84,,,,
(주)한화,880,16-Dec,2.37,3.65,,,,
(주)한화,880,17-Dec,3.11,5.22,,,,
(주)한화,880,18-Dec,3.81,4.31,,,,
(주)한화,880,19-Dec,2.62,2.27,,,,
(주)핸디소프트,220180,16-Dec,56.16,54.05,,,,
(주)핸디소프트,220180,17-Dec,0.26,-3.33,,,,
(주)핸디소프트,220180,18-Dec,-5.67,-5.78,,,,
(주)핸디소프트,220180,19-Dec,-4.24,-4.6,,,,
(주)헥토이노베이션,214180,15-Dec,286.51,286.51,,,,
(주)헥토이노베이션,214180,16-Dec,714.72,662.23,,,,
(주)헥토이노베이션,214180,17-Dec,6333.35,3833.74,,,,
(주)헥토이노베이션,214180,18-Dec,397.32,524.85,,,,
(주)헥토이노베이션,214180,19-Dec,228.61,274.55,,,,
(주)헥토파이낸셜,234340,19-Dec,1787.9,1787.9,,,,
(주)헬릭스미스,84990,11-Dec,-3.14,-3.14,,,,
(주)헬릭스미스,84990,12-Dec,-11.97,-11.97,,,,
(주)헬릭스미스,84990,13-Dec,3412.8,3411.4,,,,
(주)헬릭스미스,84990,14-Dec,X,X,,,,
(주)헬릭스미스,84990,15-Dec,X,X,,,,
(주)헬릭스미스,84990,16-Dec,X,X,,,,
(주)헬릭스미스,84990,17-Dec,-89.69,-89.69,,,,
(주)헬릭스미스,84990,18-Dec,-16.96,-21.08,,,,
(주)헬릭스미스,84990,19-Dec,-7.75,-7.05,,,,
(주)현대공업,170030,13-Dec,104.78,263.97,,,,
(주)현대공업,170030,14-Dec,X,X,,,,
(주)현대공업,170030,15-Dec,X,X,,,,
(주)현대공업,170030,16-Dec,X,X,,,,
(주)현대공업,170030,17-Dec,X,X,,,,
(주)현대공업,170030,18-Dec,X,X,,,,
(주)현대공업,170030,19-Dec,1443.64,43.1,,,,
(주)현대그린푸드,5440,11-Dec,76.83,69.5,,,,
(주)현대그린푸드,5440,12-Dec,128.44,86.61,,,,
(주)현대그린푸드,5440,13-Dec,152.66,91.89,,,,
(주)현대그린푸드,5440,14-Dec,111.4,72.6,,,,
(주)현대그린푸드,5440,15-Dec,85.55,71.76,,,,
(주)현대그린푸드,5440,16-Dec,118.17,45.56,,,,
(주)현대그린푸드,5440,17-Dec,272.61,72.82,,,,
(주)현대그린푸드,5440,18-Dec,93.91,68.16,,,,
(주)현대그린푸드,5440,19-Dec,171.38,28.83,,,,
(주)현대리바트,79430,11-Dec,5.36,5.32,,,,
(주)현대리바트,79430,12-Dec,1.87,1.9,,,,
(주)현대리바트,79430,13-Dec,12.58,11.78,,,,
(주)현대리바트,79430,14-Dec,178.73,122.94,,,,
(주)현대리바트,79430,15-Dec,240.96,151.49,,,,
(주)현대리바트,79430,16-Dec,271.77,151.58,,,,
(주)현대리바트,79430,17-Dec,406.08,214.7,,,,
(주)현대리바트,79430,18-Dec,404.35,223.95,,,,
(주)현대리바트,79430,19-Dec,29.77,25.87,,,,
(주)현대미포조선,10620,11-Dec,4051.84,689.51,,,,
(주)현대미포조선,10620,12-Dec,663.7,34.89,,,,
(주)현대미포조선,10620,13-Dec,-286.17,-76.29,,,,
(주)현대미포조선,10620,14-Dec,-97.3,-71.73,,,,
(주)현대미포조선,10620,15-Dec,1.8,2.52,,,,
(주)현대미포조선,10620,16-Dec,5.63,6.27,,,,
(주)현대미포조선,10620,17-Dec,3.28,3.82,,,,
(주)현대미포조선,10620,18-Dec,3.79,4.22,,,,
(주)현대미포조선,10620,19-Dec,10.27,9.63,,,,
(주)현대바이오랜드,52260,11-Dec,61.27,62.37,,,,
(주)현대바이오랜드,52260,12-Dec,15.23,15.02,,,,
(주)현대바이오랜드,52260,13-Dec,11.59,11.35,,,,
(주)현대바이오랜드,52260,14-Dec,20.29,19.92,,,,
(주)현대바이오랜드,52260,15-Dec,31.79,31.65,,,,
(주)현대바이오랜드,52260,16-Dec,38.02,39.12,,,,
(주)현대바이오랜드,52260,17-Dec,27.97,30.64,,,,
(주)현대바이오랜드,52260,18-Dec,25.35,29.82,,,,
(주)현대바이오랜드,52260,19-Dec,21.21,19.1,,,,
(주)현대백화점,69960,11-Dec,20.13,31.3,,,,
(주)현대백화점,69960,12-Dec,28.1,31.91,,,,
(주)현대백화점,69960,13-Dec,39.67,43.29,,,,
(주)현대백화점,69960,14-Dec,732.7,65.89,,,,
(주)현대백화점,69960,15-Dec,80.11,40.42,,,,
(주)현대백화점,69960,16-Dec,23.85,23.62,,,,
(주)현대백화점,69960,17-Dec,36.93,32.01,,,,
(주)현대백화점,69960,18-Dec,23.54,23.33,,,,
(주)현대백화점,69960,19-Dec,16.14,16.31,,,,
(주)현대에버다임,41440,11-Dec,5.12,5.08,,,,
(주)현대에버다임,41440,12-Dec,6.18,5.4,,,,
(주)현대에버다임,41440,13-Dec,10.1,8.24,,,,
(주)현대에버다임,41440,14-Dec,8.49,7.83,,,,
(주)현대에버다임,41440,15-Dec,8.57,6.38,,,,
(주)현대에버다임,41440,16-Dec,16.6,16.58,,,,
(주)현대에버다임,41440,17-Dec,53.82,25.08,,,,
(주)현대에버다임,41440,18-Dec,24.91,13.44,,,,
(주)현대에버다임,41440,19-Dec,3.56,3.08,,,,
(주)현대이지웰,90850,13-Dec,254.07,254.07,,,,
(주)현대이지웰,90850,14-Dec,X,X,,,,
(주)현대이지웰,90850,15-Dec,X,X,,,,
(주)현대이지웰,90850,16-Dec,521.18,112.27,,,,
(주)현대이지웰,90850,17-Dec,19.33,15.31,,,,
(주)현대이지웰,90850,18-Dec,12.1,10.95,,,,
(주)현대이지웰,90850,19-Dec,24.62,23.95,,,,
(주)현대퓨처넷,126560,11-Dec,2.62,8.84,,,,
(주)현대퓨처넷,126560,12-Dec,8.6,21.03,,,,
(주)현대퓨처넷,126560,13-Dec,27.01,35.3,,,,
(주)현대퓨처넷,126560,14-Dec,244.25,83.77,,,,
(주)현대퓨처넷,126560,15-Dec,1304.98,232.64,,,,
(주)현대퓨처넷,126560,16-Dec,X,86999.81,,,,
(주)현대퓨처넷,126560,17-Dec,827.47,846.34,,,,
(주)현대퓨처넷,126560,18-Dec,11564.1,11772.64,,,,
(주)현대퓨처넷,126560,19-Dec,170.94,175.06,,,,
(주)현대홈쇼핑,57050,11-Dec,418.84,419.53,,,,
(주)현대홈쇼핑,57050,12-Dec,34.05,34.05,,,,
(주)현대홈쇼핑,57050,13-Dec,1581.11,1581.11,,,,
(주)현대홈쇼핑,57050,14-Dec,180.66,180.66,,,,
(주)현대홈쇼핑,57050,15-Dec,69.07,65.23,,,,
(주)현대홈쇼핑,57050,16-Dec,159.39,134.09,,,,
(주)현대홈쇼핑,57050,17-Dec,595.6,497.82,,,,
(주)현대홈쇼핑,57050,18-Dec,761.48,631.46,,,,
(주)현대홈쇼핑,57050,19-Dec,203.4,11.43,,,,
(주)협진,138360,13-Dec,295.1,295.1,,,,
(주)협진,138360,14-Dec,1261,1015.85,,,,
(주)협진,138360,15-Dec,3544.21,574.86,,,,
(주)협진,138360,16-Dec,-15829.32,-215.38,,,,
(주)협진,138360,17-Dec,18.97,5.23,,,,
(주)협진,138360,18-Dec,-6.37,-6.52,,,,
(주)협진,138360,19-Dec,0.33,0.3,,,,
(주)형지아이앤씨,11080,11-Dec,-10.34,-10.34,,,,
(주)형지아이앤씨,11080,12-Dec,-17.89,-17.89,,,,
(주)형지아이앤씨,11080,13-Dec,2.57,2.57,,,,
(주)형지아이앤씨,11080,14-Dec,2.68,2.33,,,,
(주)형지아이앤씨,11080,15-Dec,1.92,0.96,,,,
(주)형지아이앤씨,11080,16-Dec,0.24,-0.51,,,,
(주)형지아이앤씨,11080,17-Dec,-6.06,-5.44,,,,
(주)형지아이앤씨,11080,18-Dec,-0.51,-0.51,,,,
(주)형지아이앤씨,11080,19-Dec,0.19,0.19,,,,
(주)형지엘리트,93240,11-Jun,8.53,6.49,,,,
(주)형지엘리트,93240,12-Jun,7.91,6.37,,,,
(주)형지엘리트,93240,13-Jun,18.9,13.61,,,,
(주)형지엘리트,93240,14-Jun,16.02,9.54,,,,
(주)형지엘리트,93240,15-Jun,2.59,1.22,,,,
(주)형지엘리트,93240,16-Jun,0.57,-1.42,,,,
(주)형지엘리트,93240,17-Jun,1.11,-0.57,,,,
(주)형지엘리트,93240,18-Jun,4.02,-0.52,,,,
(주)형지엘리트,93240,19-Jun,-2.93,-1.12,,,,
(주)혜인,3010,11-Dec,2.55,1.78,,,,
(주)혜인,3010,12-Dec,-0.66,-0.67,,,,
(주)혜인,3010,13-Dec,0.74,0.17,,,,
(주)혜인,3010,14-Dec,2.47,1.64,,,,
(주)혜인,3010,15-Dec,1.28,0.59,,,,
(주)혜인,3010,16-Dec,1.53,1.31,,,,
(주)혜인,3010,17-Dec,0.88,0.55,,,,
(주)혜인,3010,18-Dec,1.56,1.41,,,,
(주)혜인,3010,19-Dec,2.9,2.53,,,,
(주)호텔신라,8770,11-Dec,3.72,3.77,,,,
(주)호텔신라,8770,12-Dec,5.11,5.09,,,,
(주)호텔신라,8770,13-Dec,3.3,3.23,,,,
(주)호텔신라,8770,14-Dec,6.68,5.32,,,,
(주)호텔신라,8770,15-Dec,4.37,2.54,,,,
(주)호텔신라,8770,16-Dec,3.53,2.43,,,,
(주)호텔신라,8770,17-Dec,4.58,3.25,,,,
(주)호텔신라,8770,18-Dec,11.26,11.25,,,,
(주)호텔신라,8770,19-Dec,9.6,7.47,,,,
(주)홈센타홀딩스,60560,11-Dec,10.87,5.93,,,,
(주)홈센타홀딩스,60560,12-Dec,-0.95,0.2,,,,
(주)홈센타홀딩스,60560,13-Dec,2.06,2.81,,,,
(주)홈센타홀딩스,60560,14-Dec,X,X,,,,
(주)홈센타홀딩스,60560,15-Dec,17.65,7.56,,,,
(주)홈센타홀딩스,60560,16-Dec,3.04,0.07,,,,
(주)홈센타홀딩스,60560,17-Dec,1.2,0.39,,,,
(주)홈센타홀딩스,60560,18-Dec,1.44,-1.14,,,,
(주)홈센타홀딩스,60560,19-Dec,0.4,0.61,,,,
(주)홈캐스트,64240,11-Dec,10.27,11,,,,
(주)홈캐스트,64240,12-Dec,3.07,-2.02,,,,
(주)홈캐스트,64240,13-Dec,-21.14,-17.31,,,,
(주)홈캐스트,64240,14-Dec,4.44,3.09,,,,
(주)홈캐스트,64240,15-Dec,13.31,13.19,,,,
(주)홈캐스트,64240,16-Dec,46.62,46.61,,,,
(주)홈캐스트,64240,17-Dec,-6.2,-6.2,,,,
(주)홈캐스트,64240,18-Dec,-10.39,-9.39,,,,
(주)홈캐스트,64240,19-Dec,-11.3,-25.76,,,,
(주)화승엔터프라이즈,241590,16-Dec,1232.9,10.95,,,,
(주)화승엔터프라이즈,241590,17-Dec,363.37,10.74,,,,
(주)화승엔터프라이즈,241590,18-Dec,8.43,3.51,,,,
(주)화승엔터프라이즈,241590,19-Dec,10.54,5.61,,,,
(주)화승인더스트리,6060,11-Dec,2.21,1.48,,,,
(주)화승인더스트리,6060,12-Dec,1.55,1.06,,,,
(주)화승인더스트리,6060,13-Dec,-0.4,0.86,,,,
(주)화승인더스트리,6060,14-Dec,-0.17,1.44,,,,
(주)화승인더스트리,6060,15-Dec,2.75,4.18,,,,
(주)화승인더스트리,6060,16-Dec,5.24,7.71,,,,
(주)화승인더스트리,6060,17-Dec,4.01,8,,,,
(주)화승인더스트리,6060,18-Dec,2.18,3.33,,,,
(주)화승인더스트리,6060,19-Dec,6.22,5.54,,,,
(주)화승코퍼레이션,13520,11-Dec,1.29580907,1.831459554,,,,
(주)화승코퍼레이션,13520,12-Dec,1.467615161,1.832743224,,,,
(주)화승코퍼레이션,13520,13-Dec,1.737681397,2.292015121,,,,
(주)화승코퍼레이션,13520,14-Dec,1.454606395,2.803280459,,,,
(주)화승코퍼레이션,13520,15-Dec,1.984656767,4.117214008,,,,
(주)화승코퍼레이션,13520,16-Dec,1.735795447,4.243504876,,,,
(주)화승코퍼레이션,13520,17-Dec,0.328925069,1.433189445,,,,
(주)화승코퍼레이션,13520,18-Dec,1.086188075,1.715702158,,,,
(주)화승코퍼레이션,13520,19-Dec,1.608584391,2.003884162,,,,
(주)화신,10690,11-Dec,84.74035466,18.3602195,,,,
(주)화신,10690,12-Dec,103.2957027,21.82821754,,,,
(주)화신,10690,13-Dec,36.03203316,10.20838123,,,,
(주)화신,10690,14-Dec,4.594064425,4.466272986,,,,
(주)화신,10690,15-Dec,1.828134096,1.764890681,,,,
(주)화신,10690,16-Dec,2.775602443,4.493459598,,,,
(주)화신,10690,17-Dec,-6.681034851,-1.997462186,,,,
(주)화신,10690,18-Dec,-3.832976841,-1.275597572,,,,
(주)화신,10690,19-Dec,1.398965774,0.118158037,,,,
(주)화신정공,126640,11-Dec,8.624241688,X,,,,
(주)화신정공,126640,12-Dec,26.47419268,X,,,,
(주)화신정공,126640,13-Dec,24.32500281,X,,,,
(주)화신정공,126640,14-Dec,42.22763711,X,,,,
(주)화신정공,126640,15-Dec,101.163067,X,,,,
(주)화신정공,126640,16-Dec,X,X,,,,
(주)화신정공,126640,17-Dec,33256.52941,X,,,,
(주)화신정공,126640,18-Dec,67.21421355,X,,,,
(주)화신정공,126640,19-Dec,15.26855873,X,,,,
(주)화인베스틸,133820,14-Dec,4.821900383,X,,,,
(주)화인베스틸,133820,15-Dec,1.330416769,X,,,,
(주)화인베스틸,133820,16-Dec,1.128285399,X,,,,
(주)화인베스틸,133820,17-Dec,1.192273553,X,,,,
(주)화인베스틸,133820,18-Dec,1.438687802,X,,,,
(주)화인베스틸,133820,19-Dec,-0.572268481,X,,,,
(주)황금에스티,32560,11-Dec,18.22195543,12.24452848,,,,
(주)황금에스티,32560,12-Dec,4.270485812,3.407728914,,,,
(주)황금에스티,32560,13-Dec,9.536952161,8.538234086,,,,
(주)황금에스티,32560,14-Dec,27.02511529,19.49464551,,,,
(주)황금에스티,32560,15-Dec,12.46787617,13.97865809,,,,
(주)황금에스티,32560,16-Dec,13.38858059,13.17023986,,,,
(주)황금에스티,32560,17-Dec,14.8735558,13.80584878,,,,
(주)황금에스티,32560,18-Dec,10.44825731,11.25737274,,,,
(주)황금에스티,32560,19-Dec,6.237038476,6.670837332,,,,
(주)효성,4800,11-Dec,1.998527071,1.30710957,,,,
(주)효성,4800,12-Dec,1.293122444,0.767645829,,,,
(주)효성,4800,13-Dec,2.010972757,2.198817533,,,,
(주)효성,4800,14-Dec,1.820502948,2.904151809,,,,
(주)효성,4800,15-Dec,4.796476385,5.299324317,,,,
(주)효성,4800,16-Dec,7.249329155,5.968468982,,,,
(주)효성,4800,17-Dec,5.40872616,4.395044372,,,,
(주)효성,4800,18-Dec,-34.7676181,4.908603811,,,,
(주)효성,4800,19-Dec,30.15221464,6.613831797,,,,
(주)후성,93370,11-Dec,4.992783141,4.857010016,,,,
(주)후성,93370,12-Dec,-0.76446627,-0.965223339,,,,
(주)후성,93370,13-Dec,-3.289130689,-3.276317237,,,,
(주)후성,93370,14-Dec,-2.53720497,-1.905837067,,,,
(주)후성,93370,15-Dec,4.694833461,3.757682428,,,,
(주)후성,93370,16-Dec,10.94783934,9.805010856,,,,
(주)후성,93370,17-Dec,16.21928028,13.84113851,,,,
(주)후성,93370,18-Dec,22.59855753,19.58560434,,,,
(주)후성,93370,19-Dec,7.550895057,3.335717072,,,,
(주)휠라홀딩스,81660,11-Dec,6.42177131,8.341534932,,,,
(주)휠라홀딩스,81660,12-Dec,2.478614692,5.704845615,,,,
(주)휠라홀딩스,81660,13-Dec,2.170828318,7.436087125,,,,
(주)휠라홀딩스,81660,14-Dec,1.055364715,7.277104391,,,,
(주)휠라홀딩스,81660,15-Dec,-0.447122044,7.586715089,,,,
(주)휠라홀딩스,81660,16-Dec,-3.043782053,0.629763518,,,,
(주)휠라홀딩스,81660,17-Dec,0.136752983,4.109604407,,,,
(주)휠라홀딩스,81660,18-Dec,7.443106424,6.577004281,,,,
(주)휠라홀딩스,81660,19-Dec,12.0872536,8.383995502,,,,
(주)휴네시온,290270,18-Dec,X,651.3637485,,,,
(주)휴네시온,290270,19-Dec,124.6605847,110.0780072,,,,
(주)휴니드테크놀러지스,5870,11-Dec,0.15504898,X,,,,
(주)휴니드테크놀러지스,5870,12-Dec,-1.463901812,X,,,,
(주)휴니드테크놀러지스,5870,13-Dec,0.091107979,X,,,,
(주)휴니드테크놀러지스,5870,14-Dec,0.16659647,X,,,,
(주)휴니드테크놀러지스,5870,15-Dec,1.163354222,X,,,,
(주)휴니드테크놀러지스,5870,16-Dec,18.2472931,X,,,,
(주)휴니드테크놀러지스,5870,17-Dec,12.27391791,X,,,,
(주)휴니드테크놀러지스,5870,18-Dec,94.91187665,X,,,,
(주)휴니드테크놀러지스,5870,19-Dec,40.98369123,X,,,,
(주)휴맥스,115160,11-Dec,0.656541628,0.509945227,,,,
(주)휴맥스,115160,12-Dec,5.00371401,4.582080112,,,,
(주)휴맥스,115160,13-Dec,3.707686589,5.469311009,,,,
(주)휴맥스,115160,14-Dec,5.022218295,5.532578612,,,,
(주)휴맥스,115160,15-Dec,10.25334568,9.69653526,,,,
(주)휴맥스,115160,16-Dec,-7.64908842,4.281943449,,,,
(주)휴맥스,115160,17-Dec,2.155082896,0.623428861,,,,
(주)휴맥스,115160,18-Dec,-9.117122226,-2.005979995,,,,
(주)휴맥스,115160,19-Dec,-1.049962095,1.106374268,,,,
(주)휴맥스홀딩스,28080,11-Dec,35.17269374,35.41467795,,,,
(주)휴맥스홀딩스,28080,12-Dec,X,9.859511764,,,,
(주)휴맥스홀딩스,28080,13-Dec,X,14.81254156,,,,
(주)휴맥스홀딩스,28080,14-Dec,1588.497594,8.694876414,,,,
(주)휴맥스홀딩스,28080,15-Dec,6.150941666,13.84064662,,,,
(주)휴맥스홀딩스,28080,16-Dec,4.976918591,4.376570274,,,,
(주)휴맥스홀딩스,28080,17-Dec,4.290733899,-12.03927409,,,,
(주)휴맥스홀딩스,28080,18-Dec,-15.71498667,X,,,,
(주)휴맥스홀딩스,28080,19-Dec,1.825853451,1.780281506,,,,
(주)휴먼엔,32860,11-Dec,1.960892889,X,,,,
(주)휴먼엔,32860,12-Dec,-0.500459889,X,,,,
(주)휴먼엔,32860,13-Dec,-4.258577585,X,,,,
(주)휴먼엔,32860,14-Dec,-2.473451518,X,,,,
(주)휴먼엔,32860,15-Dec,0.114525018,X,,,,
(주)휴먼엔,32860,16-Dec,-1.572261552,-1.812039069,,,,
(주)휴먼엔,32860,17-Dec,0.19529701,1.036822653,,,,
(주)휴먼엔,32860,18-Dec,-7.474457679,-8.855981133,,,,
(주)휴먼엔,32860,19-Dec,-0.0539739,-1.507501771,,,,
(주)휴메딕스,200670,14-Dec,29.80422155,X,,,,
(주)휴메딕스,200670,15-Dec,601.1407667,X,,,,
(주)휴메딕스,200670,16-Dec,X,25373.52767,,,,
(주)휴메딕스,200670,17-Dec,76.67412253,84.40625934,,,,
(주)휴메딕스,200670,18-Dec,54.90354416,78.57356907,,,,
(주)휴메딕스,200670,19-Dec,226.9858146,298.9622591,,,,
(주)휴비스,79980,12-Dec,28.33872996,10.41105661,,,,
(주)휴비스,79980,13-Dec,35.74182623,10.66697099,,,,
(주)휴비스,79980,14-Dec,21.47988921,10.05722623,,,,
(주)휴비스,79980,15-Dec,4.92569086,4.79911481,,,,
(주)휴비스,79980,16-Dec,2.033269727,2.318923876,,,,
(주)휴비스,79980,17-Dec,2.326944687,4.111732446,,,,
(주)휴비스,79980,18-Dec,3.047825604,4.533364428,,,,
(주)휴비스,79980,19-Dec,0.541763395,0.518554454,,,,
(주)휴비츠,65510,11-Dec,14.58666977,17.83234214,,,,
(주)휴비츠,65510,12-Dec,24.22922316,30.32692618,,,,
(주)휴비츠,65510,13-Dec,5.831648449,9.353870377,,,,
(주)휴비츠,65510,14-Dec,2.750238904,3.100813432,,,,
(주)휴비츠,65510,15-Dec,13.14351686,18.1452816,,,,
(주)휴비츠,65510,16-Dec,218.1374002,235.7123846,,,,
(주)휴비츠,65510,17-Dec,10.88225015,11.67265603,,,,
(주)휴비츠,65510,18-Dec,8.003783274,7.564417501,,,,
(주)휴비츠,65510,19-Dec,11.17833356,10.8352238,,,,
(주)휴센텍,215090,15-Dec,X,X,,,,
(주)휴센텍,215090,16-Dec,X,X,,,,
(주)휴센텍,215090,17-Dec,X,X,,,,
(주)휴센텍,215090,18-Dec,0.908838879,X,,,,
(주)휴센텍,215090,19-Dec,-9.72413752,X,,,,
(주)휴스틸,5010,11-Dec,10.80485662,11.41010729,,,,
(주)휴스틸,5010,12-Dec,17.88192556,20.84618153,,,,
(주)휴스틸,5010,13-Dec,2.861609143,5.513421928,,,,
(주)휴스틸,5010,14-Dec,6.206056609,5.433592379,,,,
(주)휴스틸,5010,15-Dec,0.116533185,3.395849636,,,,
(주)휴스틸,5010,16-Dec,0.415022944,0.678199929,,,,
(주)휴스틸,5010,17-Dec,4.436750211,4.044160654,,,,
