회사명,거래소코드,회계년도,[제조]* (정상)영업손익(보고서기재)(IFRS),[제조]* (정상)영업손익(보고서기재)(IFRS연결)
(주)대성엘텍,025440,2016/12,5408485,5711527
(주)대성엘텍,025440,2017/12,2186233,2063147
(주)대성엘텍,025440,2018/12,-1742751,-1414248
(주)대성엘텍,025440,2019/12,-8335565,-6910419
(주)대성파인텍,104040,2011/12,4485684,4627160
(주)대성파인텍,104040,2012/12,4344541,4562225
(주)대성파인텍,104040,2013/12,4696635,4752863
(주)대성파인텍,104040,2014/12,4101048,4043614
(주)대성파인텍,104040,2015/12,5496824,5346537
(주)대성파인텍,104040,2016/12,5031930,4906064
(주)대성파인텍,104040,2017/12,3392847,3264517
(주)대성파인텍,104040,2018/12,757768,757768
(주)대성파인텍,104040,2019/12,343348,311808
(주)대양금속,009190,2011/12,-23353104,-23481341
(주)대양금속,009190,2012/12,-24490061,-29215302
(주)대양금속,009190,2013/12,-3502453,-4107540
(주)대양금속,009190,2014/12,-11405583,-10506719
(주)대양금속,009190,2015/12,-6828255,
(주)대양금속,009190,2016/12,9842031,
(주)대양금속,009190,2017/12,12949438,
(주)대양금속,009190,2018/12,7524766,
(주)대양금속,009190,2019/12,3243352,
(주)대우건설,047040,2011/12,364866381,331859285
(주)대우건설,047040,2012/12,365215794,345686550
(주)대우건설,047040,2013/12,-253099375,-244664406
(주)대우건설,047040,2014/12,415480372,426972474
(주)대우건설,047040,2015/12,334561266,343433751
(주)대우건설,047040,2016/12,-466077989,-467242255
(주)대우건설,047040,2017/12,356929825,429026367
(주)대우건설,047040,2018/12,569489656,628733744
(주)대우건설,047040,2019/12,156152991,364061075
(주)대웅,003090,2011/12,11635369,49904392
(주)대웅,003090,2012/12,12043216,43504653
(주)대웅,003090,2013/12,10702531,97202104
(주)대웅,003090,2014/12,11845515,78669953
(주)대웅,003090,2015/12,12933306,79718754
(주)대웅,003090,2016/12,4710905,60994092
(주)대웅,003090,2017/12,13256464,84543011
(주)대웅,003090,2018/12,11960199,85774627
(주)대웅,003090,2019/12,12010765,107543718
(주)대웅제약,069620,2011/12,64726128,63630246
(주)대웅제약,069620,2012/12,37820831,36882819
(주)대웅제약,069620,2013/12,72035114,71371633
(주)대웅제약,069620,2014/12,53693442,51944394
(주)대웅제약,069620,2015/12,55073077,43564445
(주)대웅제약,069620,2016/12,35389174,25893485
(주)대웅제약,069620,2017/12,44634790,38957149
(주)대웅제약,069620,2018/12,30765389,24566168
(주)대웅제약,069620,2019/12,31447273,44687097
(주)대원,007680,2017/12,23341600,23997767
(주)대원,007680,2018/12,29289952,28607745
(주)대원,007680,2019/12,10704586,12473921
(주)대유,290380,2018/12,7042121,
(주)대유,290380,2019/12,5332720,
(주)대유에이텍,002880,2011/12,12266705,14619763
(주)대유에이텍,002880,2012/12,13715202,17702062
(주)대유에이텍,002880,2013/12,10252470,13011509
(주)대유에이텍,002880,2014/12,6341894,14217134
(주)대유에이텍,002880,2015/12,12357162,19797644
(주)대유에이텍,002880,2016/12,13721623,20477255
(주)대유에이텍,002880,2017/12,11586363,11789495
(주)대유에이텍,002880,2018/12,6935428,6690127
(주)대유에이텍,002880,2019/12,7921152,31291170
(주)대유에이피,290120,2018/12,10396276,
(주)대유에이피,290120,2019/12,10100885,10098221
(주)대유플러스,000300,2011/12,2217026,2649266
(주)대유플러스,000300,2012/12,-11359416,-18206227
(주)대유플러스,000300,2013/12,2014020,9297789
(주)대유플러스,000300,2014/12,-671412,613857
(주)대유플러스,000300,2015/12,1827774,1460003
(주)대유플러스,000300,2016/12,3438813,10364596
(주)대유플러스,000300,2017/12,-396725,6882656
(주)대유플러스,000300,2018/12,23079,36513814
(주)대유플러스,000300,2019/12,1583967,16306666
(주)대창,012800,2011/12,15658043,18334373
(주)대창,012800,2012/12,7278165,7929707
(주)대창,012800,2013/12,-263180,724240
(주)대창,012800,2014/12,14452964,16273246
(주)대창,012800,2015/12,-16062382,-31994204
(주)대창,012800,2016/12,11969937,30239649
(주)대창,012800,2017/12,22161704,40620081
(주)대창,012800,2018/12,12767004,17326993
(주)대창,012800,2019/12,12067781,16988397
(주)대창솔루션,096350,2011/12,3948241,
(주)대창솔루션,096350,2012/12,1086269,1086269
(주)대창솔루션,096350,2013/12,-4264910,-3352764
(주)대창솔루션,096350,2014/12,-1835477,-6965727
(주)대창솔루션,096350,2015/12,1064359,-157322
(주)대창솔루션,096350,2016/12,-6957204,-6047049
(주)대창솔루션,096350,2017/12,-8915691,-7984778
(주)대창솔루션,096350,2018/12,-8858950,-8051181
(주)대창솔루션,096350,2019/12,212714,982239
(주)대창스틸,140520,2014/12,7225354,6850611
(주)대창스틸,140520,2015/12,4961768,3869587
(주)대창스틸,140520,2016/12,448650,-1407683
(주)대창스틸,140520,2017/12,4422935,5624583
(주)대창스틸,140520,2018/12,2881566,2813477
(주)대창스틸,140520,2019/12,4300435,4107596
(주)대한과학,131220,2011/12,2777094,
(주)대한과학,131220,2012/12,2212995,1975873
(주)대한과학,131220,2013/12,1242715,1184954
(주)대한과학,131220,2014/12,973207,1076798
(주)대한과학,131220,2015/12,-807271,-153524
(주)대한과학,131220,2016/12,903455,1640485
(주)대한과학,131220,2017/12,854235,1932448
(주)대한과학,131220,2018/12,1080059,2590451
(주)대한과학,131220,2019/12,974526,2199945
(주)대한항공,003490,2011/12,394096710,460163461
(주)대한항공,003490,2012/12,271621436,318556879
(주)대한항공,003490,2013/12,-18000856,-19562089
(주)대한항공,003490,2014/12,372507715,395047444
(주)대한항공,003490,2015/12,859217822,883088281
(주)대한항공,003490,2016/12,1079003552,1120809171
(주)대한항공,003490,2017/12,956151143,939782250
(주)대한항공,003490,2018/12,651023788,623919297
(주)대한항공,003490,2019/12,286386447,257473679
(주)대현,016090,2011/12,11792258,
(주)대현,016090,2012/12,9111324,
(주)대현,016090,2013/12,12496793,
(주)대현,016090,2014/12,7417061,
(주)대현,016090,2015/12,10104176,
(주)대현,016090,2016/12,16060255,
(주)대현,016090,2017/12,13882004,
(주)대현,016090,2018/12,17900258,
(주)대현,016090,2019/12,20244210,
(주)대호에이엘,069460,2011/12,11856898,12783543
(주)대호에이엘,069460,2012/12,3116759,4497409
(주)대호에이엘,069460,2013/12,471223,1524798
(주)대호에이엘,069460,2014/12,-1072699,
(주)대호에이엘,069460,2015/12,2573129,
(주)대호에이엘,069460,2016/12,-98812,
(주)대호에이엘,069460,2017/12,1732097,
(주)대호에이엘,069460,2018/12,2201648,
(주)대호에이엘,069460,2019/12,-949745,
(주)대호특수강,021040,2011/12,3026831,
(주)대호특수강,021040,2012/12,-2460021,
(주)대호특수강,021040,2013/12,6545951,
(주)대호특수강,021040,2014/12,10543096,
(주)대호특수강,021040,2015/12,8728185,
(주)대호특수강,021040,2016/12,11905856,
(주)대호특수강,021040,2017/12,10239635,
(주)대호특수강,021040,2018/12,6007434,
(주)대호특수강,021040,2019/12,4582920,
(주)더 미동,161570,2013/12,3362198,3324159
(주)더 미동,161570,2014/12,1038348,704546
(주)더 미동,161570,2015/12,310954,145126
(주)더 미동,161570,2016/12,-4862144,-6246784
(주)더 미동,161570,2017/12,102959,-3853114
(주)더 미동,161570,2018/12,106502,-3389329
(주)더 미동,161570,2019/12,67988,-3633248
(주)더블유게임즈,192080,2019/12,78391033,154608044
(주)더블유아이,073570,2011/12,234145,146218
(주)더블유아이,073570,2012/12,-9667511,-9692684
(주)더블유아이,073570,2013/12,-8295345,-11609439
(주)더블유아이,073570,2014/12,-2682494,
(주)더블유아이,073570,2015/12,241190,
(주)더블유아이,073570,2016/12,-4957238,-4957238
(주)더블유아이,073570,2017/12,-3470731,-4945079
(주)더블유아이,073570,2018/12,-3363766,-6079441
(주)더블유아이,073570,2019/12,881873,
(주)더블유에스아이,299170,2018/12,,
(주)더블유에스아이,299170,2019/12,,
(주)더존비즈온,012510,2011/12,14184177,14164103
(주)더존비즈온,012510,2012/12,23576251,24069564
(주)더존비즈온,012510,2013/12,18347041,18356650
(주)더존비즈온,012510,2014/12,22128038,20526465
(주)더존비즈온,012510,2015/12,28216983,28989305
(주)더존비즈온,012510,2016/12,38654243,38412151
(주)더존비즈온,012510,2017/12,50509903,51684828
(주)더존비즈온,012510,2018/12,52825277,54002977
(주)더존비즈온,012510,2019/12,64551797,66796148
(주)덕산테코피아,317330,2019/12,13430392,
(주)덕성,004830,2011/12,737842,376754
(주)덕성,004830,2012/12,4676094,3434743
(주)덕성,004830,2013/12,6663941,6164449
(주)덕성,004830,2014/12,2140773,1630460
(주)덕성,004830,2015/12,860682,544752
(주)덕성,004830,2016/12,2333816,3373418
(주)덕성,004830,2017/12,1878971,1768956
(주)덕성,004830,2018/12,-1663185,-2270744
(주)덕성,004830,2019/12,1601798,470298
(주)덕신하우징,090410,2014/12,10615882,
(주)덕신하우징,090410,2015/12,4211028,3151494
(주)덕신하우징,090410,2016/12,-10722676,-10647746
(주)덕신하우징,090410,2017/12,6391199,8124597
(주)덕신하우징,090410,2018/12,9056300,10552474
(주)덕신하우징,090410,2019/12,2210085,2597102
(주)데이타솔루션,263800,2017/12,557186,
(주)데이타솔루션,263800,2018/12,-3330908,
(주)데이타솔루션,263800,2019/12,444339,
(주)덱스터스튜디오,206560,2015/12,5113978,4535666
(주)덱스터스튜디오,206560,2016/12,4117776,2407177
(주)덱스터스튜디오,206560,2017/12,-21977293,-21867728
(주)덱스터스튜디오,206560,2018/12,1948616,2067364
(주)덱스터스튜디오,206560,2019/12,-5708639,-5357794
(주)덴티스,261200,2017/12,,
(주)덴티스,261200,2018/12,,
(주)덴티스,261200,2019/12,,
(주)덴티움,145720,2017/12,35423757,41075067
(주)덴티움,145720,2018/12,43744173,41960407
(주)덴티움,145720,2019/12,27335869,44656130
(주)도화엔지니어링,002150,2011/12,24693239,
(주)도화엔지니어링,002150,2012/12,1202234,
(주)도화엔지니어링,002150,2013/12,6786088,
(주)도화엔지니어링,002150,2014/12,1919959,
(주)도화엔지니어링,002150,2015/12,4538731,
(주)도화엔지니어링,002150,2016/12,14870769,
(주)도화엔지니어링,002150,2017/12,16478545,16504789
(주)도화엔지니어링,002150,2018/12,17627147,17290545
(주)도화엔지니어링,002150,2019/12,26337318,27069213
(주)동구바이오제약,006620,2018/12,5677649,
(주)동구바이오제약,006620,2019/12,6460951,
(주)동국알앤에스,075970,2011/12,8542338,9132789
(주)동국알앤에스,075970,2012/12,7518572,9268329
(주)동국알앤에스,075970,2013/12,3828509,5109109
(주)동국알앤에스,075970,2014/12,2604906,3178416
(주)동국알앤에스,075970,2015/12,-1104133,541169
(주)동국알앤에스,075970,2016/12,1709652,3597155
(주)동국알앤에스,075970,2017/12,2672777,3774035
(주)동국알앤에스,075970,2018/12,4412596,5790231
(주)동국알앤에스,075970,2019/12,1837483,3631274
(주)동국에스엔씨,100130,2011/12,-22824005,-22273554
(주)동국에스엔씨,100130,2012/12,2192541,2694064
(주)동국에스엔씨,100130,2013/12,8700472,9229669
(주)동국에스엔씨,100130,2014/12,12337661,12561533
(주)동국에스엔씨,100130,2015/12,15106097,15208005
(주)동국에스엔씨,100130,2016/12,21758767,25597158
(주)동국에스엔씨,100130,2017/12,10948684,11250185
(주)동국에스엔씨,100130,2018/12,2372676,-5407777
(주)동국에스엔씨,100130,2019/12,13767380,14173574
(주)동남합성,023450,2011/12,1593866,
(주)동남합성,023450,2012/12,758417,
(주)동남합성,023450,2013/12,2393917,
(주)동남합성,023450,2014/12,2471253,
(주)동남합성,023450,2015/12,3833538,
(주)동남합성,023450,2016/12,8053178,
(주)동남합성,023450,2017/12,894813,
(주)동남합성,023450,2018/12,7973584,
(주)동남합성,023450,2019/12,9828616,
(주)동방,004140,2011/12,19229671,25374901
(주)동방,004140,2012/12,16273206,24030651
(주)동방,004140,2013/12,4068815,3241897
(주)동방,004140,2014/12,6756605,-569838
(주)동방,004140,2015/12,23511732,24592774
(주)동방,004140,2016/12,43247596,41820168
(주)동방,004140,2017/12,8311693,15150362
(주)동방,004140,2018/12,11029583,14161500
(주)동방,004140,2019/12,18110521,20944995
(주)동방선기,099410,2011/12,1988758,5981169
(주)동방선기,099410,2012/12,-4401651,-3983755
(주)동방선기,099410,2013/12,1910868,-8003708
(주)동방선기,099410,2014/12,1242233,-1778522
(주)동방선기,099410,2015/12,2094878,1340753
(주)동방선기,099410,2016/12,1792413,1796851
(주)동방선기,099410,2017/12,-667105,
(주)동방선기,099410,2018/12,-2825982,
(주)동방선기,099410,2019/12,-1255401,
(주)동방아그로,007590,2011/12,6766754,6886114
(주)동방아그로,007590,2012/12,6576366,6636683
(주)동방아그로,007590,2013/12,7896650,7982852
(주)동방아그로,007590,2014/12,9848547,9911594
(주)동방아그로,007590,2015/12,8397686,8442045
(주)동방아그로,007590,2016/12,6072537,6083459
(주)동방아그로,007590,2017/12,6694084,6655187
(주)동방아그로,007590,2018/12,6771398,6830487
(주)동방아그로,007590,2019/12,7712751,7799137
(주)동서,026960,2016/12,33063503,45602522
(주)동서,026960,2017/12,33611089,47673463
(주)동서,026960,2018/12,28764073,43217607
(주)동서,026960,2019/12,25751878,38471986
(주)동성케미컬,102260,2011/12,3032197,24634034
(주)동성케미컬,102260,2012/12,2657932,44124073
(주)동성케미컬,102260,2013/12,3247765,43936691
(주)동성케미컬,102260,2014/12,3795917,50029783
(주)동성케미컬,102260,2015/12,12262263,66688011
(주)동성케미컬,102260,2016/12,26951530,65039524
(주)동성케미컬,102260,2017/12,34910334,3654510
(주)동성케미컬,102260,2018/12,8771120,7777629
(주)동성케미컬,102260,2019/12,-762690,51825732
(주)동성화인텍,033500,2011/12,4319312,
(주)동성화인텍,033500,2012/12,15518069,
(주)동성화인텍,033500,2013/12,20523630,
(주)동성화인텍,033500,2014/12,25484866,
(주)동성화인텍,033500,2015/12,20413520,20432384
(주)동성화인텍,033500,2016/12,16690261,13342349
(주)동성화인텍,033500,2017/12,-21017198,-25196806
(주)동성화인텍,033500,2018/12,-4026694,-8528861
(주)동성화인텍,033500,2019/12,26542889,26936736
(주)동아엘텍,088130,2011/12,4045330,6185218
(주)동아엘텍,088130,2012/12,593950,5579543
(주)동아엘텍,088130,2013/12,7528561,12095075
(주)동아엘텍,088130,2014/12,8928525,10650973
(주)동아엘텍,088130,2015/12,17708311,12959991
(주)동아엘텍,088130,2016/12,10085954,33629732
(주)동아엘텍,088130,2017/12,12125919,27518745
(주)동아엘텍,088130,2018/12,15585711,24963399
(주)동아엘텍,088130,2019/12,10170502,19817339
(주)동아지질,028100,2011/12,5134218,4579134
(주)동아지질,028100,2012/12,9090448,9589335
(주)동아지질,028100,2013/12,4933434,4163785
(주)동아지질,028100,2014/12,2547628,2961024
(주)동아지질,028100,2015/12,3658569,3979804
(주)동아지질,028100,2016/12,13827165,12530176
(주)동아지질,028100,2017/12,20553680,20333475
(주)동아지질,028100,2018/12,28657095,26066749
(주)동아지질,028100,2019/12,23035386,22916297
(주)동양,001520,2011/12,17033887,-25635268
(주)동양,001520,2012/12,80320932,75320627
(주)동양,001520,2013/12,-65882236,-14133225
(주)동양,001520,2014/12,18171112,24177016
(주)동양,001520,2015/12,18422917,35132696
(주)동양,001520,2016/12,4225776,7652441
(주)동양,001520,2017/12,9575462,6799802
(주)동양,001520,2018/12,6903639,717143
(주)동양,001520,2019/12,2887705,-20118141
(주)동양고속,084670,2011/12,7110659,431643
(주)동양고속,084670,2012/12,13114502,13003112
(주)동양고속,084670,2013/12,13773928,11497683
(주)동양고속,084670,2014/12,21091666,20506845
(주)동양고속,084670,2015/12,15806799,14763064
(주)동양고속,084670,2016/12,19647581,17752880
(주)동양고속,084670,2017/12,7428376,5855031
(주)동양고속,084670,2018/12,4758000,3007068
(주)동양고속,084670,2019/12,10076316,9971146
(주)동양에스텍,060380,2011/12,3521050,4397703
(주)동양에스텍,060380,2012/12,-1692887,-1563539
(주)동양에스텍,060380,2013/12,3875399,4435770
(주)동양에스텍,060380,2014/12,1076219,2110925
(주)동양에스텍,060380,2015/12,981166,1746489
(주)동양에스텍,060380,2016/12,2923324,3896794
(주)동양에스텍,060380,2017/12,2258069,2865397
(주)동양에스텍,060380,2018/12,1639003,1741608
(주)동양에스텍,060380,2019/12,488069,2767921
(주)동우팜투테이블,088910,2011/12,9118493,
(주)동우팜투테이블,088910,2012/12,-1284667,
(주)동우팜투테이블,088910,2013/12,12491353,
(주)동우팜투테이블,088910,2014/12,6517806,
(주)동우팜투테이블,088910,2015/12,5875741,
(주)동우팜투테이블,088910,2016/12,9708484,
(주)동우팜투테이블,088910,2017/12,16841962,
(주)동우팜투테이블,088910,2018/12,16969081,
(주)동우팜투테이블,088910,2019/12,4256779,4256779
(주)동운아나텍,094170,2015/12,8299961,
(주)동운아나텍,094170,2016/12,1467793,
(주)동운아나텍,094170,2017/12,-1799001,
(주)동운아나텍,094170,2018/12,-6280845,
(주)동운아나텍,094170,2019/12,-2188813,
(주)동원개발,013120,2011/12,23163404,
(주)동원개발,013120,2012/12,41847489,
(주)동원개발,013120,2013/12,44296221,
(주)동원개발,013120,2014/12,77191364,
(주)동원개발,013120,2015/12,117122111,
(주)동원개발,013120,2016/12,131149315,
(주)동원개발,013120,2017/12,143040410,
(주)동원개발,013120,2018/12,160073925,
(주)동원개발,013120,2019/12,106108775,
(주)동원에프앤비,049770,2011/12,46567504,58916541
(주)동원에프앤비,049770,2012/12,25278653,34376108
(주)동원에프앤비,049770,2013/12,38240394,58552346
(주)동원에프앤비,049770,2014/12,60842606,82276292
(주)동원에프앤비,049770,2015/12,52523372,77065527
(주)동원에프앤비,049770,2016/12,44483035,73302774
(주)동원에프앤비,049770,2017/12,43884915,72358842
(주)동원에프앤비,049770,2018/12,61576839,87209716
(주)동원에프앤비,049770,2019/12,70656441,101405342
(주)동일기연,032960,2011/12,8124254,7409807
(주)동일기연,032960,2012/12,4498479,3728736
(주)동일기연,032960,2013/12,4401007,3125707
(주)동일기연,032960,2014/12,3709561,3124221
(주)동일기연,032960,2015/12,2894824,1784953
(주)동일기연,032960,2016/12,1638298,1082478
(주)동일기연,032960,2017/12,3062006,2387315
(주)동일기연,032960,2018/12,235596,-1363334
(주)동일기연,032960,2019/12,1975944,919141
(주)동진쎄미켐,005290,2011/12,9970756,12535020
(주)동진쎄미켐,005290,2012/12,25495589,27350802
(주)동진쎄미켐,005290,2013/12,29678697,23612600
(주)동진쎄미켐,005290,2014/12,25892965,37734634
(주)동진쎄미켐,005290,2015/12,35206173,58451963
(주)동진쎄미켐,005290,2016/12,22075237,45404003
(주)동진쎄미켐,005290,2017/12,53357193,71904939
(주)동진쎄미켐,005290,2018/12,51219283,70984303
(주)동진쎄미켐,005290,2019/12,74923697,104867455
(주)두산,000150,2011/12,195235147,453241961
(주)두산,000150,2012/12,143651820,204947798
(주)두산,000150,2013/12,195440822,1154877484
(주)두산,000150,2014/12,256448043,1008069752
(주)두산,000150,2015/12,213401161,264583147
(주)두산,000150,2016/12,225371372,917242620
(주)두산,000150,2017/12,276756646,1179916207
(주)두산,000150,2018/12,253362869,1215881396
(주)두산,000150,2019/12,161921862,1261859934
(주)두산테스나,131970,2013/12,16038744,
(주)두산테스나,131970,2014/12,7665751,
(주)두산테스나,131970,2015/12,-3317899,
(주)두산테스나,131970,2016/12,-1410015,
(주)두산테스나,131970,2017/12,9865042,
(주)두산테스나,131970,2018/12,18749881,
(주)두산테스나,131970,2019/12,24185180,
(주)두올,016740,2016/12,4468573,18375792
(주)두올,016740,2017/12,8750006,22033481
(주)두올,016740,2018/12,7443578,30655566
(주)두올,016740,2019/12,5972707,27616989
(주)듀오백,073190,2011/12,1961053,1130697
(주)듀오백,073190,2012/12,-497766,-1423334
(주)듀오백,073190,2013/12,889636,90256
(주)듀오백,073190,2014/12,-2354475,-3451103
(주)듀오백,073190,2015/12,-3436253,-3883835
(주)듀오백,073190,2016/12,-4979221,-5073348
(주)듀오백,073190,2017/12,719444,580033
(주)듀오백,073190,2018/12,-2608607,-2880725
(주)듀오백,073190,2019/12,-2197997,-2468695
(주)드래곤플라이,030350,2011/12,6060801,2680461
(주)드래곤플라이,030350,2012/12,4070563,4128509
(주)드래곤플라이,030350,2013/12,504299,228925
(주)드래곤플라이,030350,2014/12,2609913,2765733
(주)드래곤플라이,030350,2015/12,3744014,3702334
(주)드래곤플라이,030350,2016/12,1575388,1572232
(주)드래곤플라이,030350,2017/12,-5496502,
(주)드래곤플라이,030350,2018/12,-5899804,
(주)드래곤플라이,030350,2019/12,-4330423,-4509707
(주)드림시큐리티,203650,2014/12,,
(주)드림시큐리티,203650,2015/12,,
(주)드림시큐리티,203650,2016/12,,
(주)드림시큐리티,203650,2017/12,379072,1083567
(주)드림시큐리티,203650,2018/12,2789840,3145381
(주)드림시큐리티,203650,2019/12,1167268,1771025
(주)드림어스컴퍼니,060570,2011/12,-26554367,-31644341
(주)드림어스컴퍼니,060570,2012/12,1171853,-10480673
(주)드림어스컴퍼니,060570,2013/12,-4411639,-7993281
(주)드림어스컴퍼니,060570,2014/12,1777422,1492387
(주)드림어스컴퍼니,060570,2015/12,1224313,302397
(주)드림어스컴퍼니,060570,2016/12,-7871572,-9442256
(주)드림어스컴퍼니,060570,2017/12,-7447418,-7958490
(주)드림어스컴퍼니,060570,2018/12,1388301,-3118024
(주)드림어스컴퍼니,060570,2019/12,-23720108,-26743471
(주)드림텍,192650,2019/12,11941949,30460474
(주)디딤,217620,2015/12,,
(주)디딤,217620,2016/12,,
(주)디딤,217620,2017/12,1609175,1528298
(주)디딤,217620,2018/12,4790185,4447460
(주)디딤,217620,2019/12,4428200,3493798
(주)디모아,016670,2011/12,4719958,
(주)디모아,016670,2012/12,5665883,6716198
(주)디모아,016670,2013/12,7221219,8914703
(주)디모아,016670,2014/12,8968131,10049141
(주)디모아,016670,2015/12,8475636,8918236
(주)디모아,016670,2016/12,1385156,2118663
(주)디모아,016670,2017/12,359917,1369318
(주)디모아,016670,2018/12,69794,1906801
(주)디모아,016670,2019/12,96457,7821685
(주)디바이스이엔지,187870,2017/12,10923189,
(주)디바이스이엔지,187870,2018/12,16337228,
(주)디바이스이엔지,187870,2019/12,4417264,
(주)디비아이엔씨,012030,2011/12,14522081,14955636
(주)디비아이엔씨,012030,2012/12,22212312,21835953
(주)디비아이엔씨,012030,2013/12,19055772,18657205
(주)디비아이엔씨,012030,2014/12,-15269187,-14430984
(주)디비아이엔씨,012030,2015/12,9844231,9761079
(주)디비아이엔씨,012030,2016/12,10903255,10903255
(주)디비아이엔씨,012030,2017/12,4101126,4080798
(주)디비아이엔씨,012030,2018/12,-1044367,1577099
(주)디비아이엔씨,012030,2019/12,15805464,18493010
(주)디스플레이테크,066670,2011/12,8930497,
(주)디스플레이테크,066670,2012/12,22241868,
(주)디스플레이테크,066670,2013/12,33672391,
(주)디스플레이테크,066670,2014/12,21464834,
(주)디스플레이테크,066670,2015/12,14624521,
(주)디스플레이테크,066670,2016/12,4505796,
(주)디스플레이테크,066670,2017/12,8126981,
(주)디스플레이테크,066670,2018/12,3576408,
(주)디스플레이테크,066670,2019/12,6566006,
(주)디아이,003160,2011/12,-1176457,-5808175
(주)디아이,003160,2012/12,-3498469,1122392
(주)디아이,003160,2013/12,2507428,7024896
(주)디아이,003160,2014/12,9068134,8805025
(주)디아이,003160,2015/12,1395191,1548555
(주)디아이,003160,2016/12,327609,5481933
(주)디아이,003160,2017/12,3909653,11515169
(주)디아이,003160,2018/12,1016705,21524011
(주)디아이,003160,2019/12,-4641487,-6535241
(주)디아이씨,092200,2011/12,17979686,20912968
(주)디아이씨,092200,2012/12,16234100,15926398
(주)디아이씨,092200,2013/12,15506176,17084509
(주)디아이씨,092200,2014/12,9001039,14101269
(주)디아이씨,092200,2015/12,21742867,31098117
(주)디아이씨,092200,2016/12,21298340,34833530
(주)디아이씨,092200,2017/12,27682588,32174333
(주)디아이씨,092200,2018/12,18921071,22568704
(주)디아이씨,092200,2019/12,-11695524,-32010031
(주)디아크,078590,2011/12,2797371,
(주)디아크,078590,2012/12,492333,
(주)디아크,078590,2013/12,424989,
(주)디아크,078590,2014/12,573479,
(주)디아크,078590,2015/12,1419070,
(주)디아크,078590,2016/12,2088625,
(주)디아크,078590,2017/12,2285974,
(주)디아크,078590,2018/12,1867371,2404127
(주)디아크,078590,2019/12,948690,1888369
(주)디알비동일,004840,2011/12,32276483,36718012
(주)디알비동일,004840,2012/12,11670425,27917620
(주)디알비동일,004840,2013/12,11784035,33906752
(주)디알비동일,004840,2014/12,13779505,69244220
(주)디알비동일,004840,2015/12,14523151,73744873
(주)디알비동일,004840,2016/12,8351655,67469281
(주)디알비동일,004840,2017/12,2793088,33909830
(주)디알비동일,004840,2018/12,1109122,27046587
(주)디알비동일,004840,2019/12,1673256,26475358
(주)디알젬,263690,2018/12,4333619,4205336
(주)디알젬,263690,2019/12,4699863,4572698
(주)디알텍,214680,2015/12,,
(주)디알텍,214680,2016/12,2747067,2445858
(주)디알텍,214680,2017/12,-840580,-1059305
(주)디알텍,214680,2018/12,1761899,1572029
(주)디알텍,214680,2019/12,1982672,1398254
(주)디앤씨미디어,263720,2017/12,5432589,
(주)디앤씨미디어,263720,2018/12,6423382,5801456
(주)디앤씨미디어,263720,2019/12,8089184,7913752
(주)디에스앤엘,141020,2013/12,-5880660,-5970214
(주)디에스앤엘,141020,2014/12,-6179359,-7026564
(주)디에스앤엘,141020,2015/12,-7888782,-8196670
(주)디에스앤엘,141020,2016/12,-1313112,-2007260
(주)디에스앤엘,141020,2017/12,2442186,1976743
(주)디에스앤엘,141020,2018/12,-4351887,-7461209
(주)디에스앤엘,141020,2019/12,-7261695,-17343940
(주)디에스케이,109740,2011/12,5160584,5208151
(주)디에스케이,109740,2012/12,-488354,-744265
(주)디에스케이,109740,2013/12,2231886,2143919
(주)디에스케이,109740,2014/12,2760676,2952718
(주)디에스케이,109740,2015/12,9963761,10491514
(주)디에스케이,109740,2016/12,7121500,4646628
(주)디에스케이,109740,2017/12,16426873,13513880
(주)디에스케이,109740,2018/12,24765293,22267608
(주)디에스케이,109740,2019/12,11899508,5474893
(주)디에이테크놀로지,196490,2014/12,4937332,4869325
(주)디에이테크놀로지,196490,2015/12,3169082,3205730
(주)디에이테크놀로지,196490,2016/12,3040085,3021043
(주)디에이테크놀로지,196490,2017/12,4200287,4641627
(주)디에이테크놀로지,196490,2018/12,1325616,2109559
(주)디에이테크놀로지,196490,2019/12,634515,650130
(주)디에이피,066900,2011/12,7542001,
(주)디에이피,066900,2012/12,27671468,
(주)디에이피,066900,2013/12,27126577,
(주)디에이피,066900,2014/12,5756979,
(주)디에이피,066900,2015/12,12447123,
(주)디에이피,066900,2016/12,4939263,
(주)디에이피,066900,2017/12,7474137,
(주)디에이피,066900,2018/12,11628499,
(주)디에이피,066900,2019/12,807517,
(주)디엔에이링크,127120,2011/12,1389173,
(주)디엔에이링크,127120,2012/12,307203,
(주)디엔에이링크,127120,2013/12,-6353568,
(주)디엔에이링크,127120,2014/12,-4252736,
(주)디엔에이링크,127120,2015/12,-6851819,-7964600
(주)디엔에이링크,127120,2016/12,-5920775,-6342292
(주)디엔에이링크,127120,2017/12,1463912,944076
(주)디엔에이링크,127120,2018/12,-2780530,-2911754
(주)디엔에이링크,127120,2019/12,-4875786,-5845160
(주)디엔에프,092070,2011/12,3024284,
(주)디엔에프,092070,2012/12,1005645,
(주)디엔에프,092070,2013/12,-8842800,
(주)디엔에프,092070,2014/12,14996934,
(주)디엔에프,092070,2015/12,19550854,
(주)디엔에프,092070,2016/12,12088624,
(주)디엔에프,092070,2017/12,15092377,
(주)디엔에프,092070,2018/12,14783161,
(주)디엔에프,092070,2019/12,5245037,
(주)디엔오토모티브,007340,2011/12,25576658,52953706
(주)디엔오토모티브,007340,2012/12,23889039,41278240
