회사명,거래소코드,회계년도,이자보상배율(이자비용),이자보상배율(이자비용)(IFRS연결)
(주)화인베스틸,133820,2013/12,3.4,
(주)화인베스틸,133820,2014/12,4.82,
(주)화인베스틸,133820,2015/12,1.33,
(주)화인베스틸,133820,2016/12,1.13,
(주)화인베스틸,133820,2017/12,1.19,
(주)화인베스틸,133820,2018/12,1.44,
(주)화인베스틸,133820,2019/12,-0.57,
(주)황금에스티,032560,2000/06,11.91,
(주)황금에스티,032560,2001/06,7.87,
(주)황금에스티,032560,2002/06,5.95,
(주)황금에스티,032560,2003/06,14.04,
(주)황금에스티,032560,2004/12,49.71,
(주)황금에스티,032560,2005/12,12.63,
(주)황금에스티,032560,2006/12,10.98,
(주)황금에스티,032560,2007/12,15.78,
(주)황금에스티,032560,2008/12,4.89,
(주)황금에스티,032560,2009/12,5.84,5
(주)황금에스티,032560,2010/12,15.9,11.72
(주)황금에스티,032560,2011/12,18.22,12.24
(주)황금에스티,032560,2012/12,4.27,3.41
(주)황금에스티,032560,2013/12,9.54,8.54
(주)황금에스티,032560,2014/12,27.03,19.49
(주)황금에스티,032560,2015/12,12.47,13.98
(주)황금에스티,032560,2016/12,13.39,13.17
(주)황금에스티,032560,2017/12,14.87,13.81
(주)황금에스티,032560,2018/12,10.45,11.26
(주)황금에스티,032560,2019/12,6.24,6.67
(주)효성,004800,2000/12,1.65,
(주)효성,004800,2001/12,1.52,
(주)효성,004800,2002/12,1.69,
(주)효성,004800,2003/12,1.94,
(주)효성,004800,2004/12,1.8,
(주)효성,004800,2005/12,1.01,
(주)효성,004800,2006/12,1.26,
(주)효성,004800,2007/12,2.54,3.54
(주)효성,004800,2008/12,3.45,2.59
(주)효성,004800,2009/12,3.91,2.87
(주)효성,004800,2010/12,4.46,3.92
(주)효성,004800,2011/12,2,1.37
(주)효성,004800,2012/12,1.29,0.77
(주)효성,004800,2013/12,2.01,2.2
(주)효성,004800,2014/12,1.82,2.9
(주)효성,004800,2015/12,4.8,5.3
(주)효성,004800,2016/12,7.25,5.97
(주)효성,004800,2017/12,5.41,4.4
(주)효성,004800,2018/12,-34.77,4.91
(주)효성,004800,2019/12,30.15,6.61
(주)후성,093370,2006/12,,
(주)후성,093370,2007/12,1.43,-1.01
(주)후성,093370,2008/12,0.79,0.82
(주)후성,093370,2009/12,0.26,0.06
(주)후성,093370,2010/12,2.35,2.15
(주)후성,093370,2011/12,4.99,4.79
(주)후성,093370,2012/12,-0.76,-0.97
(주)후성,093370,2013/12,-3.29,-3.28
(주)후성,093370,2014/12,-2.54,-1.91
(주)후성,093370,2015/12,4.69,3.76
(주)후성,093370,2016/12,10.95,9.81
(주)후성,093370,2017/12,16.22,13.84
(주)후성,093370,2018/12,22.6,19.59
(주)후성,093370,2019/12,7.55,3.34
(주)휠라홀딩스,081660,2000/12,212665.37,
(주)휠라홀딩스,081660,2001/12,468.38,
(주)휠라홀딩스,081660,2002/12,53.2,
(주)휠라홀딩스,081660,2003/12,10.82,
(주)휠라홀딩스,081660,2004/12,2.73,
(주)휠라홀딩스,081660,2006/12,8.73,
(주)휠라홀딩스,081660,2007/12,3.47,0.48
(주)휠라홀딩스,081660,2008/12,3.5,1.19
(주)휠라홀딩스,081660,2009/12,2.39,2.92
(주)휠라홀딩스,081660,2010/12,6.44,6.71
(주)휠라홀딩스,081660,2011/12,6.42,8.14
(주)휠라홀딩스,081660,2012/12,2.48,5.7
(주)휠라홀딩스,081660,2013/12,2.17,7.44
(주)휠라홀딩스,081660,2014/12,1.06,7.28
(주)휠라홀딩스,081660,2015/12,-0.45,7.59
(주)휠라홀딩스,081660,2016/12,-3.04,0.63
(주)휠라홀딩스,081660,2017/12,0.14,4.11
(주)휠라홀딩스,081660,2018/12,7.44,6.58
(주)휠라홀딩스,081660,2019/12,12.09,8.38
(주)휴네시온,290270,2017/12,,
(주)휴네시온,290270,2018/12,999999999,651.36
(주)휴네시온,290270,2019/12,124.66,110.08
(주)휴니드테크놀러지스,005870,2000/12,1.07,
(주)휴니드테크놀러지스,005870,2001/12,-0.94,
(주)휴니드테크놀러지스,005870,2002/12,0.1,
(주)휴니드테크놀러지스,005870,2003/12,0.01,
(주)휴니드테크놀러지스,005870,2004/12,-0.92,
(주)휴니드테크놀러지스,005870,2005/12,-3.03,
(주)휴니드테크놀러지스,005870,2006/12,0.4,
(주)휴니드테크놀러지스,005870,2007/12,1.22,
(주)휴니드테크놀러지스,005870,2008/12,-15.3,
(주)휴니드테크놀러지스,005870,2009/12,2.67,
(주)휴니드테크놀러지스,005870,2010/12,-5.23,
(주)휴니드테크놀러지스,005870,2011/12,0.16,
(주)휴니드테크놀러지스,005870,2012/12,-1.46,
(주)휴니드테크놀러지스,005870,2013/12,0.09,
(주)휴니드테크놀러지스,005870,2014/12,0.17,
(주)휴니드테크놀러지스,005870,2015/12,1.16,
(주)휴니드테크놀러지스,005870,2016/12,18.25,
(주)휴니드테크놀러지스,005870,2017/12,12.27,
(주)휴니드테크놀러지스,005870,2018/12,94.91,
(주)휴니드테크놀러지스,005870,2019/12,40.98,
(주)휴맥스,115160,2009/12,,
(주)휴맥스,115160,2010/12,11.87,0.76
(주)휴맥스,115160,2011/12,0.66,0.6
(주)휴맥스,115160,2012/12,5,4.58
(주)휴맥스,115160,2013/12,3.71,5.47
(주)휴맥스,115160,2014/12,5.02,5.53
(주)휴맥스,115160,2015/12,10.25,9.7
(주)휴맥스,115160,2016/12,-7.65,4.28
(주)휴맥스,115160,2017/12,2.16,0.62
(주)휴맥스,115160,2018/12,-9.12,-2.01
(주)휴맥스,115160,2019/12,-1.05,1.11
(주)휴맥스홀딩스,028080,2000/12,11.25,
(주)휴맥스홀딩스,028080,2001/12,74.75,
(주)휴맥스홀딩스,028080,2002/12,999999999,
(주)휴맥스홀딩스,028080,2003/12,379.14,
(주)휴맥스홀딩스,028080,2004/12,17.55,
(주)휴맥스홀딩스,028080,2005/12,131.36,
(주)휴맥스홀딩스,028080,2006/12,19.17,
(주)휴맥스홀딩스,028080,2007/12,3.22,3.24
(주)휴맥스홀딩스,028080,2008/12,3.05,3.86
(주)휴맥스홀딩스,028080,2009/12,7.25,12.48
(주)휴맥스홀딩스,028080,2010/12,14.69,25.15
(주)휴맥스홀딩스,028080,2011/12,35.17,35.65
(주)휴맥스홀딩스,028080,2012/12,999999999,9.86
(주)휴맥스홀딩스,028080,2013/12,999999999,14.81
(주)휴맥스홀딩스,028080,2014/12,1588.5,8.69
(주)휴맥스홀딩스,028080,2015/12,6.15,13.84
(주)휴맥스홀딩스,028080,2016/12,4.98,4.38
(주)휴맥스홀딩스,028080,2017/12,4.29,-12.04
(주)휴맥스홀딩스,028080,2018/12,-15.71,
(주)휴맥스홀딩스,028080,2019/12,1.83,1.78
(주)휴먼엔,032860,2000/12,4.01,
(주)휴먼엔,032860,2001/12,4.71,
(주)휴먼엔,032860,2002/12,2.88,
(주)휴먼엔,032860,2003/12,2.9,
(주)휴먼엔,032860,2004/12,0.54,
(주)휴먼엔,032860,2005/12,-0.52,
(주)휴먼엔,032860,2006/12,2.36,
(주)휴먼엔,032860,2007/12,1.84,
(주)휴먼엔,032860,2008/12,-3.56,
(주)휴먼엔,032860,2009/12,-4.42,
(주)휴먼엔,032860,2010/12,1.65,
(주)휴먼엔,032860,2011/12,1.96,
(주)휴먼엔,032860,2012/12,-0.5,
(주)휴먼엔,032860,2013/12,-4.26,
(주)휴먼엔,032860,2014/12,-2.47,
(주)휴먼엔,032860,2015/12,0.11,
(주)휴먼엔,032860,2016/12,-1.57,-1.81
(주)휴먼엔,032860,2017/12,0.2,1.04
(주)휴먼엔,032860,2018/12,-7.47,-8.86
(주)휴먼엔,032860,2019/12,-0.05,-1.51
(주)휴메딕스,200670,2007/12,,
(주)휴메딕스,200670,2008/12,1.8,
(주)휴메딕스,200670,2009/12,-4.29,
(주)휴메딕스,200670,2010/12,-1.94,
(주)휴메딕스,200670,2011/12,1.76,
(주)휴메딕스,200670,2012/12,2.55,
(주)휴메딕스,200670,2013/12,12.37,
(주)휴메딕스,200670,2014/12,29.8,
(주)휴메딕스,200670,2015/12,601.14,
(주)휴메딕스,200670,2016/12,999999999,25358.49
(주)휴메딕스,200670,2017/12,76.67,84.41
(주)휴메딕스,200670,2018/12,54.9,78.57
(주)휴메딕스,200670,2019/12,226.99,298.96
(주)휴비스,079980,2001/12,,
(주)휴비스,079980,2002/12,3.28,
(주)휴비스,079980,2003/12,0.49,
(주)휴비스,079980,2004/12,0.27,
(주)휴비스,079980,2005/12,0.42,
(주)휴비스,079980,2006/12,-1.02,
(주)휴비스,079980,2007/12,1.41,
(주)휴비스,079980,2008/12,0.17,
(주)휴비스,079980,2009/12,1.41,
(주)휴비스,079980,2010/12,3.77,2.52
(주)휴비스,079980,2011/12,8,7.17
(주)휴비스,079980,2012/12,28.34,10.41
(주)휴비스,079980,2013/12,35.74,10.67
(주)휴비스,079980,2014/12,21.48,10.06
(주)휴비스,079980,2015/12,4.93,4.8
(주)휴비스,079980,2016/12,2.03,2.32
(주)휴비스,079980,2017/12,2.33,4.11
(주)휴비스,079980,2018/12,3.05,4.53
(주)휴비스,079980,2019/12,0.54,0.52
(주)휴비츠,065510,2000/12,,
(주)휴비츠,065510,2001/12,41.68,
(주)휴비츠,065510,2002/12,12.01,
(주)휴비츠,065510,2003/12,5.72,
(주)휴비츠,065510,2004/12,9.88,
(주)휴비츠,065510,2005/12,12.39,
(주)휴비츠,065510,2006/12,5.43,
(주)휴비츠,065510,2007/12,6.88,
(주)휴비츠,065510,2008/12,9.66,
(주)휴비츠,065510,2009/12,17.91,
(주)휴비츠,065510,2010/12,12.76,15.84
(주)휴비츠,065510,2011/12,14.59,17.83
(주)휴비츠,065510,2012/12,24.23,30.33
(주)휴비츠,065510,2013/12,5.83,9.35
(주)휴비츠,065510,2014/12,2.75,3.1
(주)휴비츠,065510,2015/12,13.14,18.15
(주)휴비츠,065510,2016/12,218.14,235.71
(주)휴비츠,065510,2017/12,10.88,11.67
(주)휴비츠,065510,2018/12,8,7.56
(주)휴비츠,065510,2019/12,11.18,10.84
(주)휴센텍,215090,2015/12,,
(주)휴센텍,215090,2016/12,,
(주)휴센텍,215090,2017/12,,
(주)휴센텍,215090,2018/12,0.91,
(주)휴센텍,215090,2019/12,-9.72,
(주)휴스틸,005010,2000/12,0.51,
(주)휴스틸,005010,2001/12,4.78,
(주)휴스틸,005010,2002/12,7.99,
(주)휴스틸,005010,2003/12,3.43,
(주)휴스틸,005010,2004/12,10.35,
(주)휴스틸,005010,2005/12,2.27,
(주)휴스틸,005010,2006/12,5.26,
(주)휴스틸,005010,2007/12,3.95,4
(주)휴스틸,005010,2008/12,13.98,10.75
(주)휴스틸,005010,2009/12,-1.73,0.35
(주)휴스틸,005010,2010/12,9.68,11.2
(주)휴스틸,005010,2011/12,10.8,11.69
(주)휴스틸,005010,2012/12,17.88,20.85
(주)휴스틸,005010,2013/12,2.86,5.51
(주)휴스틸,005010,2014/12,6.21,5.43
(주)휴스틸,005010,2015/12,0.12,3.4
(주)휴스틸,005010,2016/12,0.42,0.68
(주)휴스틸,005010,2017/12,4.44,4.04
(주)휴스틸,005010,2018/12,1.48,2.99
(주)휴스틸,005010,2019/12,-0.91,-3.1
(주)휴엠앤씨,263920,2016/12,,
(주)휴엠앤씨,263920,2017/12,15.06,
(주)휴엠앤씨,263920,2018/12,0.94,-0.53
(주)휴엠앤씨,263920,2019/12,0.03,0.39
(주)휴온스,243070,2016/12,,
(주)휴온스,243070,2017/12,47.81,32.61
(주)휴온스,243070,2018/12,79.07,47.22
(주)휴온스,243070,2019/12,76.85,42.93
(주)휴온스글로벌,084110,2000/12,2.34,
(주)휴온스글로벌,084110,2001/12,5.23,
(주)휴온스글로벌,084110,2002/12,4.19,
(주)휴온스글로벌,084110,2003/12,4.84,
(주)휴온스글로벌,084110,2004/12,12.48,
(주)휴온스글로벌,084110,2005/12,22.18,
(주)휴온스글로벌,084110,2006/12,29.05,
(주)휴온스글로벌,084110,2007/12,32.76,
(주)휴온스글로벌,084110,2008/12,69.05,
(주)휴온스글로벌,084110,2009/12,4.99,
(주)휴온스글로벌,084110,2010/12,0.33,-0.07
(주)휴온스글로벌,084110,2011/12,3.15,
(주)휴온스글로벌,084110,2012/12,5.04,4.44
(주)휴온스글로벌,084110,2013/12,13.42,10.37
(주)휴온스글로벌,084110,2014/12,28.7,18.74
(주)휴온스글로벌,084110,2015/12,61.77,55.67
(주)휴온스글로벌,084110,2016/12,999999999,44.63
(주)휴온스글로벌,084110,2017/12,999999999,39.89
(주)휴온스글로벌,084110,2018/12,999999999,43.59
(주)휴온스글로벌,084110,2019/12,999999999,48.59
(주)흥국,010240,2000/12,-0.29,
(주)흥국,010240,2001/12,0.34,
(주)흥국,010240,2002/12,1.13,
(주)흥국,010240,2003/12,2.61,
(주)흥국,010240,2004/12,4.96,
(주)흥국,010240,2005/12,9.48,
(주)흥국,010240,2006/12,17.85,
(주)흥국,010240,2007/12,25.6,
(주)흥국,010240,2008/12,12.52,
(주)흥국,010240,2009/12,2.54,
(주)흥국,010240,2010/12,18.31,13.7
(주)흥국,010240,2011/12,7.31,8.7
(주)흥국,010240,2012/12,2.3,2.82
(주)흥국,010240,2013/12,2.52,3.66
(주)흥국,010240,2014/12,2.93,3.08
(주)흥국,010240,2015/12,4.27,3.88
(주)흥국,010240,2016/12,10.89,12.34
(주)흥국,010240,2017/12,25.17,39.93
(주)흥국,010240,2018/12,31.84,51.28
(주)흥국,010240,2019/12,20.31,33.57
(주)흥국에프엔비,189980,2012/12,,
(주)흥국에프엔비,189980,2013/12,10.72,12.56
(주)흥국에프엔비,189980,2014/12,13.17,15.23
(주)흥국에프엔비,189980,2015/12,23.52,26.37
(주)흥국에프엔비,189980,2016/12,14.69,19.35
(주)흥국에프엔비,189980,2017/12,15.52,15.82
(주)흥국에프엔비,189980,2018/12,34.26,39.56
(주)흥국에프엔비,189980,2019/12,134.8,117.53
(주)희림종합건축사사무소,037440,2000/12,515.36,
(주)희림종합건축사사무소,037440,2001/12,1098.17,
(주)희림종합건축사사무소,037440,2002/12,999999999,
(주)희림종합건축사사무소,037440,2003/12,160.13,
(주)희림종합건축사사무소,037440,2004/12,999999999,
(주)희림종합건축사사무소,037440,2005/12,999999999,
(주)희림종합건축사사무소,037440,2006/12,1558.95,
(주)희림종합건축사사무소,037440,2007/12,999999999,
(주)희림종합건축사사무소,037440,2008/12,999999999,
(주)희림종합건축사사무소,037440,2009/12,22.62,
(주)희림종합건축사사무소,037440,2010/12,6.3,
(주)희림종합건축사사무소,037440,2011/12,-0.8,
(주)희림종합건축사사무소,037440,2012/12,2.11,
(주)희림종합건축사사무소,037440,2013/12,2.3,2.36
(주)희림종합건축사사무소,037440,2014/12,-3.31,-3.42
(주)희림종합건축사사무소,037440,2015/12,2.57,2.47
(주)희림종합건축사사무소,037440,2016/12,2.13,2
(주)희림종합건축사사무소,037440,2017/12,3.74,3.82
(주)희림종합건축사사무소,037440,2018/12,3.3,3.28
(주)희림종합건축사사무소,037440,2019/12,2.99,2.88
(주)힘스,238490,2006/12,,
(주)힘스,238490,2007/12,0.62,
(주)힘스,238490,2008/12,2.11,
(주)힘스,238490,2009/12,2.69,
(주)힘스,238490,2010/12,16.7,
(주)힘스,238490,2011/12,19.3,
(주)힘스,238490,2012/12,7.91,
(주)힘스,238490,2013/12,7.19,
(주)힘스,238490,2014/12,0.7,
(주)힘스,238490,2015/12,-4.47,
(주)힘스,238490,2016/12,14.91,
(주)힘스,238490,2017/12,39.32,
(주)힘스,238490,2018/12,-3.65,
(주)힘스,238490,2019/12,68.43,
AJ네트웍스(주),095570,2001/12,,
AJ네트웍스(주),095570,2002/12,2.15,
AJ네트웍스(주),095570,2003/12,2.05,
AJ네트웍스(주),095570,2004/12,2.47,
AJ네트웍스(주),095570,2005/12,2.66,
AJ네트웍스(주),095570,2006/12,2.14,
AJ네트웍스(주),095570,2007/12,1.65,
AJ네트웍스(주),095570,2008/12,1.4,
AJ네트웍스(주),095570,2009/12,1.02,
AJ네트웍스(주),095570,2010/12,1.47,
AJ네트웍스(주),095570,2011/12,1.33,
AJ네트웍스(주),095570,2012/12,1.48,
AJ네트웍스(주),095570,2013/12,3.03,1.64
AJ네트웍스(주),095570,2014/12,1.84,1.79
AJ네트웍스(주),095570,2015/12,1.91,1.84
AJ네트웍스(주),095570,2016/12,1.97,1.43
AJ네트웍스(주),095570,2017/12,1.91,1.57
AJ네트웍스(주),095570,2018/12,1.38,-0.58
AJ네트웍스(주),095570,2019/12,1.35,0.38
CS홀딩스(주),000590,2000/12,5.01,
CS홀딩스(주),000590,2001/12,5.81,
CS홀딩스(주),000590,2002/12,10.85,
CS홀딩스(주),000590,2003/12,8.39,
CS홀딩스(주),000590,2004/12,28.02,
CS홀딩스(주),000590,2005/12,51.47,
CS홀딩스(주),000590,2006/12,73.01,
CS홀딩스(주),000590,2007/12,39.47,
CS홀딩스(주),000590,2008/12,998.89,
CS홀딩스(주),000590,2009/12,181717.87,
CS홀딩스(주),000590,2010/12,999999999,40.66
CS홀딩스(주),000590,2011/12,999999999,119.82
CS홀딩스(주),000590,2012/12,999999999,149.55
CS홀딩스(주),000590,2013/12,1495.04,501.89
CS홀딩스(주),000590,2014/12,999999999,476.48
CS홀딩스(주),000590,2015/12,999999999,314.76
CS홀딩스(주),000590,2016/12,999999999,241.44
CS홀딩스(주),000590,2017/12,999999999,127.52
CS홀딩스(주),000590,2018/12,999999999,54.91
CS홀딩스(주),000590,2019/12,3349.11,209.47
HD현대(주),267250,2017/12,,
HD현대(주),267250,2018/12,4.22,3.83
HD현대(주),267250,2019/12,2.92,2.28
KB오토시스(주),024120,2000/12,2.86,
KB오토시스(주),024120,2001/12,4.01,
KB오토시스(주),024120,2002/12,4.83,
KB오토시스(주),024120,2003/12,5.2,
KB오토시스(주),024120,2004/12,6.27,
KB오토시스(주),024120,2005/12,12.63,
KB오토시스(주),024120,2006/12,10.07,
KB오토시스(주),024120,2007/12,5.3,
KB오토시스(주),024120,2008/12,-1.21,-0.81
KB오토시스(주),024120,2009/12,4.47,
KB오토시스(주),024120,2010/12,3.26,4.42
KB오토시스(주),024120,2011/12,4.33,3.09
KB오토시스(주),024120,2012/12,7.59,4.88
KB오토시스(주),024120,2013/12,8.94,6.93
KB오토시스(주),024120,2014/12,6.71,5.43
KB오토시스(주),024120,2015/12,14.83,8.52
KB오토시스(주),024120,2016/12,16.97,16.98
KB오토시스(주),024120,2017/12,19.3,21.4
KB오토시스(주),024120,2018/12,16.28,16.06
KB오토시스(주),024120,2019/12,19.67,18.43
KD(주),044180,2000/12,2.41,
KD(주),044180,2001/12,3.71,
KD(주),044180,2002/12,6.1,
KD(주),044180,2003/12,-4.71,
KD(주),044180,2004/12,1.05,
KD(주),044180,2005/12,0.45,
KD(주),044180,2006/12,-5.02,
KD(주),044180,2007/12,-2.13,
KD(주),044180,2008/12,-4.13,
KD(주),044180,2009/12,-0.88,
KD(주),044180,2010/12,-0.13,1.01
KD(주),044180,2011/12,0.48,0.72
KD(주),044180,2012/12,-0.91,1.6
KD(주),044180,2013/12,-1.2,-2.06
KD(주),044180,2014/12,-6.38,-9.32
KD(주),044180,2015/12,1.86,1.6
KD(주),044180,2016/12,2.19,2.3
KD(주),044180,2017/12,-12.17,-9.74
KD(주),044180,2018/12,-1.77,-3.84
KD(주),044180,2019/12,2.86,1.63
KG스틸(주),016380,2000/12,0.64,
KG스틸(주),016380,2001/12,0.69,
KG스틸(주),016380,2002/12,1.23,
KG스틸(주),016380,2003/12,1.76,
KG스틸(주),016380,2004/12,2.47,
KG스틸(주),016380,2005/12,0.5,
KG스틸(주),016380,2006/12,-0.24,
KG스틸(주),016380,2007/12,-0.17,-0.13
KG스틸(주),016380,2008/12,0.45,0.47
KG스틸(주),016380,2009/12,0.11,0.19
KG스틸(주),016380,2010/12,0.65,0.65
KG스틸(주),016380,2011/12,0.05,0.12
KG스틸(주),016380,2012/12,0.06,0.08
KG스틸(주),016380,2013/12,0.11,0.13
KG스틸(주),016380,2014/12,-0.97,-0.85
KG스틸(주),016380,2015/12,0.47,0.45
KG스틸(주),016380,2016/12,0.6,0.83
KG스틸(주),016380,2017/12,-0.24,-0.08
KG스틸(주),016380,2018/12,-0.04,-0.12
KG스틸(주),016380,2019/12,0.22,0.34
KISCO홀딩스(주),001940,2000/12,1.4,
KISCO홀딩스(주),001940,2001/12,1.68,
KISCO홀딩스(주),001940,2002/12,3.41,
KISCO홀딩스(주),001940,2003/12,10.67,
KISCO홀딩스(주),001940,2004/12,176.04,
KISCO홀딩스(주),001940,2005/12,89.28,
KISCO홀딩스(주),001940,2006/12,43.88,
KISCO홀딩스(주),001940,2007/12,53.78,45.08
KISCO홀딩스(주),001940,2008/12,133.8,25.89
KISCO홀딩스(주),001940,2009/12,74.63,61.31
KISCO홀딩스(주),001940,2010/12,2550.46,54.57
KISCO홀딩스(주),001940,2011/12,567.58,-29.29
KISCO홀딩스(주),001940,2012/12,999999999,50.96
KISCO홀딩스(주),001940,2013/12,999999999,14.97
KISCO홀딩스(주),001940,2014/12,999999999,19.51
KISCO홀딩스(주),001940,2015/12,999999999,668.13
KISCO홀딩스(주),001940,2016/12,999999999,1832.26
KISCO홀딩스(주),001940,2017/12,999999999,932.15
KISCO홀딩스(주),001940,2018/12,999999999,167.44
KISCO홀딩스(주),001940,2019/12,999999999,117.66
LG이노텍(주),011070,2000/12,1.19,
LG이노텍(주),011070,2001/12,0.43,
LG이노텍(주),011070,2002/12,1.8,
LG이노텍(주),011070,2003/12,1.38,
LG이노텍(주),011070,2004/12,1.6,
LG이노텍(주),011070,2005/12,4.86,
LG이노텍(주),011070,2006/12,0.5,
LG이노텍(주),011070,2007/12,1.49,
LG이노텍(주),011070,2008/12,9.23,6.13
LG이노텍(주),011070,2009/12,2.23,1.77
LG이노텍(주),011070,2010/12,1.8,2.58
LG이노텍(주),011070,2011/12,-0.75,-0.66
LG이노텍(주),011070,2012/12,0,0.71
LG이노텍(주),011070,2013/12,0.3,1.33
LG이노텍(주),011070,2014/12,3.34,4.07
LG이노텍(주),011070,2015/12,4.2,4.84
LG이노텍(주),011070,2016/12,2.07,2.94
LG이노텍(주),011070,2017/12,8.86,8.91
LG이노텍(주),011070,2018/12,4.34,4.85
LG이노텍(주),011070,2019/12,6.77,6.32
LS일렉트릭(주),010120,2000/12,-0.34,
LS일렉트릭(주),010120,2001/12,0.68,
LS일렉트릭(주),010120,2002/12,1.61,
LS일렉트릭(주),010120,2003/12,1.92,
LS일렉트릭(주),010120,2004/12,3.44,
LS일렉트릭(주),010120,2005/12,5.43,
LS일렉트릭(주),010120,2006/12,8.09,
LS일렉트릭(주),010120,2007/12,11.28,11.09
LS일렉트릭(주),010120,2008/12,11.18,10.76
LS일렉트릭(주),010120,2009/12,10.45,9.62
LS일렉트릭(주),010120,2010/12,7.1,7.49
LS일렉트릭(주),010120,2011/12,4.42,4.63
LS일렉트릭(주),010120,2012/12,5.65,5.36
LS일렉트릭(주),010120,2013/12,6.54,6.29
LS일렉트릭(주),010120,2014/12,5.87,5.59
LS일렉트릭(주),010120,2015/12,6.13,6
LS일렉트릭(주),010120,2016/12,4.62,5.49
LS일렉트릭(주),010120,2017/12,8.33,8.4
LS일렉트릭(주),010120,2018/12,11.81,12.21
LS일렉트릭(주),010120,2019/12,10.97,10.56
OCI(주),010060,2000/12,1.6,
OCI(주),010060,2001/12,1.28,
OCI(주),010060,2002/12,2.05,
OCI(주),010060,2003/12,2.98,
OCI(주),010060,2004/12,4.49,
OCI(주),010060,2005/12,4.74,
OCI(주),010060,2006/12,3.84,
OCI(주),010060,2007/12,5.81,3.81
OCI(주),010060,2008/12,19.63,7.73
OCI(주),010060,2009/12,15.74,7.9
OCI(주),010060,2010/12,20.35,10.88
OCI(주),010060,2011/12,32.34,15.24
OCI(주),010060,2012/12,-0.27,1.86
OCI(주),010060,2013/12,-3.07,-1.21
OCI(주),010060,2014/12,-1.17,0.48
OCI(주),010060,2015/12,-1.46,-1.95
OCI(주),010060,2016/12,2.49,1.74
OCI(주),010060,2017/12,5.75,3.83
OCI(주),010060,2018/12,3.01,2.31
OCI(주),010060,2019/12,-5.16,-3.29
SK이노베이션(주),096770,2007/12,,
SK이노베이션(주),096770,2008/12,3.94,3.7
SK이노베이션(주),096770,2009/12,1.83,2.28
SK이노베이션(주),096770,2010/12,4.41,4.2
SK이노베이션(주),096770,2011/12,7.63,7.32
SK이노베이션(주),096770,2012/12,27.57,4.99
SK이노베이션(주),096770,2013/12,8.13,4.98
SK이노베이션(주),096770,2014/12,30.99,-0.95
SK이노베이션(주),096770,2015/12,18.48,7.4
SK이노베이션(주),096770,2016/12,2.86,12.76
SK이노베이션(주),096770,2017/12,87.89,15.67
SK이노베이션(주),096770,2018/12,60.06,8.16
SK이노베이션(주),096770,2019/12,23.49,3.69
SNT모티브(주),064960,2001/12,,
SNT모티브(주),064960,2002/12,1.33,
SNT모티브(주),064960,2003/12,2.81,
SNT모티브(주),064960,2004/12,3.06,
SNT모티브(주),064960,2005/12,1.7,
SNT모티브(주),064960,2006/12,3.18,
SNT모티브(주),064960,2007/12,4.46,4.5
SNT모티브(주),064960,2008/12,5.98,5.38
SNT모티브(주),064960,2009/12,2.22,1.86
SNT모티브(주),064960,2010/12,9.61,9.06
SNT모티브(주),064960,2011/12,8.67,11.26
SNT모티브(주),064960,2012/12,21.18,11.79
SNT모티브(주),064960,2013/12,44.24,24.82
SNT모티브(주),064960,2014/12,46.42,44.61
SNT모티브(주),064960,2015/12,256.84,281.05
SNT모티브(주),064960,2016/12,59284.15,6567.17
SNT모티브(주),064960,2017/12,585.88,776.21
SNT모티브(주),064960,2018/12,383016.28,407838.96
SNT모티브(주),064960,2019/12,19830.22,1008.19
SNT중공업(주),003570,2000/12,-0.05,
SNT중공업(주),003570,2001/12,0.3,
SNT중공업(주),003570,2002/12,-0.21,
SNT중공업(주),003570,2003/12,-1.59,
SNT중공업(주),003570,2004/12,2.61,
SNT중공업(주),003570,2005/12,6.73,
SNT중공업(주),003570,2006/12,6.1,
SNT중공업(주),003570,2007/12,5.59,4.34
SNT중공업(주),003570,2008/12,11.47,8.05
SNT중공업(주),003570,2009/12,14.04,11.07
SNT중공업(주),003570,2010/12,139.8,45.44
SNT중공업(주),003570,2011/12,999999999,52.2
SNT중공업(주),003570,2012/12,999999999,38.12
SNT중공업(주),003570,2013/12,999999999,42.38
SNT중공업(주),003570,2014/12,999999999,-10.19
SNT중공업(주),003570,2015/12,999999999,126.48
SNT중공업(주),003570,2016/12,999999999,-6
SNT중공업(주),003570,2017/12,999999999,-174.41
SNT중공업(주),003570,2018/12,12.44,11.6
SNT중공업(주),003570,2019/12,29.85,31.85
STX엔진(주),077970,2004/12,,
STX엔진(주),077970,2005/12,0.63,
STX엔진(주),077970,2006/12,40.37,
STX엔진(주),077970,2007/12,520.93,20.58
STX엔진(주),077970,2008/12,244.71,31.49
STX엔진(주),077970,2009/12,11.97,6.73
STX엔진(주),077970,2010/12,3.44,2.29
STX엔진(주),077970,2011/12,3.57,2.49
STX엔진(주),077970,2012/12,1.02,0.43
STX엔진(주),077970,2013/12,-1.28,-0.8
STX엔진(주),077970,2014/12,0.27,0.24
STX엔진(주),077970,2015/12,0.23,
STX엔진(주),077970,2016/12,0.2,0.2
STX엔진(주),077970,2017/12,0.8,0.53
STX엔진(주),077970,2018/12,1.24,1.37
STX엔진(주),077970,2019/12,1.63,1.95
STX중공업(주),071970,2002/12,,
STX중공업(주),071970,2003/12,0.34,
STX중공업(주),071970,2004/12,1.24,
STX중공업(주),071970,2005/12,1.25,
STX중공업(주),071970,2006/12,4.94,
