회사명,거래소코드,회계년도,[제조]자본(*)(IFRS2)
(주)크레버스,96240,Dec-14,77813873
(주)크레버스,96240,Dec-15,69427475
(주)크레버스,96240,Dec-16,56885646
(주)크레버스,96240,Dec-17,59958931
(주)크레버스,96240,Dec-18,65683687
(주)크리스에프앤씨,110790,Dec-18,205011904
(주)크린앤사이언스,45520,Dec-10,16731878
(주)크린앤사이언스,45520,Dec-11,16982700
(주)크린앤사이언스,45520,Dec-12,17829778
(주)크린앤사이언스,45520,Dec-13,19274232
(주)크린앤사이언스,45520,Dec-14,21387909
(주)크린앤사이언스,45520,Dec-15,23472350
(주)크린앤사이언스,45520,Dec-16,26859526
(주)크린앤사이언스,45520,Dec-17,31773905
(주)크린앤사이언스,45520,Dec-18,36762501
(주)클라우드에어,36170,Dec-10,40282475
(주)클라우드에어,36170,Dec-11,48093394
(주)클라우드에어,36170,Dec-12,58429525
(주)클라우드에어,36170,Dec-13,54778192
(주)클라우드에어,36170,Dec-14,57300399
(주)클라우드에어,36170,Dec-15,62197231
(주)클라우드에어,36170,Dec-16,64726609
(주)클라우드에어,36170,Dec-17,71297492
(주)클라우드에어,36170,Dec-18,78067371
(주)클래시스,214150,Dec-15,
(주)클래시스,214150,Dec-16,
(주)클래시스,214150,Dec-17,35090843
(주)클래시스,214150,Dec-18,51054067
(주)클리오,237880,Dec-16,142913334
(주)클리오,237880,Dec-17,148812619
(주)클리오,237880,Dec-18,138440514
(주)키다리스튜디오,20120,Dec-10,5084628
(주)키다리스튜디오,20120,Dec-11,5330857
(주)키다리스튜디오,20120,Dec-12,14831092
(주)키다리스튜디오,20120,Dec-13,15075791
(주)키다리스튜디오,20120,Dec-14,20595477
(주)키다리스튜디오,20120,Dec-15,31938479
(주)키다리스튜디오,20120,Dec-16,16781373
(주)키다리스튜디오,20120,Dec-17,17097103
(주)키다리스튜디오,20120,Dec-18,16569362
(주)키이스트,54780,Dec-10,12670832
(주)키이스트,54780,Dec-11,14318152
(주)키이스트,54780,Dec-12,23807592
(주)키이스트,54780,Dec-13,27170308
(주)키이스트,54780,Dec-14,49006636
(주)키이스트,54780,Dec-15,56818732
(주)키이스트,54780,Dec-16,54596245
(주)키이스트,54780,Dec-17,53620634
(주)키이스트,54780,Dec-18,54109370
(주)타이거일렉,219130,Dec-15,34553174
(주)타이거일렉,219130,Dec-16,35661722
(주)타이거일렉,219130,Dec-17,39557073
(주)타이거일렉,219130,Dec-18,41839852
(주)탑엔지니어링,65130,Dec-10,119328769
(주)탑엔지니어링,65130,Dec-11,135035328
(주)탑엔지니어링,65130,Dec-12,129797707
(주)탑엔지니어링,65130,Dec-13,142568749
(주)탑엔지니어링,65130,Dec-14,130690321
(주)탑엔지니어링,65130,Dec-15,144619312
(주)탑엔지니어링,65130,Dec-16,155464474
(주)탑엔지니어링,65130,Dec-17,170124632
(주)탑엔지니어링,65130,Dec-18,182061044
(주)탑코미디어,134580,Dec-13,42719574
(주)탑코미디어,134580,Dec-14,45702380
(주)탑코미디어,134580,Dec-15,49750569
(주)탑코미디어,134580,Dec-16,42197291
(주)탑코미디어,134580,Dec-17,27884694
(주)탑코미디어,134580,Dec-18,28899079
(주)태경비케이,14580,Dec-10,93817318
(주)태경비케이,14580,Dec-11,97848352
(주)태경비케이,14580,Dec-12,103318616
(주)태경비케이,14580,Dec-13,112192697
(주)태경비케이,14580,Dec-14,114427320
(주)태경비케이,14580,Dec-15,115155673
(주)태경비케이,14580,Dec-16,111756179
(주)태경비케이,14580,Dec-17,114434415
(주)태경비케이,14580,Dec-18,126569933
(주)태광,23160,Dec-10,324940358
(주)태광,23160,Dec-11,352332123
(주)태광,23160,Dec-12,386906612
(주)태광,23160,Dec-13,414330000
(주)태광,23160,Dec-14,412984184
(주)태광,23160,Dec-15,429179607
(주)태광,23160,Dec-16,435294359
(주)태광,23160,Dec-17,419171424
(주)태광,23160,Dec-18,424173495
(주)태양,53620,Dec-10,97725573
(주)태양,53620,Dec-11,104110512
(주)태양,53620,Dec-12,110619075
(주)태양,53620,Dec-13,117087249
(주)태양,53620,Dec-14,123351182
(주)태양,53620,Dec-15,125839105
(주)태양,53620,Dec-16,137792025
(주)태양,53620,Dec-17,143581770
(주)태양,53620,Dec-18,144477369
(주)태영건설,9410,Dec-10,744824921
(주)태영건설,9410,Dec-11,750806593
(주)태영건설,9410,Dec-12,779519648
(주)태영건설,9410,Dec-13,763400903
(주)태영건설,9410,Dec-14,711871704
(주)태영건설,9410,Dec-15,729822872
(주)태영건설,9410,Dec-16,728868110
(주)태영건설,9410,Dec-17,820133904
(주)태영건설,9410,Dec-18,908550162
(주)태웅,44490,Dec-10,432687119
(주)태웅,44490,Dec-11,455848228
(주)태웅,44490,Dec-12,463904858
(주)태웅,44490,Dec-13,502323621
(주)태웅,44490,Dec-14,574958037
(주)태웅,44490,Dec-15,581983710
(주)태웅,44490,Dec-16,634263479
(주)태웅,44490,Dec-17,628746496
(주)태웅,44490,Dec-18,602970806
(주)테라젠이텍스,66700,Dec-10,45271016
(주)테라젠이텍스,66700,Dec-11,50491598
(주)테라젠이텍스,66700,Dec-12,65995878
(주)테라젠이텍스,66700,Dec-13,73842812
(주)테라젠이텍스,66700,Dec-14,75773951
(주)테라젠이텍스,66700,Dec-15,68794616
(주)테라젠이텍스,66700,Dec-16,72118404
(주)테라젠이텍스,66700,Dec-17,87087378
(주)테라젠이텍스,66700,Dec-18,78673292
(주)테스,95610,Dec-10,51072474
(주)테스,95610,Dec-11,56402333
(주)테스,95610,Dec-12,57138359
(주)테스,95610,Dec-13,64285241
(주)테스,95610,Dec-14,85513540
(주)테스,95610,Dec-15,96709203
(주)테스,95610,Dec-16,147751927
(주)테스,95610,Dec-17,190166273
(주)테스,95610,Dec-18,212254641
(주)테이팩스,55490,Dec-17,26888289
(주)테이팩스,55490,Dec-18,33065263
(주)테크윙,89030,Dec-11,52995904
(주)테크윙,89030,Dec-12,57664016
(주)테크윙,89030,Dec-13,64494214
(주)테크윙,89030,Dec-14,77070664
(주)테크윙,89030,Dec-15,98533020
(주)테크윙,89030,Dec-16,117035689
(주)테크윙,89030,Dec-17,152627691
(주)테크윙,89030,Dec-18,167202700
(주)텔레칩스,54450,Dec-10,98387408
(주)텔레칩스,54450,Dec-11,88729271
(주)텔레칩스,54450,Dec-12,86338771
(주)텔레칩스,54450,Dec-13,68832274
(주)텔레칩스,54450,Dec-14,69101364
(주)텔레칩스,54450,Dec-15,70453508
(주)텔레칩스,54450,Dec-16,80476321
(주)텔레칩스,54450,Dec-17,81958183
(주)텔레칩스,54450,Dec-18,96994950
(주)텔레필드,91440,Dec-10,22768895
(주)텔레필드,91440,Dec-11,23038483
(주)텔레필드,91440,Dec-12,23575483
(주)텔레필드,91440,Dec-13,23869739
(주)텔레필드,91440,Dec-14,26077199
(주)텔레필드,91440,Dec-15,27130317
(주)텔레필드,91440,Dec-16,24493968
(주)텔레필드,91440,Dec-17,24846042
(주)텔레필드,91440,Dec-18,22729493
(주)텔콘알에프제약,200230,Dec-14,44168647
(주)텔콘알에프제약,200230,Dec-15,45498278
(주)텔콘알에프제약,200230,Dec-16,62151984
(주)텔콘알에프제약,200230,Dec-17,109739367
(주)텔콘알에프제약,200230,Dec-18,152445966
(주)토니모리,214420,Dec-15,117671776
(주)토니모리,214420,Dec-16,134491721
(주)토니모리,214420,Dec-17,135441851
(주)토니모리,214420,Dec-18,140070653
(주)토박스코리아,215480,Dec-15,
(주)토박스코리아,215480,Dec-16,
(주)토박스코리아,215480,Dec-17,20569362
(주)토박스코리아,215480,Dec-18,17373032
(주)토비스,51360,Dec-10,42106840
(주)토비스,51360,Dec-11,53256131
(주)토비스,51360,Dec-12,60629663
(주)토비스,51360,Dec-13,84097619
(주)토비스,51360,Dec-14,118475020
(주)토비스,51360,Dec-15,147419115
(주)토비스,51360,Dec-16,158499755
(주)토비스,51360,Dec-17,170205172
(주)토비스,51360,Dec-18,180603890
(주)토탈소프트뱅크,45340,Dec-10,11035546
(주)토탈소프트뱅크,45340,Dec-11,10813683
(주)토탈소프트뱅크,45340,Dec-12,8795256
(주)토탈소프트뱅크,45340,Dec-13,4994299
(주)토탈소프트뱅크,45340,Dec-14,5595101
(주)토탈소프트뱅크,45340,Dec-15,4900204
(주)토탈소프트뱅크,45340,Dec-16,5939773
(주)토탈소프트뱅크,45340,Dec-17,6219029
(주)토탈소프트뱅크,45340,Dec-18,8874282
(주)톱텍,108230,Dec-10,72295166
(주)톱텍,108230,Dec-11,91588745
(주)톱텍,108230,Dec-12,100445304
(주)톱텍,108230,Dec-13,113883950
(주)톱텍,108230,Dec-14,122603222
(주)톱텍,108230,Dec-15,165681556
(주)톱텍,108230,Dec-16,195879449
(주)톱텍,108230,Dec-17,327795178
(주)톱텍,108230,Dec-18,334758970
(주)투비소프트,79970,Dec-10,14221121
(주)투비소프트,79970,Dec-11,16611791
(주)투비소프트,79970,Dec-12,19744500
(주)투비소프트,79970,Dec-13,23200472
(주)투비소프트,79970,Dec-14,26310151
(주)투비소프트,79970,Dec-15,29022704
(주)투비소프트,79970,Dec-16,41942064
(주)투비소프트,79970,Dec-17,49788601
(주)투비소프트,79970,Dec-18,54965747
(주)트루윈,105550,Dec-14,31607053
(주)트루윈,105550,Dec-15,32580143
(주)트루윈,105550,Dec-16,21030648
(주)트루윈,105550,Dec-17,17343038
(주)트루윈,105550,Dec-18,22023632
(주)특수건설,26150,Dec-10,84901115
(주)특수건설,26150,Dec-11,78334702
(주)특수건설,26150,Dec-12,78738187
(주)특수건설,26150,Dec-13,73045920
(주)특수건설,26150,Dec-14,74091479
(주)특수건설,26150,Dec-15,71620316
(주)특수건설,26150,Dec-16,64002088
(주)특수건설,26150,Dec-17,65179277
(주)특수건설,26150,Dec-18,85315851
(주)티로보틱스,117730,Dec-18,32644737
(주)티비씨,33830,Dec-10,90758961
(주)티비씨,33830,Dec-11,91682121
(주)티비씨,33830,Dec-12,94655188
(주)티비씨,33830,Dec-13,97699046
(주)티비씨,33830,Dec-14,99423950
(주)티비씨,33830,Dec-15,100975877
(주)티비씨,33830,Dec-16,102275500
(주)티비씨,33830,Dec-17,104703723
(주)티비씨,33830,Dec-18,106940831
(주)티비에이치글로벌,84870,Dec-10,165525230
(주)티비에이치글로벌,84870,Dec-11,164920879
(주)티비에이치글로벌,84870,Dec-12,144616649
(주)티비에이치글로벌,84870,Dec-13,144803975
(주)티비에이치글로벌,84870,Dec-14,133407122
(주)티비에이치글로벌,84870,Dec-15,97843030
(주)티비에이치글로벌,84870,Dec-16,73535776
(주)티비에이치글로벌,84870,Dec-17,60994543
(주)티비에이치글로벌,84870,Dec-18,183445883
(주)티사이언티픽,57680,Dec-10,14168529
(주)티사이언티픽,57680,Dec-11,16015971
(주)티사이언티픽,57680,Dec-12,12978811
(주)티사이언티픽,57680,Dec-13,12802419
(주)티사이언티픽,57680,Dec-14,12938464
(주)티사이언티픽,57680,Dec-15,11057589
(주)티사이언티픽,57680,Dec-16,7742795
(주)티사이언티픽,57680,Dec-17,9369611
(주)티사이언티픽,57680,Dec-18,31629400
(주)티씨케이,64760,Dec-10,62015821
(주)티씨케이,64760,Dec-11,72957922
(주)티씨케이,64760,Dec-12,77431613
(주)티씨케이,64760,Dec-13,77943545
(주)티씨케이,64760,Dec-14,82284086
(주)티씨케이,64760,Dec-15,94049532
(주)티씨케이,64760,Dec-16,113988546
(주)티씨케이,64760,Dec-17,145450924
(주)티씨케이,64760,Dec-18,184135376
(주)티앤알바이오팹,246710,Dec-18,30266196
(주)티에스넥스젠,43220,Dec-10,2992467
(주)티에스넥스젠,43220,Dec-11,7980749
(주)티에스넥스젠,43220,Dec-12,2884119
(주)티에스넥스젠,43220,Dec-13,5131889
(주)티에스넥스젠,43220,Dec-14,13925073
(주)티에스넥스젠,43220,Dec-15,12686159
(주)티에스넥스젠,43220,Dec-16,29255124
(주)티에스넥스젠,43220,Dec-17,31414134
(주)티에스넥스젠,43220,Dec-18,17285049
(주)티에스이,131290,Dec-11,115686921
(주)티에스이,131290,Dec-12,118538666
(주)티에스이,131290,Dec-13,113618796
(주)티에스이,131290,Dec-14,119005133
(주)티에스이,131290,Dec-15,126104366
(주)티에스이,131290,Dec-16,115142384
(주)티에스이,131290,Dec-17,128370091
(주)티에스이,131290,Dec-18,142400121
(주)티에이치엔,19180,Dec-10,39195675
(주)티에이치엔,19180,Dec-11,45884855
(주)티에이치엔,19180,Dec-12,50455570
(주)티에이치엔,19180,Dec-13,46010797
(주)티에이치엔,19180,Dec-14,47365074
(주)티에이치엔,19180,Dec-15,62457127
(주)티에이치엔,19180,Dec-16,79313780
(주)티에이치엔,19180,Dec-17,83841758
(주)티에이치엔,19180,Dec-18,83791624
(주)티엘아이,62860,Dec-10,98481971
(주)티엘아이,62860,Dec-11,96279363
(주)티엘아이,62860,Dec-12,92792290
(주)티엘아이,62860,Dec-13,107359177
(주)티엘아이,62860,Dec-14,109492520
(주)티엘아이,62860,Dec-15,111501125
(주)티엘아이,62860,Dec-16,110445445
(주)티엘아이,62860,Dec-17,86903017
(주)티엘아이,62860,Dec-18,62373016
(주)티웨이항공,91810,Dec-18,224854294
(주)티웨이홀딩스,4870,Dec-10,10116753
(주)티웨이홀딩스,4870,Dec-11,6620195
(주)티웨이홀딩스,4870,Dec-12,18322060
(주)티웨이홀딩스,4870,Dec-13,27937833
(주)티웨이홀딩스,4870,Dec-14,34541907
(주)티웨이홀딩스,4870,Dec-15,34865820
(주)티웨이홀딩스,4870,Dec-16,40565658
(주)티웨이홀딩스,4870,Dec-17,46618209
(주)티웨이홀딩스,4870,Dec-18,48531488
(주)티케이케미칼,104480,Dec-11,199295141
(주)티케이케미칼,104480,Dec-12,189207047
(주)티케이케미칼,104480,Dec-13,198457491
(주)티케이케미칼,104480,Dec-14,212470201
(주)티케이케미칼,104480,Dec-15,236755814
(주)티케이케미칼,104480,Dec-16,247190574
(주)티케이케미칼,104480,Dec-17,252882935
(주)티케이케미칼,104480,Dec-18,259602216
(주)티플랙스,81150,Dec-10,41980734
(주)티플랙스,81150,Dec-11,46830828
(주)티플랙스,81150,Dec-12,51996921
(주)티플랙스,81150,Dec-13,52688946
(주)티플랙스,81150,Dec-14,52801431
(주)티플랙스,81150,Dec-15,67295703
(주)티플랙스,81150,Dec-16,75733999
(주)티플랙스,81150,Dec-17,82154116
(주)티플랙스,81150,Dec-18,83775196
(주)티피씨,130740,Dec-11,35855466
(주)티피씨,130740,Dec-12,39475248
(주)티피씨,130740,Dec-13,40479614
(주)티피씨,130740,Dec-14,42898482
(주)티피씨,130740,Dec-15,46479043
(주)티피씨,130740,Dec-16,52815245
(주)티피씨,130740,Dec-17,55234268
(주)티피씨,130740,Dec-18,57457071
(주)티피씨메카트로닉스,48770,Jun-10,19241087
(주)티피씨메카트로닉스,48770,Jun-11,25654369
(주)티피씨메카트로닉스,48770,Jun-12,27128609
(주)티피씨메카트로닉스,48770,Jun-13,29170808
(주)티피씨메카트로닉스,48770,Dec-14,31742447
(주)티피씨메카트로닉스,48770,Dec-15,32668269
(주)티피씨메카트로닉스,48770,Dec-16,14026939
(주)티피씨메카트로닉스,48770,Dec-17,25224903
(주)티피씨메카트로닉스,48770,Dec-18,27383538
(주)파나진,46210,Dec-10,16610414
(주)파나진,46210,Dec-11,16207945
(주)파나진,46210,Dec-12,8923252
(주)파나진,46210,Dec-13,8912335
(주)파나진,46210,Dec-14,8893954
(주)파나진,46210,Dec-15,8906391
(주)파나진,46210,Dec-16,21097692
(주)파나진,46210,Dec-17,23736263
(주)파나진,46210,Dec-18,16303451
(주)파라다이스,34230,Dec-10,545746375
(주)파라다이스,34230,Dec-11,549727084
(주)파라다이스,34230,Dec-12,599306515
(주)파라다이스,34230,Dec-13,669042701
(주)파라다이스,34230,Dec-14,932440485
(주)파라다이스,34230,Dec-15,939940077
(주)파라다이스,34230,Dec-16,955405678
(주)파라다이스,34230,Dec-17,934168591
(주)파라다이스,34230,Dec-18,1088267415
(주)파라텍,33540,Dec-10,57844616
(주)파라텍,33540,Dec-11,61781003
(주)파라텍,33540,Dec-12,60465352
(주)파라텍,33540,Dec-13,64388563
(주)파라텍,33540,Dec-14,67397787
(주)파라텍,33540,Dec-15,72167941
(주)파라텍,33540,Dec-16,73270765
(주)파라텍,33540,Dec-17,85181500
(주)파라텍,33540,Dec-18,83875774
(주)파루,43200,Dec-10,31472836
(주)파루,43200,Dec-11,14105272
(주)파루,43200,Dec-12,15967036
(주)파루,43200,Dec-13,15088093
(주)파루,43200,Dec-14,31778216
(주)파루,43200,Dec-15,41239281
(주)파루,43200,Dec-16,75008456
(주)파루,43200,Dec-17,60282314
(주)파루,43200,Dec-18,32560338
(주)파마리서치,214450,Dec-15,156746731
(주)파마리서치,214450,Dec-16,171641312
(주)파마리서치,214450,Dec-17,178852546
(주)파마리서치,214450,Dec-18,197468829
(주)파멥신,208340,Dec-18,65436433
(주)파버나인,177830,Dec-14,54318227
(주)파버나인,177830,Dec-15,49415964
(주)파버나인,177830,Dec-16,53843752
(주)파버나인,177830,Dec-17,54180588
(주)파버나인,177830,Dec-18,55345057
(주)파세코,37070,Dec-10,46481546
(주)파세코,37070,Dec-11,45686218
(주)파세코,37070,Dec-12,49753927
(주)파세코,37070,Dec-13,59501119
(주)파세코,37070,Dec-14,62467426
(주)파세코,37070,Dec-15,66721984
(주)파세코,37070,Dec-16,67185318
(주)파세코,37070,Dec-17,68155727
(주)파세코,37070,Dec-18,69970043
(주)파수,150900,Dec-13,24218512
(주)파수,150900,Dec-14,25827704
(주)파수,150900,Dec-15,27106977
(주)파수,150900,Dec-16,13419445
(주)파수,150900,Dec-17,16380253
(주)파수,150900,Dec-18,23203014
(주)파워넷,37030,Dec-18,47310868
(주)파워로직스,47310,Dec-10,102149340
(주)파워로직스,47310,Dec-11,104685061
(주)파워로직스,47310,Dec-12,117207159
(주)파워로직스,47310,Dec-13,119914725
(주)파워로직스,47310,Dec-14,127883091
(주)파워로직스,47310,Dec-15,139588068
(주)파워로직스,47310,Dec-16,142007538
(주)파워로직스,47310,Dec-17,145016650
(주)파워로직스,47310,Dec-18,167117041
(주)파이오링크,170790,Dec-13,32486121
(주)파이오링크,170790,Dec-14,29707406
(주)파이오링크,170790,Dec-15,40893362
(주)파이오링크,170790,Dec-16,36351943
(주)파이오링크,170790,Dec-17,32331479
(주)파이오링크,170790,Dec-18,33452672
(주)파인디앤씨,49120,Dec-10,56442839
(주)파인디앤씨,49120,Dec-11,54076831
(주)파인디앤씨,49120,Dec-12,47082478
(주)파인디앤씨,49120,Dec-13,33235521
(주)파인디앤씨,49120,Dec-14,36162544
(주)파인디앤씨,49120,Dec-15,38019560
(주)파인디앤씨,49120,Dec-16,43994141
(주)파인디앤씨,49120,Dec-17,42412051
(주)파인디앤씨,49120,Dec-18,42398102
(주)파인디지털,38950,Dec-10,65290517
(주)파인디지털,38950,Dec-11,66820390
(주)파인디지털,38950,Dec-12,77181678
(주)파인디지털,38950,Dec-13,85143398
(주)파인디지털,38950,Dec-14,92857688
(주)파인디지털,38950,Dec-15,90050450
(주)파인디지털,38950,Dec-16,85430217
(주)파인디지털,38950,Dec-17,79884556
(주)파인디지털,38950,Dec-18,76936690
(주)파인테크닉스,106240,Dec-10,41790152
(주)파인테크닉스,106240,Dec-11,41167010
(주)파인테크닉스,106240,Dec-12,44951658
(주)파인테크닉스,106240,Dec-13,42975396
(주)파인테크닉스,106240,Dec-14,78052282
(주)파인테크닉스,106240,Dec-15,84384796
(주)파인테크닉스,106240,Dec-16,88461370
(주)파인테크닉스,106240,Dec-17,54270321
(주)파인테크닉스,106240,Dec-18,39028980
(주)파인텍,131760,Dec-15,51967753
(주)파인텍,131760,Dec-16,49620833
(주)파인텍,131760,Dec-17,56843858
(주)파인텍,131760,Dec-18,37410009
(주)파커스,65690,Dec-10,74206247
(주)파커스,65690,Dec-11,74815369
(주)파커스,65690,Dec-12,77550746
(주)파커스,65690,Dec-13,79790663
(주)파커스,65690,Dec-14,81732021
(주)파커스,65690,Dec-15,87858968
(주)파커스,65690,Dec-16,88002401
(주)파커스,65690,Dec-17,90058688
(주)파커스,65690,Dec-18,93245260
(주)파크시스템스,140860,Dec-15,23488666
(주)파크시스템스,140860,Dec-16,26984324
(주)파크시스템스,140860,Dec-17,31526517
(주)파크시스템스,140860,Dec-18,37214033
(주)파트론,91700,Dec-10,124668000
(주)파트론,91700,Dec-11,152998000
(주)파트론,91700,Dec-12,215194265
(주)파트론,91700,Dec-13,299643886
(주)파트론,91700,Dec-14,336689450
(주)파트론,91700,Dec-15,363297962
(주)파트론,91700,Dec-16,369501912
(주)파트론,91700,Dec-17,329571015
(주)파트론,91700,Dec-18,318650132
(주)판타지오,32800,Dec-10,17731566
(주)판타지오,32800,Dec-11,18251000
(주)판타지오,32800,Dec-12,17013297
(주)판타지오,32800,Dec-13,13845342
(주)판타지오,32800,Dec-14,29192940
(주)판타지오,32800,Dec-15,31946333
(주)판타지오,32800,Dec-16,30089013
(주)판타지오,32800,Dec-17,53508433
(주)판타지오,32800,Dec-18,46332633
(주)팜스코,36580,Dec-10,158787934
(주)팜스코,36580,Dec-11,202436875
(주)팜스코,36580,Dec-12,230681974
(주)팜스코,36580,Dec-13,245870945
(주)팜스코,36580,Dec-14,281978715
(주)팜스코,36580,Dec-15,306933420
(주)팜스코,36580,Dec-16,333030569
(주)팜스코,36580,Dec-17,355495573
(주)팜스코,36580,Dec-18,353027708
(주)팜스토리,27710,Dec-10,80955942
(주)팜스토리,27710,Dec-11,98433012
(주)팜스토리,27710,Dec-12,113179192
(주)팜스토리,27710,Dec-13,124483762
(주)팜스토리,27710,Dec-14,134710731
(주)팜스토리,27710,Dec-15,145424720
(주)팜스토리,27710,Dec-16,165583805
(주)팜스토리,27710,Dec-17,174865169
(주)팜스토리,27710,Dec-18,180242624
(주)팬스타엔터프라이즈,54300,Dec-10,5297385
(주)팬스타엔터프라이즈,54300,Dec-11,5961273
(주)팬스타엔터프라이즈,54300,Dec-12,6279874
(주)팬스타엔터프라이즈,54300,Dec-13,5343220
(주)팬스타엔터프라이즈,54300,Dec-14,5633811
(주)팬스타엔터프라이즈,54300,Dec-15,23255153
(주)팬스타엔터프라이즈,54300,Dec-16,20410589
(주)팬스타엔터프라이즈,54300,Dec-17,28479243
(주)팬스타엔터프라이즈,54300,Dec-18,31082204
(주)팬엔터테인먼트,68050,Dec-10,29512134
(주)팬엔터테인먼트,68050,Dec-11,30707671
(주)팬엔터테인먼트,68050,Dec-12,39547963
(주)팬엔터테인먼트,68050,Dec-13,42509518
(주)팬엔터테인먼트,68050,Dec-14,42140221
(주)팬엔터테인먼트,68050,Dec-15,37566873
(주)팬엔터테인먼트,68050,Dec-16,40236405
(주)팬엔터테인먼트,68050,Dec-17,47330633
(주)팬엔터테인먼트,68050,Dec-18,46427289
(주)팬젠,222110,Dec-16,35306530
(주)팬젠,222110,Dec-17,31309253
(주)팬젠,222110,Dec-18,26940798
(주)퍼시스,16800,Dec-10,263118065
(주)퍼시스,16800,Dec-11,281798098
(주)퍼시스,16800,Dec-12,303505782
(주)퍼시스,16800,Dec-13,309300507
(주)퍼시스,16800,Dec-14,328880634
(주)퍼시스,16800,Dec-15,353409243
(주)퍼시스,16800,Dec-16,368152021
(주)퍼시스,16800,Dec-17,384410775
(주)퍼시스,16800,Dec-18,420572386
(주)펄어비스,263750,Dec-18,411027630
(주)펩트론,87010,Dec-15,17227638
(주)펩트론,87010,Dec-16,53208771
(주)펩트론,87010,Dec-17,48945102
(주)펩트론,87010,Dec-18,45098348
(주)포메탈,119500,Dec-10,28382031
(주)포메탈,119500,Dec-11,32639099
(주)포메탈,119500,Dec-12,37098273
(주)포메탈,119500,Dec-13,37619763
(주)포메탈,119500,Dec-14,37705323
(주)포메탈,119500,Dec-15,38506237
(주)포메탈,119500,Dec-16,40229601
(주)포메탈,119500,Dec-17,41765292
(주)포메탈,119500,Dec-18,43376200
(주)포스코아이씨티,22100,Dec-10,211938049
(주)포스코아이씨티,22100,Dec-11,241016845
(주)포스코아이씨티,22100,Dec-12,275034058
(주)포스코아이씨티,22100,Dec-13,406239694
(주)포스코아이씨티,22100,Dec-14,422288322
(주)포스코아이씨티,22100,Dec-15,341866384
(주)포스코아이씨티,22100,Dec-16,372773143
(주)포스코아이씨티,22100,Dec-17,398644612
(주)포스코아이씨티,22100,Dec-18,337891866
(주)포스코엠텍,9520,Dec-10,151589626
(주)포스코엠텍,9520,Dec-11,163076859
(주)포스코엠텍,9520,Dec-12,171726485
(주)포스코엠텍,9520,Dec-13,153201693
(주)포스코엠텍,9520,Dec-14,49491677
(주)포스코엠텍,9520,Dec-15,77359252
(주)포스코엠텍,9520,Dec-16,76996421
(주)포스코엠텍,9520,Dec-17,82674870
(주)포스코엠텍,9520,Dec-18,88251182
(주)포스코인터내셔널,47050,Dec-10,1326363558
(주)포스코인터내셔널,47050,Dec-11,1520744239
(주)포스코인터내셔널,47050,Dec-12,2122897524
(주)포스코인터내셔널,47050,Dec-13,2215646238
(주)포스코인터내셔널,47050,Dec-14,2343917042
(주)포스코인터내셔널,47050,Dec-15,2366909751
(주)포스코인터내셔널,47050,Dec-16,2430936823
(주)포스코인터내셔널,47050,Dec-17,2775625757
(주)포스코인터내셔널,47050,Dec-18,2799145994
(주)포시에스,189690,Jun-15,40159404
(주)포시에스,189690,Jun-16,41990808
(주)포시에스,189690,Jun-17,43455638
(주)포시에스,189690,Jun-18,49189571
(주)포인트엔지니어링,256630,Dec-17,
(주)포인트엔지니어링,256630,Dec-18,
(주)폴라리스세원,234100,Dec-17,22332746
(주)폴라리스세원,234100,Dec-18,34619539
(주)폴라리스오피스,41020,Dec-10,67706502
(주)폴라리스오피스,41020,Dec-11,72139780
(주)폴라리스오피스,41020,Dec-12,80381856
(주)폴라리스오피스,41020,Dec-13,97207894
(주)폴라리스오피스,41020,Dec-14,86519804
(주)폴라리스오피스,41020,Dec-15,64806284
(주)폴라리스오피스,41020,Dec-16,32773284
(주)폴라리스오피스,41020,Dec-17,36056254
(주)폴라리스오피스,41020,Dec-18,38587877
(주)폴라리스우노,114630,Dec-10,39295023
(주)폴라리스우노,114630,Dec-11,50711606
(주)폴라리스우노,114630,Dec-12,56946769
(주)폴라리스우노,114630,Dec-13,58272085
(주)폴라리스우노,114630,Dec-14,60926516
(주)폴라리스우노,114630,Dec-15,65673425
(주)폴라리스우노,114630,Dec-16,67605595
(주)폴라리스우노,114630,Dec-17,73228477
(주)폴라리스우노,114630,Dec-18,68399031
(주)푸드나무,290720,Dec-18,47952496
(주)푸드웰,5670,Dec-10,40087646
(주)푸드웰,5670,Dec-11,41255986
(주)푸드웰,5670,Dec-12,42146484
(주)푸드웰,5670,Dec-13,42280403
(주)푸드웰,5670,Dec-14,42145069
(주)푸드웰,5670,Dec-15,41323032
(주)푸드웰,5670,Dec-16,42639488
(주)푸드웰,5670,Dec-17,42380736
(주)푸드웰,5670,Dec-18,42635810
(주)푸른기술,94940,Dec-10,17994728
(주)푸른기술,94940,Dec-11,19864801
(주)푸른기술,94940,Dec-12,22415211
(주)푸른기술,94940,Dec-13,24581389
(주)푸른기술,94940,Dec-14,22599490
(주)푸른기술,94940,Dec-15,21519087
(주)푸른기술,94940,Dec-16,21936909
(주)푸른기술,94940,Dec-17,24102981
(주)푸른기술,94940,Dec-18,26392611
(주)풀무원,17810,Dec-10,128162323
(주)풀무원,17810,Dec-11,149384106
(주)풀무원,17810,Dec-12,154840071
(주)풀무원,17810,Dec-13,155618279
(주)풀무원,17810,Dec-14,214724040
(주)풀무원,17810,Dec-15,298467074
(주)풀무원,17810,Dec-16,300197129
(주)풀무원,17810,Dec-17,303828473
(주)풀무원,17810,Dec-18,383365482
