,0,0,0,0
32,13-Dec,(주)다날,18-Dec,(주)대성엘텍
33,16-Dec,(주)다산네트웍스,12-Dec,(주)대양금속
34,18-Dec,(주)다이나믹디자인,15-Dec,(주)대창
35,18-Dec,(주)대구백화점,15-Dec,(주)대창솔루션
36,13-Dec,(주)대성엘텍,14-Dec,(주)대한항공
37,11-Dec,(주)대양금속,16-Dec,(주)대호에이엘
38,14-Dec,(주)대창,19-Dec,(주)더 미동
39,14-Dec,(주)대창솔루션,14-Dec,(주)더블유아이
40,13-Dec,(주)대한항공,19-Dec,(주)덴티스
41,14-Dec,(주)대호에이엘,15-Dec,(주)동방선기
42,13-Dec,(주)대호특수강,14-Dec,(주)동양
43,18-Dec,(주)더 미동,19-Dec,(주)듀오백
44,13-Dec,(주)더블유아이,15-Dec,(주)드림어스컴퍼니
45,18-Dec,(주)덴티스,16-Dec,(주)디에스앤엘
46,14-Dec,(주)동방선기,16-Dec,(주)디엔에이링크
47,13-Dec,(주)동양,14-Dec,(주)디엠에스
48,19-Dec,(주)동운아나텍,12-Dec,(주)디지아이
49,16-Dec,(주)듀오백,17-Dec,(주)룽투코리아
50,19-Dec,(주)드래곤플라이,14-Dec,(주)마니커
51,13-Dec,(주)드림어스컴퍼니,18-Dec,(주)매직마이크로
52,15-Dec,(주)디에스앤엘,18-Dec,(주)메지온
53,15-Dec,(주)디엔에이링크,15-Dec,(주)메타랩스
54,13-Dec,(주)디엠에스,18-Dec,(주)멕아이씨에스
55,11-Dec,(주)디지아이,16-Dec,(주)멜파스
56,17-Dec,(주)러셀,15-Dec,(주)모아텍
57,19-Dec,(주)레드로버,16-Dec,(주)미래아이앤지
58,19-Dec,(주)레이크머티리얼즈,14-Mar,(주)바른손
59,19-Dec,(주)루멘스,17-Dec,(주)바른손이앤에이
60,19-Dec,(주)루트로닉,14-Dec,(주)바이오니아
61,15-Dec,(주)룽투코리아,15-Dec,(주)바이오톡스텍
62,19-Dec,(주)리더스코스메틱,16-Dec,(주)백금티앤에이
63,19-Dec,(주)리드,16-Dec,(주)베노홀딩스
64,13-Dec,(주)마니커,14-Dec,(주)브이티지엠피
65,18-Dec,(주)마이크로컨텍솔루션,17-Dec,(주)블루베리엔에프티
66,17-Dec,(주)매직마이크로,19-Dec,(주)비덴트
67,19-Jun,(주)메디콕스,17-Dec,(주)비보존헬스케어
68,17-Dec,(주)메지온,15-Dec,(주)비비안
69,14-Dec,(주)메타랩스,14-Dec,(주)비엔지티
70,17-Dec,(주)멕아이씨에스,19-Dec,(주)비엘
71,15-Dec,(주)멜파스,14-Dec,(주)비케이홀딩스
72,19-Dec,(주)모베이스전자,18-Dec,(주)삼표시멘트
73,19-Dec,(주)모비스,17-Dec,(주)상보
74,14-Dec,(주)모아텍,14-Dec,(주)상지카일룸
75,15-Dec,(주)미래아이앤지,17-Dec,(주)서부티엔디
76,13-Mar,(주)바른손,16-Dec,(주)서울리거
77,14-Dec,(주)바른손이앤에이,18-Dec,(주)서울제약
78,19-Dec,(주)바른전자,14-Dec,(주)서원
79,13-Dec,(주)바이오니아,15-Dec,(주)성안
80,14-Dec,(주)바이오톡스텍,14-Dec,(주)세동
81,15-Dec,(주)백금티앤에이,19-Dec,(주)세토피아
82,14-Dec,(주)베노홀딩스,14-Dec,(주)센트럴인사이트
83,13-Dec,(주)브이티지엠피,16-Dec,(주)셀루메드
84,16-Dec,(주)블루베리엔에프티,19-Dec,(주)셀리버리
85,17-Dec,(주)비덴트,17-Dec,(주)셀바스에이아이
86,16-Dec,(주)비보존헬스케어,19-Dec,(주)셀바스헬스케어
87,14-Dec,(주)비비안,17-Dec,(주)셀피글로벌
88,13-Dec,(주)비엔지티,17-Dec,(주)손오공
89,18-Dec,(주)비엘,14-Dec,(주)솔고바이오메디칼
90,19-Mar,(주)비츠로시스,14-Dec,(주)솔본
91,13-Dec,(주)비케이홀딩스,15-Dec,(주)스카이문스테크놀로지
92,13-Dec,(주)삼표시멘트,16-Dec,(주)스킨앤스킨
93,16-Dec,(주)상보,19-Dec,(주)스튜디오산타클로스엔터테인먼트
94,19-Dec,(주)상상인인더스트리,14-Dec,(주)시너지이노베이션
95,13-Dec,(주)상지카일룸,18-Dec,(주)시티랩스
96,13-Dec,(주)서부티엔디,14-Dec,(주)신성이엔지
97,15-Dec,(주)서울리거,16-Dec,(주)쌍방울
98,17-Dec,(주)서울제약,17-Dec,(주)썸에이지
99,13-Dec,(주)서원,14-Dec,(주)쎌마테라퓨틱스
100,19-Dec,(주)서진오토모티브,12-Dec,(주)씨씨에스충북방송
101,19-Dec,(주)선앤엘,14-Dec,(주)씨아이테크
102,14-Dec,(주)성안,14-Dec,(주)씨에스
103,13-Dec,(주)세동,14-Dec,(주)씨에스에이코스믹
104,14-Dec,(주)세원물산,16-Dec,(주)씨엔플러스
105,19-Jun,(주)세원정공,19-Dec,(주)씨티씨바이오
106,18-Dec,(주)세토피아,12-Dec,(주)아난티
107,13-Dec,(주)센트럴인사이트,19-Dec,(주)아리온테크놀로지
108,15-Dec,(주)셀루메드,14-Dec,(주)아미노로직스
109,18-Dec,(주)셀리버리,15-Dec,(주)아센디오
110,16-Dec,(주)셀바스에이아이,14-Dec,(주)아이에스이커머스
111,18-Dec,(주)셀바스헬스케어,17-Dec,(주)아이에이
112,16-Dec,(주)셀피글로벌,19-Dec,(주)아이엠
113,14-Dec,(주)손오공,19-Dec,(주)아이오케이컴퍼니
114,13-Dec,(주)솔고바이오메디칼,19-Dec,(주)아이윈플러스
115,13-Dec,(주)솔본,17-Dec,(주)아이컴포넌트
116,11-Dec,(주)스카이문스테크놀로지,19-Dec,(주)아이톡시
117,15-Dec,(주)스킨앤스킨,18-Dec,(주)아이티엑스에이아이
118,18-Dec,(주)스튜디오산타클로스엔터테인먼트,19-Dec,(주)알테오젠
119,13-Dec,(주)시너지이노베이션,18-Dec,(주)알톤스포츠
120,17-Dec,(주)시티랩스,19-Dec,(주)알파홀딩스
121,13-Dec,(주)신성이엔지,16-Dec,(주)앤씨앤
122,15-Dec,(주)쌍방울,19-Dec,(주)에스디시스템
123,16-Dec,(주)썸에이지,14-Dec,(주)에스앤더블류
124,11-Dec,(주)쎄니트,19-Dec,(주)에스엘바이오닉스
125,13-Dec,(주)쎌마테라퓨틱스,15-Dec,(주)에스엠라이프디자인그룹
126,11-Dec,(주)씨씨에스충북방송,14-Dec,(주)에스엠벡셀
127,13-Dec,(주)씨아이테크,15-Dec,(주)에스엠컬처앤콘텐츠
128,13-Dec,(주)씨에스,17-Dec,(주)에스지세계물산
129,13-Dec,(주)씨에스에이코스믹,14-Dec,(주)에스티큐브
130,15-Dec,(주)씨엔플러스,15-Dec,(주)에이디칩스
131,18-Dec,(주)씨티씨바이오,19-Dec,(주)에이루트
132,19-Dec,(주)아가방앤컴퍼니,16-Dec,(주)에이엔피
133,11-Dec,(주)아난티,12-Dec,(주)에이프로젠헬스케어앤게임즈
134,18-Dec,(주)아리온테크놀로지,18-Dec,(주)에프알텍
135,13-Dec,(주)아미노로직스,15-Dec,(주)에프앤리퍼블릭
136,14-Dec,(주)아센디오,18-Dec,(주)엑세스바이오인코퍼레이션
137,19-Dec,(주)아스타,16-Dec,(주)엔에스엔
138,15-Dec,(주)아이앤씨테크놀로지,18-Dec,(주)엔케이
139,13-Dec,(주)아이에스이커머스,16-Dec,(주)엘아이에스
140,13-Dec,(주)아이에이,15-Dec,(주)엘앤에프
141,18-Dec,(주)아이엠,14-Dec,(주)엘에스네트웍스
142,18-Dec,(주)아이오케이컴퍼니,18-Dec,(주)엠피대산
143,18-Dec,(주)아이윈플러스,18-Dec,(주)영풍
144,14-Dec,(주)아이컴포넌트,18-Dec,(주)예선테크
145,18-Dec,(주)아이톡시,14-Dec,(주)오리엔탈정공
146,16-Dec,(주)아이티엑스에이아이,15-Mar,(주)오리엔트바이오
147,18-Dec,(주)알로이스,16-Dec,(주)오리엔트정공
148,19-Dec,(주)알에프세미,14-Dec,(주)오스코텍
149,18-Dec,(주)알테오젠,15-Dec,(주)와이지플러스
150,17-Dec,(주)알톤스포츠,16-Dec,(주)와이투솔루션
151,18-Dec,(주)알파홀딩스,18-Dec,(주)우리기술
152,14-Dec,(주)앤씨앤,19-Dec,(주)우진
153,18-Dec,(주)에스디시스템,12-Dec,(주)웅진
154,13-Dec,(주)에스앤더블류,12-Dec,(주)원익
155,18-Dec,(주)에스엘바이오닉스,15-Dec,(주)월덱스
156,14-Dec,(주)에스엠라이프디자인그룹,14-Dec,(주)웨이브일렉트로닉스
157,13-Dec,(주)에스엠벡셀,18-Dec,(주)위메이드맥스
158,14-Dec,(주)에스엠컬처앤콘텐츠,16-Dec,(주)윈팩
159,14-Dec,(주)에스지세계물산,15-Jun,(주)유니켐
160,13-Dec,(주)에스티큐브,14-Dec,(주)유신
161,14-Dec,(주)에이디칩스,14-Dec,(주)유씨아이
162,18-Dec,(주)에이루트,18-Dec,(주)유아이디
163,19-Dec,(주)에이비프로바이오,16-Dec,(주)유진로봇
164,11-Dec,(주)에이엔피,19-Dec,(주)유테크
165,19-Dec,(주)에이트원,14-Dec,(주)이건홀딩스
166,11-Dec,(주)에이프로젠헬스케어앤게임즈,18-Dec,(주)이노와이어리스
167,17-Dec,(주)에프알텍,14-Dec,(주)이수앱지스
168,13-Dec,(주)에프앤리퍼블릭,18-Dec,(주)이수화학
169,17-Dec,(주)엑세스바이오인코퍼레이션,17-Dec,(주)이스타코
170,15-Dec,(주)엔에스엔,15-Dec,(주)이스트소프트
171,19-Dec,(주)엔지스테크널러지,14-Dec,(주)이아이디
172,17-Dec,(주)엔케이,14-Dec,(주)이엔코퍼레이션
173,19-Dec,(주)엔피,19-Dec,(주)이엠앤아이
174,14-Dec,(주)엘아이에스,14-Dec,(주)이월드
175,14-Dec,(주)엘앤에프,14-Dec,(주)인디에프
176,19-Dec,(주)엘앤케이바이오메드,15-Dec,(주)인바이오젠
177,13-Dec,(주)엘에스네트웍스,14-Dec,(주)인스코비
178,13-Dec,(주)엠게임,16-Dec,(주)인터플렉스
179,17-Dec,(주)엠피대산,16-Dec,(주)인텍플러스
180,16-Dec,(주)영풍,18-Dec,(주)인트로메딕
181,18-Dec,(주)영흥,16-Dec,(주)인트론바이오테크놀로지
182,17-Dec,(주)예선테크,16-Dec,(주)잉크테크
183,13-Dec,(주)오리엔탈정공,19-Dec,(주)자비스
184,14-Mar,(주)오리엔트바이오,15-Dec,(주)자연과환경
185,13-Dec,(주)오리엔트정공,14-Dec,(주)제넥신
186,13-Dec,(주)오스코텍,16-Dec,(주)제넨바이오
187,17-Dec,(주)오킨스전자,17-Dec,(주)제로투세븐
188,14-Dec,(주)와이지플러스,14-Dec,(주)제이웨이
189,13-Dec,(주)와이투솔루션,16-Dec,(주)제주반도체
190,16-Dec,(주)와이티엔,16-Dec,(주)젬백스&카엘
191,14-Dec,(주)우리기술,16-Dec,(주)중앙디앤엠
192,19-Dec,(주)우성,13-Dec,(주)지어소프트
193,18-Dec,(주)우진,14-Dec,(주)진매트릭스
194,11-Dec,(주)웅진,17-Dec,(주)초록뱀미디어
195,11-Dec,(주)원익,15-Dec,(주)초록뱀이앤엠
196,14-Dec,(주)월덱스,17-Dec,(주)초록뱀컴퍼니
197,13-Dec,(주)웨이브일렉트로닉스,14-Dec,(주)초록뱀헬스케어
198,17-Dec,(주)위메이드맥스,15-Dec,(주)카프로
199,15-Dec,(주)윈팩,15-Dec,(주)케이씨씨건설
200,13-Dec,(주)유니켐,16-Dec,(주)케이에스피
201,12-Dec,(주)유신,17-Dec,(주)케이엠더블유
202,13-Dec,(주)유씨아이,14-Dec,(주)케이이씨
203,17-Dec,(주)유아이디,15-Dec,(주)케이프
204,14-Dec,(주)유진로봇,15-Dec,(주)케이피엠테크
205,18-Dec,(주)유테크,17-Dec,(주)켐온
206,13-Dec,(주)이건홀딩스,17-Dec,(주)켐트로닉스
207,15-Dec,(주)이글루코퍼레이션,15-Dec,(주)코데즈컴바인
208,16-Dec,(주)이노와이어리스,15-Dec,(주)코디
209,19-Dec,(주)이노테라피,19-Dec,(주)코디엠
210,18-Dec,(주)이랜시스,14-Dec,(주)코리아나화장품
211,19-Dec,(주)이브이수성,14-Dec,(주)코미팜
212,16-Dec,(주)이브이첨단소재,16-Dec,(주)코세스
213,13-Dec,(주)이수앱지스,19-Dec,(주)코센
214,19-Dec,(주)이수페타시스,19-Dec,(주)코스나인
215,15-Dec,(주)이수화학,18-Dec,(주)코썬바이오
216,16-Dec,(주)이스타코,18-Dec,(주)코아스
217,14-Dec,(주)이스트소프트,15-Dec,(주)코아시아
218,13-Dec,(주)이아이디,18-Dec,(주)코아시아옵틱스
219,13-Dec,(주)이엔코퍼레이션,15-Dec,(주)코오롱
220,19-Dec,(주)이엔플러스,14-Dec,(주)코원플레이
221,18-Dec,(주)이엠앤아이,17-Dec,(주)코이즈
222,13-Dec,(주)이월드,18-Dec,(주)큐로
223,13-Dec,(주)인디에프,14-Dec,(주)큐로컴
224,14-Dec,(주)인바이오젠,14-Dec,(주)큐로홀딩스
225,13-Dec,(주)인스코비,16-Dec,(주)클래시스
226,15-Dec,(주)인지디스플레이,18-Dec,(주)텔콘알에프제약
227,15-Dec,(주)인터플렉스,15-Dec,(주)토탈소프트뱅크
228,15-Dec,(주)인텍플러스,19-Dec,(주)트루윈
229,17-Dec,(주)인트로메딕,14-Dec,(주)특수건설
230,13-Dec,(주)인트론바이오테크놀로지,15-Dec,(주)티사이언티픽
231,19-Dec,(주)인포마크,12-Dec,(주)티에스넥스젠
232,19-Dec,(주)일신바이오베이스,15-Dec,(주)티에이치엔
233,16-Dec,(주)일신석재,19-Dec,(주)티웨이홀딩스
234,19-Dec,(주)일야,13-Dec,(주)파나진
235,19-Dec,(주)일지테크,12-Dec,(주)파루
236,15-Dec,(주)잉크테크,17-Dec,(주)파인디앤씨
237,18-Dec,(주)자비스,16-Dec,(주)판타지오
238,13-Dec,(주)자연과환경,16-Dec,(주)팬스타엔터프라이즈
239,13-Dec,(주)제넥신,17-Dec,(주)팬엔터테인먼트
240,15-Dec,(주)제넨바이오,19-Dec,(주)팬젠
241,19-Dec,(주)제닉,19-Dec,(주)퓨쳐켐
242,16-Dec,(주)제로투세븐,18-Dec,(주)플래스크
243,19-Dec,(주)제이에스티나,18-Dec,(주)플레이그램
244,13-Dec,(주)제이웨이,18-Dec,(주)플레이위드
245,17-Dec,(주)제이티,19-Mar,(주)피에스엠씨
246,14-Dec,(주)제주반도체,14-Dec,(주)피에이치씨
247,15-Dec,(주)젬백스&카엘,19-Dec,(주)하이소닉
248,19-Dec,(주)주연테크,18-Dec,(주)하이스틸
249,15-Dec,(주)중앙디앤엠,13-Dec,(주)하이트론씨스템즈
250,12-Dec,(주)지어소프트,14-Dec,(주)한국전자홀딩스
251,13-Dec,(주)진매트릭스,17-Dec,(주)한국코퍼레이션
252,19-Jun,(주)체시스,15-Dec,(주)한국테크놀로지
253,15-Dec,(주)초록뱀미디어,15-Dec,(주)한국특강
254,14-Dec,(주)초록뱀이앤엠,15-Dec,(주)한라
255,16-Dec,(주)초록뱀컴퍼니,19-Dec,(주)한빛소프트
256,13-Dec,(주)초록뱀헬스케어,19-Dec,(주)한일진공
257,16-Dec,(주)카스,19-Dec,(주)한진
258,14-Dec,(주)카프로,15-Dec,(주)한진중공업홀딩스
259,19-Dec,(주)컴투스홀딩스,18-Dec,(주)한창바이오텍
260,14-Dec,(주)케이씨씨건설,16-Dec,(주)한컴위드
261,15-Dec,(주)케이에스피,16-Dec,(주)한탑
262,18-Dec,(주)케이에이치바텍,12-Dec,(주)형지아이앤씨
263,13-Dec,(주)케이엑스하이텍,19-Jun,(주)형지엘리트
264,16-Dec,(주)케이엠더블유,19-Dec,(주)홈센타홀딩스
265,13-Dec,(주)케이이씨,14-Dec,(주)휴니드테크놀러지스
266,14-Dec,(주)케이프,15-Dec,(주)휴먼엔
267,13-Dec,(주)케이피엠테크,14-Dec,KG스틸(주)
268,16-Dec,(주)켐온,19-Dec,OCI(주)
269,16-Dec,(주)켐트로닉스,15-Dec,ST엔진(주)
270,19-Dec,(주)코다코,16-Dec,ST중공업(주)
271,14-Dec,(주)코데즈컴바인,14-Dec,감성코퍼레이션(주)
272,14-Dec,(주)코디,13-Dec,갤럭시아머니트리(주)
273,18-Dec,(주)코디엠,14-Dec,광전자(주)
274,13-Dec,(주)코리아나화장품,13-Dec,국일제지(주)
275,13-Dec,(주)코미팜,15-Dec,금호전기(주)
276,15-Dec,(주)코세스,14-Dec,남광토건(주)
277,18-Dec,(주)코센,19-Dec,뉴지랩파마(주)
278,18-Dec,(주)코스나인,15-Dec,대동기어(주)
279,17-Dec,(주)코썬바이오,14-Dec,대림통상(주)
280,17-Dec,(주)코아스,14-Dec,대성산업(주)
281,14-Dec,(주)코아시아,19-Dec,대우전자부품(주)
282,17-Dec,(주)코아시아옵틱스,16-Dec,대한광통신(주)
283,14-Dec,(주)코오롱,15-Dec,대한그린파워(주)
284,13-Dec,(주)코원플레이,14-Dec,대한방직(주)
285,15-Dec,(주)코이즈,14-Dec,대한전선(주)
286,16-Dec,(주)큐로,15-Dec,대한화섬(주)
287,13-Dec,(주)큐로컴,14-Dec,더이앤엠(주)
288,13-Dec,(주)큐로홀딩스,14-Dec,동부건설(주)
289,15-Dec,(주)클래시스,16-Dec,동성제약(주)
290,19-Dec,(주)태웅,16-Dec,동원수산(주)
291,17-Dec,(주)텔콘알에프제약,14-Dec,동일철강(주)
292,19-Dec,(주)토니모리,14-Dec,롯데관광개발(주)
293,13-Dec,(주)토탈소프트뱅크,13-Dec,메디앙스(주)
294,19-Dec,(주)투비소프트,15-Dec,메디포스트(주)
295,17-Dec,(주)트루윈,15-Dec,명문제약(주)
296,13-Dec,(주)특수건설,19-Dec,미래나노텍(주)
297,13-Dec,(주)티사이언티픽,14-Dec,미래산업(주)
298,11-Dec,(주)티에스넥스젠,14-Jun,바이온(주)
299,14-Dec,(주)티에이치엔,14-Dec,범양건영(주)
300,12-Dec,(주)티웨이홀딩스,14-Dec,베뉴지(주)
301,14-Dec,(주)티케이케미칼,19-Dec,보성파워텍(주)
302,12-Dec,(주)파나진,19-Dec,보해양조(주)
303,11-Dec,(주)파루,15-Dec,비케이탑스(주)
304,13-Dec,(주)파인디앤씨,14-Dec,사조동아원(주)
305,18-Dec,(주)파인테크닉스,19-Dec,삼보산업(주)
306,14-Dec,(주)판타지오,14-Dec,삼부토건(주)
307,15-Dec,(주)팬스타엔터프라이즈,18-Dec,삼성제약(주)
308,15-Dec,(주)팬엔터테인먼트,18-Dec,삼성중공업(주)
309,18-Dec,(주)팬젠,16-Dec,삼영화학공업(주)
310,18-Dec,(주)퓨쳐켐,14-Dec,삼일제약(주)
311,19-Dec,(주)프로스테믹스,14-Dec,삼화전자공업(주)
312,17-Dec,(주)플래스크,14-Dec,서울전자통신(주)
313,17-Dec,(주)플레이그램,15-Dec,성문전자(주)
314,13-Dec,(주)플레이위드,13-Dec,성우테크론(주)
315,16-Dec,(주)피에스엠씨,16-Dec,성창기업지주(주)
316,13-Dec,(주)피에이치씨,15-Dec,성호전자(주)
317,18-Dec,(주)하이소닉,14-Dec,세기상사(주)
318,15-Dec,(주)하이스틸,14-Dec,세원이앤씨(주)
319,12-Dec,(주)하이트론씨스템즈,15-Dec,세종텔레콤(주)
320,13-Dec,(주)한국전자홀딩스,17-Dec,소니드(주)
321,19-Dec,(주)한국종합기술,19-Dec,신라젠(주)
322,16-Dec,(주)한국코퍼레이션,19-Dec,신송홀딩스(주)
323,13-Dec,(주)한국테크놀로지,14-Dec,신풍제지(주)
324,14-Dec,(주)한국특강,14-Dec,쌍용자동차(주)
325,14-Dec,(주)한국팩키지,17-Dec,쌍용정보통신(주)
326,14-Dec,(주)한라,14-Dec,써니전자(주)
327,17-Dec,(주)한빛소프트,16-Dec,씨앤티85(주)
328,18-Dec,(주)한일진공,14-Dec,아남전자(주)
329,18-Dec,(주)한진,19-Dec,아비코전자(주)
330,14-Dec,(주)한진중공업홀딩스,18-Dec,아시아나항공(주)
331,16-Dec,(주)한창바이오텍,18-Dec,아이진(주)
332,15-Dec,(주)한컴위드,12-Dec,애머릿지코퍼레이션
333,15-Dec,(주)한탑,16-Dec,에스디엔(주)
334,19-Dec,(주)핸디소프트,18-Dec,에스비더블유생명과학(주)
335,19-Dec,(주)헬릭스미스,19-Dec,에스지씨에너지(주)
336,11-Dec,(주)형지아이앤씨,14-Dec,에쓰씨엔지니어링(주)
337,18-Jun,(주)형지엘리트,16-Dec,에이치에스디엔진(주)
338,18-Dec,(주)홈센타홀딩스,14-Dec,에이치엘비(주)
339,19-Dec,(주)홈캐스트,14-Dec,에이치엘비글로벌(주)
340,19-Dec,(주)화신,15-Dec,에이치엘비생명과학(주)
341,14-Dec,(주)후성,18-Dec,에이치엘비제약(주)
342,13-Dec,(주)휴니드테크놀러지스,14-Dec,에이치엘비테라퓨틱스(주)
343,14-Dec,(주)휴먼엔,14-Dec,에이치엠엠(주)
344,13-Dec,KG스틸(주),14-Dec,에이프로젠제약(주)
345,15-Dec,OCI(주),17-Dec,엑스큐어(주)
346,14-Dec,ST엔진(주),15-Dec,엔시트론(주)
347,15-Dec,ST중공업(주),12-Dec,오성첨단소재(주)
348,13-Dec,감성코퍼레이션(주),18-Dec,우진비앤지(주)
349,12-Dec,갤럭시아머니트리(주),19-Dec,웰바이오텍(주)
350,13-Dec,광전자(주),14-Dec,유니슨(주)
351,12-Dec,국일제지(주),14-Dec,이구산업(주)
352,14-Dec,국제약품(주),18-Dec,이노시스(주)
353,19-Dec,글로본(주),19-Dec,이엠코리아(주)
354,14-Dec,금호전기(주),15-Dec,이원컴포텍(주)
355,19-Dec,금호타이어(주),19-Dec,이트론(주)
356,19-Dec,깨끗한나라(주),15-Mar,이화산업(주)
357,17-Dec,나노캠텍(주),14-Dec,이화전기공업(주)
358,13-Dec,남광토건(주),14-Dec,인선이엔티(주)
359,18-Dec,뉴지랩파마(주),19-Dec,인화정공(주)
360,14-Dec,대동기어(주),19-Dec,일동홀딩스(주)
361,14-Mar,대동전자(주),15-Mar,일양약품(주)
362,13-Dec,대림통상(주),15-Dec,일진머티리얼즈(주)
363,13-Dec,대성산업(주),12-Dec,재영솔루텍(주)
364,13-Dec,대우전자부품(주),14-Dec,전방(주)
365,16-Dec,대우조선해양(주),17-Dec,제이더블유신약(주)
366,15-Dec,대주전자재료(주),13-Dec,제이더블유홀딩스(주)
367,15-Dec,대한광통신(주),14-Dec,제이스코홀딩스(주)
368,14-Dec,대한그린파워(주),17-Dec,제이엠아이(주)
369,13-Dec,대한방직(주),14-Dec,제이준코스메틱(주)
370,13-Dec,대한전선(주),17-Dec,조아제약(주)
371,13-Dec,대한해운(주),17-Dec,조일알미늄(주)
372,14-Dec,대한화섬(주),14-Dec,주성엔지니어링(주)
373,13-Dec,더이앤엠(주),17-Dec,지나인제약(주)
374,19-Dec,데브시스터즈(주),17-Dec,지엘팜텍(주)
375,14-Dec,동국제강(주),19-Dec,진양제약(주)
376,13-Dec,동부건설(주),17-Dec,참존글로벌(주)
377,15-Dec,동성제약(주),19-Dec,커머스마이너 (주)
378,18-Dec,동양철관(주),14-Dec,컨버즈(주)
379,14-Dec,동원수산(주),15-Dec,케이알모터스(주)
380,13-Dec,동일철강(주),17-Dec,케이엠제약(주)
381,19-Dec,디엑스앤브이엑스(주),19-Dec,코나아이(주)
382,19-Dec,디젠스(주),14-Dec,코드네이처(주)
383,16-Dec,램테크놀러지(주),14-Dec,코스모신소재(주)
384,13-Dec,롯데관광개발(주),15-Dec,코스모화학(주)
385,15-Dec,롯데정밀화학(주),19-Dec,코아스템(주)
386,19-Dec,마이크로로봇(주),14-Dec,큐렉소(주)
387,12-Dec,메디앙스(주),17-Dec,크로바하이텍(주)
388,14-Dec,메디포스트(주),17-Dec,크루셜텍(주)
389,14-Dec,명문제약(주),14-Dec,크리스탈지노믹스(주)
390,15-Dec,미래나노텍(주),15-Dec,테라사이언스(주)
391,13-Dec,미래산업(주),14-Dec,티케이지애강(주)
392,13-Jun,바이온(주),14-Dec,팜젠사이언스(주)
393,13-Dec,범양건영(주),19-Dec,퍼스텍(주)
394,13-Dec,베뉴지(주),16-Dec,페이퍼코리아(주)
395,18-Dec,보성파워텍(주),16-Dec,평화산업(주)
396,18-Dec,보해양조(주),14-Dec,평화홀딩스(주)
397,14-Dec,비케이탑스(주),18-Dec,한국전력공사(주)
398,13-Dec,사조동아원(주),15-Dec,한국정밀기계(주)
399,19-Dec,삼강엠앤티(주),14-Dec,한국화장품(주)
400,18-Dec,삼보산업(주),14-Dec,한솔테크닉스(주)
401,13-Dec,삼부토건(주),14-Dec,한올바이오파마(주)
402,17-Dec,삼성제약(주),14-Dec,한일철강(주)
403,17-Dec,삼성중공업(주),16-Dec,현대바이오사이언스(주)
404,15-Dec,삼영화학공업(주),18-Dec,휴림로봇(주)
405,13-Dec,삼일제약(주),17-Dec,휴마시스(주)
406,19-Dec,삼천리자전거(주),19-Dec,흥아해운(주)
407,13-Dec,삼화전자공업(주),,
408,13-Dec,서울전자통신(주),,
409,14-Dec,성문전자(주),,
410,12-Dec,성우테크론(주),,
411,14-Dec,성창기업지주(주),,
412,14-Dec,성호전자(주),,
413,13-Dec,세기상사(주),,
414,13-Dec,세원이앤씨(주),,
415,13-Dec,세종텔레콤(주),,
416,16-Dec,소니드(주),,
417,18-Dec,신라젠(주),,
418,18-Dec,신송홀딩스(주),,
419,13-Dec,신풍제지(주),,
420,13-Dec,쌍용자동차(주),,
421,16-Dec,쌍용정보통신(주),,
422,13-Dec,써니전자(주),,
